0	Index      	 *	Score 	Summary	Detail	
1	12122 36314	 * 	179.27	ACR|3VULN|3DMG|2DUR	19aBEXP|246LWND|34DUR|49aBPWR|5RCR|79aDMG|89aVULN
159	61313 35136	   	156.81	DCR|4VULN|1DMG|2DUR	1RPLT|25DUR|3458VULN|5BPWR|6ERES|7DMG|9RCR|aBEXP
160	61322 65131	   	156.81	DCR|4VULN|1DMG|2DUR	1RPLT|26DUR|358aVULN|4MLV|7DMG|9RCR
161	13326 33122	   	156.79	DCR|2DMG|1AART|1VULN|2CDMG	19BEXP|26CDMG|3VULN|4LIT|56DMG|6BPWR|7DUST|8AART|aRCR
162	13326 33162	   	156.79	DCR|2DMG|1AART|1VULN|2CDMG	1BEXP|26CDMG|3VULN|4LIT|56DMG|6BPWR|7DUST|8AART|9FEWX|aRCR
163	33326 36122	   	156.79	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|7DUST|8AART|9BEXP|aRCR
164	33326 36142	   	156.79	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|7DUST|8AART|9LHND|aRCR
165	33326 36162	   	156.79	DCR|2DMG|1AART|1VULN|2CDMG	19FEWX|26CDMG|3VULN|4LIT|56DMG|6BPWR|7DUST|8AART|aRCR
166	61311 35131	   	156.71	DCR|4VULN|1DMG|2DUR	1RPLT|25DUR|348aVULN|6ERES|7DMG|9RCR
167	61313 35133	   	156.71	DCR|4VULN|1DMG|2DUR	1RPLT|25DUR|3458VULN|5BPWR|6aERES|7DMG|9RCR
168	61313 35135	   	156.71	DCR|4VULN|1DMG|2DUR	1RPLT|25DUR|3458VULN|5BPWR|6ERES|7DMG|9RCR|aDUST
169	53242 12223	   	156.68	ACR|3VULN|1AART|1ZMB|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|589VULN|6ZMB|7LHND|aAART
170	53245 12223	   	156.68	ACR|3VULN|1AART|1ZMB|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|5ZMB|689VULN|7LHND|aAART
171	53242 34223	 * 	156.64	ACR|4VULN|1DMG|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|589aVULN|6LWND|7DMG
172	62126 12336	 * 	156.36	DCR|3DMG|1AART|1ZMB|1DUR	1RPLT|2CGEN|359DMG|4LIT|6ZMB|7RCR|8DUR|aAART
173	53242 34213	 * 	156.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|58aVULN|6LWND|7DMG|9CDMG
174	53242 52213	   	156.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|58aVULN|6DMG|7LHND|9CDMG
175	33351 62222	 * 	156.18	DCR|3VULN|1AART|2CDMG	17FEWX|29CDMG|357VULN|4RPLT|67BEXP|7BPWR|8RCR|aAART
176	13231 26461	 * 	156.16	DCR|3DMG|2CDMG|3DUR|1ASPD	167BEXP|29CDMG|3BELT|479DMG|567DUR|679BPWR|8RCR|aASPD
177	13231 54332	   	156.14	DCR|3DMG|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2CDMG|3BELT|47aDMG|5DUR|6RCR|8ZMB|9ASPD
178	33231 54332	   	156.14	DCR|3DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2CDMG|3BELT|47aDMG|5DUR|6RCR|8ZMB|9ASPD
179	33351 12222	   	155.98	DCR|3VULN|1AART|2CDMG	17FEWX|29CDMG|357VULN|4RPLT|67DUST|7BPWR|8RCR|aAART
180	33351 61222	   	155.98	DCR|3VULN|1AART|2CDMG	1FEWX|29CDMG|357VULN|4RPLT|6BEXP|8RCR|aAART
181	13331 21116	   	155.88	DCR|3VULN|1AART|2CDMG	1BEXP|24CDMG|359VULN|6LIT|7DUST|8RCR|aAART
182	13331 24116	   	155.88	DCR|3VULN|1AART|2CDMG	1BEXP|24CDMG|359VULN|6LIT|7LEGI|8RCR|aAART
183	33331 21116	   	155.88	DCR|3VULN|1AART|2CDMG	1FEWX|24CDMG|359VULN|6LIT|7DUST|8RCR|aAART
184	33331 24116	   	155.88	DCR|3VULN|1AART|2CDMG	1FEWX|24CDMG|359VULN|6LIT|7LEGI|8RCR|aAART
185	33351 11222	   	155.88	DCR|3VULN|1AART|2CDMG	1FEWX|29CDMG|357VULN|4RPLT|6DUST|8RCR|aAART
186	61362 31131	 * 	155.86	DCR|4VULN|1CDMG|1ZMB|1DUR|1SELL	1RPLT|2DUR|358aVULN|4ZMB|6SELL|7CDMG|9RCR
187	13224 32132	 * 	155.83	DCR|4VULN|1DMG|1CDMG	1BEXP|2CDMG|3BELT|4678VULN|5LHND|9DMG|aRCR
188	33224 32132	   	155.83	DCR|4VULN|1DMG|1CDMG	1FEWX|2CDMG|3BELT|4678VULN|5LHND|9DMG|aRCR
189	13323 62641	   	155.67	DCR|3VULN|1AART|1CDMG	1BEXP|2CDMG|379VULN|4LIT|5FEWX|6RCR|8AART|aRPLT
190	13323 62643	   	155.67	DCR|3VULN|1AART|1CDMG	1aBEXP|2CDMG|379VULN|4LIT|5FEWX|6RCR|8AART
191	13221 53382	 * 	155.64	DCR|2DMG|1VULN|2CDMG|2ASPD	1aBEXP|2aCDMG|3BELT|4VULN|57ASPD|6RCR|8MBVNT|9aDMG|aBPWR
192	13323 62642	   	155.57	DCR|3VULN|1AART|1CDMG	1BEXP|2CDMG|379VULN|4LIT|5FEWX|6RCR|8AART|aLEGI
193	33231 55143	   	155.56	DCR|2DMG|1AART|3DUR|1CDMG	17FEWX|2CDMG|3BELT|47DMG|57aDUR|6RCR|7BPWR|8TLV|9AART
194	62126 12114	   	155.55	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1RPLT|2CGEN|35DMG|4LIT|6ZMB|7RCR|8AART|9CDMG|aASPD
195	53342 26121	   	155.49	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|568VULN|6BPWR|7AART|9LHND|aLWND
196	53342 26123	   	155.49	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|568VULN|6BPWR|7AART|9LHND|aBEXP
197	53342 26311	   	155.39	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|569VULN|6BPWR|7AART|8ERES|aLWND
198	53342 26313	   	155.39	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|569VULN|6BPWR|7AART|8ERES|aCGEN
199	53342 16112	   	155.39	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|589VULN|7AART|aLHND
200	53342 16113	   	155.39	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|589VULN|7AART|aCGEN
201	11362 36322	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2RPLT|35VULN|4aDMG|6CDMG|7MBVNT|8RCR|9DUR
202	13351 36322	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|35VULN|4RPLT|6aDMG|7MBVNT|8RCR|9DUR
203	53342 16111	   	155.29	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|589VULN|7AART|aDLOT
204	13235 32122	 * 	155.28	DCR|3VULN|1DMG|2ASPD|1CDMG	1BEXP|2CDMG|3BELT|4DMG|59ASPD|678VULN|aRCR
205	13236 32122	   	155.28	DCR|3VULN|1DMG|2ASPD|1CDMG	1BEXP|2CDMG|3BELT|4DMG|578VULN|69ASPD|aRCR
206	33235 32122	   	155.28	DCR|3VULN|1DMG|2ASPD|1CDMG	1FEWX|2CDMG|3BELT|4DMG|59ASPD|678VULN|aRCR
207	33236 32122	   	155.28	DCR|3VULN|1DMG|2ASPD|1CDMG	1FEWX|2CDMG|3BELT|4DMG|578VULN|69ASPD|aRCR
208	53342 26133	   	155.25	ACR|3VULN|1AART|2ZMB|1SELL	1AIRHEA|2BELT|36ZMB|4RCR|568VULN|6BPWR|7AART|9SELL|aFEWX
209	13231 53136	   	155.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2CDMG|3BELT|4DMG|5DUR|6RCR|7ASPD|8LHND|9VULN|aAART
210	13231 53536	   	155.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2CDMG|3BELT|4DMG|5DUR|6RCR|7ASPD|8FEWX|9VULN|aAART
211	33231 53136	   	155.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1FEWX|2CDMG|3BELT|4DMG|5DUR|6RCR|7ASPD|8LHND|9VULN|aAART
212	53342 53333	 * 	155.15	ACR|2VULN|1AART|1DMG|1ZMB	1AIRHEA|2BELT|3ZMB|4RCR|5aVULN|6DMG|7BASICY|8AART|9LSRHEA
213	53342 26131	   	155.15	ACR|3VULN|1AART|2ZMB|1SELL	1AIRHEA|2BELT|36ZMB|4RCR|568VULN|6BPWR|7AART|9SELL|aDLOT
214	53342 26132	   	155.15	ACR|3VULN|1AART|2ZMB|1SELL	1AIRHEA|2BELT|36ZMB|4RCR|568VULN|6BPWR|7AART|9SELL|aERES
215	13221 54422	   	155.04	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1aBEXP|2CDMG|3BELT|4aVULN|5ASPD|6RCR|7DMG|8DMSP|9aDUR|aBPWR
216	13236 53422	   	155.04	DCR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5VULN|6RCR|7ASPD|8DMSP|9aDUR|aBPWR
217	33221 54422	   	155.04	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1aFEWX|2CDMG|3BELT|4aVULN|5ASPD|6RCR|7DMG|8DMSP|9aDUR|aBPWR
218	33221 54522	   	155.04	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	18aFEWX|2CDMG|3BELT|4aVULN|5ASPD|6RCR|7DMG|9aDUR|aBPWR
219	33236 53422	   	155.04	DCR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5VULN|6RCR|7ASPD|8DMSP|9aDUR|aBPWR
220	33236 53522	   	155.04	DCR|2DMG|1VULN|1CDMG|2DUR|1ASPD	18aFEWX|2CDMG|3BELT|4aDMG|5VULN|6RCR|7ASPD|9aDUR|aBPWR
221	62161 51131	   	155.00	DCR|3VULN|2DMG|1DUR	17RPLT|2CGEN|34DMG|58aVULN|6DUR|9RCR
222	11364 33332	   	154.90	DCR|3VULN|2DMG|1DUR	1BEXP|2RPLT|38aVULN|47DMG|5DUR|6AIRHEL|9RCR
223	11412 33332	   	154.90	DCR|3VULN|2DMG|1DUR	1BEXP|2RPLT|3DUR|48aVULN|57DMG|6AIRHEL|9RCR
224	11462 33332	   	154.90	DCR|3VULN|2DMG|1DUR	1BEXP|2RPLT|3DUR|47DMG|58aVULN|6AIRHEL|9RCR
225	61342 33332	   	154.90	DCR|3VULN|2DMG|1DUR	1RPLT|2DUR|38aVULN|4BEXP|57DMG|6AIRHEL|9RCR
226	53342 22512	   	154.89	ACR|3VULN|1AART|2ZMB	1AIRHEA|27BELT|36ZMB|4RCR|569VULN|6BPWR|8AART|aLHND
227	53342 22513	   	154.89	ACR|3VULN|1AART|2ZMB	1AIRHEA|27BELT|36ZMB|4RCR|569VULN|6BPWR|8AART|aCGEN
228	53342 23512	   	154.89	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|569VULN|6BPWR|7DMSP|8AART|aLHND
229	53342 23513	   	154.89	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|569VULN|6BPWR|7DMSP|8AART|aCGEN
230	53342 22511	   	154.79	ACR|3VULN|1AART|2ZMB	1AIRHEA|27BELT|36ZMB|4RCR|569VULN|6BPWR|8AART|aDLOT
231	53342 23511	   	154.79	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|569VULN|6BPWR|7DMSP|8AART|aDLOT
232	13236 41132	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CDMG|3BELT|49DMG|58VULN|6RCVC|7ZMB|aRCR
233	33236 41132	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2CDMG|3BELT|49DMG|58VULN|6RCVC|7ZMB|aRCR
234	51123 35343	 * 	154.66	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	19AIRHEA|2ASPD|39ERES|4RCR|5DUST|6AART|7VULN|89CDMG|9BPWR|aDMG
235	34522 31322	   	154.62	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2CGEN|3DUST|4ASPD|5RCR|6DMG|78VULN|9DUR|aAART
236	13323 62416	   	154.47	DCR|3VULN|1AART|1CDMG	1BEXP|2CDMG|379VULN|4LIT|58FEWX|6RCR|aAART
237	61313 33141	 * 	154.31	DCR|4VULN|3DUR|1CDMG	1RPLT|257DUR|3457VULN|57BPWR|67ERES|8LIT|9RCR|aCDMG
238	34522 31312	 * 	154.29	ACR|2VULN|1AART|1DMG|2ASPD	1FEWX|2CGEN|3DUST|49ASPD|5RCR|6DMG|78VULN|aAART
239	11362 36343	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RPLT|35VULN|4DMG|6CDMG|7MBVNT|8RCR|9LWND|aAART
240	11362 36353	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RPLT|35VULN|4DMG|6CDMG|7MBVNT|8RCR|9LHND|aAART
241	13351 36343	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CDMG|35VULN|4RPLT|6DMG|7MBVNT|8RCR|9LWND|aAART
242	13351 36353	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CDMG|35VULN|4RPLT|6DMG|7MBVNT|8RCR|9LHND|aAART
243	33324 62621	   	153.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1aFEWX|2CDMG|37VULN|4LIT|5DUR|6RCR|8AART|9ASPD
244	33324 62622	   	153.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|2CDMG|37VULN|4LIT|5DUR|6RCR|8AART|9ASPD|aRMIN
245	32422 31353	   	153.88	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2LWND|3CGEN|4ASPD|5RCR|6DMG|78aVULN|9CDMG
246	34122 31353	   	153.88	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2CGEN|3LWND|4ASPD|5RCR|6DMG|78aVULN|9CDMG
247	51432 13323	 * 	153.88	DCR|2DMG|1AART|2CDMG|2ASPD	1AIRHEA|26ASPD|3LHND|49DMG|56CDMG|6BPWR|7LIT|8RCR|aAART
248	51352 22351	 * 	153.82	DCR|4VULN|2CDMG|1ASPD	19AIRHEA|2ASPD|39CDMG|4CGEN|5LIT|679aVULN|8RCR|9BPWR
249	33324 62623	   	153.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|2CDMG|37VULN|4LIT|5DUR|6RCR|8AART|9ASPD|aDUST
250	34522 31353	   	153.78	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2CGEN|3DUST|4ASPD|5RCR|6DMG|78aVULN|9CDMG
251	53342 24223	   	153.69	ACR|3VULN|1AART|2ZMB	1AIRHEA|2BELT|36ZMB|4RCR|569VULN|6BPWR|7LHND|8RMIN|aAART
252	11364 12423	   	153.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RPLT|3VULN|4DMG|5DUR|6CDMG|7MLV|8aAART|9RCR
253	11412 12423	   	153.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RPLT|3DUR|4VULN|5DMG|6CDMG|7MLV|8aAART|9RCR
254	11412 16423	   	153.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RPLT|3DUR|4VULN|5DMG|6CDMG|7CGEN|8aAART|9RCR
255	11462 12423	   	153.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RPLT|3DUR|4DMG|5VULN|6CDMG|7MLV|8aAART|9RCR
256	31412 12423	   	153.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2RPLT|3DUR|4VULN|5DMG|6CDMG|7MLV|8aAART|9RCR
257	31412 16423	   	153.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2RPLT|3DUR|4VULN|5DMG|6CDMG|7CGEN|8aAART|9RCR
258	61342 12423	   	153.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2DUR|3VULN|4BEXP|5DMG|6CDMG|7MLV|8aAART|9RCR
259	63412 12423	   	153.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2FEWX|3DUR|4VULN|5DMG|6CDMG|7MLV|8aAART|9RCR
260	13323 62611	   	153.66	DCR|2VULN|1AART|1CDMG|1FLTHEA	1BEXP|2CDMG|37VULN|4LIT|5FEWX|6RCR|8AART|9FLTHEA|aLWND
261	13323 62612	   	153.66	DCR|2VULN|1AART|1CDMG|1FLTHEA	1BEXP|2CDMG|37VULN|4LIT|5FEWX|6RCR|8AART|9FLTHEA|aCGEN
262	13323 62613	   	153.66	DCR|2VULN|1AART|1CDMG|1FLTHEA	1BEXP|2CDMG|37VULN|4LIT|5FEWX|6RCR|8AART|9FLTHEA|aLHND
263	13323 62614	   	153.66	DCR|2VULN|1AART|1FLTHEA|1CDMG	1BEXP|2CDMG|37VULN|4LIT|5FEWX|6RCR|8AART|9FLTHEA|aRPLT
264	13323 62615	   	153.66	DCR|2VULN|1AART|1FLTHEA|1CDMG	1BEXP|2CDMG|37VULN|4LIT|5FEWX|6RCR|8AART|9FLTHEA|aDMSP
265	13221 51235	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2CDMG|3BELT|4aVULN|5ASPD|6RCR|7RPLT|8DMG|9ZMB
266	33221 51235	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2CDMG|3BELT|4aVULN|5ASPD|6RCR|7RPLT|8DMG|9ZMB
267	33231 54263	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3BELT|47DMG|5DUR|6RCR|8VULN|9ZMB|aLHND
268	62161 33143	   	153.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RPLT|2CGEN|34DMG|5VULN|6ERES|7AART|8ASPD|9RCR|aDUR
269	11364 11423	   	153.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RPLT|3VULN|4DMG|5DUR|6CDMG|7TLV|8aAART|9RCR
270	11412 11423	   	153.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RPLT|3DUR|4VULN|5DMG|6CDMG|7TLV|8aAART|9RCR
271	11462 11423	   	153.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2RPLT|3DUR|4DMG|5VULN|6CDMG|7TLV|8aAART|9RCR
272	31412 11423	   	153.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2RPLT|3DUR|4VULN|5DMG|6CDMG|7TLV|8aAART|9RCR
273	61112 12423	   	153.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2DUR|3DUST|4VULN|5DMG|6CDMG|7MLV|8aAART|9RCR
274	61112 16423	   	153.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2DUR|3DUST|4VULN|5DMG|6CDMG|7CGEN|8aAART|9RCR
275	61342 11423	   	153.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2DUR|3VULN|4BEXP|5DMG|6CDMG|7TLV|8aAART|9RCR
276	63412 11423	   	153.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2FEWX|3DUR|4VULN|5DMG|6CDMG|7TLV|8aAART|9RCR
277	33325 62611	   	153.56	DCR|2VULN|1AART|1CDMG|1FLTHEA	1FEWX|2CDMG|37VULN|4LIT|5DUST|6RCR|8AART|9FLTHEA|aLWND
278	33325 62612	   	153.56	DCR|2VULN|1AART|1CDMG|1FLTHEA	1FEWX|2CDMG|37VULN|4LIT|5DUST|6RCR|8AART|9FLTHEA|aCGEN
279	33325 62613	   	153.56	DCR|2VULN|1AART|1CDMG|1FLTHEA	1FEWX|2CDMG|37VULN|4LIT|5DUST|6RCR|8AART|9FLTHEA|aLHND
280	13124 56222	   	153.56	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1SELL	1BEXP|29CDMG|3SELL|4FEWX|5ZMB|6VULN|7DMG|8RCR|aAART
281	53242 12221	   	153.54	ACR|3VULN|1DMG|1ZMB|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|589VULN|6ZMB|7LHND|aDMG
282	53245 12221	   	153.54	ACR|3VULN|1DMG|1ZMB|1ASPD	1AIRHEA|2BELT|3ASPD|4RCR|5ZMB|689VULN|7LHND|aDMG
283	13221 54361	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2CDMG|3BELT|49VULN|5ASPD|6RCR|7DMG|8ERES|aZMB
284	13236 53361	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2CDMG|3BELT|4DMG|59VULN|6RCR|7ASPD|8ERES|aZMB
285	33231 54261	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3BELT|47DMG|5DUR|6RCR|8VULN|9ZMB|aERES
286	61112 11423	   	153.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|2DUR|3DUST|4VULN|5DMG|6CDMG|7TLV|8aAART|9RCR
287	33231 56225	   	153.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|2CDMG|3BELT|4DMG|57DUR|6RCR|8VULN|9DUST|aAART
288	23236 56343	 * 	153.42	DCR|2VULN|2DMG|1AART|1CDMG|1MSE	1MSE|2CDMG|3BELT|4aDMG|57VULN|6RCR|8MBVNT|9AART
289	53342 26211	   	153.37	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7AART|9LHND|aCGEN
290	61632 13372	   	153.37	DCR|3DMG|1VULN|1CDMG|1DUR	1RPLT|2DUR|3LWND|4MBVNT|57aDMG|6CDMG|8RCR|9VULN
291	53342 26212	   	153.27	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7AART|9LHND|aTLV
292	53342 26213	   	153.27	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7AART|9LHND|aERES
293	53342 26221	   	153.27	ACR|2VULN|3ZMB|1AART	1AIRHEA|2BELT|368ZMB|4RCR|56VULN|6BPWR|7AART|9DUST|aCGEN
294	13236 51235	   	153.26	DCR|2VULN|2DMG|1CDMG	1BEXP|2CDMG|3BELT|48DMG|5aVULN|6RCR|7RPLT|9LHND
295	33236 51235	   	153.26	DCR|2VULN|2DMG|1CDMG	1FEWX|2CDMG|3BELT|48DMG|5aVULN|6RCR|7RPLT|9LHND
296	11311 61221	   	153.22	DCR|3VULN|1DMG|1CDMG|1DUR|1SELL	1BEXP|2RPLT|347VULN|5DUR|6SELL|8RCR|9CDMG|aDMG
297	31311 61221	   	153.22	DCR|3VULN|1DMG|1CDMG|1DUR|1SELL	1FEWX|2RPLT|347VULN|5DUR|6SELL|8RCR|9CDMG|aDMG
298	61316 61221	   	153.22	DCR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RPLT|2DUR|347VULN|5FEWX|6SELL|8RCR|9CDMG|aDMG
299	63311 61221	   	153.22	DCR|3VULN|1DMG|1CDMG|1DUR|1SELL	1RPLT|2FEWX|347VULN|5DUR|6SELL|8RCR|9CDMG|aDMG
300	62126 12333	   	153.22	DCR|3DMG|1VULN|1ZMB|1DUR	1RPLT|2CGEN|359DMG|4LIT|6ZMB|7RCR|8DUR|aVULN
301	13235 32332	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5ASPD|67VULN|8aLHND|9RCR|aBPWR
302	13235 35632	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5ASPD|68VULN|7aLHND|9RCR|aBPWR
303	13236 32332	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|57VULN|6ASPD|8aLHND|9RCR|aBPWR
304	13236 35632	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|58VULN|6ASPD|7aLHND|9RCR|aBPWR
305	33235 32332	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5ASPD|67VULN|8aLHND|9RCR|aBPWR
306	33235 35632	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5ASPD|68VULN|7aLHND|9RCR|aBPWR
307	33236 32332	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|57VULN|6ASPD|8aLHND|9RCR|aBPWR
308	33236 35632	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|58VULN|6ASPD|7aLHND|9RCR|aBPWR
309	13221 24132	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aVULN|5ASPD|68LHND|7aDMG|9RCR|aBPWR
310	13221 24532	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aVULN|5ASPD|6LHND|7aDMG|8RCVC|9RCR|aBPWR
311	13235 42132	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5ASPD|68LHND|7aVULN|9RCR|aBPWR
312	13235 42532	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5ASPD|6LHND|7aVULN|8RCVC|9RCR|aBPWR
313	13235 46132	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aBEXP|2CDMG|3BELT|4aDMG|5ASPD|6LHND|7RCVC|8aVULN|9RCR|aBPWR
314	33221 24132	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aVULN|5ASPD|68LHND|7aDMG|9RCR|aBPWR
315	33221 24532	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aVULN|5ASPD|6LHND|7aDMG|8RCVC|9RCR|aBPWR
316	33235 42132	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5ASPD|68LHND|7aVULN|9RCR|aBPWR
317	33235 42532	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5ASPD|6LHND|7aVULN|8RCVC|9RCR|aBPWR
318	33235 43132	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	17aFEWX|2CDMG|3BELT|4aDMG|5ASPD|6LHND|8aVULN|9RCR|aBPWR
319	33235 46132	   	153.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1aFEWX|2CDMG|3BELT|4aDMG|5ASPD|6LHND|7RCVC|8aVULN|9RCR|aBPWR
