0	Index      	 *	Score 	Summary	Detail	
1	12644 64714	 * 	188.14	ACR|4VULN|3DMG	168BEXP|2RCR|3MBVNT|49FEWX|589aVULN|789DMG|89BPWR
161	12521 36152	   	162.79	ACR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2RCR|3CGEN|4TLV|5LWND|6FLTHEA|7aDMG|8AART|9VULN
162	42231 36152	   	162.79	ACR|2DMG|1AART|1VULN|1FLTHEA	1FEWX|2RCR|3TLV|4CGEN|5LWND|6FLTHEA|7aDMG|8AART|9VULN
163	12421 36152	   	162.69	ACR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2RCR|3ERES|4TLV|5LWND|6FLTHEA|7aDMG|8AART|9VULN
164	52231 36152	   	162.69	ACR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2RCR|3TLV|4CGEN|5LWND|6FLTHEA|7aDMG|8AART|9VULN
165	43122 21532	   	162.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|29DMG|3MLV|4ASPD|5AART|6ZMB|7VULN|8RCR|aRCVC
166	46222 21532	   	162.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|2MLV|39DMG|4ASPD|5AART|6ZMB|7VULN|8RCR|aRCVC
167	13251 46322	   	162.66	DCR|3DMG|1AART|1ZMB|1DUR	19BEXP|29aDMG|3DUR|4ZMB|59LWND|6RCR|7AART|8RCVC|9BPWR
168	42212 34325	   	162.59	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3TLV|4BASICY|5DUST|69VULN|7DMG|8AART|aCDMG
169	42361 31241	   	162.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2RCR|3LHND|4DUR|5AART|6aVULN|7DMSP|8CDMG|9ZMB
170	52361 31241	   	162.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2RCR|3LHND|4DUR|5AART|6aVULN|7DMSP|8CDMG|9ZMB
171	52361 24134	   	162.37	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUST|2RCR|3LHND|4DUR|5AART|6aDMG|7CDMG|8ZMB|9MBVNT
172	26541 71211	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2MBVNT|3RMIN|4AART|5VENICY|6RCR|7LHND|8aVULN|9DMG
173	26541 73111	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2MBVNT|3RMIN|4AART|5VENICY|6RCR|7aVULN|8LHND|9DMG
174	26542 71211	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2MBVNT|3RMIN|4AART|5AIRHEL|6RCR|7LHND|8aVULN|9DMG
175	26542 73111	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2MBVNT|3RMIN|4AART|5AIRHEL|6RCR|7aVULN|8LHND|9DMG
176	12674 74424	   	162.18	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3MBVNT|46DUR|56VULN|6BPWR|7DMG|8RCVC|9LHND|aAART
177	33332 41122	 * 	162.18	ACR|2VULN|2DMG|1AART|2ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8aZMB|9DUR
178	33332 41143	 * 	162.18	ACR|2VULN|2DMG|1AART|2ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|89ZMB|aDUR
179	26541 73411	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2MBVNT|3RMIN|4AART|5VENICY|6RCR|7aVULN|8DUST|9DMG
180	26542 73411	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2MBVNT|3RMIN|4AART|5AIRHEL|6RCR|7aVULN|8DUST|9DMG
181	26733 14343	 * 	162.10	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	1CDMG|2MBVNT|36ASPD|4RCR|56ZMB|6BPWR|7LIT|8DMG|9aVULN
182	52231 36232	   	162.09	ACR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2RCR|3TLV|4CGEN|5LWND|6FLTHEA|7aDMG|8VULN|9AART
183	52521 36232	   	162.09	ACR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2RCR|3CGEN|4TLV|5LWND|6FLTHEA|7aDMG|8VULN|9AART
184	63322 31421	 * 	162.02	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5MLV|6aZMB|79FEWX|8aVULN|aBPWR
185	63322 31434	   	162.02	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5MLV|6aZMB|7FEWX|8aVULN|9RPLT|aBPWR
186	63322 31461	   	162.02	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5MLV|6aZMB|7FEWX|8aVULN|9DMSP|aBPWR
187	63322 32461	   	162.02	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5MLV|6aZMB|7BEXP|8aVULN|9DMSP|aBPWR
188	63322 34431	   	162.02	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5MLV|6aZMB|79LWND|8aVULN|aBPWR
189	63326 31421	   	162.02	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5CGEN|6aZMB|79FEWX|8aVULN|aBPWR
190	52261 36232	   	161.99	ACR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2RCR|3TLV|4ERES|5LWND|6FLTHEA|7aDMG|8VULN|9AART
191	52421 36232	   	161.99	ACR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2RCR|3ERES|4TLV|5LWND|6FLTHEA|7aDMG|8VULN|9AART
192	63321 31421	   	161.92	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5ERES|6aZMB|79FEWX|8aVULN|aBPWR
193	63321 31434	   	161.92	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5ERES|6aZMB|7FEWX|8aVULN|9RPLT|aBPWR
194	63321 31461	   	161.92	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5ERES|6aZMB|7FEWX|8aVULN|9DMSP|aBPWR
195	63321 32461	   	161.92	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5ERES|6aZMB|7BEXP|8aVULN|9DMSP|aBPWR
196	63321 34431	   	161.92	ACR|2VULN|2DMG|2ZMB|1ASPD	1LIT|2aDMG|3RCR|4ASPD|5ERES|6aZMB|79LWND|8aVULN|aBPWR
197	22346 31314	   	161.91	DCR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|23CGEN|4aVULN|5RPLT|6LSRICY|7DUR|8RCR|9aDMG|aBPWR
198	62236 15221	 * 	161.72	3VULN|3DMG|2AART|1CDMG	19aLIT|2CDMG|3NUKE|47AART|59aVULN|69aDMG|8RCVC|9aBPWR
199	13322 22851	   	161.71	DCR|2AART|2DMG|1VULN|1DUR	1BEXP|27DMG|3RPLT|4DUR|59AART|6MBVNT|8RCR|aVULN
200	12674 13451	   	161.62	ACR|2VULN|2AART|1CDMG|1DUR	1BEXP|2RCR|3MBVNT|4DUR|5aVULN|6ERES|79AART|8CDMG
201	53322 22851	   	161.61	DCR|2AART|2DMG|1VULN|1DUR	1DUST|27DMG|3RPLT|4DUR|59AART|6MBVNT|8RCR|aVULN
202	12231 36226	   	161.59	ACR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2RCR|3TLV|4CGEN|5LWND|6FLTHEA|79DMG|8VULN|aAART
203	12261 36226	   	161.59	ACR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2RCR|3TLV|4MLV|5LWND|6FLTHEA|79DMG|8VULN|aAART
204	12521 36226	   	161.59	ACR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2RCR|3CGEN|4TLV|5LWND|6FLTHEA|79DMG|8VULN|aAART
205	12644 74247	 * 	161.59	ACR|2VULN|1AART|1DMG|2ASPD	1BEXP|2RCR|3MBVNT|46FEWX|56VULN|6BPWR|7DMG|89ASPD|aAART
206	42231 36226	   	161.59	ACR|2DMG|1AART|1VULN|1FLTHEA	1FEWX|2RCR|3TLV|4CGEN|5LWND|6FLTHEA|79DMG|8VULN|aAART
207	12644 74283	   	161.54	ACR|4VULN|1DMG|1ASPD	1BEXP|2RCR|3MBVNT|46FEWX|569aVULN|6BPWR|7DMG|8ASPD
208	12421 36226	   	161.49	ACR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2RCR|3ERES|4TLV|5LWND|6FLTHEA|79DMG|8VULN|aAART
209	33332 14333	 * 	161.45	ACR|2AART|2VULN|1DMG|1CDMG|1FLTHEA|1MSE	1MSE|2DMG|3RPLT|4RCR|57AART|6FLTHEA|8CDMG|9aVULN
210	33332 14634	 * 	161.45	ACR|2AART|2DMG|1VULN|1CDMG|1FLTHEA|1MSE	1MSE|28DMG|3RPLT|4RCR|57AART|6FLTHEA|9CDMG|aVULN
211	26548 44133	 * 	161.41	DCR|2AART|2VULN|3CDMG	157CDMG|2MBVNT|3RMIN|4aAART|57BPWR|67VULN|8RCR|9RPLT
212	43122 21535	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|29DMG|3MLV|4ASPD|5AART|6ZMB|7VULN|8RCR|aCGEN
213	13322 24845	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|29DMG|3RPLT|4DUR|5AART|6MBVNT|7VULN|8RCR|aZMB
214	43122 21533	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|29DMG|3MLV|4ASPD|5AART|6ZMB|7VULN|8RCR|aMBVNT
215	43122 21536	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|29DMG|3MLV|4ASPD|5AART|6ZMB|7VULN|8RCR|aDLOT
216	46222 21533	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1FEWX|2MLV|39DMG|4ASPD|5AART|6ZMB|7VULN|8RCR|aMBVNT
217	24251 36231	 * 	161.20	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	18CDMG|2RPLT|3DUR|4RCR|5TLV|6VULN|7AART|9DMG|aASPD
218	26733 14123	 * 	161.18	ACR|3ZMB|1AART|1VULN|2ASPD|1CDMG	1CDMG|2MBVNT|36ASPD|4RCR|568ZMB|6BPWR|7LIT|9VULN|aAART
219	12253 51251	   	161.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3TLV|4ZMB|5BASHEA|6CDMG|7AART|8aVULN|9DUR
220	53122 21563	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2DMG|3MLV|4ASPD|5AART|6ZMB|7aVULN|8RCR|9AIRHEA
221	13211 46241	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3DUR|4MLV|5LWND|6RCR|7AART|8CDMG|9ZMB|aVULN
222	13211 46252	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3DUR|4MLV|5LWND|6RCR|7AART|8CDMG|9VULN|aZMB
223	21125 31532	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LWND|3MLV|45DMG|6AART|7LHND|8VULN|9RCR|aDUR
224	21125 34531	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2aLWND|3MLV|45DMG|6AART|7DUR|8VULN|9RCR
225	21125 36233	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2LWND|3MLV|45DMG|6AART|7VULN|8FEWX|9RCR|aASPD
226	21125 36432	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LWND|3MLV|45DMG|6AART|7VULN|8LHND|9RCR|aDUR
227	21125 36631	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2aLWND|3MLV|45DMG|6AART|7VULN|8DUR|9RCR
228	21325 31532	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LWND|3RMIN|45DMG|6AART|7LHND|8VULN|9RCR|aDUR
229	21325 34531	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2aLWND|3RMIN|45DMG|6AART|7DUR|8VULN|9RCR
230	42361 23322	   	160.97	ACR|3DMG|1AART|2DUR	19FEWX|2RCR|3LHND|49DUR|5AART|69aDMG|7RMIN|8RCVC|9BPWR
231	26548 44112	   	160.97	DCR|2VULN|1AART|3CDMG|1ZMB	157CDMG|2MBVNT|3RMIN|4AART|57BPWR|67VULN|8RCR|9LHND|aZMB
232	13231 46241	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3DUR|4LHND|5TLV|6RCR|7AART|8CDMG|9ZMB|aVULN
233	13231 46252	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3DUR|4LHND|5TLV|6RCR|7AART|8CDMG|9VULN|aZMB
234	13233 46241	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3DUR|4LHND|5ERES|6RCR|7AART|8CDMG|9ZMB|aVULN
235	13233 46262	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3DUR|4LHND|5ERES|6RCR|7AART|8CDMG|9VULN|aZMB
236	21125 36333	   	160.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2LWND|3MLV|45DMG|6AART|7VULN|8DUST|9RCR|aASPD
237	26733 14361	 * 	160.90	ACR|2DMG|3CDMG|3ASPD|2ZMB	19aCDMG|2MBVNT|36aASPD|4RCR|56ZMB|6aBPWR|7LIT|8aDMG
238	12674 74311	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3MBVNT|46DUR|56VULN|6BPWR|7DMG|8RPLT|9AART|aLHND
239	12674 74312	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3MBVNT|46DUR|56VULN|6BPWR|7DMG|8RPLT|9AART|aLIT
240	12674 74313	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3MBVNT|46DUR|56VULN|6BPWR|7DMG|8RPLT|9AART|aLWND
241	12674 74314	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3MBVNT|46DUR|56VULN|6BPWR|7DMG|8RPLT|9AART|aMLV
242	26733 18421	 * 	160.80	ACR|2AART|1VULN|2ZMB|2ASPD|1CDMG	1CDMG|2MBVNT|36ASPD|4RCR|56ZMB|6BPWR|79AART|8LEGI|aVULN
243	26733 18423	 * 	160.80	ACR|2AART|1DMG|2ZMB|2ASPD|1CDMG	1CDMG|2MBVNT|36ASPD|4RCR|56ZMB|6BPWR|79AART|8LEGI|aDMG
244	42361 32263	   	160.68	ACR|2VULN|1AART|3DUR|1CDMG	1FEWX|2RCR|3LHND|47aDUR|5AART|69VULN|8CDMG
245	42361 32221	   	160.68	ACR|2VULN|1AART|3DUR|1CDMG	1FEWX|2RCR|3LHND|479DUR|5AART|6aVULN|8CDMG
246	52361 32263	   	160.58	ACR|2VULN|1AART|3DUR|1CDMG	1DUST|2RCR|3LHND|47aDUR|5AART|69VULN|8CDMG
247	52361 36323	   	160.58	ACR|2VULN|1AART|3DUR|1CDMG	1DUST|2RCR|3LHND|49aDUR|5AART|68VULN|7CDMG
248	52361 32221	   	160.58	ACR|2VULN|1AART|3DUR|1CDMG	1DUST|2RCR|3LHND|479DUR|5AART|6aVULN|8CDMG
249	42413 63131	   	160.49	ACR|2VULN|2AART|1DMG	1FEWX|2RCR|3ERES|4BASICY|5RPLT|6aVULN|7DMG|89AART
250	42433 63131	   	160.49	ACR|2VULN|2AART|1DMG	1FEWX|2RCR|3ERES|4LSRREG|5RPLT|6aVULN|7DMG|89AART
251	52413 63131	   	160.39	ACR|2VULN|2AART|1DMG	1DUST|2RCR|3ERES|4BASICY|5RPLT|6aVULN|7DMG|89AART
252	52415 23131	   	160.39	ACR|2VULN|2AART|1DMG	1DUST|2RCR|3ERES|4BASICY|5aVULN|6RPLT|7DMG|89AART
253	52433 63131	   	160.39	ACR|2VULN|2AART|1DMG	1DUST|2RCR|3ERES|4LSRREG|5RPLT|6aVULN|7DMG|89AART
254	52435 23131	   	160.39	ACR|2VULN|2AART|1DMG	1DUST|2RCR|3ERES|4LSRREG|5aVULN|6RPLT|7DMG|89AART
255	12552 21226	   	160.37	ACR|2VULN|2DMG|1ZMB|1ASPD	1BEXP|2RCR|35CGEN|4ZMB|6aDMG|79VULN|8ASPD
256	12552 21336	   	160.37	ACR|2VULN|2DMG|1ZMB|1ASPD	1BEXP|2RCR|35CGEN|4ZMB|6aDMG|78VULN|9ASPD
257	12674 72224	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	17BEXP|2RCR|3MBVNT|46DUR|56VULN|6BPWR|8DMG|9LHND|aAART
258	26733 36424	   	160.25	ACR|3DMG|2CDMG|2ASPD|1ZMB	1aCDMG|2MBVNT|3aASPD|4RCR|5ZMB|68CGEN|79aDMG|aBPWR
259	12552 21531	   	160.25	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|35CGEN|4ZMB|6DMG|7aVULN|8AART|9RPLT
260	24251 36331	   	160.18	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CDMG|2RPLT|38DUR|4RCR|5TLV|6VULN|7AART|9DMG|aASPD
261	22521 31513	 * 	160.18	DCR|2DMG|1AART|2CDMG|3DUR	1aCDMG|2aCGEN|356DUR|4aDMG|7RCR|8AART|9BELT|aBPWR
262	12221 21226	   	160.17	ACR|2VULN|2DMG|1ZMB|1ASPD	1BEXP|2RCR|34TLV|5ZMB|6aDMG|79VULN|8ASPD
263	12221 21336	   	160.17	ACR|2VULN|2DMG|1ZMB|1ASPD	1BEXP|2RCR|34TLV|5ZMB|6aDMG|78VULN|9ASPD
264	12221 21346	   	160.17	ACR|2VULN|2DMG|1ZMB|1DUR	1BEXP|2RCR|34TLV|5ZMB|6aDMG|78VULN|9DUR
265	42221 21226	   	160.17	ACR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|2RCR|34TLV|5ZMB|6aDMG|79VULN|8ASPD
266	42221 21336	   	160.17	ACR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|2RCR|34TLV|5ZMB|6aDMG|78VULN|9ASPD
267	42221 21346	   	160.17	ACR|2VULN|2DMG|1ZMB|1DUR	1FEWX|2RCR|34TLV|5ZMB|6aDMG|78VULN|9DUR
268	52644 47311	   	160.17	ACR|2VULN|2DMG|1ZMB|1DUR	1DUST|2RCR|3MBVNT|4FEWX|5DUR|68DMG|7ZMB|9aVULN
269	52641 73131	   	160.17	ACR|2VULN|2AART|1ZMB|1ASPD	1DUST|2RCR|3MBVNT|4FEWX|56AART|79VULN|8ZMB|aASPD
270	12681 22284	 * 	160.09	ACR|3DMG|1AART|1CDMG	1BEXP|2RCR|3MBVNT|4LHND|5AART|69aDMG|7ERES|8CDMG
271	12681 33471	 * 	160.09	ACR|3VULN|1AART|1CDMG	1BEXP|2RCR|3MBVNT|4LHND|5AART|69aVULN|7ERES|8CDMG
272	12221 21531	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|34TLV|5ZMB|6DMG|7aVULN|8AART|9RPLT
273	42221 21531	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2RCR|34TLV|5ZMB|6DMG|7aVULN|8AART|9RPLT
274	26735 43312	   	160.02	ACR|2DMG|3CDMG|1VULN|1ASPD|1DUR	158CDMG|2MBVNT|3ASPD|4RCR|68CGEN|78DMG|8BPWR|9VULN|aDUR
275	23521 31513	   	159.98	DCR|2DMG|1AART|2CDMG|3DUR	1aCDMG|2aERES|356DUR|4aDMG|7RCR|8AART|9BELT|aBPWR
276	26126 11244	   	159.97	DCR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2MBVNT|3MLV|45aDMG|6ZMB|7AART|8LWND|9RCR
277	26126 11644	   	159.87	DCR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2MBVNT|3MLV|45aDMG|6ZMB|7AART|8DUST|9RCR
278	26735 33312	   	159.82	ACR|2DMG|3CDMG|1VULN|1DUR|1ASPD	158CDMG|2MBVNT|3ASPD|4RCR|68ERES|78DMG|8BPWR|9VULN|aDUR
279	63223 25335	   	159.80	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1LIT|2DMG|3DUR|47ASPD|5RCR|6AART|8LWND|9VULN|aCDMG
280	63322 12462	   	159.79	ACR|2VULN|1AART|1DMG|2ASPD	1LIT|2DMG|3RCR|4aASPD|5MLV|68VULN|7CGEN|9AART
281	22433 36161	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|24CGEN|3ZMB|5AART|6DUR|7RCR|8ERES|9DMG|aVULN
282	13322 45324	   	159.70	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|28DMG|3RPLT|4DUR|5AART|6VULN|7RCR|9LIT|aASPD
283	26735 43343	 * 	159.69	ACR|2DMG|3CDMG|1VULN|2ASPD	158CDMG|2MBVNT|39ASPD|4RCR|68CGEN|78DMG|8BPWR|aVULN
284	63321 12462	   	159.69	ACR|2VULN|1AART|1DMG|2ASPD	1LIT|2DMG|3RCR|4aASPD|5ERES|68VULN|7CGEN|9AART
285	12674 74221	   	159.67	ACR|3VULN|1DMG|2DUR|1ASPD	1BEXP|2RCR|3MBVNT|46DUR|56aVULN|6BPWR|7DMG|8ASPD|9LHND
286	12674 74343	   	159.67	ACR|3VULN|1DMG|2DUR|1ASPD	1BEXP|2RCR|3MBVNT|46DUR|56aVULN|6BPWR|7DMG|8RPLT|9ASPD
287	52641 73243	   	159.66	ACR|2AART|1VULN|1DMG|1CDMG	1DUST|2RCR|3MBVNT|4FEWX|56AART|7VULN|8CDMG|9DMG|aRCVC
288	63312 12613	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	149LIT|2DMG|3RCR|5ZMB|6CDMG|7DUR|8VULN|aAART
289	63323 13232	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2DMG|3RCR|4ASPD|5RMIN|6VULN|7LHND|8CDMG|9ZMB|aAART
290	12644 74315	   	159.65	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3MBVNT|46FEWX|56VULN|6BPWR|7DMG|8RPLT|9AART|aZMB
291	33332 41124	   	159.63	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|2MSE	17MSE|27DMG|3RPLT|4RCR|5AART|67VULN|7BPWR|8ZMB|9DUR|aRCVC
292	62511 21211	   	159.63	ACR|4VULN|2CDMG|2DUR	1LIT|24CDMG|34DUR|4BPWR|5RCR|6789VULN|aRPLT
293	62511 21212	   	159.63	ACR|4VULN|2CDMG|2DUR	1aLIT|24CDMG|34DUR|4BPWR|5RCR|6789VULN
294	12644 74723	   	159.59	ACR|3VULN|2DMG	18BEXP|2RCR|3MBVNT|46FEWX|568VULN|68BPWR|78DMG|9LHND|aRCVC
295	12674 74231	   	159.57	ACR|3VULN|1DMG|2DUR|1ASPD	1BEXP|2RCR|3MBVNT|46DUR|56aVULN|6BPWR|7DMG|8ASPD|9DUST
296	12674 44283	   	159.57	ACR|3VULN|1DMG|2DUR|1ASPD	1BEXP|2RCR|3MBVNT|46DUR|59aVULN|7DMG|8ASPD
297	62511 21213	   	159.53	ACR|4VULN|2CDMG|2DUR	1LIT|24CDMG|34DUR|4BPWR|5RCR|6789VULN|aERES
298	62511 21214	   	159.53	ACR|4VULN|2CDMG|2DUR	1LIT|24CDMG|34DUR|4BPWR|5RCR|6789VULN|aNUKE
299	12221 53432	   	159.45	ACR|2DMG|1AART|1VULN|1ZMB	1BEXP|2RCR|34TLV|5ZMB|6BELT|78DMG|9AART|aVULN
300	12253 53333	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1BEXP|2RCR|3aTLV|4ZMB|5BASHEA|6aCDMG|7CGEN|8aVULN|9AART|aBPWR
301	42221 53432	   	159.45	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2RCR|34TLV|5ZMB|6BELT|78DMG|9AART|aVULN
302	42253 53333	   	159.45	ACR|2VULN|1AART|2CDMG|1ZMB	1FEWX|2RCR|3aTLV|4ZMB|5BASHEA|6aCDMG|7CGEN|8aVULN|9AART|aBPWR
303	12674 47221	   	159.38	ACR|2VULN|1AART|3DUR|1CDMG	1BEXP|2RCR|3MBVNT|469DUR|5aVULN|7AART|8CDMG
304	52221 53432	   	159.35	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|2RCR|34TLV|5ZMB|6BELT|78DMG|9AART|aVULN
305	26268 21241	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2MBVNT|3LWND|4FEWX|5AART|6aVULN|7RCVC|8RCR|9DMG
306	26268 21244	   	159.18	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2MBVNT|3LWND|4FEWX|5AART|6VULN|7RCVC|8RCR|9aDMG
307	62236 36232	   	159.09	DCR|2VULN|1AART|1DMG|2CDMG	1LIT|28CDMG|3NUKE|4AART|56VULN|7BELT|9DMG|aRCR
308	26238 21241	   	159.08	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2MBVNT|3LWND|4DUST|5AART|6aVULN|7RCVC|8RCR|9DMG
309	26238 21244	   	159.08	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2MBVNT|3LWND|4DUST|5AART|6VULN|7RCVC|8RCR|9aDMG
310	22343 61334	   	159.07	DCR|3VULN|2DMG|1CDMG|1SELL	1CDMG|23CGEN|469VULN|5SELL|78DMG|aRCR
311	42361 12522	   	159.07	ACR|3DMG|1AART|2DUR	19FEWX|2RCR|36LHND|49DUR|5AART|79aDMG|8RMIN|9BPWR
312	63223 23636	   	159.03	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	17LIT|2aDMG|3DUR|4ASPD|5RCR|6AART|8RCVC|9VULN
313	42361 23324	   	158.97	ACR|2DMG|1AART|1CDMG|2DUR	19FEWX|2RCR|3LHND|49DUR|5AART|69DMG|7RMIN|8RCVC|9BPWR|aCDMG
314	12674 13464	   	158.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3MBVNT|4DUR|5VULN|6ERES|7AART|89CDMG|aDMG
315	12552 22351	 * 	158.89	ACR|2DMG|1AART|2ZMB|1CDMG	18BEXP|2RCR|35CGEN|48ZMB|68DMG|7RCVC|8BPWR|9CDMG|aAART
316	42361 31531	   	158.78	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1FEWX|2RCR|3LHND|4DUR|58AART|6VULN|7DMSP|9DMG|aASPD
317	12221 22351	   	158.69	ACR|2DMG|1AART|2ZMB|1CDMG	18BEXP|2RCR|34TLV|58ZMB|68DMG|7RCVC|8BPWR|9CDMG|aAART
318	42221 22351	   	158.69	ACR|2DMG|1AART|2ZMB|1CDMG	18FEWX|2RCR|34TLV|58ZMB|68DMG|7RCVC|8BPWR|9CDMG|aAART
319	63322 11462	   	158.68	ACR|3VULN|1DMG|1CDMG|1ASPD	17LIT|2DMG|3RCR|4ASPD|5MLV|689VULN|aCDMG
