0	Index      	 *	Score 	Summary	Detail	
1	11315 52363	 * 	192.19	DCR|3DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9VULN
166	51131 32316	   	173.33	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|2aDMG|3TLV|4RCVC|5VULN|68AART|7RCR|9CDMG
167	32467 14431	 * 	173.18	ACR|2VULN|2DMG|1AART|1CDMG	1MGNLIT|2MBVNT|39DMG|4RPLT|5RCR|6CDMG|7aVULN|8AART
168	24112 52316	   	172.72	DCR|2AART|2DMG|1VULN|1CDMG	1DMSP|28AART|3BEXP|4aDMG|5CGEN|6VULN|7RCR|9CDMG
169	24222 52316	   	172.72	DCR|2AART|2DMG|1VULN|1CDMG	1DMSP|28AART|3aDMG|4BEXP|5CGEN|6VULN|7RCR|9CDMG
170	24232 52316	   	172.72	DCR|2AART|2DMG|1VULN|1CDMG	1DMSP|28AART|3aDMG|4FEWX|5CGEN|6VULN|7RCR|9CDMG
171	24113 52316	   	172.62	DCR|2AART|2DMG|1VULN|1CDMG	1DMSP|28AART|3BEXP|4aDMG|5ERES|6VULN|7RCR|9CDMG
172	24223 52316	   	172.62	DCR|2AART|2DMG|1VULN|1CDMG	1DMSP|28AART|3aDMG|4BEXP|5ERES|6VULN|7RCR|9CDMG
173	24233 52316	   	172.62	DCR|2AART|2DMG|1VULN|1CDMG	1DMSP|28AART|3aDMG|4FEWX|5ERES|6VULN|7RCR|9CDMG
174	32655 24212	   	172.58	DCR|3VULN|1AART|1DMG|1ZMB	18MGNLIT|2MBVNT|38LIT|4DMG|5ZMB|6RCR|78aVULN|8BPWR|9AART
175	11571 62343	 * 	172.56	DCR|3DMG|1AART|2ASPD|1CDMG|1DUR	1FEWX|256DMG|3MBVNT|45ASPD|5BPWR|7RCR|8DUR|9CDMG|aAART
176	11335 52232	   	172.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2DMG|35AART|4MLV|6VULN|7RCR|8ZMB|9CDMG|aASPD
177	24111 43323	   	172.33	DCR|3DMG|2AART|1VULN	1DMSP|29AART|3BEXP|46aDMG|5LHND|7VULN|8RCR
178	24221 43323	   	172.33	DCR|3DMG|2AART|1VULN	1DMSP|29AART|36aDMG|4BEXP|5LHND|7VULN|8RCR
179	24112 52233	   	172.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2AART|3BEXP|4aDMG|5CGEN|6VULN|7RCR|8ZMB|9CDMG
180	24222 52233	   	172.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2AART|3aDMG|4BEXP|5CGEN|6VULN|7RCR|8ZMB|9CDMG
181	24232 52233	   	172.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2AART|3aDMG|4FEWX|5CGEN|6VULN|7RCR|8ZMB|9CDMG
182	24256 32233	   	172.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2AART|3aDMG|4MLV|5VULN|6LHND|7RCR|8ZMB|9CDMG
183	24113 52233	   	172.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2AART|3BEXP|4aDMG|5ERES|6VULN|7RCR|8ZMB|9CDMG
184	24223 52233	   	172.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2AART|3aDMG|4BEXP|5ERES|6VULN|7RCR|8ZMB|9CDMG
185	24233 52233	   	172.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2AART|3aDMG|4FEWX|5ERES|6VULN|7RCR|8ZMB|9CDMG
186	11311 12254	   	172.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|25DMG|3AART|4CDMG|6BEXP|7DUR|8RCR|9VULN|aASPD
187	11312 32254	   	172.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|26DMG|3AART|4CDMG|5LHND|7DUR|8RCR|9VULN|aASPD
188	11334 52316	   	172.12	DCR|2AART|2DMG|1VULN|1CDMG	15FEWX|2aDMG|38AART|4MLV|6VULN|7RCR|9CDMG
189	11335 52533	   	172.12	DCR|2AART|2DMG|1VULN|1CDMG	1FEWX|2aDMG|35AART|4MLV|6VULN|7RCR|8CGEN|9CDMG
190	11353 32414	   	172.12	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9CDMG|aLIT
191	11353 32422	   	172.12	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9LIT|aCDMG
192	11353 32523	   	172.12	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|39AART|46VULN|5RMIN|7RCR|8CGEN|aCDMG
193	11353 32534	   	172.12	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|3aAART|46VULN|5RMIN|7RCR|8CGEN|9CDMG
194	11315 52124	   	172.12	DCR|3DMG|1AART|2CDMG|1ASPD	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9ASPD
195	11311 45252	   	172.05	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|25DMG|3AART|4CDMG|6DUR|7DUST|8RCR|9VULN|aASPD
196	51161 32133	   	172.03	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|89CDMG|aASPD
197	51161 32135	   	172.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|89CDMG|aDUR
198	11335 52113	   	172.02	DCR|2AART|2DMG|1VULN|1CDMG	1FEWX|2aDMG|35AART|4MLV|6VULN|7RCR|8CDMG|9ERES
199	11353 32114	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|3aAART|46VULN|5RMIN|7RCR|8CDMG|9ERES
200	11353 32121	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|3aAART|46VULN|5RMIN|7RCR|8CDMG|9SNIHEL
201	11353 32411	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5RMIN|7RCR|9CDMG|aMBVNT
202	11354 32411	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5NUKE|7RCR|9CDMG|aRPLT
203	11354 32412	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5NUKE|7RCR|9CDMG|aCGEN
204	11354 32422	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5NUKE|7RCR|9LIT|aCDMG
205	11354 32523	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|39AART|46VULN|5NUKE|7RCR|8CGEN|aCDMG
206	11356 32314	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9CDMG|aLIT
207	11356 32322	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9LIT|aCDMG
208	11312 43254	   	171.93	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|3aAART|4CDMG|5LHND|69VULN|7RCVC|8RCR
209	11354 32114	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|3aAART|46VULN|5NUKE|7RCR|8CDMG|9ERES
210	11354 32121	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|3aAART|46VULN|5NUKE|7RCR|8CDMG|9SNIHEL
211	11354 32413	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5NUKE|7RCR|9CDMG|aMBVNT
212	11356 32114	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|3aAART|46VULN|5TLV|7RCR|8CDMG|9ERES
213	11356 32311	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1FEWX|2DMG|38AART|46VULN|5TLV|7RCR|9CDMG|aMBVNT
214	51161 32221	   	171.78	DCR|3DMG|1AART|1VULN|1ZMB	1LHND|24aDMG|3TLV|5VULN|6AART|7RCR|8ZMB|9LIT
215	11333 32332	   	171.75	DCR|2VULN|2DMG|1AART|1DUR	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9DUR|aBEXP
216	11333 32336	   	171.75	DCR|2VULN|2DMG|1AART|1DUR	18FEWX|28DMG|3AART|4MLV|5aLWND|68VULN|7RCR|8BPWR|9DUR
217	51161 32213	   	171.68	DCR|3DMG|1AART|1VULN|1ZMB	1LHND|24aDMG|39TLV|5VULN|6AART|7RCR|8ZMB
218	11334 52233	   	171.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15FEWX|2aDMG|3AART|4MLV|6VULN|7RCR|8ZMB|9CDMG
219	11353 32223	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8ZMB|9DMSP|aCDMG
220	11353 32353	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|8DMSP|9ZMB|aCDMG
221	11353 32653	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18FEWX|2DMG|3AART|46VULN|5RMIN|7RCR|9ZMB|aCDMG
222	11333 32333	   	171.65	DCR|2VULN|2DMG|1AART|1DUR	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9DUR|aDUST
223	11333 32335	   	171.65	DCR|2VULN|2DMG|1AART|1DUR	18FEWX|28DMG|3AART|4MLV|5LWND|68VULN|7RCR|8BPWR|9DUR|aERES
224	11315 12253	   	171.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9VULN|aLHND
225	11311 52311	   	171.59	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|69RCVC|7RCR|8DUR|aVULN
226	11354 32223	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8ZMB|9DMSP|aCDMG
227	11354 32353	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8DMSP|9ZMB|aCDMG
228	11355 22334	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	18FEWX|28DMG|3AART|4aVULN|5LWND|68ERES|7RCR|8BPWR|9DUR
229	21311 32354	 * 	171.53	DCR|2VULN|2AART|1DMG|2ZMB	1DMSP|29ZMB|3LHND|4DMG|58VULN|6aAART|7RCR
230	11315 12251	   	171.53	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9VULN|aDUST
231	11315 12256	   	171.53	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9VULN|aTLV
232	11315 15252	   	171.53	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUST|8RCR|9VULN|aASPD
233	11354 32136	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3AART|46VULN|5NUKE|7RCR|8CDMG|9MBVNT|aZMB
234	11356 32213	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3AART|46VULN|59TLV|7RCR|8ZMB|aCDMG
235	41316 12521	 * 	171.47	ACR|3VULN|2DMG|2ASPD|1DUR	1LWND|29DMG|3DUR|4CGEN|5RCR|69aVULN|7ERES|89ASPD|9BPWR
236	51316 12521	   	171.47	ACR|3VULN|2DMG|2ASPD|1DUR	1LHND|29DMG|3DUR|4CGEN|5RCR|69aVULN|7ERES|89ASPD|9BPWR
237	11311 15533	   	171.43	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|25aDMG|3AART|4CDMG|6BEXP|7DUST|8VULN|9RCR
238	11311 65234	   	171.43	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|25aDMG|3AART|4CDMG|6ERES|7VULN|8LHND|9RCR
239	11311 65334	   	171.43	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|25aDMG|3AART|4CDMG|6ERES|7VULN|8BEXP|9RCR
240	32467 14461	 * 	171.25	ACR|3VULN|1AART|1DMG|1CDMG	1MGNLIT|2MBVNT|3DMG|4RPLT|5RCR|6CDMG|79aVULN|8AART
241	11642 31362	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|39VULN|45LIT|6RCR|7ZMB|8AART|aCDMG
242	41154 32332	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	18LWND|28DMG|3TLV|4AART|5FEWX|68VULN|7RCR|8BPWR|9DUR|aBEXP
243	51154 32332	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	18LHND|28DMG|3TLV|4AART|5FEWX|68VULN|7RCR|8BPWR|9DUR|aBEXP
244	32413 74175	 * 	170.96	DCR|3VULN|2DMG|1CDMG|1ASPD	1aMGNLIT|2MBVNT|3aDMG|4CDMG|5ASPD|68aVULN|7RCVC|9RCR|aBPWR
245	41154 32333	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	18LWND|28DMG|3TLV|4AART|5FEWX|68VULN|7RCR|8BPWR|9DUR|aDUST
246	51154 32333	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	18LHND|28DMG|3TLV|4AART|5FEWX|68VULN|7RCR|8BPWR|9DUR|aDUST
247	11641 31226	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	1FEWX|2aDMG|37VULN|4LIT|5RPLT|6RCR|8AART|9ASPD
248	24411 34162	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMSP|2AART|3RCR|4MBVNT|5FEWX|67VULN|8CDMG|9ASPD|aDMG
249	24418 14442	 * 	170.93	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1DMSP|2AART|3RCR|4MBVNT|5FLTHEA|6RPLT|7DUR|8aDMG|9VULN
250	11315 34253	 * 	170.86	DCR|3DMG|1AART|3CDMG|1ASPD	18FEWX|256DMG|3AART|45aCDMG|5BPWR|7ASPD|9RCR
251	11534 48245	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|26DMG|3MBVNT|4BEXP|5ZMB|7AART|8RCR|9aVULN
252	51131 32353	   	170.68	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|2aDMG|3TLV|4RCVC|5VULN|68AART|7RCR|9ZMB
253	21311 32154	   	170.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMSP|2ZMB|3LHND|4DMG|5VULN|6aAART|7RCR|8CDMG|9ASPD
254	21311 32413	   	170.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMSP|2ZMB|3LHND|4DMG|5VULN|68AART|7RCR|9CDMG|aASPD
255	21311 32415	   	170.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ZMB|3LHND|4DMG|5VULN|68AART|7RCR|9CDMG|aDUR
256	24414 12417	   	170.64	ACR|2VULN|2DMG|1AART	1DMSP|2AART|3RCR|4MBVNT|5aLIT|6RCVC|7MLV|8aVULN|9aDMG|aBPWR
257	24421 33263	   	170.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|3RCR|4LHND|5DUR|69VULN|7RCVC|8ZMB|aDMG
258	24411 34273	   	170.59	ACR|3VULN|1AART|1CDMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|5FEWX|679VULN|8ZMB|aCDMG
259	24413 51423	 * 	170.59	ACR|3DMG|1AART|2ASPD|1ZMB	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67aDMG|7BPWR|8ZMB|9FEWX
260	26315 52233	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2ERES|3LHND|4aDMG|5AART|6VULN|7RCR|8ZMB|9CDMG
261	26615 32233	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2ERES|3VULN|4aDMG|5AART|6LHND|7RCR|8ZMB|9CDMG
262	11641 33412	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	1FEWX|27DMG|38VULN|4LIT|5RPLT|6RCR|9AART|aASPD
263	24111 43334	   	170.32	DCR|2AART|2DMG|1VULN|1CDMG	1DMSP|2aAART|3BEXP|46DMG|5LHND|7VULN|8RCR|9CDMG
264	24221 43334	   	170.32	DCR|2AART|2DMG|1VULN|1CDMG	1DMSP|2aAART|36DMG|4BEXP|5LHND|7VULN|8RCR|9CDMG
265	51211 32316	   	170.32	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|2aDMG|3CGEN|4DMSP|5VULN|68AART|7RCR|9CDMG
266	51221 32316	   	170.32	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|2aDMG|34CGEN|5VULN|68AART|7RCR|9CDMG
267	54211 32316	   	170.32	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|23CGEN|4aDMG|5VULN|68AART|7RCR|9CDMG
268	54311 32316	   	170.32	DCR|2DMG|2AART|1VULN|1CDMG	13LHND|2CGEN|4aDMG|5VULN|68AART|7RCR|9CDMG
269	24411 34137	 * 	170.31	ACR|2VULN|1AART|1DMG|2CDMG	1DMSP|2AART|3RCR|4MBVNT|5FEWX|67VULN|89CDMG|aDMG
270	32653 28412	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1MGNLIT|2MBVNT|3LIT|47DMG|5ASPD|6RCR|8aVULN|9AART
271	41326 15112	   	170.23	ACR|3VULN|2DMG|1ZMB|1DUR	17LWND|27DMG|3DUR|4ERES|5RCR|679VULN|7BPWR|8ZMB|aRCVC
272	51326 15112	   	170.23	ACR|3VULN|2DMG|1ZMB|1DUR	17LHND|27DMG|3DUR|4ERES|5RCR|679VULN|7BPWR|8ZMB|aRCVC
273	51161 32314	   	170.22	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9CDMG|aLIT
274	51161 32322	   	170.22	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9LIT|aCDMG
275	26311 32316	   	170.22	DCR|2DMG|2AART|1VULN|1CDMG	1DMSP|2ERES|3LHND|4aDMG|5VULN|68AART|7RCR|9CDMG
276	51111 32316	   	170.22	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|2aDMG|3TLV|4DMSP|5VULN|68AART|7RCR|9CDMG
277	51161 32311	   	170.12	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9CDMG|aMBVNT
278	11311 52121	   	170.12	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8CGEN|9ASPD|aVULN
279	11311 52166	   	170.12	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8CGEN|9DUR|aVULN
280	11311 52353	   	170.12	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9LWND|aVULN
281	11311 52361	   	170.12	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9VULN|aLWND
282	11311 52364	   	170.12	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9VULN|aDMSP
283	11311 52365	   	170.12	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1aFEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9VULN
284	11311 52441	   	170.12	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8ASPD|9RMIN|aVULN
285	24256 32223	   	170.08	DCR|2AART|2DMG|1VULN|1ZMB	1DMSP|29AART|3aDMG|4MLV|5VULN|6LHND|7RCR|8ZMB
286	11315 52421	 * 	170.02	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|89ASPD|aDUR
287	11311 52336	   	170.02	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9ERES|aVULN
288	11311 52366	   	170.02	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DUR|9VULN|aVENICY
289	21311 32314	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9CDMG|aLIT
290	21311 32322	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9LIT|aCDMG
291	21311 32533	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4aDMG|5VULN|6AART|7RCR|8CGEN|9CDMG
292	51211 32233	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2aDMG|3CGEN|4DMSP|5VULN|6AART|7RCR|8ZMB|9CDMG
293	51221 32233	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2aDMG|34CGEN|5VULN|6AART|7RCR|8ZMB|9CDMG
294	52562 32233	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	12LHND|2BPWR|3VULN|4aDMG|5CGEN|6AART|7RCR|8ZMB|9CDMG
295	54211 32233	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|23CGEN|4aDMG|5VULN|6AART|7RCR|8ZMB|9CDMG
296	54311 32233	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13LHND|2CGEN|4aDMG|5VULN|6AART|7RCR|8ZMB|9CDMG
297	24235 32311	   	169.82	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2AART|36DMG|4FEWX|5CDMG|7RCR|8DUR|9RCVC|aVULN
298	11335 52234	 * 	169.81	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2DMG|35aAART|4MLV|6VULN|7RCR|8ZMB|9CDMG
299	21311 32113	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4aDMG|5VULN|6AART|7RCR|8CDMG|9ERES
300	21311 32311	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9CDMG|aMBVNT
301	26311 32233	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2ERES|3LHND|4aDMG|5VULN|6AART|7RCR|8ZMB|9CDMG
302	21321 32316	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4NUKE|58VULN|6AART|7RCR|9CDMG|aDMG
303	13323 26522	 * 	169.77	DCR|4VULN|1AART|1CDMG	1FEWX|2RPLT|3RMIN|4AART|568aVULN|7RCR|9CDMG
304	24111 43342	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	1DMSP|2AART|3BEXP|46DMG|5LHND|7aVULN|8RCR|9ASPD
305	24221 43342	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	1DMSP|2AART|36DMG|4BEXP|5LHND|7aVULN|8RCR|9ASPD
306	11355 15332	   	169.72	DCR|2AART|2VULN|1DMG|1CDMG	16FEWX|2DMG|3aAART|47VULN|5LWND|8RCR|9CDMG
307	11335 55333	   	169.72	DCR|2AART|2DMG|1VULN|1CDMG	1FEWX|2aDMG|35AART|4MLV|6VULN|7RMIN|8RCR|9CDMG
308	11332 32334	   	169.72	DCR|3VULN|1AART|1DMG|1DUR	18FEWX|2DMG|3AART|48MLV|5LEGI|68aVULN|7RCR|8BPWR|9DUR
309	11311 45632	   	169.65	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|25DMG|3AART|4CDMG|6DUR|7DUST|8VULN|9RCR|aASPD
310	32434 51333	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	1MGNLIT|2MBVNT|38DMG|4ASPD|5RPLT|6AART|7RCR|9aVULN
311	32463 51333	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	1MGNLIT|2MBVNT|38DMG|4RPLT|5ASPD|6AART|7RCR|9aVULN
312	11353 32342	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|8DMSP|9DUR
313	11353 32543	   	169.62	DCR|3VULN|1AART|1DMG|1ASPD	1FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|8CGEN|9ASPD
314	11353 32642	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	18FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|9DUR
315	11315 52131	   	169.59	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9MLV|aVULN
316	11315 52141	   	169.59	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9RMIN|aVULN
317	11315 52231	   	169.59	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8BELT|9VULN|aBEXP
318	11315 52233	   	169.59	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8BELT|9VULN|aLHND
319	11315 52234	   	169.59	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8aBELT|9VULN
320	11315 52235	   	169.59	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8BELT|9VULN|aLWND
321	24221 11616	 * 	169.52	DCR|3DMG|1AART|2ZMB|1CDMG	1DMSP|2AART|37aDMG|4BEXP|57LHND|67ZMB|7BPWR|8RCR|9CDMG
322	11354 32342	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|2DMG|3AART|46aVULN|5NUKE|7RCR|8DMSP|9DUR
323	11315 52232	   	169.49	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8BELT|9VULN|aDUST
324	11315 52236	   	169.49	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8BELT|9VULN|aVENICY
325	11315 52243	   	169.49	DCR|2DMG|1AART|1VULN|2CDMG	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8BELT|9DUST|aVULN
