0	Index      	 *	Score 	Summary	Detail	
1	56363 33331	 * 	213.29	DCR|2VULN|2ASPD|1AART|2CDMG|2DUR	18VULN|28ASPD|3AME|46CDMG|58DUR|7BELT|8BPWR|9RCR|aAART
161	21316 32226	 * 	193.33	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3DMG|48CDMG|5VULN|6BEXP|7AART|9ASPD|aRCR
162	22111 55351	   	193.06	DCR|2VULN|2DMG|1ASPD|2ZMB	16ZMB|2DMSP|38DMG|4DUST|56VULN|6BPWR|7RCR|9ASPD|aVENFST
163	22111 55352	   	193.06	DCR|2VULN|2DMG|1ASPD|2ZMB	16ZMB|2DMSP|38DMG|4DUST|56VULN|6BPWR|7RCR|9ASPD|aLIT
164	56531 33331	 * 	193.04	DCR|4VULN|1MDPS|1ASPD|1ZMB	1356VULN|2ASPD|4ZMB|7DUST|8RCR|9MDPS|aDMSP
165	56531 33332	   	193.04	DCR|4VULN|1MDPS|1ASPD|1ZMB	1356VULN|2ASPD|4ZMB|7DUST|8RCR|9MDPS|aMSLREG
166	56531 33333	 * 	193.04	DCR|4VULN|1MDPS|1ASPD|1DMG|1ZMB	1356VULN|2ASPD|4ZMB|7DUST|8RCR|9MDPS|aDMG
167	23523 15353	   	192.96	DCR|2VULN|2DMG|1ASPD|2ZMB	1aZMB|25DUST|35VULN|4DMSP|5BPWR|68DMG|7RCR|9ASPD
168	21312 35541	   	192.86	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB	1ZMB|2CGEN|38DMG|45CDMG|6VULN|7AART|9RCR|aLWND
169	21312 35542	   	192.86	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB	1ZMB|2CGEN|38DMG|45CDMG|6VULN|7AART|9RCR|aAME
170	53512 22142	 * 	192.56	DCR|2VULN|2CDMG|1ASPD|1DMG|1NUKE|1DUR	13VULN|2NUKE|45CDMG|6DUR|7ASPD|8RCR|9RCVC|aDMG
171	54112 36333	 * 	192.52	ACR|3DMG|1VULN|1AART|1ASPD|1CDMG	1VULN|2RCR|37aDMG|4BEXP|5AART|6CDMG|8ASPD|9BELT
172	56531 22132	   	192.45	DCR|3VULN|2ASPD|1ZMB|1DUR	135VULN|29ASPD|4ZMB|6LIT|7RCR|8ERES|aDUR
173	56533 11332	   	192.31	DCR|3VULN|2ASPD|1ZMB|1DUR|1SELL	13aVULN|2aASPD|4ZMB|5DUR|6aERES|7RCR|8SELL|9RPLT|aBPWR
174	56533 31332	   	192.31	DCR|3VULN|2ASPD|1ZMB|1DUR|1SELL	13aVULN|2aASPD|4ZMB|5DUR|6aTLV|7RCR|8SELL|9RPLT|aBPWR
175	21315 32143	   	192.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2CGEN|37DMG|4CDMG|5ASPD|6FEWX|8RCR|9DUR|aVULN
176	56512 22111	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2ASPD|45CDMG|6DUR|7DMG|8RCR|9LIT|aBEXP
177	56512 22112	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2ASPD|45CDMG|6DUR|7DMG|8RCR|9LIT|aMULFIG
178	56512 22113	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2ASPD|45CDMG|6DUR|7DMG|8RCR|9LIT|aAELBLL
179	56512 22123	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2ASPD|45CDMG|6DUR|7DMG|8RCR|9FEWX|aAELBLL
180	56512 22132	   	191.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2ASPD|45CDMG|6DUR|7DMG|8RCR|9CGEN|aLWND
181	25312 32642	   	191.84	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB	1ZMB|2ERES|3DMG|45CDMG|6aVULN|7ASPD|8RPLT|9RCR
182	52516 22112	   	191.83	DCR|3VULN|2ASPD|1DMG|1SELL	13aVULN|2MLV|4SELL|5aASPD|6ERES|7DMG|8RCR|9aLIT|aBPWR
183	56512 22131	   	191.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	13VULN|2ASPD|45CDMG|6DUR|7DMG|8RCR|9CGEN|aERES
184	54324 33312	 * 	191.75	ACR|4VULN|1AART|1CDMG|1ZMB|1DUR	1579VULN|2RCR|3AART|4TLV|6ZMB|8DUR|aCDMG
185	56321 15223	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	145VULN|2ASPD|3AME|6DUST|7RCR|8LIT|9DUR|aAART
186	56412 33331	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	169VULN|2ASPD|3LHND|4BEXP|5DUR|7RCR|8TLV|aAART
187	13443 34322	 * 	191.66	ACR|3VULN|2ASPD|1AART|1DMG	1RPLT|29MLV|3DMG|4RCR|569VULN|79ASPD|8AART|9BPWR|aLHND
188	56521 22223	   	191.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	135VULN|2ASPD|4AAC|6LIT|7RCR|8DUST|9DUR|aAART
189	13443 34321	   	191.56	ACR|3VULN|2ASPD|1AART|1DMG	1RPLT|29MLV|3DMG|4RCR|569VULN|79ASPD|8AART|9BPWR|aERES
190	13443 34323	   	191.56	ACR|3VULN|2ASPD|1AART|1DMG	1RPLT|29MLV|3DMG|4RCR|569VULN|79ASPD|8AART|9BPWR|aDUST
191	61332 24324	 * 	191.53	DCR|3VULN|2DMG|1CDMG	1SNIFST|2AME|3BEXP|45DMG|67aVULN|8RCR|9CDMG
192	54142 12331	 * 	191.20	ACR|3VULN|2DMG|1ASPD|1CDMG	156VULN|2RCR|38DMG|4LIT|7ASPD|9CDMG|aTLV
193	54142 12332	   	191.20	ACR|3VULN|2DMG|1ASPD|1CDMG|1MSE	156VULN|2RCR|38DMG|4LIT|7ASPD|9CDMG|aMSE
194	54142 12333	   	191.20	ACR|3VULN|2DMG|1ASPD|1CDMG	156VULN|2RCR|38DMG|4LIT|7ASPD|9CDMG|aTSLARM
195	21312 32132	 * 	191.14	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB	1ZMB|29CGEN|3aDMG|45CDMG|6VULN|7ASPD|8RCR
196	54633 33322	   	191.13	ACR|2VULN|2ASPD|1AART|1DMG|2ZMB|1SELL	19VULN|2RCR|3SELL|49ASPD|5FEWX|6DMG|79ZMB|8AART|9BPWR|aLHND
197	65132 24311	   	191.06	DCR|2VULN|2DMG|1ASPD|2DUR	1SNIFST|2aDUR|3ASPD|45DMG|67VULN|8RCR|9SPLJET
198	25312 32132	   	191.04	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB	1ZMB|2ERES|3aDMG|45CDMG|6VULN|7ASPD|8RCR|9CGEN
199	21312 32162	   	191.04	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB	1ZMB|2CGEN|3aDMG|45CDMG|6VULN|7ASPD|8RCR|9ERES
200	54633 33321	   	191.03	ACR|2VULN|2ASPD|1AART|1DMG|2ZMB|1SELL	19VULN|2RCR|3SELL|49ASPD|5FEWX|6DMG|79ZMB|8AART|9BPWR|aERES
201	54633 33323	   	191.03	ACR|2VULN|2ASPD|1AART|1DMG|2ZMB|1SELL	19VULN|2RCR|3SELL|49ASPD|5FEWX|6DMG|79ZMB|8AART|9BPWR|aDUST
202	55113 33422	   	191.03	DCR|3VULN|2DMG|2DUR	16aVULN|29DUR|3aDMG|4BEXP|5FEWX|7RCR|8aMLV|aBPWR
203	13443 33325	   	190.99	ACR|3VULN|1AART|1ASPD|1DMG|2ZMB	1RPLT|29MLV|3DMG|4RCR|569VULN|79ZMB|8AART|9BPWR|aASPD
204	65132 24332	   	190.96	DCR|2VULN|2DMG|1ASPD|2DUR|1MSE	1SNIFST|29DUR|3ASPD|45DMG|67VULN|8RCR|aMSE
205	65132 24333	   	190.96	DCR|2VULN|2DMG|1ASPD|2DUR	1SNIFST|29DUR|3ASPD|45DMG|67VULN|8RCR|aMBVNT
206	25312 32162	   	190.94	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB	1ZMB|29ERES|3aDMG|45CDMG|6VULN|7ASPD|8RCR
207	26312 32162	   	190.94	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB	1ZMB|2TLV|3aDMG|45CDMG|6VULN|7ASPD|8RCR|9ERES
208	56131 41223	 * 	190.92	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|2ZMB	1VULN|2ASPD|3MDPS|45ZMB|6DUST|7AART|8CDMG|9RCR|aDMG
209	56321 15123	   	190.88	DCR|5VULN|1ASPD	1459aVULN|2ASPD|3AME|6DUST|7RCR|8RCVC
210	22111 55313	   	190.83	DCR|3VULN|2DMG|2ZMB	16ZMB|2DMSP|38DMG|4DUST|56aVULN|6BPWR|7RCR|9AELBLL
211	22111 55321	   	190.83	DCR|3VULN|2DMG|2ZMB	16ZMB|2DMSP|38DMG|4DUST|569VULN|6BPWR|7RCR|aAME
212	22111 55322	   	190.83	DCR|3VULN|2DMG|2ZMB	16ZMB|2DMSP|38DMG|4DUST|569VULN|6BPWR|7RCR|aFEWX
213	22111 55324	   	190.83	DCR|3VULN|2DMG|2ZMB	16ZMB|2DMSP|38DMG|4DUST|569VULN|6BPWR|7RCR|aCGEN
214	22111 55326	   	190.83	DCR|3VULN|2DMG|2ZMB	16ZMB|2DMSP|38DMG|4DUST|569VULN|6BPWR|7RCR|aLHND
215	55333 33361	 * 	190.78	4VULN|2ASPD|1AART|1DMG|1NUKE|2DUR	1579VULN|29DUR|3AART|4AELBLL|6DMG|89ASPD|9BPWR|aNUKE
216	65132 26331	   	190.74	DCR|2DMG|1VULN|1ASPD|1NUKE|2DUR	1SNIFST|29DUR|3ASPD|45DMG|6VULN|7AELBLL|8RCR|aNUKE
217	22111 55325	   	190.73	DCR|3VULN|2DMG|2ZMB|1MSE	16ZMB|2DMSP|38DMG|4DUST|569VULN|6BPWR|7RCR|aMSE
218	22111 55363	   	190.73	DCR|3VULN|2DMG|2ZMB	16ZMB|2DMSP|38DMG|49DUST|56aVULN|6BPWR|7RCR
219	23366 24133	   	190.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2DUST|3AME|4CDMG|58aVULN|6DUR|7ASPD|9RCR
220	53516 22223	   	190.48	DCR|3VULN|1ASPD|1NUKE|1CDMG|1ZMB|1DUR	13aVULN|2NUKE|4CDMG|5AELBLL|6DUR|7ASPD|8ZMB|9RCR
221	54112 11134	 * 	190.46	ACR|2VULN|2DMG|1MDPS|1AART|1NUKE	17VULN|2RCR|37DMG|47BEXP|5AART|6LEGI|7BPWR|8FEWX|9NUKE|aMDPS
222	53531 22335	   	190.32	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	135VULN|2NUKE|4ZMB|6LIT|7RCR|8DMG|9ASPD|aRCVC
223	56361 13322	   	190.31	DCR|2VULN|2ASPD|1AART|1CDMG	18VULN|28ASPD|3AME|4CDMG|568LWND|7BELT|8BPWR|9AART|aRCR
224	56325 32122	   	190.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	14VULN|2aASPD|3AME|5AAC|6CDMG|7DMG|8RCR|9FEWX
225	22111 55123	   	190.27	DCR|4VULN|1DMG|2ZMB	16ZMB|2DMSP|3DMG|4DUST|569aVULN|6BPWR|7RCR|8RCVC
226	56513 22321	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	13VULN|2ASPD|4CDMG|5LHND|6AART|7LIT|8RCR|9CGEN|aZMB
227	53515 22122	 * 	190.19	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	13VULN|2NUKE|4CDMG|5aASPD|6ERES|7DMG|8RCR|9FEWX
228	53511 22351	 * 	190.12	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	13VULN|2NUKE|4CDMG|5LWND|6AART|7LIT|8RCR|9DMG|aZMB
229	53513 22351	   	190.12	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	13VULN|2NUKE|4CDMG|5LHND|6AART|7LIT|8RCR|9DMG|aZMB
230	21315 15162	 * 	190.10	DCR|3ZMB|1VULN|1ASPD|1DMG|1CDMG|1DUR	169ZMB|2CGEN|3DMG|4CDMG|5ASPD|7DUR|8RCR|aVULN
231	55353 44133	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8RMIN|9ASPD|aBEXP
232	55353 44134	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8RMIN|9ASPD|aLIT
233	55353 44233	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8MLV|9ASPD|aBEXP
234	55353 44234	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8MLV|9ASPD|aLIT
235	55353 44313	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8CGEN|9AME|aDMG
236	55353 44332	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8CGEN|9ASPD|aAME
237	55353 44333	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8CGEN|9ASPD|aBEXP
238	55353 44334	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8CGEN|9ASPD|aLIT
239	55353 44132	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8RMIN|9ASPD|aTLV
240	55353 44232	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16VULN|2DUR|3AART|4MBVNT|5CDMG|7RCR|8MLV|9ASPD|aTLV
241	53531 22331	   	189.99	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	135VULN|2NUKE|4ZMB|6LIT|7RCR|8DMG|9ASPD|aBELT
242	53531 22332	   	189.99	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	135VULN|2NUKE|4ZMB|6LIT|7RCR|8DMG|9ASPD|aFEWX
243	53531 22333	   	189.99	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB	135VULN|2NUKE|4ZMB|6LIT|7RCR|8DMG|9ASPD|aRMIN
244	56531 22311	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	135VULN|2ASPD|4ZMB|6LIT|7RCR|8DMG|9DUST|aFEWX
245	56531 22313	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	135VULN|2ASPD|4ZMB|6LIT|7RCR|8DMG|9DUST|aDMSP
246	52624 21222	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2MLV|3DUR|4AART|6RCR|89CGEN|aCDMG
247	52624 21312	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2MLV|3DUR|4AART|6RCR|8AELBLL|9FEWX|aCDMG
248	52624 22212	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	159VULN|27MLV|3DUR|4AART|6RCR|8CGEN|aCDMG
249	55336 21322	   	189.96	DCR|3VULN|1AART|1CDMG|1DUR	179VULN|2DUR|3AART|4AELBLL|5CGEN|6RCR|8LWND|aCDMG
250	55113 33333	 * 	189.92	DCR|2VULN|2AART|1DMG|1DUR	16VULN|2DUR|3DMG|4BEXP|5FEWX|7RCR|8MBVNT|9aAART
251	56613 33333	 * 	189.92	DCR|2VULN|2AART|1ASPD|1DUR	16VULN|2ASPD|3DUR|4BEXP|5FEWX|7RCR|8MBVNT|9aAART
252	53531 22336	   	189.89	DCR|3VULN|1ASPD|1DMG|1NUKE|1ZMB|1MSE	135VULN|2NUKE|4ZMB|6LIT|7RCR|8DMG|9ASPD|aMSE
253	56531 22312	   	189.89	DCR|3VULN|1ASPD|1DMG|1ZMB|1MSE	135VULN|2ASPD|4ZMB|6LIT|7RCR|8DMG|9DUST|aMSE
254	51624 21121	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2ERES|3DUR|4AART|6RCR|8LIT|9MLV|aCDMG
255	51624 21222	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2ERES|3DUR|4AART|6RCR|89CGEN|aCDMG
256	51624 22312	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	159VULN|2ERES|3DUR|4AART|6RCR|78MLV|aCDMG
257	55324 21121	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2DUR|3AART|4TLV|6RCR|8LIT|9MLV|aCDMG
258	55324 21222	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2DUR|3AART|4TLV|6RCR|89CGEN|aCDMG
259	55324 21312	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2DUR|3AART|4TLV|6RCR|8AELBLL|9FEWX|aCDMG
260	55324 22312	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	159VULN|2DUR|3AART|4TLV|6RCR|78MLV|aCDMG
261	55332 21212	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	179VULN|2DUR|3AART|4AELBLL|5ERES|6RCR|8CGEN|aCDMG
262	56611 33333	   	189.82	DCR|2VULN|2AART|1ASPD|1DUR	16VULN|2ASPD|3DUR|4BEXP|5DUST|7RCR|8MBVNT|9aAART
263	55111 33333	   	189.82	DCR|2VULN|2AART|1DMG|1DUR	16VULN|2DUR|3DMG|4BEXP|5DUST|7RCR|8MBVNT|9aAART
264	51624 21322	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	157VULN|2ERES|3DUR|4AART|6RCR|8TLV|9CGEN|aCDMG
265	51624 23322	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	159VULN|2ERES|3DUR|4AART|6RCR|7TLV|8MLV|aCDMG
266	55322 21212	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	179VULN|2DUR|3AART|45TLV|6RCR|8CGEN|aCDMG
267	55324 23212	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	159VULN|2DUR|3AART|47TLV|6RCR|8CGEN|aCDMG
268	55332 21312	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	179VULN|2DUR|3AART|4AELBLL|5ERES|6RCR|8TLV|aCDMG
269	55332 21622	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	179VULN|2DUR|3AART|4AELBLL|5ERES|6RCR|8DUST|aCDMG
270	23523 15351	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|25DUST|35VULN|4DMSP|5BPWR|68DMG|7RCR|9ASPD|aVENFST
271	23523 15352	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ZMB|25DUST|35VULN|4DMSP|5BPWR|68DMG|7RCR|9ASPD|aLIT
272	53512 22422	   	189.71	DCR|2VULN|2CDMG|1ASPD|1DMG|1NUKE|1DUR	13VULN|2NUKE|45CDMG|6DUR|7ASPD|8ERES|9RCR|aDMG
273	53513 42133	   	189.69	DCR|4VULN|1ASPD|1NUKE|1CDMG	136aVULN|2NUKE|4CDMG|5LHND|7ASPD|8RCR|9CGEN
274	53515 31133	   	189.69	DCR|4VULN|1ASPD|1NUKE|1CDMG	136aVULN|2NUKE|4CDMG|5ASPD|7BEXP|8RCR|9CGEN
275	55322 21512	   	189.66	DCR|3VULN|1AART|1CDMG|1DUR	179VULN|2DUR|3AART|45TLV|6RCR|8ERES|aCDMG
276	55322 21622	   	189.66	DCR|3VULN|1AART|1CDMG|1DUR	179VULN|2DUR|3AART|45TLV|6RCR|8DUST|aCDMG
277	53512 42223	   	189.60	DCR|3VULN|2CDMG|1ASPD|1NUKE|1ZMB	13aVULN|2NUKE|45CDMG|6BEXP|7ASPD|8ZMB|9RCR
278	22154 33532	   	189.60	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	1ZMB|2DMSP|35DMG|4MLV|6SELL|7RCR|89VULN|aASPD
279	53515 33133	   	189.59	DCR|4VULN|1ASPD|1NUKE|1CDMG	136aVULN|2NUKE|4CDMG|5ASPD|7DUST|8RCR|9CGEN
280	53512 22133	   	189.58	DCR|3VULN|2CDMG|1ASPD|1NUKE|1DUR	13aVULN|2NUKE|45CDMG|6DUR|7ASPD|8RCR|9CGEN
281	44112 23362	 * 	189.57	ACR|2AART|2ASPD|1VULN|1DMG|1CDMG	1FEWX|2RCR|3DMG|4BEXP|59AART|68ASPD|7VULN|aCDMG
282	52624 21111	   	189.56	DCR|4VULN|1AART|1DUR	157aVULN|2MLV|3DUR|4AART|6RCR|89LIT
283	52624 21121	   	189.56	DCR|4VULN|1AART|1DUR	157aVULN|29MLV|3DUR|4AART|6RCR|8LIT
284	52624 21213	   	189.56	DCR|4VULN|1AART|1DUR	1579VULN|2MLV|3DUR|4AART|6RCR|8CGEN|aFEWX
285	54334 11211	   	189.55	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	179VULN|2RCR|3AART|4AELBLL|5ASPD|6DUR|8CGEN|aDMG
286	55333 33362	 * 	189.54	4VULN|1MDPS|2ASPD|1AART|1DMG|2DUR	1579VULN|29DUR|3AART|4AELBLL|6DMG|89ASPD|9BPWR|aMDPS
287	56363 33332	   	189.51	DCR|2VULN|2ASPD|2CDMG|2DUR	18VULN|28ASPD|3AME|46CDMG|58DUR|7BELT|8BPWR|9RCR|aLWND
288	22164 33532	   	189.50	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	1ZMB|2DMSP|35DMG|4ERES|6SELL|7RCR|89VULN|aASPD
289	51624 21111	   	189.46	DCR|4VULN|1AART|1DUR	157aVULN|2ERES|3DUR|4AART|6RCR|89LIT
290	51624 21213	   	189.46	DCR|4VULN|1AART|1DUR	1579VULN|2ERES|3DUR|4AART|6RCR|8CGEN|aFEWX
291	55324 21111	   	189.46	DCR|4VULN|1AART|1DUR	157aVULN|2DUR|3AART|4TLV|6RCR|89LIT
292	55324 21213	   	189.46	DCR|4VULN|1AART|1DUR	1579VULN|2DUR|3AART|4TLV|6RCR|8CGEN|aFEWX
293	54142 12223	   	189.45	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	156VULN|2RCR|3DMG|4LIT|7ASPD|8DUST|9DUR|aAART
294	56363 33333	   	189.41	DCR|2VULN|2ASPD|2CDMG|2DUR	18VULN|28ASPD|3AME|46CDMG|58DUR|7BELT|8BPWR|9RCR|aDUST
295	51624 21313	   	189.36	DCR|4VULN|1AART|1DUR	1579VULN|2ERES|3DUR|4AART|6RCR|8TLV|aFEWX
296	55322 21161	   	189.36	DCR|4VULN|1AART|1DUR	179aVULN|2DUR|3AART|45TLV|6RCR|8LIT
297	16322 12434	   	189.36	DCR|2VULN|2CDMG|1ASPD|2DUR|1ZMB	1RPLT|2RCVC|3aDUR|4SNIFST|5aCDMG|6ASPD|7ZMB|8aVULN|9RCR|aBPWR
298	54322 43311	   	189.35	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	179VULN|2RCR|3AART|45TLV|6ASPD|8DUR|aDMG
299	54112 11531	   	189.30	ACR|2VULN|2DMG|1AART|1NUKE|1DUR	17VULN|2RCR|37DMG|47BEXP|5AART|6LEGI|7BPWR|8DUR|9NUKE|aDUST
300	54112 11532	   	189.30	ACR|2VULN|2DMG|1AART|1NUKE|1DUR	17VULN|2RCR|37DMG|47BEXP|5AART|6LEGI|7BPWR|8DUR|9NUKE|aBELT
301	54112 11533	   	189.30	ACR|2VULN|2DMG|1AART|1NUKE|1ZMB|1DUR	17VULN|2RCR|37DMG|47BEXP|5AART|6LEGI|7BPWR|8DUR|9NUKE|aZMB
302	55632 23331	   	189.16	DCR|2VULN|2ASPD|1AART|2DUR|1SELL	18VULN|26DUR|3SELL|48ASPD|58ERES|7BELT|8BPWR|9RCR|aAART
303	22111 55153	   	189.11	DCR|2VULN|3ZMB|1ASPD|1DMG	16aZMB|2DMSP|3DMG|4DUST|56VULN|6BPWR|7RCR|8RCVC|9ASPD
304	25312 32641	   	189.04	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB	1ZMB|2ERES|3aDMG|45CDMG|6VULN|7ASPD|8RPLT|9RCR
305	21316 12142	   	188.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|26CGEN|3DMG|4CDMG|5VULN|7aASPD|8RCR|9DUR
306	21345 32142	   	188.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|25CGEN|3DMG|4VULN|6CDMG|7aASPD|8RCR|9DUR
307	25316 22142	   	188.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2ERES|3DMG|4CDMG|5VULN|6DMSP|7aASPD|8RCR|9DUR
308	26316 22142	   	188.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2TLV|3DMG|4CDMG|5VULN|6DMSP|7aASPD|8RCR|9DUR
309	23365 33232	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2DUST|3AME|4CDMG|5ASPD|6DMG|7RCR|8BEXP|9aVULN
310	25315 33232	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|5ASPD|6FEWX|7RCR|8BEXP|9aVULN
311	25315 33532	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3DMG|4CDMG|5ASPD|6FEWX|7RCR|8LWND|9aVULN
312	26315 33232	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|5ASPD|6FEWX|7RCR|8BEXP|9aVULN
313	26315 33532	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3DMG|4CDMG|5ASPD|6FEWX|7RCR|8LWND|9aVULN
314	56511 22332	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	13VULN|2ASPD|4CDMG|5LWND|6AART|7LIT|8RCR|9DUR|aBEXP
315	53511 22334	   	188.09	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	13VULN|2NUKE|4CDMG|5LWND|6AART|7LIT|8RCR|9DUR|aDMG
316	56511 22331	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	13VULN|2ASPD|4CDMG|5LWND|6AART|7LIT|8RCR|9DUR|aDUST
317	56511 22333	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	13VULN|2ASPD|4CDMG|5LWND|6AART|7LIT|8RCR|9DUR|aERES
318	55115 23113	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	19aVULN|2DUR|3DMG|4BEXP|5CGEN|6ASPD|7RCR|8LIT
319	53513 42122	 * 	188.06	DCR|3VULN|2ASPD|1NUKE|1CDMG	136VULN|2NUKE|4CDMG|5LHND|7aASPD|8RCR|9FEWX
320	53515 31122	   	188.06	DCR|3VULN|2ASPD|1NUKE|1CDMG	136VULN|2NUKE|4CDMG|5aASPD|7BEXP|8RCR|9FEWX
321	55113 33362	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	16aVULN|2DUR|3DMG|4BEXP|5FEWX|7RCR|8MBVNT|9ASPD
