0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34412 35332	9	 * 	277.04	橙5易伤1伤害1时间1暴击	1基地爆炸2345a易伤6时间7暴击8伤害9核
242	35316 21122	1	   	255.55	橙2易伤3伤害3时间	146基地爆炸29a伤害3掉矿56a时间6a序列升级7a易伤8核
243	24411 21122	8	   	255.45	橙5易伤1伤害	1低血量敌人23468易伤5最后敌人7核9雷电a伤害
244	24411 21122	7	   	255.45	橙5易伤1伤害	1低血量敌人23468易伤5最后敌人7核9雷电a伤害
245	24411 21212	9	   	255.45	橙5易伤1伤害	1低血量敌人23469易伤5最后敌人7核8雷电a伤害
246	24411 21262	8	   	255.45	橙5易伤1伤害	1低血量敌人23469易伤5最后敌人7核8雷电a伤害
247	24412 41212	9	   	255.45	橙5易伤1伤害	1低血量敌人23459易伤6敌人爆炸7核8雷电a伤害
248	34412 41212	9	   	255.45	橙5易伤1伤害	1基地爆炸23459易伤6敌人爆炸7核8雷电a伤害
249	54413 21122	7	   	255.45	橙5易伤1伤害	1最后敌人23468易伤5低血量敌人7核9雷电a伤害
250	54413 21122	8	   	255.45	橙5易伤1伤害	1最后敌人23468易伤5低血量敌人7核9雷电a伤害
251	54413 21212	9	   	255.45	橙5易伤1伤害	1最后敌人23469易伤5低血量敌人7核8雷电a伤害
252	24412 51122	8	   	255.35	橙5易伤1伤害	1低血量敌人23458易伤6挖尘7核9雷电a伤害
253	24412 51122	7	   	255.35	橙5易伤1伤害	1低血量敌人23458易伤6挖尘7核9雷电a伤害
254	24412 51212	9	   	255.35	橙5易伤1伤害	1低血量敌人23459易伤6挖尘7核8雷电a伤害
255	34412 51122	8	   	255.35	橙5易伤1伤害	1基地爆炸23458易伤6挖尘7核9雷电a伤害
256	34412 51122	7	   	255.35	橙5易伤1伤害	1基地爆炸23458易伤6挖尘7核9雷电a伤害
257	34412 51212	9	   	255.35	橙5易伤1伤害	1基地爆炸23459易伤6挖尘7核8雷电a伤害
258	22312 33435	9	   	255.05	橙3易伤2伤害1等级1时间	1低血量敌人29伤害34a易伤5随机矿6等级7核8时间
259	22312 33455	7	   	255.05	橙3易伤2伤害1等级1时间	1低血量敌人28伤害34a易伤5随机矿6等级7核9时间
260	22311 54225	6	   	254.94	橙2易伤2伤害2时间2暴击	1低血量敌人29伤害34易伤5矿等69时间7雷电89暴击9序列升级a核
261	34412 31332	10	   	254.87	橙4易伤2全技能1时间1暴击	1基地爆炸2345易伤6时间7核89全技能a暴击
262	34412 31336	9	   	254.87	橙4易伤2全技能1时间1暴击	1基地爆炸2345易伤6时间7核89全技能a暴击
263	24412 33234	6	   	254.86	橙4易伤1伤害1时间1攻速	1低血量敌人2345易伤6时间7伤害8核9金币生成a攻速
264	24413 23261	5	   	254.86	橙4易伤1伤害1等级1攻速	1低血量敌人2349易伤5随机矿6等级7伤害8核a攻速
265	34412 14321	9	   	254.86	橙4易伤1伤害1时间1攻速	1基地爆炸2345易伤6双倍矿7核8时间9伤害a攻速
266	34452 31121	9	   	254.86	橙4易伤1伤害1时间1攻速	1基地爆炸2358易伤4双倍矿6时间7核9伤害a攻速
267	34462 31121	9	   	254.86	橙4易伤1伤害1时间1攻速	1基地爆炸2358易伤4立即金币6时间7核9伤害a攻速
268	54411 31121	9	   	254.86	橙4易伤1伤害1时间1攻速	15最后敌人2348易伤6时间7核9伤害a攻速
269	24512 31121	9	   	254.86	橙4易伤1伤害1时间1攻速	13低血量敌人2458易伤6时间7核9伤害a攻速
270	22344 31225	7	   	254.84	橙2易伤2伤害2时间2暴击	1低血量敌人29伤害35易伤4雷电69时间7掉矿89暴击9序列升级a核
271	24412 33214	6	   	254.76	橙4易伤1伤害1时间1攻速	1低血量敌人2345易伤6时间7伤害8核9掉矿a攻速
272	34115 23261	4	   	254.76	橙4易伤1伤害1等级1攻速	1基地爆炸2459易伤3掉矿6等级7伤害8核a攻速
273	34413 23261	4	   	254.76	橙4易伤1伤害1等级1攻速	1基地爆炸2349易伤5掉矿6等级7伤害8核a攻速
274	34412 31431	10	   	254.62	橙4易伤2时间1等级	1基地爆炸2345易伤69时间7核8等级a金币生成
275	34412 31432	10	   	254.62	橙4易伤2时间1等级	1基地爆炸2345易伤69时间7核8等级a随机矿
276	34412 31433	9	   	254.62	橙4易伤2时间1等级	1基地爆炸2345易伤69时间7核8等级a金币生成
277	34412 31432	9	   	254.52	橙4易伤2时间1等级	1基地爆炸2345易伤69时间7核8等级a加一
278	34412 33432	10	   	254.52	橙4易伤2时间1等级	1基地爆炸2345易伤69时间7挖尘8等级a核
279	22312 33466	7	   	254.45	橙3易伤3伤害1等级	1低血量敌人28a伤害349易伤5随机矿6等级7核
280	24411 21335	9	   	254.33	橙5易伤1时间1攻速	1低血量敌人2346a易伤5最后敌人7核8时间9攻速
281	24412 31141	9	   	254.33	橙5易伤1时间1攻速	1低血量敌人23458易伤6时间7核9攻速a立即金币
282	24412 31141	10	   	254.33	橙5易伤1时间1攻速	1低血量敌人23458易伤6时间7核9攻速a敌人爆炸
283	24412 31142	10	   	254.33	橙5易伤1时间1攻速	1低血量敌人23458易伤6时间7核9攻速a立即金币
284	24412 31142	9	   	254.33	橙5易伤1时间1攻速	1低血量敌人23458易伤6时间7核9攻速a最后敌人
285	24412 31153	8	   	254.33	橙5易伤1时间1攻速	1低血量敌人23458易伤6时间7核9立即金币a攻速
286	24412 31153	7	   	254.33	橙5易伤1时间1攻速	1低血量敌人23458易伤6时间7核9立即金币a攻速
287	24413 61123	8	   	254.33	橙5易伤1等级1攻速	1低血量敌人23489易伤5随机矿6等级7核a攻速
288	24413 61123	9	   	254.33	橙5易伤1等级1攻速	1低血量敌人23489易伤5随机矿6等级7核a攻速
289	24413 61123	7	   	254.33	橙5易伤1等级1攻速	1低血量敌人23489易伤5随机矿6等级7核a攻速
290	34412 14323	8	   	254.33	橙5易伤1时间1攻速	1基地爆炸23459易伤6双倍矿7核8时间a攻速
291	34412 21261	6	   	254.33	橙5易伤1时间1攻速	1基地爆炸23459易伤6攻速7低血量敌人8核a时间
292	34412 23261	6	   	254.33	橙5易伤1时间1攻速	1基地爆炸23459易伤6攻速7敌人爆炸8核a时间
293	34412 31141	10	   	254.33	橙5易伤1时间1攻速	1基地爆炸23458易伤6时间7核9攻速a敌人爆炸
294	34412 31142	10	   	254.33	橙5易伤1时间1攻速	1基地爆炸23458易伤6时间7核9攻速a立即金币
295	34412 31142	9	   	254.33	橙5易伤1时间1攻速	1基地爆炸23458易伤6时间7核9攻速a平台
296	34412 31143	9	   	254.33	橙5易伤1时间1攻速	1基地爆炸23458易伤6时间7核9攻速a立即金币
297	34412 31153	8	   	254.33	橙5易伤1时间1攻速	1基地爆炸23458易伤6时间7核9立即金币a攻速
298	34412 31153	7	   	254.33	橙5易伤1时间1攻速	1基地爆炸23458易伤6时间7核9立即金币a攻速
299	34412 31323	7	   	254.33	橙5易伤1时间1攻速	18基地爆炸23459易伤6时间7核a攻速
300	34452 31123	8	   	254.33	橙5易伤1时间1攻速	1基地爆炸23589易伤4双倍矿6时间7核a攻速
301	34452 31123	7	   	254.33	橙5易伤1时间1攻速	1基地爆炸23589易伤4双倍矿6时间7核a攻速
302	34462 31123	7	   	254.33	橙5易伤1时间1攻速	1基地爆炸23589易伤4立即金币6时间7核a攻速
303	34462 31123	8	   	254.33	橙5易伤1时间1攻速	1基地爆炸23589易伤4立即金币6时间7核a攻速
304	54411 31123	7	   	254.33	橙5易伤1时间1攻速	15最后敌人23489易伤6时间7核a攻速
305	54411 31123	8	   	254.33	橙5易伤1时间1攻速	15最后敌人23489易伤6时间7核a攻速
306	24512 31123	7	   	254.33	橙5易伤1时间1攻速	13低血量敌人24589易伤6时间7核a攻速
307	24512 31123	8	   	254.33	橙5易伤1时间1攻速	13低血量敌人24589易伤6时间7核a攻速
308	24512 32623	5	   	254.33	橙5易伤1时间1攻速	13低血量敌人24569易伤7核8时间a攻速
309	24115 32123	4	   	254.23	橙5易伤1等级1攻速	1低血量敌人24589易伤3掉矿6核7等级a攻速
310	24412 31143	9	   	254.23	橙5易伤1时间1攻速	1低血量敌人23458易伤6时间7核9攻速a掉矿
311	24412 31143	10	   	254.23	橙5易伤1时间1攻速	1低血量敌人23458易伤6时间7核9攻速a掉矿
312	24413 32123	4	   	254.23	橙5易伤1等级1攻速	1低血量敌人23489易伤5掉矿6核7等级a攻速
313	24423 32123	3	   	254.23	橙5易伤1等级1攻速	1低血量敌人23489易伤5掉矿6核7等级a攻速
314	34115 32123	4	   	254.23	橙5易伤1等级1攻速	1基地爆炸24589易伤3掉矿6核7等级a攻速
315	34412 23261	7	   	254.23	橙5易伤1时间1攻速	1基地爆炸23459易伤6攻速7挖尘8核a时间
316	34412 31143	10	   	254.23	橙5易伤1时间1攻速	1基地爆炸23458易伤6时间7核9攻速a掉矿
317	34413 32123	4	   	254.23	橙5易伤1等级1攻速	1基地爆炸23489易伤5掉矿6核7等级a攻速
318	54115 32123	4	   	254.23	橙5易伤1等级1攻速	1最后敌人24589易伤3掉矿6核7等级a攻速
319	54413 32123	4	   	254.23	橙5易伤1等级1攻速	1最后敌人23489易伤5掉矿6核7等级a攻速
320	54423 32123	3	   	254.23	橙5易伤1等级1攻速	1最后敌人23489易伤5掉矿6核7等级a攻速
321	22314 33633	9	   	253.72	橙3易伤2伤害2暴击1攻速	17低血量敌人2a伤害347易伤5平台67暴击7序列升级8核9攻速
322	22314 33643	8	   	253.72	橙3易伤2伤害2暴击1攻速	17低血量敌人2a伤害347易伤5平台67暴击7序列升级8核9攻速
323	24411 21411	9	   	253.69	橙4易伤1等级1时间1暴击	1低血量敌人2346易伤5最后敌人7核8等级9暴击a时间
324	24412 31413	9	   	253.69	橙4易伤1等级1时间1暴击	1a低血量敌人2345易伤6时间7核8等级9暴击
325	34412 31413	9	   	253.69	橙4易伤1等级1时间1暴击	1基地爆炸2345易伤6时间7核8等级9暴击a低血量敌人
326	24512 31412	9	   	253.69	橙4易伤1等级1时间1暴击	13低血量敌人245a易伤6时间7核8等级9暴击
327	24412 31412	10	   	253.59	橙4易伤1时间1等级1暴击	1低血量敌人2345易伤6时间7核8等级9暴击a掉矿
328	34412 31412	10	   	253.59	橙4易伤1等级1时间1暴击	1基地爆炸2345易伤6时间7核8等级9暴击a掉矿
329	31413 25362	9	   	253.58	橙3易伤2伤害2时间	1a基地爆炸2最后敌人39a易伤48伤害5金币生成6a时间7核a序列升级
330	22313 13562	7	   	253.58	橙3易伤2伤害2时间	1a低血量敌人28伤害34a易伤5最后敌人6金币生成7核9a时间a序列升级
331	34313 15342	4	   	253.58	橙3易伤2伤害2时间	1基地爆炸24a易伤3矿等5低血量敌人6核7a时间8敌人爆炸9a伤害a序列升级
332	22313 23456	9	   	253.51	橙4易伤1伤害1时间1全技能	1低血量敌人2伤害346a易伤5最后敌人7核8时间9全技能
333	22336 25362	9	   	253.48	橙3易伤2伤害2时间	1a低血量敌人28伤害39a易伤4掉矿5最后敌人6a时间7核a序列升级
334	24125 12342	3	   	253.48	橙3易伤2伤害2时间	1低血量敌人25a易伤3掉矿4敌人爆炸6核7a时间8基地爆炸9a伤害a序列升级
335	24135 12342	3	   	253.48	橙3易伤2伤害2时间	1低血量敌人25a易伤3掉矿4基地爆炸6核7a时间8敌人爆炸9a伤害a序列升级
336	34113 12342	4	   	253.48	橙3易伤2伤害2时间	1基地爆炸24a易伤3掉矿5低血量敌人6核7a时间8敌人爆炸9a伤害a序列升级
337	34113 12342	5	   	253.48	橙3易伤2伤害2时间	1基地爆炸24a易伤3掉矿5低血量敌人6核7a时间8敌人爆炸9a伤害a序列升级
338	34125 12342	4	   	253.48	橙3易伤2伤害2时间	1基地爆炸25a易伤3掉矿4最后敌人6核7a时间8敌人爆炸9a伤害a序列升级
339	24412 31411	10	   	253.44	橙4易伤1等级1时间1暴击1卖塔	1低血量敌人2345易伤6时间7核8等级9暴击a卖塔
340	34412 31411	10	   	253.44	橙4易伤1时间1等级1暴击1卖塔	1基地爆炸2345易伤6时间7核8等级9暴击a卖塔
341	22344 13412	6	   	253.40	橙4易伤2伤害	1低血量敌人29伤害356a易伤4雷电7赏金塔8核
342	24125 12242	3	   	253.38	橙3易伤2伤害2时间	1低血量敌人25a易伤3掉矿4敌人爆炸6核7a时间8挖尘9a伤害a序列升级
343	24512 31326	9	   	253.38	橙3易伤2伤害2时间	13低血量敌人245易伤68时间7核9a伤害
344	34125 12242	3	   	253.38	橙3易伤2伤害2时间	1基地爆炸25a易伤3掉矿4敌人爆炸6核7a时间8挖尘9a伤害a序列升级
345	22121 44125	5	   	253.37	橙3易伤2伤害2暴击1攻速1卖塔	1低血量敌人25伤害3卖塔45暴击5序列升级6核789易伤a攻速
346	24412 31221	10	   	253.31	橙4易伤2攻速1时间	1低血量敌人2345易伤6时间7核8雷电9a攻速
347	34412 31221	10	   	253.31	橙4易伤2攻速1时间	1基地爆炸2345易伤6时间7核8雷电9a攻速
348	34412 31326	8	   	252.99	橙5易伤1时间1全技能	1基地爆炸2345a易伤6时间7核8全技能9金币生成
349	34412 31336	8	   	252.99	橙5易伤1时间1全技能	1基地爆炸2345a易伤6时间7核8全技能9策反
350	34412 31316	9	   	252.89	橙5易伤1时间1全技能	1基地爆炸2345a易伤6时间7核8全技能9掉矿
351	22311 42366	9	   	252.45	橙3易伤2伤害1时间1暴击	1低血量敌人27伤害349易伤5矿等6暴击8时间a核
352	22312 42366	9	   	252.45	橙3易伤2伤害1时间1暴击	1低血量敌人27伤害349易伤5随机矿6暴击8时间a核
353	22314 33632	9	   	252.38	橙3易伤1伤害2暴击1时间1攻速	17低血量敌人2伤害347易伤5平台67暴击7序列升级8核9攻速a时间
354	22314 33642	8	   	252.38	橙3易伤1伤害2暴击1时间1攻速	17低血量敌人2伤害347易伤5平台67暴击7序列升级8核9攻速a时间
355	22312 13432	10	   	252.25	橙3易伤2时间1伤害1等级	17低血量敌人2伤害347易伤5随机矿67时间7序列升级8等级9立即金币a核
356	22312 13442	10	   	252.25	橙3易伤2时间1伤害1等级	17低血量敌人2伤害347易伤5随机矿67时间7序列升级8等级9最后敌人a核
357	34412 31336	10	   	252.22	橙4易伤2全技能1时间1攻速	1基地爆炸2345易伤6时间7核89全技能a攻速
358	22311 23255	9	   	252.16	橙4易伤1伤害1时间	1低血量敌人2伤害346a易伤5矿等7时间8雷电9核
359	22313 26255	9	   	252.16	橙4易伤1伤害1等级	1低血量敌人2伤害346a易伤5最后敌人7雷电8等级9核
360	22344 14123	8	   	252.16	橙4易伤1伤害1时间	1低血量敌人2伤害3568易伤4雷电7敌人爆炸9核a时间
361	24412 23223	5	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6基地爆炸7伤害8核9雷电a时间
362	24412 31216	8	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7核8雷电9平台a伤害
363	24412 31522	7	   	252.16	橙4易伤1伤害1时间	1a低血量敌人2345易伤6时间7核8伤害9雷电
364	24412 31523	7	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7核8伤害9雷电a立即金币
365	24412 33222	6	   	252.16	橙4易伤1伤害1时间	1a低血量敌人2345易伤6时间7伤害8核9雷电
366	24412 33223	6	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7伤害8核9雷电a立即金币
367	24412 33224	6	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7伤害8核9雷电a矿等
368	24412 33225	6	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7伤害8核9雷电a平台
369	24412 33226	6	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7伤害8核9雷电a基地爆炸
370	24412 43223	6	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6敌人爆炸7伤害8核9雷电a时间
371	24412 53222	5	   	252.16	橙4易伤1伤害1时间	1a低血量敌人2345易伤6时间7伤害8核9雷电
372	24412 53223	5	   	252.16	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7伤害8核9雷电a立即金币
373	34412 13223	5	   	252.16	橙4易伤1伤害1时间	1基地爆炸2345易伤6低血量敌人7伤害8核9雷电a时间
374	34412 31236	8	   	252.16	橙4易伤1伤害1时间	1基地爆炸2345易伤6时间7核8雷电9金币生成a伤害
375	34412 31522	7	   	252.16	橙4易伤1伤害1时间	1基地爆炸2345易伤6时间7核8伤害9雷电a低血量敌人
376	24512 31124	10	   	252.16	橙4易伤1伤害1时间	13低血量敌人2458易伤6时间7核9伤害a雷电
377	22344 13123	8	   	252.06	橙4易伤1伤害1时间	1低血量敌人2伤害3568易伤4雷电7挖尘9核a时间
378	22344 13253	9	   	252.06	橙4易伤1伤害1等级	1低血量敌人2伤害356a易伤4雷电7挖尘8等级9核
379	22344 14323	6	   	252.06	橙4易伤1伤害1时间	1低血量敌人2伤害3567易伤4雷电8挖尘9核a时间
380	24412 31521	7	   	252.06	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7核8伤害9雷电a掉矿
381	24412 33221	6	   	252.06	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7伤害8核9雷电a掉矿
382	24412 53221	5	   	252.06	橙4易伤1伤害1时间	1低血量敌人2345易伤6时间7伤害8核9雷电a掉矿
383	24412 53223	6	   	252.06	橙4易伤1伤害1时间	1低血量敌人2345易伤6挖尘7伤害8核9雷电a时间
384	34412 31521	7	   	252.06	橙4易伤1伤害1时间	1基地爆炸2345易伤6时间7核8伤害9雷电a掉矿
385	53412 26123	9	   	252.05	橙3易伤3伤害1暴击	167最后敌人2挖尘379易伤467伤害5平台67序列升级8暴击a核
386	22312 33415	9	   	252.05	橙3易伤2时间1伤害1等级	1低血量敌人2伤害34a易伤5随机矿6等级7核89时间
387	22312 33435	8	   	252.05	橙3易伤2时间1伤害1等级	1低血量敌人2伤害34a易伤5随机矿6等级7核89时间
388	22312 33462	9	   	252.05	橙3易伤2时间1伤害1等级	1低血量敌人2伤害349易伤5随机矿6等级7核8a时间
389	24413 23252	5	   	252.05	橙3易伤2时间1伤害1等级	1低血量敌人234易伤5随机矿6等级7伤害8核9a时间
390	24412 31511	9	   	252.02	橙4易伤2时间1暴击	1低血量敌人2345易伤6a时间7核8随机矿9暴击
391	24412 31611	9	   	252.02	橙4易伤2时间1暴击	1低血量敌人2345易伤6a时间7核8策反9暴击
392	34412 31511	9	   	252.02	橙4易伤2时间1暴击	1基地爆炸2345易伤6a时间7核8随机矿9暴击
393	34412 31611	9	   	252.02	橙4易伤2时间1暴击	1基地爆炸2345易伤6a时间7核8策反9暴击
394	34115 23252	4	   	251.95	橙3易伤2时间1伤害1等级	1基地爆炸245易伤3掉矿6等级7伤害8核9a时间
395	34413 23252	4	   	251.95	橙3易伤2时间1伤害1等级	1基地爆炸234易伤5掉矿6等级7伤害8核9a时间
396	34412 31523	7	   	251.91	橙4易伤1伤害1时间1卖塔	1基地爆炸2345易伤6时间7核8伤害9雷电a卖塔
397	22334 33211	5	   	251.89	橙2易伤3伤害2时间1全技能	18低血量敌人289伤害3a易伤4掉矿58时间6核7全技能8序列升级
398	31434 23332	10	   	251.70	橙4易伤3时间	17基地爆炸2最后敌人347a易伤567时间7序列升级8掉矿9核
399	24411 23212	10	   	251.63	橙5易伤1时间	1低血量敌人23469易伤5最后敌人7时间8雷电a核
400	24412 31124	7	   	251.63	橙5易伤1时间	1低血量敌人23458易伤6时间7核9雷电a最后敌人
401	24412 31124	10	   	251.63	橙5易伤1时间	1低血量敌人23458易伤6时间7核9金币生成a雷电
402	24412 31124	8	   	251.63	橙5易伤1时间	1低血量敌人23458易伤6时间7核9雷电a最后敌人
403	24412 31125	8	   	251.63	橙5易伤1时间	1低血量敌人23458易伤6时间7核9雷电a立即金币
404	24412 31125	7	   	251.63	橙5易伤1时间	1低血量敌人23458易伤6时间7核9雷电a立即金币
405	24412 31126	8	   	251.63	橙5易伤1时间	1低血量敌人23458易伤6时间7核9雷电a敌人爆炸
406	24412 31126	7	   	251.63	橙5易伤1时间	1低血量敌人23458易伤6时间7核9雷电a敌人爆炸
407	24412 31134	10	   	251.63	橙5易伤1时间	1低血量敌人23458易伤6时间7核9策反a雷电
408	24412 31212	10	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a随机矿
409	24412 31213	10	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a金币生成
410	24412 31214	9	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a最后敌人
411	24412 31214	10	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a基地爆炸
412	24412 31215	9	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a立即金币
413	24412 31216	10	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a最后敌人
414	24412 31216	9	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a敌人爆炸
415	24412 31235	8	   	251.63	橙5易伤1时间	1低血量敌人2345a易伤6时间7核8雷电9最后敌人
416	24412 32212	10	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6时间7基地爆炸8雷电a核
417	24412 43212	10	   	251.63	橙5易伤1时间	1低血量敌人23459易伤6敌人爆炸7时间8雷电a核
418	24413 26123	10	   	251.63	橙5易伤1等级	1低血量敌人2348a易伤5随机矿6核7雷电9等级
419	24413 26213	10	   	251.63	橙5易伤1等级	1低血量敌人2349a易伤5随机矿6核7雷电8等级
420	24413 61213	10	   	251.63	橙5易伤1等级	1低血量敌人2349a易伤5随机矿6等级7核8雷电
421	34412 31124	8	   	251.63	橙5易伤1时间	1基地爆炸23458易伤6时间7核9雷电a最后敌人
422	34412 31124	10	   	251.63	橙5易伤1时间	1基地爆炸23458易伤6时间7核9金币生成a雷电
423	34412 31124	7	   	251.63	橙5易伤1时间	1基地爆炸23458易伤6时间7核9雷电a最后敌人
424	34412 31125	7	   	251.63	橙5易伤1时间	1基地爆炸23458易伤6时间7核9雷电a立即金币
425	34412 31125	8	   	251.63	橙5易伤1时间	1基地爆炸23458易伤6时间7核9雷电a立即金币
426	34412 31126	8	   	251.63	橙5易伤1时间	1基地爆炸23458易伤6时间7核9雷电a敌人爆炸
427	34412 31126	7	   	251.63	橙5易伤1时间	1基地爆炸23458易伤6时间7核9雷电a敌人爆炸
428	34412 31134	10	   	251.63	橙5易伤1时间	1基地爆炸23458易伤6时间7核9策反a雷电
429	34412 31212	10	   	251.63	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a随机矿
430	34412 31213	10	   	251.63	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a金币生成
431	34412 31214	10	   	251.63	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a敌人爆炸
432	34412 31214	9	   	251.63	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a最后敌人
433	34412 31215	9	   	251.63	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a立即金币
434	34412 31216	10	   	251.63	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a最后敌人
435	34412 31216	9	   	251.63	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a敌人爆炸
436	54411 31213	10	   	251.63	橙5易伤1时间	15最后敌人2349a易伤6时间7核8雷电
437	54413 23212	10	   	251.63	橙5易伤1时间	1最后敌人23469易伤5低血量敌人7时间8雷电a核
438	24512 31213	10	   	251.63	橙5易伤1时间	13低血量敌人2459a易伤6时间7核8雷电
439	24412 31331	9	   	251.60	橙4易伤3时间	1低血量敌人2345易伤689时间7核a基地爆炸
440	24412 31332	10	   	251.60	橙4易伤3时间	1低血量敌人2345易伤689时间7核a敌人爆炸
441	24412 31333	10	   	251.60	橙4易伤3时间	1低血量敌人2345易伤689时间7核a策反
442	24412 31334	9	   	251.60	橙4易伤3时间	1低血量敌人2345易伤689时间7核a敌人爆炸
443	24412 31335	9	   	251.60	橙4易伤3时间	1低血量敌人2345易伤689时间7核a双倍矿
444	24412 31352	10	   	251.60	橙4易伤3时间	1低血量敌人2345易伤68a时间7核9基地爆炸
445	24412 31362	10	   	251.60	橙4易伤3时间	1低血量敌人2345易伤68a时间7核9敌人爆炸
446	34412 14333	10	   	251.60	橙4易伤3时间	1基地爆炸2345易伤6双倍矿7核89a时间
447	34452 31133	10	   	251.60	橙4易伤3时间	1基地爆炸2358易伤4双倍矿69a时间7核
448	34462 31133	10	   	251.60	橙4易伤3时间	1基地爆炸2358易伤4立即金币69a时间7核
449	53434 23332	10	   	251.60	橙4易伤3时间	17最后敌人2挖尘347a易伤567时间7序列升级8掉矿9核
450	24412 31114	10	   	251.53	橙5易伤1时间	1低血量敌人23458易伤6时间7核9掉矿a雷电
451	24412 31121	7	   	251.53	橙5易伤1时间	1低血量敌人23458易伤6时间7核9雷电a掉矿
452	24412 31121	8	   	251.53	橙5易伤1时间	1低血量敌人23458易伤6时间7核9雷电a掉矿
453	24412 31211	10	   	251.53	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a挖尘
454	24412 31211	9	   	251.53	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a掉矿
455	24412 31215	10	   	251.53	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a掉矿
456	24412 31261	8	   	251.53	橙5易伤1时间	1低血量敌人23459易伤6时间7核8雷电a掉矿
457	34412 31114	10	   	251.53	橙5易伤1时间	1基地爆炸23458易伤6时间7核9掉矿a雷电
458	34412 31121	8	   	251.53	橙5易伤1时间	1基地爆炸23458易伤6时间7核9雷电a掉矿
459	34412 31121	7	   	251.53	橙5易伤1时间	1基地爆炸23458易伤6时间7核9雷电a掉矿
460	34412 31211	9	   	251.53	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a掉矿
461	34412 31211	10	   	251.53	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a挖尘
462	34412 31215	10	   	251.53	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a掉矿
463	34412 31225	8	   	251.53	橙5易伤1时间	1基地爆炸2345a易伤6时间7核8雷电9挖青
464	34412 31261	8	   	251.53	橙5易伤1时间	1基地爆炸23459易伤6时间7核8雷电a掉矿
465	24412 31336	10	   	251.50	橙4易伤3时间	1低血量敌人2345易伤689时间7核a掉矿
466	22311 23416	9	   	251.11	橙3易伤1伤害1等级1时间1暴击	1低血量敌人2伤害346易伤5矿等7时间8等级9暴击a核
467	22344 11116	7	   	251.06	橙3易伤2伤害2雷电1暴击	1低血量敌人2a伤害356易伤49雷电7暴击8核
468	24412 31431	9	   	251.04	橙4易伤1等级1时间1攻速	1低血量敌人2345易伤6时间7核8等级9立即金币a攻速
469	34412 24312	10	   	251.04	橙4易伤1等级1时间1攻速	1基地爆炸2345易伤6攻速7等级8时间9随机矿a核
470	24313 34225	5	   	250.92	橙3易伤2伤害2暴击	1低血量敌人249易伤3矿等5挖尘69伤害7雷电89暴击9序列升级a核
471	22334 24221	5	 * 	250.67	橙3伤害3时间1易伤2暴击	1低血量敌人269伤害3易伤4掉矿569时间69序列升级7雷电89暴击a核
472	34412 41332	9	   	250.39	橙5易伤1暴击1全技能	1基地爆炸23459易伤6敌人爆炸7核8全技能a暴击
473	24412 11336	9	   	250.29	橙5易伤1暴击1全技能	1低血量敌人23457易伤6全技能8掉矿9核a暴击
474	34412 51332	9	   	250.29	橙5易伤1暴击1全技能	1基地爆炸23459易伤6挖尘7核8全技能a暴击
475	22312 33461	7	   	249.80	橙3易伤2伤害1等级1攻速	1低血量敌人28伤害349易伤5随机矿6等级7核a攻速
476	22344 11113	7	   	249.72	橙3易伤1伤害1时间2雷电1暴击	1低血量敌人2伤害356易伤49雷电7暴击8核a时间
