0	Index      	 *	Score 	Summary	Detail	
1	25132 42361	 * 	207.86	DCR|2VULN|2ASPD|3ZMB|1AART	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7BELT|8AART|9aVULN
156	21124 23162	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5LWND|6RCR|7CANARM|8DMG|aBEXP
157	21124 23163	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5LWND|6RCR|7CANARM|8DMG|aLHND
158	21124 23166	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5LWND|6RCR|7CANARM|8DMG|aRMIN
159	24252 16131	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1CANSTR|2LHND|3AAC|4DMG|5BELT|6RCR|7AART|8CDMG|9aVULN
160	21616 31253	   	183.68	DCR|2AART|2ASPD|1VULN|1ZMB	1CANSTR|29AART|36ASPD|4ZMB|5DUST|7FEWX|8RCR|aVULN
161	21123 24223	   	183.67	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9DUR|aAAC
162	21124 24223	   	183.67	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7ZMB|8DMG|9DUR|aAAC
163	25132 42512	   	183.66	DCR|2ASPD|3ZMB|1AART|1DMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7BELT|8DMG|9DUST|aAART
164	25132 45122	 * 	183.66	DCR|1MDPS|2ASPD|3ZMB|1AART|1DMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7LIT|8AART|9DMG|aMDPS
165	25152 12523	   	183.64	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2ASPD|3ZMB|4DUR|5BELT|6RCR|7DMG|8RCVC|9aVULN
166	54232 11121	 * 	183.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AME|2ASPD|3AAC|47DMG|5VULN|6CGEN|8RCR|9ZMB|aCDMG
167	54232 51121	   	183.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AME|2ASPD|3AAC|47DMG|5VULN|6RMIN|8RCR|9ZMB|aCDMG
168	54232 12161	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AME|2ASPD|3AAC|4DMG|57VULN|6aCGEN|8RCR|9AART
169	54232 12162	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AME|2ASPD|3AAC|4DMG|57VULN|6CGEN|8RCR|9AART|aBEXP
170	25136 41113	 * 	183.59	DCR|2VULN|2ASPD|1DMG|2ZMB	1CANSTR|24ASPD|34ZMB|4BPWR|57VULN|6BELT|8DMG|9ERES|aRCR
171	21123 23161	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5BEXP|6RCR|7CANARM|8DMG|aERES
172	21123 23163	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5BEXP|6RCR|7CANARM|8DMG|aDUST
173	21123 23165	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5BEXP|6RCR|7CANARM|8DMG|aTLV
174	21124 23161	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5LWND|6RCR|7CANARM|8DMG|aERES
175	21124 23164	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5LWND|6RCR|7CANARM|8DMG|aDUST
176	21124 23165	   	183.59	DCR|2VULN|1AART|1DMG|1CDMG	1CANSTR|2AART|3CDMG|49VULN|5LWND|6RCR|7CANARM|8DMG|aTLV
177	21121 21626	   	183.51	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CANSTR|2AART|3CDMG|4aVULN|5ZMB|6ERES|79DUR|8RCR
178	21123 22311	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7MLV|8DMG|9AME|aASPD
179	21124 22311	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7MLV|8DMG|9AME|aASPD
180	25352 16121	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1CANSTR|2ASPD|3LHND|4DMG|5BELT|6RCR|7AART|8CDMG|9LWND|aVULN
181	25352 16132	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1CANSTR|2ASPD|3LHND|4DMG|5BELT|6RCR|7AART|8CDMG|9VULN|aBEXP
182	12431 42523	   	183.43	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1BEXP|2VULN|3FEWX|4RPLT|59DMG|6AART|7CDMG|8ZMB|aRCR
183	25352 16133	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1CANSTR|2ASPD|3LHND|4DMG|5BELT|6RCR|7AART|8CDMG|9VULN|aMSE
184	61322 21261	 * 	183.35	DCR|2VULN|1MDPS|1AART|1DMG|2ZMB|1AAC	1RCVC|2AAC|3AART|4aLWND|5DMG|6MDPS|7RCR|8aZMB|9aVULN|aBPWR
185	52521 41132	   	183.34	DCR|3VULN|2DMG|1DUR|1SELL	1AME|2RPLT|359VULN|47DMG|6SELL|8RCR|aDUR
186	53232 12164	   	183.23	DCR|2VULN|1MDPS|1AART|1DMG|1AAC|1ZMB	1AME|2ZMB|3AAC|4DMG|57VULN|6CGEN|8RCR|9AART|aMDPS
187	11324 12624	   	183.13	DCR|2VULN|2DMG|1AART	1BEXP|2ERES|3LIT|49VULN|5BELT|68DMG|7RCR|aAART
188	21123 24253	 * 	183.00	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4aVULN|5BEXP|6RCR|7ZMB|8DMG|9MDPS
189	21124 24253	   	183.00	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2AART|3CDMG|4aVULN|5LWND|6RCR|7ZMB|8DMG|9MDPS
190	16235 32353	   	182.85	DCR|3DMG|2VULN|1AAC|2ZMB	129BEXP|35ZMB|459DMG|59BPWR|69VULN|7DMSP|8AAC|aRCR
191	21134 33661	 * 	182.40	DCR|3CDMG|1AART|1VULN|1DMG|1DUR	1CANSTR|2AART|356CDMG|456LHND|56BPWR|7DMG|8RCR|9DUR|aVULN
192	61322 16134	 * 	182.36	DCR|2AART|1MDPS|1VULN|1DMG|1AAC|1ZMB	1RCVC|2AAC|38AART|4LWND|5DMG|6RCR|7ZMB|9VULN|aMDPS
193	21323 45631	 * 	182.20	DCR|3CDMG|1VULN|1AART|1ASPD|1DUR	1CANSTR|2AART|3MLV|4DUR|5VULN|69aCDMG|7ASPD|8RCR
194	24341 31253	   	182.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1CANSTR|2LHND|3aVULN|4AART|5DMSP|6ASPD|7ZMB|8RCR|9DUR
195	21623 42631	   	182.10	DCR|3CDMG|1VULN|1AART|1ASPD|1DUR	1CANSTR|2AART|3ASPD|4DUR|5VULN|69aCDMG|7TLV|8RCR
196	21533 14412	   	182.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1CANSTR|2AART|3ZMB|4FEWX|5aVULN|6ASPD|7MSLFST|8RCR|9DUR
197	22533 14361	 * 	182.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1CANSTR|2MDPS|3DUR|4aVULN|5LHND|6ASPD|7AART|8RCR|9ZMB
198	21123 24224	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9DUR|aFEWX
199	21123 24226	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9DUR|aRMIN
200	21124 24224	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7ZMB|8DMG|9DUR|aFEWX
201	21124 24226	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7ZMB|8DMG|9DUR|aRMIN
202	61322 16633	   	182.04	DCR|2VULN|1AART|1DMG|1AAC|1ZMB	1RCVC|2AAC|3AART|48LWND|5DMG|6RCR|7ZMB|9aVULN
203	21123 24221	   	181.95	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1MSE	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9DUR|aMSE
204	21123 24222	   	181.95	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7ZMB|8DMG|9DUR|aERES
205	21124 24221	   	181.95	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1MSE	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7ZMB|8DMG|9DUR|aMSE
206	21124 24222	   	181.95	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7ZMB|8DMG|9DUR|aERES
207	21323 45611	   	181.93	DCR|2ASPD|1AART|1VULN|1CDMG|1DUR	1CANSTR|2AART|3MLV|4DUR|5VULN|6CDMG|7aASPD|8RCR|9AME
208	66113 31343	 * 	181.90	DCR|3VULN|2ASPD|2RCVC	12RCVC|3BELT|48MLV|58ASPD|68aVULN|7RCR|8BPWR|9LHND
209	54235 21133	 * 	181.86	DCR|3DMG|2ASPD|1AAC|1ZMB|1DUR	1AME|25ASPD|3AAC|45aDMG|5BPWR|6ZMB|7LWND|8RCR|9DUR
210	21321 31263	   	181.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3MLV|4DUR|5DMG|6ASPD|7ZMB|8RCR|9CGEN|aVULN
211	21621 41263	   	181.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4DUR|5DMG|6MLV|7ZMB|8RCR|9CGEN|aVULN
212	21623 42611	   	181.83	DCR|2ASPD|1AART|1VULN|1CDMG|1DUR	1CANSTR|2AART|3aASPD|4DUR|5VULN|6CDMG|7TLV|8RCR|9AME
213	21623 16231	 * 	181.82	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	1CANSTR|2AART|3ASPD|47aDUR|5VULN|6DMG|8RCR|9LHND
214	21623 16251	   	181.82	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	1CANSTR|2AART|3ASPD|479DUR|5VULN|6DMG|8RCR|aRMIN
215	21623 16253	   	181.82	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	1CANSTR|2AART|3ASPD|479DUR|5VULN|6DMG|8RCR|aLIT
216	66113 31314	   	181.80	DCR|3VULN|2ASPD|2RCVC	12RCVC|3BELT|48MLV|58ASPD|68aVULN|7RCR|8BPWR|9DUST
217	66121 31163	   	181.80	DCR|3VULN|2ASPD|2RCVC	12RCVC|3BELT|49ASPD|5TLV|69aVULN|7RCR|89LHND|9BPWR
218	12232 25123	   	181.78	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1BEXP|26VULN|3CGEN|4SELL|5AART|7DMG|8ASPD|9RCR|aRCVC
219	21321 31243	   	181.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3MLV|4DUR|5DMG|6ASPD|7ZMB|8RCR|9TLV|aVULN
220	21321 34223	   	181.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3MLV|4DUR|5DMG|6ASPD|7ERES|8RCR|9ZMB|aVULN
221	21613 21263	   	181.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4ZMB|5CGEN|6AIRARM|7DMG|8RCR|9VULN|aDUR
222	21621 21235	   	181.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4DUR|5DMG|6TLV|7ZMB|8RCR|9LIT|aVULN
223	21621 41243	   	181.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4DUR|5DMG|6MLV|7ZMB|8RCR|9TLV|aVULN
224	21621 44223	   	181.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4DUR|5DMG|6MLV|7ERES|8RCR|9ZMB|aVULN
225	21623 14421	   	181.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4DUR|5VULN|6DMG|7MSLFST|8RCR|9ZMB|aFEWX
226	21623 16252	   	181.72	DCR|1VULN|1AART|1ASPD|1DMG|3DUR|1MSE	1CANSTR|2AART|3ASPD|479DUR|5VULN|6DMG|8RCR|aMSE
227	66121 31343	   	181.70	DCR|3VULN|2ASPD|2RCVC	12RCVC|3BELT|48ASPD|58TLV|68aVULN|7RCR|8BPWR|9LHND
228	66133 31343	   	181.70	DCR|3VULN|2ASPD|2RCVC	12RCVC|3BELT|48ERES|58ASPD|68aVULN|7RCR|8BPWR|9LHND
229	12632 25143	   	181.68	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1SELL	1BEXP|26VULN|3AAC|4SELL|5AART|7DMG|8ASPD|9RCR|aRCVC
230	21621 21246	   	181.66	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4DUR|5DMG|69TLV|7ZMB|8RCR|aVULN
231	21621 24223	   	181.66	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4DUR|5DMG|6TLV|7ERES|8RCR|9ZMB|aVULN
232	21623 14422	   	181.66	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR|1SELL	1CANSTR|2AART|3ASPD|4DUR|5VULN|6DMG|7MSLFST|8RCR|9ZMB|aSELL
233	21623 14423	   	181.66	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1CANSTR|2AART|3ASPD|4DUR|5VULN|6DMG|7MSLFST|8RCR|9ZMB|aDUST
234	21622 31256	   	181.66	DCR|2AART|2ASPD|1VULN|1AAC|1DUR	1CANSTR|29AART|36ASPD|4DUR|5AAC|7FEWX|8RCR|aVULN
235	66121 31314	   	181.60	DCR|3VULN|2ASPD|2RCVC	12RCVC|3BELT|48ASPD|58TLV|68aVULN|7RCR|8BPWR|9DUST
236	66133 31314	   	181.60	DCR|3VULN|2ASPD|2RCVC	12RCVC|3BELT|48ERES|58ASPD|68aVULN|7RCR|8BPWR|9DUST
237	52521 42132	   	181.60	DCR|4VULN|1DMG|1DUR|1SELL	1AME|2RPLT|3579VULN|4DMG|6SELL|8RCR|aDUR
238	21613 32635	   	181.58	DCR|2DMG|2ASPD|1AART|1ZMB	1CANSTR|2AART|36ASPD|4ZMB|57CGEN|8RCR|9aDMG
239	21622 34253	   	181.56	DCR|2AART|2ASPD|1VULN|1AAC|1DUR	1CANSTR|29AART|36ASPD|4DUR|5AAC|7DUST|8RCR|aVULN
240	25132 52311	   	181.48	DCR|2ASPD|3ZMB|1VULN|1AART	1CANSTR|24ASPD|345ZMB|4BPWR|6BEXP|7BELT|8AART|9RCR|aVULN
241	12232 11126	   	181.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1BEXP|2aVULN|37CGEN|4SELL|5AART|6DMG|8ASPD|9RCR
242	12232 15126	   	181.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	17BEXP|2aVULN|3CGEN|4SELL|5AART|6DMG|8ASPD|9RCR
243	12232 25121	   	181.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1BEXP|26VULN|3CGEN|4SELL|5AART|7DMG|8ASPD|9RCR|aLIT
244	12232 25122	   	181.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1BEXP|26VULN|3CGEN|4SELL|5AART|7DMG|8ASPD|9RCR|aLHND
245	12232 25124	   	181.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1aBEXP|26VULN|3CGEN|4SELL|5AART|7DMG|8ASPD|9RCR
246	12232 45126	   	181.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	16BEXP|2aVULN|3CGEN|4SELL|5AART|7DMG|8ASPD|9RCR
247	21513 32513	 * 	181.41	DCR|3ZMB|1VULN|1AART|1ASPD|1CDMG	1CANSTR|2AART|348ZMB|5VULN|6ASPD|7RMIN|9CDMG|aRCR
248	21653 13441	   	181.40	DCR|2VULN|1AART|1ASPD|1DMG	1CANSTR|2AART|3ASPD|4LWND|5aVULN|6DMG|7LEGI|8MBVNT|9RCR
249	21663 13441	   	181.40	DCR|2VULN|1AART|1ASPD|1DMG	1CANSTR|2AART|3ASPD|4DUST|5aVULN|6DMG|7LHND|8MBVNT|9RCR
250	12265 21123	   	181.39	DCR|2AART|1VULN|1ASPD|1DMG	1BEXP|2VULN|3CGEN|4aAART|5LHND|6ASPD|7RCR|8AME|9DMG
251	21123 23326	   	181.39	DCR|2VULN|1AART|2CDMG|1ZMB	1CANSTR|2AART|38CDMG|49VULN|5BEXP|6RCR|7CANARM|aZMB
252	21124 23366	   	181.39	DCR|2VULN|1AART|2CDMG|1ZMB	1CANSTR|2AART|38CDMG|49VULN|5LWND|6RCR|7CANARM|aZMB
253	25622 14317	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1CANSTR|2ASPD|3MBVNT|4BEXP|5AART|6DMG|7RCR|8AME|9CDMG|aVULN
254	12632 25141	   	181.36	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1SELL	1BEXP|26VULN|3AAC|4SELL|5AART|7DMG|8ASPD|9RCR|aLIT
255	12632 25142	   	181.36	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1SELL	1BEXP|26VULN|3AAC|4SELL|5AART|7DMG|8ASPD|9RCR|aLHND
256	12232 25125	   	181.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1BEXP|26VULN|3CGEN|4SELL|5AART|7DMG|8ASPD|9RCR|aDUST
257	12232 25372	 * 	181.36	DCR|2VULN|1AART|1DMG|1NUKE|1SELL	1BEXP|26VULN|3CGEN|4SELL|5AART|7DMG|8MBVNT|9RCR|aNUKE
258	25643 22543	   	181.34	DCR|2ASPD|1VULN|1AART|1DMG	1CANSTR|24ASPD|3MBVNT|5RPLT|6RCR|7VULN|8DMG|9LHND|aAART
259	21513 35513	   	181.31	DCR|3ZMB|1AART|1VULN|1ASPD|1CDMG	1CANSTR|2AART|348ZMB|5VULN|6ASPD|7ERES|9CDMG|aRCR
260	25643 22524	   	181.28	DCR|2VULN|2ASPD|1DMG|1AAC	1CANSTR|24ASPD|3MBVNT|5RPLT|6RCR|79VULN|8DMG|aAAC
261	25622 14117	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1CANSTR|2ASPD|3MBVNT|4BEXP|5AART|6DMG|7RCR|8ERES|9CDMG|aVULN
262	21612 31254	   	181.24	DCR|3ASPD|2AART|1ZMB|1DUR	1CANSTR|29AART|36aASPD|4ZMB|5DUR|7FEWX|8RCR
263	21123 24651	   	181.17	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB	1CANSTR|2AART|3aCDMG|4VULN|58BEXP|6RCR|7ZMB|9ASPD
264	21123 24661	   	181.17	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB	1CANSTR|2AART|3aCDMG|4VULN|58BEXP|6RCR|7ZMB|9DMG
265	25622 14163	   	181.09	DCR|2AART|1VULN|1ASPD|1DMG	1CANSTR|2ASPD|3MBVNT|4BEXP|59AART|6DMG|7RCR|8ERES|aVULN
266	25622 24243	   	181.09	DCR|2AART|1VULN|1ASPD|1DMG	1CANSTR|2ASPD|3MBVNT|4BEXP|58AART|6ERES|7RCR|9DMG|aVULN
267	25682 14414	   	181.09	DCR|2AART|1VULN|1ASPD|1DMG	1CANSTR|2ASPD|3MBVNT|4FEWX|59AART|6DMG|7RCR|8BASFIG|aVULN
268	25682 24243	   	181.09	DCR|2AART|1VULN|1ASPD|1DMG	1CANSTR|2ASPD|3MBVNT|4FEWX|58AART|6ERES|7RCR|9DMG|aVULN
269	21123 26255	 * 	180.99	DCR|2AART|1VULN|1ASPD|1CDMG	1CANSTR|2aAART|3CDMG|4VULN|5BEXP|6RCR|7RCVC|8TLV|9ASPD
270	21123 26265	 * 	180.99	DCR|2AART|1VULN|1DMG|1CDMG	1CANSTR|2aAART|3CDMG|4VULN|5BEXP|6RCR|7RCVC|8TLV|9DMG
271	21626 21133	 * 	180.92	DCR|1SPLARM|2ASPD|1AART|1DMG|1CDMG|2DUR	1CANSTR|2AART|35ASPD|45DUR|5BPWR|6SPLARM|7DMG|8VENFST|9CDMG|aRCR
272	21123 23112	   	180.89	DCR|2DMG|1VULN|1AART|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5aBEXP|6RCR|7CANARM|89DMG
273	21123 23116	   	180.89	DCR|2DMG|1VULN|1AART|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7CANARM|89DMG|aRMIN
274	21124 23112	   	180.89	DCR|2DMG|1AART|1VULN|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7CANARM|89DMG|aBEXP
275	21124 23113	   	180.89	DCR|2DMG|1AART|1VULN|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7CANARM|89DMG|aLHND
276	21124 23116	   	180.89	DCR|2DMG|1AART|1VULN|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7CANARM|89DMG|aRMIN
277	54232 11161	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1AME|2ASPD|3AAC|47DMG|5VULN|6aCGEN|8RCR|9AART
278	54232 11162	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1AME|2ASPD|3AAC|47DMG|5VULN|6CGEN|8RCR|9AART|aBEXP
279	21123 23111	   	180.79	DCR|2DMG|1AART|1VULN|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7CANARM|89DMG|aERES
280	21123 23113	   	180.79	DCR|2DMG|1VULN|1AART|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7CANARM|89DMG|aDUST
281	21123 23115	   	180.79	DCR|2DMG|1AART|1VULN|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5BEXP|6RCR|7CANARM|89DMG|aTLV
282	21124 23111	   	180.79	DCR|2DMG|1AART|1VULN|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7CANARM|89DMG|aERES
283	21124 23114	   	180.79	DCR|2DMG|1AART|1VULN|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7CANARM|89DMG|aDUST
284	21124 23115	   	180.79	DCR|2DMG|1AART|1VULN|1CDMG	1CANSTR|2AART|3CDMG|4VULN|5LWND|6RCR|7CANARM|89DMG|aTLV
285	52522 15323	   	180.45	DCR|2VULN|2ASPD|1DMG|1DUR	1AME|2RPLT|38VULN|4DMG|5aASPD|6LHND|7DUR|9RCR
286	21323 45621	   	180.39	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR	1CANSTR|2AART|3MLV|49DUR|5VULN|6aCDMG|7ASPD|8RCR
287	21623 42621	   	180.29	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR	1CANSTR|2AART|3ASPD|49DUR|5VULN|6aCDMG|7TLV|8RCR
288	12262 21615	   	180.06	DCR|2VULN|2ASPD|1AART	1aBEXP|2aVULN|38CGEN|4AART|5FEWX|6aASPD|7RCR|9DMSP|aBPWR
289	12262 21635	   	180.06	DCR|2VULN|2ASPD|1AART	1aBEXP|2aVULN|389CGEN|4AART|5FEWX|6aASPD|7RCR|aBPWR
290	25133 62432	   	180.04	DCR|3ASPD|1AART|1DMG|2ZMB	1CANSTR|246ASPD|34ZMB|4BPWR|5DMG|7ERES|8RCR|9DUST|aAART
291	25132 41133	   	179.95	DCR|2ASPD|3ZMB|1VULN|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7VULN|8LIT|9RPLT|aCDMG
292	25132 41151	   	179.95	DCR|2ASPD|3ZMB|1VULN|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7VULN|8LIT|9CDMG|aRMIN
293	25132 41316	   	179.95	DCR|2ASPD|3ZMB|1VULN|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7VULN|8MLV|9LHND|aCDMG
294	25132 43532	 * 	179.95	DCR|2ASPD|3ZMB|1AART|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7CGEN|8CDMG|9RPLT|aAART
295	61351 13163	   	179.92	DCR|2VULN|2ASPD|1AART|1AAC	1RCVC|2AAC|3AART|47ASPD|57TLV|67LWND|7BPWR|8aVULN|9RCR
296	12151 26511	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	134BEXP|25VULN|6LWND|7CDMG|8RCR|9ASPD|aAART
297	12163 52123	   	179.89	DCR|2VULN|1AART|1DMG|1CDMG	136BEXP|2aVULN|4AART|5DMG|7FEWX|8RCR|9CDMG
298	12163 56123	   	179.89	DCR|2VULN|1AART|1DMG|1CDMG	136BEXP|2aVULN|4AART|5DMG|7LWND|8RCR|9CDMG
299	25132 41152	   	179.85	DCR|2ASPD|3ZMB|1VULN|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7VULN|8LIT|9CDMG|aMSLREG
300	25132 41216	   	179.85	DCR|2ASPD|3ZMB|1VULN|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7VULN|8ERES|9LHND|aCDMG
301	25132 41233	   	179.85	DCR|2ASPD|3ZMB|1VULN|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7VULN|8ERES|9MLV|aCDMG
302	25132 41433	   	179.85	DCR|2ASPD|3ZMB|1VULN|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7VULN|8TLV|9MLV|aCDMG
303	25132 41533	   	179.85	DCR|2ASPD|3ZMB|1VULN|1CDMG	1CANSTR|24ASPD|345ZMB|4BPWR|6RCR|7VULN|8DMSP|9DUST|aCDMG
304	21123 25116	 * 	179.80	DCR|2VULN|2AART|1CDMG	1CANSTR|29AART|3CDMG|4aVULN|5BEXP|6RCR|7RPLT|8RMIN
305	21124 22226	   	179.80	DCR|2VULN|2AART|1CDMG	1CANSTR|29AART|3CDMG|4aVULN|5LWND|6RCR|7MLV|8FEWX
306	21124 22626	   	179.80	DCR|2VULN|2AART|1CDMG	1CANSTR|29AART|3CDMG|4aVULN|5LWND|6RCR|7MLV|8BEXP
307	21123 21116	   	179.70	DCR|2VULN|2AART|1CDMG	1CANSTR|28AART|3CDMG|4aVULN|5BEXP|6RCR|7DUST|9AME
308	21124 21326	   	179.70	DCR|2VULN|2AART|1CDMG	1CANSTR|29AART|3CDMG|4aVULN|5LWND|6RCR|7DUST|8AME
