0	Index      	 *	Score 	Summary	Detail	
1	32336 31643	 * 	216.70	ACR|3ASPD|2VULN|2DMG|2DUR|2ZMB	1LEGI|28aASPD|3RCR|4aVULN|5RMIN|68ZMB|78DMG|8aBPWR|9aDUR
161	41223 16134	   	190.61	DCR|2VULN|1AART|1ASPD|3DUR	18VULN|2BEXP|348DUR|58LHND|6RCR|7AART|8BPWR|9ASPD|aRMIN
162	33331 16413	   	190.60	ACR|3VULN|3DMG|2ZMB|1DUR	1LEGI|27aDMG|3RCR|49aVULN|5FEWX|6DUR|8aZMB|aBPWR
163	33335 36413	   	190.60	ACR|3VULN|3DMG|2ZMB|1DUR	1LEGI|27aDMG|3RCR|49aVULN|5DUR|6BEXP|8aZMB|aBPWR
164	13212 11323	 * 	190.41	DCR|3VULN|1ASPD|1CDMG|1DUR	1LWND|2FEWX|3DUR|45aVULN|6RCR|7RMIN|8CDMG|9ASPD
165	53612 11323	   	190.41	DCR|3VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3LWND|45aVULN|6RCR|7RMIN|8CDMG|9ASPD
166	33336 46132	   	190.35	ACR|2VULN|2AART|2DMG|1DUR	1LEGI|28DMG|3RCR|48VULN|5RMIN|68FEWX|79AART|8BPWR|aDUR
167	43252 11323	   	190.31	DCR|3VULN|1ASPD|1CDMG|1DUR	15aVULN|2FEWX|3DUR|4DUST|6RCR|7RMIN|8CDMG|9ASPD
168	53412 11323	   	190.31	DCR|3VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3LEGI|45aVULN|6RCR|7RMIN|8CDMG|9ASPD
169	63212 11323	   	190.31	DCR|3VULN|1ASPD|1CDMG|1DUR	1DUST|2FEWX|3DUR|45aVULN|6RCR|7RMIN|8CDMG|9ASPD
170	66612 11323	   	190.31	DCR|3VULN|1ASPD|1CDMG|1DUR	1DUST|2DUR|3LWND|45aVULN|6RCR|7RMIN|8CDMG|9ASPD
171	22164 26331	   	190.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CDMG|39AART|4VULN|5DMG|6DUR|7ZMB|8MULFIG|aRCR
172	66412 11323	   	190.21	DCR|3VULN|1ASPD|1CDMG|1DUR	1DUST|2DUR|3LEGI|45aVULN|6RCR|7RMIN|8CDMG|9ASPD
173	22116 41323	   	189.79	DCR|3VULN|1AART|1CDMG|1ZMB	1MLV|2CDMG|3AART|4TLV|5DUST|689VULN|7RCR|aZMB
174	22134 46311	 * 	189.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3AART|4BEXP|5DMG|6VULN|79ASPD|8MULFIG|aRCR
175	22164 36311	   	189.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3AART|4VULN|5DMG|6DUST|79ASPD|8MULFIG|aRCR
176	63412 16132	   	189.69	DCR|3VULN|2AART|1DUR	18DUST|28FEWX|3LEGI|458VULN|6RCR|79AART|8BPWR|aDUR
177	46113 43332	   	189.51	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	18VULN|28DUR|3BELT|4AART|58BEXP|6RCR|7RCVC|8BPWR|9ZMB|aCDMG
178	32336 31452	   	189.46	ACR|2DMG|2ASPD|1VULN|1NUKE|2ZMB|1SELL	1LEGI|29ASPD|3RCR|4VULN|5RMIN|69ZMB|79DMG|8SELL|9BPWR|aNUKE
179	61212 16363	   	189.46	DCR|4VULN|1AART|1DUR	1DUST|2BEXP|3DUR|459aVULN|6RCR|7AART|8LWND
180	63212 16363	   	189.46	DCR|4VULN|1AART|1DUR	1DUST|2FEWX|3DUR|459aVULN|6RCR|7AART|8LWND
181	13212 13563	   	189.46	DCR|4VULN|1AART|1DUR	1LWND|2FEWX|3DUR|459aVULN|6RCR|7DUST|8AART
182	22162 21321	   	189.42	DCR|1VULN|1AART|2CDMG|1DMG|2DUR	1MLV|2aCDMG|3AART|4VULN|5RMIN|68DUR|7RCR|9DMG
183	32425 12361	   	189.40	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LEGI|2ASPD|3ERES|4BASARM|5DUR|6VULN|7RCR|8DMG|9aAART
184	33425 12361	   	189.40	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LEGI|2DMG|3ERES|4BASARM|5DUR|6VULN|7RCR|8ASPD|9aAART
185	22123 41461	 * 	189.32	DCR|2VULN|3CDMG|1AART|1NUKE	18MLV|28aCDMG|3AART|4LHND|5ERES|68VULN|7RCR|8BPWR|9NUKE
186	22123 41462	   	189.32	DCR|2VULN|2CDMG|1AART|1NUKE|1ZMB	18MLV|28CDMG|3AART|4LHND|5ERES|68VULN|7RCR|8BPWR|9NUKE|aZMB
187	22123 41463	 * 	189.32	DCR|3VULN|2CDMG|1AART|1NUKE	18MLV|28CDMG|3AART|4LHND|5ERES|68aVULN|7RCR|8BPWR|9NUKE
188	63212 16115	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	18DUST|2FEWX|38DUR|458VULN|6RCR|7AART|8BPWR|9BEXP|aZMB
189	63212 16125	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	18DUST|2FEWX|38DUR|458VULN|6RCR|7AART|8BPWR|9LHND|aZMB
190	22166 21611	 * 	189.25	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1MLV|2CDMG|3AART|45VULN|6MULARM|7AME|8RCR|9ASPD|aMDPS
191	11361 54834	 * 	189.20	DCR|3VULN|3ASPD|1MDPS	19aLWND|2BEXP|39aASPD|4MDPS|59aVULN|6MBVNT|7RMIN|8RCR|9aBPWR
192	46162 32131	   	189.14	DCR|3VULN|3ASPD|1DUR	169VULN|2DUR|3BELT|458ASPD|7RPLT|aRCR
193	22121 46311	   	189.13	DCR|1SPLARM|2AART|1VULN|1ASPD|1CDMG|1ZMB	1MLV|2CDMG|38AART|4LHND|5ZMB|6VULN|7SPLARM|9ASPD|aRCR
194	14251 12133	   	189.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4CDMG|5ERES|6ASPD|7AART|8VULN|9DMG|aRCR
195	32255 62133	   	189.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LEGI|2ASPD|3RCVC|4CDMG|5ZMB|6CGEN|7AART|8VULN|9DMG|aRCR
196	43132 26313	   	189.10	DCR|2VULN|1MDPS|2ASPD|1DMG|2ZMB	1aVULN|2FEWX|3RCVC|4aASPD|5MDPS|6LWND|7DMG|8aZMB|9RCR|aBPWR
197	32161 54834	   	189.10	DCR|3VULN|3ASPD|1MDPS	1LEGI|29aASPD|39aBEXP|4MDPS|59aVULN|6MBVNT|7RMIN|8RCR|9aBPWR
198	22164 24211	   	189.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1MLV|2CDMG|3AART|4VULN|5DMG|67DUR|8MSLFST|9ASPD|aRCR
199	32251 52133	   	189.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LEGI|2ASPD|3RCVC|4CDMG|5ERES|6ZMB|7AART|8VULN|9DMG|aRCR
200	32255 32133	   	189.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LEGI|2ASPD|3RCVC|4CDMG|5ZMB|6TLV|7AART|8VULN|9DMG|aRCR
201	33255 12333	   	189.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LEGI|2DMG|3RCVC|4CDMG|5ZMB|6ASPD|7AART|8TLV|9VULN|aRCR
202	43132 36313	   	189.00	DCR|2VULN|1MDPS|2ASPD|1DMG|2ZMB	1aVULN|2FEWX|3RCVC|4aASPD|5MDPS|6DUST|7DMG|8aZMB|9RCR|aBPWR
203	51412 11413	   	188.84	DCR|4VULN|2DUR|2ZMB	1aDUR|2BEXP|3LEGI|459aVULN|6RCR|7RMIN|8aZMB|aBPWR
204	53412 11413	   	188.84	DCR|4VULN|2DUR|2ZMB	1aDUR|2FEWX|3LEGI|459aVULN|6RCR|7RMIN|8aZMB|aBPWR
205	22122 41523	   	188.83	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3AART|4LHND|5RMIN|6aVULN|7RCR|8DMSP|9DMG
206	22116 41325	   	188.82	DCR|3VULN|1MDPS|1AART|1CDMG	1MLV|2CDMG|3AART|4TLV|5DUST|689VULN|7RCR|aMDPS
207	22162 31343	   	188.73	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3AART|4aVULN|5RMIN|6DUST|7RCR|8DMG|9RPLT
208	33336 31112	   	188.64	ACR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1LEGI|27DMG|3RCR|49VULN|5RMIN|6ZMB|8CDMG|aASPD
209	22162 31123	   	188.63	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3AART|4aVULN|5RMIN|68DUST|7RCR|9DMG
210	11212 11413	   	188.21	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2BEXP|3DUR|459VULN|6RCR|7RMIN|8ZMB|aAART
211	13212 11413	   	188.21	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2FEWX|3DUR|459VULN|6RCR|7RMIN|8ZMB|aAART
212	41243 11413	   	188.21	DCR|3VULN|1AART|1ZMB|1DUR	149VULN|2BEXP|3DUR|5LHND|6RCR|7RMIN|8ZMB|aAART
213	51612 11413	   	188.21	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2BEXP|3LWND|459VULN|6RCR|7RMIN|8ZMB|aAART
214	53612 11413	   	188.21	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2FEWX|3LWND|459VULN|6RCR|7RMIN|8ZMB|aAART
215	32332 31631	   	188.18	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1LEGI|28ASPD|3RCR|48VULN|5AME|6ZMB|78DMG|8BPWR|9LHND|aDUR
216	32332 31642	   	188.18	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1LEGI|28ASPD|3RCR|48VULN|5AME|6ZMB|78DMG|8BPWR|9DUR|aDMSP
217	32332 31643	   	188.18	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1LEGI|28ASPD|3RCR|48VULN|5aAME|6ZMB|78DMG|8BPWR|9DUR
218	32332 31644	   	188.18	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1LEGI|28ASPD|3RCR|48VULN|5AME|6ZMB|78DMG|8BPWR|9DUR|aRPLT
219	32332 31645	   	188.18	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1LEGI|28ASPD|3RCR|48VULN|5AME|6ZMB|78DMG|8BPWR|9DUR|aLWND
220	32332 31661	   	188.18	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1LEGI|28ASPD|3RCR|48VULN|5AME|6ZMB|78DMG|8BPWR|9FEWX|aDUR
221	32335 16151	 * 	188.16	ACR|3ASPD|2VULN|1CDMG|2DUR|2ZMB	1LEGI|29aASPD|3RCR|49VULN|56DUR|7CDMG|89ZMB|9BPWR
222	32335 11641	 * 	188.14	ACR|2VULN|2DMG|2ASPD|3DUR	1LEGI|28ASPD|3RCR|49VULN|568DUR|78DMG|8BPWR|aLIT
223	32335 11642	   	188.14	ACR|2VULN|2DMG|2ASPD|3DUR	1LEGI|28ASPD|3RCR|49VULN|568DUR|78DMG|8BPWR|aMLV
224	32335 11643	   	188.14	ACR|2VULN|2DMG|2ASPD|3DUR	1LEGI|28ASPD|3RCR|49VULN|568DUR|78DMG|8BPWR|aLWND
225	32335 11651	   	188.14	ACR|2VULN|2DMG|2ASPD|3DUR	1LEGI|28ASPD|3RCR|4aVULN|568DUR|78DMG|8BPWR|9LWND
226	32332 31646	   	188.08	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1LEGI|28ASPD|3RCR|48VULN|5AME|6ZMB|78DMG|8BPWR|9DUR|aDUST
227	32335 11634	   	188.04	ACR|2VULN|2DMG|2ASPD|3DUR	1LEGI|28ASPD|3RCR|4aVULN|568DUR|78DMG|8BPWR|9ERES
228	22116 41324	   	187.76	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3AART|4TLV|5DUST|689VULN|7RCR|aDUR
229	41333 41633	 * 	187.71	DCR|4VULN|2ASPD|1SELL	147aVULN|2BEXP|3aASPD|5SELL|6RPLT|8RCR|9aLHND|aBPWR
230	32335 16153	 * 	187.69	ACR|2VULN|2ASPD|3ZMB|1CDMG|2DUR	1LEGI|29ASPD|3RCR|49VULN|56DUR|7CDMG|89aZMB|9BPWR
231	13212 15364	   	187.59	DCR|3VULN|2DMG|1DUR	17LWND|2FEWX|3DUR|458VULN|6RCR|9aDMG
232	41333 25423	   	187.58	DCR|3VULN|2ASPD|2ZMB|1SELL	14aVULN|2BEXP|3aASPD|5SELL|6aZMB|7RPLT|8RMIN|9RCR|aBPWR
233	32331 16563	 * 	187.45	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1LEGI|2ASPD|3RCR|49aVULN|5FEWX|6DUR|7DMG|8AART
234	44323 17313	 * 	187.40	ACR|3VULN|2DMG|3ZMB|1DUR	19aVULN|28aZMB|3RCR|4FEWX|5MBVNT|6DUR|7aDMG|aBPWR
235	22343 21614	   	187.32	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|23CDMG|4AART|5aVULN|6MULARM|7AME|8RCR|9ASPD
236	22162 21222	   	187.30	DCR|2VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1MLV|2CDMG|3AART|49VULN|5RMIN|6DUR|7RCR|8AAC|aZMB
237	22162 21433	   	187.30	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3AART|49VULN|5RMIN|6DUR|7RCR|8MSLREG|aZMB
238	22125 41421	   	187.29	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4LHND|5AME|689VULN|7RCR|8BPWR|aDMSP
239	22135 41422	   	187.29	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4BEXP|5AME|689VULN|7RCR|8BPWR|aFEWX
240	22114 41422	   	187.19	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4TLV|5BEXP|689VULN|7RCR|8BPWR|aFEWX
241	22115 41422	   	187.19	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4TLV|5aFEWX|689VULN|7RCR|8BPWR
242	22123 41421	   	187.19	DCR|3VULN|2CDMG|1AART	18MLV|28CDMG|3AART|4LHND|5ERES|689VULN|7RCR|8BPWR|aDMSP
243	22123 41426	   	187.19	DCR|3VULN|2CDMG|1AART	18MLV|28CDMG|3AART|4LHND|5ERES|689VULN|7RCR|8BPWR|aCGEN
244	22133 41422	   	187.19	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4BEXP|5ERES|689VULN|7RCR|8BPWR|aFEWX
245	22133 41426	   	187.19	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4BEXP|5ERES|689VULN|7RCR|8BPWR|aCGEN
246	22125 41423	   	187.19	DCR|3VULN|2CDMG|1AART	18MLV|28CDMG|3AART|4LHND|5AME|689VULN|7RCR|8BPWR|aERES
247	22135 41421	   	187.19	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4BEXP|5AME|689VULN|7RCR|8BPWR|aLEGI
248	42314 14544	   	187.10	DCR|3VULN|2DMG|1AAC	19aVULN|2RMIN|3AAC|4RCVC|5MBVNT|69BEXP|7RCR|89DMG|9BPWR
249	22114 41421	   	187.09	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4TLV|5BEXP|689VULN|7RCR|8BPWR|aLEGI
250	22115 41421	   	187.09	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4TLV|5FEWX|689VULN|7RCR|8BPWR|aLEGI
251	22116 41222	   	187.09	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4TLV|5DUST|689VULN|7RCR|8BPWR|aFEWX
252	22116 41226	   	187.09	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4TLV|5DUST|689VULN|7RCR|8BPWR|aCGEN
253	22123 41423	   	187.09	DCR|3VULN|2CDMG|1AART	18MLV|28CDMG|3AART|4LHND|5aERES|689VULN|7RCR|8BPWR
254	22133 41421	   	187.09	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4BEXP|5ERES|689VULN|7RCR|8BPWR|aLEGI
255	32364 31113	   	187.05	ACR|3VULN|2ASPD|1DMG|1ZMB	1LEGI|2aASPD|3RCR|4RMIN|5aBEXP|6ZMB|7DMG|89aVULN|aBPWR
256	22162 21324	 * 	187.05	DCR|1VULN|1AART|1DMG|3DUR|1CDMG	1MLV|2CDMG|3AART|4VULN|5RMIN|68aDUR|7RCR|9DMG
257	22116 41221	   	186.99	DCR|3VULN|1AART|2CDMG	18MLV|28CDMG|3AART|4TLV|5DUST|689VULN|7RCR|8BPWR|aLEGI
258	32336 46132	   	186.98	ACR|2VULN|2AART|2ASPD|1DUR	1LEGI|28ASPD|3RCR|48VULN|5RMIN|68FEWX|79AART|8BPWR|aDUR
259	63334 11113	 * 	186.91	ACR|3VULN|3ASPD|1DMG|1DUR	1aDUST|2FEWX|34aASPD|5RCR|6DUR|7DMG|89aVULN|aBPWR
260	33214 25334	   	186.82	DCR|3DMG|2VULN|1DUR	1LEGI|289DMG|3RCVC|49AME|5RPLT|69VULN|7RCR|9BPWR|aDUR
261	33216 25334	   	186.82	DCR|3DMG|2VULN|1DUR	1LEGI|289DMG|3RCVC|49AME|59VULN|6RPLT|7RCR|9BPWR|aDUR
