0	Index      	 *	Score 	Summary	Detail	
1	64112 31511	 * 	211.20	DCR|2DMG|1VULN|1AART|1ASPD|1NUKE|1ZMB	1MULARM|2DUST|3AART|4ZMB|5ASPD|67DMG|8RCR|9VULN|aNUKE
159	66112 33412	   	183.97	ACR|2VULN|2AART|2ASPD|1ZMB	1aMULARM|2RCR|37AART|4ZMB|5aASPD|6TLV|8DUST|9aVULN|aBPWR
160	35135 32222	   	183.91	DCR|2VULN|1MDPS|2DMG|1CDMG	19CGEN|2CDMG|3LIT|45DMG|6RCR|78VULN|aMDPS
161	35135 32242	   	183.91	DCR|2VULN|1MDPS|2DMG|1CDMG	1CGEN|2CDMG|39LIT|45DMG|6RCR|78VULN|aMDPS
162	35135 32335	   	183.91	DCR|2VULN|2DMG|1MDPS|1CDMG	1CGEN|2CDMG|3LIT|45DMG|6RCR|79VULN|8LHND|aMDPS
163	31425 26222	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|28VULN|3FEWX|4LWND|5AART|6RCR|7CDMG|9BELT|aDMG
164	62131 31642	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1MULARM|2BEXP|3AART|4aVULN|5LIT|6RCR|7LWND|8ASPD|9CDMG
165	62131 32342	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	1MULARM|2BEXP|3AART|4aVULN|5LIT|6RCR|7DMG|8LHND|9CDMG
166	31265 25311	   	183.88	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|24VULN|3RMIN|5DUR|6ZMB|7DMG|8RCR|9RCVC|aAART
167	31265 41311	   	183.88	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|24VULN|3RMIN|5DUR|6DMG|7ZMB|8RCR|9RCVC|aAART
168	66133 23522	   	183.88	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1MULARM|2RCR|38AART|47VULN|5TLV|6CDMG|9DMG|aDUR
169	33613 62363	   	183.86	DCR|3VULN|1ASPD|1DMG|1DUR	1CGEN|2DUST|356VULN|4CANSTR|7DMG|8DUR|9RCR|aASPD
170	31213 25441	   	183.81	DCR|3VULN|2DMG|1ZMB	1aCGEN|25aVULN|3RMIN|4FEWX|6ZMB|7aDMG|8BELT|9RCR|aBPWR
171	31223 25441	   	183.81	DCR|3VULN|2DMG|1ZMB	1aCGEN|25aVULN|3RMIN|4BEXP|6ZMB|7aDMG|8BELT|9RCR|aBPWR
172	35135 32211	 * 	183.81	DCR|2VULN|1MDPS|2DMG|2CDMG	1CGEN|2aCDMG|3LIT|45DMG|6RCR|78VULN|9MDPS
173	35135 32212	   	183.81	DCR|2VULN|1MDPS|2DMG|1CDMG|1MSE	1CGEN|2CDMG|3LIT|45DMG|6RCR|78VULN|9MDPS|aMSE
174	35135 32213	   	183.81	DCR|2VULN|1MDPS|2DMG|1CDMG	1CGEN|2CDMG|3LIT|45DMG|6RCR|78VULN|9MDPS|aFEWX
175	35135 32214	 * 	183.81	DCR|2VULN|1MDPS|2DMG|1AART|1CDMG	1CGEN|2CDMG|3LIT|45DMG|6RCR|78VULN|9MDPS|aAART
176	35135 32215	   	183.81	DCR|2VULN|1MDPS|2DMG|1CDMG	1CGEN|2CDMG|3LIT|45DMG|6RCR|78VULN|9MDPS|aDMSP
177	35135 32216	 * 	183.81	DCR|3VULN|1MDPS|2DMG|1CDMG	1CGEN|2CDMG|3LIT|45DMG|6RCR|78aVULN|9MDPS
178	33625 26222	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2DUST|38VULN|4LWND|5AART|6RCR|7CDMG|9BELT|aDMG
179	64131 32342	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1MULARM|2DUST|3AART|4aVULN|5LIT|6RCR|7DMG|8LHND|9CDMG
180	64612 32232	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1MULARM|2DUST|3MLV|48VULN|5CDMG|6RCR|7DMG|9RPLT|aAART
181	62151 22452	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1MULARM|2BEXP|3AART|4MBVNT|5LIT|6RCR|7DMG|8aVULN|9CDMG
182	31165 25311	   	183.78	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|24VULN|3TLV|5DUR|6ZMB|7DMG|8RCR|9RCVC|aAART
183	31165 41311	   	183.78	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|24VULN|3TLV|5DUR|6DMG|7ZMB|8RCR|9RCVC|aAART
184	31365 25311	   	183.78	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|24VULN|3ERES|5DUR|6ZMB|7DMG|8RCR|9RCVC|aAART
185	31365 41311	   	183.78	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|24VULN|3ERES|5DUR|6DMG|7ZMB|8RCR|9RCVC|aAART
186	53263 41311	   	183.78	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1DUR|2ZMB|3CGEN|45VULN|6DMG|7AAC|8RCR|9RCVC|aAART
187	13363 61214	   	183.78	DCR|2DMG|2ASPD|1VULN|1AAC|1ZMB	1AAC|2BELT|38DMG|4RMIN|58ASPD|68CGEN|7RCR|8BPWR|9VULN|aZMB
188	16165 12221	   	183.76	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1AAC|246VULN|3TLV|5DUR|7AART|8AELBLL|9RCR|aCDMG
189	31165 12221	   	183.76	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|246VULN|38TLV|5DUR|7AART|9RCR|aCDMG
190	16162 32351	   	183.75	DCR|3VULN|2AAC|1AART|1ZMB|1DUR	15AAC|249VULN|3TLV|6RCR|7AART|8ZMB|aDUR
191	64212 32232	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1MULARM|2DUST|3TLV|48VULN|5CDMG|6RCR|7DMG|9RPLT|aAART
192	63232 26621	 * 	183.69	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1MULARM|2DUR|3TLV|47AART|5ASPD|6MDPS|8RCR|9VULN|aCDMG
193	62141 32251	   	183.68	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18MULARM|28BEXP|3AART|4DUR|5LIT|6RCR|78DMG|8BPWR|9VULN|aZMB
194	63136 25133	   	183.68	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	1MULARM|2DUR|3AART|49VULN|5aZMB|6CDMG|7RCR|8CGEN
195	52623 13621	 * 	183.63	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1SELL	1DUR|2LWND|3CDMG|4FEWX|5ASPD|6SELL|7AART|8VULN|9DMG|aRCR
196	63431 32251	   	183.58	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18MULARM|2DUR|3LEGI|4AART|58LIT|6RCR|78DMG|8BPWR|9VULN|aZMB
197	13363 41214	   	183.58	DCR|2DMG|2ASPD|1VULN|1AAC|1ZMB	1AAC|2BELT|38DMG|4RMIN|58ASPD|68ERES|7RCR|8BPWR|9VULN|aZMB
198	63136 25333	   	183.58	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	1MULARM|2DUR|3AART|49VULN|5aZMB|6CDMG|7RCR|8ERES
199	54223 31252	   	183.52	DCR|2VULN|1MDPS|2CDMG|1DMG|2DUR|1ZMB	17DUR|2MDPS|37CDMG|4ZMB|5AME|67VULN|7BPWR|8MLV|9DMG|aRCR
200	61243 62232	 * 	183.50	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC	1MULARM|2AAC|37DMG|4LHND|56ASPD|8VULN|9CDMG|aRCR
201	23264 35331	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1LHND|2ZMB|3CGEN|4VULN|5LIT|6RCR|7DUR|8aDMG|9AART
202	53264 33331	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1DUR|2ZMB|3CGEN|4VULN|5LIT|6RCR|7LHND|8aDMG|9AART
203	54223 31132	 * 	183.42	DCR|2VULN|1MDPS|2CDMG|1ASPD|2DUR|1ZMB	17DUR|2MDPS|37CDMG|4ZMB|5AME|67VULN|7BPWR|8ERES|9ASPD|aRCR
204	54223 31152	   	183.42	DCR|2VULN|1MDPS|2CDMG|1DMG|2DUR|1ZMB	17DUR|2MDPS|37CDMG|4ZMB|5AME|67VULN|7BPWR|8ERES|9DMG|aRCR
205	62134 24484	   	183.37	DCR|3VULN|1AART|1DMG	1MULARM|2BEXP|3AART|49aVULN|5MBVNT|6DMG|7RCR|8MLV
206	16165 12222	   	183.36	DCR|4VULN|1AART|1AAC|1DUR	1AAC|246aVULN|3TLV|5DUR|7AART|8AELBLL|9RCR
207	31165 12222	   	183.36	DCR|4VULN|1AART|1DUR	1CGEN|246aVULN|38TLV|5DUR|7AART|9RCR
208	53263 16231	   	183.29	DCR|3VULN|1AART|2DUR|1ZMB	18DUR|2ZMB|3CGEN|456VULN|7LWND|9RCR|aAART
209	62134 24834	   	183.27	DCR|3VULN|1AART|1DMG	1MULARM|2BEXP|3AART|48aVULN|5MBVNT|6DMG|7RCR|9TLV
210	52135 23611	   	182.82	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	14DUR|2LWND|3RCR|58DMG|67VULN|9ZMB|aAART
211	63131 32142	   	182.79	DCR|2VULN|1AART|1DMG|2DUR	1MULARM|28DUR|3AART|4aVULN|5LIT|6RCR|7DMG|9RCVC
212	63612 33433	   	182.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3MLV|49VULN|5CDMG|6RCR|7AME|8AART|aZMB
213	63212 33433	   	182.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3TLV|49VULN|5CDMG|6RCR|7AME|8AART|aZMB
214	15113 42153	 * 	182.36	ACR|3ASPD|2VULN|2DMG|1AAC	1AAC|27LIT|3RCR|4ERES|57VULN|679ASPD|7BPWR|8aDMG
215	63132 51152	   	182.29	DCR|2VULN|2AART|1ZMB|1DUR	1MULARM|2DUR|3aAART|49VULN|5RPLT|6RCR|7RMIN|8ZMB
216	63212 34433	   	182.26	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3TLV|49VULN|5CDMG|6RCR|7ERES|8AART|aZMB
217	63112 51114	   	182.24	DCR|1AART|1ASPD|1DMG|1NUKE|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5ASPD|6RCR|7BELT|8DMG|9LWND|aNUKE
218	63232 56212	 * 	182.24	DCR|2VULN|1AART|1ASPD|3DUR|1AAC	1aMULARM|27aDUR|3TLV|4AART|5ASPD|6AAC|8RCR|9aVULN|aBPWR
219	62112 13254	   	182.20	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB	1MULARM|2BEXP|37AART|4ZMB|5ASPD|6MLV|8RCR|9DMG|aCDMG
220	63132 52162	   	182.19	DCR|2VULN|2AART|1AAC|1ZMB|1DUR	1MULARM|2DUR|3aAART|49VULN|5RPLT|6RCR|7AAC|8ZMB
221	61423 12142	 * 	182.17	DCR|3ASPD|2DMG|1VULN|1AAC	18MULARM|2AAC|358ASPD|4DUST|6TLV|78DMG|8BPWR|9RCR|aVULN
222	63112 52311	   	182.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5ASPD|6RCR|7FEWX|8VULN|9BEXP|aCDMG
223	63112 52361	   	182.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5ASPD|6RCR|7FEWX|8VULN|9LHND|aCDMG
224	63112 52521	   	182.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5ASPD|6RCR|7FEWX|8LWND|9VULN|aCDMG
225	63112 53521	   	182.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5ASPD|6RCR|7BEXP|8LWND|9VULN|aCDMG
226	63112 56221	   	182.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5ASPD|6RCR|7LHND|8FEWX|9VULN|aCDMG
227	62112 33254	   	182.10	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB	1MULARM|2BEXP|37AART|4ZMB|5ASPD|6TLV|8RCR|9DMG|aCDMG
228	63163 11163	   	182.05	DCR|3VULN|1AART|1ZMB|1DUR	1MULARM|2DUR|3AART|4CGEN|5RPLT|69aVULN|7RCR|8ZMB
229	63633 11163	   	182.05	DCR|3VULN|1AART|1ZMB|1DUR	1MULARM|2DUR|3MLV|4AART|5RPLT|69aVULN|7RCR|8ZMB
230	62212 32536	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MULARM|2BEXP|3TLV|4VULN|5CDMG|6RCR|7DMG|8DUR|9AART|aZMB
231	62222 32536	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MULARM|2BEXP|3TLV|4DUR|5CDMG|6RCR|7DMG|8AART|9VULN|aZMB
232	63112 52331	   	182.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5ASPD|6RCR|7FEWX|8VULN|9TLV|aCDMG
233	33636 54121	   	181.98	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB	1CGEN|26DUST|36VULN|4MBVNT|5AART|6BPWR|7RCR|8ZMB|9DMG|aMDPS
234	63112 52362	   	181.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1MULARM|2DUR|3aAART|4ZMB|5ASPD|6RCR|7FEWX|8VULN|9LHND
235	63112 52522	   	181.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1MULARM|2DUR|3aAART|4ZMB|5ASPD|6RCR|7FEWX|8LWND|9VULN
236	63112 53522	   	181.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1MULARM|2DUR|3aAART|4ZMB|5ASPD|6RCR|7BEXP|8LWND|9VULN
237	63112 56222	   	181.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1MULARM|2DUR|3aAART|4ZMB|5ASPD|6RCR|7LHND|8FEWX|9VULN
238	32461 13116	   	181.96	DCR|3VULN|1AART|1CDMG	179CGEN|2ERES|379LIT|479VULN|5RPLT|6RCR|79BPWR|8AART|aCDMG
239	63113 11363	   	181.95	DCR|3VULN|1AART|1ZMB|1DUR	1MULARM|2DUR|3AART|4ZMB|5RPLT|69aVULN|7RCR|8TLV
240	63233 11163	   	181.95	DCR|3VULN|1AART|1ZMB|1DUR	1MULARM|2DUR|3TLV|4AART|5RPLT|69aVULN|7RCR|8ZMB
241	14112 12314	   	181.92	DCR|3VULN|2ASPD|1AAC|1DUR	1AAC|2aAME|3aASPD|4DUR|5CGEN|67aVULN|8RCR|9RCVC|aBPWR
242	35131 51613	   	181.89	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3LIT|4DMG|56RPLT|7RCR|89VULN|aAART
243	16162 32431	 * 	181.85	DCR|2VULN|1MDPS|2AAC|1AART|1DMG|1DUR	15AAC|24VULN|3TLV|6RCR|7AART|8DUR|9DMG|aMDPS
244	35221 23512	   	181.84	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|3RCVC|4LIT|5DUR|6RCR|7DMG|8ASPD|9AART|aZMB
245	61322 25163	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1MULARM|2AAC|3FEWX|4AART|5CDMG|6AME|7RCR|8DMG|9aVULN
246	62134 24811	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	1MULARM|2BEXP|3AART|48VULN|5MBVNT|6DMG|7RCR|9FEWX|aCDMG
247	35132 31245	 * 	181.76	DCR|1AART|1VULN|1DMG|1NUKE|1CDMG|1AAC	1CGEN|2CDMG|3LIT|4DMG|5AART|6BELT|7VULN|8RCR|9NUKE|aAAC
248	61316 36133	   	181.76	DCR|3VULN|1ASPD|1DMG|1AAC	1MULARM|2AAC|35FEWX|459VULN|5BPWR|6RCR|7DMG|8BEXP|aASPD
249	12235 24342	   	181.75	DCR|4VULN|1DMG|1AAC|1DUR	1AAC|29DUST|39CGEN|4DUR|5DMG|679aVULN|8RCR|9BPWR
250	35132 23651	 * 	181.72	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB	16CGEN|2CDMG|3LIT|46DMG|5AART|6BPWR|7ASPD|8RCVC|9ZMB|aRCR
251	62134 24821	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG	1MULARM|2BEXP|3AART|48VULN|5MBVNT|6DMG|7RCR|9DUST|aCDMG
252	31425 26232	   	181.66	DCR|3VULN|1AART|1CDMG	1CGEN|289VULN|3FEWX|4LWND|5AART|6RCR|7CDMG|aBELT
253	31425 26233	   	181.66	DCR|3VULN|1AART|1CDMG	1CGEN|289VULN|3FEWX|4LWND|5AART|6RCR|7CDMG|aDMSP
254	31441 51222	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|24VULN|37FEWX|5AART|6ASPD|8TLV|9RCR|aDMG
255	63152 35211	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1MULARM|2DUR|3AART|4TSLARM|5ASPD|6CDMG|7FEWX|8RCR|9aDMG
256	33625 26232	   	181.56	DCR|3VULN|1AART|1CDMG	1CGEN|2DUST|389VULN|4LWND|5AART|6RCR|7CDMG|aFEWX
257	31425 26231	   	181.56	DCR|3VULN|1AART|1CDMG	1CGEN|289VULN|3FEWX|4LWND|5AART|6RCR|7CDMG|aDUST
258	33636 54232	 * 	181.51	DCR|2VULN|2AART|1DMG	18CGEN|26DUST|36VULN|4MBVNT|59AART|6BPWR|7RCR|aDMG
259	21262 15422	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1LHND|25TLV|3CGEN|46VULN|7ASPD|8AART|9RCR|aDMG
260	31132 15422	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|26VULN|35TLV|4LWND|7ASPD|8AART|9RCR|aDMG
261	31142 15422	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|26VULN|35TLV|4LHND|7ASPD|8AART|9RCR|aDMG
262	33625 26231	   	181.46	DCR|3VULN|1AART|1CDMG	1CGEN|2aDUST|389VULN|4LWND|5AART|6RCR|7CDMG
263	33625 26233	   	181.46	DCR|3VULN|1AART|1CDMG	1CGEN|2DUST|389VULN|4LWND|5AART|6RCR|7CDMG|aMSLFST
264	63134 24284	   	181.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1MULARM|2DUR|3AART|4VULN|5MBVNT|6aDMG|7RCR|8LHND|9ZMB
265	16162 32611	 * 	181.36	DCR|3VULN|2AAC|1AART|1CDMG	15AAC|248VULN|3TLV|6RCR|7AART|9FEWX|aCDMG
266	63216 13136	   	181.29	DCR|3VULN|1AART|2DUR|1ZMB	15MULARM|27DUR|3TLV|459VULN|5BPWR|6AART|8ZMB|aRCR
267	16162 32631	   	181.26	DCR|3VULN|2AAC|1AART|1CDMG	15AAC|248VULN|3TLV|6RCR|7AART|9DUST|aCDMG
