0	Index      	 *	Score 	Summary	Detail	
1	11542 36333	 * 	223.54	DCR|3VULN|3ASPD|1DMG|1ZMB|1DUR	19aVULN|236ASPD|4DMG|5ZMB|7DUR|8RCR
169	11541 22132	   	197.10	DCR|2VULN|2ASPD|1AART|1DMG	1aVULN|23ASPD|4DMG|5MLV|6AART|7CGEN|8RCVC|9RCR
170	12213 33443	   	197.07	DCR|4VULN|2CDMG|2DUR	1289VULN|34CGEN|58DUR|68CDMG|7RCR|8BPWR|aRMIN
171	11543 42212	   	197.05	DCR|3VULN|2ASPD|1DMG	15aVULN|23ASPD|4DMG|6RCR|7FEWX|8RCVC|9ERES
172	11541 26132	   	197.00	DCR|2VULN|2ASPD|1AART|1DMG	1aVULN|23ASPD|4DMG|5MLV|6AART|7TLV|8RCVC|9RCR
173	12123 14563	   	196.79	DCR|3VULN|2DMG|1CDMG	125VULN|3LHND|4RMIN|67DMG|8CDMG|9RCR|aRCVC
174	11541 22131	 * 	196.78	DCR|2ASPD|1VULN|1AART|1DMG|1NUKE	1VULN|23ASPD|4DMG|5MLV|6AART|7CGEN|8RCVC|9RCR|aNUKE
175	11543 42121	 * 	196.77	DCR|2VULN|2DMG|1MDPS|2ASPD|1ZMB	15VULN|23ASPD|4aDMG|6RCR|7FEWX|8MDPS|9ZMB
176	11543 42123	 * 	196.77	DCR|3VULN|1MDPS|2ASPD|1DMG|1ZMB	15aVULN|23ASPD|4DMG|6RCR|7FEWX|8MDPS|9ZMB
177	11541 26131	   	196.68	DCR|2ASPD|1VULN|1AART|1DMG|1NUKE	1VULN|23ASPD|4DMG|5MLV|6AART|7TLV|8RCVC|9RCR|aNUKE
178	11543 41121	   	196.67	DCR|2VULN|2DMG|1MDPS|2ASPD|1ZMB|1MSE	15VULN|23ASPD|4aDMG|6RCR|7MSE|8MDPS|9ZMB
179	12623 12132	   	196.62	DCR|3VULN|1AART|1DMG|1DUR	125VULN|3DUST|4RMIN|6DMG|7FEWX|8RCR|9AART|aDUR
180	12623 15132	   	196.62	DCR|3VULN|1AART|1DMG|1DUR	125VULN|3DUST|4RMIN|6DMG|7LWND|8RCR|9AART|aDUR
181	12623 42132	   	196.62	DCR|3VULN|1AART|1ASPD|1DUR	125VULN|3DUST|4RMIN|6ASPD|7FEWX|8RCR|9AART|aDUR
182	11124 63333	   	196.60	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	179VULN|2ASPD|37FEWX|4ZMB|5DUR|67AME|7BPWR|8RCR|aDMG
183	11522 26161	   	196.52	DCR|3ASPD|2VULN|1DMG|2ZMB|1AAC	16VULN|239ASPD|45ZMB|7AAC|8DMG|aRCR
184	12623 45123	   	196.52	DCR|3VULN|1AART|1ASPD|1DUR	125VULN|3DUST|4RMIN|6ASPD|7DUR|8RCR|9MBVNT|aAART
185	12623 45131	   	196.52	DCR|3VULN|1AART|1ASPD|1DUR|1MSE	125VULN|3DUST|4RMIN|6ASPD|7DUR|8RCR|9AART|aMSE
186	11525 26221	   	196.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	17VULN|23ASPD|4ZMB|5LIT|6AART|8RCR|9DUR|aCGEN
187	11525 26222	   	196.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	17VULN|23ASPD|4ZMB|5LIT|6AART|8RCR|9DUR|aRPLT
188	11525 26223	   	196.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	17VULN|23ASPD|4ZMB|5LIT|6AART|8RCR|9DUR|aFEWX
189	12123 14562	   	196.47	DCR|3VULN|2DMG|1CDMG	125VULN|3aLHND|4RMIN|67DMG|8CDMG|9RCR
190	12123 14561	   	196.37	DCR|3VULN|2DMG|1CDMG|1SELL	125VULN|3LHND|4RMIN|67DMG|8CDMG|9RCR|aSELL
191	12213 33442	   	196.24	DCR|4VULN|2CDMG|2DUR|1AAC	1289VULN|34CGEN|58DUR|68CDMG|7RCR|8BPWR|aAAC
192	25126 51323	   	196.24	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CANSTR|2BEXP|3ZMB|4aDMG|58VULN|6RCR|7CDMG|9DUR
193	22126 51323	   	196.14	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CANSTR|2DUST|3ZMB|4aDMG|58VULN|6RCR|7CDMG|9DUR
194	12143 31232	 * 	196.12	DCR|4VULN|1ASPD|1CDMG|1ZMB	1257VULN|3LHND|4CGEN|6CDMG|8ASPD|9ZMB|aRCR
195	12143 31632	   	196.12	DCR|4VULN|1DMG|1CDMG|1ZMB	1257VULN|3LHND|4CGEN|6CDMG|8DMG|9ZMB|aRCR
196	12253 31632	   	196.12	DCR|4VULN|1DMG|1CDMG|1ZMB	1257VULN|3CGEN|4BEXP|6CDMG|8DMG|9ZMB|aRCR
197	11522 25211	 * 	196.11	DCR|3VULN|2ASPD|3ZMB	168VULN|23ASPD|458ZMB|78LIT|8BPWR|9RCR|aLHND
198	11522 25212	   	196.11	DCR|3VULN|2ASPD|3ZMB	168VULN|23ASPD|458ZMB|78LIT|8BPWR|9RCR|aLWND
199	11522 25214	   	196.11	DCR|3VULN|2ASPD|3ZMB	168VULN|23ASPD|458ZMB|78LIT|8BPWR|9RCR|aRPLT
200	11522 25215	   	196.11	DCR|3VULN|2ASPD|3ZMB	168VULN|23ASPD|458ZMB|78aLIT|8BPWR|9RCR
201	16213 33443	 * 	196.07	DCR|3VULN|3CDMG|1AART	189VULN|2DUST|358CDMG|48ERES|6RCVC|7RCR|8BPWR|aAART
202	11541 11232	   	196.04	DCR|3VULN|2ASPD|1DMG|1DUR|1SELL	178VULN|23ASPD|4DMG|5MLV|6SELL|9DUR|aRCR
203	12243 22532	   	196.02	DCR|4VULN|1DMG|1CDMG|1ZMB	1256VULN|3CGEN|4DMG|7DUST|8CDMG|9ZMB|aRCR
204	12643 31632	   	196.02	DCR|4VULN|1DMG|1CDMG|1ZMB	1257VULN|3DUST|4CGEN|6CDMG|8DMG|9ZMB|aRCR
205	11522 25213	   	196.01	DCR|3VULN|2ASPD|3ZMB	168VULN|23ASPD|458ZMB|78LIT|8BPWR|9RCR|aTLV
206	11522 25216	   	196.01	DCR|3VULN|2ASPD|3ZMB	168VULN|23ASPD|458ZMB|78LIT|8BPWR|9RCR|aDUST
207	11543 42311	   	195.97	DCR|3VULN|2ASPD|1DMG	159VULN|23ASPD|4DMG|6RCR|7FEWX|8MLV|aCGEN
208	11543 42313	   	195.97	DCR|3VULN|2ASPD|1DMG	159VULN|23ASPD|4DMG|6RCR|7FEWX|8MLV|aLIT
209	21211 62734	 * 	195.97	DCR|3VULN|1AART|1DMG|3DUR	18CANSTR|2AART|368VULN|4LEGI|568DUR|68BPWR|7MBVNT|9DMG|aRCR
210	11662 22333	   	195.93	DCR|3VULN|3ASPD|1DUR	19aVULN|256ASPD|3DUR|4RCVC|7MBVNT|8RCR
211	11535 22153	   	195.92	DCR|2VULN|2ASPD|1AART|1DMG	18VULN|23ASPD|4AME|5LIT|6AART|7CGEN|9RCR|aDMG
212	11543 43211	   	195.87	DCR|3VULN|2ASPD|1DMG	159VULN|23ASPD|4DMG|6RCR|7TLV|8LWND|aCGEN
213	11543 43213	   	195.87	DCR|3VULN|2ASPD|1DMG	159VULN|23ASPD|4DMG|6RCR|7TLV|8LWND|aLIT
214	11543 43312	   	195.87	DCR|3VULN|2ASPD|1DMG	15aVULN|23ASPD|4DMG|6RCR|7TLV|8DMSP|9FEWX
215	22262 56322	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1CANSTR|2DUST|3DUR|4DMG|5ASPD|6RCR|7AART|8LIT|9aVULN
216	12335 36231	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	125VULN|3AELBLL|4MLV|6CDMG|7AART|8RPLT|9RCR|aDMG
217	12335 36233	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	125VULN|3AELBLL|4MLV|6CDMG|7AART|8RPLT|9RCR|aASPD
218	13323 14535	 * 	195.70	DCR|2VULN|2DMG|3ZMB|1CDMG	15VULN|2BEXP|349ZMB|67DMG|8CDMG|aRCR
219	13225 31461	   	195.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	17VULN|2BEXP|34CDMG|5AART|6ASPD|8ZMB|9RCR|aAME
220	13225 31462	   	195.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	17VULN|2BEXP|34CDMG|5AART|6ASPD|8ZMB|9RCR|aAELBLL
221	13225 31463	   	195.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	17VULN|2aBEXP|34CDMG|5AART|6ASPD|8ZMB|9RCR
222	13225 22245	   	195.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1aVULN|2BEXP|34CDMG|5AART|6LWND|7ASPD|8RCR|9DUR
223	12346 36231	   	195.62	DCR|3VULN|1AART|1DMG|1CDMG	124VULN|3AELBLL|5TLV|6CDMG|7AART|8RPLT|9RCR|aDMG
224	12346 36233	   	195.62	DCR|3VULN|1AART|1ASPD|1CDMG	124VULN|3AELBLL|5TLV|6CDMG|7AART|8RPLT|9RCR|aASPD
225	11541 21323	   	195.60	DCR|2ASPD|1VULN|1AART|1DMG|1NUKE	1VULN|23ASPD|4DMG|5MLV|6AART|7LIT|8CGEN|9RCR|aNUKE
226	11646 11332	   	195.47	DCR|3VULN|1ASPD|1DMG|2DUR	159VULN|2ASPD|3aDUR|4LWND|6DMG|7RMIN|8RCR
227	11663 23142	   	195.35	DCR|3VULN|2ASPD|1CDMG|1DUR	159VULN|26ASPD|3DUR|4RCVC|7CDMG|8LHND|aRCR
228	11663 23222	   	195.35	DCR|3VULN|2ASPD|1CDMG|1DUR	158VULN|26ASPD|3DUR|4RCVC|7CDMG|9LHND|aRCR
229	11663 23242	   	195.35	DCR|3VULN|2ASPD|1CDMG|1DUR	158VULN|26ASPD|3DUR|4RCVC|7CDMG|9LWND|aRCR
230	11363 23232	   	195.25	DCR|3VULN|2ASPD|1CDMG|1DUR	158VULN|26ASPD|3DUST|4RCVC|7CDMG|9DUR|aRCR
231	13333 31632	   	195.21	DCR|4VULN|2CDMG|2ZMB|1DUR	1578VULN|2BEXP|38ZMB|4DMSP|68CDMG|8BPWR|9DUR|aRCR
232	11521 23333	   	195.17	DCR|3VULN|3ASPD|1ZMB	19aVULN|236ASPD|4ZMB|5MLV|7FEWX|8RCR
233	11532 23333	   	195.17	DCR|3VULN|3ASPD|1ZMB	19aVULN|236ASPD|4AME|5ZMB|7FEWX|8RCR
234	11552 25333	   	195.17	DCR|3VULN|3ASPD|1ZMB	19aVULN|235ASPD|4BEXP|6ZMB|7MLV|8RCR
235	13253 42331	   	195.12	DCR|2VULN|2DMG|3CDMG	19VULN|2BEXP|357CDMG|4RMIN|6aDMG|8RCR
236	16333 31632	   	195.11	DCR|4VULN|2CDMG|2ZMB|1DUR	1578VULN|2DUST|38ZMB|4DMSP|68CDMG|8BPWR|9DUR|aRCR
237	11532 26333	   	195.07	DCR|3VULN|3ASPD|1ZMB	19aVULN|236ASPD|4AME|5ZMB|7DUST|8RCR
238	11552 24333	   	195.07	DCR|3VULN|3ASPD|1ZMB	19aVULN|235ASPD|4BEXP|6ZMB|7ERES|8RCR
239	16253 42331	   	195.02	DCR|2VULN|2DMG|3CDMG	19VULN|2DUST|357CDMG|4RMIN|6aDMG|8RCR
240	11525 25122	 * 	194.99	DCR|3ASPD|1AART|1VULN|1CDMG|1ZMB	1VULN|23aASPD|4ZMB|5LIT|6AART|7CDMG|8CGEN|9RCR
241	11543 21511	 * 	194.82	3VULN|1SPLARM|2ASPD|1AART|1DMG|1CDMG|1DUR	156VULN|23ASPD|4DMG|7DUR|8CDMG|9SPLARM|aAART
242	12123 33461	   	194.80	DCR|3VULN|1AART|1CDMG|1DUR	125VULN|3LHND|4RMIN|6CDMG|7RCR|8MSLREG|9AART|aDUR
243	12333 33446	   	194.72	DCR|4VULN|3CDMG|1DUR	1289VULN|38AELBLL|4MLV|5DUR|68aCDMG|7RCR|8BPWR
244	12355 32531	   	194.72	DCR|3VULN|1AART|1ASPD|1DUR	128VULN|3AELBLL|4RPLT|5AART|6ASPD|7SPLREG|9RCR|aDUR
245	11543 63232	   	194.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	15VULN|23ASPD|4DMG|6CGEN|7CDMG|8AELBLL|9DUR|aRCR
246	13252 42332	   	194.64	DCR|3VULN|2CDMG|1DMG|1ZMB	158VULN|2BEXP|37CDMG|4RMIN|6DMG|9ZMB|aRCR
247	11162 34332	   	194.62	DCR|2VULN|2DMG|2ASPD	1aVULN|25ASPD|3FEWX|4RCVC|67DMG|8RCR|9AME
248	12143 33433	   	194.60	DCR|4VULN|2CDMG|1DUR	1258VULN|3LHND|48CGEN|68CDMG|7RCR|8BPWR|9DUR|aSPLREG
249	12263 33433	   	194.60	DCR|4VULN|2CDMG|1DUR	1258VULN|3CGEN|48LWND|68CDMG|7RCR|8BPWR|9DUR|aSPLREG
250	11311 62525	 * 	194.56	DCR|2VULN|3CDMG|1ASPD|1DMG	19VULN|2ASPD|39DUST|4CGEN|5ERES|6RCR|789CDMG|9BPWR|aDMG
251	16252 42332	   	194.54	DCR|3VULN|2CDMG|1DMG|1ZMB	158VULN|2DUST|37CDMG|4RMIN|6DMG|9ZMB|aRCR
252	11162 34312	   	194.52	DCR|2VULN|2DMG|2ASPD	1aVULN|25ASPD|3FEWX|4RCVC|67DMG|8RCR|9ERES
253	11526 23622	   	194.49	DCR|3VULN|2ASPD|1CDMG|1ZMB	156VULN|23ASPD|4ZMB|7CGEN|8CDMG|9LHND|aRCR
254	11363 23622	   	194.48	DCR|3VULN|2ASPD|2CDMG	158VULN|26ASPD|38DUST|4RCVC|78CDMG|8BPWR|9LHND|aRCR
255	11363 23642	   	194.48	DCR|3VULN|2ASPD|2CDMG	158VULN|26ASPD|38DUST|4RCVC|78CDMG|8BPWR|9LWND|aRCR
256	12123 14542	   	194.47	DCR|3VULN|2DMG|1CDMG	125VULN|3LHND|4RMIN|67DMG|8CDMG|9MLV|aRCR
257	12123 45121	   	194.43	DCR|3VULN|1ASPD|1CDMG|2DUR	125VULN|3LHND|4RMIN|6ASPD|7aDUR|8RCR|9CDMG
258	12623 24134	   	194.43	DCR|4VULN|1AART|1ZMB	125aVULN|3DUST|4RMIN|6FEWX|7ZMB|8RCR|9AART
259	11513 22532	   	194.39	DCR|3VULN|2ASPD|1CDMG|1ZMB	156VULN|23ASPD|4CGEN|7DUST|8CDMG|9ZMB|aRCR
260	11533 22532	   	194.39	DCR|3VULN|2ASPD|1CDMG|1ZMB	156VULN|23ASPD|4AME|7DUST|8CDMG|9ZMB|aRCR
261	11662 22338	   	194.35	DCR|3ASPD|2VULN|1CDMG|1DUR	19VULN|256ASPD|3DUR|4RCVC|7MBVNT|8RCR|aCDMG
262	13222 13443	   	194.34	DCR|3VULN|3CDMG|1AART	189VULN|25BEXP|348CDMG|68CGEN|7RCR|8BPWR|aAART
263	13222 53443	   	194.34	DCR|3VULN|3CDMG|1AART	189VULN|25BEXP|348CDMG|68MLV|7RCR|8BPWR|aAART
264	13223 23433	   	194.34	DCR|3VULN|3CDMG|1AART	189VULN|26BEXP|348CDMG|58AME|7RCR|8BPWR|aAART
265	13243 23443	   	194.34	DCR|3VULN|3CDMG|1AART	189VULN|26BEXP|358CDMG|48CGEN|7RCR|8BPWR|aAART
266	11662 52132	   	194.26	DCR|3ASPD|2VULN|1DMG|1DUR	19VULN|257ASPD|3DUR|4RCVC|6RPLT|8DMG|aRCR
267	13213 23443	   	194.14	DCR|3VULN|3CDMG|1AART	189VULN|26BEXP|358CDMG|48ERES|7RCR|8BPWR|aAART
268	13224 23443	   	194.14	DCR|3VULN|3CDMG|1AART	189VULN|26BEXP|348CDMG|58ERES|7RCR|8BPWR|aAART
269	12122 25334	   	194.06	DCR|3VULN|1MDPS|1ASPD|1DMG	129VULN|3LHND|4RMIN|5ASPD|6LWND|7DMG|8RCR|aMDPS
270	12122 65334	   	194.06	DCR|3VULN|1MDPS|1ASPD|1DMG	129VULN|3LHND|4RMIN|5ASPD|6BEXP|7DMG|8RCR|aMDPS
271	12243 26632	   	194.00	DCR|4VULN|1DMG|1CDMG|1AAC|1DUR	1256VULN|3CGEN|4DMG|7AAC|8CDMG|9DUR|aRCR
272	12243 43342	   	194.00	DCR|4VULN|1DMG|1CDMG|1AAC|1DUR	1259VULN|3CGEN|4DMG|6AAC|7CDMG|8DUR|aRCR
273	12622 25334	   	193.96	DCR|3VULN|1MDPS|1ASPD|1DMG	129VULN|3DUST|4RMIN|5ASPD|6LWND|7DMG|8RCR|aMDPS
274	22126 51163	   	193.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CANSTR|2DUST|3ZMB|4DMG|5aVULN|6RCR|7CDMG|8ERES|9AART
275	22136 51163	   	193.92	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1CANSTR|2DUST|3ZMB|4ASPD|5aVULN|6RCR|7CDMG|8ERES|9AART
276	24611 22632	 * 	193.92	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CANSTR|2CDMG|3ZMB|49DMG|5ASPD|6LIT|7RCR|8DUR|aAART
277	41522 22334	   	193.91	DCR|3ASPD|2VULN|1DMG	1AME|29VULN|356ASPD|4RMIN|7MBVNT|8RCR|aDMG
278	25131 31353	   	193.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1CANSTR|2BEXP|3ZMB|4ASPD|5MBVNT|6DMG|7AART|8RCR|9aVULN
279	12231 44336	   	193.82	DCR|2VULN|2ASPD|1AART|1DMG	12VULN|3CGEN|4TLV|5MLV|69ASPD|7DMG|8AART|aRCR
280	12241 23336	   	193.82	DCR|2VULN|2ASPD|1AART|1DMG	12VULN|3CGEN|4DMG|5MLV|69ASPD|7TLV|8AART|aRCR
281	14522 22334	   	193.81	DCR|3ASPD|2VULN|1DMG	19VULN|2ERES|356ASPD|4RMIN|7MBVNT|8RCR|aDMG
282	22121 71343	   	193.74	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1CANSTR|2DUST|3ZMB|4DMG|5MBVNT|6ASPD|7AART|8RCR|9aVULN
283	22131 31343	   	193.74	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1CANSTR|2DUST|3ZMB|4ASPD|5MBVNT|6DMG|7AART|8RCR|9aVULN
284	12143 33442	   	193.61	DCR|5VULN|2CDMG	12589VULN|3LHND|48CGEN|68CDMG|7RCR|8BPWR|aLWND
285	12253 33442	   	193.61	DCR|5VULN|2CDMG	12589VULN|3CGEN|48BEXP|68CDMG|7RCR|8BPWR|aLWND
286	12263 33442	   	193.61	DCR|5VULN|2CDMG	12589VULN|3CGEN|48aLWND|68CDMG|7RCR|8BPWR
287	12263 33443	   	193.61	DCR|5VULN|2CDMG	12589VULN|3CGEN|48LWND|68CDMG|7RCR|8BPWR|aLHND
