0	Index      	 *	Score 	Summary	Detail	
1	52412 43233	 * 	197.67	ACR|3VULN|1AART|1DMG|2CDMG|1ZMB	1AART|24CDMG|3RCR|589VULN|6DMG|7CGEN|aZMB
164	24612 23213	   	171.26	DCR|2AART|2DMG|2VULN	1LWND|2LHND|38AART|46DMG|5FEWX|7aVULN|9RCR
165	54124 21231	   	171.24	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|59LHND|6RCVC|79VULN|89DMG|9BPWR|aCGEN
166	54124 21232	   	171.24	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|59LHND|6RCVC|79VULN|89DMG|9BPWR|aFEWX
167	54126 22231	   	171.24	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|59VULN|6RCVC|79BEXP|89DMG|9BPWR|aCGEN
168	54126 22232	   	171.24	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|59VULN|6RCVC|79BEXP|89DMG|9BPWR|aFEWX
169	52451 32233	   	171.19	ACR|3VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|3RCR|46CGEN|568VULN|6BPWR|79ERES|aZMB
170	22616 24213	   	171.16	DCR|2AART|2DMG|2VULN	1LWND|2DUST|38AART|46DMG|5LHND|7aVULN|9RCR
171	54126 21223	   	171.04	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|57VULN|6RCVC|8LWND|9aDMG
172	54126 23231	   	171.04	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|59VULN|6RCVC|79DUST|89DMG|9BPWR|aCGEN
173	54126 23232	   	171.04	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|59VULN|6RCVC|79DUST|89DMG|9BPWR|aFEWX
174	21253 23313	   	171.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2FEWX|3CDMG|4RCR|5DUR|67aVULN|8ZMB|9AART
175	36643 21211	   	171.02	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4LWND|5CGEN|67DMG|7BPWR|8ZMB|9RCR|aLHND
176	36643 21213	   	171.02	DCR|2VULN|2DMG|1AART|1ZMB	17aBEXP|27VULN|3AART|4LWND|5CGEN|67DMG|7BPWR|8ZMB|9RCR
177	52411 13211	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7CGEN|89VULN|aLIT
178	52411 13212	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7aCGEN|89VULN
179	52411 13214	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7CGEN|89VULN|aBELT
180	52411 13215	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7CGEN|89VULN|aLHND
181	52411 13216	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7CGEN|89VULN|aMGNLIT
182	52411 43211	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6BEXP|7CGEN|89VULN|aLIT
183	52411 43212	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6BEXP|7aCGEN|89VULN
184	52412 43211	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7CGEN|9BEXP|aLIT
185	52412 43212	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7aCGEN|9BEXP
186	52412 43311	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|59VULN|6DMG|7CGEN|8LHND|aLIT
187	52412 43312	   	171.01	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|59VULN|6DMG|7aCGEN|8LHND
188	26623 21211	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3AART|4DUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR|aLHND
189	26623 21213	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3AART|4DUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR|aBEXP
190	26623 21215	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3AART|4DUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR|aFEWX
191	26623 21216	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3AART|4DUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR|aRPLT
192	36623 21211	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4DUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR|aLHND
193	36623 21213	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	17aBEXP|27VULN|3AART|4DUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR
194	36623 21215	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4DUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR|aFEWX
195	36623 21216	   	170.92	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4DUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR|aRPLT
196	52411 11132	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7DUST|89VULN|aRMIN
197	52411 11133	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7DUST|89VULN|aLWND
198	52411 11134	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7DUST|89VULN|aBEXP
199	52411 11136	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7DUST|89VULN|aBELT
200	52411 11143	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7DUST|8aVULN|9LHND
201	52411 11533	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7DUST|8LWND|9aVULN
202	52411 12211	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7ERES|89VULN|aLIT
203	52411 12212	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7ERES|89VULN|aCGEN
204	52411 12213	   	170.91	ACR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7ERES|89VULN|aMLV
205	52411 12214	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7ERES|89VULN|aBELT
206	52411 12215	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7ERES|89VULN|aLHND
207	52411 12216	   	170.91	ACR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7ERES|89VULN|aMGNLIT
208	52411 25211	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6ERES|7LHND|89VULN|aLIT
209	52411 25212	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6ERES|7LHND|89VULN|aCGEN
210	52411 25213	   	170.91	ACR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3RCR|5DMG|6ERES|7LHND|89VULN|aMLV
211	52411 41132	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6BEXP|7DUST|89VULN|aRMIN
212	52411 41133	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6BEXP|7DUST|89VULN|aLWND
213	52411 42211	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6BEXP|7ERES|89VULN|aLIT
214	52411 42212	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6BEXP|7ERES|89VULN|aCGEN
215	52411 42213	   	170.91	ACR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3RCR|5DMG|6BEXP|7ERES|89VULN|aMLV
216	52412 41112	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9FEWX|aRMIN
217	52412 41113	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9FEWX|aLWND
218	52412 41132	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9LWND|aRMIN
219	52412 41133	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9aLWND
220	52412 41211	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|59VULN|6DMG|7DUST|8CGEN|aLIT
221	52412 41212	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|59VULN|6DMG|7DUST|8aCGEN
222	52412 42211	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7ERES|9BEXP|aLIT
223	52412 42212	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7ERES|9BEXP|aCGEN
224	52412 42213	   	170.91	ACR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3RCR|58VULN|6DMG|7ERES|9BEXP|aMLV
225	52412 42311	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|59VULN|6DMG|7ERES|8LHND|aLIT
226	52412 42312	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|59VULN|6DMG|7ERES|8LHND|aCGEN
227	52412 42313	   	170.91	ACR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3RCR|59VULN|6DMG|7ERES|8LHND|aMLV
228	52412 62222	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6BEXP|7DUST|9BELT|aDMG
229	52412 53223	   	170.86	ACR|2VULN|1AART|3CDMG|1ASPD|1DUR	1AART|24aCDMG|3RCR|58VULN|6ASPD|7CGEN|9DUR
230	53311 45712	 * 	170.82	DCR|3DMG|1AART|2CDMG|1DUR	1AART|2aLWND|3MBVNT|49aDMG|5LIT|6DUR|7RCR|8aCDMG|aBPWR
231	26625 21211	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3AART|4DUST|5TLV|67DMG|7BPWR|8ZMB|9RCR|aLHND
232	26625 21213	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3AART|4DUST|5TLV|67DMG|7BPWR|8ZMB|9RCR|aBEXP
233	36622 21211	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4DUST|5ERES|67DMG|7BPWR|8ZMB|9RCR|aLHND
234	36622 21213	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	17aBEXP|27VULN|3AART|4DUST|5ERES|67DMG|7BPWR|8ZMB|9RCR
235	36622 21215	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4DUST|5ERES|67DMG|7BPWR|8ZMB|9RCR|aFEWX
236	36622 21216	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4DUST|5ERES|67DMG|7BPWR|8ZMB|9RCR|aRPLT
237	26623 21214	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3AART|4aDUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR
238	36623 21214	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4aDUST|5CGEN|67DMG|7BPWR|8ZMB|9RCR
239	52411 11131	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7DUST|89VULN|aCANHEL
240	52411 11135	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6FEWX|7DUST|89VULN|aERES
241	52411 26211	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6ERES|7DUST|89VULN|aLIT
242	52411 26212	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6ERES|7DUST|89VULN|aCGEN
243	52411 26213	   	170.81	ACR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3RCR|5DMG|6ERES|7DUST|89VULN|aMLV
244	52411 41131	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|5DMG|6BEXP|7DUST|89VULN|aCANHEL
245	52412 31116	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6ERES|7DUST|9FEWX|aDMG
246	52412 31136	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6ERES|7DUST|9LWND|aDMG
247	52412 41111	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9FEWX|aCANHEL
248	52412 41122	   	170.81	ACR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9BASHEA|aLIT
249	52412 41123	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9BASHEA|aMLV
250	52412 41131	   	170.81	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9LWND|aCANHEL
251	36622 21214	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	17BEXP|27VULN|3AART|4aDUST|5ERES|67DMG|7BPWR|8ZMB|9RCR
252	36614 33213	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	1BEXP|2aVULN|3AART|46DMG|5ERES|7LHND|8ZMB|9RCR
253	52412 41121	   	170.71	ACR|2VULN|1AART|1DMG|2CDMG	1AART|24CDMG|3RCR|58VULN|6DMG|7DUST|9BASHEA|aLEGI
254	26632 32153	   	170.71	DCR|2AART|2VULN|1DMG|2DUR	1LWND|2aVULN|38AART|45DUR|6DMG|7RCR|9RPLT
255	13466 32212	   	170.70	DCR|3DMG|3ZMB|1AART	18aZMB|28aLWND|3ERES|4AART|5FEWX|68aDMG|7RCR|8aBPWR|9RMIN
256	13211 12612	 * 	170.62	ACR|3VULN|3ZMB|1AART	18aZMB|2LWND|3RCR|48aLHND|5DMSP|6RPLT|78aVULN|8aBPWR|9AART
257	52411 14232	   	170.46	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB	1AART|249CDMG|3RCR|5DMG|6FEWX|7ZMB|8VULN|aLHND
258	52411 14233	   	170.46	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB	1AART|249CDMG|3RCR|5DMG|6FEWX|7ZMB|8VULN|aLIT
259	24613 33241	   	170.46	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2LHND|3AART|46DMG|5ASPD|79VULN|8RCR|aRCVC
260	26324 32134	   	170.45	DCR|2VULN|2DMG|1AART|1DUR	1LWND|2aVULN|3ERES|4MLV|5AART|6aDMG|7RCR|8DUR|9aMGNLIT|aBPWR
261	66363 32122	   	170.11	DCR|2AART|2VULN|1DMG|2DUR	19DUR|23VULN|48AART|5LWND|6DMG|7RCR|aFEWX
262	54126 21133	 * 	170.08	ACR|4VULN|1AART|1DUR	1AART|2BELT|3RCR|4NUKE|5789VULN|6RCVC|9BPWR|aDUR
263	66363 32121	   	170.01	DCR|2AART|2VULN|1DMG|2DUR	19DUR|23VULN|48AART|5LWND|6DMG|7RCR|aERES
264	66363 32123	   	170.01	DCR|2AART|2VULN|1DMG|2DUR	19DUR|23VULN|48AART|5LWND|6DMG|7RCR|aDUST
265	13235 33432	   	169.84	ACR|2VULN|1AART|2CDMG|2ZMB|1ASPD	1aZMB|2LWND|3RCR|4aCDMG|5ASPD|6AART|7BEXP|8NUKE|9aVULN|aBPWR
266	26411 21211	   	169.82	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3CGEN|4aLHND|5AART|67DMG|7BPWR|8ZMB|9RCR
267	26411 21212	   	169.82	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3CGEN|4LHND|5AART|67DMG|7BPWR|8ZMB|9RCR|aFEWX
268	13235 32432	   	169.74	ACR|2VULN|1AART|2CDMG|2ZMB|1ASPD	1aZMB|2LWND|3RCR|4aCDMG|5ASPD|6AART|7DUST|8NUKE|9aVULN|aBPWR
269	26311 21211	   	169.72	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3ERES|4aLHND|5AART|67DMG|7BPWR|8ZMB|9RCR
270	26311 21212	   	169.72	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3ERES|4LHND|5AART|67DMG|7BPWR|8ZMB|9RCR|aFEWX
271	26411 21213	   	169.72	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3CGEN|4LHND|5AART|67DMG|7BPWR|8ZMB|9RCR|aDUST
272	26411 21215	   	169.72	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3CGEN|4LHND|5AART|67DMG|7BPWR|8ZMB|9RCR|aTLV
273	26311 21213	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3ERES|4LHND|5AART|67DMG|7BPWR|8ZMB|9RCR|aDUST
274	26311 21215	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	17LWND|27VULN|3ERES|4LHND|5AART|67DMG|7BPWR|8ZMB|9RCR|aTLV
275	52431 12213	   	169.51	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3RCR|4DUR|5BEXP|6FEWX|7aVULN|8ASPD|9ZMB
276	52411 23422	 * 	169.32	ACR|2DMG|1AART|3CDMG|2DUR	1AART|24aCDMG|3RCR|5aDMG|6ERES|7LIT|8aDUR|9BELT|aBPWR
277	52435 23213	   	169.32	ACR|2VULN|1AART|3CDMG|2DUR	1AART|26aCDMG|3RCR|46DUR|5RMIN|6BPWR|7CGEN|89VULN
278	52436 22213	 * 	169.23	ACR|2AART|2VULN|2CDMG|1DUR	15AART|2aCDMG|3RCR|4DUR|6CGEN|7ERES|89VULN
279	24613 33243	   	169.15	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2LHND|3AART|46DMG|5ASPD|79VULN|8RCR|aBEXP
280	36612 26233	   	169.15	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|2aVULN|3AART|46DMG|59FEWX|7ASPD|8RCR
281	36613 33242	   	169.15	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|29VULN|3AART|46DMG|5ASPD|7aLWND|8RCR
282	36613 33243	   	169.05	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|29VULN|3AART|46DMG|5ASPD|7LWND|8RCR|aERES
283	52412 24221	   	168.89	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|24CDMG|3RCR|58VULN|6CGEN|7ZMB|9DUR|aLIT
284	52412 24222	   	168.89	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|24CDMG|3RCR|58VULN|6aCGEN|7ZMB|9DUR
285	52413 24221	   	168.89	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|24CDMG|3RCR|5CGEN|68VULN|7ZMB|9DUR|aLIT
286	52413 24222	   	168.89	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|24CDMG|3RCR|5aCGEN|68VULN|7ZMB|9DUR
287	52135 12622	   	168.84	ACR|3VULN|1AART|2CDMG|1DUR	1AART|2aCDMG|3aBEXP|4DUR|5RCR|6FEWX|78aVULN|9NUKE|aBPWR
288	52412 34221	   	168.79	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|24CDMG|3RCR|58VULN|6ERES|7ZMB|9DUR|aLIT
289	52412 34222	   	168.79	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|24CDMG|3RCR|58VULN|6ERES|7ZMB|9DUR|aCGEN
290	52412 34223	   	168.79	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|24CDMG|3RCR|58VULN|6ERES|7ZMB|9DUR|aMLV
291	54125 11231	   	168.73	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|569BEXP|79VULN|89DMG|9BPWR|aCGEN
292	54125 11232	   	168.73	ACR|2VULN|2DMG|1AART	1AART|2BELT|3RCR|4NUKE|569BEXP|79VULN|89DMG|9BPWR|aLIT
293	13235 36226	 * 	168.66	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1ZMB	1ZMB|2LWND|3RCR|4CDMG|59ASPD|6AART|7LHND|8VULN|aDMG
294	36253 62313	   	168.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2VULN|3CDMG|4RCR|5LWND|6aDMG|7MLV|8ZMB|9AART
295	13235 36236	   	168.36	ACR|1AART|1DMG|2CDMG|1VULN|1ZMB|1ASPD	1ZMB|2LWND|3RCR|49CDMG|5ASPD|6AART|7LHND|8VULN|aDMG
296	52412 22224	   	168.10	ACR|3VULN|1AART|2CDMG	1AART|24CDMG|3RCR|58aVULN|6CGEN|7ERES|9RCVC
297	52413 22224	   	168.10	ACR|3VULN|1AART|2CDMG	1AART|24CDMG|3RCR|5CGEN|68aVULN|7ERES|9RCVC
298	52412 24213	   	167.99	ACR|2VULN|1AART|3CDMG|1ZMB	1AART|24aCDMG|3RCR|58VULN|6CGEN|7ZMB|9BEXP
299	52412 24313	   	167.99	ACR|2VULN|1AART|3CDMG|1ZMB	1AART|24aCDMG|3RCR|59VULN|6CGEN|7ZMB|8LHND
300	52413 14213	   	167.99	ACR|2VULN|1AART|3CDMG|1ZMB	1AART|24aCDMG|3RCR|5CGEN|6FEWX|7ZMB|89VULN
301	52413 24213	   	167.99	ACR|2VULN|1AART|3CDMG|1ZMB	1AART|24aCDMG|3RCR|5CGEN|68VULN|7ZMB|9BEXP
302	52413 24313	   	167.99	ACR|2VULN|1AART|3CDMG|1ZMB	1AART|24aCDMG|3RCR|5CGEN|69VULN|7ZMB|8LHND
303	53338 38111	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LWND|3MBVNT|4DUR|5aVULN|68DMG|7LIT|9RCR
304	52433 24211	   	167.77	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2CDMG|3RCR|46DUR|56ERES|6BPWR|7ZMB|89VULN|aLIT
305	52433 24212	   	167.77	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2CDMG|3RCR|46DUR|56ERES|6BPWR|7ZMB|89VULN|aCGEN
306	52433 24213	   	167.77	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2CDMG|3RCR|46DUR|56ERES|6BPWR|7ZMB|89VULN|aMLV
307	52433 34211	   	167.77	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2CDMG|3RCR|46DUR|5ERES|7ZMB|89VULN|aLIT
308	52433 34212	   	167.77	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2CDMG|3RCR|46DUR|5ERES|7ZMB|89VULN|aCGEN
309	52433 34213	   	167.77	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2CDMG|3RCR|46DUR|5ERES|7ZMB|89VULN|aMLV
310	13154 32225	 * 	167.72	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	18ZMB|28LWND|3LHND|4TLV|5AART|68DMG|7RCR|8BPWR|9DUR|aVULN
311	52245 33211	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	1AART|2CDMG|36DUR|489VULN|5RCR|7BEXP|aLIT
312	52245 33212	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	1AART|2CDMG|36DUR|489VULN|5RCR|7BEXP|aCGEN
313	52245 33213	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	1AART|2CDMG|36DUR|489VULN|5RCR|7BEXP|aMLV
