0	Index      	 *	Score 	Summary	Detail	
1	21381 26234	 * 	194.09	DCR|3DMG|2VULN|1AART|2CDMG|1SELL	1aVULN|2MBVNT|3MLV|47aDMG|5aCDMG|6SELL|8RCR|9AART|aBPWR
167	23362 12352	   	173.00	ACR|4VULN|1AART|1DMG	149aVULN|23CGEN|5RCR|6AART|7RPLT|8DMG
168	32313 52521	   	172.85	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|2LHND|358VULN|4CDMG|69AART|7RCR|aRPLT
169	32313 52525	   	172.85	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|2LHND|358VULN|4CDMG|69AART|7RCR|aLIT
170	36313 52521	   	172.85	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|2LWND|358VULN|4CDMG|69AART|7RCR|aRPLT
171	32313 52522	   	172.75	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|2LHND|358VULN|4CDMG|69AART|7RCR|aBASHEA
172	32313 52523	   	172.75	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|2LHND|358VULN|4CDMG|69AART|7RCR|aVENICY
173	36313 52522	   	172.75	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|2LWND|358VULN|4CDMG|69AART|7RCR|aBASHEA
174	36313 52523	   	172.75	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|2LWND|358VULN|4CDMG|69AART|7RCR|aVENICY
175	12313 52526	   	172.75	DCR|3VULN|2AART|1CDMG|1ASPD	1DUST|2LHND|358VULN|4CDMG|69AART|7RCR|aASPD
176	12315 12524	   	172.73	DCR|3VULN|2AART|2CDMG	1DUST|2LHND|368VULN|4aCDMG|59AART|7RCR
177	22511 36235	   	172.73	DCR|3VULN|2DMG|2CDMG	16aVULN|2LEGI|3DUST|4aCDMG|5RPLT|7RCR|8MBVNT|9aDMG|aBPWR
178	61531 23115	   	172.69	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	1ASPD|2ERES|3AART|45aVULN|69DUR|7RCR|8ZMB
179	12311 36326	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2LHND|368VULN|4CDMG|5RPLT|7RCR|9AART|aDMG
180	16311 36326	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2LWND|368VULN|4CDMG|5RPLT|7RCR|9AART|aDMG
181	53311 36326	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|2BEXP|368VULN|4CDMG|5RPLT|7RCR|9AART|aDMG
182	31342 88317	   	172.61	DCR|2AART|2VULN|1DMG|2DUR	17DUR|2MBVNT|37VULN|49AART|57LHND|6RCR|7BPWR|8CGEN|aDMG
183	31342 88624	   	172.61	DCR|2AART|2VULN|1DMG|2DUR	17DUR|2MBVNT|37VULN|4aAART|57LHND|6RCR|7BPWR|8FEWX|9DMG
184	31441 88317	   	172.61	DCR|2AART|2VULN|1DMG|2DUR	17DUR|2MBVNT|37LWND|49AART|57VULN|6RCR|7BPWR|8CGEN|aDMG
185	31441 88624	   	172.61	DCR|2AART|2VULN|1DMG|2DUR	17DUR|2MBVNT|37LWND|4aAART|57VULN|6RCR|7BPWR|8FEWX|9DMG
186	21442 88317	   	172.61	DCR|2AART|2VULN|1DMG|2DUR	17VULN|2MBVNT|37DUR|49AART|57LHND|6RCR|7BPWR|8CGEN|aDMG
187	21442 88624	   	172.61	DCR|2AART|2VULN|1DMG|2DUR	17VULN|2MBVNT|37DUR|4aAART|57LHND|6RCR|7BPWR|8FEWX|9DMG
188	21762 32427	 * 	172.58	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|2MBVNT|3RPLT|4CDMG|5RCR|7MLV|8aDMG|9AART
189	23414 11422	   	172.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2CGEN|3AART|4RPLT|5RCR|7DMG|8CDMG|9ASPD|aDUR
190	23362 12354	   	172.55	ACR|3VULN|1AART|1DMG|1CDMG	149VULN|23CGEN|5RCR|6AART|7RPLT|8DMG|aCDMG
191	21763 14227	 * 	172.53	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2MBVNT|3RPLT|4CDMG|5TLV|68aDMG|7RCR|9AART
192	22511 36326	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	168VULN|2LEGI|3DUST|4CDMG|5RPLT|7RCR|9AART|aDMG
193	31342 88117	   	172.51	DCR|2AART|2VULN|1DMG|2DUR	17DUR|2MBVNT|37VULN|49AART|57LHND|6RCR|7BPWR|8ERES|aDMG
194	31343 88424	   	172.51	DCR|2AART|2VULN|1DMG|2DUR	17DUR|2MBVNT|37VULN|4aAART|57FEWX|6RCR|7BPWR|8LEGI|9DMG
195	31343 88524	   	172.51	DCR|2AART|2VULN|1DMG|2DUR	17DUR|2MBVNT|37VULN|4aAART|57FEWX|6RCR|7BPWR|8DUST|9DMG
196	31441 88117	   	172.51	DCR|2AART|2VULN|1DMG|2DUR	17DUR|2MBVNT|37LWND|49AART|57VULN|6RCR|7BPWR|8ERES|aDMG
197	21442 88117	   	172.51	DCR|2AART|2VULN|1DMG|2DUR	17VULN|2MBVNT|37DUR|49AART|57LHND|6RCR|7BPWR|8ERES|aDMG
198	21443 88424	   	172.51	DCR|2AART|2VULN|1DMG|2DUR	17VULN|2MBVNT|37DUR|4aAART|57FEWX|6RCR|7BPWR|8LEGI|9DMG
199	21443 88524	   	172.51	DCR|2AART|2VULN|1DMG|2DUR	17VULN|2MBVNT|37DUR|4aAART|57FEWX|6RCR|7BPWR|8DUST|9DMG
200	21424 17147	   	172.45	DCR|2VULN|2DMG|1AART|2DUR	19VULN|2MBVNT|39DUR|458DUST|69DMG|7RCR|9BPWR|aAART
201	31324 17147	   	172.45	DCR|2VULN|2DMG|1AART|2DUR	19DUR|2MBVNT|39VULN|458DUST|69DMG|7RCR|9BPWR|aAART
202	31623 17147	   	172.45	DCR|2VULN|2DMG|1AART|2DUR	19DUR|2MBVNT|348DUST|59VULN|69DMG|7RCR|9BPWR|aAART
203	32313 52515	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2LHND|358VULN|4CDMG|6AART|7RCR|9RMIN|aZMB
204	32313 52535	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2LHND|358VULN|4CDMG|6AART|7RCR|9CGEN|aZMB
205	21442 84114	   	172.41	DCR|2AART|2VULN|2CDMG|2DUR	1aVULN|2MBVNT|3aDUR|49AART|5LHND|6RCR|7TLV|8aCDMG|aBPWR
206	31342 84114	   	172.41	DCR|2AART|2VULN|2CDMG|2DUR	1aDUR|2MBVNT|3aVULN|49AART|5LHND|6RCR|7TLV|8aCDMG|aBPWR
207	31441 84517	   	172.41	DCR|2AART|2VULN|1DMG|2DUR	18DUR|2MBVNT|3LWND|49AART|58VULN|6RCR|78TLV|8BPWR|aDMG
208	63262 35133	   	172.35	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	18ASPD|2MLV|38ZMB|4RCR|5ERES|6DMG|78VULN|8BPWR|9AART|aFEWX
209	21447 57241	   	172.34	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	17aVULN|2MBVNT|39DUR|4AART|5ASPD|6CDMG|8RCR
210	31347 57241	   	172.34	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	19DUR|2MBVNT|37aVULN|4AART|5ASPD|6CDMG|8RCR
211	31441 88831	 * 	172.21	DCR|3VULN|2AART|3DUR	178DUR|2MBVNT|378LWND|49AART|578VULN|6RCR|78BPWR|aLIT
212	31441 88833	   	172.21	DCR|3VULN|2AART|3DUR	178DUR|2MBVNT|378LWND|49AART|578VULN|6RCR|78BPWR|aBEXP
213	31441 88834	   	172.21	DCR|3VULN|2AART|3DUR	178DUR|2MBVNT|378LWND|49AART|578VULN|6RCR|78BPWR|aRMIN
214	31441 88841	   	172.21	DCR|3VULN|2AART|3DUR	178DUR|2MBVNT|378LWND|4aAART|578VULN|6RCR|78BPWR|9LIT
215	21442 28141	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2MBVNT|3aDUR|4AART|5LHND|6DMG|7RCR|8CDMG
216	21442 28245	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2MBVNT|38DUR|4AART|5LHND|6DMG|7RCR|9CDMG
217	21442 28441	   	172.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2MBVNT|3aDUR|4AART|5LHND|68DMG|7RCR|9CDMG
218	31342 28141	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2MBVNT|39VULN|4AART|5LHND|6DMG|7RCR|8CDMG
219	31342 28245	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|2MBVNT|3aVULN|4AART|5LHND|6DMG|7RCR|9CDMG
220	31342 28441	   	172.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDUR|2MBVNT|3VULN|4AART|5LHND|68DMG|7RCR|9CDMG
221	31441 28141	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2MBVNT|3LWND|4AART|59VULN|6DMG|7RCR|8CDMG
222	31441 28185	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|2MBVNT|3LWND|4AART|5aVULN|6DMG|7RCR|8CDMG
223	31441 28245	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18DUR|2MBVNT|3LWND|4AART|5aVULN|6DMG|7RCR|9CDMG
224	31441 28441	   	172.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDUR|2MBVNT|3LWND|4AART|5VULN|68DMG|7RCR|9CDMG
225	23133 34511	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2CGEN|3CDMG|4LEGI|57DMG|8RCR|9AART|aRPLT
226	23133 34515	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2CGEN|3CDMG|4LEGI|57DMG|8RCR|9AART|aLIT
227	12313 52524	   	172.13	DCR|3VULN|2AART|2CDMG	1DUST|2LHND|358VULN|4aCDMG|69AART|7RCR
228	31343 88435	   	172.11	DCR|3VULN|2AART|3DUR	17aDUR|2MBVNT|37aVULN|49AART|57aFEWX|6RCR|7aBPWR|8LEGI
229	31441 88832	   	172.11	DCR|3VULN|2AART|3DUR	178DUR|2MBVNT|378LWND|49AART|578VULN|6RCR|78BPWR|aERES
230	21443 88435	   	172.11	DCR|3VULN|2AART|3DUR	17aVULN|2MBVNT|37aDUR|49AART|57aFEWX|6RCR|7aBPWR|8LEGI
231	31343 35127	   	172.10	DCR|4VULN|2AART|1DUR	1DUR|2MBVNT|369aVULN|47AART|56FEWX|6BPWR|8RCR
232	23133 34512	   	172.06	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2CGEN|3CDMG|4LEGI|57DMG|8RCR|9AART|aCANHEL
233	23133 34513	   	172.06	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2CGEN|3CDMG|4LEGI|57DMG|8RCR|9AART|aAIRHEL
234	23465 13122	   	171.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	15VULN|2CGEN|3AART|4LHND|6DMG|7RCR|8ZMB|9ASPD|aDUR
235	23362 32255	   	171.90	ACR|4VULN|1AART|2CDMG	149aVULN|239CGEN|5RCR|6RMIN|79CDMG|8AART|9BPWR
236	33133 62366	   	171.83	ACR|3VULN|1AART|1DMG|2DUR	16DUR|2BEXP|3LIT|4RCR|568VULN|6BPWR|7CGEN|9AART|aDMG
237	21742 17441	   	171.81	DCR|3VULN|1AART|1DMG|2DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9aDUR
238	61531 13113	   	171.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2ERES|3AART|45VULN|6FEWX|7RCR|8ZMB|9DUR|aDMG
239	61531 23143	   	171.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2ERES|3AART|45VULN|6DUR|7RCR|8ZMB|9BEXP|aDMG
240	61531 63113	   	171.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2ERES|3AART|45VULN|6BEXP|7RCR|8ZMB|9DUR|aDMG
241	63515 13313	   	171.81	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2MLV|3AART|4TLV|5VULN|6aDMG|7RCR|8ZMB|9DUR
242	31441 88814	   	171.77	DCR|3VULN|1AART|3DUR|1ZMB	178DUR|2MBVNT|378LWND|4AART|578VULN|6RCR|78BPWR|9BEXP|aZMB
243	31441 88824	   	171.77	DCR|3VULN|1AART|3DUR|1ZMB	178DUR|2MBVNT|378LWND|4AART|578VULN|6RCR|78BPWR|9LHND|aZMB
244	63131 34135	 * 	171.73	ACR|4VULN|1AART|2ASPD|1DUR	18ASPD|28MLV|3ERES|4DUR|5RCR|678aVULN|8BPWR|9AART
245	21441 48177	   	171.71	DCR|3DMG|1AART|1VULN|2DUR	1VULN|2MBVNT|3aDUR|4AART|5TLV|679DMG|8RCR
246	31341 48177	   	171.71	DCR|3DMG|1AART|1VULN|2DUR	1aDUR|2MBVNT|3VULN|4AART|5TLV|679DMG|8RCR
247	11128 42633	   	171.68	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2MBVNT|3LIT|48aVULN|5ZMB|6AART|7RCR|9DMG
248	21124 22432	 * 	171.52	DCR|2AART|2VULN|1DMG|2ASPD	18VULN|2MBVNT|3LIT|4aAART|58ASPD|68BEXP|7RCR|8BPWR|9DMG
249	21124 22447	   	171.52	DCR|2AART|2VULN|1DMG|2ASPD	18VULN|2MBVNT|3LIT|49AART|58ASPD|68BEXP|7RCR|8BPWR|aDMG
250	61531 13363	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2ERES|3AART|45VULN|6FEWX|7RCR|8BEXP|9aDMG
251	23362 32256	 * 	171.45	ACR|3VULN|1AART|2CDMG|1FLTHEA	149VULN|239CGEN|5RCR|6RMIN|79CDMG|8AART|9BPWR|aFLTHEA
252	11128 42432	 * 	171.43	DCR|2VULN|2AART|1DMG|2ZMB	18DUST|2MBVNT|3LIT|48VULN|58ZMB|6aAART|7RCR|8BPWR|9DMG
253	11128 42447	   	171.43	DCR|2VULN|2AART|1DMG|2ZMB	18DUST|2MBVNT|3LIT|48VULN|58ZMB|69AART|7RCR|8BPWR|aDMG
254	31313 44212	 * 	171.38	DCR|4VULN|1DMG|2CDMG|1DUR	1DUR|2MBVNT|3568VULN|46CDMG|6BPWR|7BASICY|9RCR|aDMG
255	61531 23125	   	171.25	DCR|3VULN|1AART|2ZMB|1DUR|1ASPD	1ASPD|2ERES|3AART|45aVULN|6DUR|7RCR|89ZMB
256	21124 52433	   	171.08	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	18VULN|2MBVNT|3LIT|4AART|58ASPD|68LWND|7RCR|8BPWR|9DMG|aZMB
257	32315 12426	   	171.05	DCR|2AART|2VULN|2CDMG|1ASPD|1DUR	1DUR|2LHND|36VULN|48CDMG|59AART|7RCR|aASPD
258	33133 35534	   	170.97	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1DUR|2BEXP|3LIT|4RCR|58VULN|6aAART|7ASPD|9DMG
259	33133 35632	   	170.97	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1DUR|2BEXP|3LIT|4RCR|5aVULN|68AART|7ASPD|9DMG
260	23414 11413	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2CGEN|3AART|4RPLT|5RCR|7DMG|8CDMG|9aDUR
261	41111 14362	   	170.88	ACR|2VULN|2DMG|2AART	1CGEN|2ERES|37VULN|49DMG|5RCR|6DUST|8aAART
262	61611 34223	 * 	170.88	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2ERES|3FEWX|48aDMG|5RCR|6DUR|7VULN|9AART
263	21442 87821	   	170.85	DCR|4VULN|1AART|2DUR	1789VULN|2MBVNT|38DUR|4AART|58LHND|6RCR|8BPWR|aCGEN
264	21442 87824	   	170.85	DCR|4VULN|1AART|2DUR	1789VULN|2MBVNT|38DUR|4AART|58LHND|6RCR|8BPWR|aFEWX
265	21442 88427	   	170.85	DCR|4VULN|1AART|2DUR	179aVULN|2MBVNT|37DUR|4AART|57LHND|6RCR|7BPWR|8DMSP
266	31342 87821	   	170.85	DCR|4VULN|1AART|2DUR	18DUR|2MBVNT|3789VULN|4AART|58LHND|6RCR|8BPWR|aCGEN
267	31342 87824	   	170.85	DCR|4VULN|1AART|2DUR	18DUR|2MBVNT|3789VULN|4AART|58LHND|6RCR|8BPWR|aFEWX
268	31342 88427	   	170.85	DCR|4VULN|1AART|2DUR	17DUR|2MBVNT|379aVULN|4AART|57LHND|6RCR|7BPWR|8DMSP
269	31441 87821	   	170.85	DCR|4VULN|1AART|2DUR	18DUR|2MBVNT|38LWND|4AART|5789VULN|6RCR|8BPWR|aCGEN
270	31441 87824	   	170.85	DCR|4VULN|1AART|2DUR	18DUR|2MBVNT|38LWND|4AART|5789VULN|6RCR|8BPWR|aFEWX
271	31441 88427	   	170.85	DCR|4VULN|1AART|2DUR	17DUR|2MBVNT|37LWND|4AART|579aVULN|6RCR|7BPWR|8DMSP
272	21762 31135	 * 	170.85	ACR|3VULN|2DMG|2CDMG	16aVULN|2MBVNT|3RPLT|4aCDMG|5RCR|7FEWX|8DUST|9aDMG|aBPWR
273	21123 32233	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2MBVNT|3LIT|4AART|5DUR|6ERES|7RCR|89DMG
274	21442 28481	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2MBVNT|3DUR|4AART|5LHND|68DMG|7RCR|9SNIHEL
275	21444 32233	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2MBVNT|3DUR|4AART|5LIT|6ERES|7RCR|89DMG
276	31342 28481	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|3aVULN|4AART|5LHND|68DMG|7RCR|9SNIHEL
277	31344 32233	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|3aVULN|4AART|5LIT|6ERES|7RCR|89DMG
278	31441 28327	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|3LWND|4AART|5aVULN|69DMG|7RCR|8ERES
279	31441 28481	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|3LWND|4AART|5aVULN|68DMG|7RCR|9SNIHEL
280	21442 87823	   	170.75	DCR|4VULN|1AART|2DUR	1789VULN|2MBVNT|38DUR|4AART|58LHND|6RCR|8BPWR|aAIRHEA
281	31342 87823	   	170.75	DCR|4VULN|1AART|2DUR	18DUR|2MBVNT|3789VULN|4AART|58LHND|6RCR|8BPWR|aAIRHEA
282	31441 87823	   	170.75	DCR|4VULN|1AART|2DUR	18DUR|2MBVNT|38LWND|4AART|5789VULN|6RCR|8BPWR|aAIRHEA
283	62621 23216	   	170.75	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2BASHEA|37DUR|48VULN|5DMG|6CDMG|9RCR|aAART
284	63161 33532	   	170.73	ACR|2VULN|2AART|1DMG|1ZMB|1ASPD	1ASPD|2MLV|3ERES|46VULN|5RCR|7ZMB|8DMG|9aAART
285	21124 65137	   	170.71	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1aVULN|2MBVNT|3aLIT|4AART|5ASPD|6SELL|7RCR|8ERES|9aDMG|aBPWR
286	21762 13227	 * 	170.65	ACR|3DMG|1AART|1VULN|1CDMG	1VULN|2MBVNT|3RPLT|4CDMG|5RCR|68aDMG|7CGEN|9AART
287	23423 54232	   	170.64	DCR|3VULN|1AART|1DMG|2ZMB	159VULN|259CGEN|3AART|4DMSP|59BPWR|6DMG|7LHND|89ZMB|aRCR
288	21442 28455	   	170.61	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1aVULN|2MBVNT|3DUR|4AART|5LHND|68DMG|7RCR|9SELL
289	31342 28455	   	170.61	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|2MBVNT|3aVULN|4AART|5LHND|68DMG|7RCR|9SELL
290	31441 28455	   	170.61	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|2MBVNT|3LWND|4AART|5aVULN|68DMG|7RCR|9SELL
291	22116 16313	 * 	170.53	DCR|3VULN|2AART|1DMG	148VULN|2LEGI|34LIT|4BPWR|5DMG|6LWND|7RCR|9aAART
292	31313 48422	   	170.52	DCR|3VULN|2AART|2CDMG|1DUR|1SELL	1DUR|2MBVNT|356VULN|46CDMG|6BPWR|7SELL|89AART|aRCR
293	61531 23326	   	170.50	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|2ERES|3AART|459aVULN|6DUR|7RCR|8BEXP
294	32313 52426	   	170.45	DCR|2VULN|2AART|2CDMG|1ASPD|1DUR	1DUR|2LHND|35VULN|48CDMG|69AART|7RCR|aASPD
295	21442 87834	   	170.40	DCR|3VULN|1AART|1CDMG|2DUR	178VULN|2MBVNT|38DUR|4AART|58LHND|6RCR|8BPWR|9BEXP|aCDMG
296	31342 87834	   	170.40	DCR|3VULN|1AART|1CDMG|2DUR	18DUR|2MBVNT|378VULN|4AART|58LHND|6RCR|8BPWR|9BEXP|aCDMG
297	31441 87834	   	170.40	DCR|3VULN|1AART|1CDMG|2DUR	18DUR|2MBVNT|38LWND|4AART|578VULN|6RCR|8BPWR|9BEXP|aCDMG
298	31441 88335	   	170.40	DCR|3VULN|1AART|1CDMG|2DUR	17DUR|2MBVNT|37LWND|4AART|57aVULN|6RCR|7BPWR|8CGEN|9CDMG
299	52311 35132	   	170.38	ACR|2VULN|2DMG|2AART	1LEGI|28ERES|3CGEN|48DMG|5RCR|6RCVC|78VULN|8BPWR|9aAART
300	52311 45132	   	170.38	ACR|2VULN|2DMG|2AART	1LEGI|28ERES|36CGEN|48DMG|5RCR|78VULN|8BPWR|9aAART
301	21445 63374	   	170.36	DCR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1VULN|2MBVNT|35DUR|46AART|7RCR|8ZMB|9DMG|aASPD
302	31345 63374	   	170.36	DCR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	15DUR|2MBVNT|3VULN|46AART|7RCR|8ZMB|9DMG|aASPD
303	31441 88135	   	170.30	DCR|3VULN|1AART|1CDMG|2DUR	17DUR|2MBVNT|37LWND|4AART|57aVULN|6RCR|7BPWR|8ERES|9CDMG
304	21381 64245	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1aVULN|2MBVNT|3MLV|4DMG|5CDMG|6AART|7ASPD|8RCR|9DUR
305	31441 84535	   	170.20	DCR|3VULN|1AART|1CDMG|2DUR	18DUR|2MBVNT|3LWND|4AART|58aVULN|6RCR|78TLV|8BPWR|9CDMG
306	32315 12424	 * 	170.15	DCR|2AART|2VULN|3CDMG|1DUR	1DUR|2LHND|36VULN|48aCDMG|59AART|7RCR
307	23413 26252	   	170.12	DCR|4VULN|1AART|1ZMB	179aVULN|25CGEN|3AART|4RPLT|6RCR|8ZMB
308	24322 16226	   	170.08	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|2BEXP|3MLV|4FEWX|5ZMB|68aDMG|7RCR|9AART
309	23414 11432	 * 	170.04	ACR|2AART|2VULN|1DMG|1CDMG	16VULN|2CGEN|3aAART|4RPLT|5RCR|7DMG|8CDMG|9LEGI
310	23413 21463	   	170.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|25CGEN|3AART|4RPLT|6RCR|79DMG|8CDMG|aDUR
311	24222 16226	   	169.98	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|2BEXP|3TLV|4FEWX|5ZMB|68aDMG|7RCR|9AART
312	54133 35323	 * 	169.97	DCR|3DMG|1VULN|2CDMG|2DUR	1LEGI|259DMG|39CDMG|4LHND|6RCR|7LIT|89DUR|9BPWR|aVULN
313	23362 12256	   	169.90	ACR|3VULN|1AART|1DMG|1ZMB	149VULN|23CGEN|5RCR|6AART|7RPLT|8ZMB|aDMG
314	21762 27441	 * 	169.85	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1aVULN|2MBVNT|3RPLT|4CDMG|5RCR|6CGEN|7AART|8FLTHEA|9DMG
315	21762 27444	 * 	169.85	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1VULN|2MBVNT|3RPLT|4CDMG|5RCR|6CGEN|7AART|8FLTHEA|9aDMG
316	43261 33226	 * 	169.83	ACR|2VULN|3ZMB|1AART|1DMG	1CGEN|2MLV|378ZMB|46VULN|5RCR|9AART|aDMG
317	32311 36222	   	169.61	DCR|2VULN|2DMG|2CDMG|2DUR	19DUR|29LHND|36VULN|4aCDMG|5RPLT|7RCR|89DMG|9BPWR
318	33311 36222	   	169.61	DCR|2VULN|2DMG|2CDMG|2DUR	19DUR|29BEXP|36VULN|4aCDMG|5RPLT|7RCR|89DMG|9BPWR
319	36311 36222	   	169.61	DCR|2VULN|2DMG|2CDMG|2DUR	19DUR|29LWND|36VULN|4aCDMG|5RPLT|7RCR|89DMG|9BPWR
320	23431 11624	   	169.58	DCR|4VULN|1AART|1DMG	1678VULN|2CGEN|3AART|4LIT|5BELT|9DMG|aRCR
321	21445 43377	   	169.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1aVULN|2MBVNT|35DUR|4AART|6DMSP|7RCR|8ZMB|9DMG
322	31345 43377	   	169.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|2MBVNT|3aVULN|4AART|6DMSP|7RCR|8ZMB|9DMG
323	32313 52424	   	169.55	DCR|2VULN|2AART|3CDMG|1DUR	1DUR|2LHND|35VULN|48aCDMG|69AART|7RCR
324	23421 13162	   	169.48	DCR|2AART|2DMG|1VULN|1ZMB	1VULN|2CGEN|3aAART|4DMSP|5LWND|69DMG|7RCR|8ZMB
325	23463 13162	   	169.48	DCR|2AART|2DMG|1VULN|1ZMB	1VULN|2CGEN|3aAART|45LHND|69DMG|7RCR|8ZMB
326	23465 13132	   	169.48	DCR|2AART|2VULN|1DMG|1ZMB	15VULN|2CGEN|3aAART|4LHND|6DMG|7RCR|8ZMB|9DMSP
327	31763 34135	   	169.41	DCR|2VULN|2DMG|2CDMG|2DUR	1aDUR|2MBVNT|3RPLT|4aCDMG|56VULN|7RCR|8DUST|9aDMG|aBPWR
328	12332 56126	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2LHND|39aVULN|4DMG|5ZMB|6AART|7DMSP|8RCR
329	31343 35173	   	169.35	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|2MBVNT|36VULN|47AART|56FEWX|6BPWR|8RCR|9DMG|aASPD
330	31343 35183	   	169.35	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|2MBVNT|36VULN|47AART|56FEWX|6BPWR|8RCR|9ASPD|aDMG
331	63222 63234	 * 	169.31	DCR|2VULN|3ZMB|1AART|3ASPD	14aASPD|2MLV|37aZMB|5MBVNT|6aVULN|8RCR|9AART|aBPWR
332	21442 84424	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5LHND|6RCR|7TLV|89DMG|aCDMG
333	21443 84424	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5FEWX|6RCR|7TLV|89DMG|aCDMG
334	31342 84424	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5LHND|6RCR|7TLV|89DMG|aCDMG
