0	Index      	 *	Score 	Summary	Detail	
1	55232 11352	 * 	198.90	DCR|4VULN|2DMG|1AART|2DUR	157aVULN|27DMG|3DUST|4LWND|67DUR|7BPWR|8AART|9RCR
172	51353 22152	   	174.42	ACR|4VULN|2DMG|1DUR	125aVULN|3DUR|4RCR|6aDMG|7DUST|8LWND|9aLIT|aBPWR
173	51353 22242	   	174.42	ACR|4VULN|2DMG|1DUR	125aVULN|3DUR|4RCR|6aDMG|7DUST|8LIT|9aBEXP|aBPWR
174	41211 51324	   	174.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|2VULN|3LWND|49DMG|5CDMG|6ZMB|7RCR|8DUR|aAART
175	51351 21212	   	174.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|3DUR|4RCR|5ASPD|6DMG|7AART|8ERES|9MBVNT
176	51351 21223	   	174.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	129VULN|3DUR|4RCR|5ASPD|6DMG|7AART|8ERES|aLSRREG
177	51351 21412	   	174.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|3DUR|4RCR|5ASPD|6DMG|7AART|8DUST|9ERES
178	51651 31232	   	174.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|3DUST|4RCR|5ASPD|6DMG|7AART|8ERES|9DUR
179	54351 21212	   	174.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|2BPWR|3DUR|4RCR|5ASPD|6DMG|7AART|8ERES|9MBVNT
180	54351 21223	   	174.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	129VULN|2BPWR|3DUR|4RCR|5ASPD|6DMG|7AART|8ERES|aLSRREG
181	21212 36146	   	174.37	DCR|3DMG|2VULN|1AART	18DUST|25VULN|38LWND|468DMG|7AART|8BPWR|9RCR|aRCVC
182	51353 21212	   	174.32	ACR|4VULN|2DMG|1DUR	125aVULN|3DUR|4RCR|6aDMG|7BEXP|8LIT|9aDUST|aBPWR
183	51451 32232	   	174.32	ACR|4VULN|2DMG|1ASPD	129aVULN|3FEWX|4RCR|5ASPD|68DMG|7LHND
184	54353 21212	   	174.32	ACR|4VULN|2DMG|1DUR	125aVULN|2aBPWR|3DUR|4RCR|6aDMG|7BEXP|8LIT|9aDUST
185	51341 62333	   	174.31	DCR|4VULN|1AART|1CDMG|1DUR	1246VULN|3DUR|5LWND|7RCR|8AART|9DMSP|aCDMG
186	51342 62333	   	174.31	DCR|4VULN|1AART|1CDMG|1DUR	1245VULN|3DUR|6LHND|7RCR|8AART|9DMSP|aCDMG
187	51353 23212	   	174.22	ACR|4VULN|2DMG|1DUR	125aVULN|3DUR|4RCR|68DMG|7ERES|9LWND
188	51353 23222	   	174.22	ACR|4VULN|2DMG|1DUR	125aVULN|3DUR|4RCR|68DMG|7ERES|9BEXP
189	54353 23212	   	174.22	ACR|4VULN|2DMG|1DUR	125aVULN|2BPWR|3DUR|4RCR|68DMG|7ERES|9LWND
190	54353 23222	   	174.22	ACR|4VULN|2DMG|1DUR	125aVULN|2BPWR|3DUR|4RCR|68DMG|7ERES|9BEXP
191	51341 62313	   	174.21	DCR|4VULN|1AART|1CDMG|1DUR	1246VULN|3DUR|5LWND|7RCR|8AART|9MBVNT|aCDMG
192	55512 32323	   	174.20	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	15VULN|24DMG|34MLV|4BPWR|6aDUR|7RCR|8ZMB|9CDMG
193	52123 36338	 * 	174.17	DCR|4VULN|1DMG|2ZMB|2DUR	157aVULN|2aZMB|3LWND|4MBVNT|6DMG|8RCR|9aDUR|aBPWR
194	51353 23325	   	174.13	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	125VULN|3DUR|4RCR|6DMG|7ERES|8ZMB|9CDMG|aASPD
195	51642 32313	   	174.11	DCR|4VULN|1AART|1CDMG|1DUR	1245VULN|3DUST|6DUR|7RCR|8AART|9MBVNT|aCDMG
196	51642 32333	   	174.11	DCR|4VULN|1AART|1CDMG|1DUR	1245VULN|3DUST|6DUR|7RCR|8AART|9LEGI|aCDMG
197	51343 24232	   	174.00	DCR|4VULN|2DMG|1DUR	1249VULN|3DUR|5MBVNT|69DMG|7RCR|89LIT|9BPWR|aBEXP
198	51343 24235	   	174.00	DCR|4VULN|2DMG|1DUR	1249VULN|3DUR|5MBVNT|69DMG|7RCR|89LIT|9BPWR|aBELT
199	51343 24236	   	174.00	DCR|4VULN|2DMG|1DUR	1249VULN|3DUR|5MBVNT|69DMG|7RCR|89LIT|9BPWR|aFEWX
200	51343 24237	   	174.00	DCR|4VULN|2DMG|1DUR	1249VULN|3DUR|5MBVNT|69DMG|7RCR|89LIT|9BPWR|aCGEN
201	51343 24238	   	174.00	DCR|4VULN|2DMG|1DUR	1249VULN|3DUR|5MBVNT|69DMG|7RCR|89LIT|9BPWR|aLHND
202	54343 24232	   	174.00	DCR|4VULN|2DMG|1DUR	1249VULN|29BPWR|3DUR|5MBVNT|69DMG|7RCR|89LIT|aBEXP
203	61343 24231	   	174.00	DCR|4VULN|2DMG|1DUR	1DMSP|249aVULN|3DUR|5MBVNT|69DMG|7RCR|89LIT|9BPWR
204	55122 34445	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|26DMG|3LWND|4MBVNT|7RCR|8RMIN|9CDMG|aAART
205	51324 62212	   	173.90	DCR|4VULN|2DMG|1DUR	126aVULN|3DUR|4MLV|58DMG|7RCR|9LWND
206	51324 62222	   	173.90	DCR|4VULN|2DMG|1DUR	126aVULN|3DUR|4MLV|58DMG|7RCR|9BEXP
207	51343 24233	   	173.90	DCR|4VULN|2DMG|1DUR	1249VULN|3DUR|5MBVNT|69DMG|7RCR|89LIT|9BPWR|aAIRHEL
208	51343 24234	   	173.90	DCR|4VULN|2DMG|1DUR	1249VULN|3DUR|5MBVNT|69DMG|7RCR|89LIT|9BPWR|aERES
209	54343 24233	   	173.90	DCR|4VULN|2DMG|1DUR	1249VULN|29BPWR|3DUR|5MBVNT|69DMG|7RCR|89LIT|aAIRHEL
210	54343 24234	   	173.90	DCR|4VULN|2DMG|1DUR	1249VULN|29BPWR|3DUR|5MBVNT|69DMG|7RCR|89LIT|aERES
211	55122 34345	   	173.86	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|26DMG|3LWND|4MBVNT|7RCR|8ERES|9CDMG|aAART
212	51353 23214	 * 	173.77	ACR|3VULN|2DMG|1CDMG|1DUR	125VULN|3DUR|4RCR|68DMG|7ERES|9LWND|aCDMG
213	51353 23224	   	173.77	ACR|3VULN|2DMG|1CDMG|1DUR	125VULN|3DUR|4RCR|68DMG|7ERES|9BEXP|aCDMG
214	53651 33323	   	173.67	ACR|3DMG|2VULN|2ASPD|1DUR	19VULN|278ERES|369DMG|4RCR|59ASPD|9BPWR|aDUR
215	51356 21333	   	173.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	129VULN|39DUR|4RCR|5CGEN|6ASPD|7AART|89LWND|9BPWR|aCDMG
216	52121 68224	   	173.57	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2ZMB|38LWND|4MBVNT|5SELL|6RCR|78DMG|8BPWR|9DUST|aAART
217	51342 35221	 * 	173.55	DCR|5VULN|3DUR|1CDMG	12458VULN|368DUR|7RCR|8BPWR|9RCVC|aCDMG
218	25321 68233	   	173.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18DUST|2ZMB|38VULN|4MBVNT|5SELL|6RCR|78DMG|8BPWR|9RMIN|aAART
219	25321 68244	   	173.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18DUST|2ZMB|38VULN|4MBVNT|5SELL|6RCR|78DMG|8BPWR|9LWND|aAART
220	52221 68233	   	173.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2ZMB|38DUST|4MBVNT|5SELL|6RCR|78DMG|8BPWR|9RMIN|aAART
221	52221 68244	   	173.47	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2ZMB|38DUST|4MBVNT|5SELL|6RCR|78DMG|8BPWR|9LWND|aAART
222	52121 68214	   	173.43	DCR|2VULN|2DMG|1AART|1ZMB|2SELL	18VULN|2ZMB|38LWND|4MBVNT|59SELL|6RCR|78DMG|8BPWR|aAART
223	55122 34814	   	173.35	DCR|3VULN|2DMG|1CDMG|1DUR	158VULN|26DMG|3LWND|4MBVNT|7RCR|9DUR|aCDMG
224	31212 36141	   	173.27	DCR|3DMG|2VULN|1AART	18BEXP|25VULN|38LWND|468DMG|7AART|8BPWR|9RCR|aLIT
225	31212 36143	   	173.27	DCR|3DMG|2VULN|1AART	18aBEXP|25VULN|38LWND|468DMG|7AART|8BPWR|9RCR
226	21212 36141	   	173.07	DCR|3DMG|2VULN|1AART	18DUST|25VULN|38LWND|468DMG|7AART|8BPWR|9RCR|aLIT
227	21212 36143	   	173.07	DCR|3DMG|2VULN|1AART	18DUST|25VULN|38LWND|468DMG|7AART|8BPWR|9RCR|aBEXP
228	21212 36452	   	172.97	DCR|3VULN|2DMG|1AART	1DUST|25aVULN|3LWND|46DMG|7AART|8BEXP|9RCR
229	31212 36652	   	172.97	DCR|3VULN|2DMG|1AART	1BEXP|25aVULN|3LWND|46DMG|7AART|8DUST|9RCR
230	51221 16433	   	172.92	DCR|4VULN|1AART|1DMG|1ASPD	1245VULN|3ASPD|6BELT|7CGEN|8DMG|9AART|aRCR
231	52622 63133	   	172.81	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	19aVULN|2ZMB|3CDMG|48ERES|5AART|6ASPD|7RCR
232	51121 24326	   	172.69	DCR|5VULN|2DMG	12458VULN|3CGEN|68DMG|78BEXP|8BPWR|9ERES|aRCR
233	55321 13351	 * 	172.68	DCR|3VULN|2DMG|2CDMG|1SELL	19aVULN|29DMG|3LIT|4RMIN|5DUST|69CDMG|7RCR|8SELL|9BPWR
234	51133 31334	   	172.60	ACR|4VULN|1AART|1DMG	129aVULN|39CGEN|4BEXP|5RCR|6DMG|7AART|89LWND|9BPWR
235	54133 31334	   	172.60	ACR|4VULN|1AART|1DMG	129aVULN|29BPWR|39CGEN|4BEXP|5RCR|6DMG|7AART|89LWND
236	51153 31334	   	172.50	ACR|4VULN|1AART|1DMG	129aVULN|39CGEN|4DUST|5RCR|6DMG|7AART|89LWND|9BPWR
237	51133 31434	   	172.40	ACR|4VULN|1AART|1DMG	129aVULN|39CGEN|4BEXP|5RCR|6DMG|7AART|89DUST|9BPWR
238	21212 31352	   	172.37	DCR|3VULN|2DMG|1AART	1DUST|25aVULN|3LWND|46DMG|7BEXP|8AART|9RCR
239	55232 31352	   	172.37	DCR|3VULN|2DMG|1AART	15aVULN|26DMG|3DUST|4LWND|7BEXP|8AART|9RCR
240	51212 32323	   	172.34	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	125VULN|3ASPD|4TLV|69DUR|7RCR|8AART|aCDMG
241	54212 32323	   	172.34	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	125VULN|2BPWR|3ASPD|4TLV|69DUR|7RCR|8AART|aCDMG
242	51133 31225	   	172.30	ACR|4VULN|1AART|1DMG	129aVULN|3CGEN|4BEXP|5RCR|6DMG|7AART|8ERES
243	54133 31225	   	172.30	ACR|4VULN|1AART|1DMG	129aVULN|2BPWR|3CGEN|4BEXP|5RCR|6DMG|7AART|8ERES
244	51153 31225	   	172.20	ACR|4VULN|1AART|1DMG	129aVULN|3CGEN|4DUST|5RCR|6DMG|7AART|8ERES
245	51324 62323	   	172.16	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	126VULN|3aDUR|4MLV|5DMG|7RCR|8ZMB|9CDMG
246	52533 62223	   	172.16	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	156VULN|2ZMB|3MLV|4aDUR|7RCR|8DMG|9CDMG
247	52542 32223	   	172.16	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	145VULN|2ZMB|3MLV|6aDUR|7RCR|8DMG|9CDMG
248	51133 31333	   	172.15	ACR|3VULN|1AART|1DMG|1CDMG	129VULN|39CGEN|4BEXP|5RCR|6DMG|7AART|89LWND|9BPWR|aCDMG
249	54133 31333	   	172.15	ACR|3VULN|1AART|1DMG|1CDMG	129VULN|29BPWR|39CGEN|4BEXP|5RCR|6DMG|7AART|89LWND|aCDMG
250	51353 11153	   	172.13	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	125VULN|3DUR|4RCR|6DUST|7AART|8CGEN|9ZMB|aCDMG
251	51353 11353	   	172.13	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	125VULN|3DUR|4RCR|6DUST|7AART|8MLV|9ZMB|aCDMG
252	51153 31333	   	172.05	ACR|3VULN|1AART|1DMG|1CDMG	129VULN|39CGEN|4DUST|5RCR|6DMG|7AART|89LWND|9BPWR|aCDMG
253	51153 31533	   	172.05	ACR|3VULN|1AART|1DMG|1CDMG	129VULN|39CGEN|4DUST|5RCR|6DMG|7AART|89BEXP|9BPWR|aCDMG
254	54153 31333	   	172.05	ACR|3VULN|1AART|1DMG|1CDMG	129VULN|29BPWR|39CGEN|4DUST|5RCR|6DMG|7AART|89LWND|aCDMG
255	51353 11253	   	172.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	125VULN|3DUR|4RCR|6DUST|7AART|8ERES|9ZMB|aCDMG
256	51133 31433	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	129VULN|39CGEN|4BEXP|5RCR|6DMG|7AART|89DUST|9BPWR|aCDMG
257	54133 31433	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	129VULN|29BPWR|39CGEN|4BEXP|5RCR|6DMG|7AART|89DUST|aCDMG
258	51342 35231	   	171.94	DCR|5VULN|3DUR|1CDMG	12458VULN|368DUR|7RCR|8BPWR|9DMSP|aCDMG
259	51352 24221	   	171.87	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	12VULN|3DUR|4RCR|5CDMG|6ASPD|7ERES|8AART|9DMG|aLIT
260	51352 24223	   	171.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	12VULN|3DUR|4RCR|5CDMG|6ASPD|7ERES|8AART|9DMG|aCGEN
261	31653 23216	   	171.84	ACR|2VULN|2DMG|1AART|1ZMB	1BEXP|25VULN|3DMSP|4RCR|68DMG|7ZMB|9LWND|aAART
262	51352 24222	   	171.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	12VULN|3DUR|4RCR|5CDMG|6ASPD|7aERES|8AART|9DMG
263	51341 62314	   	171.56	DCR|4VULN|1AART|1ZMB|1DUR	1246VULN|3DUR|5LWND|7RCR|8AART|9MBVNT|aZMB
264	51353 13234	   	171.53	ACR|3VULN|1AART|1DMG|2DUR	125VULN|3aDUR|4RCR|67DUST|8DMG|9AART
265	51642 32314	   	171.46	DCR|4VULN|1AART|1ZMB|1DUR	1245VULN|3DUST|6DUR|7RCR|8AART|9MBVNT|aZMB
266	51352 16221	   	171.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	12VULN|3DUR|4RCR|57CDMG|6BEXP|8AART|9DMG|aLIT
267	31642 32234	   	171.31	DCR|3VULN|1AART|1DMG|2DUR	1BEXP|245VULN|3DMSP|6aDUR|7RCR|8DMG|9AART
268	51341 62233	   	171.27	DCR|4VULN|1DMG|1CDMG|1DUR	1246VULN|3DUR|5LWND|7RCR|8DMG|9CDMG|aRCVC
269	51342 62233	   	171.27	DCR|4VULN|1DMG|1CDMG|1DUR	1245VULN|3DUR|6LHND|7RCR|8DMG|9CDMG|aRCVC
270	51214 32236	 * 	171.25	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	12VULN|35ASPD|4TLV|6DUR|7RCR|8aDMG|9CDMG
271	51352 16222	   	171.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	12VULN|3DUR|4RCR|57CDMG|6BEXP|8AART|9DMG|aERES
272	31653 23242	   	171.23	ACR|3VULN|2DMG|1ZMB|1DUR	1BEXP|25aVULN|3DMSP|4RCR|68DMG|7ZMB|9DUR
273	21642 32234	   	171.21	DCR|3VULN|1AART|1DMG|2DUR	1DUST|245VULN|3DMSP|6aDUR|7RCR|8DMG|9AART
274	52533 62333	   	171.21	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	156VULN|2ZMB|3MLV|4DUR|7RCR|8AART|9DMSP|aCDMG
275	52542 32333	   	171.21	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	145VULN|2ZMB|3MLV|6DUR|7RCR|8AART|9DMSP|aCDMG
276	25332 52432	 * 	171.18	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2ZMB|3VULN|4LWND|58AART|6ASPD|7RCR|9CDMG|aDMG
277	52232 52432	   	171.18	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3DUST|4LWND|58AART|6ASPD|7RCR|9CDMG|aDMG
278	31212 34643	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	1BEXP|257VULN|3LWND|46DMG|8RCR|9CDMG|aDUR
279	11611 43531	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2FEWX|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN|aLIT
280	11611 43533	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2FEWX|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN|aCGEN
281	12611 43531	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2BEXP|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN|aLIT
282	12611 43533	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2BEXP|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN|aCGEN
283	13611 43531	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2DUST|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN|aLIT
284	13611 43533	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2DUST|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN|aCGEN
285	11611 43532	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aERES|2FEWX|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN
286	12611 43532	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aERES|2BEXP|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN
287	51352 22331	 * 	170.86	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR|1ASPD	12VULN|37DUR|4RCR|5CDMG|6ASPD|89ZMB|aAART
288	54352 22331	   	170.86	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR|1ASPD	12VULN|2BPWR|37DUR|4RCR|5CDMG|6ASPD|89ZMB|aAART
289	13611 43532	   	170.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aERES|2DUST|3CDMG|4AART|58DMG|6ZMB|7RCR|9VULN
290	52123 36382	   	170.71	DCR|5VULN|1DMG|1ZMB	1579aVULN|2ZMB|3LWND|4MBVNT|6DMG|8RCR
291	51351 22224	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	12VULN|3DUR|4RCR|5ASPD|6DMG|7LHND|8CDMG|9LEGI|aAART
292	52512 32234	 * 	170.61	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	15VULN|24ZMB|34MLV|4BPWR|6aDUR|7RCR|8DMG|9AART
293	55122 11844	   	170.56	DCR|4VULN|1DMG|1CDMG|2DUR	1578VULN|2DMG|37LWND|4MBVNT|67DUR|7BPWR|9RCR|aCDMG
294	52522 32234	   	170.51	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	15VULN|24ZMB|3MLV|6aDUR|7RCR|8DMG|9AART
295	51353 24122	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1257VULN|3DUR|4RCR|6DMG|8BEXP|9CDMG|aLIT
296	51353 61222	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1256VULN|3DUR|4RCR|7BEXP|8DMG|9CDMG|aLIT
297	51351 21521	   	170.37	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	12VULN|3DUR|4RCR|5ASPD|6DMG|78AART|9CGEN|aLWND
298	51351 21522	   	170.37	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	12VULN|3DUR|4RCR|5ASPD|6DMG|78AART|9CGEN|aLHND
299	51351 21531	   	170.37	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|78AART|9MLV|aLWND
300	51351 21532	   	170.37	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|78AART|9MLV|aLHND
301	61351 21512	   	170.37	ACR|2DMG|2AART|1VULN|1ASPD|1DUR	1DMSP|2VULN|3DUR|4RCR|5ASPD|6aDMG|78AART|9RPLT
302	51352 14221	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12VULN|37DUR|4RCR|5CDMG|6BEXP|8AART|9DMG|aLIT
303	51353 24121	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1257VULN|3DUR|4RCR|6DMG|8BEXP|9CDMG|aERES
304	51353 24222	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1257VULN|3DUR|4RCR|6DMG|8DUST|9CDMG|aLIT
305	51353 61221	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1256VULN|3DUR|4RCR|7BEXP|8DMG|9CDMG|aERES
306	51353 12243	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1259VULN|3DUR|4RCR|6DUST|7LHND|8CDMG|aDMG
307	51351 21511	   	170.27	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|78AART|9RPLT|aERES
308	51351 21523	   	170.27	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	12VULN|3DUR|4RCR|5ASPD|6DMG|78AART|9CGEN|aLSRREG
309	51351 21533	   	170.27	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|78AART|9MLV|aLSRREG
310	51352 14222	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12VULN|37DUR|4RCR|5CDMG|6BEXP|8AART|9DMG|aERES
311	51353 24221	   	170.19	ACR|4VULN|1DMG|1CDMG|1DUR	1257VULN|3DUR|4RCR|6DMG|8DUST|9CDMG|aERES
312	51133 32244	   	170.15	ACR|3VULN|1AART|1DMG|1CDMG	129VULN|3CGEN|4BEXP|5RCR|6DMG|7LHND|8CDMG|aAART
313	35641 13123	 * 	170.01	DCR|3DMG|1AART|1CDMG|1ZMB|1ASPD	1BEXP|2ZMB|3CDMG|459DMG|6AART|7LWND|8RCR|aASPD
314	53612 52323	   	170.01	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15VULN|24ERES|34DMG|4BPWR|6DUR|7RCR|8ZMB|9CDMG|aRCVC
315	51122 52314	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1248VULN|3CGEN|5DMG|6DUR|7RCR|9LWND|aCDMG
316	51122 52324	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1248VULN|3CGEN|5DMG|6DUR|7RCR|9BEXP|aCDMG
317	51341 62232	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1246VULN|3DUR|5LWND|7RCR|8DMG|9CDMG|aLIT
318	51342 62232	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1245VULN|3DUR|6LHND|7RCR|8DMG|9CDMG|aLIT
319	51442 32222	   	169.97	DCR|4VULN|1DMG|1CDMG|1DUR	1245VULN|3FEWX|6DUR|7RCR|8DMG|9CDMG|aLIT
320	51351 21141	   	169.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|7AART|8CGEN|9FEWX|aZMB
321	51351 21341	   	169.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|7AART|8MLV|9FEWX|aZMB
322	51451 31131	   	169.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3FEWX|4RCR|5ASPD|6DMG|7AART|8CGEN|9DUR|aZMB
323	52551 31132	   	169.93	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1aVULN|2ZMB|3MLV|4RCR|5ASPD|6DMG|7AART|8CGEN|9DUR
324	51642 32222	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1245VULN|3DUST|6DUR|7RCR|8DMG|9CDMG|aLIT
325	51341 12243	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1249VULN|3DUR|5LWND|6DUST|7RCR|8CDMG|aDMG
326	51341 62231	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1246VULN|3DUR|5LWND|7RCR|8DMG|9CDMG|aERES
327	51342 62231	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1245VULN|3DUR|6LHND|7RCR|8DMG|9CDMG|aERES
328	51343 24184	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1249VULN|3DUR|5MBVNT|6DMG|7RCR|8LWND|aCDMG
329	51343 24822	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1248VULN|3DUR|5MBVNT|6DMG|7RCR|9CDMG|aLIT
330	51343 24844	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1248VULN|3DUR|5MBVNT|6DMG|7RCR|9LWND|aCDMG
331	51442 32221	   	169.87	DCR|4VULN|1DMG|1CDMG|1DUR	1245VULN|3FEWX|6DUR|7RCR|8DMG|9CDMG|aERES
332	51351 21241	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|7AART|8ERES|9FEWX|aZMB
333	51351 21331	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|7AART|8MLV|9DUST|aZMB
334	51351 21611	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|7AART|8BEXP|9ERES|aZMB
335	51451 31231	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3FEWX|4RCR|5ASPD|6DMG|7AART|8ERES|9DUR|aZMB
336	51651 31131	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3DUST|4RCR|5ASPD|6DMG|7AART|8CGEN|9DUR|aZMB
337	52551 31232	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1aVULN|2ZMB|3MLV|4RCR|5ASPD|6DMG|7AART|8ERES|9DUR
338	54351 21331	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	12VULN|2BPWR|3DUR|4RCR|5ASPD|6DMG|7AART|8MLV|9DUST|aZMB
339	51642 32221	   	169.77	DCR|4VULN|1DMG|1CDMG|1DUR	1245VULN|3DUST|6DUR|7RCR|8DMG|9CDMG|aERES
340	51343 24821	   	169.77	DCR|4VULN|1DMG|1CDMG|1DUR	1248VULN|3DUR|5MBVNT|6DMG|7RCR|9CDMG|aERES
341	51351 21411	   	169.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3DUR|4RCR|5ASPD|6DMG|7AART|8DUST|9ERES|aZMB
