0	Index      	 *	Score 	Summary	Detail	
1	53162 26311	 * 	201.35	ACR|5VULN|2DMG|2DUR	1RCR|28TLV|35DMG|4578aVULN|58BPWR|68DUR|9RCVC
157	22321 24164	 * 	178.61	DCR|3VULN|1AART|2CDMG|2DUR	1AART|2aDUR|3LHND|49aVULN|5CGEN|6RCR|7BEXP|8aCDMG|aBPWR
158	21543 42213	   	178.47	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2ASPD|3RCR|4CDMG|57VULN|6TLV|8LIT|9DMG|aDUR
159	21511 15127	   	178.41	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|28ASPD|3RCR|48aVULN|5MBVNT|67RCVC|8BPWR|9CDMG
160	22123 42334	   	178.37	ACR|2VULN|2DMG|1AART|2DUR	1AART|27DUR|3CGEN|4RCR|5TLV|69VULN|8aDMG
161	22123 42642	   	178.34	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1AART|278DUR|3CGEN|4RCR|58TLV|68VULN|8BPWR|9CDMG|aDMG
162	21556 32131	   	178.30	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|4LWND|5DUR|6VULN|79CDMG|8ZMB|aDMG
163	21513 23324	   	178.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|29ASPD|3RCR|4aVULN|5LWND|6MGNSTR|7DMG|8CDMG
164	21543 62311	 * 	178.25	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|28ASPD|3RCR|4CDMG|5VULN|6LIT|79DMG|aCGEN
165	21543 62312	   	178.25	ACR|2DMG|1AART|1VULN|1CDMG|2ASPD	1AART|28ASPD|3RCR|4CDMG|5VULN|6LIT|79DMG|aMLV
166	21543 62313	   	178.25	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|28ASPD|3RCR|4CDMG|5VULN|6LIT|79DMG|aRMIN
167	21543 62322	   	178.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|28ASPD|3RCR|4CDMG|5aVULN|6LIT|7DMG|9BEXP
168	21543 62332	   	178.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|28ASPD|3RCR|4CDMG|5aVULN|6LIT|7DMG|9LWND
169	53162 43242	 * 	178.24	ACR|2VULN|2DMG|3ASPD|1CDMG	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|78aASPD|9CDMG
170	21512 22633	   	178.23	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|48aVULN|5ZMB|6RPLT|7LWND|9CDMG
171	53162 26113	   	178.18	ACR|3VULN|2DMG|1ZMB|1DUR|1SELL	1RCR|2TLV|35DMG|457VULN|5BPWR|6DUR|8SELL|9BELT|aZMB
172	21511 23325	   	178.15	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|29ASPD|3RCR|4aVULN|5MBVNT|6MGNSTR|7DMG|8CDMG
173	22223 41354	   	178.05	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2DUR|3DUST|48VULN|5BELT|6RCR|7CDMG|9DMG|aASPD
174	35114 33114	 * 	178.01	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	19ZMB|2DUR|39DMG|4DUST|5AART|6ERES|7BELT|89VULN|9BPWR|aRCR
175	21233 54232	   	177.94	ACR|2VULN|1AART|3ZMB|3ASPD	1AART|278ASPD|3RCVC|478ZMB|5RCR|678TLV|78BPWR|9aVULN
176	23364 35312	   	177.88	ACR|2AART|2VULN|2DMG	12AART|37LIT|4RCR|57MLV|67DMG|7BPWR|8aVULN|9RPLT
177	53114 31151	   	177.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2TLV|3aDMG|4DUST|5AART|6ERES|7CDMG|8VULN|9ZMB
178	51534 23122	   	177.78	ACR|2DMG|1VULN|2ASPD|1CDMG|2DUR|1ZMB	1RCR|2LHND|3ZMB|4aDMG|5aDUR|6CDMG|7aASPD|8DUST|9VULN|aBPWR
179	35234 53121	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3CGEN|4RCR|5AART|6CDMG|7DMG|8aVULN|9DUST
180	23363 35312	   	177.68	ACR|2AART|2VULN|2DMG	12AART|37LIT|4RCR|57TLV|67DMG|7BPWR|8aVULN|9RPLT
181	23363 35324	   	177.68	ACR|2AART|2VULN|2DMG	12AART|37LIT|4RCR|57TLV|67DMG|7BPWR|8aVULN|9LWND
182	23363 35343	   	177.68	ACR|2AART|2VULN|2DMG	12AART|37LIT|4RCR|57TLV|67DMG|7BPWR|8aVULN|9BELT
183	53162 23115	   	177.65	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|69DUR|7ASPD|8FEWX|aCDMG
184	21253 22436	 * 	177.64	DCR|2DMG|1AART|2CDMG|2ZMB|2ASPD	1AART|27ASPD|3RCVC|4aCDMG|57DMG|67ZMB|7BPWR|8RCR|9TLV
185	21253 11452	 * 	177.59	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|2DUR	1AART|2aASPD|3RCVC|4aCDMG|5DMG|6VULN|7aDUR|8RCR|9RMIN|aBPWR
186	63334 12623	   	177.55	ACR|3VULN|1AART|1DMG|3DUR	18CGEN|2RMIN|389VULN|4RCR|578DUR|6AART|8BPWR|aDMG
187	53131 36324	   	177.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|28TLV|3DMG|4RMIN|5RPLT|68VULN|78CDMG|8BPWR|9DUR|aAART
188	22462 33421	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3ZMB|4TLV|5CDMG|6RMIN|7aDMG|8RCR|9VULN
189	21516 11151	   	177.31	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1AART|2ASPD|3RCR|48VULN|5aDUR|6RCVC|7CDMG|9ZMB
190	52332 12262	   	177.27	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LWND|3ERES|4aDMG|5DUR|6AART|7MLV|89VULN
191	16332 26242	   	177.23	ACR|4VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2ERES|3678VULN|4RCR|5DUR|9DMG|aCDMG
192	52332 16262	   	177.17	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LWND|3ERES|4aDMG|5DUR|6AART|7TLV|89VULN
193	36332 11361	   	177.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2ERES|39VULN|4RCR|5DUR|6AART|7CDMG|8FEWX|aDMG
194	23334 24131	 * 	177.13	DCR|2AART|2DMG|1VULN|1FLTHEA|1ZMB	12AART|3LIT|4FLTHEA|59DMG|6ZMB|7RPLT|8VULN|aRCR
195	21253 24316	   	177.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	19AART|2ASPD|3RCVC|4CDMG|5DMG|6ZMB|7RCR|8RPLT|aVULN
196	53162 26332	   	177.02	ACR|4VULN|2DMG|1CDMG|2DUR|1MSE	1RCR|28TLV|35DMG|4578VULN|58BPWR|68DUR|9MSE|aCDMG
197	23311 52623	 * 	177.00	DCR|2AART|2VULN|2DMG|1ASPD	12AART|34LIT|56VULN|78DMG|9ASPD|aRCR
198	21511 72245	   	176.83	ACR|2VULN|1AART|2CDMG|2ASPD|2DUR	1AART|29ASPD|3RCR|4aVULN|5MBVNT|69DUR|79CDMG|8RPLT|9BPWR
199	21253 14421	   	176.76	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCVC|4CDMG|5DMG|69VULN|7FEWX|8RCR|aDUR
200	21253 15421	   	176.76	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCVC|4CDMG|5DMG|69VULN|7BEXP|8RCR|aDUR
201	21253 16421	   	176.76	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2ASPD|3RCVC|4CDMG|5DMG|69VULN|7LWND|8RCR|aDUR
202	21253 11424	   	176.76	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCVC|4CDMG|5DMG|69VULN|7DUR|8RCR|aFEWX
203	25431 23114	   	176.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|29FEWX|3ZMB|49DMG|5CGEN|6DUR|7BELT|89VULN|9BPWR|aRCR
204	15114 33114	 * 	176.70	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	19ASPD|2DUR|39DMG|4DUST|5AART|6ERES|7BELT|89VULN|9BPWR|aRCR
205	52332 24162	   	176.67	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LWND|3ERES|4aDMG|5DUR|69VULN|7AART|8CGEN
206	21253 13421	   	176.66	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCVC|4CDMG|5DMG|69VULN|7DUST|8RCR|aDUR
207	21253 11422	   	176.66	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2ASPD|3RCVC|4CDMG|5DMG|69VULN|7DUR|8RCR|aERES
208	21253 11423	   	176.66	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2ASPD|3RCVC|4CDMG|5DMG|69VULN|7DUR|8RCR|aBASICY
209	22325 25161	   	176.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|29DUR|3LHND|47VULN|5RMIN|6RCR|8CDMG|aDMG
210	21512 23534	   	176.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	17AART|2ASPD|3RCR|4VULN|5ZMB|6RPLT|8LWND|9CDMG|aDMG
211	21543 62221	   	176.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	18AART|2ASPD|3RCR|4CDMG|5VULN|6LIT|7DMG|9BEXP|aZMB
212	21543 62231	   	176.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	18AART|2ASPD|3RCR|4CDMG|5VULN|6LIT|7DMG|9LWND|aZMB
213	53162 22262	   	176.48	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|7LEGI|8RMIN|9RCVC|aAART
214	21253 14422	 * 	176.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2aASPD|3RCVC|4CDMG|5DMG|69VULN|7FEWX|8RCR
215	21253 15422	   	176.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2aASPD|3RCVC|4CDMG|5DMG|69VULN|7BEXP|8RCR
216	21253 16422	   	176.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2aASPD|3RCVC|4CDMG|5DMG|69VULN|7LWND|8RCR
217	53153 21422	   	176.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|28TLV|38DMG|47BEXP|5ZMB|68VULN|8BPWR|9CDMG|aDUR
218	16332 26241	   	176.40	ACR|5VULN|1DMG|1DUR|1ASPD	1ASPD|2ERES|3678aVULN|4RCR|5DUR|9DMG
219	32163 51412	 * 	176.35	DCR|2VULN|3ZMB|1AART|1DMG|1DUR	156ZMB|2DUST|3DMG|46VULN|6BPWR|7RPLT|8RCR|9AART|aDUR
220	21253 13422	   	176.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2aASPD|3RCVC|4CDMG|5DMG|69VULN|7DUST|8RCR
221	53162 23262	   	176.32	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|78ASPD|9ZMB|aFEWX
222	53162 23361	   	176.32	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|7aASPD|8DMSP|9ZMB
223	53162 52311	   	176.29	ACR|4VULN|2DMG	1RCR|28TLV|35DMG|458aVULN|58BPWR|68LWND|7DMSP|9RCVC
224	21511 23743	   	176.27	ACR|2AART|2DMG|1VULN|1DUR|1ASPD	18AART|2ASPD|3RCR|4VULN|5MBVNT|6MGNSTR|79DMG|aDUR
225	53164 23131	   	176.27	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	1RCR|2TLV|3DMG|46VULN|5DUR|7ASPD|8FEWX|9aAART
226	53132 44231	 * 	176.24	ACR|3DMG|2AART|1CDMG	1RCR|278TLV|378DMG|4RMIN|5RCVC|6aAART|78BPWR|9CDMG
227	53124 16331	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2TLV|3DMG|4LIT|59VULN|6FEWX|7CDMG|8AART|aZMB
228	53124 36331	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2TLV|3DMG|4LIT|59VULN|6LHND|7CDMG|8AART|aZMB
229	53163 16331	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2TLV|3DMG|49VULN|5LIT|6FEWX|7CDMG|8AART|aZMB
230	53163 36331	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2TLV|3DMG|49VULN|5LIT|6LHND|7CDMG|8AART|aZMB
231	53162 34211	   	176.19	ACR|4VULN|2DMG	1RCR|2TLV|35DMG|458aVULN|5BPWR|67BEXP|9RCVC
232	53162 52211	   	176.19	ACR|4VULN|2DMG	1RCR|2TLV|35DMG|458aVULN|5BPWR|6LWND|7DMSP|9RCVC
233	21511 15135	   	176.11	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|28ASPD|3RCR|48VULN|5MBVNT|67RCVC|8BPWR|9DUR|aDMG
234	53124 21631	   	176.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2TLV|39DMG|4LIT|5VULN|6CANHEL|7CDMG|8AART|aZMB
235	53163 21631	   	176.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2TLV|39DMG|4VULN|5LIT|6CANHEL|7CDMG|8AART|aZMB
236	51314 12134	   	176.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|2LHND|39VULN|4DMSP|57DUR|6AART|8ZMB|aDMG
237	36332 26262	   	176.07	ACR|4VULN|1AART|2DUR|1ZMB	1ZMB|2ERES|3678VULN|4RCR|59DUR|aAART
238	21253 13425	   	176.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2ASPD|3RCVC|4aCDMG|5DMG|69VULN|7DUST|8RCR
239	63332 26342	   	175.98	ACR|4VULN|1DMG|1CDMG|2DUR	158CGEN|2RMIN|3578VULN|4RCR|58BPWR|68DUR|9DMG|aCDMG
240	21511 76334	   	175.97	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|479VULN|5MBVNT|6DUR|8RCVC|aCDMG
241	53162 23163	   	175.97	ACR|3DMG|2VULN|1DUR|1ASPD	1RCR|2TLV|35aDMG|45VULN|5BPWR|6DUR|7ASPD|8FEWX|9RCVC
242	53162 23331	   	175.97	ACR|3VULN|2DMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45aVULN|5BPWR|6DUR|7ASPD|8DMSP|9RCVC
243	41334 13334	   	175.95	ACR|2VULN|2DMG|1AART|1DUR	1LWND|27RCVC|39VULN|4RCR|5DUR|6AART|8aDMG
244	36333 32331	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2ERES|37VULN|4RCR|5MLV|6CDMG|8AART|9DUR|aDMG
245	36333 32361	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2ERES|37VULN|4RCR|5MLV|6CDMG|8AART|9DMG|aDUR
246	36333 32362	   	175.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ERES|37VULN|4RCR|5MLV|6CDMG|8AART|9DMG|aASPD
247	21512 23225	   	175.93	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	17AART|2ASPD|3RCR|49VULN|5ZMB|6RPLT|8RCVC|aCDMG
248	21512 51612	   	175.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|46VULN|5ZMB|7ERES|8DMG|9DUR|aFEWX
249	21512 51613	   	175.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|46VULN|5ZMB|7ERES|8DMG|9DUR|aBEXP
250	21511 21224	   	175.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|49VULN|5MBVNT|6MGNSTR|7DUR|8DMG|aZMB
251	21511 21244	   	175.83	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|4VULN|5MBVNT|6MGNSTR|7DUR|89DMG|aZMB
252	21516 22226	   	175.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|49VULN|5DUR|6MGNSTR|7DUST|8DMG|aZMB
253	21552 33262	   	175.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2ASPD|3RCR|4LWND|5ZMB|6ERES|7DUR|89VULN|aDMG
254	21514 12412	   	175.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5CGEN|6BELT|7DMG|89LWND|9BPWR|aZMB
255	21514 12512	   	175.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5CGEN|6BELT|7DMG|89FEWX|9BPWR|aZMB
256	21554 12112	   	175.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49LWND|5CGEN|6BELT|7DMG|89VULN|9BPWR|aZMB
257	23363 35326	 * 	175.75	ACR|3DMG|2AART|1VULN	12AART|37LIT|4RCR|57TLV|67aDMG|7BPWR|8VULN|9LWND
258	53114 52221	   	175.74	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3DMG|4DUST|5AART|6CDMG|79VULN|8RCVC|aDUR
259	53114 52222	   	175.74	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3DMG|4DUST|5AART|6CDMG|79VULN|8RCVC|aASPD
260	21512 21412	   	175.70	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ZMB|6RPLT|7MLV|89CDMG|9BPWR|aFEWX
261	21512 21413	   	175.70	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ZMB|6RPLT|7MLV|89CDMG|9BPWR|aBEXP
262	21512 21416	   	175.70	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ZMB|6RPLT|7MLV|89CDMG|9BPWR|aRMIN
263	21512 24412	   	175.70	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ZMB|6RPLT|7CGEN|89CDMG|9BPWR|aFEWX
264	21512 24413	   	175.70	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ZMB|6RPLT|7CGEN|89CDMG|9BPWR|aBEXP
265	21515 12412	   	175.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ERES|6BELT|7DMG|89LWND|9BPWR|aZMB
266	21515 12512	   	175.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ERES|6BELT|7DMG|89FEWX|9BPWR|aZMB
267	21511 25347	   	175.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|27ASPD|3RCR|47VULN|5MBVNT|67MGNSTR|7BPWR|8FEWX|9DMG|aZMB
268	21511 25542	   	175.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|27ASPD|3RCR|47VULN|5MBVNT|67MGNSTR|7BPWR|8ZMB|9DMG|aFEWX
269	21511 25543	   	175.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|27ASPD|3RCR|47VULN|5MBVNT|67MGNSTR|7BPWR|8ZMB|9DMG|aLHND
270	21511 25744	   	175.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|27ASPD|3RCR|47VULN|5MBVNT|67MGNSTR|7BPWR|8LHND|9DMG|aZMB
271	21555 12112	   	175.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49LWND|5ERES|6BELT|7DMG|89VULN|9BPWR|aZMB
272	53162 33261	   	175.70	ACR|2VULN|2DMG|3ASPD|1ZMB	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|78aASPD|9ZMB
273	21512 21414	   	175.60	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ZMB|6RPLT|7MLV|89CDMG|9BPWR|aLEGI
274	21512 21415	   	175.60	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|49VULN|5ZMB|6RPLT|7MLV|89CDMG|9BPWR|aERES
275	21512 32214	   	175.50	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|48VULN|5ZMB|6ERES|7LWND|aDMG
276	21512 51114	   	175.50	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|46VULN|5ZMB|7ERES|8LWND|aDMG
277	21512 51214	   	175.50	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|29ASPD|3RCR|46VULN|5ZMB|7ERES|8FEWX|aDMG
278	21512 51622	   	175.50	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|2aASPD|3RCR|46VULN|5ZMB|7ERES|8DMG|9RMIN
279	42334 12334	   	175.47	ACR|2VULN|2DMG|1AART|2DUR	12LWND|39VULN|4RCR|57DUR|6AART|8aDMG
280	43334 12334	   	175.47	ACR|2VULN|2DMG|1AART|2DUR	1LWND|2DMSP|39VULN|4RCR|57DUR|6AART|8aDMG
281	63334 12334	   	175.47	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|2RMIN|39VULN|4RCR|57DUR|6AART|8aDMG
282	23262 23351	   	175.46	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	12AART|3LWND|4DUR|5CDMG|6RMIN|7aDMG|8VULN|9RCR
283	36332 13651	   	175.45	ACR|2VULN|3ZMB|1AART|2DUR|1ASPD	189ZMB|2ERES|38VULN|4RCR|58DUR|6AART|7RCVC|8BPWR|aASPD
284	35331 13421	   	175.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2DUR|36DUST|4AART|5CDMG|7aDMG|8RCR|9VULN
285	31163 53622	   	175.40	DCR|3VULN|3ZMB|1DMG|2DUR	156ZMB|2aLWND|3DMG|46aVULN|6aBPWR|7aDUR|8RCR|9RCVC
286	16331 63351	   	175.34	ACR|2VULN|1AART|3ASPD|1DMG|2DUR	178ASPD|25ERES|38VULN|4RCR|68DUR|8BPWR|9DMG|aAART
287	36333 32651	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2ERES|37VULN|4RCR|5MLV|6CDMG|8DMG|9AART|aDUR
288	36333 32652	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ERES|37VULN|4RCR|5MLV|6CDMG|8DMG|9AART|aASPD
289	36333 32365	   	175.31	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	1ZMB|2ERES|37VULN|4RCR|5MLV|6aCDMG|8AART|9DMG
290	22123 43334	   	175.28	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3CGEN|4RCR|5TLV|69VULN|7RCVC|8aDMG
291	63332 26341	   	175.16	ACR|5VULN|1DMG|2DUR	158CGEN|2RMIN|3578aVULN|4RCR|58BPWR|68DUR|9DMG
292	32161 32354	   	175.13	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	1ZMB|2DUST|3DMG|47VULN|5ERES|6CDMG|8aAART|9RCR
293	22325 25334	 * 	175.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3LHND|479VULN|5RMIN|6RCR|8RCVC|aDMG
294	22432 52141	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	17AART|2DUR|3ZMB|4DMG|5MBVNT|6aVULN|8RCR|9RPLT
295	21223 36154	   	175.10	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1aAART|2ASPD|3RCVC|4DMG|5RCR|6VULN|7LWND|8ZMB|9CDMG
296	16332 12234	   	175.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2ERES|389VULN|4RCR|5DUR|6AART|7MLV|aDMG
297	22432 52125	   	175.02	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	17AART|2DUR|3ZMB|4aDMG|5MBVNT|6VULN|8RCR|9ERES
298	16332 16234	   	174.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2ERES|389VULN|4RCR|5DUR|6AART|7TLV|aDMG
299	53162 33134	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|7ASPD|8FEWX|9CGEN|aAART
300	53162 33141	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|7ASPD|8FEWX|9LHND|aAART
301	53162 36111	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|7CGEN|8FEWX|9DUR|aAART
302	53162 53213	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6LWND|7LHND|8RMIN|9DUR|aAART
303	22462 33351	   	174.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3ZMB|4TLV|5CDMG|6RMIN|7aDMG|8VULN|9RCR
304	53162 11311	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6ERES|7FEWX|8BEXP|9DUR|aAART
305	53162 12111	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6ERES|7BEXP|8FEWX|9DUR|aAART
306	53162 12234	   	174.87	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6ERES|7BEXP|8ASPD|9LHND|aAART
307	53162 32211	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|7LEGI|8RMIN|9DUR|aAART
308	53162 43134	   	174.87	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|7ASPD|8FEWX|9CGEN|aAART
309	53162 44111	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|7CGEN|8FEWX|9DUR|aAART
310	53111 25214	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|39DMG|4DUST|5ERES|69VULN|7DUR|89CGEN|9BPWR|aAART
311	53162 11511	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6ERES|7FEWX|8DUST|9DUR|aAART
