0	Index      	 *	Score 	Summary	Detail	
1	14223 23527	 * 	193.67	DCR|4VULN|2DMG|1AART	1RCVC|278aVULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR
163	31431 26121	   	169.62	DCR|2DMG|2AART|1VULN|1ZMB|1ASPD	1ZMB|2TLV|3ERES|4ASPD|5VULN|6aAART|78DMG|9RCR
164	31431 26421	   	169.62	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	1ZMB|2TLV|3ERES|4ASPD|58VULN|6aAART|7DMG|9RCR
165	14214 23326	   	169.57	DCR|4VULN|1AART|2ASPD	1RCVC|278aVULN|3AART|47ASPD|57FEWX|6MBVNT|7BPWR|9RCR
166	15212 23326	   	169.57	DCR|4VULN|1AART|2ASPD	1RCVC|27LWND|3AART|47ASPD|578aVULN|6MBVNT|7BPWR|9RCR
167	53212 22328	   	169.41	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	17MLV|2ZMB|3AART|47ASPD|578VULN|6MBVNT|7BPWR|9RCR|aDUR
168	53323 11111	   	169.36	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aFEWX
169	53323 11114	   	169.36	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aLHND
170	53323 11115	   	169.36	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aRMIN
171	53323 11116	   	169.36	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aLIT
172	53363 11111	   	169.36	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aFEWX
173	53363 11114	   	169.36	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4aLHND|5AART|6FLTHEA|7DMG|8VULN|9CDMG
174	14212 35363	 * 	169.32	DCR|2AART|2VULN|2CDMG|1ASPD	1RCVC|25VULN|38AART|4ASPD|6CGEN|7RCR|9aCDMG
175	53313 11111	   	169.26	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aFEWX
176	53313 11114	   	169.26	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aLHND
177	53313 11115	   	169.26	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aRMIN
178	53313 11116	   	169.26	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aLIT
179	53323 11156	   	169.26	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7DMG|8VULN|9CANSTR|aCDMG
180	53363 11115	   	169.26	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|7DMG|8VULN|9CDMG|aDUST
181	53313 11156	   	169.16	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7DMG|8VULN|9CANSTR|aCDMG
182	53323 26411	   	169.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3RCR|4LWND|5AART|6RCVC|7DMG|8aVULN|9DUR
183	12215 22361	   	169.08	DCR|3DMG|1AART|1VULN	1RCVC|2RPLT|3AART|459DMG|6RCR|7VULN|8MLV|aLIT
184	12215 22364	   	169.08	DCR|3DMG|1AART|1VULN	1RCVC|2RPLT|3AART|459DMG|6RCR|7VULN|8MLV|aRMIN
185	36351 31136	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2LIT|3LHND|48VULN|5BEXP|6AART|7aDMG|9RCR
186	36352 31136	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|2LIT|3LHND|48VULN|5FEWX|6AART|7aDMG|9RCR
187	53313 26411	   	168.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3RCR|4LEGI|5AART|6RCVC|7DMG|8aVULN|9DUR
188	12215 21463	   	168.98	DCR|3DMG|1AART|1VULN	1RCVC|2RPLT|3AART|459DMG|6RCR|7TLV|8LHND|aVULN
189	12215 22321	   	168.98	DCR|3DMG|1AART|1VULN	1RCVC|2RPLT|3AART|45aDMG|6RCR|7VULN|8MLV|9NUKE
190	12215 22561	   	168.98	DCR|3DMG|1AART|1VULN	1RCVC|2RPLT|3AART|459DMG|6RCR|7VULN|8ERES|aLIT
191	14226 52321	   	168.98	DCR|3VULN|1AART|1DMG	1RCVC|28aVULN|3AART|4BEXP|5DUST|6RCR|7FEWX|9DMG
192	14226 53121	   	168.98	DCR|3VULN|1AART|1DMG	1RCVC|27aVULN|3AART|4BEXP|5DUST|6RCR|8LHND|9DMG
193	14226 53221	   	168.98	DCR|3VULN|1AART|1DMG	1RCVC|27aVULN|3AART|4BEXP|5DUST|6RCR|8FEWX|9DMG
194	15226 53321	   	168.98	DCR|3VULN|1AART|1DMG	1RCVC|2LWND|3AART|4BEXP|5DUST|6RCR|78aVULN|9DMG
195	12213 62511	   	168.91	DCR|3DMG|1AART|1VULN|3RCVC	157RCVC|2RPLT|3AART|46aDMG|8RCR|9VULN
196	53323 11265	 * 	168.89	ACR|3DMG|1AART|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|79aDMG|8BEXP
197	12215 22521	   	168.88	DCR|3DMG|1AART|1VULN	1RCVC|2RPLT|3AART|45aDMG|6RCR|7VULN|8ERES|9NUKE
198	14212 25224	   	168.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|25VULN|3AART|4ASPD|6ZMB|7RCR|8BEXP|9SNIHEL|aDMG
199	12215 22251	   	168.85	DCR|2DMG|1AART|1VULN|1CDMG	18RCVC|2RPLT|3AART|45DMG|6RCR|7VULN|9CDMG|aRMIN
200	12215 22252	   	168.85	DCR|2DMG|1AART|1VULN|1CDMG	18RCVC|2RPLT|3AART|45DMG|6RCR|7VULN|9CDMG|aMLV
201	12215 22254	   	168.85	DCR|2DMG|1AART|1VULN|1CDMG	18RCVC|2RPLT|3AART|45DMG|6RCR|7VULN|9CDMG|aLWND
202	12215 22255	   	168.85	DCR|2DMG|1AART|1VULN|1CDMG	18RCVC|2RPLT|3AART|45DMG|6RCR|7VULN|9CDMG|aLHND
203	12215 22256	   	168.85	DCR|2DMG|1AART|1VULN|1CDMG	18RCVC|2RPLT|3AART|45DMG|6RCR|7VULN|9CDMG|aCGEN
204	12215 43221	   	168.82	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2RPLT|3AART|45aDMG|6VULN|7ASPD|8CGEN|9RCR
205	53313 11265	   	168.79	ACR|3DMG|1AART|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|79aDMG|8BEXP
206	53313 11634	   	168.79	ACR|3DMG|1AART|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|79aDMG|8CGEN
207	53212 22325	   	168.78	DCR|3VULN|1AART|3ASPD|1ZMB	17MLV|2ZMB|3AART|47aASPD|578VULN|6MBVNT|7BPWR|9RCR
208	12215 64234	   	168.77	DCR|3DMG|1AART|1CDMG|1ZMB	1RCVC|2RPLT|3AART|456DMG|7MBVNT|8RCR|9ZMB|aCDMG
209	14232 25324	   	168.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|25VULN|3AART|4ERES|6ZMB|7RCR|8DUR|9VENICY|aDMG
210	12215 22253	   	168.75	DCR|2DMG|1AART|1VULN|1CDMG	18RCVC|2RPLT|3AART|45DMG|6RCR|7VULN|9CDMG|aDUST
211	14223 22421	   	168.72	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|27aVULN|3AART|4BEXP|5DMG|6MBVNT|8DUR|9RCR
212	14223 22525	   	168.72	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|278VULN|3AART|4BEXP|5DMG|6MBVNT|9RCR|aASPD
213	33111 41152	 * 	168.32	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3BEXP|4DUR|57aVULN|6DMG|8RCR|9CDMG
214	33211 41152	   	168.32	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3LHND|4DUR|57aVULN|6DMG|8RCR|9CDMG
215	33611 41152	   	168.32	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|4DUR|57aVULN|6DMG|8RCR|9CDMG
216	53352 33321	 * 	168.29	ACR|3VULN|1AART|1CDMG|1ZMB	1MLV|2ZMB|3RCR|4CDMG|5BEXP|6AART|7RPLT|89aVULN
217	14223 22156	   	168.26	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27VULN|3AART|4BEXP|58DMG|6MBVNT|9DUR|aRCR
218	66163 32323	   	168.22	DCR|3VULN|1AART|2CDMG|1DUR	14aVULN|29CDMG|3AIRHEL|5AART|6FEWX|7RCR|8DUR
219	66163 12323	   	168.12	DCR|3VULN|1AART|2CDMG|1DUR	14aVULN|29CDMG|3AIRHEL|5AART|6DUST|7RCR|8DUR
220	13462 22212	 * 	167.98	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|2RCVC	12RCVC|38CDMG|4LIT|5ZMB|6RCR|7AART|9VULN|aDMG
221	12113 23884	   	167.92	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RPLT|3CDMG|4DUR|5AART|6MBVNT|7DMG|8RCR|9aVULN
222	61352 61441	 * 	167.75	DCR|2VULN|2DMG|3CDMG|1DUR	19VULN|2FEWX|359CDMG|4LEGI|6MBVNT|79DMG|8RCR|9BPWR|aDUR
223	14215 23221	   	167.70	DCR|3VULN|1AART|2ASPD|2DUR	1RCVC|27aVULN|3AART|47ASPD|57DUR|6MBVNT|7BPWR|8LHND|9RCR
224	14215 23321	   	167.70	DCR|3VULN|1AART|2ASPD|2DUR	1RCVC|278VULN|3AART|47ASPD|57DUR|6MBVNT|7BPWR|9RCR|aDMSP
225	14215 23322	   	167.70	DCR|3VULN|1AART|2ASPD|2DUR	1RCVC|278VULN|3AART|47ASPD|57DUR|6MBVNT|7BPWR|9RCR|aLHND
226	14215 23323	   	167.70	DCR|3VULN|1AART|2ASPD|2DUR	1RCVC|278VULN|3AART|47ASPD|57DUR|6MBVNT|7BPWR|9RCR|aFEWX
227	14215 23721	   	167.70	DCR|3VULN|1AART|2ASPD|2DUR	1RCVC|27aVULN|3AART|47ASPD|57DUR|6MBVNT|7BPWR|8BEXP|9RCR
228	63352 61441	   	167.65	DCR|2VULN|2DMG|3CDMG|1DUR	19VULN|2DUST|359CDMG|4LEGI|6MBVNT|79DMG|8RCR|9BPWR|aDUR
229	53321 43243	 * 	167.62	ACR|2DMG|3ZMB|1AART|1CDMG	1MLV|278ZMB|3RCR|4LWND|56DMG|9CDMG|aAART
230	53311 43243	   	167.52	ACR|2DMG|3ZMB|1AART|1CDMG	1MLV|278ZMB|3RCR|4LEGI|56DMG|9CDMG|aAART
231	53331 23624	   	167.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	14MLV|2ZMB|3RCR|5VULN|6AART|7CDMG|8aDUR|9DMG
232	14212 25332	   	167.30	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	1RCVC|25VULN|3aAART|4ASPD|6ZMB|7RCR|8DUR|9LHND
233	12215 24621	   	167.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RCVC|2RPLT|3AART|45DMG|6RCR|7ASPD|8DUR|9DUST|aVULN
234	12215 25253	   	167.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RCVC|2RPLT|3AART|45DMG|6RCR|7DUST|8DUR|9VULN|aASPD
235	53323 13165	 * 	167.16	ACR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LWND|59AART|6FLTHEA|7CGEN|8VULN|aDMG
236	53212 25326	   	167.11	DCR|3VULN|2AART|1ZMB|1ASPD	1MLV|2ZMB|37AART|4ASPD|58aVULN|6MBVNT|9RCR
237	62611 21221	   	167.09	ACR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2LHND|3RCR|4RPLT|5ZMB|6MLV|7CDMG|8AART
238	12215 22335	   	167.08	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RPLT|3AART|45DMG|6RCR|7VULN|8MLV|9LIT|aCDMG
239	53313 11626	   	167.06	ACR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5aAART|6FLTHEA|7DMG|8CGEN|9VULN
240	53313 13165	   	167.06	ACR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|59AART|6FLTHEA|7CGEN|8VULN|aDMG
241	53232 46123	   	167.01	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1MLV|2ZMB|3AART|4ERES|5VULN|6ASPD|78DMG|9RCR|aDUR
242	62611 51221	   	166.99	ACR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2LHND|3RCR|4RPLT|5ZMB|6ERES|7CDMG|8AART
243	12215 21131	   	166.98	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8CDMG|9VULN|aDMSP
244	12215 21132	   	166.98	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8CDMG|9VULN|aLHND
245	12215 21133	   	166.98	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8CDMG|9VULN|aFEWX
246	12215 21135	   	166.98	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8CDMG|9VULN|aRMIN
247	12215 22535	   	166.98	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RPLT|3AART|45DMG|6RCR|7VULN|8ERES|9LIT|aCDMG
248	12215 24531	   	166.96	DCR|3DMG|1AART|1ZMB|1ASPD	1RCVC|2RPLT|3AART|45aDMG|6RCR|7ASPD|8ZMB|9BEXP
249	36142 61123	   	166.92	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	13ZMB|2LIT|4MBVNT|5VULN|6AART|7RCR|8DUR|9aDMG
250	15212 23321	 * 	166.92	DCR|3VULN|2AART|2ASPD	1RCVC|27LWND|3aAART|47ASPD|578VULN|6MBVNT|7BPWR|9RCR
251	53321 46323	 * 	166.89	ACR|3DMG|2VULN|1ZMB	1aMLV|2ZMB|3RCR|478LWND|56aDMG|9aVULN|aBPWR
252	53323 11336	 * 	166.88	ACR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LWND|5AART|6FLTHEA|7aDMG|8CDMG|9RPLT
253	53363 11336	   	166.88	ACR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LHND|5AART|6FLTHEA|7aDMG|8CDMG|9RPLT
254	12215 21663	   	166.86	DCR|3DMG|1AART|1ZMB|1DUR	1RCVC|2RPLT|3AART|459DMG|6RCR|7TLV|8DUR|aZMB
255	12215 24511	   	166.86	DCR|3DMG|1AART|1ZMB|1ASPD	1RCVC|2RPLT|3AART|45aDMG|6RCR|7ASPD|8ZMB|9DUST
256	12212 13421	   	166.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2RPLT|3AART|4DMG|5DUR|6CDMG|7MLV|8aVULN|9RCR
257	12212 13126	   	166.82	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2RPLT|3AART|48DMG|5DUR|6CDMG|7MLV|9RCR|aVULN
258	53313 11336	   	166.79	ACR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB	1MLV|2ZMB|3RCR|4LEGI|5AART|6FLTHEA|7aDMG|8CDMG|9RPLT
259	53212 21154	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MLV|2ZMB|3AART|4ASPD|59VULN|6MBVNT|7RCR|8RCVC|aDMG
260	12215 41124	   	166.72	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2RPLT|3AART|45DMG|6VULN|7TLV|8CDMG|9RCR|aASPD
261	31516 16133	   	166.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3CDMG|4DMG|5RCR|6MLV|7MGNSTR|8AART|9aVULN
262	53331 23562	 * 	166.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	14MLV|2ZMB|3RCR|5VULN|6aAART|7CDMG|8RPLT|9DMG
263	12215 22242	   	166.55	DCR|2AART|2DMG|1VULN	18RCVC|2RPLT|3aAART|45DMG|6RCR|7VULN|9SNIHEL
264	53323 11636	   	166.50	ACR|1AART|1VULN|1DMG|2ZMB|1FLTHEA|1DUR	1MLV|28ZMB|3RCR|4LWND|5AART|6FLTHEA|7DMG|9VULN|aDUR
265	53363 11631	   	166.50	ACR|1AART|1VULN|1DMG|2ZMB|1FLTHEA|1ASPD	1MLV|28ZMB|3RCR|4LHND|5AART|6FLTHEA|7DMG|9ASPD|aVULN
266	31516 15133	   	166.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3CDMG|4DMG|5RCR|6MLV|7AIRHEL|8AART|9aVULN
267	12213 42221	   	166.49	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2RPLT|3AART|4aDMG|67VULN|8FEWX|9RCR
268	12213 42321	   	166.49	DCR|2VULN|2DMG|1AART|2RCVC	15RCVC|2RPLT|3AART|4aDMG|67VULN|8LWND|9RCR
269	14212 14322	   	166.42	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|257VULN|3AART|4ASPD|69LIT|8DMG|aRCR
270	21311 45152	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	12FEWX|3ZMB|4DUR|5aVULN|67DMG|8RCR|9CDMG
271	14223 22456	   	166.32	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|279VULN|3AART|4BEXP|5DMG|6MBVNT|8DUR|aRCR
272	14235 32161	   	166.32	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|279VULN|3AART|4ERES|5DUR|6LWND|8DMG|aRCR
273	66163 22332	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2CDMG|3AIRHEL|5AART|6BEXP|7RCR|8DUR|9RPLT|aDMG
274	66163 32332	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2CDMG|3AIRHEL|5AART|6FEWX|7RCR|8DUR|9RPLT|aDMG
275	66313 21431	   	166.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	147VULN|2CDMG|3DUR|5ERES|6BELT|8AART|9RCR|aZMB
276	31331 45152	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2TLV|3DUR|4MLV|5aVULN|67DMG|8RCR|9CDMG
277	14232 41161	   	166.22	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|259VULN|3AART|4ERES|6DUR|7DUST|8DMG|aRCR
278	66163 12332	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2CDMG|3AIRHEL|5AART|6DUST|7RCR|8DUR|9RPLT|aDMG
279	66336 33323	   	166.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2CDMG|3DUR|4RMIN|5BEXP|6AART|7RCR|8ASPD|9DMG|aZMB
280	12213 24142	   	166.04	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	15RCVC|2RPLT|3AART|4DMG|6RCR|7ASPD|8CDMG|9DUR|aVULN
281	12213 24612	   	166.04	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	15RCVC|2RPLT|3AART|4DMG|6RCR|7ASPD|8DUR|9CDMG|aVULN
282	62614 32311	   	166.04	ACR|2VULN|2DMG|1AART	17VULN|2LHND|3RCR|4RPLT|5DMSP|6aDMG|8AART|9RCVC
283	53331 26141	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2ZMB|3RCR|5VULN|6AART|78DMG|9DUR|aDMSP
284	53331 26142	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2ZMB|3RCR|5VULN|6AART|78DMG|9DUR|aLHND
285	53331 26143	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	14MLV|2ZMB|3RCR|5VULN|6AART|78DMG|9DUR|aFEWX
286	53331 26611	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14MLV|2ZMB|3RCR|5aVULN|6AART|7DMG|8FEWX|9DUR
287	21313 46122	   	165.91	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	12FEWX|3ZMB|4DUR|5AART|6ASPD|78DMG|9RCR|aVULN
288	21313 46421	   	165.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	12FEWX|3ZMB|4DUR|5AART|6ASPD|7DMG|8aVULN|9RCR
289	53331 21324	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14MLV|2ZMB|3RCR|57VULN|6AART|8DUR|9VENICY|aDMG
290	62313 26431	   	165.78	DCR|3VULN|1AART|2CDMG|1ZMB	147VULN|2LHND|37CDMG|57ERES|6BELT|7BPWR|8AART|9RCR|aZMB
291	12213 24134	   	165.72	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2RCVC	15RCVC|2RPLT|3AART|4DMG|6RCR|7aASPD|8CDMG|9VULN
292	14223 23221	   	165.69	DCR|2VULN|2DMG|1AART	18RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aDMSP
293	14223 23222	   	165.69	DCR|2VULN|2DMG|1AART	18RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aLHND
294	14223 23223	   	165.69	DCR|2VULN|2DMG|1AART	18RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aBELT
295	14223 23226	   	165.69	DCR|2VULN|2DMG|1AART	18RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aRMIN
296	14223 16221	   	165.59	DCR|2VULN|2DMG|1AART	18RCVC|27VULN|3AART|4BEXP|5aDMG|6RPLT|9RCR
297	14223 23224	   	165.59	DCR|2VULN|2DMG|1AART	18RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aDLOT
298	14223 23228	   	165.59	DCR|2VULN|2DMG|1AART	18RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR|aERES
299	12215 25216	   	165.56	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2RPLT|3AART|45DMG|6RCR|7DUST|89DUR|aVULN
300	13462 22211	   	165.51	DCR|2VULN|1AART|2CDMG|1ZMB|2RCVC	12RCVC|38CDMG|4LIT|5ZMB|6RCR|7AART|9aVULN
301	33431 16521	 * 	165.44	DCR|2VULN|2DMG|3ZMB|1ASPD	126ZMB|3LWND|4ASPD|56VULN|6BPWR|78DMG|9CGEN|aRCR
302	53431 26123	   	165.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1MLV|2ZMB|3ERES|4ASPD|5VULN|6AART|78DMG|9RCR|aDUR
303	14116 32161	   	165.12	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|279VULN|3TLV|4DUR|5AART|6LWND|8DMG|aRCR
304	31431 26123	   	165.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ZMB|2TLV|3ERES|4ASPD|5VULN|6AART|78DMG|9RCR|aDUR
305	31431 26423	   	165.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2TLV|3ERES|4ASPD|58VULN|6AART|7DMG|9RCR|aDUR
306	21222 56321	   	165.08	DCR|3VULN|1AART|1DMG	12FEWX|3AART|4BEXP|5LWND|6RCR|78aVULN|9DMG
307	14212 35331	   	165.01	DCR|3VULN|2AART|1ASPD	1RCVC|25aVULN|38AART|4ASPD|6CGEN|7RCR|9RPLT
308	14111 45212	   	164.92	DCR|3VULN|1DMG|2DUR|1ZMB	1RCVC|257VULN|37TLV|47DUR|6RCR|7BPWR|8ZMB|9FEWX|aDMG
309	14111 45222	   	164.92	DCR|3VULN|1DMG|2DUR|1ZMB	1RCVC|257VULN|37TLV|47DUR|6RCR|7BPWR|8ZMB|9LWND|aDMG
310	53131 26124	   	164.88	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1MLV|2ZMB|3TLV|4aASPD|5VULN|6AART|78DMG|9RCR
311	53223 21326	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3AART|4BEXP|5DMG|6MBVNT|7RCR|89VULN|aDUR
312	53223 21327	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MLV|2ZMB|3AART|4BEXP|5DMG|6MBVNT|7RCR|89VULN|aASPD
313	53212 21553	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MLV|2ZMB|3AART|4ASPD|5aVULN|6MBVNT|7RCR|8RPLT|9DMG
314	31431 26124	   	164.78	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1ZMB|2TLV|3ERES|4aASPD|5VULN|6AART|78DMG|9RCR
315	12213 52511	   	164.70	DCR|2AART|2DMG|1VULN|3RCVC	157RCVC|2RPLT|36AART|4aDMG|8RCR|9VULN
316	12213 52516	   	164.70	DCR|2AART|2VULN|1DMG|3RCVC	157RCVC|2RPLT|36AART|4DMG|8RCR|9aVULN
317	53352 63332	 * 	164.70	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	17MLV|27ZMB|3RCR|4CDMG|5BEXP|67ASPD|7BPWR|8DMG|9aVULN
318	14212 43631	   	164.70	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1RCVC|25VULN|3AART|4ASPD|6DUR|7CDMG|8BELT|9RCR|aZMB
319	12215 46223	   	164.62	DCR|2AART|2DMG|1VULN|1DUR	1RCVC|2RPLT|37AART|45DMG|6VULN|8FEWX|9RCR|aDUR
320	33162 52261	   	164.60	DCR|3VULN|3ZMB|1AART	128ZMB|3BEXP|48LIT|578VULN|6AART|8BPWR|9RCR|aDMSP
321	33162 52263	   	164.60	DCR|3VULN|3ZMB|1AART	128ZMB|3BEXP|48LIT|578VULN|6AART|8BPWR|9RCR|aCGEN
322	36112 52261	   	164.60	DCR|3VULN|3ZMB|1AART	138ZMB|2LIT|48FEWX|578VULN|6AART|8BPWR|9RCR|aDMSP
