0	Index      	 *	Score 	Summary	Detail	
1	32311 33352	 * 	205.44	DCR|5VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|5789aVULN|6RCR|8BPWR
159	35153 22361	   	182.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|25DMG|3ASPD|4BASICY|6RCR|7DUST|8VULN|9CDMG|aZMB
160	35153 21342	   	181.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|25DMG|3ASPD|4BASICY|6RCR|7DUR|89VULN|aMLV
161	35153 21343	   	181.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|25DMG|3ASPD|4BASICY|6RCR|7DUR|89VULN|aFEWX
162	35153 23613	   	181.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|25DMG|3ASPD|4BASICY|6RCR|7LIT|8aVULN|9DUR
163	35651 31213	   	181.97	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	1AART|269DMG|3BELT|4CDMG|5VULN|7DUST|8RCR|aASPD
164	32236 11254	   	181.93	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1aAART|2CDMG|39VULN|4BEXP|5FEWX|6ZMB|7DMG|8RCR
165	35153 22336	   	181.89	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|25DMG|3ASPD|4BASICY|6RCR|7DUST|8aVULN|9DUR
166	35153 22341	   	181.89	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|25DMG|3ASPD|4BASICY|6RCR|7DUST|89VULN|aDUR
167	32226 11254	   	181.83	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1aAART|2CDMG|39VULN|4DUST|5FEWX|6ZMB|7DMG|8RCR
168	35612 22115	   	181.77	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|29DMG|3BELT|49ERES|5RCR|6LIT|7ASPD|89VULN|9BPWR|aZMB
169	32241 31165	   	181.66	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|3aVULN|4RMIN|5MBVNT|6RCR|79DMG|8ERES
170	32431 31265	   	181.66	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|3TLV|4aVULN|5MBVNT|6RCR|79DMG|8RMIN
171	33122 61662	   	181.66	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25RCVC|3MLV|4CDMG|6RCR|7ZMB|89DMG|aVULN
172	32431 31662	   	181.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3TLV|49aVULN|5MBVNT|6RCR|7DMG|8RCVC
173	32531 31662	   	181.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3ERES|49aVULN|5MBVNT|6RCR|7DMG|8RCVC
174	33111 45341	   	181.58	ACR|2AART|2VULN|2DMG	16AART|2RCVC|3aMLV|4RCR|5DMSP|7MGNSTR|8aVULN|9aDMG|aBPWR
175	32431 31165	   	181.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|3TLV|4aVULN|5MBVNT|6RCR|79DMG|8ERES
176	32311 33224	 * 	181.56	DCR|3VULN|1AART|2ZMB|1CDMG|1DUR	1AART|2CDMG|3DUST|4DUR|57aVULN|6RCR|89ZMB
177	33111 46341	   	181.48	ACR|2AART|2VULN|2DMG	16AART|2RCVC|3aMLV|4RCR|5DMSP|7LSRREG|8aVULN|9aDMG|aBPWR
178	35432 33324	   	181.47	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1AART|27DMG|3CGEN|4RCR|57LSRHEA|67DUR|7BPWR|8VULN|9ASPD|aCDMG
179	31542 31353	   	181.44	DCR|2AART|2DMG|1VULN|2DUR|1ASPD	12AART|38DUR|48CGEN|5RPLT|6RCR|78DMG|8BPWR|9VULN|aASPD
180	32216 11252	 * 	181.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	1AART|2CDMG|39VULN|4DUR|5FEWX|6aZMB|7DMG|8RCR
181	31512 31353	   	181.24	DCR|2AART|2DMG|1VULN|2DUR|1ASPD	12AART|38DUR|48TLV|5RPLT|6RCR|78DMG|8BPWR|9VULN|aASPD
182	32311 11252	   	181.17	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	1AART|2CDMG|3DUST|4DUR|59VULN|6aZMB|7DMG|8RCR
183	32211 51324	   	181.17	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	1AART|2CDMG|3aVULN|4DUR|5TLV|6DMG|79ZMB|8RCR
184	32111 31314	   	180.82	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3LHND|48DUR|58aVULN|6RCR|7RCVC|8BPWR|9RMIN
185	32111 31332	   	180.82	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|39LHND|48DUR|58aVULN|6RCR|7RCVC|8BPWR
186	32215 31352	   	180.82	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|39aVULN|48DUR|58LWND|6RCR|7RCVC|8BPWR
187	32111 31351	   	180.72	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3LHND|48DUR|589VULN|6RCR|7RCVC|8BPWR|aDUST
188	32111 31353	   	180.72	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3LHND|48DUR|589VULN|6RCR|7RCVC|8BPWR|aLEGI
189	32311 35314	   	180.72	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|58aVULN|6RCR|7RCVC|8BPWR|9RMIN
190	32311 35353	   	180.72	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|589VULN|6RCR|7RCVC|8BPWR|aLHND
191	31112 56124	   	180.68	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	12AART|3MLV|4RCR|5RPLT|69DMG|7CDMG|8VULN|aDUR
192	31112 16123	   	180.68	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	12AART|3MLV|4RCR|5RPLT|6ASPD|7CDMG|8aVULN|9DMG
193	32216 33234	   	180.54	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD|1DUR	1aAART|2CDMG|37VULN|4DUR|5FEWX|6RCR|8ZMB|9ASPD
194	32131 33314	   	180.48	DCR|4VULN|1AART|2CDMG	1AART|28CDMG|3LHND|48BEXP|578aVULN|6RCR|8BPWR|9RMIN
195	32131 33332	   	180.48	DCR|4VULN|1AART|2CDMG	1AART|28CDMG|39LHND|48BEXP|578aVULN|6RCR|8BPWR
196	32235 33352	   	180.48	DCR|4VULN|1AART|2CDMG	1AART|28CDMG|379aVULN|48BEXP|58LWND|6RCR|8BPWR
197	32266 33352	   	180.48	DCR|4VULN|1AART|2CDMG	1AART|28CDMG|379aVULN|48LWND|58BEXP|6RCR|8BPWR
198	31116 51531	 * 	180.41	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	12AART|3MLV|4RCR|56CDMG|7ZMB|8VULN|9DMG|aDUR
199	32535 33111	 * 	180.39	ACR|4VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|3ERES|489aVULN|5RCR|6ZMB|7BASICY
200	32131 33351	   	180.38	DCR|4VULN|1AART|2CDMG	1AART|28CDMG|3LHND|48BEXP|5789VULN|6RCR|8BPWR|aDUST
201	32131 33353	   	180.38	DCR|4VULN|1AART|2CDMG	1AART|28CDMG|3LHND|48BEXP|5789VULN|6RCR|8BPWR|aLEGI
202	35432 31531	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DMG|3CGEN|4RCR|5LSRHEA|6DUR|7aVULN|8CDMG|9ZMB
203	35432 34131	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DMG|3CGEN|4RCR|5LSRHEA|6DUR|7CDMG|8aVULN|9ZMB
204	35432 34211	   	180.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|28DMG|3CGEN|4RCR|5LSRHEA|6DUR|7CDMG|9VULN|aZMB
205	32425 21353	   	180.09	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1ASPD	1AART|28CDMG|38TLV|4BEXP|5RCR|6DUR|78DMG|8BPWR|9VULN|aASPD
206	33666 33322	   	179.91	DCR|3VULN|2AART|1DMG|2RCVC	16AART|23RCVC|4LHND|57aVULN|8RCR|9DMG
207	31623 12335	 * 	179.80	DCR|2AART|2VULN|1DMG|3DUR	12AART|34RCVC|579DUR|69VULN|8RCR|9BPWR|aDMG
208	35432 33341	   	179.77	ACR|2VULN|2DMG|1AART|2DUR	1AART|27DMG|3CGEN|4RCR|57LSRHEA|67DUR|7BPWR|89VULN|aRCVC
209	35163 61111	   	179.75	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD|1DUR	1aAART|26DMG|3ASPD|4ZMB|5DUR|7BEXP|8VULN|9RCR
210	32431 31815	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3TLV|48aVULN|5MBVNT|6RCR|7DMG|9RMIN
211	32431 31845	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3TLV|48aVULN|5MBVNT|6RCR|7DMG|9CGEN
212	32431 31863	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3TLV|489VULN|5MBVNT|6RCR|7DMG|aLHND
213	32431 31864	   	179.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3TLV|489VULN|5MBVNT|6RCR|7DMG|aBELT
214	32532 12415	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|46VULN|5ZMB|7RCR|8DMG|9MLV|aASPD
215	32532 12425	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ERES|46VULN|5ZMB|7RCR|8DMG|9DUR|aLWND
216	32532 12433	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ERES|46VULN|5ZMB|7RCR|8DMG|9BEXP|aDUR
217	32532 12452	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ERES|46VULN|5ZMB|7RCR|8DMG|9LIT|aDUR
218	31111 51141	   	179.68	ACR|2AART|2VULN|2DMG	12AART|3aMLV|4RCR|5DMSP|6BASHEA|7aVULN|8RCVC|9aDMG|aBPWR
219	32111 21263	   	179.67	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD|1DUR	1AART|29CDMG|3LHND|4DUR|5VULN|6ASPD|7aDMG|8RCR
220	32215 21263	   	179.67	DCR|2DMG|1AART|1VULN|2CDMG|1DUR|1ASPD	1AART|29CDMG|3VULN|4DUR|5LWND|6ASPD|7aDMG|8RCR
221	32661 21263	   	179.67	DCR|2DMG|1AART|1VULN|2CDMG|1DUR|1ASPD	1AART|29CDMG|3DUR|4LWND|5VULN|6ASPD|7aDMG|8RCR
222	32311 31354	   	179.65	DCR|2VULN|1AART|3CDMG|3DUR|1ASPD	1AART|28aCDMG|3DUST|478DUR|58VULN|6RCR|8BPWR|9ASPD
223	31124 12425	   	179.64	DCR|2AART|2DMG|1VULN|2CDMG	12AART|3aMLV|4aCDMG|59ERES|6VULN|7RCR|8aDMG|aBPWR
224	32431 31762	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|38TLV|49aVULN|5MBVNT|6RCR|7DMG
225	32531 31162	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|38ERES|49aVULN|5MBVNT|6RCR|7DMG
226	35153 22326	   	179.63	DCR|3DMG|1AART|1VULN|2ASPD	1AART|25aDMG|39ASPD|4BASICY|6RCR|7DUST|8VULN
227	32532 12421	   	179.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aERES|46VULN|5ZMB|7RCR|8DMG|9DUR
228	32532 12422	   	179.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ERES|46VULN|5ZMB|7RCR|8DMG|9DUR|aTLV
229	32532 12426	   	179.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ERES|46VULN|5ZMB|7RCR|8DMG|9DUR|aLEGI
230	32532 32424	   	179.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|36ERES|4aVULN|5ZMB|7RCR|8DMG|9DUR
231	31116 51123	 * 	179.51	ACR|2AART|3CDMG|1VULN|1DMG|1ZMB	12AART|3MLV|4RCR|568CDMG|7ZMB|9DMG|aVULN
232	31112 21353	   	179.46	ACR|2AART|2DMG|1VULN|2DUR|1ASPD	12AART|38MLV|4RCR|5RPLT|68DUR|78DMG|8BPWR|9VULN|aASPD
233	31112 53353	   	179.46	ACR|2AART|2DMG|1VULN|2DUR|1ASPD	12AART|38MLV|4RCR|5RPLT|68DMG|78DUR|8BPWR|9VULN|aASPD
234	31111 63634	   	179.38	ACR|2AART|2VULN|2DMG	12AART|3aMLV|4RCR|5DMSP|6ERES|7aVULN|8aDMG|9RCVC|aBPWR
235	31534 31523	   	179.26	ACR|2AART|2VULN|1DMG|2DUR|1ASPD	12AART|38DUR|4RCR|5FEWX|6ASPD|7aVULN|9DMG
236	31535 21123	   	179.26	ACR|2AART|2VULN|1DMG|2DUR|1ASPD	12AART|35DUR|4RCR|6ASPD|7BEXP|8aVULN|9DMG
237	31535 24123	   	179.26	ACR|2AART|2DMG|1VULN|2DUR|1ASPD	12AART|35DUR|4RCR|6ASPD|7LWND|8VULN|9aDMG
238	31253 63351	   	179.20	DCR|2AART|2VULN|2DMG|1ASPD	12AART|3aDUST|4BASICY|5aDMG|6ASPD|7ERES|8aVULN|9RCR|aBPWR
239	31533 31623	   	179.16	ACR|2AART|2DMG|1VULN|2DUR|1ASPD	12AART|38DUR|4RCR|5LEGI|6ASPD|7VULN|9aDMG
240	32236 33252	   	179.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2CDMG|37VULN|4BEXP|5FEWX|6RCR|8aZMB|9DMG
241	32532 12416	   	179.09	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1AART|2aCDMG|3ERES|46VULN|5ZMB|7RCR|8DMG|9MLV
242	32535 12423	   	178.97	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1AART|2CDMG|3ERES|47VULN|5RCR|6ASPD|8DMG|9aDUR
243	31122 61531	   	178.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3MLV|4CDMG|5RCVC|6RCR|7ZMB|8VULN|9DMG|aDUR
244	31122 61642	   	178.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3MLV|4CDMG|5RCVC|6RCR|7ZMB|8DMG|9DUR|aVULN
245	31122 61651	   	178.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12AART|3MLV|4CDMG|5RCVC|6RCR|7ZMB|8DMG|9VULN|aDUR
246	31512 51353	   	178.84	DCR|2AART|2DMG|1VULN|2DUR|1ASPD	12AART|38DUR|48TLV|5RPLT|68DMG|7RCR|8BPWR|9VULN|aASPD
247	32111 21254	   	178.65	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1AART|2CDMG|3LHND|4aDUR|59VULN|6ASPD|7DMG|8RCR
248	32215 21254	   	178.65	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1AART|2CDMG|39VULN|4aDUR|5LWND|6ASPD|7DMG|8RCR
249	32245 53313	   	178.64	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	1AART|28CDMG|3VULN|49RMIN|5RCR|68DMG|78DUR|8BPWR|aLHND
250	32216 33314	   	178.61	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|37aVULN|48DUR|58FEWX|6RCR|8BPWR|9RMIN
251	35432 31631	   	178.57	ACR|2VULN|2DMG|1AART|2DUR	1AART|2aDMG|3aCGEN|4RCR|5LSRHEA|68DUR|7aVULN|9RMIN|aBPWR
252	32245 53331	   	178.54	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	1AART|28CDMG|3VULN|4RMIN|5RCR|68DMG|78DUR|8BPWR|9LHND|aLEGI
253	32245 53332	   	178.54	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	1AART|28CDMG|3VULN|4RMIN|5RCR|68DMG|78DUR|8BPWR|9LHND|aDUST
254	32216 33364	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|37aVULN|48DUR|58FEWX|6RCR|8BPWR|9TLV
255	32311 33312	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9RMIN|aBELT
256	32311 33313	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9RMIN|aCGEN
257	32311 33315	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9RMIN|aLWND
258	32311 33333	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9LHND|aDMSP
259	32311 33341	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9FEWX|aLHND
260	32311 33345	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9FEWX|aLIT
261	32311 33346	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9FEWX|aRPLT
262	32311 33432	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|29CDMG|3DUST|49DUR|579VULN|6RCR|8RPLT|9BPWR|aCGEN
263	32311 33434	   	178.51	DCR|3VULN|1AART|2CDMG|2DUR	1AART|29CDMG|3DUST|49DUR|579VULN|6RCR|8RPLT|9BPWR|aLIT
264	31651 12142	   	178.47	DCR|3VULN|2AART|1DMG|1DUR	12AART|3RCVC|467VULN|5DMSP|8DMG|9DUR|aRCR
265	35432 33336	   	178.47	ACR|2VULN|2DMG|1AART|2DUR	1AART|27DMG|3CGEN|4RCR|57LSRHEA|67DUR|7BPWR|8aVULN|9RMIN
266	35432 33342	   	178.47	ACR|2VULN|2DMG|1AART|2DUR	1AART|27DMG|3CGEN|4RCR|57LSRHEA|67DUR|7BPWR|89VULN|aMLV
267	35432 33343	   	178.47	ACR|2VULN|2DMG|1AART|2DUR	1AART|27DMG|3CGEN|4RCR|57LSRHEA|67DUR|7BPWR|89VULN|aFEWX
268	35433 62131	   	178.47	ACR|2VULN|2DMG|1AART|2DUR	1AART|2aDMG|3CGEN|4RCR|5DMSP|6aVULN|7SNIHEL|8ERES|9aDUR|aBPWR
269	35433 62331	   	178.47	ACR|2VULN|2DMG|1AART|2DUR	1AART|2aDMG|3CGEN|4RCR|5DMSP|6aVULN|7SNIHEL|8TLV|9aDUR|aBPWR
270	32311 33311	   	178.41	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9RMIN|aERES
271	32311 33316	   	178.41	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9RMIN|aLEGI
272	32311 33331	   	178.41	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9LHND|aLEGI
273	32311 33332	   	178.41	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3aDUST|48DUR|578VULN|6RCR|8BPWR|9LHND
274	32311 33335	   	178.41	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9LHND|aERES
275	32311 33343	   	178.41	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9FEWX|aERES
276	32311 33362	   	178.41	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9CANHEL|aLHND
277	32311 33364	   	178.41	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9CANHEL|aBEXP
278	32311 33365	   	178.31	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9CANHEL|aERES
279	32311 33366	   	178.31	DCR|3VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|578VULN|6RCR|8BPWR|9CANHEL|aAIRHEL
280	32431 11862	   	178.31	DCR|4VULN|1AART|1CDMG|1ASPD	1AART|2CDMG|3TLV|489aVULN|5MBVNT|6ASPD|7RCR
281	33532 42321	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1AART|2RCVC|3aDUR|4RCR|5AIRHEA|6aDMG|7CGEN|8VULN|9aASPD|aBPWR
282	33532 43321	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1AART|2RCVC|3aDUR|4RCR|5AIRHEA|6aDMG|7MLV|8VULN|9aASPD|aBPWR
283	33532 46321	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1AART|2RCVC|3aDUR|4RCR|5AIRHEA|6aDMG|7VULN|8MLV|9aASPD|aBPWR
284	33536 42321	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1AART|2RCVC|3aDUR|4RCR|5CANHEL|6aDMG|7CGEN|8VULN|9aASPD|aBPWR
285	33536 43321	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1AART|2RCVC|3aDUR|4RCR|5CANHEL|6aDMG|7MLV|8VULN|9aASPD|aBPWR
286	32111 32153	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|3LHND|4DUR|59VULN|6RCR|7RMIN|8DMG|aASPD
287	32215 32153	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|39VULN|4DUR|5LWND|6RCR|7RMIN|8DMG|aASPD
288	32661 32153	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3DUR|4LWND|59VULN|6RCR|7RMIN|8DMG|aASPD
289	33532 53341	   	178.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2RCVC|36DUR|4RCR|5AIRHEA|78VULN|9DMG|aCDMG
290	31512 31354	 * 	178.12	DCR|2AART|2DMG|1VULN|3DUR	12AART|38aDUR|48TLV|5RPLT|6RCR|78DMG|8BPWR|9VULN
291	32311 31325	 * 	178.12	DCR|2AART|2VULN|2CDMG|3DUR	1aAART|28CDMG|3DUST|478DUR|58VULN|6RCR|8BPWR|9BEXP
292	32311 31336	   	178.12	DCR|2AART|2VULN|2CDMG|3DUR	1aAART|28CDMG|3DUST|478DUR|58VULN|6RCR|8BPWR|9CGEN
293	15213 24533	   	178.08	DCR|2VULN|2DMG|1AART|2CDMG	13BEXP|23DMG|3BPWR|46VULN|5RMIN|79CDMG|8RCR|aAART
294	35153 21362	   	178.05	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1AART|25DMG|3ASPD|4BASICY|6RCR|7DUR|8VULN|9CDMG|aLHND
295	31114 64123	   	178.03	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	12AART|3MLV|4RCR|5LWND|6ASPD|7ZMB|8aVULN|9DMG
296	32531 34863	   	177.95	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3ERES|49VULN|5MBVNT|6RCR|7DUR|8ASPD|aDMG
297	32431 34163	   	177.95	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3TLV|49VULN|5MBVNT|6RCR|7DUR|8DMG|aASPD
298	32531 31463	   	177.95	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3ERES|49VULN|5MBVNT|6RCR|7DMG|8DUR|aASPD
299	32531 34163	   	177.95	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3ERES|49VULN|5MBVNT|6RCR|7DUR|8DMG|aASPD
300	31113 64123	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	12AART|3MLV|4RCR|5DUST|6ASPD|7ZMB|8aVULN|9DMG
301	31532 31161	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|5AIRHEA|6BELT|7ZMB|8DMG|9aVULN
302	31536 31161	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|5CANHEL|6BELT|7ZMB|8DMG|9aVULN
303	35433 33242	   	177.88	ACR|2AART|2DMG|2VULN	19AART|2aDMG|3CGEN|4RCR|56DMSP|7aVULN|8aLIT|aBPWR
304	32236 21254	   	177.86	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1aAART|2CDMG|39VULN|4BEXP|5FEWX|6ASPD|7DMG|8RCR
305	31533 21552	 * 	177.85	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	12AART|3DUR|4RCR|5LEGI|6CDMG|7aZMB|8DMG|9VULN
306	31232 46351	   	177.83	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUST|4RCR|5AIRHEA|67DMG|8VULN|9ZMB|aDUR
307	32131 33431	   	177.83	DCR|3VULN|2AART|2CDMG	1aAART|29CDMG|3LHND|49BEXP|579VULN|6RCR|8RPLT|9BPWR
308	32161 33365	   	177.83	DCR|3VULN|2AART|2CDMG	1aAART|28CDMG|3LHND|478LWND|589VULN|6RCR|8BPWR
309	32131 33244	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4BEXP|57aVULN|6RCR|8ZMB|9DUR
310	32216 32264	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|39aVULN|4DUR|5FEWX|6RCR|7BEXP|8ZMB
311	32216 33214	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|37aVULN|4DUR|59FEWX|6RCR|8ZMB
312	32216 33264	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|37aVULN|4DUR|5FEWX|6RCR|8ZMB|9LHND
313	32235 31264	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|39aVULN|4BEXP|5LWND|6RCR|7DUR|8ZMB
314	32235 33244	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|37aVULN|4BEXP|5LWND|6RCR|8ZMB|9DUR
315	32236 31264	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|39aVULN|4BEXP|5FEWX|6RCR|7DUR|8ZMB
316	32236 33244	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|37aVULN|4BEXP|5FEWX|6RCR|8ZMB|9DUR
317	31654 22232	   	177.81	DCR|3VULN|2AART|1DMG	12AART|39RCVC|47aVULN|5DMG|6BEXP|8RCR
318	31111 51631	   	177.78	ACR|2AART|2VULN|2DMG	12AART|39aMLV|4RCR|5DMSP|6BASHEA|7aVULN|8aDMG|aBPWR
