0	Index      	 *	Score 	Summary	Detail	
1	54162 12323	 * 	282.81	DCR|4VULN|1TLV|1DMG|1CDMG	1235VULN|4CANHEL|6CDMG|7DMG|8TLV|9CGEN|aRCR
158	54113 24133	   	254.25	DCR|3VULN|1TLV|2ASPD	123VULN|4aASPD|5CGEN|6BEXP|7TLV|8RCR|9FEWX
159	54113 26133	   	254.25	DCR|3VULN|1TLV|2ASPD	123VULN|4aASPD|5CGEN|6BEXP|7RCR|8TLV|9FEWX
160	54113 24113	   	254.15	DCR|3VULN|1TLV|2ASPD	123VULN|4aASPD|5CGEN|6BEXP|7TLV|8RCR|9ERES
161	54113 26113	   	254.15	DCR|3VULN|1TLV|2ASPD	123VULN|4aASPD|5CGEN|6BEXP|7RCR|8TLV|9ERES
162	21145 13226	 * 	254.05	DCR|3VULN|2TLV	1ERES|2aTLV|356VULN|4AIRHEA|7MDPS|8RCR|9RPLT
163	52343 52111	   	253.67	DCR|2VULN|1TLV|1AEBURN|1CDMG|1DUR	18VULN|2DUR|3AEBURN|4BLASTR|5LHND|6CDMG|7TLV|9ZMB|aRCR
164	53342 52111	   	253.67	DCR|2VULN|1TLV|1AEBURN|1CDMG|1DUR	18VULN|2LHND|3AEBURN|4BLASTR|5DUR|6CDMG|7TLV|9ZMB|aRCR
165	63112 16126	 * 	253.31	ACR|2TLV|3DMG|1VULN	1AAC|2RCR|39MLV|45RMIN|689DMG|79TLV|9BPWR|aVULN
166	23321 61416	 * 	253.28	DCR|1TLV|1VULN|2ASPD|1DMG|1AEBURN|1CDMG	1ERES|2DMG|35ASPD|4CDMG|6AEBURN|7TLV|8VENICY|9VULN|aRCR
167	23321 64316	   	253.28	DCR|1TLV|1VULN|2ASPD|1DMG|1AEBURN|1CDMG	1ERES|2DMG|35ASPD|4CDMG|6AEBURN|7LSRHEA|8TLV|9VULN|aRCR
168	21463 42311	   	253.10	DCR|2TLV|2VULN|1DUR	1ERES|28TLV|3DUR|4RAT|5BELT|6aVULN|7RCR|9FRZARM
169	21142 51141	 * 	253.04	DCR|2VULN|1TLV|1AEFBLL|2CDMG|1DUR	17ERES|2TLV|37VULN|4AIRHEA|5DUR|67CDMG|7BPWR|8AEFBLL|9BEXP|aRCR
170	21146 51121	   	253.04	DCR|2VULN|1TLV|1AEFBLL|2CDMG|1DUR	17ERES|2TLV|37VULN|4AIRHEA|5FEWX|67CDMG|7BPWR|8AEFBLL|9DUR|aRCR
171	32263 15283	   	253.03	DCR|2VULN|1TLV|1DMG|2DUR|1AART	1AART|2aDUST|3aDUR|4DMG|5MBVNT|6AETHUN|7TLV|8RCR|9aVULN|aBPWR
172	13265 42174	 * 	252.95	DCR|DCR|2VULN|2DMG|1ASPD|2MSE	17MSE|2BEXP|3MBVNT|47DMG|57VULN|6AAC|7BPWR|8ASPD|9aRCR
173	54121 41184	   	252.93	DCR|3VULN|1TLV|1AART	123VULN|4RMIN|5MBVNT|6ZMB|7RAT|8TLV|9RCR|aAART
