0	Index      	 *	Score 	Summary	Detail	
1	21325 62334	 * 	208.29	ACR|2DMG|2BEXP|1ASPD|1VULN|1AART	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9AART|aVULN
158	42333 15341	   	187.67	ACR|2BASARM|2VULN|1ASPD	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|aFEWX
159	21325 63342	   	187.65	ACR|3DMG|2BEXP|1VULN	1DUST|2DMSP|3RCR|46BEXP|569DMG|6BPWR|7FEWX|8LIT|aVULN
160	21321 36533	   	187.65	ACR|3ASPD|2BEXP|1VULN	17DUST|25DMSP|3RCR|47BEXP|678ASPD|7BPWR|9CGEN|aVULN
161	21321 36553	   	187.65	ACR|3ASPD|2BEXP|1VULN	17DUST|25DMSP|3RCR|47BEXP|678ASPD|7BPWR|9MLV|aVULN
162	21336 23226	   	187.59	ACR|1BASARM|2BEXP|1DMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6RPLT|79BEXP|8MSLREG|aBASARM
163	42333 11252	   	187.57	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8TLV|9AME
164	42333 11336	   	187.57	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9TLV
165	42333 11343	   	187.57	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|aERES
166	42333 11362	   	187.57	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9DUST
167	42333 11462	   	187.57	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8AME|9TLV
168	42333 15252	   	187.57	ACR|2BASARM|2VULN|1ASPD	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7ASPD|8TLV|9AME
169	42333 15336	   	187.57	ACR|2BASARM|2VULN|1ASPD	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9TLV
170	42333 15343	   	187.57	ACR|2BASARM|2VULN|1ASPD	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|aERES
171	21325 62532	   	187.55	ACR|3DMG|2BEXP|1VULN	1DUST|2DMSP|3RCR|46BEXP|569DMG|6BPWR|7CGEN|8VULN|aAME
172	21336 77421	   	187.45	ACR|3DMG|2BEXP|1VULN	167DUST|2DMSP|3RCR|4MBVNT|567DMG|67BPWR|89BEXP|aVULN
173	63151 61131	   	186.96	DCR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1DUR|2CDMG|3LIT|4BASARM|5FEWX|6VULN|79ASPD|8DMG|aRCR
174	61334 37264	 * 	186.89	ACR|3ASPD|1DMG|2CDMG	179DUR|2DMSP|3RCR|4MBVNT|5RCVC|679ASPD|79BPWR|89CDMG|aDMG
175	23151 61131	   	186.86	DCR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1DUST|2CDMG|3LIT|4BASARM|5FEWX|6VULN|79ASPD|8DMG|aRCR
176	42333 52351	   	186.74	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6aZMB|7BEXP|9DMG
177	42333 32351	   	186.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9DMG|aZMB
178	42333 32354	   	186.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9DMG|aLWND
179	42333 32356	   	186.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9DMG|aDUR
180	42333 33355	   	186.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7FEWX|9DMG|aBEXP
181	42333 52352	   	186.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7BEXP|9DMG|aERES
182	42333 61235	   	186.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8TLV|9FEWX|aBEXP
183	42333 61261	   	186.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8TLV|9BEXP|aZMB
184	42333 61325	   	186.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8LEGI|9CGEN|aBEXP
185	21325 27364	   	186.62	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	1DUST|2DMSP|3RCR|4aBEXP|5DMG|6MBVNT|7CDMG|8ASPD|9AART
186	21336 47364	   	186.62	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6aBEXP|7CDMG|8ASPD|9AART
187	21337 35364	   	186.62	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|6DMG|7aBEXP|8ASPD|9AART
188	61321 36223	   	186.60	ACR|2ASPD|2BEXP|1VULN|1CDMG	17DUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8CDMG|9RCVC|aVULN
189	42333 31355	   	186.54	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7DUST|9DMG|aBEXP
190	42333 32353	   	186.54	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9DMG|aAME
191	42333 61263	   	186.54	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8TLV|9BEXP|aAME
192	42333 61335	   	186.54	ACR|2VULN|1BASARM|1DMG|1BEXP	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8LEGI|9TLV|aBEXP
193	61325 12533	   	186.24	ACR|3DMG|2VULN|1BEXP	1DUR|2DMSP|3RCR|4BEXP|579DMG|6ERES|8aVULN
194	21325 12533	   	186.14	ACR|3DMG|2VULN|1BEXP	1DUST|2DMSP|3RCR|4BEXP|579DMG|6ERES|8aVULN
195	21336 36831	   	186.14	ACR|3DMG|2VULN|1BEXP	18DUST|2DMSP|3RCR|4MBVNT|589DMG|68VULN|7AAC|8BPWR|aBEXP
196	61325 63233	   	185.75	ACR|2DMG|2BEXP|1VULN|1CDMG	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8CDMG|9RPLT|aVULN
197	61321 36213	   	185.75	ACR|2ASPD|2BEXP|1VULN|1CDMG	17DUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8CDMG|9DUST|aVULN
198	21325 62212	   	185.65	ACR|2DMG|2BEXP|1VULN|1CDMG	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8CDMG|9BELT|aVULN
199	61325 63213	   	185.65	ACR|2DMG|2BEXP|1VULN|1CDMG	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8CDMG|9AEMAG|aVULN
200	21325 62223	   	185.55	ACR|2DMG|2BEXP|1VULN|1CDMG	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8CDMG|9TLV|aVULN
201	21325 62233	   	185.55	ACR|2DMG|2BEXP|1VULN|1CDMG	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8CDMG|9NUKE|aVULN
202	21325 65323	   	185.45	ACR|2DMG|2BEXP|1VULN|1CDMG	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7ERES|8CDMG|9TLV|aVULN
203	21325 65333	   	185.45	ACR|2DMG|2BEXP|1VULN|1CDMG	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7ERES|8CDMG|9NUKE|aVULN
204	21337 85323	   	185.45	ACR|2ASPD|2BEXP|1VULN|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|68ASPD|79BEXP|aVULN
205	21325 63312	   	185.41	ACR|2DMG|2BEXP|1ASPD|1AAC	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8LIT|9AAC|aASPD
206	42333 22114	   	185.32	ACR|1BASARM|1VULN|2AART|1BEXP	1MLV|2LHND|3VULN|4BASARM|5RCR|6CGEN|7BEXP|8RCVC|9aAART
207	61321 36225	   	185.29	ACR|2ASPD|2BEXP|1CDMG|1AART	17DUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8CDMG|9RCVC|aAART
208	42333 42114	   	185.22	ACR|1BASARM|1VULN|2AART|1BEXP	1MLV|2LHND|3VULN|4BASARM|5RCR|6ERES|7BEXP|8RCVC|9aAART
209	42333 13514	   	185.17	ACR|2BASARM|1VULN|2AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7CGEN|8DUR|9aAART
210	42333 13612	   	185.17	ACR|2BASARM|1VULN|2AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7CGEN|8aAART|9RPLT
211	42333 53314	   	185.07	ACR|2VULN|1BASARM|2AART	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7FEWX|9aAART
212	42333 63612	   	185.07	ACR|2VULN|1BASARM|2AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7CGEN|8aAART|9RPLT
213	42333 14241	   	184.98	ACR|2BASARM|1VULN|1AART|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9BEXP|aZMB
214	42333 14243	   	184.98	ACR|2BASARM|1VULN|1AART|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7aLWND|8AART|9BEXP
215	42333 33314	   	184.97	ACR|2VULN|1BASARM|2AART	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7FEWX|9aAART
216	42333 51314	   	184.97	ACR|2VULN|1BASARM|2AART	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7DUST|9aAART
217	42333 14225	   	184.88	ACR|2BASARM|1VULN|1AART|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9ERES|aBEXP
218	42333 31314	   	184.87	ACR|2VULN|1BASARM|2AART	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7DUST|9aAART
219	42333 11124	   	184.73	ACR|2BASARM|1VULN|1DMG|1AAC	16MLV|28LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|9FEWX|aAAC
220	42333 11154	   	184.73	ACR|2BASARM|1VULN|1DMG|1AAC	16MLV|28LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|9LWND|aAAC
221	42333 11624	   	184.73	ACR|2BASARM|1VULN|1DMG|1AAC	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DMSP|9FEWX|aAAC
222	42333 15124	   	184.73	ACR|2BASARM|1VULN|1ASPD|1AAC	16MLV|28LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|9FEWX|aAAC
223	42333 15132	   	184.73	ACR|2BASARM|1VULN|1ASPD|1AAC	16MLV|289LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|aAAC
224	42333 15632	   	184.73	ACR|2BASARM|1VULN|1ASPD|1AAC	16MLV|29LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8DMSP|aAAC
225	42333 11142	   	184.63	ACR|2BASARM|1VULN|1DMG|1AAC	16MLV|28LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|9MDPS|aAAC
226	42333 11642	   	184.63	ACR|2BASARM|1VULN|1DMG|1AAC	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DMSP|9MDPS|aAAC
227	42333 15142	   	184.63	ACR|2BASARM|1VULN|1ASPD|1AAC	16MLV|28LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|9MDPS|aAAC
228	42333 15362	   	184.63	ACR|2BASARM|1VULN|1ASPD|1AAC	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9FEWX|aAAC
229	61361 22216	   	184.63	ACR|1BASARM|2AART|1DMG	1DUR|2DMSP|3RCR|4LHND|57AART|6RPLT|8BASARM|9DMG|aRCVC
230	42333 11254	   	184.53	ACR|2BASARM|1VULN|1DMG|1AAC	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8TLV|9AME|aAAC
231	61331 37264	   	184.43	ACR|3ASPD|1DMG|2CDMG	179DUR|25DMSP|3RCR|4MBVNT|679ASPD|79BPWR|89CDMG|aDMG
232	61326 14332	   	184.43	ACR|3BEXP|1ASPD|1DMG|1CDMG	1DUR|2DMSP|3RCR|478BEXP|5CDMG|6RMIN|9DMG|aASPD
233	61326 34332	   	184.33	ACR|3BEXP|1ASPD|1DMG|1CDMG	1DUR|2DMSP|3RCR|478BEXP|5CDMG|6ERES|9DMG|aASPD
234	21326 14332	   	184.33	ACR|3BEXP|1ASPD|1DMG|1CDMG	1DUST|2DMSP|3RCR|478BEXP|5CDMG|6RMIN|9DMG|aASPD
235	61361 22212	   	184.30	ACR|1BASARM|2AART|1DMG	1DUR|2DMSP|3RCR|4LHND|57AART|6RPLT|8BASARM|9DMG|aRMIN
236	61361 22213	   	184.30	ACR|1BASARM|2AART|1DMG	1DUR|2DMSP|3RCR|4LHND|57AART|6RPLT|8BASARM|9DMG|aMLV
237	23156 11131	   	184.26	DCR|1BASARM|2ASPD|1DMG|1BEXP|1CDMG	1DUST|2CDMG|3LIT|4BASARM|5BEXP|6LHND|79ASPD|8DMG|aRCR
238	23156 51131	   	184.26	DCR|1BASARM|2ASPD|1DMG|1BEXP|1CDMG	1DUST|2CDMG|3LIT|4BASARM|5BEXP|6LWND|79ASPD|8DMG|aRCR
239	61336 37243	   	184.24	ACR|2VULN|2DMG|1BEXP|1CDMG	1DUR|2DMSP|3RCR|4MBVNT|59DMG|6aVULN|7CDMG|8BEXP
240	21326 34332	   	184.23	ACR|3BEXP|1ASPD|1DMG|1CDMG	1DUST|2DMSP|3RCR|478BEXP|5CDMG|6ERES|9DMG|aASPD
241	61361 22214	   	184.20	ACR|1BASARM|2AART|1DMG	1DUR|2DMSP|3RCR|4LHND|57AART|6RPLT|8BASARM|9DMG|aDLOT
242	61361 22231	   	184.20	ACR|1BASARM|2AART|1DMG	1DUR|2DMSP|3RCR|4LHND|57AART|6RPLT|8BASARM|9AME|aDMG
243	21325 27543	   	184.14	ACR|2VULN|2DMG|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4BEXP|59DMG|6MBVNT|7CDMG|8aVULN
244	21336 47543	   	184.14	ACR|2VULN|2DMG|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|59DMG|6BEXP|7CDMG|8aVULN
245	21337 35543	   	184.14	ACR|2VULN|2DMG|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|69DMG|7BEXP|8aVULN
246	21336 37243	   	184.14	ACR|2VULN|2DMG|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|59DMG|6aVULN|7CDMG|8BEXP
247	42333 22414	   	184.14	ACR|1BASARM|1VULN|2AART|1BEXP	1MLV|2LHND|3VULN|4BASARM|5RCR|68CGEN|7BEXP|9aAART
248	42333 52141	   	184.14	ACR|1BASARM|1VULN|2AART|1BEXP	1MLV|2LHND|3VULN|4BASARM|5RCR|6ZMB|7BEXP|8DUR|9aAART
249	21331 37264	   	184.13	ACR|3ASPD|1DMG|2CDMG	179DUST|25DMSP|3RCR|4MBVNT|679ASPD|79BPWR|89CDMG|aDMG
250	21325 66311	   	184.06	ACR|3DMG|3BEXP	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8LWND|9RMIN|aLIT
251	21325 66312	   	184.06	ACR|3DMG|3BEXP	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8LWND|9RMIN|aZMB
252	21325 66331	   	184.06	ACR|3DMG|3BEXP	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8LWND|9MLV|aLIT
253	21325 66332	   	184.06	ACR|3DMG|3BEXP	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8LWND|9MLV|aZMB
254	21325 66333	   	184.06	ACR|3DMG|3BEXP	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8LWND|9MLV|aRMIN
255	61321 36315	 * 	184.06	ACR|3ASPD|3BEXP	17DUR|25DMSP|3RCR|47aBEXP|678ASPD|7BPWR|9VENFST
256	42333 32141	   	184.04	ACR|1BASARM|1VULN|2AART|1BEXP	1MLV|2LHND|3VULN|4BASARM|5RCR|6AAC|7BEXP|8DUR|9aAART
257	12115 11535	   	183.97	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5DMG|67BEXP|8VULN|9ASPD|aAART
258	12115 15335	   	183.97	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5DMG|68BEXP|7VULN|9ASPD|aAART
259	12116 31335	   	183.97	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5VULN|6DMG|78BEXP|9ASPD|aAART
260	21325 66112	   	183.96	ACR|3DMG|3BEXP	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8AAC|9MLV|aRPLT
261	21325 66113	   	183.96	ACR|3DMG|3BEXP	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8AAC|9MLV|aRMIN
262	21325 66313	   	183.96	ACR|3DMG|3BEXP	17aDUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8LWND|9RMIN
263	21325 63341	   	183.96	ACR|3DMG|3BEXP	1DUST|2DMSP|3RCR|46aBEXP|569DMG|6BPWR|7FEWX|8LIT
264	42333 52252	   	183.89	ACR|1BASARM|1VULN|2AART|1BEXP|1SELL	1MLV|2LHND|3VULN|4BASARM|5RCR|6ZMB|7BEXP|8SELL|9aAART
265	21325 66132	   	183.86	ACR|3DMG|3BEXP	179DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8AAC|aDUR
266	21325 66133	   	183.86	ACR|3DMG|3BEXP	179DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8AAC|aZMB
267	21321 36512	   	183.86	ACR|3ASPD|3BEXP	17DUST|25DMSP|3RCR|47aBEXP|678ASPD|7BPWR|9VENFST
268	21321 36524	   	183.86	ACR|3ASPD|3BEXP	179DUST|25DMSP|3RCR|47aBEXP|678ASPD|7aBPWR
269	42333 32252	   	183.79	ACR|1BASARM|1VULN|2AART|1BEXP|1SELL	1MLV|2LHND|3VULN|4BASARM|5RCR|6AAC|7BEXP|8SELL|9aAART
270	42333 13652	   	183.78	ACR|2BASARM|2VULN|1AART	16aMLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7CGEN|8AART
271	42333 13653	   	183.78	ACR|2BASARM|2VULN|1AART	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7CGEN|8AART|aLIT
272	42333 14351	   	183.78	ACR|2BASARM|2VULN|1AART	16MLV|2LHND|38VULN|46BASARM|5RCR|6BPWR|7LWND|9AART|aFEWX
273	42333 14352	   	183.78	ACR|2BASARM|2VULN|1AART	16MLV|2aLHND|38VULN|46BASARM|5RCR|6BPWR|7LWND|9AART
274	42333 13253	   	183.78	ACR|2BASARM|2VULN|1AART	16aMLV|2LHND|3aVULN|46BASARM|5RCR|6aBPWR|7CGEN|8aTLV|9AART
275	42333 13453	   	183.78	ACR|2BASARM|2VULN|1AART	16aMLV|2LHND|3aVULN|46BASARM|5RCR|6aBPWR|7CGEN|8aAME|9AART
276	42333 13663	   	183.78	ACR|2BASARM|2VULN|1AART	16aMLV|2LHND|3aVULN|46BASARM|5RCR|6aBPWR|7CGEN|8AART|9aERES
277	21325 66131	   	183.76	ACR|3DMG|3BEXP	179DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8AAC|aERES
278	42333 32124	   	183.71	ACR|1BASARM|1VULN|2BEXP|1CDMG	1MLV|2LHND|3VULN|4BASARM|5RCR|6AAC|7aBEXP|8DUR|9CDMG
279	42333 13651	   	183.68	ACR|2BASARM|2VULN|1AART	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7CGEN|8AART|aAME
280	42333 14353	   	183.68	ACR|2BASARM|2VULN|1AART	16MLV|2LHND|38VULN|46BASARM|5RCR|6BPWR|7LWND|9AART|aMSLREG
281	42333 16253	   	183.68	ACR|2BASARM|2VULN|1AART	16aMLV|2LHND|3aVULN|46BASARM|5RCR|6aBPWR|7AME|8aTLV|9AART
282	42333 61152	   	183.59	ACR|3VULN|1BASARM|1DMG	1MLV|28LHND|36aVULN|4BASARM|5RCR|7DMG|9LWND
283	42333 33356	   	183.49	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|38aVULN|4BASARM|5RCR|6AAC|7FEWX|9DMG
284	42333 61236	   	183.49	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|36aVULN|4BASARM|5RCR|7DMG|8TLV|9FEWX
285	42333 61326	   	183.49	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|36aVULN|4BASARM|5RCR|7DMG|8LEGI|9CGEN
286	42333 61341	   	183.49	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|369VULN|4BASARM|5RCR|7DMG|8LEGI|aFEWX
287	21325 33531	 * 	183.41	ACR|4VULN|2BEXP|1DMG	19DUST|2DMSP|3RCR|49BEXP|5DMG|6LHND|789aVULN|9BPWR
288	42333 31356	   	183.39	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|38aVULN|4BASARM|5RCR|6AAC|7DUST|9DMG
289	42333 61252	   	183.39	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|36aVULN|4BASARM|5RCR|7DMG|8TLV|9AME
290	42333 61336	   	183.39	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|36aVULN|4BASARM|5RCR|7DMG|8LEGI|9TLV
291	42333 61362	   	183.39	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|36aVULN|4BASARM|5RCR|7DMG|8LEGI|9DUST
292	42333 61343	   	183.39	ACR|3VULN|1BASARM|1DMG	1MLV|2LHND|369VULN|4BASARM|5RCR|7DMG|8LEGI|aERES
293	13634 11116	   	183.32	ACR|3BEXP|2DMG|1ASPD|1SELL	1SELL|27LIT|39LWND|4RCR|57DMG|678BEXP|7BPWR|aASPD
294	13634 12126	   	183.32	ACR|3BEXP|2DMG|1ASPD|1SELL	1SELL|29LIT|39LWND|4RCR|59DMG|678BEXP|9BPWR|aASPD
295	21325 63252	   	183.14	ACR|2DMG|2VULN|2BEXP	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8LWND|9aVULN
296	21325 63326	   	183.14	ACR|2DMG|2VULN|2BEXP	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8LIT|9aVULN
297	21325 62521	   	183.04	ACR|2DMG|2VULN|2BEXP	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8aVULN|9AME
298	21325 36423	   	182.90	ACR|2BEXP|1VULN|1DMG|1AART|1CDMG	1DUST|2DMSP|3RCR|4aBEXP|5DMG|6LHND|7CDMG|8VULN|9AART
299	21336 37224	   	182.80	ACR|2BEXP|1VULN|1DMG|1AART|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6VULN|7CDMG|8aBEXP|9AART
300	21325 27524	   	182.80	ACR|2BEXP|1VULN|1DMG|1AART|1CDMG	1DUST|2DMSP|3RCR|4aBEXP|5DMG|6MBVNT|7CDMG|8VULN|9AART
301	21336 47524	   	182.80	ACR|2BEXP|1VULN|1DMG|1AART|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6aBEXP|7CDMG|8VULN|9AART
302	21337 35524	   	182.80	ACR|2BEXP|1VULN|1DMG|1AART|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|6DMG|7aBEXP|8VULN|9AART
303	42333 52313	   	182.75	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7BEXP|9AART|aLWND
304	42333 52316	   	182.75	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7BEXP|9AART|aDUR
305	61336 37222	   	182.65	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	1DUR|2DMSP|3RCR|4MBVNT|5DMG|6aVULN|7CDMG|8BEXP|9AART
306	61337 84222	   	182.65	ACR|2VULN|1ASPD|1BEXP|1AART|1CDMG	1DUR|2DMSP|3RCR|4MBVNT|5CDMG|6ASPD|7aVULN|8BEXP|9AART
307	42333 32145	   	182.65	ACR|1BASARM|2VULN|1AART|1BEXP	1MLV|2LHND|3aVULN|4BASARM|5RCR|6AAC|7BEXP|8DUR|9AART
308	42333 32313	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9AART|aLWND
309	42333 32316	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9AART|aDUR
310	42333 42513	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ERES|7BEXP|9AART|aLWND
311	42333 52311	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7BEXP|9AART|aDUST
312	42333 52312	   	182.65	ACR|2VULN|1BASARM|1BEXP|1AART	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7BEXP|9AART|aNUKE
313	42333 52315	   	182.65	ACR|2VULN|1BASARM|1BEXP|1AART	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7BEXP|9AART|aAEFBLL
314	42333 52342	   	182.65	ACR|4VULN|1BASARM|1BEXP	1MLV|2LHND|389aVULN|4BASARM|5RCR|6ZMB|7BEXP
315	13634 11212	   	182.61	ACR|3DMG|2BEXP|1VULN|1SELL	1SELL|27LIT|3LWND|4RCR|579DMG|67BEXP|7BPWR|8ZMB|aVULN
316	16154 11212	   	182.61	ACR|3DMG|2BEXP|1VULN|1SELL	1SELL|27LHND|3LIT|4RCR|579DMG|67BEXP|7BPWR|8ZMB|aVULN
317	21325 27522	   	182.55	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	1DUST|2DMSP|3RCR|4BEXP|5DMG|6MBVNT|7CDMG|8aVULN|9AART
318	21336 37222	   	182.55	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6aVULN|7CDMG|8BEXP|9AART
319	21336 47522	   	182.55	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6BEXP|7CDMG|8aVULN|9AART
320	21337 35522	   	182.55	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|6DMG|7BEXP|8aVULN|9AART
