0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42315 31622	5	 * 	270.68	橙5易伤1等级1时间1攻速	15基地爆炸23456易伤5序列升级7核8攻速9等级a时间
221	22365 32813	8	   	247.14	橙5易伤1伤害	15敌人爆炸2357a易伤4立即金币5序列升级6加一8伤害9核
222	42311 62114	9	   	247.14	橙5易伤1伤害	1基地爆炸23467易伤5低血量敌人8立即金币9核a伤害
223	42311 62153	7	   	247.14	橙5易伤1伤害	1基地爆炸23467易伤5低血量敌人8金币生成9伤害a核
224	42315 12114	9	   	247.14	橙5易伤1伤害	15基地爆炸23457易伤5序列升级6挖尘8立即金币9核a伤害
225	42315 32123	5	   	247.14	橙5易伤2等级	15基地爆炸23456易伤5序列升级78等级9低血量敌人a核
226	42365 32433	7	   	247.14	橙5易伤1伤害	15基地爆炸2357a易伤4立即金币5序列升级6加一8核9伤害
227	22215 12314	9	   	247.14	橙5易伤1伤害	15敌人爆炸24578易伤3立即金币5序列升级6挖尘9核a伤害
228	22215 32433	7	   	247.14	橙5易伤1伤害	15敌人爆炸2457a易伤3立即金币5序列升级6加一8核9伤害
229	22215 32533	8	   	247.14	橙5易伤1伤害	15敌人爆炸2457a易伤3立即金币5序列升级6加一8核9伤害
230	22215 32813	8	   	247.14	橙5易伤1伤害	15敌人爆炸2457a易伤3立即金币5序列升级6加一8伤害9核
231	22315 22653	8	   	247.14	橙5易伤1伤害	15敌人爆炸23457易伤5序列升级6低血量敌人8掉矿9伤害a核
232	22315 38383	7	   	247.14	橙5易伤1伤害	157敌人爆炸23459易伤5序列升级6加一8核a伤害
233	22315 38433	6	   	247.14	橙5易伤1伤害	15敌人爆炸2345a易伤5序列升级6加一7立即金币8核9伤害
234	22315 58433	5	   	247.14	橙5易伤1伤害	15敌人爆炸2345a易伤5序列升级6加一7立即金币8核9伤害
235	42215 12314	9	   	247.14	橙5易伤1伤害	15基地爆炸24578易伤3立即金币5序列升级6挖尘9核a伤害
236	42215 32433	7	   	247.14	橙5易伤1伤害	15基地爆炸2457a易伤3立即金币5序列升级6加一8核9伤害
237	42215 32533	8	   	247.14	橙5易伤1伤害	15基地爆炸2457a易伤3立即金币5序列升级6加一8核9伤害
238	42215 32813	8	   	247.14	橙5易伤1伤害	15基地爆炸2457a易伤3立即金币5序列升级6加一8伤害9核
239	42315 34383	6	   	247.14	橙5易伤1伤害	157基地爆炸23459易伤5序列升级6加一8核a伤害
240	42315 34383	7	   	247.14	橙5易伤1伤害	157基地爆炸23459易伤5序列升级6加一8核a伤害
241	42315 38433	6	   	247.14	橙5易伤1伤害	15基地爆炸2345a易伤5序列升级6加一7立即金币8核9伤害
242	22312 43515	7	   	247.11	橙3易伤2伤害1等级	1敌人爆炸234易伤5雷电68伤害7双倍矿9核a等级
243	22312 62515	6	   	247.11	橙3易伤2伤害1等级	1敌人爆炸234易伤5雷电6立即金币78伤害9核a等级
244	22362 32515	6	   	247.11	橙3易伤2伤害1等级	1敌人爆炸236易伤4立即金币5雷电78伤害9核a等级
245	42312 22515	5	   	247.11	橙3易伤2伤害1等级	16基地爆炸234易伤5雷电78伤害9核a等级
246	21353 31635	8	   	247.11	橙3易伤2伤害1时间	1敌人爆炸2时间35a易伤4基地爆炸6雷电79伤害8核
247	51312 52363	5	   	247.11	橙3易伤2伤害1等级	1策反2雷电36伤害49a易伤5最后敌人7等级8核
248	51313 25363	4	   	247.11	橙3易伤2伤害1时间	1策反2雷电36伤害49a易伤5金币生成7时间8核
249	22212 32515	6	   	247.11	橙3易伤2伤害1等级	1敌人爆炸246易伤3立即金币5雷电78伤害9核a等级
250	42212 32515	6	   	247.11	橙3易伤2伤害1等级	1基地爆炸246易伤3立即金币5雷电78伤害9核a等级
251	22315 33255	9	   	247.10	橙4易伤1时间1暴击1全技能	15敌人爆炸2345易伤5序列升级6加一7核8暴击9时间a全技能
252	22315 33255	8	   	247.10	橙4易伤1时间1暴击1全技能	15敌人爆炸2345易伤5序列升级6加一7核8暴击9时间a全技能
253	22311 62653	8	   	247.04	橙5易伤1伤害	1敌人爆炸23467易伤5低血量敌人8掉矿9伤害a核
254	22313 62114	9	   	247.04	橙5易伤1伤害	1敌人爆炸23467易伤5挖尘8立即金币9核a伤害
255	22313 62214	9	   	247.04	橙5易伤1伤害	18敌人爆炸23467易伤5挖尘9核a伤害
256	22315 16314	9	   	247.04	橙5易伤1伤害	15敌人爆炸23458易伤5序列升级67挖尘9核a伤害
257	22315 33433	8	   	247.04	橙5易伤2等级	15敌人爆炸2345a易伤5序列升级6加一7核89等级
258	22315 33481	10	   	247.04	橙5易伤2等级	15敌人爆炸23459易伤5序列升级6加一7核8a等级
259	22316 61633	4	   	247.04	橙5易伤2暴击	1敌人爆炸2348a易伤5平台6核79暴击
260	22363 62314	9	   	247.04	橙5易伤1伤害	1敌人爆炸23678易伤4立即金币5挖尘9核a伤害
261	42311 26633	8	   	247.04	橙5易伤2等级	1基地爆炸23489易伤5低血量敌人67等级a核
262	42313 62114	9	   	247.04	橙5易伤1伤害	1基地爆炸23467易伤5挖尘8立即金币9核a伤害
263	42315 33481	10	   	247.04	橙5易伤2等级	15基地爆炸23459易伤5序列升级6加一7核8a等级
264	22213 62314	9	   	247.04	橙5易伤1伤害	1敌人爆炸24678易伤3立即金币5挖尘9核a伤害
265	42213 62314	9	   	247.04	橙5易伤1伤害	1基地爆炸24678易伤3立即金币5挖尘9核a伤害
266	32634 72483	3	   	247.01	橙3易伤2伤害1时间	1a掉矿2时间3a伤害4加一5最后敌人6核7雷电89a易伤a序列升级
267	22312 53368	5	   	247.01	橙3易伤2伤害1时间	1敌人爆炸234易伤5雷电6加一7a伤害8核9时间
268	31313 25366	5	   	247.01	橙3易伤2伤害1时间	1掉矿2雷电3a伤害479易伤5时间6策反8核
269	51311 52363	4	   	247.01	橙3易伤2伤害1等级	1策反2雷电36伤害49a易伤5挖尘7等级8核
270	61315 52333	4	   	247.01	橙3易伤2伤害1等级	1矿等2雷电39伤害45a易伤6加一7等级8核
271	22315 66311	6	   	247.00	橙5易伤1伤害1卖塔	15敌人爆炸2345a易伤5序列升级6卖塔7核8伤害9金币生成
272	22313 66314	9	   	246.94	橙5易伤1伤害	1敌人爆炸23468易伤57挖尘9核a伤害
273	36513 32314	9	   	246.94	橙5易伤1伤害	1掉矿2随机矿34678易伤5挖尘9核a伤害
274	22315 33164	10	   	246.91	橙4易伤1伤害1攻速	15敌人爆炸2345易伤5序列升级6加一7核8雷电9伤害a攻速
275	42315 33164	10	   	246.91	橙4易伤1伤害1攻速	15基地爆炸2345易伤5序列升级6加一7核8雷电9伤害a攻速
276	21222 22455	2	   	246.90	橙3易伤2时间1伤害1攻速	17敌人爆炸27时间3平台4赏金邻近567易伤7序列升级8攻速9伤害a核
277	22222 32455	2	   	246.90	橙3易伤2时间1伤害1攻速	17敌人爆炸257易伤3平台4赏金塔67时间7序列升级8攻速9伤害a核
278	22315 32343	7	   	246.90	橙5易伤1伤害1卖塔	15敌人爆炸23457易伤5序列升级6加一8核9卖塔a伤害
279	22315 33287	7	   	246.90	橙5易伤1伤害1卖塔	15敌人爆炸2345a易伤5序列升级6加一7核8卖塔9伤害
280	42315 32343	7	   	246.90	橙5易伤1伤害1卖塔	15基地爆炸23457易伤5序列升级6加一8核9卖塔a伤害
281	23343 11133	9	   	246.68	橙4易伤2时间	1敌人爆炸2最后敌人357a易伤46时间8雷电9核
282	43343 11133	9	   	246.68	橙4易伤2时间	1基地爆炸2最后敌人357a易伤46时间8雷电9核
283	21328 41167	8	   	246.68	橙4易伤2时间	1敌人爆炸25时间3579易伤4加一5序列升级6平台8雷电a核
284	22443 11133	9	   	246.68	橙4易伤2时间	1敌人爆炸257a易伤3最后敌人46时间8雷电9核
285	41212 65223	5	   	246.68	橙4易伤2时间	1基地爆炸2a时间3立即金币4789易伤5雷电6核
286	42443 11133	9	   	246.68	橙4易伤2时间	1基地爆炸257a易伤3最后敌人46时间8雷电9核
287	32123 43433	8	   	246.60	橙3易伤2时间1伤害1攻速	13掉矿28时间45a易伤6攻速7核9伤害
288	32123 43533	7	   	246.60	橙3易伤2时间1伤害1攻速	13掉矿28时间45a易伤6攻速7核9伤害
289	22315 33581	6	   	246.39	橙5易伤1攻速	15敌人爆炸23459易伤5序列升级6加一7雷电8攻速a核
290	42312 16513	10	   	246.29	橙5易伤1攻速	1基地爆炸23489易伤5雷电6双倍物品7核a攻速
291	22315 11435	5	   	245.85	橙4易伤1等级1暴击	156敌人爆炸2345易伤5序列升级7核8等级9雷电a暴击
292	22561 31521	5	   	245.77	橙3易伤2攻速1等级1暴击1全技能	1敌人爆炸259易伤35攻速4全技能5序列升级6暴击7最后敌人8核a等级
293	21135 32525	1	   	245.76	橙3易伤2伤害1暴击1全技能	1敌人爆炸2全技能349易伤5a伤害6暴击7挖尘8核
294	22315 33162	8	   	245.75	橙4易伤1等级1暴击	15敌人爆炸2345易伤5序列升级6加一7核8雷电9暴击a等级
295	22315 33163	8	   	245.75	橙4易伤1时间1暴击	15敌人爆炸2345易伤5序列升级6加一7核8雷电9暴击a时间
296	22315 33242	8	   	245.75	橙4易伤1等级1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9雷电a等级
297	22315 33243	8	   	245.75	橙4易伤1时间1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9雷电a时间
298	22315 33254	10	   	245.75	橙4易伤1时间1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9时间a雷电
299	42315 33144	10	   	245.75	橙4易伤1时间1暴击	15基地爆炸2345易伤5序列升级6加一7核8雷电9时间a暴击
300	42315 33162	8	   	245.75	橙4易伤1等级1暴击	15基地爆炸2345易伤5序列升级6加一7核8雷电9暴击a等级
301	42315 33163	8	   	245.75	橙4易伤1时间1暴击	15基地爆炸2345易伤5序列升级6加一7核8雷电9暴击a时间
302	42315 33242	8	   	245.75	橙4易伤1等级1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9雷电a等级
303	42315 33243	8	   	245.75	橙4易伤1时间1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9雷电a时间
304	42315 33254	10	   	245.75	橙4易伤1时间1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9时间a雷电
305	42315 33534	10	   	245.75	橙4易伤1时间1暴击	15基地爆炸2345易伤5序列升级6加一7核8时间9雷电a暴击
306	22561 32521	5	   	245.67	橙3易伤2攻速1等级1暴击1全技能	1敌人爆炸259易伤35攻速4全技能5序列升级6暴击7挖尘8核a等级
307	32123 43256	7	   	245.66	橙3易伤1伤害1时间1暴击1攻速	13掉矿2时间45a易伤6攻速7核8暴击9伤害
308	22312 32432	6	   	245.57	橙4易伤1伤害1全技能	1敌人爆炸2346易伤5雷电7伤害8全技能9核a金币生成
309	42312 32432	6	   	245.57	橙4易伤1伤害1全技能	1基地爆炸2346易伤5雷电7伤害8全技能9核a金币生成
310	22312 32434	6	   	245.47	橙4易伤1伤害1全技能	1敌人爆炸2346易伤5雷电7伤害8全技能9核a挖尘
311	22312 32435	6	   	245.47	橙4易伤1伤害1全技能	1敌人爆炸2346易伤5雷电7伤害8全技能9核a掉矿
312	22312 32436	6	   	245.47	橙4易伤1伤害1全技能	1敌人爆炸2346易伤5雷电7伤害8全技能9核a赏金塔
313	42312 32434	6	   	245.47	橙4易伤1伤害1全技能	1基地爆炸2346易伤5雷电7伤害8全技能9核a挖尘
314	42312 32435	6	   	245.47	橙4易伤1伤害1全技能	1基地爆炸2346易伤5雷电7伤害8全技能9核a掉矿
315	42312 32436	6	   	245.47	橙4易伤1伤害1全技能	1基地爆炸2346易伤5雷电7伤害8全技能9核a赏金塔
316	34444 62314	7	   	245.43	橙3易伤2时间1等级1暴击	1掉矿2加一369易伤4a时间5暴击7核8等级
317	21328 12341	8	   	245.41	橙3易伤3时间1等级	18敌人爆炸256时间358易伤4加一58序列升级78低血量敌人9核a等级
318	21328 13371	8	   	245.41	橙3易伤3时间1等级	18敌人爆炸256时间358易伤4加一58序列升级78基地爆炸9核a等级
319	41328 12341	8	   	245.41	橙3易伤3时间1等级	18基地爆炸256时间358易伤4加一58序列升级78低血量敌人9核a等级
320	41328 14341	8	   	245.41	橙3易伤3时间1等级	18基地爆炸256时间358易伤4加一58序列升级78最后敌人9核a等级
321	43323 46371	6	   	245.29	橙4易伤2伤害	19基地爆炸28最后敌人359a易伤4加一69伤害7核9序列升级
322	21328 14214	6	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间35a易伤4加一5序列升级7核8金币生成9等级
323	21328 14312	6	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a额外掉落
324	21328 14315	6	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a金币生成
325	21328 14316	6	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a矿等
326	21328 14318	6	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a最后敌人
327	21328 14351	6	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9基地爆炸a等级
328	21328 14361	6	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9低血量敌人a等级
329	21328 14371	6	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9最后敌人a等级
330	21328 17371	8	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间357易伤4加一5序列升级8基地爆炸9核a等级
331	21328 17541	8	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间357易伤4加一5序列升级8低血量敌人9核a等级
332	21328 17641	7	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间357易伤4加一5序列升级8低血量敌人9核a等级
333	21328 17841	7	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间357易伤4加一5序列升级8最后敌人9核a等级
334	21328 54214	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间35a易伤4加一5序列升级7核8金币生成9等级
335	21328 54312	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a额外掉落
336	21328 54315	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a金币生成
337	21328 54316	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a矿等
338	21328 54318	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a最后敌人
339	21328 54351	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9基地爆炸a等级
340	21328 54361	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9低血量敌人a等级
341	21328 54371	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9最后敌人a等级
342	41328 14214	6	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间35a易伤4加一5序列升级7核8金币生成9等级
343	41328 14312	6	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a额外掉落
344	41328 14315	6	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a金币生成
345	41328 14316	6	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a矿等
346	41328 14318	6	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a最后敌人
347	41328 14331	6	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9敌人爆炸a等级
348	41328 14362	6	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9平台a等级
349	41328 54214	5	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间35a易伤4加一5序列升级7核8金币生成9等级
350	41328 54312	5	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a额外掉落
351	41328 54331	5	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9敌人爆炸a等级
352	21328 12341	7	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7低血量敌人9核a等级
353	21328 13371	7	   	245.21	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7基地爆炸9核a等级
354	21328 16114	5	   	245.21	橙3易伤3时间1等级	1敌人爆炸258时间35a易伤4加一5序列升级6策反7核9等级
355	41328 12341	7	   	245.21	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7低血量敌人9核a等级
356	41328 16114	5	   	245.21	橙3易伤3时间1等级	1基地爆炸258时间35a易伤4加一5序列升级6策反7核9等级
357	21328 14311	6	   	245.11	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a挖青
358	21328 14314	6	   	245.11	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a挖尘
359	21328 14614	6	   	245.11	橙3易伤3时间1等级	1敌人爆炸256时间35a易伤4加一5序列升级7核8掉矿9等级
360	21328 17341	6	   	245.11	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7挖青9核a等级
361	21328 54311	5	   	245.11	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a挖青
362	21328 54314	5	   	245.11	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a挖尘
363	21328 54614	5	   	245.11	橙3易伤3时间1等级	1敌人爆炸256时间35a易伤4加一5序列升级7核8掉矿9等级
364	21328 57341	5	   	245.11	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7挖青9核a等级
365	41328 13371	6	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7挖尘9核a等级
366	41328 14311	6	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a挖青
367	41328 14314	6	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a挖尘
368	41328 14341	6	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9挖尘a等级
369	41328 14614	6	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间35a易伤4加一5序列升级7核8掉矿9等级
370	41328 17341	6	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7挖青9核a等级
371	41328 54311	5	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a挖青
372	41328 54314	5	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a挖尘
373	41328 54341	5	   	245.11	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9挖尘a等级
374	21328 46114	5	   	245.11	橙3易伤3时间1等级1核弹	1敌人爆炸258时间35a易伤4加一5序列升级6核弹7核9等级
375	21328 76114	6	   	245.11	橙3易伤3时间1等级	1敌人爆炸258时间35a易伤4加一5序列升级6掉矿7核9等级
376	41328 46114	5	   	245.11	橙3易伤3时间1等级1核弹	1基地爆炸258时间35a易伤4加一5序列升级6核弹7核9等级
377	22315 66332	6	   	245.05	橙4易伤2伤害1卖塔	15敌人爆炸2345易伤5序列升级6卖塔7核89伤害a平台
378	22312 12365	6	   	244.95	橙5易伤1全技能	1敌人爆炸23478易伤5雷电6双倍物品9核a全技能
379	22312 15365	7	   	244.95	橙5易伤1全技能	1敌人爆炸23478易伤5雷电6双倍物品9核a全技能
380	32123 42425	10	 * 	244.90	橙4易伤2攻速1时间	13a掉矿2时间457a易伤6a攻速8核9立即金币a序列升级
381	35126 43313	8	   	244.80	橙4易伤2攻速1时间1核弹	1掉矿2核弹37攻速468a易伤5时间9核
382	21633 33511	3	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸2时间3全技能46a易伤5暴击7伤害8核9金币生成
383	21633 33511	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸2时间3全技能46a易伤5暴击7伤害8核9金币生成
384	21633 33522	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸2时间3全技能469易伤5暴击7伤害8核a低血量敌人
385	21633 33522	3	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸2时间3全技能469易伤5暴击7伤害8核a低血量敌人
386	21633 33523	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1a敌人爆炸2时间3全技能469易伤5暴击7伤害8核
387	21633 33523	3	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1a敌人爆炸2时间3全技能469易伤5暴击7伤害8核
388	22613 33511	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸26a易伤3全技能4时间5暴击7伤害8核9金币生成
389	22613 33522	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸269易伤3全技能4时间5暴击7伤害8核a低血量敌人
390	22613 33523	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1a敌人爆炸269易伤3全技能4时间5暴击7伤害8核
391	41633 33511	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1基地爆炸2时间3全技能46a易伤5暴击7伤害8核9金币生成
392	41633 33522	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1基地爆炸2时间3全技能469易伤5暴击7伤害8核a低血量敌人
393	41633 33523	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1基地爆炸2时间3全技能469易伤5暴击7伤害8核a敌人爆炸
394	42613 33511	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1基地爆炸26a易伤3全技能4时间5暴击7伤害8核9金币生成
395	42613 33522	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1基地爆炸269易伤3全技能4时间5暴击7伤害8核a低血量敌人
396	42613 33523	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1基地爆炸269易伤3全技能4时间5暴击7伤害8核a敌人爆炸
397	21116 33521	1	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1敌人爆炸2全技能369易伤4最后敌人5暴击7伤害8核a等级
398	21135 31521	1	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1敌人爆炸2全技能349易伤5伤害6暴击7最后敌人8核a等级
399	21146 33521	1	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1敌人爆炸2全技能369易伤4基地爆炸5暴击7伤害8核a等级
400	22616 33521	3	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1敌人爆炸269易伤3全技能4最后敌人5暴击7伤害8核a等级
401	22635 31521	3	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1敌人爆炸249易伤3全技能5伤害6暴击7最后敌人8核a等级
402	23366 33521	4	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1敌人爆炸2最后敌人369易伤4全技能5暴击7伤害8核a等级
403	41116 33521	1	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1基地爆炸2全技能369易伤4最后敌人5暴击7伤害8核a等级
404	41126 33521	1	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1基地爆炸2全技能369易伤4敌人爆炸5暴击7伤害8核a等级
405	42336 13521	3	   	244.52	橙3易伤1伤害1等级1暴击1全技能	1基地爆炸239易伤4暴击5全技能6敌人爆炸7伤害8核a等级
406	21633 33526	4	   	244.42	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸2时间3全技能469易伤5暴击7伤害8核a赏金邻近
407	21633 33526	3	   	244.42	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸2时间3全技能469易伤5暴击7伤害8核a赏金邻近
408	21633 33541	3	   	244.42	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸2时间3全技能46a易伤5暴击7伤害8核9掉矿
409	21633 33541	4	   	244.42	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸2时间3全技能46a易伤5暴击7伤害8核9掉矿
410	22613 33526	4	   	244.42	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸269易伤3全技能4时间5暴击7伤害8核a赏金邻近
411	22613 33541	4	   	244.42	橙3易伤1伤害1时间1暴击1全技能	1敌人爆炸26a易伤3全技能4时间5暴击7伤害8核9掉矿
412	21135 32521	1	   	244.42	橙3易伤1伤害1等级1暴击1全技能	1敌人爆炸2全技能349易伤5伤害6暴击7挖尘8核a等级
413	22635 32521	3	   	244.42	橙3易伤1伤害1等级1暴击1全技能	1敌人爆炸249易伤3全技能5伤害6暴击7挖尘8核a等级
414	41136 33521	1	   	244.42	橙3易伤1伤害1等级1暴击1全技能	1基地爆炸2全技能369易伤4挖青5暴击7伤害8核a等级
415	42322 36124	3	   	244.35	橙4易伤1时间1攻速1全技能	1基地爆炸2367易伤4攻速5掉矿8时间9核a全技能
416	61112 63332	2	   	244.34	橙3易伤2时间2雷电1暴击	1a矿等2a雷电3暴击4赏金邻近56时间78a易伤9核a序列升级
417	61141 63332	2	   	244.34	橙3易伤2时间2雷电1暴击	1a矿等2a雷电3暴击46时间5赏金塔78a易伤9核a序列升级
418	61612 63332	3	   	244.34	橙3易伤2时间2雷电1暴击	1a矿等2a雷电3暴击4赏金邻近56时间78a易伤9核a序列升级
419	32123 31631	7	   	244.22	橙3易伤2攻速1时间1暴击	13a掉矿2时间45a易伤6雷电7暴击8a攻速9核a序列升级
420	32123 32631	6	   	244.22	橙3易伤2攻速1时间1暴击	13a掉矿2时间45a易伤6雷电7暴击8a攻速9核a序列升级
421	22342 61633	9	   	244.10	橙3易伤2时间1伤害	1敌人爆炸23a易伤4低血量敌人5雷电69时间7伤害8核
422	21353 31635	9	   	244.10	橙3易伤2时间1伤害	1敌人爆炸29时间35a易伤4基地爆炸6雷电7伤害8核
423	41328 31843	10	   	244.07	橙2易伤3时间1伤害1暴击	1基地爆炸258时间35易伤4加一5序列升级6雷电7伤害9暴击a核
424	21321 65343	7	   	244.01	橙3易伤3时间2雷电	1a敌人爆炸268时间36a易伤4加一5额外掉落6a序列升级7a雷电9核
425	22315 23624	8	   	243.95	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6低血量敌人7策反8伤害9核a时间
426	22315 43622	8	   	243.95	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6策反7时间8伤害9核a双倍矿
427	22315 43623	8	   	243.95	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6a策反7时间8伤害9核
428	22315 53622	8	   	243.95	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6金币生成7时间8伤害9核a双倍矿
429	22315 53623	8	   	243.95	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6金币生成7时间8伤害9核a策反
430	22315 53633	8	   	243.95	橙4易伤1伤害1时间	159敌人爆炸2345易伤5序列升级6金币生成7时间8伤害a核
431	53515 34241	10	   	243.95	橙4易伤2暴击1时间	19策反25金币生成3459易伤59序列升级6加一7核89暴击a时间
432	22311 53211	10	   	243.85	橙4易伤1伤害1时间	1敌人爆炸2349易伤5低血量敌人6时间7最后敌人8伤害a核
433	22311 63624	8	   	243.85	橙4易伤1伤害1时间	1敌人爆炸2346易伤5低血量敌人7策反8伤害9核a时间
434	22315 33428	10	   	243.85	橙4易伤1伤害1等级	159敌人爆炸2345易伤5序列升级6加一7核8等级a伤害
435	22315 33438	9	   	243.85	橙4易伤1伤害1等级	15敌人爆炸2345易伤5序列升级6加一7核8等级9矿等a伤害
436	22315 33471	10	   	243.85	橙4易伤1伤害1等级	15敌人爆炸2345易伤5序列升级6加一7核8等级9双倍矿a伤害
437	22315 33784	10	   	243.85	橙4易伤1伤害1等级	15敌人爆炸2345易伤5序列升级6加一7核8随机矿9伤害a等级
