0	Index      	 *	Score 	Summary	Detail	
1	31142 42116	 * 	198.94	ACR|3DMG|2VULN|1AART|2ASPD	1RCVC|2AART|36aDMG|4RCR|5ERES|7aASPD|8aVULN|9DMSP|aBPWR
162	31141 51163	   	176.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2AART|37DMG|4RCR|5ZMB|69LHND|8VULN|aCDMG
163	31141 31515	   	176.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2AART|3DMG|4RCR|5ZMB|6LIT|7FEWX|8CDMG|9aVULN
164	31141 32515	   	176.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2AART|3DMG|4RCR|5ZMB|6LIT|7BEXP|8CDMG|9aVULN
165	31141 42131	   	176.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCVC|2AART|36DMG|4RCR|5ZMB|79ASPD|8VULN|aCGEN
166	31141 42132	   	176.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCVC|2AART|36DMG|4RCR|5ZMB|79ASPD|8VULN|aMLV
167	31141 42133	   	176.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCVC|2AART|36DMG|4RCR|5ZMB|79ASPD|8VULN|aBEXP
168	31141 42135	   	176.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCVC|2AART|36DMG|4RCR|5ZMB|79ASPD|8VULN|aRMIN
169	31141 42136	   	176.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCVC|2AART|36DMG|4RCR|5ZMB|79ASPD|8VULN|aLSRICY
170	31141 43133	   	176.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8VULN|9BEXP|aCDMG
171	31141 45223	   	176.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2AART|36DMG|4RCR|5ZMB|7BEXP|8MBVNT|9VULN|aCDMG
172	31143 41223	   	176.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2AART|37DMG|4RCR|5BEXP|6ZMB|8MBVNT|9VULN|aCDMG
173	31141 33643	   	176.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2AART|39DMG|4RCR|5ZMB|6LIT|7CANSTR|8CDMG|aVULN
174	31142 41121	   	176.48	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|2AART|36DMG|4RCR|5ERES|7LWND|89VULN|aDUR
175	31142 42122	   	176.48	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|2AART|36DMG|4RCR|5ERES|7ASPD|8aVULN|9FEWX
176	31144 21152	   	176.48	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ERES|89VULN|aBEXP
177	31144 21153	   	176.48	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ERES|89VULN|aBELT
178	31142 51121	   	176.48	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|2AART|37DMG|4RCR|5ERES|6LHND|89VULN|aDUR
179	31143 21151	   	176.48	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ERES|89VULN|aDUR
180	31144 41123	   	176.46	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1aRCVC|2AART|37DMG|4RCR|59DUR|6ZMB|8VULN
181	31142 43151	   	176.38	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|2AART|36DMG|4RCR|5ERES|7DUST|89VULN|aDUR
182	31142 46121	   	176.38	ACR|2DMG|2VULN|1AART|1DUR	1RCVC|2AART|36DMG|4RCR|5ERES|7LEGI|89VULN|aDUR
183	33631 27513	   	176.20	DCR|3VULN|3DMG	1aRCVC|239VULN|4MBVNT|579DMG|6RCR|89LHND|9BPWR
184	33631 27813	   	176.20	DCR|3VULN|3DMG	1aRCVC|239VULN|4MBVNT|579DMG|6RCR|89LWND|9BPWR
185	33631 24816	   	176.00	DCR|3VULN|3DMG	1aRCVC|239VULN|4MBVNT|589DMG|6RCR|79DUST|9BPWR
186	31511 33362	 * 	175.95	ACR|2AART|2VULN|1DMG|2ZMB	1RCVC|24AART|3LIT|5RCR|6DMG|7aZMB|89VULN
187	31511 33522	   	175.95	ACR|2AART|2DMG|1VULN|2ZMB	1RCVC|24AART|3LIT|5RCR|68DMG|7aZMB|9VULN
188	31144 21111	   	175.63	ACR|2AART|2DMG|1VULN|2DUR	1RCVC|29AART|37DMG|4RCR|5aDUR|6ERES|8VULN
189	31144 51111	   	175.63	ACR|2AART|2DMG|1VULN|2DUR	1RCVC|29AART|37DMG|4RCR|5aDUR|6TLV|8VULN
190	33621 15114	   	175.49	DCR|3VULN|2DMG|3DUR|2RCVC	16RCVC|239VULN|4LHND|59DMG|7RCR|89aDUR|9BPWR
191	33631 23113	   	175.40	DCR|3VULN|2DMG|2ZMB	1aRCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ZMB|9BPWR
192	33637 27113	   	175.40	DCR|3VULN|2DMG|2ZMB	1aRCVC|239VULN|4MBVNT|5RMIN|6RCR|79DMG|89ZMB|9BPWR
193	31111 43422	   	175.32	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB|2RCVC	14RCVC|2AART|3DMG|5LWND|6CDMG|7RCR|8VULN|9FLTHEA|aZMB
194	31113 43422	   	175.32	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|2RCVC	14RCVC|2AART|3DMG|5BEXP|6CDMG|7RCR|8VULN|9FLTHEA|aZMB
195	31144 41122	   	175.28	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1RCVC|2AART|37DMG|4RCR|59DUR|6ZMB|8VULN|aBEXP
196	31144 41134	   	175.18	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1RCVC|2AART|37DMG|4RCR|5aDUR|6ZMB|8VULN|9MBVNT
197	31144 41224	   	175.18	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1RCVC|2AART|37DMG|4RCR|5aDUR|6ZMB|8MBVNT|9VULN
198	31146 42131	   	175.17	ACR|3DMG|1AART|1CDMG|1ASPD|1DUR	1RCVC|2AART|367DMG|4RCR|5ASPD|8CDMG|9RPLT|aDUR
199	34124 15123	   	175.16	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2DUR|378VULN|4AART|5ASPD|6FEWX|9RCR|aDMG
200	31146 43121	   	175.04	ACR|2DMG|1AART|1VULN|3DUR|1ASPD	1RCVC|2AART|36DMG|4RCR|5ASPD|79aDUR|8VULN
201	33631 27514	   	175.02	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|579DMG|6RCR|89LHND|9BPWR|aFEWX
202	33631 27814	   	175.02	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|579DMG|6RCR|89LWND|9BPWR|aFEWX
203	33631 27512	   	174.92	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|579DMG|6RCR|89LHND|9BPWR|aERES
204	33631 27712	   	174.92	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|579DMG|6RCR|89BEXP|9BPWR|aERES
205	33631 27812	   	174.92	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|579DMG|6RCR|89LWND|9BPWR|aERES
206	31146 42123	 * 	174.84	ACR|3DMG|1AART|2ASPD|1CDMG	1RCVC|2AART|367DMG|4RCR|5aASPD|8CDMG|9CGEN
207	33631 24815	   	174.82	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|589DMG|6RCR|79DUST|9BPWR|aLHND
208	33631 24817	   	174.82	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|589DMG|6RCR|79DUST|9BPWR|aLWND
209	33631 24616	   	174.72	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|59aDMG|6RCR|789DUST|9BPWR
210	33631 24812	   	174.72	DCR|3VULN|3DMG	1RCVC|239VULN|4MBVNT|589DMG|6RCR|79DUST|9BPWR|aERES
211	31144 15113	 * 	174.64	ACR|3VULN|1AART|1DMG|1DUR	1RCVC|2AART|3DMG|4RCR|5DUR|6FEWX|78aVULN|9LIT
212	31144 35113	   	174.64	ACR|3VULN|1AART|1DMG|1DUR	1RCVC|2AART|3DMG|4RCR|5DUR|6BEXP|78aVULN|9LIT
213	31146 42212	   	174.64	ACR|3DMG|1AART|1VULN|1ASPD	1RCVC|2AART|367DMG|4RCR|5ASPD|8BEXP|9CGEN|aVULN
214	31146 42222	   	174.64	ACR|3DMG|1AART|1VULN|1ASPD	1RCVC|2AART|367DMG|4RCR|5ASPD|8BEXP|9VULN|aFEWX
215	31146 42223	   	174.64	ACR|3DMG|1AART|1VULN|1ASPD	1RCVC|2AART|367DMG|4RCR|5ASPD|8BEXP|9VULN|aLWND
216	31142 42123	   	174.54	ACR|3DMG|1AART|1VULN|1ASPD	1RCVC|2AART|36aDMG|4RCR|5ERES|7ASPD|8VULN|9FEWX
217	31142 42335	   	174.54	ACR|3DMG|1AART|1VULN|1ASPD	1RCVC|2AART|369DMG|4RCR|5ERES|7ASPD|8BELT|aVULN
218	31146 22532	   	174.54	ACR|3DMG|1AART|1VULN|1ASPD	1RCVC|2AART|379DMG|4RCR|5ASPD|6BASICY|8VULN|aLHND
219	31141 41112	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7LWND|8VULN|aRMIN
220	31141 41114	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7LWND|8VULN|aFEWX
221	31141 45112	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7BEXP|8VULN|aRMIN
222	31141 46112	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7LHND|8VULN|aRMIN
223	31141 55323	   	174.50	ACR|2AART|2VULN|1DMG|1ZMB	1RCVC|2aAART|3DMG|4RCR|5ZMB|6LHND|79VULN|8FEWX
224	31143 41112	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|37DMG|4RCR|5BEXP|6ZMB|8VULN|aRMIN
225	31143 41114	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|37DMG|4RCR|5BEXP|6ZMB|8VULN|aBELT
226	31143 41115	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|37DMG|4RCR|5BEXP|6ZMB|8VULN|aLWND
227	31143 41116	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|37DMG|4RCR|5BEXP|6ZMB|8VULN|aFEWX
228	31141 51112	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|37DMG|4RCR|5ZMB|6LHND|8VULN|aRMIN
229	31141 51114	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|37DMG|4RCR|5ZMB|6LHND|8VULN|aFEWX
230	31142 36622	   	174.50	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|28AART|37DMG|4RCR|57ERES|67LIT|7BPWR|9VULN|aZMB
231	31511 33221	 * 	174.48	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|24AART|3LIT|5RCR|6DMG|7ZMB|89CDMG|aVULN
232	31146 22533	   	174.44	ACR|3DMG|1AART|1VULN|1ASPD	1RCVC|2AART|379DMG|4RCR|5ASPD|6BASICY|8VULN|aTLV
233	31141 41115	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7LWND|8VULN|aMBVNT
234	31141 41116	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7LWND|8VULN|aDUST
235	31141 43112	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7DUST|8VULN|aRMIN
236	31141 43114	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7DUST|8VULN|aBELT
237	31141 43115	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7DUST|8VULN|aLWND
238	31141 43116	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|36DMG|4RCR|5ZMB|7DUST|8VULN|aFEWX
239	31141 43163	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|2aAART|36DMG|4RCR|5ZMB|7DUST|8VULN|9LHND
240	31141 51115	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|37DMG|4RCR|5ZMB|6LHND|8VULN|aMBVNT
241	31141 51116	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|29AART|37DMG|4RCR|5ZMB|6LHND|8VULN|aDUST
242	31141 51263	   	174.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|2aAART|37DMG|4RCR|5ZMB|6LHND|8MBVNT|9VULN
243	33631 23111	   	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ZMB|9BPWR|aFEWX
244	33631 23112	   	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ZMB|9BPWR|aMGNSTR
245	33631 23114	   	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ZMB|9BPWR|aDMSP
246	33631 23116	   	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ZMB|9BPWR|aBELT
247	33631 23118	   	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ZMB|9BPWR|aLHND
248	33637 27111	   	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|239VULN|4MBVNT|5RMIN|6RCR|79DMG|89ZMB|9BPWR|aFEWX
249	33637 27112	   	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|239VULN|4MBVNT|5RMIN|6RCR|79DMG|89ZMB|9BPWR|aMGNSTR
250	33637 27114	   	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|239VULN|4MBVNT|5RMIN|6RCR|79DMG|89ZMB|9BPWR|aDMSP
251	33631 23813	   	174.09	DCR|3VULN|2DMG|2ASPD	1aRCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ASPD|9BPWR
252	31141 41216	 * 	174.04	ACR|3DMG|2AART|2ZMB	1RCVC|29AART|36aDMG|4RCR|5aZMB|7aLWND|8MBVNT|aBPWR
253	31141 51216	   	174.04	ACR|3DMG|2AART|2ZMB	1RCVC|29AART|37aDMG|4RCR|5aZMB|6aLHND|8MBVNT|aBPWR
254	31141 42151	   	173.84	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|59ZMB|7ASPD|8VULN|aCGEN
255	31141 42152	   	173.84	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|59ZMB|7ASPD|8VULN|aMLV
256	31141 42153	   	173.84	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|59ZMB|7ASPD|8VULN|aBEXP
257	33631 26448	   	173.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|23VULN|4MBVNT|5DMG|6RCR|7LIT|8ZMB|9CDMG|aAART
258	31141 25521	   	173.74	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1RCVC|2AART|39DMG|4RCR|57ZMB|6BASICY|8VULN|aDUR
259	31144 41242	   	173.74	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|69ZMB|8MBVNT|aVULN
260	33631 27145	   	173.66	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|23VULN|4MBVNT|57DMG|6RCR|8DUR|9BEXP|aAART
261	31511 33543	   	173.57	ACR|2AART|2DMG|1VULN|1ZMB	19RCVC|24AART|3LIT|5RCR|68DMG|7ZMB|aVULN
262	33631 22463	   	173.47	DCR|4VULN|2DMG	1RCVC|238aVULN|4MBVNT|58DMG|6RCR|789MLV|8BPWR
263	33631 24613	   	173.17	DCR|4VULN|2DMG	1RCVC|239aVULN|4MBVNT|59DMG|6RCR|789DUST|9BPWR
264	33631 21477	   	173.05	DCR|3VULN|2DMG|1DUR|1ASPD	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78ERES|8BPWR|9ASPD|aDUR
265	31123 41152	   	173.02	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|37DMG|4LWND|5BEXP|6ZMB|89VULN|aRCR
266	31131 51152	   	173.02	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|37DMG|4BEXP|5ZMB|6LHND|89VULN|aRCR
267	31121 41122	   	173.02	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|36DMG|4LWND|5ZMB|7LHND|89VULN|aRCR
268	31131 41152	   	173.02	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|36DMG|4BEXP|5ZMB|7LWND|89VULN|aRCR
269	31131 46152	   	173.02	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|36DMG|4BEXP|5ZMB|7LHND|89VULN|aRCR
270	33631 22424	   	173.02	DCR|3VULN|2DMG|1CDMG	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78MLV|8BPWR|9FEWX|aCDMG
271	33631 22444	   	173.02	DCR|3VULN|2DMG|1FLTHEA	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78MLV|8BPWR|9BELT|aFLTHEA
272	33631 22471	   	173.02	DCR|3VULN|2DMG|1CDMG	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78MLV|8BPWR|9CDMG|aFEWX
273	33631 22472	   	173.02	DCR|3VULN|2DMG|1CDMG	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78MLV|8BPWR|9CDMG|aCGEN
274	33631 22473	   	173.02	DCR|3VULN|2DMG|1CDMG	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78MLV|8BPWR|9CDMG|aLIT
275	33631 22474	   	173.02	DCR|3VULN|2DMG|1CDMG	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78MLV|8BPWR|9CDMG|aBEXP
276	33631 22477	   	173.02	DCR|3VULN|2DMG|1CDMG	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78MLV|8BPWR|9CDMG|aLWND
277	33631 33211	   	173.02	DCR|3VULN|2DMG|3DUR	1RCVC|239VULN|4MBVNT|59DMG|689DUR|7RCR|9BPWR|aMLV
278	33631 33212	   	173.02	DCR|3VULN|2DMG|3DUR	1RCVC|239VULN|4MBVNT|59DMG|689DUR|7RCR|9BPWR|aFEWX
279	33631 33214	   	173.02	DCR|3VULN|2DMG|3DUR	1RCVC|239VULN|4MBVNT|59DMG|689DUR|7RCR|9BPWR|aCGEN
280	33631 33215	   	173.02	DCR|3VULN|2DMG|3DUR	1RCVC|239VULN|4MBVNT|59DMG|689DUR|7RCR|9BPWR|aLHND
281	31141 11423	   	172.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCVC|2AART|3DMG|4RCR|5ZMB|6RMIN|7DUR|8CDMG|9VULN|aASPD
282	31141 61113	   	172.94	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC	16RCVC|29AART|3DMG|4RCR|5ZMB|7LWND|8VULN|aCDMG
283	31141 65113	   	172.94	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC	16RCVC|29AART|3DMG|4RCR|5ZMB|7BEXP|8VULN|aCDMG
284	31141 66113	   	172.94	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC	16RCVC|29AART|3DMG|4RCR|5ZMB|7LHND|8VULN|aCDMG
285	31121 43152	   	172.92	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|36DMG|4LWND|5ZMB|7DUST|89VULN|aRCR
286	31121 46122	   	172.92	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|36DMG|4LWND|5ZMB|7LEGI|89VULN|aRCR
287	31121 51122	   	172.92	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|37DMG|4LWND|5ZMB|6LEGI|89VULN|aRCR
288	31131 43152	   	172.92	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|2AART|36DMG|4BEXP|5ZMB|7DUST|89VULN|aRCR
289	33631 23811	   	172.92	DCR|3VULN|2DMG|2ASPD	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ASPD|9BPWR|aFEWX
290	33631 23812	   	172.92	DCR|3VULN|2DMG|2ASPD	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ASPD|9BPWR|aMGNSTR
291	33631 23814	   	172.92	DCR|3VULN|2DMG|2ASPD	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ASPD|9BPWR|aDMSP
292	33631 23816	   	172.92	DCR|3VULN|2DMG|2ASPD	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ASPD|9BPWR|aBELT
293	33631 23818	   	172.92	DCR|3VULN|2DMG|2ASPD	1RCVC|239VULN|4MBVNT|59DMG|6RCR|7RMIN|89ASPD|9BPWR|aLHND
294	33631 33217	   	172.92	DCR|3VULN|2DMG|3DUR	1RCVC|239VULN|4MBVNT|59DMG|689DUR|7RCR|9BPWR|aDUST
295	31144 31623	   	172.84	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2AART|38DMG|4RCR|5DUR|68BEXP|78MLV|8BPWR|9VULN|aCDMG
296	31141 63113	   	172.84	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC	16RCVC|29AART|3DMG|4RCR|5ZMB|7DUST|8VULN|aCDMG
297	33262 53153	 * 	172.82	DCR|3DMG|2VULN|1CDMG	1RCVC|25VULN|3CGEN|4LSRHEA|6RCR|7CDMG|89aDMG
298	33631 21424	   	172.82	DCR|3VULN|2DMG|1CDMG	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78ERES|8BPWR|9FEWX|aCDMG
299	33631 21444	   	172.82	DCR|3VULN|2DMG|1FLTHEA	1RCVC|238VULN|4MBVNT|58DMG|6RCR|78ERES|8BPWR|9BELT|aFLTHEA
300	33631 27323	   	172.82	DCR|3VULN|2DMG|1FLTHEA	1RCVC|23aVULN|4MBVNT|57DMG|6RCR|8FLTHEA|9MLV
301	33631 27382	   	172.82	DCR|3VULN|2DMG|1FLTHEA	1RCVC|239VULN|4MBVNT|57DMG|6RCR|8FLTHEA|aLWND
302	31114 21551	   	172.79	DCR|2DMG|1AART|1VULN|1FLTHEA|2RCVC|1DUR	14RCVC|2AART|36DMG|5VULN|7FLTHEA|8RCR|9CGEN|aDUR
303	36121 51135	 * 	172.73	DCR|3VULN|2AART|1DMG	1RCVC|2LWND|368VULN|4aAART|5LHND|7DMG|9RCR
304	33631 27381	   	172.72	DCR|3VULN|2DMG|1FLTHEA	1RCVC|239VULN|4MBVNT|57DMG|6RCR|8FLTHEA|aTLV
305	31114 21516	   	172.69	DCR|2DMG|1AART|1VULN|1FLTHEA|2RCVC|1ASPD	14RCVC|2AART|36DMG|5VULN|7FLTHEA|8RCR|9BASHEA|aASPD
306	31114 21541	   	172.69	DCR|2DMG|1AART|1VULN|1FLTHEA|2RCVC|1DUR	14RCVC|2AART|36DMG|5VULN|7FLTHEA|8RCR|9TLV|aDUR
307	33621 56231	   	172.66	DCR|3VULN|2DMG|1CDMG|1ASPD	1RCVC|236VULN|4LHND|57DMG|8CDMG|9RCR|aASPD
308	31146 41133	   	172.64	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2AART|36DMG|4RCR|5ASPD|7LWND|8VULN|9BEXP|aCDMG
309	31146 51133	   	172.64	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2AART|37DMG|4RCR|5ASPD|6LHND|8VULN|9BEXP|aCDMG
310	31142 36324	 * 	172.64	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1RCVC|2AART|37DMG|4RCR|57ERES|67LIT|7BPWR|8VULN|9FLTHEA|aDUR
311	33553 23131	   	172.56	DCR|3VULN|2DMG|1CDMG|1ASPD	1RCVC|278VULN|38ERES|4TLV|5CDMG|68DMG|8BPWR|9RCR|aASPD
312	33553 23136	   	172.56	DCR|3VULN|2DMG|1CDMG|1DUR	1RCVC|278VULN|38ERES|4TLV|5CDMG|68DMG|8BPWR|9RCR|aDUR
313	31142 42352	   	172.54	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2AART|36DMG|4RCR|5ERES|7ASPD|8BELT|9CDMG|aVULN
314	31142 45123	   	172.54	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2AART|36DMG|4RCR|5ERES|7BEXP|8VULN|9DUR|aCDMG
315	31143 21123	   	172.54	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ERES|8VULN|9DUR|aCDMG
316	31143 21623	   	172.54	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ERES|8DUR|9VULN|aCDMG
317	31143 51123	   	172.54	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6TLV|8VULN|9DUR|aCDMG
318	31143 51623	   	172.54	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6TLV|8DUR|9VULN|aCDMG
319	26316 52322	 * 	172.45	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2DMG|3BASICY|4RCR|5CDMG|679VULN|8BEXP|aAART
320	31146 21531	   	172.44	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCVC|2AART|39DMG|4RCR|57ASPD|6BASICY|8VULN|aDUR
321	31146 43123	   	172.39	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1aRCVC|2AART|36DMG|4RCR|5ASPD|79DUR|8VULN
322	31141 61151	   	172.36	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|2RCVC	16RCVC|2AART|3DMG|4RCR|5ZMB|7LWND|89VULN|aDUR
323	31133 43422	   	172.35	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1RCVC|2AART|3DMG|45BEXP|6CDMG|7RCR|8VULN|9FLTHEA|aZMB
324	31141 63151	   	172.26	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|2RCVC	16RCVC|2AART|3DMG|4RCR|5ZMB|7DUST|89VULN|aDUR
325	33432 21134	   	172.13	DCR|3VULN|2DMG|2CDMG	1RCVC|28aVULN|38CDMG|4TLV|57CGEN|68DMG|8BPWR|9RCR
326	31511 32216	   	172.10	ACR|2AART|2VULN|1DMG|1ZMB	1RCVC|24AART|3LIT|5RCR|6DMG|79VULN|8BEXP|aZMB
327	31511 33361	   	172.10	ACR|2AART|2VULN|1DMG|1ZMB	1RCVC|24AART|3LIT|5RCR|6DMG|7ZMB|89VULN|aFEWX
328	31511 33364	   	172.10	ACR|2AART|2VULN|1DMG|1ZMB	1RCVC|24AART|3LIT|5RCR|6DMG|7ZMB|89VULN|aCGEN
