0	Index      	 *	Score 	Summary	Detail	
1	21112 16334	 * 	202.73	ACR|3VULN|3DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38aDMG|4RCR|568VULN|7SELL|8BPWR|9ASPD
165	22112 35324	   	182.52	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9MLV|aLEGI
166	22112 35335	   	182.52	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9FEWX|aDUST
167	22112 35353	   	182.52	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9DUST|aCGEN
168	22354 11531	   	182.43	DCR|4VULN|1AART|1DMG|1CDMG	1CDMG|2456VULN|3aERES|7DMG|8AART|9RCR
169	22112 35355	   	182.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9aDUST
170	21112 33415	   	182.38	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DUR|3DMG|4RCR|5aVULN|6ASPD|7LHND|8ZMB|9AART
171	21112 55315	   	182.38	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DUR|3aDMG|4RCR|5VULN|6LWND|7ZMB|8ASPD|9AART
172	21114 12315	   	182.38	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DUR|3DMG|4RCR|5LHND|6aVULN|7ZMB|8ASPD|9AART
173	22111 35265	   	182.29	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|379DMG|4RCR|5RCVC|6ASPD|8CGEN|aAART
174	21114 15423	 * 	182.19	ACR|4VULN|2CDMG|1DMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5LHND|678aVULN|7BPWR|9CGEN
175	21115 15423	   	182.19	ACR|4VULN|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5FEWX|678aVULN|7BPWR|9CGEN
176	22111 35165	   	182.19	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|379DMG|4RCR|5RCVC|6ASPD|8ERES|aAART
177	31632 51323	 * 	182.16	DCR|3VULN|2DMG|2ASPD|1ZMB|1DUR	1BEXP|27aVULN|3ZMB|4DUR|5aASPD|6LIT|8RCR|9aDMG|aBPWR
178	21112 11315	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2DUR|3aDMG|4RCR|56VULN|7FEWX|8LWND|9AART
179	21112 52615	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2DUR|3aDMG|4RCR|57VULN|6LWND|8LHND|9AART
180	21114 16315	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2DUR|3aDMG|4RCR|5LHND|67VULN|8LWND|9AART
181	21115 16315	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2DUR|3aDMG|4RCR|5FEWX|67VULN|8LWND|9AART
182	22112 35241	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8CGEN|9AART|aMLV
183	22112 35243	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8CGEN|9AART|aLIT
184	22112 35245	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8CGEN|9AART|aFEWX
185	22112 35246	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8CGEN|9AART|aLHND
186	22114 25235	   	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|28VULN|3aDMG|4RCR|5LHND|6CGEN|7DUR|9AART
187	22112 12332	   	182.00	ACR|2VULN|2DMG|1AART|2CDMG	1aCDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9MLV
188	22112 12342	   	182.00	ACR|2VULN|2DMG|1AART|2CDMG	1aCDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9CGEN
189	22115 12332	   	182.00	ACR|2VULN|2DMG|1AART|2CDMG	1aCDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9MLV
190	22115 12342	   	182.00	ACR|2VULN|2DMG|1AART|2CDMG	1aCDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9CGEN
191	21112 12316	   	181.99	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9FEWX|aRCVC
192	22112 25143	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|25VULN|37DMG|4RCR|6CGEN|8ERES|9AART|aDUR
193	21116 16315	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2DUR|3aDMG|4RCR|5DUST|67VULN|8LWND|9AART
194	22112 35141	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8ERES|9AART|aMLV
195	22112 35143	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8ERES|9AART|aLIT
196	22112 35145	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8ERES|9AART|aFEWX
197	22112 35146	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8ERES|9AART|aLHND
198	22112 35244	   	181.92	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8CGEN|9AART|aLEGI
199	22112 12322	   	181.90	ACR|2VULN|2DMG|1AART|2CDMG	1aCDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9ERES
200	22115 12322	   	181.90	ACR|2VULN|2DMG|1AART|2CDMG	1aCDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9ERES
201	21112 12336	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9DUST|aRCVC
202	22315 41153	 * 	181.89	ACR|3DMG|2VULN|2ZMB|1CDMG	1CDMG|2aVULN|3ERES|4RCR|5FEWX|6aZMB|7LIT|89aDMG|aBPWR
203	22112 35144	   	181.82	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8ERES|9AART|aLEGI
204	21112 16312	   	181.75	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9RCVC|aLIT
205	21112 16314	   	181.75	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9RCVC|aMLV
206	21112 16313	   	181.65	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9RCVC|aDUST
207	21112 16311	   	181.50	ACR|3VULN|2DMG|2CDMG|1DUR|2SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7aSELL|8BPWR|9RCVC
208	21112 12233	   	181.29	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3DMG|4RCR|567aVULN|8ERES|9ZMB
209	21112 14633	   	181.29	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3DMG|4RCR|568aVULN|7ERES|9ZMB
210	21312 15633	   	181.29	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3ERES|4RCR|568aVULN|7DMG|9ZMB
211	22312 21163	   	181.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|258VULN|3ERES|4RCR|6CGEN|7AART|9DMG|aDUR
212	23116 25325	   	181.14	ACR|3DMG|2VULN|1AART|2CDMG|1ASPD|1MSE	1aCDMG|2MSE|37aDMG|4RCR|5ASPD|6ERES|8AART|9aVULN|aBPWR
213	21311 35325	   	181.09	ACR|2VULN|1AART|1DMG|2CDMG|1DUR|1ASPD	1aCDMG|2DUR|3aERES|4RCR|5RCVC|6ASPD|7DMG|8AART|9aVULN|aBPWR
214	22111 35342	   	181.09	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD|1DUR	1aCDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8AART|9DUR
215	22111 36342	   	181.09	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD|1DUR	1aCDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8AART|9DUR
216	22312 21261	   	181.05	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	1CDMG|25VULN|3ERES|4RCR|6CGEN|7aAART|8ZMB|9DMG
217	26112 16316	 * 	180.85	ACR|3VULN|2DMG|3CDMG|1SELL	18aCDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9RCVC
218	22112 36265	   	180.81	ACR|3VULN|2DMG|1CDMG|1ASPD|1DUR	1CDMG|257VULN|39DMG|4RCR|6ASPD|8CGEN|aDUR
219	21112 31146	   	180.81	ACR|3DMG|2VULN|1CDMG|1ASPD|1DUR	1CDMG|2DUR|389DMG|4RCR|5aVULN|6ASPD|7LIT
220	22112 12465	   	180.80	ACR|2VULN|2DMG|1AART|2CDMG	19CDMG|25VULN|37DMG|4RCR|6FEWX|8CGEN|aAART
221	22113 26136	   	180.80	ACR|2VULN|2DMG|1AART|2CDMG	16CDMG|29VULN|38DMG|4RCR|5LIT|7LWND|aAART
222	22356 11532	 * 	180.78	DCR|3VULN|3CDMG|1AART|1DMG	15aCDMG|246VULN|3ERES|7DMG|8AART|9RCR
223	22562 31233	   	180.76	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|25VULN|3LHND|4DMG|6ASPD|7AART|8RCR|9ZMB|aDUR
224	22112 12265	   	180.70	ACR|2VULN|2DMG|1AART|2CDMG	19CDMG|25VULN|37DMG|4RCR|6FEWX|8ERES|aAART
225	22115 12265	   	180.70	ACR|2VULN|2DMG|1AART|2CDMG	19CDMG|26VULN|37DMG|4RCR|5FEWX|8ERES|aAART
226	22112 36312	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9LIT|aLWND
227	22112 36316	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9LIT|aRMIN
228	22112 36321	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9aMLV
229	22112 36323	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9MLV|aLWND
230	22112 36325	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9MLV|aFEWX
231	22112 36326	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9MLV|aLHND
232	22112 36333	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9FEWX|aCGEN
233	22112 62316	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9FEWX|aDUR
234	21112 12311	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9FEWX|aLHND
235	21112 12313	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9FEWX|aBELT
236	21112 12343	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9aCGEN
237	21112 12351	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9RPLT|aLHND
238	21112 12356	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9RPLT|aCGEN
239	22116 15213	   	180.68	ACR|2VULN|2DMG|2CDMG|2DUR|1ZMB|1SELL	1aCDMG|26VULN|3aDMG|4RCR|5DUST|7ZMB|8SELL|9aDUR|aBPWR
240	22112 36311	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9LIT|aERES
241	22112 36324	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9MLV|aLEGI
242	22112 36335	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9FEWX|aDUST
243	22112 36353	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9DUST|aCGEN
244	22112 43361	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3DMG|4RCR|6ERES|7ASPD|8AART|aMLV
245	22112 43363	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3DMG|4RCR|6ERES|7ASPD|8AART|aLIT
246	22112 43365	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3DMG|4RCR|6ERES|7ASPD|8AART|aFEWX
247	22112 43366	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3DMG|4RCR|6ERES|7ASPD|8AART|aLHND
248	22112 62336	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9DUST|aDUR
249	22113 13533	   	180.59	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2VULN|37aDMG|4RCR|5LIT|6DLOT|8AART|9DUR
250	22116 12316	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9FEWX|aDUR
251	22116 12346	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9CGEN|aDUR
252	22312 35361	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3ERES|4RCR|6ASPD|7DMG|8AART|aMLV
253	22312 35363	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3ERES|4RCR|6ASPD|7DMG|8AART|aLIT
254	22312 35365	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3ERES|4RCR|6ASPD|7DMG|8AART|aFEWX
255	22312 35366	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3ERES|4RCR|6ASPD|7DMG|8AART|aLHND
256	21112 12314	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9FEWX|aAIRHEL
257	21112 12315	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9FEWX|aLSRHEA
258	21112 12323	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9TLV|aCGEN
259	21112 12331	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9DUST|aLHND
260	21112 12333	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9DUST|aBELT
261	21112 12345	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9CGEN|aDUST
262	21112 12353	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9RPLT|aDUST
263	22113 13523	   	180.59	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2VULN|379DMG|4RCR|5LIT|6DLOT|8AART|aDUR
264	21112 16134	   	180.57	ACR|3VULN|2DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2DUR|3aDMG|4RCR|568VULN|7SELL|9ASPD
265	21112 16264	   	180.57	ACR|3DMG|2VULN|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2DUR|39aDMG|4RCR|56VULN|7SELL|8ASPD
266	22112 36355	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9aDUST
267	22112 43364	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3DMG|4RCR|6ERES|7ASPD|8AART|aLEGI
268	22116 12326	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9TLV|aDUR
269	22312 35364	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|259VULN|3ERES|4RCR|6ASPD|7DMG|8AART|aLEGI
270	21112 12325	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9TLV|aDUST
271	21112 12334	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9DUST|aAIRHEL
272	21112 12335	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8AART|9DUST|aLSRHEA
273	22563 21136	   	180.38	DCR|2VULN|2DMG|1AART|2CDMG	16CDMG|29VULN|3LHND|48DMG|5LIT|7RCR|aAART
274	26153 21136	   	180.38	DCR|2VULN|2DMG|1AART|2CDMG	16CDMG|2LWND|38DMG|49VULN|5LIT|7RCR|aAART
275	21312 12565	   	180.37	ACR|4VULN|1AART|1CDMG|1DUR|1ASPD	1CDMG|2DUR|3ERES|4RCR|5678VULN|9ASPD|aAART
276	22112 36133	   	180.29	ACR|3VULN|2DMG|2CDMG|1ASPD	1aCDMG|257VULN|3aDMG|4RCR|6ASPD|8ERES|9aLWND|aBPWR
277	22112 43533	   	180.29	ACR|3VULN|2DMG|2CDMG|1ASPD	1aCDMG|258VULN|3aDMG|4RCR|6ERES|7ASPD|9aLWND|aBPWR
278	22112 35133	   	180.29	ACR|3DMG|2VULN|2CDMG|1ASPD	1aCDMG|25VULN|37aDMG|4RCR|6ASPD|8ERES|9aLWND|aBPWR
279	21112 16351	   	180.14	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9FEWX|aMLV
280	21112 16352	   	180.14	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9aFEWX
281	21112 16361	   	180.14	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9MLV|aLIT
282	21112 16362	   	180.14	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9MLV|aFEWX
283	21112 16366	   	180.14	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9MLV|aRPLT
284	22112 16313	   	180.14	ACR|3DMG|2VULN|2CDMG|1DUR|1SELL	18CDMG|25VULN|38aDMG|4RCR|68FEWX|7SELL|8BPWR|9DUR
285	22115 16313	   	180.14	ACR|3DMG|2VULN|2CDMG|1DUR|1SELL	18CDMG|26VULN|38aDMG|4RCR|58FEWX|7SELL|8BPWR|9DUR
286	26112 16321	   	180.14	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUR|aMLV
287	26112 16322	   	180.14	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUR|aFEWX
288	22112 36241	   	180.09	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8CGEN|9AART|aMLV
289	22112 36243	   	180.09	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8CGEN|9AART|aLIT
290	22112 36245	   	180.09	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8CGEN|9AART|aFEWX
291	22112 36246	   	180.09	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8CGEN|9AART|aLHND
292	21112 11615	   	180.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|56aVULN|7FEWX|8LHND|9AART
293	21114 11615	   	180.09	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|38aDMG|4RCR|5LHND|6VULN|7LWND|9AART
294	25111 15316	 * 	180.09	ACR|3VULN|1AART|2CDMG|2ASPD|1DUR	17CDMG|27ASPD|3FEWX|4RCR|5DUR|67aVULN|7BPWR|8LWND|9AART
295	25211 15316	   	180.09	ACR|3VULN|1AART|2CDMG|2ASPD|1DUR	17CDMG|27ASPD|3BEXP|4RCR|5DUR|67aVULN|7BPWR|8LWND|9AART
296	22112 36123	   	180.09	ACR|3VULN|2DMG|2CDMG|1ASPD	1aCDMG|257VULN|3aDMG|4RCR|6ASPD|8ERES|9aDUST|aBPWR
297	22112 43523	   	180.09	ACR|3VULN|2DMG|2CDMG|1ASPD	1aCDMG|258VULN|3aDMG|4RCR|6ERES|7ASPD|9aDUST|aBPWR
298	22112 35123	   	180.09	ACR|3DMG|2VULN|2CDMG|1ASPD	1aCDMG|25VULN|37aDMG|4RCR|6ASPD|8ERES|9aDUST|aBPWR
299	22112 62342	   	180.06	ACR|3VULN|1AART|1DMG|2CDMG	1aCDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9CGEN
300	21114 15311	 * 	180.06	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	17CDMG|27aDUR|3DMG|4RCR|5LHND|67VULN|7BPWR|8LWND|9AART
301	21115 15311	   	180.06	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	17CDMG|27aDUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8LWND|9AART
302	21115 15611	   	180.06	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	17CDMG|27aDUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8LHND|9AART
303	21112 16341	   	180.04	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUST|aMLV
304	21112 16342	   	180.04	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUST|aFEWX
305	21112 16355	   	180.04	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9FEWX|aNUKE
306	21112 16356	   	180.04	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9FEWX|aTLV
307	26112 16326	   	180.04	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUR|aDUST
308	21112 15636	   	180.01	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD|1DUR	1CDMG|2DUR|38DMG|4RCR|56VULN|79ZMB|aASPD
309	22112 36141	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8ERES|9AART|aMLV
310	22112 36143	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8ERES|9AART|aLIT
311	22112 36145	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8ERES|9AART|aFEWX
312	22112 36146	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8ERES|9AART|aLHND
313	22112 36244	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8CGEN|9AART|aLEGI
314	22112 43541	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|258VULN|3DMG|4RCR|6ERES|7ASPD|9AART|aMLV
315	22112 43543	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|258VULN|3DMG|4RCR|6ERES|7ASPD|9AART|aLIT
316	22312 35541	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|258VULN|3ERES|4RCR|6ASPD|7DMG|9AART|aMLV
317	22312 35543	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|258VULN|3ERES|4RCR|6ASPD|7DMG|9AART|aLIT
318	22112 26143	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|257VULN|3DMG|4RCR|6CGEN|8ERES|9AART|aDUR
319	22113 13453	   	179.99	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2VULN|37aDMG|4RCR|5LIT|6DLOT|8DUR|9AART
320	22112 62322	   	179.96	ACR|3VULN|1AART|1DMG|2CDMG	1aCDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9TLV
321	22116 12342	   	179.96	ACR|3VULN|1AART|1DMG|2CDMG	1aCDMG|267VULN|3DMG|4RCR|5DUST|8AART|9CGEN
322	21116 15311	   	179.96	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	17CDMG|27aDUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8LWND|9AART
323	21116 15611	   	179.96	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	17CDMG|27aDUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8LHND|9AART
324	21112 16346	   	179.94	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9aDUST
325	22112 36144	   	179.89	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|257VULN|3DMG|4RCR|6ASPD|8ERES|9AART|aLEGI
