0	Index      	 *	Score 	Summary	Detail	
1	14331 26135	 * 	192.12	DCR|3VULN|2DMG|1AART|2ASPD	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aAART
166	13531 32533	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|2CGEN|34VULN|56AART|7RCR|8MLV|9CANHEL|aZMB
167	25341 32533	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	1CGEN|23VULN|4DMG|56AART|7RCR|8MLV|9CANHEL|aZMB
168	11612 53314	   	168.13	DCR|3DMG|2VULN|2CDMG	14aDMG|234BEXP|4aBPWR|56VULN|7aDUST|8aCDMG|9RCR
169	14232 42232	   	168.13	DCR|3DMG|2VULN|2CDMG	17aDMG|2RMIN|3RPLT|4ERES|57VULN|67CDMG|7BPWR|8BELT|9RCR
170	14232 42236	   	168.13	DCR|3VULN|2DMG|2CDMG	17DMG|2RMIN|3RPLT|4ERES|57aVULN|67CDMG|7BPWR|8BELT|9RCR
171	15262 42232	   	168.13	DCR|3DMG|2VULN|2CDMG	17aDMG|2ERES|3RPLT|4RMIN|57VULN|67CDMG|7BPWR|8BELT|9RCR
172	45232 42232	   	168.13	DCR|3DMG|2VULN|2CDMG	1RMIN|27aDMG|3RPLT|4ERES|57VULN|67CDMG|7BPWR|8BELT|9RCR
173	12154 15331	 * 	168.13	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AIRHEA|3FLTHEA|4NUKE|5aVULN|6FEWX|7CDMG|8RCR|9AART
174	12213 16266	   	167.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|2AIRHEA|3DUR|4aVULN|5CDMG|6AART|7ASPD|8CGEN|9RCR
175	11363 17543	   	167.82	DCR|2DMG|2AART|1VULN|1CDMG	19DMG|2BEXP|3VULN|4MBVNT|5CDMG|6aAART|7FEWX|8RCR
176	14331 22633	   	167.82	DCR|3VULN|1AART|1DMG|1ASPD	1DMG|2RMIN|3BEXP|489VULN|5ASPD|6RCR|7FEWX|aAART
177	45331 22633	   	167.82	DCR|3VULN|1AART|1DMG|1ASPD	1RMIN|2DMG|3BEXP|489VULN|5ASPD|6RCR|7FEWX|aAART
178	11134 26322	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2BEXP|3ERES|4RCR|5VULN|6LHND|8ZMB|9CDMG|aAART
179	11134 26512	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2BEXP|3ERES|4RCR|5VULN|6LHND|8CDMG|9ZMB|aAART
180	11134 62115	   	167.77	ACR|2VULN|2DMG|1AART|1ASPD	17DMG|2BEXP|37ERES|4RCR|57VULN|6RCVC|7BPWR|8ASPD|9FEWX|aAART
181	12213 16166	   	167.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|2AIRHEA|3DUR|4aVULN|5CDMG|6AART|7ASPD|8ERES|9RCR
182	14331 21635	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1DMG|2RMIN|3BEXP|489VULN|5ASPD|6RCR|7DUST|aAART
183	11134 26131	   	167.67	ACR|2VULN|2DMG|1AART|1ASPD	17DMG|2BEXP|3ERES|4RCR|59VULN|6LHND|8ASPD|aAART
184	13131 53112	   	167.67	ACR|2VULN|2DMG|1AART|1ASPD	18DMG|2CGEN|3LHND|4RCR|5ASPD|69VULN|7ERES|aAART
185	13134 33112	   	167.67	ACR|2VULN|2DMG|1AART|1ASPD	18DMG|2CGEN|3LHND|4RCR|59VULN|6ASPD|7ERES|aAART
186	12643 33611	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2AIRHEA|3ZMB|4BEXP|5CDMG|68VULN|7RCR|9RCVC|aAART
187	11363 14511	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7LHND|8RCR|9ZMB
188	11363 15511	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7LWND|8RCR|9ZMB
189	11363 15513	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2BEXP|3VULN|4MBVNT|5CDMG|6AART|7LWND|8RCR|9ZMB
190	11363 17511	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7FEWX|8RCR|9ZMB
191	12613 33611	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2AIRHEA|3ZMB|4DUST|5CDMG|68VULN|7RCR|9RCVC|aAART
192	12643 33631	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|29AIRHEA|3ZMB|4BEXP|5CDMG|68VULN|7RCR|aAART
193	12613 33631	   	167.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|29AIRHEA|3ZMB|4DUST|5CDMG|68VULN|7RCR|aAART
194	14331 26312	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9FEWX|aDMSP
195	14331 26313	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9FEWX|aMLV
196	14331 26343	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2aRMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9LIT
197	14331 26353	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9MLV|aFEWX
198	45331 26312	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	1RMIN|27DMG|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9FEWX|aDMSP
199	45331 26313	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	1RMIN|27DMG|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9FEWX|aMLV
200	51332 22643	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15RPLT|2CDMG|39VULN|4DUST|6RCR|7DMG|8AART|aDUR
201	14331 26314	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9FEWX|aERES
202	14331 26323	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9ERES|aLIT
203	14331 26324	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9ERES|aLWND
204	14331 26325	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2aRMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9ERES
205	14331 26326	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9ERES|aRPLT
206	14331 26341	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9LIT|aERES
207	14331 26351	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9MLV|aERES
208	45331 26323	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	1RMIN|27DMG|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9ERES|aLIT
209	13134 62112	 * 	166.90	ACR|2VULN|2AART|1DMG|1ZMB	1DMG|2CGEN|3LHND|4RCR|59VULN|6BELT|7ZMB|8aAART
210	12133 36435	 * 	166.85	DCR|2DMG|3CDMG|1AART|1FLTHEA|1DUR	17DMG|2AIRHEA|3FLTHEA|469CDMG|5DUR|8RCR|aAART
211	11613 43311	   	166.83	DCR|3DMG|1AART|1VULN|1CDMG	145DMG|234BEXP|4BPWR|6VULN|7AART|8CDMG|9LWND|aRCR
212	11613 43321	   	166.83	DCR|3DMG|1AART|1VULN|1CDMG	145DMG|234BEXP|4BPWR|6VULN|7AART|8CDMG|9FEWX|aRCR
213	11613 43331	   	166.83	DCR|3DMG|1AART|1VULN|1CDMG	145DMG|234BEXP|4BPWR|6VULN|7AART|8CDMG|9LHND|aRCR
214	14331 26126	   	166.81	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8DUST|9NUKE|aCDMG
215	14331 26334	   	166.81	DCR|2VULN|2DMG|2ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9LEGI|aERES
216	15134 62112	   	166.80	ACR|2VULN|2AART|1DMG|1ZMB	1DMG|2ERES|3LHND|4RCR|59VULN|6BELT|7ZMB|8aAART
217	14331 26311	   	166.77	DCR|2VULN|2DMG|2ASPD|1CDMG|1SELL	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9FEWX|aSELL
218	45331 26311	   	166.77	DCR|2VULN|2DMG|2ASPD|1CDMG|1SELL	1RMIN|27DMG|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9FEWX|aSELL
219	35141 32141	   	166.69	DCR|2AART|1VULN|1DMG|1CDMG|2ASPD	13ERES|2VULN|4DMG|56AART|7RCR|89ASPD|aCDMG
220	14331 26331	   	166.67	DCR|2VULN|2DMG|2ASPD|1CDMG|1SELL	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9LEGI|aSELL
221	45331 26331	   	166.67	DCR|2VULN|2DMG|2ASPD|1CDMG|1SELL	1RMIN|27DMG|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9LEGI|aSELL
222	14331 26116	   	166.51	DCR|2VULN|2DMG|3ASPD|1DUR	17DMG|2RMIN|3BEXP|47VULN|579ASPD|6RCR|7BPWR|8DUST|aDUR
223	14331 26411	   	166.51	DCR|2VULN|2DMG|3ASPD|1DUR	17DMG|2RMIN|3BEXP|47VULN|579ASPD|6RCR|7BPWR|8DUR|aERES
224	14331 26413	   	166.51	DCR|2VULN|2DMG|3ASPD|1DUR	17DMG|2RMIN|3BEXP|47VULN|579ASPD|6RCR|7BPWR|8DUR|aLEGI
225	12126 12132	   	166.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DMG|2AIRHEA|3FLTHEA|4RMIN|5LIT|6RCR|7ASPD|8aVULN|9AART
226	12126 12136	 * 	166.31	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1aDMG|2AIRHEA|3FLTHEA|4RMIN|5LIT|6RCR|7ASPD|8VULN|9AART
227	13531 22142	   	166.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|89ASPD|aDUR
228	25341 22142	   	166.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1CGEN|23VULN|4DMG|5AART|6DMSP|7RCR|89ASPD|aDUR
229	13134 62212	   	166.30	ACR|2VULN|2AART|1DMG|1ZMB	1DMG|2CGEN|3LHND|4RCR|58VULN|6BELT|7ZMB|9aAART
230	13213 46331	   	166.27	DCR|3VULN|2DMG|1ZMB	17DMG|2CGEN|3RPLT|4ZMB|5RMIN|6RCR|89aVULN
231	13213 46332	   	166.27	DCR|3DMG|2VULN|1ZMB	17aDMG|2CGEN|3RPLT|4ZMB|5RMIN|6RCR|89VULN
232	12156 12132	   	166.21	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DMG|2AIRHEA|3FLTHEA|4NUKE|5LIT|6RCR|7ASPD|8aVULN|9AART
233	12156 12136	   	166.21	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1aDMG|2AIRHEA|3FLTHEA|4NUKE|5LIT|6RCR|7ASPD|8VULN|9AART
234	15134 62212	   	166.20	ACR|2VULN|2AART|1DMG|1ZMB	1DMG|2ERES|3LHND|4RCR|58VULN|6BELT|7ZMB|9aAART
235	13546 22213	   	166.17	DCR|3DMG|2VULN|1ZMB	178DMG|2aCGEN|39VULN|4ZMB|5DUST|6RCR
236	13546 22333	   	166.17	DCR|3VULN|2DMG|1ZMB	17DMG|2CGEN|389VULN|4ZMB|5DUST|6RCR|aRCVC
237	11366 24824	   	166.07	DCR|3VULN|2DMG|1ZMB	1aDMG|2BEXP|358VULN|4MBVNT|6RCR|7NUKE|9ZMB
238	13546 22211	   	166.07	DCR|3DMG|2VULN|1ZMB	178DMG|2CGEN|39VULN|4ZMB|5DUST|6RCR|aERES
239	13546 22332	   	166.07	DCR|3VULN|2DMG|1ZMB	17DMG|2CGEN|389VULN|4ZMB|5DUST|6RCR|aERES
240	13431 21353	   	165.82	ACR|3DMG|2VULN|2DUR	169DMG|236aCGEN|4RCR|5DMSP|69BPWR|79DUR|89VULN
241	13431 21354	   	165.82	ACR|3DMG|2VULN|2DUR	169DMG|236CGEN|4RCR|5DMSP|69BPWR|79DUR|89VULN|aLHND
242	13431 21356	   	165.82	ACR|3DMG|2VULN|2DUR	169DMG|236CGEN|4RCR|5DMSP|69BPWR|79DUR|89VULN|aBELT
243	13521 25522	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2CGEN|39VULN|4BEXP|5ASPD|6RCR|7LHND|8CDMG|aAART
244	13521 26522	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2CGEN|39VULN|4BEXP|5ASPD|6RCR|7LWND|8CDMG|aAART
245	51322 24133	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15RPLT|2CDMG|39VULN|4FEWX|6RCR|7DMG|8ASPD|aAART
246	13531 22435	   	165.79	DCR|2VULN|1AART|1DMG|2CDMG	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8BEXP|9aCDMG
247	11134 13242	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DMG|2BEXP|3ERES|4RCR|579VULN|6LIT|8DUR|aAART
248	13431 21351	   	165.72	ACR|3DMG|2VULN|2DUR	169DMG|236CGEN|4RCR|5DMSP|69BPWR|79DUR|89VULN|aDUST
249	13431 21352	   	165.72	ACR|3DMG|2VULN|2DUR	169DMG|236CGEN|4RCR|5DMSP|69BPWR|79DUR|89VULN|aSNIHEL
250	13431 21355	   	165.72	ACR|3DMG|2VULN|2DUR	169DMG|236CGEN|4RCR|5DMSP|69BPWR|79DUR|89VULN|aCANSTR
251	12126 12151	   	165.71	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	19DMG|2AIRHEA|3FLTHEA|4RMIN|5LIT|6RCR|7ASPD|8VULN|aAART
252	51332 22135	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15RPLT|2CDMG|39VULN|4DUST|6RCR|7DMG|8ASPD|aAART
253	13531 22146	   	165.69	DCR|2VULN|1AART|3ASPD|1DMG	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|89aASPD
254	13212 41363	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CGEN|3RPLT|4ZMB|5aVULN|6CDMG|7LHND|8RCR|9AART
255	12156 12151	   	165.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	19DMG|2AIRHEA|3FLTHEA|4NUKE|5LIT|6RCR|7ASPD|8VULN|aAART
256	51335 22135	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2CDMG|39VULN|45DUST|6RCR|7DMG|8ASPD|aAART
257	14331 26423	   	165.49	DCR|2VULN|2DMG|2ASPD|2DUR	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8aDUR|9NUKE
258	11242 13533	   	165.42	DCR|2DMG|2AART|1VULN|1CDMG	18DMG|2BEXP|3FEWX|4CDMG|5VULN|6aAART|7DUST|9RCR
259	11323 13533	   	165.42	DCR|2DMG|2AART|1VULN|1CDMG	18DMG|2BEXP|3VULN|4FEWX|5CDMG|6aAART|7DUST|9RCR
260	11345 13533	   	165.42	DCR|2DMG|2AART|1VULN|1CDMG	18DMG|2BEXP|3VULN|4CDMG|5FEWX|6aAART|7DUST|9RCR
261	11366 23841	   	165.23	DCR|4VULN|1DMG|1CDMG	1DMG|2BEXP|358aVULN|4MBVNT|6RCR|7ERES|9CDMG
262	11135 22135	   	165.14	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	17DMG|27BEXP|3ERES|4RCR|5MLV|67ZMB|7BPWR|8ASPD|9VULN|aAART
263	13561 23163	   	164.90	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	18DMG|2CGEN|3VULN|4aDUR|5ASPD|6RCR|7ERES|9AART
264	51332 22653	   	164.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	15RPLT|2CDMG|3VULN|4DUST|6RCR|7DMG|8aAART|9ZMB
265	12132 43521	   	164.62	DCR|3VULN|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2AIRHEA|3FLTHEA|4CDMG|5BELT|6DUR|78aVULN|9RCR
266	14331 24311	   	164.57	DCR|2DMG|2AART|1VULN|1ASPD|1SELL	1aDMG|2RMIN|3BEXP|4VULN|5ASPD|6RCR|7SELL|89AART
267	45331 24311	   	164.57	DCR|2DMG|2AART|1VULN|1ASPD|1SELL	1RMIN|2aDMG|3BEXP|4VULN|5ASPD|6RCR|7SELL|89AART
268	11366 23814	 * 	164.41	DCR|5VULN|1DMG	1DMG|2BEXP|3589aVULN|4MBVNT|6RCR|7ERES
269	11366 24814	   	164.41	DCR|5VULN|1DMG	1DMG|2BEXP|3589aVULN|4MBVNT|6RCR|7NUKE
270	13561 23113	   	164.39	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	18DMG|2CGEN|39VULN|4DUR|5ASPD|6RCR|7ERES|aZMB
271	13221 15113	   	164.35	DCR|2VULN|2DMG|1AART|1ASPD	16DMG|2CGEN|3RPLT|4LIT|58VULN|7AART|9RCR|aASPD
272	13221 15116	   	164.35	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2CGEN|3RPLT|4LIT|58VULN|7AART|9RCR|aDUR
273	11134 11365	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2BEXP|3ERES|4RCR|58VULN|6LIT|7CDMG|9AART|aDUR
274	11134 62232	   	164.29	ACR|3VULN|2DMG|1ZMB	17DMG|2BEXP|37ERES|4RCR|57aVULN|6RCVC|7BPWR|8BELT|9ZMB
275	15221 15116	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2ERES|3RPLT|4LIT|58VULN|7AART|9RCR|aDUR
276	11363 21784	   	164.21	DCR|3VULN|2DMG|1CDMG	19DMG|2BEXP|39aVULN|4MBVNT|5CDMG|6LIT|79MLV|8RCR|9BPWR
277	13531 22213	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2CGEN|34VULN|5aAART|6DMSP|7RCR|8LIT|9DUR
278	13531 22426	   	164.21	DCR|2VULN|2AART|1DMG|1ASPD	1DMG|2CGEN|34VULN|59AART|6DMSP|7RCR|8BEXP|aASPD
279	13531 32151	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MLV|aLHND
280	13531 32154	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MLV|aBEXP
281	13531 32161	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MGNLIT|aLIT
282	13531 32165	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MGNLIT|aRMIN
283	13531 32214	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2aCGEN|34VULN|56AART|7RCR|8LIT|9DUR
284	13531 32215	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9DUR|aBEXP
285	13531 32231	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9LHND|aASPD
286	13531 32233	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9LHND|aDUR
287	13531 32251	   	164.21	DCR|2VULN|2AART|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9BEXP|aASPD
288	13531 32413	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8BEXP|9FEWX|aDUR
289	13531 32541	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8MLV|9ASPD|aLHND
290	13531 32562	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|89MLV|aDUR
291	13531 32622	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8aLHND|9DUR
292	13531 32623	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LHND|9DUR|aLIT
293	13531 32625	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2aCGEN|34VULN|56AART|7RCR|8LHND|9DUR
294	13531 32626	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LHND|9DUR|aBEXP
295	25341 22213	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|23VULN|4DMG|5aAART|6DMSP|7RCR|8LIT|9DUR
296	25341 32151	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9MLV|aLHND
297	25341 32161	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9MGNLIT|aLIT
298	25341 32214	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1aCGEN|23VULN|4DMG|56AART|7RCR|8LIT|9DUR
299	25341 32215	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8LIT|9DUR|aBEXP
300	25341 32231	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8LIT|9LHND|aASPD
301	25341 32233	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8LIT|9LHND|aDUR
302	25341 32251	   	164.21	DCR|2VULN|2AART|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8LIT|9BEXP|aASPD
303	25341 32413	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8BEXP|9FEWX|aDUR
304	25341 32622	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8aLHND|9DUR
305	25341 32623	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8LHND|9DUR|aLIT
306	12123 35441	   	164.21	DCR|2VULN|2DMG|2FLTHEA|1DUR	1aDMG|2AIRHEA|3aFLTHEA|4RMIN|5LWND|6DUR|7RCR|8aVULN|9RPLT|aBPWR
307	13111 32126	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34LHND|56AART|7RCR|8ASPD|9aVULN
308	23441 32126	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	12CGEN|3LHND|4DMG|56AART|7RCR|8ASPD|9aVULN
309	13146 22325	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	17DMG|2CGEN|3LHND|4ZMB|5DUST|6RCR|8aVULN|9CDMG
310	12132 14336	   	164.15	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ASPD	19DMG|2AIRHEA|3FLTHEA|4CDMG|5BELT|6ASPD|78VULN|aRCR
311	35141 32152	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	13aERES|2aVULN|4DMG|56AART|7RCR|8ASPD|9aMLV|aBPWR
312	13531 32111	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9ERES|aLHND
313	13531 32114	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9ERES|aBEXP
314	13531 32121	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9TLV|aLHND
315	13531 32124	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9TLV|aBEXP
316	13531 32131	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9BASICY|aLIT
317	13531 32135	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9BASICY|aRMIN
318	13531 32155	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MLV|aDUST
319	13531 32164	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MGNLIT|aLSRHEA
320	13531 32212	   	164.11	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9DUR|aDUST
321	13531 32261	   	164.11	DCR|2VULN|2AART|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9DUST|aASPD
322	13531 32266	   	164.11	DCR|2VULN|2AART|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9DUST|aDUR
323	13531 32322	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8RCVC|9TLV|aDUR
324	13531 32326	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8RCVC|9TLV|aASPD
325	13531 32342	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8RCVC|9ERES|aDUR
326	13531 32346	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8RCVC|9ERES|aASPD
327	13531 32532	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8MLV|9CANHEL|aDUR
328	13531 32621	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LHND|9DUR|aERES
329	13531 32633	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LHND|9TLV|aDUR
330	25341 32111	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9ERES|aLHND
