0	Index      	 *	Score 	Summary	Detail	
1	14112 26611	 * 	204.28	ACR|3VULN|2DMG|1AART|1CDMG|1DUR	1FEWX|2RCR|3CDMG|459VULN|6AART|7DUR|8aDMG
170	14532 21211	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3ZMB|4AART|59VULN|6MLV|7CDMG|8ERES|aDMG
171	14532 21411	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3ZMB|4AART|59VULN|6MLV|7CDMG|8TLV|aDMG
172	44162 31321	   	176.17	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1LWND|2RCR|3CDMG|4ASPD|5DUR|6aDMG|7LIT|8VULN|9AART
173	14114 31612	   	176.14	ACR|2AART|2VULN|1DMG|1CDMG	1FEWX|2RCR|3CDMG|49VULN|57AART|6LHND|8DMG|aBEXP
174	14114 31613	   	176.14	ACR|2AART|2VULN|1DMG|1CDMG	1aFEWX|2RCR|3CDMG|49VULN|57AART|6LHND|8DMG
175	32343 11641	   	176.13	DCR|3DMG|2AART|1VULN	1RPLT|29LHND|389DMG|45AART|6RCR|79CGEN|9BPWR|aVULN
176	14513 33162	   	176.13	ACR|3VULN|2DMG|1ZMB|1DUR	19FEWX|2RCR|3ZMB|49DMG|5LSRREG|6DUR|789VULN|9BPWR|aRPLT
177	14114 13632	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1FEWX|2RCR|3CDMG|47VULN|5aAART|6DUST|8DMG|9LWND
178	14114 31211	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1FEWX|2RCR|3CDMG|49VULN|57AART|6LHND|8ERES|aDMG
179	14114 31336	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1FEWX|2RCR|3CDMG|4aVULN|57AART|6LHND|8DUST|9DMG
180	14114 31411	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1FEWX|2RCR|3CDMG|49VULN|57AART|6LHND|8TLV|aDMG
181	14114 61332	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1FEWX|2RCR|3CDMG|46VULN|5aAART|7LHND|8DUST|9DMG
182	14513 33163	   	176.03	ACR|3VULN|2DMG|1ZMB|1DUR	19FEWX|2RCR|3ZMB|49DMG|5LSRREG|6DUR|789VULN|9BPWR|aLEGI
183	22635 13211	   	175.98	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|2TLV|3AART|4RPLT|5ZMB|6RCR|789VULN|aDMG
184	26443 13211	   	175.93	DCR|3VULN|2AART|1DMG	1RMIN|2RPLT|3LWND|45AART|6RCR|789VULN|aDMG
185	32343 13212	   	175.93	DCR|3VULN|2AART|1DMG	1RPLT|2LHND|3DMG|45AART|6RCR|789VULN|aBEXP
186	32343 13213	   	175.93	DCR|3VULN|2AART|1DMG	1RPLT|2LHND|3DMG|45AART|6RCR|789VULN|aFEWX
187	32343 13236	   	175.93	DCR|3VULN|2AART|1DMG	1RPLT|2LHND|3DMG|45AART|6RCR|78aVULN|9LWND
188	32343 13242	   	175.93	DCR|3VULN|2AART|1DMG	1RPLT|2LHND|3DMG|45AART|6RCR|78aVULN|9CGEN
189	32343 13262	   	175.93	DCR|3VULN|2AART|1DMG	1RPLT|2LHND|3DMG|45AART|6RCR|78aVULN|9RMIN
190	32343 13362	   	175.93	DCR|3VULN|2AART|1DMG	1RPLT|2LHND|3DMG|45AART|6RCR|79aVULN|8CGEN
191	32343 13415	   	175.93	DCR|3VULN|2AART|1DMG	18RPLT|2LHND|3DMG|45AART|6RCR|79aVULN
192	32346 11632	   	175.93	DCR|3DMG|2AART|1VULN	1RPLT|2LHND|358DMG|4aAART|6RCR|7CGEN|9VULN
193	46343 13212	   	175.93	DCR|3VULN|2AART|1DMG	1LWND|2RPLT|3DMG|45AART|6RCR|789VULN|aBEXP
194	46343 13213	   	175.93	DCR|3VULN|2AART|1DMG	1LWND|2RPLT|3DMG|45AART|6RCR|789VULN|aFEWX
195	32343 13214	   	175.83	DCR|3VULN|2AART|1DMG	1RPLT|2LHND|3DMG|45AART|6RCR|789VULN|aTLV
196	14114 63223	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|46VULN|5AART|7RPLT|8ZMB|9DMG|aLWND
197	14152 31221	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|4ZMB|5AART|6DMG|7LHND|8aVULN|9LWND
198	14152 34221	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|4ZMB|5AART|6DMG|7BEXP|8aVULN|9LWND
199	14152 63111	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18FEWX|2RCR|3CDMG|4ZMB|5AART|6LHND|79VULN|aDMG
200	14114 63222	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|46VULN|5AART|7RPLT|8ZMB|9DMG|aERES
201	14152 31236	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|4ZMB|5AART|6DMG|7LHND|8aVULN|9NUKE
202	14152 31241	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|4ZMB|5AART|6DMG|7LHND|8aVULN|9LEGI
203	54112 21132	   	175.44	ACR|2VULN|2AART|1DMG|1CDMG	1DUST|2RCR|3CDMG|45VULN|6aAART|7LHND|8FEWX|9DMG
204	14112 21332	   	175.44	ACR|2VULN|2AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|45VULN|6aAART|7LHND|8DUST|9DMG
205	61532 32433	   	175.42	DCR|4VULN|3DMG	14ERES|256DMG|3567VULN|56BPWR|8DMSP|9BEXP|aRCR
206	21226 33215	 * 	175.25	DCR|3VULN|2AART|1CDMG|1DUR	1RMIN|25AART|3FEWX|49aVULN|6CDMG|7RCR|8DUR
207	21526 33215	   	175.25	DCR|3VULN|2AART|1CDMG|1DUR	1RMIN|25AART|3BEXP|49aVULN|6CDMG|7RCR|8DUR
208	44112 32224	   	175.19	ACR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2RCR|3CDMG|4578VULN|6ASPD|9MLV|aDMG
209	44112 33252	   	175.19	ACR|4VULN|1DMG|1CDMG|1ASPD	17LWND|2RCR|3CDMG|4589VULN|6ASPD|aDMG
210	21332 62661	   	175.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	15RMIN|2AART|3aDMG|4ASPD|6VULN|7RCR|8DUR|9CDMG
211	21326 36531	 * 	175.15	ACR|3DMG|1AART|3ASPD|1CDMG	1RMIN|2AART|378DMG|478CGEN|5RCR|678ASPD|78BPWR|9CDMG|aLIT
212	21326 36532	   	175.15	ACR|3DMG|1AART|3ASPD|1CDMG	1RMIN|2AART|378DMG|478CGEN|5RCR|678ASPD|78BPWR|9CDMG|aDMSP
213	21326 36533	   	175.15	ACR|3DMG|1AART|3ASPD|1CDMG	1RMIN|2AART|378DMG|478CGEN|5RCR|678ASPD|78BPWR|9CDMG|aFEWX
214	44111 23611	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1LWND|2RCR|3CDMG|49VULN|5CGEN|67DUR|8AART|aDMG
215	14112 21633	   	175.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7LHND|8DMG|9LWND|aZMB
216	14112 23223	   	175.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aLWND
217	14112 23226	   	175.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aRMIN
218	14112 23245	   	175.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9CGEN|aDMG
219	14112 23265	   	175.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9MLV|aDMG
220	14112 23626	   	175.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8MLV|9DMG|aZMB
221	14151 21236	   	175.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|4ZMB|5RMIN|6AART|7LHND|8aVULN|9DMG
222	44112 32234	   	175.09	ACR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2RCR|3CDMG|4578VULN|6ASPD|9ERES|aDMG
223	21326 36214	   	175.05	ACR|3DMG|1AART|1VULN|2ASPD	1RMIN|2AART|378DMG|47CGEN|5RCR|67ASPD|7BPWR|9LHND|aVULN
224	21326 36232	   	175.05	ACR|3DMG|1AART|1VULN|2ASPD	1RMIN|2AART|378DMG|47CGEN|5RCR|67ASPD|7BPWR|9VULN|aFEWX
225	21326 36233	   	175.05	ACR|3DMG|1AART|1VULN|2ASPD	1RMIN|2AART|378DMG|47CGEN|5RCR|67ASPD|7BPWR|9VULN|aLHND
226	21326 36235	   	175.05	ACR|3DMG|1AART|1VULN|2ASPD	1RMIN|2AART|378DMG|47CGEN|5RCR|67ASPD|7BPWR|9VULN|aBEXP
227	21326 36236	   	175.05	ACR|3DMG|1AART|1VULN|2ASPD	1RMIN|2AART|378DMG|47CGEN|5RCR|67ASPD|7BPWR|9VULN|aRPLT
228	54112 21633	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2RCR|3CDMG|45VULN|6AART|7LHND|8DMG|9LWND|aZMB
229	54112 23223	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aLWND
230	54112 23226	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aRMIN
231	14112 23222	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aERES
232	14112 23225	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aNUKE
233	14112 23235	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9NUKE|aDMG
234	14112 23326	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8TLV|9DMG|aZMB
235	14112 23561	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8LEGI|9DMG|aZMB
236	14112 32123	   	174.98	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1FEWX|2RCR|3CDMG|457VULN|6ZMB|8DUR|9SELL|aAART
237	54112 23222	   	174.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aERES
238	54112 23225	   	174.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aNUKE
239	54112 23235	   	174.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9NUKE|aDMG
240	54112 23326	   	174.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2RCR|3CDMG|45VULN|6AART|7RPLT|8TLV|9DMG|aZMB
241	44112 32163	   	174.89	ACR|5VULN|1CDMG|1DUR|1ASPD	1LWND|2RCR|3CDMG|4579aVULN|6ASPD|8DUR
242	54112 32123	   	174.88	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1DUST|2RCR|3CDMG|457VULN|6ZMB|8DUR|9SELL|aAART
243	14236 34212	   	174.62	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3ASPD|45AART|6ZMB|7aVULN|8CDMG|9BEXP
244	14236 63212	   	174.62	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3ASPD|45AART|6aVULN|7ZMB|8CDMG|9BEXP
245	14112 23255	 * 	174.54	ACR|3VULN|1AART|2ZMB|1CDMG	1FEWX|2RCR|3CDMG|459VULN|6AART|7RPLT|8aZMB
246	21436 31341	 * 	174.48	ACR|2VULN|1AART|3CDMG|2ASPD|1DUR	1RMIN|2AART|349CDMG|5RCR|69ASPD|7RCVC|89VULN|9BPWR|aDUR
247	21522 12236	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	1RMIN|2AART|3aBEXP|4aVULN|5RCR|6FEWX|7RPLT|8ZMB|9aDMG|aBPWR
248	21522 22236	   	174.44	ACR|2VULN|2DMG|1AART|1ZMB	1RMIN|2AART|3aBEXP|4aVULN|5RCR|6LHND|7RPLT|8ZMB|9aDMG|aBPWR
249	14532 23226	 * 	174.43	ACR|3AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3ZMB|479AART|5VULN|6MLV|8CDMG|aDMG
250	14114 23315	   	174.39	ACR|4VULN|1AART|1CDMG	1FEWX|2RCR|3CDMG|479aVULN|5AART|6RMIN|8LWND
251	14232 34411	 * 	174.30	ACR|3AART|2VULN|1DMG|1ASPD	1FEWX|2RCR|3ASPD|49aAART|57VULN|6LIT|8DMG
252	14114 53212	   	174.29	ACR|4VULN|1AART|1CDMG	1FEWX|2RCR|3CDMG|478aVULN|5AART|6MBVNT|9BEXP
253	32343 13661	   	174.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2LHND|3DMG|45AART|6RCR|7VULN|8DUR|9CDMG|aZMB
