0	Index      	 *	Score 	Summary	Detail	
1	43322 15413	 * 	206.58	DCR|4VULN|1AART|3CDMG|1DMG	1AART|237aVULN|47CGEN|578CDMG|6RCR|7BPWR|9DMG
163	43322 41136	   	179.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|23aVULN|4CGEN|5CDMG|6DUR|7LHND|8DMG|9RCR
164	43322 42136	   	179.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|23aVULN|4CGEN|5CDMG|6DUR|7FEWX|8DMG|9RCR
165	45121 11323	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|48LHND|5RMIN|6aVULN|79DMG
166	45141 11123	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|4FEWX|5RMIN|6aVULN|79DMG|8DMSP
167	45141 11323	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|4FEWX|58RMIN|6aVULN|79DMG
168	63134 43311	   	179.62	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	18FEWX|2ASPD|3RCR|4AART|58DMG|6RPLT|78DUR|8BPWR|9VULN|aZMB
169	22131 52113	   	179.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17BEXP|2LWND|37VULN|4RCR|57DMG|6RMIN|7BPWR|8DUR|9AART|aZMB
170	62131 52113	   	179.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17FEWX|2LWND|37VULN|4RCR|57DMG|6RMIN|7BPWR|8DUR|9AART|aZMB
171	45111 11123	   	179.54	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|4DUST|5RMIN|6aVULN|79DMG|8DMSP
172	45111 11323	   	179.54	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|4DUST|58RMIN|6aVULN|79DMG
173	45124 11331	   	179.54	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|4LHND|57DMG|68VULN|9CGEN|aERES
174	45124 12223	   	179.54	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|47LHND|59DMG|6aVULN|8TLV
175	24131 52113	   	179.47	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17BEXP|2LEGI|37VULN|4RCR|57DMG|6RMIN|7BPWR|8DUR|9AART|aZMB
176	64131 52113	   	179.47	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17FEWX|2LEGI|37VULN|4RCR|57DMG|6RMIN|7BPWR|8DUR|9AART|aZMB
177	32151 25212	 * 	179.46	DCR|2VULN|2DMG|1AART|3DUR	146DUR|2LWND|39VULN|5AART|7RCR|8aDMG
178	45111 11621	   	179.44	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|4DUST|5RMIN|68VULN|79DMG|aERES
179	45111 41424	   	179.44	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|4DUST|5RMIN|6MBVNT|79DMG|8aVULN
180	45114 11331	   	179.44	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3RCR|4DUST|57DMG|68VULN|9CGEN|aERES
181	33134 11134	   	179.42	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1aDUR|2ASPD|3RCR|4AART|57DMG|6VULN|8ZMB|9LHND
182	34151 25212	   	179.36	DCR|2VULN|2DMG|1AART|3DUR	146DUR|2LEGI|39VULN|5AART|7RCR|8aDMG
183	43322 15241	   	179.36	DCR|3VULN|1AART|3CDMG|1ASPD	1AART|237VULN|47CGEN|579CDMG|6RCR|7BPWR|8FEWX|aASPD
184	43322 15341	   	179.36	DCR|3VULN|1AART|3CDMG|1ASPD	1AART|237VULN|47CGEN|579CDMG|6RCR|7BPWR|8LHND|aASPD
185	43322 15421	   	179.36	DCR|3VULN|1AART|3CDMG|1ASPD	1AART|237VULN|47CGEN|578CDMG|6RCR|7BPWR|9FEWX|aASPD
186	16231 53114	   	179.33	ACR|3VULN|2DMG|2DUR|1ASPD|2RCVC	15RCVC|27DMG|37DUR|4RCR|678VULN|7BPWR|9BEXP|aASPD
187	16231 53134	   	179.33	ACR|3VULN|2DMG|2DUR|1ASPD|2RCVC	15RCVC|27DMG|37DUR|4RCR|678VULN|7BPWR|9FEWX|aASPD
188	16231 53151	   	179.33	ACR|3VULN|2DMG|2DUR|1ASPD|2RCVC	15RCVC|27DMG|37DUR|4RCR|678VULN|7BPWR|9ASPD|aLHND
189	16231 53153	   	179.33	ACR|3VULN|2DMG|2DUR|1ASPD|2RCVC	15RCVC|27DMG|37DUR|4RCR|678VULN|7BPWR|9ASPD|aBELT
190	33134 15222	   	179.30	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB|1ASPD	19aDUR|2ASPD|3RCR|4AART|5DMG|6VULN|7CDMG|8ZMB
191	16335 52123	   	179.28	ACR|2AART|2VULN|2DMG	1RCVC|29DMG|3FEWX|4RCR|58AART|6aVULN|7LHND
192	33134 11144	   	179.28	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|57DMG|6VULN|89ZMB|aRCVC
193	43322 15431	   	179.26	DCR|3VULN|1AART|3CDMG|1ASPD	1AART|237VULN|47CGEN|578CDMG|6RCR|7BPWR|9DUST|aASPD
194	16231 53152	   	179.23	ACR|3VULN|2DMG|2DUR|1ASPD|2RCVC	15RCVC|27DMG|37DUR|4RCR|678VULN|7BPWR|9ASPD|aDUST
195	43336 31323	   	178.97	DCR|3VULN|2DMG|1AART	1AART|23aVULN|4BEXP|5DUST|6FEWX|79DMG|8RCR
196	43344 31323	   	178.97	DCR|3VULN|2DMG|1AART	1AART|23aVULN|4DUST|5BEXP|6FEWX|79DMG|8RCR
197	32613 31233	   	178.96	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2LWND|3AART|4CGEN|5ASPD|6RCR|7DMG|89aVULN
198	33132 45316	 * 	178.94	ACR|2DMG|1AART|2CDMG|3DUR|2ASPD	189DUR|28ASPD|3RCR|4AART|5BEXP|6aDMG|78CDMG|8BPWR
199	32623 31233	   	178.86	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2LWND|3AART|4ERES|5ASPD|6RCR|7DMG|89aVULN
200	34613 31233	   	178.86	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2LEGI|3AART|4CGEN|5ASPD|6RCR|7DMG|89aVULN
201	33134 21316	   	178.84	ACR|2DMG|1AART|2CDMG|3DUR|2ASPD	19aDUR|2aASPD|3RCR|4AART|57DMG|6DUST|8aCDMG|aBPWR
202	33134 25316	   	178.84	ACR|2DMG|1AART|2CDMG|3DUR|2ASPD	189DUR|28ASPD|3RCR|4AART|5aDMG|6DUST|78CDMG|8BPWR
203	33136 41316	   	178.84	ACR|2DMG|1AART|2CDMG|3DUR|2ASPD	19aDUR|2aASPD|3RCR|4AART|5DUST|67DMG|8aCDMG|aBPWR
204	33133 24116	   	178.84	ACR|2DMG|1AART|3ASPD|3DUR|1CDMG	19aDUR|25aASPD|3RCR|4AART|6DUST|7CDMG|8aDMG|aBPWR
205	33131 11633	   	178.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5RMIN|68aVULN|7DMG|9LHND
206	33131 11653	   	178.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5RMIN|68aVULN|7DMG|9BEXP
207	33134 12133	   	178.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|69aVULN|7LHND|8CGEN
208	33134 14143	   	178.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|69aVULN|7FEWX|8CGEN
209	33134 16133	   	178.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|69aVULN|7LWND|8CGEN
210	33134 32533	   	178.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|6RMIN|7LHND|89aVULN
211	34623 31233	   	178.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2LEGI|3AART|4ERES|5ASPD|6RCR|7DMG|89aVULN
212	33131 11625	   	178.68	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5RMIN|68aVULN|7DMG|9NUKE
213	33131 11665	   	178.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5RMIN|68aVULN|7DMG|9TLV
214	33134 11211	   	178.68	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|579DMG|6VULN|8DUST|aLHND
215	33134 11212	   	178.68	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|579DMG|6VULN|8DUST|aFEWX
216	33134 11213	   	178.68	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|579DMG|6VULN|8DUST|aLWND
217	33134 11216	   	178.68	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|579DMG|6VULN|8DUST|aBEXP
218	33134 12633	   	178.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DMG|69aVULN|7LHND|8TLV
219	33134 16633	   	178.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DMG|69aVULN|7LWND|8TLV
220	33134 62233	   	178.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DMG|6ERES|7LHND|89aVULN
221	23134 11215	   	178.68	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|579DMG|6VULN|8DUST|aDUR
222	63134 11215	   	178.68	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	1FEWX|2ASPD|3RCR|4AART|579DMG|6VULN|8DUST|aDUR
223	43322 15252	   	178.61	DCR|3VULN|1AART|2CDMG|2DUR	1AART|237VULN|47CGEN|57CDMG|6RCR|7BPWR|8FEWX|9aDUR
224	33134 11214	   	178.58	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|579DMG|6VULN|8DUST|aERES
225	33133 54113	   	178.40	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1DUR|25ASPD|3RCR|4AART|6VULN|7CDMG|8DMG|9RCVC|aZMB
226	33114 33116	   	178.25	ACR|2VULN|1AART|1DMG|3DUR|2ASPD	189DUR|29ASPD|3RCR|4LWND|5RCVC|6DMG|79VULN|9BPWR|aAART
227	33154 33116	   	178.25	ACR|2VULN|1AART|1DMG|3DUR|2ASPD	189DUR|29ASPD|3RCR|4LHND|5RCVC|6DMG|79VULN|9BPWR|aAART
228	43322 11152	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|23VULN|4CGEN|5CDMG|6RCR|7LHND|8DMG|9ASPD|aDUR
229	43322 12141	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|23VULN|4CGEN|5CDMG|6RCR|7FEWX|8DMG|9DUR|aASPD
230	31115 51152	 * 	178.15	ACR|3VULN|1AART|1DMG|3DUR	178DUR|27CGEN|3RCR|4LWND|5DMG|67aVULN|7BPWR|9AART
231	45124 11123	   	178.13	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|28ZMB|3RCR|4LHND|57DMG|6VULN|9aDUR
232	23162 51216	   	178.08	ACR|2VULN|2DMG|1AART|2ASPD	17BEXP|27ASPD|3RCR|4ERES|5LHND|67VULN|7BPWR|8AART|9aDMG
233	33134 11131	   	177.98	ACR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|57DMG|6VULN|8aZMB|9LHND
234	33134 11143	   	177.98	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|57DMG|6VULN|89ZMB|aRPLT
235	23134 11142	   	177.98	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|57DMG|6VULN|89ZMB|aDUR
236	63134 11142	   	177.98	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	1FEWX|2ASPD|3RCR|4AART|57DMG|6VULN|89ZMB|aDUR
237	22131 52211	   	177.89	ACR|3DMG|2VULN|1AART	17BEXP|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aLHND
238	22131 52212	   	177.89	ACR|3DMG|2VULN|1AART	17BEXP|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aFEWX
239	22131 52213	   	177.89	ACR|3DMG|2VULN|1AART	17BEXP|2aLWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART
240	22131 52216	   	177.89	ACR|3DMG|2VULN|1AART	17BEXP|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aCGEN
241	22131 52225	   	177.89	ACR|3VULN|2DMG|1AART	17BEXP|2LWND|37aVULN|4RCR|57DMG|69RMIN|7BPWR|8AART
242	22131 52245	   	177.89	ACR|3VULN|2DMG|1AART	17BEXP|29LWND|37aVULN|4RCR|57DMG|6RMIN|7BPWR|8AART
243	22131 52253	   	177.89	ACR|3VULN|2DMG|1AART	17BEXP|2LWND|37aVULN|4RCR|57DMG|6RMIN|7BPWR|8AART|9CGEN
244	22131 52263	   	177.89	ACR|3VULN|2DMG|1AART	17BEXP|2LWND|37aVULN|4RCR|57DMG|6RMIN|7BPWR|8AART|9MLV
245	62131 52211	   	177.89	ACR|3DMG|2VULN|1AART	17FEWX|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aLHND
246	62131 52212	   	177.89	ACR|3DMG|2VULN|1AART	17aFEWX|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART
247	62131 52216	   	177.89	ACR|3DMG|2VULN|1AART	17FEWX|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aCGEN
248	62131 52225	   	177.89	ACR|3VULN|2DMG|1AART	17FEWX|2LWND|37aVULN|4RCR|57DMG|69RMIN|7BPWR|8AART
249	62131 52253	   	177.89	ACR|3VULN|2DMG|1AART	17FEWX|2LWND|37aVULN|4RCR|57DMG|6RMIN|7BPWR|8AART|9CGEN
250	62131 52263	   	177.89	ACR|3VULN|2DMG|1AART	17FEWX|2LWND|37aVULN|4RCR|57DMG|6RMIN|7BPWR|8AART|9MLV
251	33134 11141	   	177.88	ACR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|57DMG|6VULN|89ZMB|aERES
252	53134 11142	   	177.88	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|57DMG|6VULN|89ZMB|aDUR
253	33234 11164	   	177.85	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3DUST|4aAART|57DMG|6VULN|8ZMB|9RCR
254	24131 52211	   	177.79	ACR|3DMG|2VULN|1AART	17BEXP|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aLHND
255	24131 52212	   	177.79	ACR|3DMG|2VULN|1AART	17BEXP|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aFEWX
256	24131 52213	   	177.79	ACR|3DMG|2VULN|1AART	17BEXP|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aLWND
257	24131 52216	   	177.79	ACR|3DMG|2VULN|1AART	17BEXP|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aCGEN
258	24131 52225	   	177.79	ACR|3VULN|2DMG|1AART	17BEXP|2LEGI|37aVULN|4RCR|57DMG|69RMIN|7BPWR|8AART
259	64131 52211	   	177.79	ACR|3DMG|2VULN|1AART	17FEWX|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aLHND
260	64131 52212	   	177.79	ACR|3DMG|2VULN|1AART	17aFEWX|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART
261	22131 52214	   	177.79	ACR|3DMG|2VULN|1AART	17BEXP|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aERES
262	62131 52214	   	177.79	ACR|3DMG|2VULN|1AART	17FEWX|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aERES
263	45121 13325	   	177.70	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2ZMB|3RCR|4LHND|5RMIN|67aVULN|8CGEN|9DMG
264	45122 41311	   	177.70	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4aLHND|5BEXP|679DMG|8VULN
265	45122 41312	   	177.70	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4LHND|5BEXP|679DMG|8VULN|aRMIN
266	45124 12333	   	177.70	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2ZMB|3RCR|47LHND|5DMG|68aVULN|9CGEN
267	24131 52214	   	177.69	ACR|3DMG|2VULN|1AART	17BEXP|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aERES
268	24131 52253	   	177.69	ACR|3VULN|2DMG|1AART	17BEXP|2LEGI|37aVULN|4RCR|57DMG|6RMIN|7BPWR|8AART|9ERES
269	52131 52211	   	177.69	ACR|3DMG|2VULN|1AART	17DUST|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aLHND
270	52131 52212	   	177.69	ACR|3DMG|2VULN|1AART	17DUST|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aFEWX
271	52131 52213	   	177.69	ACR|3DMG|2VULN|1AART	17DUST|2aLWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART
272	52131 52216	   	177.69	ACR|3DMG|2VULN|1AART	17DUST|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aCGEN
273	52131 52253	   	177.69	ACR|3VULN|2DMG|1AART	17DUST|2LWND|37aVULN|4RCR|57DMG|6RMIN|7BPWR|8AART|9CGEN
274	52131 52263	   	177.69	ACR|3VULN|2DMG|1AART	17DUST|2LWND|37aVULN|4RCR|57DMG|6RMIN|7BPWR|8AART|9MLV
275	22132 52623	   	177.69	ACR|3VULN|2DMG|1AART	15BEXP|2LWND|36aVULN|4RCR|79DMG|8AART
276	22136 52623	   	177.69	ACR|3VULN|2DMG|1AART	1BEXP|2LWND|36aVULN|4RCR|5DMSP|79DMG|8AART
277	33661 31233	   	177.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ASPD|3ERES|4LWND|5AART|6RCR|7DMG|89aVULN
278	16332 34315	   	177.64	ACR|2VULN|2DMG|1AART|1ZMB	1RCVC|29DMG|3FEWX|4RCR|5LWND|6ZMB|7AART|8aVULN
279	33132 45326	   	177.60	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD|2DUR	18DUR|28ASPD|3RCR|4AART|5BEXP|6DMG|78CDMG|8BPWR|9LWND|aVULN
280	45112 41311	   	177.60	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4DUST|5BEXP|679DMG|8VULN|aLHND
281	45112 41312	   	177.60	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4DUST|5BEXP|679DMG|8VULN|aFEWX
282	45112 41313	   	177.60	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4DUST|5BEXP|679DMG|8VULN|aLWND
283	45124 11222	   	177.60	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4LHND|579DMG|6VULN|8TLV|aCGEN
284	45124 11223	   	177.60	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4LHND|579DMG|6VULN|8TLV|aFEWX
285	45124 21311	   	177.60	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4aLHND|579DMG|6DUST|8VULN
286	45124 21312	   	177.60	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4LHND|579DMG|6DUST|8VULN|aRMIN
287	24132 52623	   	177.59	ACR|3VULN|2DMG|1AART	15BEXP|2LEGI|36aVULN|4RCR|79DMG|8AART
288	52131 52214	   	177.59	ACR|3DMG|2VULN|1AART	17DUST|2LWND|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aERES
289	54131 52211	   	177.59	ACR|3DMG|2VULN|1AART	17DUST|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aLHND
290	54131 52212	   	177.59	ACR|3DMG|2VULN|1AART	17DUST|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aFEWX
291	54131 52213	   	177.59	ACR|3DMG|2VULN|1AART	17DUST|2LEGI|37VULN|4RCR|579DMG|6RMIN|7BPWR|8AART|aLWND
292	32151 25242	 * 	177.53	DCR|3DMG|1AART|1VULN|3DUR	146DUR|2LWND|3VULN|5AART|7RCR|89aDMG
293	33134 25326	   	177.50	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD|2DUR	18DUR|28ASPD|3RCR|4AART|5DMG|6DUST|78CDMG|8BPWR|9LWND|aVULN
294	45114 11222	   	177.50	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4DUST|579DMG|6VULN|8TLV|aCGEN
295	45114 11223	   	177.50	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4DUST|579DMG|6VULN|8TLV|aFEWX
296	45124 11221	   	177.50	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4LHND|579DMG|6VULN|8TLV|aERES
297	33134 43326	   	177.43	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	18DUR|28ASPD|3RCR|4AART|58DMG|6RPLT|7RCVC|8BPWR|9LWND|aVULN
298	45114 11221	   	177.40	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2ZMB|3RCR|4DUST|579DMG|6VULN|8TLV|aERES
299	43322 15163	   	177.38	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|237VULN|479CGEN|57CDMG|6RCR|7BPWR|8LIT|aZMB
300	43322 15363	   	177.38	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|237VULN|47CGEN|57CDMG|6RCR|7BPWR|89LHND|aZMB
301	45121 11143	   	177.35	ACR|2AART|2VULN|1DMG|2ZMB	18AART|29ZMB|3RCR|4LHND|5RMIN|6aVULN|7DMG
302	43422 11116	   	177.33	DCR|2AART|2DMG|1VULN|1CDMG	13AART|2VULN|4CGEN|5CDMG|6RCR|7LHND|8aDMG|9RCVC
303	43422 12116	   	177.33	DCR|2AART|2DMG|1VULN|1CDMG	13AART|2VULN|4CGEN|5CDMG|6RCR|7FEWX|8aDMG|9RCVC
304	43322 15222	   	177.28	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|237VULN|47CGEN|57CDMG|6RCR|7BPWR|8FEWX|9BASHEA|aZMB
305	43322 15232	   	177.28	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|237VULN|47CGEN|57CDMG|6RCR|7BPWR|8FEWX|9AIRHEA|aZMB
306	43322 15322	   	177.28	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|237VULN|47CGEN|57CDMG|6RCR|7BPWR|8LHND|9BASHEA|aZMB
307	43322 15332	   	177.28	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|237VULN|47CGEN|57CDMG|6RCR|7BPWR|8LHND|9AIRHEA|aZMB
308	16231 53523	   	177.26	ACR|3VULN|2DMG|3DUR|3RCVC	15aRCVC|27DMG|378DUR|4RCR|679VULN|7BPWR
309	33133 51526	   	177.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19DUR|25ASPD|3RCR|4AART|68VULN|7RCVC|aDMG
310	45123 11632	   	177.23	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2ZMB|3RCR|4LHND|5ASPD|69VULN|7DMG|8DUR|aRCVC
311	43322 11543	   	177.18	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|238VULN|4CGEN|59CDMG|6RCR|7LHND|aZMB
312	43322 15623	   	177.18	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|237VULN|47CGEN|57CDMG|6RCR|7BPWR|8TLV|9ERES|aZMB
313	33134 15262	   	177.09	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1aDUR|2ASPD|3RCR|4AART|5DMG|6VULN|7CDMG|8ZMB|9RCVC
314	33135 54113	   	177.09	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	15DUR|2ASPD|3RCR|4AART|6VULN|7CDMG|8DMG|9RCVC|aZMB
315	43313 42411	   	176.87	DCR|3VULN|2DMG|1AART	1AART|23aVULN|4aLWND|5MGNSTR|6RMIN|7LIT|8aDMG|9RCR|aBPWR
316	43333 42411	   	176.87	DCR|3VULN|2DMG|1AART	1AART|23aVULN|4aBEXP|5MGNSTR|6RMIN|7LIT|8aDMG|9RCR|aBPWR
317	45222 33523	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3LHND|45CGEN|69DMG|7RCR|8aVULN
318	63133 54132	   	176.80	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1FEWX|25ASPD|3RCR|4AART|6VULN|7CDMG|8DMG|9ZMB|aDUR
319	33134 15221	   	176.79	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	19DUR|2ASPD|3RCR|4AART|5DMG|6VULN|7CDMG|8ZMB|aRCVC
320	41522 63122	   	176.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DUST|3MGNSTR|47VULN|5ZMB|6RCR|8DMG|9RCVC|aCDMG
321	23134 12513	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5DMG|6aVULN|7LHND|8DUR|9CDMG
322	23134 12542	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5DMG|69VULN|7LHND|8DUR|aCDMG
323	23134 16513	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2ASPD|3RCR|4AART|5DMG|6aVULN|7LWND|8DUR|9CDMG
324	33134 12226	   	176.77	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5aDMG|6VULN|7LHND|8RPLT|9CDMG
325	33134 12413	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|69VULN|7LHND|8CDMG|aFEWX
326	33134 12415	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|69VULN|7LHND|8CDMG|aRMIN
327	33134 14413	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|69VULN|7aFEWX|8CDMG
328	33134 15313	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8LWND|aFEWX
