0	Index      	 *	Score 	Summary	Detail	
1	13325 46112	 * 	192.35	ACR|2DMG|1AART|1VULN|2CDMG|2DUR|1ZMB	1aCDMG|2ZMB|3RCVC|4RCR|5aDMG|6AART|7TLV|8VULN|9aDUR|aBPWR
159	11732 26312	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|39VULN|4LHND|5ZMB|6AART|7DMG|8RCR|aRPLT
160	11732 26313	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|39VULN|4LHND|5ZMB|6AART|7DMG|8RCR|aBEXP
161	11732 26317	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|39VULN|4LHND|5ZMB|6AART|7DMG|8RCR|aCGEN
162	11732 26324	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2MBVNT|3VULN|4LHND|5ZMB|6AART|7aDMG|8RCR|9BEXP
163	11732 26382	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2MBVNT|3VULN|4LHND|5ZMB|6AART|7aDMG|8RCR|9RPLT
164	14222 21524	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|268VULN|3MLV|4RCR|5DMG|7RPLT|9ZMB|aDUR
165	11488 26314	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|3ZMB|4LWND|59VULN|6AART|7DMG|8RCR|aDUST
166	11732 26314	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|39VULN|4LHND|5ZMB|6AART|7DMG|8RCR|aDUST
167	11732 26315	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|39VULN|4LHND|5ZMB|6AART|7DMG|8RCR|aERES
168	11732 26337	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|3aVULN|4LHND|5ZMB|6AART|7DMG|8RCR|9ERES
169	12425 11111	   	167.22	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8DUR|9ASPD|aFEWX
170	12425 11112	   	167.22	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8DUR|9ASPD|aMGNSTR
171	12425 11113	   	167.22	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8DUR|9ASPD|aLHND
172	12425 11115	   	167.22	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8DUR|9ASPD|aRMIN
173	12425 11116	   	167.22	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8DUR|9ASPD|aLIT
174	12425 11161	   	167.22	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8DUR|9LIT|aASPD
175	12125 61622	   	167.20	ACR|3DMG|1AART|1CDMG|1ASPD	1CDMG|26RCVC|3ASPD|4RCR|58aDMG|7AART|9TLV
176	14226 26413	   	167.11	ACR|2DMG|1AART|1VULN|2CDMG	1aCDMG|2VULN|3MLV|4RCR|5MBVNT|6AART|78DMG|9RCVC
177	14522 31362	   	166.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RMIN|4RCR|5DMG|6RCVC|7RPLT|8DUR|9AART
178	14222 21113	   	166.93	ACR|3VULN|2DMG|1CDMG	1CDMG|26aVULN|3MLV|4RCR|59DMG|7RPLT|8CGEN
179	14222 21613	   	166.93	ACR|3VULN|2DMG|1CDMG	1CDMG|26aVULN|3MLV|4RCR|59DMG|7RPLT|8RMIN
180	14222 62413	   	166.93	ACR|3VULN|2DMG|1CDMG	1CDMG|28aVULN|3MLV|4RCR|59DMG|6RMIN|7RPLT
181	14522 21113	   	166.93	ACR|3VULN|2DMG|1CDMG	1CDMG|26aVULN|3RMIN|4RCR|59DMG|7RPLT|8CGEN
182	13325 44122	   	166.91	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1CDMG|2aZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8LIT|9ASPD
183	13631 23331	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3ERES|469VULN|5BEXP|7RCR|8DUR|aDMG
184	13634 23331	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3ERES|469VULN|5FEWX|7RCR|8DUR|aDMG
185	14222 13321	   	166.64	ACR|2VULN|2DMG|2CDMG|1DUR	17CDMG|27VULN|3MLV|4RCR|5aDMG|67LWND|7BPWR|8RCVC|9DUR
186	14222 13623	   	166.62	ACR|3VULN|1DMG|2CDMG|1ZMB|1SELL	17CDMG|27aVULN|3MLV|4RCR|5DMG|67LWND|7BPWR|8SELL|9ZMB
187	15142 23311	   	166.61	ACR|2VULN|1AART|1DMG|2CDMG	1aCDMG|2ERES|3RCR|4DUST|5DMG|69VULN|7BEXP|8AART
188	14126 13336	   	166.51	DCR|3VULN|2DMG|1CDMG	1CDMG|28aVULN|3LHND|4LWND|5aDMG|6BEXP|7RCR|9aTLV|aBPWR
189	14222 53321	   	166.44	ACR|2VULN|2DMG|2CDMG|1DUR	17CDMG|27VULN|3MLV|4RCR|5aDMG|67DUST|7BPWR|8RCVC|9DUR
190	14222 53623	   	166.42	ACR|3VULN|1DMG|2CDMG|1ZMB|1SELL	17CDMG|27aVULN|3MLV|4RCR|5DMG|67DUST|7BPWR|8SELL|9ZMB
191	21333 42165	 * 	166.33	DCR|2DMG|1AART|1VULN|2ZMB|2ASPD	17AIRHEA|27ZMB|3VULN|45ASPD|67DMG|7BPWR|8NUKE|9RCR|aAART
192	14225 25122	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3MLV|4RCR|5DUR|6AART|7DMG|8LIT|9RMIN
193	14225 25131	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3MLV|4RCR|5DUR|6AART|7DMG|8aLIT
194	14225 25133	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3MLV|4RCR|5DUR|6AART|7DMG|8LIT|aBEXP
195	14225 25313	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3MLV|4RCR|5DUR|6AART|7DMG|8aLHND
196	14225 23622	 * 	166.23	ACR|2VULN|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2aVULN|37MLV|4RCR|5DUR|6AART|8RMIN|9aASPD|aBPWR
197	14225 25312	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3MLV|4RCR|5DUR|6AART|7DMG|8LHND|aMBVNT
198	14226 26212	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3MLV|4RCR|5MBVNT|6AART|7DMG|8DUR|aRPLT
199	14226 26213	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3MLV|4RCR|5MBVNT|6AART|7DMG|8DUR|aBEXP
200	15112 22166	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2ERES|3RCR|4FEWX|5DMG|69VULN|7RPLT|8DUR|aAART
201	14226 26422	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|3MLV|4RCR|5MBVNT|6AART|78DMG|9ASPD|aBELT
202	13315 36121	   	166.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2ZMB|3RCVC|4VULN|58DMG|6DMSP|7LIT|9RCR|aAART
203	13315 36221	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3RCVC|48VULN|5DMG|6DMSP|7LIT|9RCR|aAART
204	14226 26214	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3MLV|4RCR|5MBVNT|6AART|7DMG|8DUR|aDUST
205	14226 26424	   	166.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|3MLV|4RCR|5MBVNT|6AART|78DMG|9ASPD|aERES
206	12125 15332	   	165.99	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD	19CDMG|2RCVC|3ASPD|4RCR|5aDMG|6ZMB|7DMSP|8AART
207	12425 21235	   	165.99	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6DMSP|7ZMB|8CGEN|9aVULN
208	63431 31136	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2LIT|3CDMG|4DUST|5AART|689VULN|7RCR|aZMB
209	12425 21135	   	165.89	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6DMSP|7ZMB|8ERES|9aVULN
210	41163 23631	   	165.88	DCR|2AART|2VULN|1DMG|1ZMB	1MLV|26CGEN|3ZMB|4aVULN|59AART|7DMG|8RCR
211	41163 33632	   	165.88	DCR|2AART|2VULN|1DMG|1ZMB	1MLV|2CGEN|3ZMB|46VULN|59AART|7DMG|8RCR|aFEWX
212	13622 21512	   	165.86	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	17CDMG|2ZMB|3ERES|4RCR|5RPLT|6AART|8VULN|9DUR|aDMG
213	41163 33633	   	165.78	DCR|2AART|2VULN|1DMG|1ZMB	1MLV|2CGEN|3ZMB|46VULN|59AART|7DMG|8RCR|aERES
214	11732 28316	   	165.70	DCR|2VULN|2AART|1CDMG|1ZMB|1ASPD	1CDMG|2MBVNT|39VULN|4LHND|5ZMB|6aAART|7ASPD|8RCR
215	12425 11334	 * 	165.69	ACR|2DMG|3CDMG|1AART|1ZMB	19aCDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8CGEN
216	12115 11661	   	165.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|3ASPD|4VULN|5DMG|6ZMB|7LHND|8RCR|9AART|aDUR
217	12115 13661	   	165.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|3ASPD|4VULN|5DMG|6ZMB|7LWND|8RCR|9AART|aDUR
218	45622 23311	   	165.62	ACR|2VULN|2DMG|1CDMG|2DUR	17MLV|27DUR|3CDMG|4RCR|5aDMG|67VULN|7BPWR|8RCVC|9BEXP
219	14222 35433	   	165.61	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|29VULN|3MLV|4RCR|5DMG|6RCVC|789ERES|9BPWR|aAART
220	12125 44211	   	165.60	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1aCDMG|2RCVC|3ASPD|4RCR|5DMG|6AART|7VULN|8BEXP|9DUR
221	42262 23611	 * 	165.52	DCR|3DMG|2VULN|2ZMB	17MLV|2RPLT|37aDMG|4CGEN|59ZMB|67VULN|7BPWR|8RCR
222	14226 26431	   	165.51	ACR|2DMG|1AART|1VULN|2CDMG	1aCDMG|2VULN|3MLV|4RCR|5MBVNT|6AART|78DMG|9FEWX
223	14226 26442	   	165.51	ACR|2DMG|1AART|1VULN|2CDMG	1aCDMG|2VULN|3MLV|4RCR|5MBVNT|6AART|78DMG|9LIT
224	11442 26872	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|3ZMB|46VULN|5DMG|7ERES|8RCR|9AART|aBELT
225	12125 44323	   	165.27	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	1aCDMG|2RCVC|39ASPD|4RCR|5DMG|6AART|7VULN|8LWND
226	14522 41331	   	165.16	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CDMG|29VULN|3RMIN|4RCR|5aDMG|6ASPD|7CGEN|8DUR
227	14222 26221	   	165.06	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CDMG|26VULN|3MLV|4RCR|5aDMG|7ASPD|8DUR|9ERES
228	14222 26421	   	165.06	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CDMG|26VULN|3MLV|4RCR|5aDMG|7ASPD|8ERES|9DUR
229	14522 26221	   	165.06	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CDMG|26VULN|3RMIN|4RCR|5aDMG|7ASPD|8DUR|9ERES
230	14225 63322	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3MLV|4RCR|5DUR|69RPLT|7DMG|8AART
231	11218 26337	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|3MLV|4FEWX|5aVULN|6AART|7DMG|8ZMB|9RCR
232	14222 42621	   	164.89	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR|1ASPD	18CDMG|2VULN|3MLV|4RCR|5aDMG|6ASPD|7ZMB|9DUR
233	14222 53631	   	164.87	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	17CDMG|27VULN|3MLV|4RCR|5DMG|67DUST|7BPWR|8SELL|9AART|aRCVC
234	13325 61124	   	164.83	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|36RCVC|4RCR|5DMG|7AART|8DUR|9MLV|aVULN
235	13325 61214	   	164.83	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|36RCVC|4RCR|5DMG|7AART|8FEWX|9ASPD|aVULN
236	11716 26332	   	164.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2MBVNT|3VULN|4DUST|5TLV|6AART|7aDMG|8ZMB|9RCR
237	14222 13121	   	164.73	ACR|2VULN|2DMG|2CDMG|1DUR	17CDMG|27VULN|38MLV|4RCR|5aDMG|67LWND|7BPWR|9DUR
238	16522 21214	   	164.73	ACR|2VULN|2DMG|2CDMG|1ASPD	1aCDMG|2LWND|3RMIN|4RCR|5aDMG|6ASPD|7CGEN|8aVULN|9RPLT|aBPWR
239	14225 25221	 * 	164.70	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ASPD	1CDMG|2VULN|3MLV|4RCR|58aDUR|6AART|7DMG|9ASPD
240	16522 21226	   	164.63	ACR|2VULN|2DMG|2CDMG|1ASPD	1aCDMG|2LWND|3RMIN|4RCR|5aDMG|6ASPD|7CGEN|8aVULN|9LEGI|aBPWR
241	14526 14312	   	164.59	ACR|3VULN|1AART|1CDMG|1ZMB	1CDMG|29aVULN|3RMIN|4RCR|5MBVNT|6BEXP|7ZMB|8AART
242	31626 73312	   	164.59	ACR|3VULN|1AART|1CDMG|1ZMB	1RMIN|2BEXP|3CDMG|4RCR|5MBVNT|6ZMB|79aVULN|8AART
243	14222 53121	   	164.53	ACR|2VULN|2DMG|2CDMG|1DUR	17CDMG|27VULN|38MLV|4RCR|5aDMG|67DUST|7BPWR|9DUR
244	12125 46111	   	164.48	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CDMG|2RCVC|3ASPD|4RCR|5DMG|6AART|7TLV|8VULN|9aDUR
245	21342 43332	   	164.48	DCR|3VULN|1AART|1DMG|1ZMB	1AIRHEA|2ZMB|358VULN|4ERES|6DMG|7FEWX|9RCR|aAART
246	14226 24463	   	164.46	ACR|2VULN|2AART|1CDMG|1DUR|1ASPD	1CDMG|29VULN|3MLV|4RCR|5MBVNT|68AART|7DUR|aASPD
247	14221 13616	 * 	164.44	ACR|2VULN|3CDMG|1AART|2ZMB	179CDMG|27VULN|39MLV|4RCR|5CGEN|67LWND|79BPWR|89ZMB|aAART
248	14222 21135	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MLV|4RCR|5DMG|7RPLT|8CGEN|9AART|aDUR
249	14222 21635	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MLV|4RCR|5DMG|7RPLT|8RMIN|9AART|aDUR
250	14222 23461	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MLV|4RCR|5DMG|7FEWX|8CGEN|9AART|aDUR
251	14522 21135	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3RMIN|4RCR|5DMG|7RPLT|8CGEN|9AART|aDUR
252	14522 23161	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3RMIN|4RCR|5DMG|7FEWX|8MLV|9AART|aDUR
253	14222 26362	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|26VULN|3MLV|4RCR|5DMG|7ASPD|8BEXP|9AART|aBELT
254	14522 21363	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3RMIN|4RCR|5DMG|7RPLT|8DUR|9AART|aLWND
255	21342 46332	   	164.38	DCR|3VULN|1AART|1DMG|1ZMB	1AIRHEA|2ZMB|358VULN|4ERES|6DMG|7DUST|9RCR|aAART
256	14222 25361	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MLV|4RCR|5DMG|7ERES|8BEXP|9AART|aDUR
257	14522 23261	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3RMIN|4RCR|5DMG|7FEWX|8TLV|9AART|aDUR
258	14522 21361	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3RMIN|4RCR|5DMG|7RPLT|8DUR|9AART|aMBVNT
259	31622 53311	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|2BEXP|3aCDMG|4RCR|5DMG|6DUST|79VULN|8AART
260	13325 61335	   	164.20	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	19CDMG|2ZMB|36RCVC|4RCR|5DMG|7AART|8CGEN|aVULN
261	14222 21521	 * 	164.20	ACR|3VULN|1DMG|2ZMB|1CDMG	1CDMG|268VULN|3MLV|4RCR|5DMG|7RPLT|9aZMB
262	14522 21521	   	164.20	ACR|3VULN|1DMG|2ZMB|1CDMG	1CDMG|268VULN|3RMIN|4RCR|5DMG|7RPLT|9aZMB
263	14225 22112	   	164.13	ACR|2VULN|2AART|2CDMG|1DUR	1aCDMG|2aVULN|3MLV|4RCR|5DUR|69AART|78aLWND|aBPWR
264	16225 22412	   	164.13	ACR|2VULN|2AART|2CDMG|1DUR	1aCDMG|27aLWND|3MLV|4RCR|5DUR|69AART|8aVULN|aBPWR
265	12425 11153	   	164.13	ACR|2DMG|1AART|2ZMB|1CDMG|1DUR	1CDMG|2RCVC|35DMG|4RCR|69ZMB|7AART|8DUR|aLWND
266	13325 63315	   	164.13	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|36RCVC|4RCR|5DMG|7MBVNT|8AART|9ASPD|aVULN
267	14221 21715	 * 	164.08	ACR|3VULN|3ZMB|2CDMG	19CDMG|269VULN|3MLV|4RCR|5CGEN|7MBVNT|89aZMB|9BPWR
268	12425 12221	   	164.05	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35aDMG|4RCR|6ZMB|7FEWX|8BEXP|9VULN
269	12425 32621	   	164.05	ACR|3DMG|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35aDMG|4RCR|6LHND|7BEXP|8ZMB|9VULN
270	14313 25361	   	164.04	ACR|3VULN|1AART|2CDMG|1DUR	18CDMG|268VULN|3BEXP|4DUST|5RCR|78CGEN|8BPWR|9AART|aDUR
271	15146 23212	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2ERES|3RCR|4DUST|59aVULN|6AART|7MLV|8DUR
272	14126 23512	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3LHND|4LWND|5DMG|6DUR|7RCR|8BELT|9AART
273	14222 63362	   	164.01	ACR|2VULN|1AART|1DMG|2CDMG	18CDMG|28VULN|3MLV|4RCR|5DMG|6RMIN|78BEXP|8BPWR|9AART|aBELT
274	13325 43231	   	164.00	ACR|2DMG|1AART|2CDMG|2ZMB	1aCDMG|2aZMB|3RCVC|4RCR|5aDMG|6AART|789BEXP|aBPWR
275	11372 23731	   	163.94	DCR|3VULN|1DMG|2CDMG|1ZMB	17CDMG|2MBVNT|37BEXP|4CGEN|5ZMB|679VULN|7BPWR|8RCR|aDMG
276	42512 52313	   	163.93	ACR|2VULN|2DMG|1AART	1aMLV|2RPLT|3RCR|4LHND|5aDMG|6ERES|7FEWX|8aVULN|9AART|aBPWR
277	14226 21445	   	163.92	ACR|2VULN|3CDMG|1AART|2DUR	19aCDMG|29VULN|3MLV|4RCR|5MBVNT|6AART|7LHND|89DUR|9BPWR
278	13325 44313	   	163.90	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1aCDMG|2ZMB|39RCVC|4RCR|5DMG|6AART|7VULN|8LWND
279	61522 23121	   	163.86	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1LHND|2CDMG|3RMIN|4RCR|5DMG|6VULN|7FLTHEA|8ERES|9ZMB|aAART
280	35622 23121	   	163.86	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1RMIN|2LHND|3CDMG|4RCR|5DMG|6VULN|7FLTHEA|8ERES|9ZMB|aAART
281	14313 21361	   	163.84	ACR|3VULN|1AART|2CDMG|1DUR	18CDMG|268VULN|3BEXP|4DUST|5RCR|78ERES|8BPWR|9AART|aDUR
282	14222 21316	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MLV|4RCR|5DMG|7RPLT|8DUR|9FEWX|aAART
283	14226 24454	   	163.83	ACR|2VULN|2AART|2CDMG|1DUR	19CDMG|2aVULN|3MLV|4RCR|5MBVNT|68AART|7DUR
284	14222 62136	   	163.81	ACR|2VULN|1AART|2CDMG|1DMG	18CDMG|2aVULN|3MLV|4RCR|5DMG|6RMIN|7RPLT|9AART
285	14222 26125	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|26VULN|3MLV|4RCR|5DMG|7ASPD|8LWND|9ERES|aAART
286	12125 43314	   	163.70	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2RCVC|3ASPD|4RCR|5DMG|69AART|7BEXP|8TLV|aVULN
287	12316 21717	 * 	163.69	DCR|2VULN|1AART|2CDMG|2ZMB	19CDMG|2RCVC|39VULN|4ERES|5CGEN|6RCR|7MBVNT|89ZMB|9BPWR|aAART
288	12326 21717	   	163.69	DCR|2VULN|1AART|2CDMG|2ZMB	19CDMG|2RCVC|39VULN|4CGEN|5ERES|6RCR|7MBVNT|89ZMB|9BPWR|aAART
289	12425 15322	   	163.67	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|79DUR|8ERES|aAART
290	12346 23216	 * 	163.67	DCR|3VULN|3CDMG|3DUR	19aCDMG|2RCVC|39aVULN|4RMIN|5CGEN|6RCR|7ERES|89aDUR|9aBPWR
291	32516 23216	   	163.67	DCR|3VULN|3CDMG|3DUR	1RMIN|2RCVC|39aCDMG|49aVULN|5CGEN|6RCR|7ERES|89aDUR|9aBPWR
292	14351 31262	   	163.67	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2aVULN|3BEXP|4LIT|5AART|6DUR|7RCR|8ZMB
293	11572 23714	   	163.66	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	17CDMG|2MBVNT|37DUR|4CGEN|5ZMB|67VULN|7BPWR|8RCR|9RPLT|aAART
294	12425 43233	   	163.63	ACR|3DMG|1AART|1CDMG|1ASPD	1CDMG|2RCVC|358DMG|4RCR|6ASPD|7RPLT|9AART|aERES
295	22135 54321	   	163.61	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	1AIRHEA|2aLHND|3CDMG|4ASPD|5AART|6RCR|7aZMB|8TLV|9aDMG|aBPWR
296	14222 41613	 * 	163.60	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	1CDMG|29VULN|3MLV|4RCR|5DMG|69ASPD|7CGEN|89ZMB|9BPWR|aRCVC
297	15116 21353	   	163.60	ACR|3VULN|1AART|2CDMG	1aCDMG|2aERES|3RCR|4FEWX|57LHND|6AART|89aVULN|aBPWR
298	14222 53632	   	163.56	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	17CDMG|27VULN|3MLV|4RCR|5DMG|67DUST|7BPWR|8SELL|9AART|aLWND
299	14222 53633	   	163.56	ACR|2VULN|1AART|2CDMG|1DMG|1SELL	17CDMG|27VULN|3MLV|4RCR|5DMG|67DUST|7BPWR|8SELL|9AART|aLIT
300	14522 22633	   	163.56	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	1aCDMG|26VULN|3RMIN|4RCR|5DMG|7LWND|8SELL|9AART
301	24152 26221	 * 	163.50	DCR|3AART|1DMG|2CDMG|1ZMB|1DUR	1AIRHEA|235AART|4DUR|69CDMG|7RCR|8ZMB|aDMG
302	14222 21553	   	163.45	ACR|4VULN|1DMG|1CDMG	1CDMG|268aVULN|3MLV|4RCR|5DMG|7RPLT|9CGEN
303	62212 25613	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aLHND|2FEWX|39VULN|4ASPD|5CDMG|6AART|7DMG|8RCR
304	14222 13425	   	163.41	ACR|2VULN|1AART|1DMG|2CDMG	17CDMG|27VULN|3MLV|4RCR|5DMG|67LWND|7BPWR|8CGEN|9BELT|aAART
305	13622 24512	   	163.40	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1CDMG|27ZMB|3ERES|4RCR|5RPLT|6AART|8VULN|9DUR|aDMG
306	11761 41711	   	163.39	DCR|2VULN|1AART|1DMG|2CDMG	1aCDMG|2MBVNT|3aVULN|4LIT|5AART|6DMG|7NUKE|8RCR|9aFEWX|aBPWR
307	11761 41741	   	163.39	DCR|2VULN|1AART|1DMG|2CDMG	1aCDMG|2MBVNT|3aVULN|4LIT|5AART|6DMG|7NUKE|8RCR|9aLWND|aBPWR
308	13622 21516	   	163.39	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	17CDMG|2ZMB|3ERES|4RCR|5RPLT|6AART|8aVULN|9DUR
309	32261 11611	   	163.38	DCR|3VULN|1AART|1DMG	1RMIN|2RCVC|37FEWX|4AART|5DMG|69aVULN|8RCR
310	32261 14612	   	163.38	DCR|3VULN|1AART|1DMG	1RMIN|2RCVC|3FEWX|4AART|5DMG|679VULN|8RCR|aBELT
311	32261 14613	   	163.38	DCR|3VULN|1AART|1DMG	1RMIN|2RCVC|3FEWX|4AART|5DMG|679VULN|8RCR|aLIT
312	45622 23133	   	163.38	ACR|3VULN|1DMG|1CDMG|2DUR	178MLV|27DUR|3CDMG|4RCR|5DMG|67aVULN|7BPWR|9RCVC
313	14222 21513	   	163.35	ACR|4VULN|1DMG|1CDMG	1CDMG|268aVULN|3MLV|4RCR|5DMG|7RPLT|9ERES
314	14522 21513	   	163.35	ACR|4VULN|1DMG|1CDMG	1CDMG|268aVULN|3RMIN|4RCR|5DMG|7RPLT|9ERES
