0	Index      	 *	Score 	Summary	Detail	
1	34112 35541	 * 	207.09	ACR|4VULN|2DMG|1AART|1ZMB	129aVULN|3RCR|4ZMB|5AART|6MBVNT|79LIT|89DMG|9BPWR
171	35433 12124	   	181.05	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2CDMG|38DMG|57DUR|6RCR|aTLV
172	35433 12126	   	181.05	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2CDMG|38DMG|57DUR|6RCR|aERES
173	36632 21212	 * 	181.00	ACR|3VULN|1AART|2CDMG|3DUR|1SELL	179VULN|27LWND|3RCR|4AART|5SELL|679DUR|79BPWR|89CDMG|aRCVC
174	36632 21213	 * 	181.00	ACR|3VULN|1AART|2CDMG|3DUR|1SELL	179VULN|27LWND|3RCR|4AART|5SELL|679DUR|79BPWR|89CDMG|aDMSP
175	36632 21215	 * 	181.00	ACR|3VULN|1AART|2CDMG|3DUR|1SELL	179VULN|27LWND|3RCR|4AART|5SELL|679DUR|79BPWR|89CDMG|aCGEN
176	36632 21216	 * 	181.00	ACR|3VULN|1AART|2CDMG|3DUR|1SELL	179VULN|27LWND|3RCR|4AART|5SELL|679DUR|79BPWR|89CDMG|aRMIN
177	31214 51123	   	181.00	DCR|4VULN|1AART|1CDMG|2DUR	1789VULN|29MLV|3CDMG|4CGEN|59DUR|6RCR|9BPWR|aAART
178	22134 32426	   	181.00	DCR|2VULN|2DMG|1AART|2ASPD|2DUR	1RPLT|29VULN|3RCVC|48DUR|59ASPD|69DMG|7AART|9BPWR|aRCR
179	36632 21214	 * 	180.90	ACR|3VULN|1AART|2CDMG|3DUR|1SELL	179VULN|27LWND|3RCR|4AART|5SELL|679DUR|79BPWR|89CDMG|aLSRREG
180	34143 62211	   	180.90	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR|1SELL	129VULN|3RCR|4DUR|59FEWX|69CDMG|7AART|8SELL|9BPWR|aZMB
181	34112 32488	   	180.69	ACR|4VULN|2AART|1ZMB	1289VULN|3RCR|4ZMB|5aAART|6MBVNT|7LWND
182	36315 11243	   	180.67	DCR|4VULN|2DMG|1ZMB	139aVULN|235LWND|39BPWR|4ZMB|6RCR|79CGEN|89DMG
183	34115 61111	   	180.59	ACR|4VULN|1AART|1CDMG|1ZMB	126aVULN|3RCR|4ZMB|5LWND|7LHND|8CDMG|9AART
184	34132 61111	   	180.59	ACR|4VULN|1AART|1CDMG|1ZMB	126aVULN|3RCR|4LHND|5ZMB|7LWND|8CDMG|9AART
185	34135 63111	   	180.59	ACR|4VULN|1AART|1CDMG|1ZMB	128aVULN|3RCR|4LHND|5LWND|6CDMG|7ZMB|9AART
186	34223 12144	   	180.58	DCR|3VULN|2AART|1DMG|1CDMG	128VULN|37AART|46BEXP|5CDMG|9DMG|aRCR
187	34112 32824	   	180.24	ACR|3VULN|2AART|1CDMG|1ZMB	129VULN|3RCR|4ZMB|5aAART|6MBVNT|7LWND|8CDMG
188	34112 32414	   	180.23	ACR|4VULN|1AART|2ZMB|1DUR	1289VULN|3RCR|49ZMB|5AART|6MBVNT|79LWND|9BPWR|aDUR
189	34112 34414	   	180.23	ACR|4VULN|1AART|2ZMB|1DUR	1289VULN|3RCR|49ZMB|5AART|6MBVNT|79LHND|9BPWR|aDUR
190	34112 36413	   	180.23	ACR|4VULN|1AART|2ZMB|1DUR	1289VULN|3RCR|49ZMB|5AART|6MBVNT|79FEWX|9BPWR|aDUR
191	35452 22221	 * 	180.20	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|28CDMG|39DMG|4RMIN|5RCR|69DUST|7AART|9BPWR|aRCVC
192	35452 22222	   	180.20	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|28CDMG|39DMG|4RMIN|5RCR|69DUST|7AART|9BPWR|aMGNSTR
193	34112 32872	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	12VULN|3RCR|4ZMB|5AART|6MBVNT|7LWND|8CDMG|9ASPD|aDMG
194	34112 34872	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	12VULN|3RCR|4ZMB|5AART|6MBVNT|7LHND|8CDMG|9ASPD|aDMG
195	35452 22223	   	180.10	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|28CDMG|39DMG|4RMIN|5RCR|69DUST|7AART|9BPWR|aMBVNT
196	34122 62164	 * 	179.88	ACR|5VULN|2CDMG|2ZMB	1269aVULN|3RCR|4BEXP|5aZMB|7MBVNT|8aCDMG|aBPWR
197	34132 62164	   	179.88	ACR|5VULN|2CDMG|2ZMB	1269aVULN|3RCR|4LHND|5aZMB|7MBVNT|8aCDMG|aBPWR
198	35422 13214	   	179.78	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|26CDMG|34DMG|5CGEN|7AART|8RCR|aFEWX
199	35422 13215	   	179.78	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|26CDMG|34DMG|5aCGEN|7AART|8RCR
200	34112 11563	   	179.68	ACR|3VULN|1AART|2ZMB|1CDMG|1ASPD	12aVULN|3RCR|47ZMB|5AART|6MLV|8CDMG|9ASPD
201	35422 13211	   	179.68	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|26CDMG|34DMG|5CGEN|7AART|8RCR|aDUST
202	35422 13213	   	179.68	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|26CDMG|34DMG|5CGEN|7AART|8RCR|aERES
203	35422 13216	   	179.68	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|26CDMG|34DMG|5CGEN|7AART|8RCR|aCANHEL
204	35422 23114	   	179.67	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18VULN|2CDMG|34DMG|56CGEN|7AART|9ZMB|aRCR
205	36315 12336	 * 	179.66	DCR|5VULN|2CDMG|2ZMB	1389aVULN|235LWND|3aBPWR|4aZMB|6RCR|7aCDMG
206	35426 13211	   	179.58	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|26CDMG|34DMG|5ERES|7AART|8RCR|aDUST
207	35426 13213	   	179.58	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|26CDMG|34DMG|5aERES|7AART|8RCR
208	35452 31134	 * 	179.49	ACR|3DMG|2VULN|2ZMB|1CDMG	1aVULN|2CDMG|38aDMG|4RMIN|5RCR|6RCVC|7aZMB|9MBVNT|aBPWR
209	32264 22243	   	179.28	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB|1SELL	16VULN|2CGEN|3CDMG|4DMG|57AART|8RCR|9SELL|aZMB
210	36632 31211	 * 	179.06	ACR|4VULN|1AART|2CDMG|1SELL	179aVULN|27LWND|3RCR|4AART|5SELL|679FEWX|79BPWR|89CDMG
211	34112 35511	 * 	179.05	ACR|3VULN|1AART|1DMG|2ZMB	12aVULN|3RCR|49ZMB|5AART|6MBVNT|7LIT|8DMG
212	34112 21463	   	178.95	ACR|3VULN|1AART|1DMG|2ZMB	12aVULN|3RCR|47ZMB|5AART|68ERES|9DMG
213	35164 21212	   	178.94	DCR|3VULN|1AART|1DMG|2CDMG	169VULN|24CDMG|3DUST|5AART|7RCVC|8RCR|aDMG
214	31224 21114	   	178.93	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	168VULN|2MLV|3CDMG|4DMG|5AART|7RCVC|9ZMB|aRCR
215	32264 21114	   	178.93	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	168VULN|2CGEN|3CDMG|4DMG|5AART|7RCVC|9ZMB|aRCR
216	36632 34213	 * 	178.86	ACR|4VULN|1AART|2CDMG|1SELL	179aVULN|2LWND|3RCR|4AART|5SELL|69FEWX|89CDMG|9BPWR
217	35224 21114	   	178.83	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	168VULN|2CDMG|3ERES|4DMG|5AART|7RCVC|9ZMB|aRCR
218	35364 22231	 * 	178.76	DCR|2VULN|2AART|3CDMG|1ZMB|1DUR	16VULN|249CDMG|3DUR|57AART|8RCR|aZMB
219	33231 36141	   	178.68	DCR|2VULN|2DMG|1AART|2CDMG	14VULN|234LIT|4BPWR|5aCDMG|67DMG|8RCR|9AART
220	63223 12561	   	178.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1ERES|27DUR|3CDMG|4DMG|5ASPD|6RCR|8aVULN|9AART
221	34211 42223	   	178.49	ACR|3VULN|2DMG|1AART	128VULN|3AART|48CGEN|5RCR|678LWND|8BPWR|9aDMG
222	33331 36135	   	178.42	DCR|4VULN|2DMG|1CDMG	134aVULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|9RMIN
223	33331 36151	   	178.42	DCR|4VULN|2DMG|1CDMG	1349VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|aRMIN
224	33331 36152	   	178.42	DCR|4VULN|2DMG|1CDMG	1349VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|aDMSP
225	33331 36153	   	178.42	DCR|4VULN|2DMG|1CDMG	1349VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|aBEXP
226	33331 36154	   	178.42	DCR|4VULN|2DMG|1CDMG	1349VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|aMLV
227	33331 36125	   	178.32	DCR|4VULN|2DMG|1CDMG	134aVULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|9TLV
228	33331 36155	   	178.32	DCR|4VULN|2DMG|1CDMG	1349VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|aLEGI
229	31226 12525	   	178.16	DCR|5VULN|1DMG|1CDMG	1789aVULN|2MLV|3CDMG|4DMG|5ERES|6RCR
230	35423 13121	   	178.14	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR	18VULN|2CDMG|34DMG|5DUR|6RCR|7LHND|9ZMB|aASPD
231	35423 14121	   	178.14	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	18VULN|2CDMG|34DMG|5DUR|6RCR|7LWND|9ZMB|aASPD
232	36632 21321	   	178.06	ACR|4VULN|1AART|2DUR|1ASPD|1SELL	179aVULN|27LWND|3RCR|4AART|5SELL|67DUR|7BPWR|8ASPD
233	35423 12214	 * 	178.05	DCR|2VULN|2DMG|3CDMG|2DUR	19VULN|29aCDMG|34DMG|57DUR|6RCR|89LIT|9BPWR
234	35421 12121	   	178.04	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	18VULN|2CDMG|34DMG|5LEGI|6RCR|7DUR|9ZMB|aASPD
235	35421 12421	   	178.04	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	19VULN|2CDMG|34DMG|5LEGI|6RCR|7DUR|8ZMB|aASPD
236	35334 22263	   	177.99	DCR|3VULN|2AART|1CDMG|1ASPD|1DUR	16aVULN|2CDMG|3DUR|4RCVC|57AART|8RCR|9ASPD
237	34112 35133	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	12VULN|3RCR|4ZMB|5aAART|6MBVNT|7LIT|8ASPD|9DMG
238	35432 13214	   	177.84	DCR|3VULN|1AART|1DMG|2CDMG	149VULN|26CDMG|3DMG|5CGEN|7AART|8RCR|aFEWX
239	35432 13215	   	177.84	DCR|3VULN|1AART|1DMG|2CDMG	149VULN|26CDMG|3DMG|5aCGEN|7AART|8RCR
240	35432 13211	   	177.74	DCR|3VULN|1AART|1DMG|2CDMG	149VULN|26CDMG|3DMG|5CGEN|7AART|8RCR|aDUST
241	35432 13213	   	177.74	DCR|3VULN|1AART|2CDMG|1DMG	149VULN|26CDMG|3DMG|5CGEN|7AART|8RCR|aERES
242	35432 13216	   	177.74	DCR|3VULN|1AART|1DMG|2CDMG	149VULN|26CDMG|3DMG|5CGEN|7AART|8RCR|aCANHEL
243	32156 63221	   	177.74	DCR|3VULN|1AART|1DMG|2CDMG	135VULN|2CGEN|49CDMG|6DMG|7AART|8RCR|aDUST
244	32156 63223	   	177.74	DCR|3VULN|1AART|2CDMG|1DMG	135VULN|2CGEN|49CDMG|6DMG|7AART|8RCR|aERES
245	31151 63114	   	177.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	138VULN|2MLV|4CDMG|5DMSP|6DMG|7AART|9ZMB|aRCR
246	32151 63114	   	177.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	138VULN|2CGEN|4CDMG|5DMSP|6DMG|7AART|9ZMB|aRCR
247	32216 63114	   	177.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	158VULN|24CGEN|3CDMG|6DMG|7AART|9ZMB|aRCR
248	35432 23114	   	177.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2CDMG|3DMG|56CGEN|7AART|9ZMB|aRCR
249	35433 12522	   	177.66	DCR|4VULN|1DMG|1CDMG|2DUR	1489VULN|2CDMG|3DMG|57DUR|6RCR|aFEWX
250	35433 12523	   	177.66	DCR|4VULN|1DMG|1CDMG|2DUR	1489VULN|2CDMG|3DMG|57DUR|6RCR|aCGEN
251	35236 63211	   	177.64	DCR|3VULN|1AART|2CDMG|1DMG	159VULN|24CDMG|3ERES|6DMG|7AART|8RCR|aDUST
252	35236 63213	   	177.64	DCR|3VULN|1AART|2CDMG|1DMG	159VULN|24CDMG|3aERES|6DMG|7AART|8RCR
253	35436 13211	   	177.64	DCR|3VULN|1AART|2CDMG|1DMG	149VULN|26CDMG|3DMG|5ERES|7AART|8RCR|aDUST
254	35436 13213	   	177.64	DCR|3VULN|1AART|2CDMG|1DMG	149VULN|26CDMG|3DMG|5aERES|7AART|8RCR
255	34143 62121	   	177.63	ACR|4VULN|1AART|1CDMG|1DUR	129aVULN|3RCR|4DUR|5FEWX|6CDMG|7AART|8ERES
256	31226 16112	   	177.56	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2MLV|3CDMG|49DMG|5ERES|6RCR|7RPLT|8AART
257	32266 16112	   	177.56	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2CGEN|3CDMG|49DMG|5ERES|6RCR|7RPLT|8AART
258	35433 12521	   	177.56	DCR|4VULN|1DMG|1CDMG|2DUR	1489VULN|2CDMG|3DMG|57DUR|6RCR|aCANSTR
259	35334 24233	   	177.45	DCR|3VULN|1AART|3CDMG|2DUR	167VULN|279CDMG|37DUR|4RCVC|5AART|7BPWR|8RCR|aCGEN
260	34223 54231	   	177.42	DCR|3VULN|1AART|3CDMG|1ZMB	127VULN|3AART|47BEXP|579CDMG|6RCVC|7BPWR|8RCR|aZMB
261	35334 24232	   	177.35	DCR|3VULN|1AART|3CDMG|2DUR	167VULN|279CDMG|37DUR|4RCVC|5AART|7BPWR|8RCR|aMBVNT
262	35364 22211	   	177.27	DCR|3VULN|2AART|2CDMG|1DUR	169VULN|24CDMG|3DUR|57AART|8RCR|aDUST
263	35364 22213	   	177.27	DCR|3VULN|2AART|2CDMG|1DUR	169VULN|24CDMG|3DUR|57AART|8RCR|aERES
264	35334 22114	   	177.26	DCR|3VULN|2AART|1CDMG|1ZMB|1DUR	168VULN|2CDMG|3DUR|4RCVC|57AART|9ZMB|aRCR
265	34112 13312	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6MLV|7BEXP|8LHND|9aDMG
266	34112 13412	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6MLV|7BEXP|8LWND|9aDMG
267	34112 41312	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6LWND|7MLV|8LHND|9aDMG
268	34112 53312	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6CGEN|7BEXP|8LHND|9aDMG
269	34112 53412	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6CGEN|7BEXP|8LWND|9aDMG
270	34112 11551	   	177.15	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	12VULN|3RCR|47ZMB|5AART|6MLV|8CDMG|9CGEN|aDMG
271	31226 11355	   	177.14	DCR|2VULN|2AART|2CDMG|1DMG	18VULN|2MLV|38CDMG|4DMG|5ERES|6RCR|78SNIHEL|8BPWR|9aAART
272	34112 23312	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6ERES|7BEXP|8LHND|9aDMG
273	34112 23412	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6ERES|7BEXP|8LWND|9aDMG
274	34112 31112	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6MBVNT|7MLV|8BEXP|9aDMG
275	34112 31312	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6MBVNT|7MLV|8LHND|9aDMG
276	34112 31412	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6MBVNT|7MLV|8LWND|9aDMG
277	34112 35533	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6MBVNT|7LIT|89DMG|aBEXP
278	34112 45312	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3RCR|4ZMB|5AART|6LWND|7FEWX|8ERES|9aDMG
