0	Index      	 *	Score 	Summary	Detail	
1	61251 64214	 * 	192.90	DCR|3VULN|2DMG|1AART|2DUR	1aDUR|26aVULN|3AART|4MBVNT|5RCVC|7NUKE|8RCR|9aDMG|aBPWR
167	51141 52742	   	170.75	ACR|3VULN|2DMG|2CDMG	1LHND|278VULN|3MBVNT|49DMG|5RCR|6aCDMG
168	51141 42445	   	170.74	ACR|2VULN|2DMG|2AART|1SELL	1LHND|27VULN|3MBVNT|49DMG|5RCR|6SELL|8aAART
169	61141 37824	   	170.67	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8VENICY|9FEWX|aAART
170	61532 32316	   	170.56	DCR|2VULN|2DMG|1AART|3DUR	136DUR|27VULN|4CGEN|56DMG|6BPWR|8AART|9FEWX|aRCR
171	25321 27218	   	170.43	DCR|3DMG|2AART|1VULN	1MLV|2CGEN|3MBVNT|479DMG|5aAART|6VULN|8RCR
172	45322 14322	   	170.43	DCR|3VULN|2DMG|2CDMG	13CDMG|246VULN|59DMG|7RPLT|8RCR|aFEWX
173	45322 14321	   	170.33	DCR|3VULN|2DMG|2CDMG	13CDMG|246VULN|59DMG|7RPLT|8RCR|aDUST
174	61141 61482	   	170.15	ACR|3VULN|2DMG|2DUR|1ASPD	17DUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8FEWX|aASPD
175	61141 52127	   	170.08	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	18DUR|27aVULN|3MBVNT|4DMG|5RCR|6CDMG|9ZMB
176	61173 61431	   	170.01	DCR|3VULN|1DMG|2ASPD|1FLTHEA|2DUR	18DUR|258VULN|3MBVNT|4FLTHEA|6DMG|78ASPD|8BPWR|9RCR|aMLV
177	25321 23245	   	169.98	DCR|3VULN|1AART|1DMG|1ZMB	1MLV|2CGEN|3MBVNT|4DMG|5AART|679VULN|8RCR|aZMB
178	51141 26362	   	169.94	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|27VULN|3MBVNT|46DMG|5RCR|8RPLT|9AART|aZMB
179	61173 61432	   	169.91	DCR|3VULN|1DMG|2ASPD|1FLTHEA|2DUR	18DUR|258VULN|3MBVNT|4FLTHEA|6DMG|78ASPD|8BPWR|9RCR|aTLV
180	61173 61433	   	169.91	DCR|3VULN|1DMG|1FLTHEA|2ASPD|2DUR	18DUR|258VULN|3MBVNT|4FLTHEA|6DMG|78ASPD|8BPWR|9RCR|aERES
181	45132 32115	 * 	169.63	DCR|3DMG|1AART|1VULN|1CDMG	1CDMG|2VULN|34RPLT|579DMG|6LSRHEA|8RCR|aAART
182	42312 15323	 * 	169.52	DCR|2VULN|2DMG|3CDMG|1ZMB	13aCDMG|2LHND|4aDMG|5ZMB|6ERES|7aVULN|8RMIN|9RCR|aBPWR
183	61141 27112	   	169.47	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2VULN|3MBVNT|46DMG|5RCR|7LIT|8AART|9ASPD|aCDMG
184	61141 27118	 * 	169.47	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR|1ASPD	1DUR|2VULN|3MBVNT|46DMG|5RCR|7LIT|8AART|9ASPD|aFLTHEA
185	51141 52481	   	169.47	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LHND|27VULN|3MBVNT|4DMG|5RCR|6CDMG|8AART|9ASPD|aDUR
186	61316 12341	   	169.41	DCR|2VULN|2AART|1DMG|2DUR	15DUR|24VULN|3AIRHEA|6RCR|7DMG|8LWND|9aAART
187	51141 62712	   	169.20	ACR|3VULN|1AART|1DMG|1ZMB	1LHND|29aVULN|3MBVNT|4DMG|5RCR|6BELT|7AART|8ZMB
188	51141 52482	 * 	169.15	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1LHND|27VULN|3MBVNT|4DMG|5RCR|6CDMG|8AART|9aASPD
189	41121 46223	   	169.06	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1aCDMG|2NUKE|3TLV|4aVULN|5RCVC|6DUR|7ASPD|8aDMG|9RCR|aBPWR
190	41112 43235	   	168.99	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	19CDMG|2NUKE|3TLV|49DMG|5ZMB|6AART|7VULN|89LWND|9BPWR|aRCR
191	41112 43335	   	168.99	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	19CDMG|2NUKE|3TLV|49DMG|5ZMB|6AART|7VULN|89BEXP|9BPWR|aRCR
192	51141 61245	   	168.93	ACR|3DMG|2VULN|1ZMB|1DUR	17LHND|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7BPWR|8ZMB|9DUR
193	51141 61228	   	168.93	ACR|3DMG|2VULN|1ZMB|1ASPD	17LHND|27VULN|3MBVNT|479DMG|5RCR|6BELT|7BPWR|8ZMB|aASPD
194	51141 61234	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	17LHND|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8ZMB|aDUR
195	51141 52471	 * 	168.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1LHND|27VULN|3MBVNT|4DMG|5RCR|6aCDMG|8AART|9DUR
196	41153 13622	   	168.82	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2NUKE|3TLV|4aAART|5DMG|6ERES|79VULN|8RCR
197	41112 43135	   	168.79	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	19CDMG|2NUKE|3TLV|49DMG|5ZMB|6AART|7VULN|89DUST|9BPWR|aRCR
198	62324 24215	   	168.77	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3MBVNT|49DMG|5AART|6VULN|7RCVC|8RCR|aZMB
199	51141 23178	   	168.73	ACR|3VULN|2DMG|1ZMB|1ASPD	1LHND|28aVULN|3MBVNT|46DMG|5RCR|7ASPD|9ZMB
200	61141 22735	   	168.63	ACR|3DMG|1AART|1VULN|2DUR	18DUR|2VULN|3MBVNT|469DMG|5RCR|7BEXP|aAART
201	63141 27164	   	168.63	ACR|3DMG|2VULN|1ZMB|1DUR	1DUR|2LEGI|3MBVNT|469DMG|5RCR|7ZMB|8aVULN
202	51141 63412	   	168.60	ACR|3VULN|1AART|1DMG|1ZMB	1LHND|29aVULN|3MBVNT|4DMG|5RCR|6BELT|7ZMB|8AART
203	61141 42527	   	168.48	ACR|3VULN|2DMG|1ZMB|1DUR|1SELL	1DUR|27aVULN|3MBVNT|48DMG|5RCR|6SELL|9ZMB
204	61316 12316	   	168.36	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|24VULN|3AIRHEA|6RCR|7DMG|8LWND|9ZMB|aAART
205	11232 16335	   	168.36	DCR|2AART|2DMG|2VULN	1LEGI|239CGEN|46AART|5RPLT|79VULN|89DMG|9BPWR|aRCR
206	61312 11343	   	168.36	DCR|4VULN|1DMG|1DUR|1ASPD	1DUR|2479VULN|3AIRHEA|5RCVC|6RCR|8DMG|aASPD
207	61141 52261	   	168.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|27VULN|3MBVNT|4DMG|5RCR|6aCDMG|8LWND|9AART
208	51141 52161	   	168.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1LHND|27VULN|3MBVNT|4DMG|5RCR|6aCDMG|8DUR|9AART
209	61212 31312	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	15DUR|2VULN|3AART|4CDMG|6FEWX|7RMIN|8aDMG|9RCR
210	61213 23311	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|27VULN|3AART|4CDMG|5LHND|6MLV|8DMG|9RCR
211	61214 26312	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2VULN|3AART|4CDMG|5FEWX|6MLV|8aDMG|9RCR
212	61216 36312	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2VULN|3AART|4CDMG|5CGEN|6BEXP|8aDMG|9RCR
213	61216 43312	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|2VULN|3AART|4CDMG|5CGEN|7BEXP|8aDMG|9RCR
214	63151 24118	   	168.05	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1aDUR|2LEGI|3MBVNT|4MLV|5RCR|6aDMG|7ASPD|8CDMG|9aVULN|aBPWR
215	61212 33312	   	168.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	15DUR|2VULN|3AART|4CDMG|6FEWX|7ERES|8aDMG|9RCR
216	61212 43312	   	168.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	15DUR|2VULN|3AART|4CDMG|6TLV|7BEXP|8aDMG|9RCR
217	61215 26312	   	168.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2VULN|3AART|4CDMG|5DUST|6MLV|8aDMG|9RCR
218	51141 52117	 * 	167.89	ACR|4VULN|1DMG|1CDMG|1DUR	1LHND|279aVULN|3MBVNT|4DMG|5RCR|6CDMG|8DUR
219	12252 75224	 * 	167.74	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB	1LEGI|2BEXP|3aAART|4MBVNT|5ZMB|6RCR|7DMG|8VULN|9FLTHEA
220	61316 11335	 * 	167.73	DCR|4VULN|1DMG|3DUR	159DUR|247aVULN|3AIRHEA|6RCR|8DMG
221	61316 11411	   	167.73	DCR|4VULN|1DMG|3DUR	159DUR|2478VULN|3AIRHEA|6RCR|aDMG
222	66322 42322	   	167.62	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1DUR|2RPLT|3FLTHEA|4VULN|5DMG|6BELT|7RCR|8AART|9ASPD|aCDMG
223	61213 24622	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3AART|4CDMG|5LHND|6MLV|7RCR|9DMSP|aDMG
224	51211 41316	   	167.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2VULN|35AART|4CDMG|6TLV|7DUR|8DMG|9RCR|aZMB
225	61351 35312	   	167.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|29aVULN|3AIRHEA|4CANHEL|5DUST|6AART|7RCR|8DMG
226	51183 32336	   	167.52	DCR|2VULN|2DMG|1AART	1LHND|2aVULN|3MBVNT|4RCVC|5AIRHEA|6RCR|7AART|89DMG
227	23213 32333	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MLV|2CDMG|3RPLT|4VULN|5LSRREG|6RCR|7AART|89DMG|aASPD
228	23213 32363	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MLV|2CDMG|3RPLT|49VULN|5LSRREG|6RCR|7AART|8DMG|aASPD
229	43213 32363	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2CGEN|3RPLT|49VULN|5LSRREG|6RCR|7AART|8DMG|aASPD
230	62553 32312	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3CDMG|4AART|5aDMG|6BEXP|7VULN|8MLV|9RCR
231	45113 32333	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|3RPLT|4TLV|5LSRREG|6RCR|7AART|89DMG|aASPD
232	45113 32363	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|29VULN|3RPLT|4TLV|5LSRREG|6RCR|7AART|8DMG|aASPD
233	62553 13312	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3CDMG|4AART|5aDMG|6ERES|7VULN|8BEXP|9RCR
234	42421 52221	 * 	167.40	ACR|3VULN|1AART|2CDMG|1ZMB	16CDMG|2LHND|3DUST|467VULN|5RCR|6BPWR|8LWND|9ZMB|aAART
235	23112 43612	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2CDMG|3TLV|4aDMG|5ZMB|6AART|7VULN|8RCR|9RMIN
236	23112 43621	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2CDMG|3TLV|4DMG|5ZMB|6AART|79VULN|8RCR|aBEXP
237	23112 43623	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2CDMG|3TLV|4DMG|5ZMB|6AART|79VULN|8RCR|aLHND
238	23112 43626	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aMLV|2CDMG|3TLV|4DMG|5ZMB|6AART|79VULN|8RCR
239	61141 52532	   	167.33	ACR|2VULN|2DMG|2CDMG|2DUR	19DUR|27VULN|3MBVNT|48DMG|5RCR|6aCDMG
240	61141 14268	 * 	167.32	ACR|3DMG|1VULN|2ZMB|2DUR|1ASPD	1aDUR|2VULN|3MBVNT|49aDMG|5RCR|6ERES|7ASPD|8aZMB|aBPWR
241	62553 13112	   	167.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3CDMG|4AART|5aDMG|6ERES|7VULN|8DUST|9RCR
242	41112 43612	   	167.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2NUKE|3TLV|4aDMG|5ZMB|6AART|7VULN|8RCR|9RMIN
243	41112 43621	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2NUKE|3TLV|4DMG|5ZMB|6AART|79VULN|8RCR|aBEXP
244	41112 43623	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2NUKE|3TLV|4DMG|5ZMB|6AART|79VULN|8RCR|aLHND
245	61141 61383	   	167.23	ACR|3DMG|2VULN|3DUR	17aDUR|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7aBPWR|8RPLT|9aLIT
246	15422 33262	   	167.18	ACR|4VULN|2DMG	1LEGI|2RPLT|3ERES|4RCR|58DMG|679aVULN
247	12252 75243	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2BEXP|3AART|4MBVNT|5ZMB|6RCR|7DMG|8aVULN|9DUR
248	51141 61127	   	167.08	ACR|2VULN|2DMG|1AART|1DUR	17LHND|27VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8DUR|9RCVC|aAART
249	61141 62216	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|48DMG|5RCR|6BELT|7AART|9FEWX
250	61141 62226	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|48DMG|5RCR|6BELT|7AART|9LHND
251	61141 62272	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|48DMG|5RCR|6BELT|7AART|9MLV
252	61141 62414	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3MBVNT|4aDMG|5RCR|6BELT|7AART|9FEWX
253	61141 37333	   	167.03	ACR|3VULN|2DMG|3DUR	178DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aCGEN
254	61141 37335	   	167.03	ACR|3VULN|2DMG|3DUR	178DUR|279VULN|3MBVNT|47DMG|5RCR|6aRMIN|7BPWR
255	61141 37337	   	167.03	ACR|3VULN|2DMG|3DUR	178DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aLIT
256	61141 61173	   	167.03	ACR|3VULN|2DMG|3DUR	178DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|9FEWX
257	61141 61253	   	167.03	ACR|3VULN|2DMG|3DUR	179DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8LWND
258	61141 37123	   	167.03	ACR|3VULN|2DMG|3DUR	179DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aCGEN
259	61141 37125	   	167.03	ACR|3VULN|2DMG|3DUR	179DUR|278VULN|3MBVNT|47DMG|5RCR|6aRMIN|7BPWR
260	61141 37127	   	167.03	ACR|3VULN|2DMG|3DUR	179DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aLIT
261	61141 37262	   	167.03	ACR|3DMG|2VULN|3DUR	17aDUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8LHND
262	61141 37434	   	167.03	ACR|3VULN|2DMG|3DUR	17aDUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT
263	61141 61336	   	167.03	ACR|3VULN|2DMG|3DUR	17aDUR|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8RPLT
264	62431 35213	   	167.01	DCR|2DMG|1AART|1VULN|3DUR|1ASPD	12aDUR|3CGEN|4AART|59DMG|6VULN|7ASPD|8RCR
265	62324 27236	   	167.01	DCR|2AART|2DMG|1VULN|2DUR	12DUR|3MBVNT|47DMG|5aAART|6VULN|8RCR|9MLV
266	62324 27284	   	167.01	DCR|2AART|2DMG|1VULN|2DUR	12DUR|3MBVNT|47DMG|5aAART|6VULN|8RCR|9LIT
267	61141 62236	   	166.97	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|48DMG|5RCR|6BELT|7AART|9DUST
268	61141 62434	   	166.97	ACR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3MBVNT|4aDMG|5RCR|6BELT|7AART|9DUST
269	45322 14311	   	166.94	DCR|4VULN|1DMG|2CDMG	13CDMG|246aVULN|5DMG|7RPLT|8RCR|9RMIN
270	61141 37331	   	166.93	ACR|3VULN|2DMG|3DUR	178DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aLEGI
271	61141 37332	   	166.93	ACR|3VULN|2DMG|3DUR	178DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aTLV
272	61141 37334	   	166.93	ACR|3VULN|2DMG|3DUR	178DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aDUST
273	61141 37338	   	166.93	ACR|3VULN|2DMG|3DUR	178DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aLSRHEA
274	61141 61134	   	166.93	ACR|3VULN|2DMG|3DUR	178DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|9DUST
275	61141 61146	   	166.93	ACR|3VULN|2DMG|3DUR	178DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|9ERES
276	61141 61163	   	166.93	ACR|3VULN|2DMG|3DUR	178DUR|27aVULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|9LEGI
277	61141 37121	   	166.93	ACR|3VULN|2DMG|3DUR	179DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aLEGI
278	61141 37122	   	166.93	ACR|3VULN|2DMG|3DUR	179DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aTLV
279	61141 37124	   	166.93	ACR|3VULN|2DMG|3DUR	179DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aDUST
280	61141 37128	   	166.93	ACR|3VULN|2DMG|3DUR	179DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aLSRHEA
281	61312 12341	   	166.92	DCR|2VULN|2AART|1DMG|1DUR	1DUR|24VULN|3AIRHEA|5RCVC|6RCR|7DMG|8LWND|9aAART
282	62324 27222	   	166.91	DCR|2AART|2DMG|1VULN|2DUR	12DUR|3MBVNT|47DMG|5aAART|6VULN|8RCR|9AIRHEA
283	62324 27246	   	166.91	DCR|2AART|2DMG|1VULN|2DUR	12DUR|3MBVNT|47DMG|5aAART|6VULN|8RCR|9TLV
284	62324 27261	   	166.91	DCR|2AART|2DMG|1VULN|2DUR	12DUR|3MBVNT|47DMG|5aAART|6VULN|8RCR|9DUST
285	61141 37344	   	166.79	ACR|3VULN|2DMG|3DUR|1SELL	178DUR|27aVULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9SELL
286	61141 52521	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27VULN|3MBVNT|48DMG|5RCR|6CDMG|9ZMB|aRPLT
287	61141 52522	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27VULN|3MBVNT|48DMG|5RCR|6CDMG|9ZMB|aCGEN
288	61141 52523	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27VULN|3MBVNT|48DMG|5RCR|6CDMG|9ZMB|aLSRICY
289	61141 52524	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27VULN|3MBVNT|48DMG|5RCR|6CDMG|9ZMB|aFEWX
290	61141 53224	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3MBVNT|48DMG|5RCR|6CDMG|7ZMB|9LHND
291	61141 53235	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3MBVNT|48DMG|5RCR|6CDMG|7ZMB|9BEXP
292	51141 53264	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1LHND|2aVULN|3MBVNT|48DMG|5RCR|6CDMG|7ZMB|9DUR
293	61312 11345	   	166.72	DCR|4VULN|1DMG|2DUR	1aDUR|2479VULN|3AIRHEA|5RCVC|6RCR|8DMG
294	51141 26821	   	166.64	ACR|3VULN|3DMG	18LHND|278VULN|3MBVNT|468DMG|5RCR|8BPWR|9DMSP|aFEWX
295	51141 26823	   	166.64	ACR|3VULN|3DMG	18LHND|278VULN|3MBVNT|468DMG|5RCR|8BPWR|9DMSP|aCGEN
296	51141 26824	   	166.64	ACR|3VULN|3DMG	18LHND|278VULN|3MBVNT|468DMG|5RCR|8BPWR|9DMSP|aRPLT
297	61141 53215	   	166.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3MBVNT|48DMG|5RCR|6CDMG|7ZMB|9DUST
298	62324 27235	   	166.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3MBVNT|47DMG|5AART|6VULN|8RCR|9MLV|aZMB
299	61513 24222	   	166.56	DCR|3VULN|1AART|1CDMG|2DUR|1SELL	13DUR|24aVULN|5SELL|6CDMG|7RCR|8RCVC|9AART
300	51141 26841	   	166.54	ACR|3VULN|3DMG	18aLHND|278VULN|3MBVNT|468DMG|5RCR|8BPWR|9ERES
301	51141 26843	   	166.54	ACR|3VULN|3DMG	18LHND|278VULN|3MBVNT|468DMG|5RCR|8BPWR|9ERES|aRMIN
302	52521 21314	   	166.51	DCR|3DMG|1AART|1VULN|2DUR	1LHND|23DUR|489DMG|5AART|6VULN|7LWND|aRCR
303	52521 22314	   	166.51	DCR|3DMG|1AART|1VULN|2DUR	1LHND|23DUR|489DMG|5AART|6VULN|7FEWX|aRCR
304	21431 52442	   	166.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DUST|37VULN|4MBVNT|5RCR|6CDMG|8AART|9ZMB|aDMG
305	15254 33212	   	166.49	ACR|3VULN|2DMG|1ZMB	1LEGI|2RPLT|3RCR|4ZMB|5ERES|679VULN|8aDMG
306	51223 16325	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	14LHND|279VULN|3AART|5ZMB|6RPLT|8DMG|aRCR
307	61141 27136	   	166.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|46DMG|5RCR|7LIT|8AART|9BELT
308	62324 27228	   	166.46	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3MBVNT|47DMG|5AART|6VULN|8RCR|9AIRHEA|aZMB
309	62324 27245	   	166.46	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3MBVNT|47DMG|5AART|6VULN|8RCR|9TLV|aZMB
310	51141 26312	   	166.44	ACR|3VULN|3DMG	1LHND|279VULN|3MBVNT|46aDMG|5RCR|8RPLT
311	51141 26842	   	166.44	ACR|3VULN|3DMG	18LHND|278VULN|3MBVNT|468DMG|5RCR|8BPWR|9aERES
312	51141 28118	   	166.44	ACR|3VULN|3DMG	1LHND|289VULN|3MBVNT|46aDMG|5RCR|7CGEN
313	63521 21314	   	166.41	DCR|3DMG|1AART|1VULN|2DUR	13DUR|2LEGI|489DMG|5AART|6VULN|7LWND|aRCR
314	63521 22314	   	166.41	DCR|3DMG|1AART|1VULN|2DUR	13DUR|2LEGI|489DMG|5AART|6VULN|7FEWX|aRCR
315	51141 37116	   	166.39	ACR|4VULN|2DMG	17LHND|2789VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aRCVC
316	61141 27128	   	166.37	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|46DMG|5RCR|7LIT|8AART|9TLV
317	21431 27116	   	166.29	ACR|4VULN|2DMG	17MLV|2DUST|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aRCVC
318	31141 61817	 * 	166.19	ACR|3VULN|3DMG|1AART|2MSE	17MSE|278VULN|3MBVNT|479DMG|5RCR|6BELT|7BPWR|aAART
319	62324 27325	   	166.07	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3MBVNT|47DMG|5AART|6VULN|8RCVC|9RCR|aZMB
320	51141 61272	 * 	166.04	ACR|3DMG|2VULN|2ZMB	179LHND|27VULN|3MBVNT|479DMG|5RCR|6BELT|79BPWR|89ZMB|aRPLT
321	42312 43411	   	166.04	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	13CDMG|2LHND|4DMG|5ZMB|6AART|7VULN|8aDUR|9RCR
322	61141 37136	   	165.99	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9aRCVC
323	61133 32371	 * 	165.94	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1DUR|2aVULN|3MBVNT|4FEWX|5AIRHEA|6aDMG|7RCR|8ASPD|9aZMB|aBPWR
324	51141 61271	   	165.94	ACR|3DMG|2VULN|2ZMB	179LHND|27VULN|3MBVNT|479DMG|5RCR|6BELT|79BPWR|89ZMB|aCANSTR
325	51141 61273	   	165.94	ACR|3DMG|2VULN|2ZMB	179LHND|27VULN|3MBVNT|479DMG|5RCR|6BELT|79BPWR|89ZMB|aDUST
326	51141 61274	   	165.94	ACR|3DMG|2VULN|2ZMB	179LHND|27VULN|3MBVNT|479DMG|5RCR|6BELT|79BPWR|89ZMB|aLEGI
327	61312 12316	   	165.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3AIRHEA|5RCVC|6RCR|7DMG|8LWND|9ZMB|aAART
328	61141 22356	   	165.87	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|46DMG|5RCR|7BEXP|8BELT|9AART
329	61141 23456	   	165.87	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|46DMG|5RCR|7BELT|8FEWX|9AART
330	23112 43412	   	165.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3TLV|4DMG|5ZMB|6aAART|7VULN|8DUR|9RCR
331	61353 36312	   	165.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|29aVULN|3AIRHEA|4CANHEL|5RCR|6AART|7LHND|8DMG
332	61141 27154	   	165.63	ACR|2DMG|2AART|1VULN|2DUR	19DUR|2VULN|3MBVNT|46DMG|5RCR|7LIT|8aAART
333	42325 63223	   	165.55	DCR|2VULN|2DMG|3CDMG|1ASPD	13aCDMG|2LHND|4aVULN|5RMIN|6ASPD|7MLV|8aDMG|9RCR|aBPWR
