0	Index      	 *	Score 	Summary	Detail	
1	23365 61212	 * 	216.64	DCR|3DMG|2AART|1VULN|1ASPD	128DMG|3VULN|4MULFIG|5LHND|6RCR|7ASPD|9aAART
171	25264 31216	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2ZMB	1DMG|29VULN|35ZMB|4MBVNT|6RCR|7BEXP|8CDMG|aASPD
172	25264 34216	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2ZMB	1DMG|29VULN|35ZMB|4MBVNT|6RCR|7FEWX|8CDMG|aASPD
173	23363 51163	   	193.60	DCR|2VULN|2DMG|1AART|1AAC|1DUR	12DMG|3aVULN|4MULFIG|5DUR|6AART|7AAC|8RCR|9RMIN
174	23231 31111	   	193.54	DCR|3DMG|2VULN|1ZMB|1DUR	126DMG|3ZMB|4ERES|5DUR|7RCR|8DUST|9aVULN
175	22611 33441	   	193.52	DCR|3DMG|2VULN|1MDPS|1CDMG|1AAC	149DMG|29BEXP|39VULN|5AAC|6RMIN|7MDPS|8RCR|9BPWR|aCDMG
176	25311 33441	   	193.52	DCR|3DMG|2VULN|1MDPS|1CDMG|1AAC	149DMG|29VULN|39BEXP|5AAC|6RMIN|7MDPS|8RCR|9BPWR|aCDMG
177	22261 41458	   	193.16	DCR|2VULN|2DMG|1ASPD|2ZMB	19DMG|2BEXP|39ZMB|4MBVNT|5aVULN|6ASPD|7RCR|89LHND|9BPWR
178	25223 14123	   	193.16	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3ZMB|4RMIN|5CDMG|7AART|8BEXP|9MLV|aRCR
179	25223 14623	   	193.16	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3ZMB|4RMIN|5CDMG|7AART|8FEWX|9MLV|aRCR
180	23346 33233	 * 	193.15	DCR|3DMG|2VULN|1NUKE|1CDMG	12aDMG|37VULN|4NUKE|5ERES|6RCR|8CDMG|9BELT
181	25146 33233	   	193.15	DCR|3DMG|2VULN|1NUKE|1CDMG	13aDMG|27VULN|4NUKE|5ERES|6RCR|8CDMG|9BELT
182	25223 13443	   	193.06	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1DMG|26VULN|3ZMB|4RMIN|5CDMG|7LWND|8AAC|9AART|aRCR
183	22261 41123	   	193.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	19DMG|2BEXP|3ZMB|4MBVNT|5VULN|6ASPD|7RCR|8DUST|aAART
184	24261 41123	   	193.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	19DMG|2FEWX|3ZMB|4MBVNT|5VULN|6ASPD|7RCR|8DUST|aAART
185	25265 41123	   	193.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	19DMG|2VULN|3ZMB|4MBVNT|5BEXP|6ASPD|7RCR|8DUST|aAART
186	25264 23414	   	192.92	DCR|3VULN|1AART|1DMG|2ZMB	1DMG|27aVULN|35ZMB|4MBVNT|6CGEN|8AART|9RCR
187	23233 31442	   	192.90	DCR|3DMG|1VULN|1AART|1ZMB	126DMG|3ZMB|4ERES|5FEWX|7RCR|8RMIN|9VULN|aAART
188	22616 31341	   	192.83	DCR|3VULN|3DMG	145DMG|26BEXP|39aVULN|7RCR|8ERES
189	23311 31344	   	192.83	DCR|3VULN|3DMG	125DMG|39aVULN|4CGEN|6AME|7RCR|8ERES
190	25111 31344	   	192.83	DCR|3VULN|3DMG	135DMG|29aVULN|4CGEN|6AME|7RCR|8ERES
191	25316 31341	   	192.83	DCR|3VULN|3DMG	145DMG|29aVULN|36BEXP|7RCR|8ERES
192	23216 31442	   	192.80	DCR|3DMG|1VULN|1AART|1ZMB	126DMG|3ZMB|4DUST|5ERES|7RCR|8RMIN|9VULN|aAART
193	23331 21344	   	192.73	DCR|3VULN|3DMG|1AAC	125DMG|39aVULN|4AAC|6CGEN|7RCR|8ERES
194	23331 31341	   	192.73	DCR|3VULN|3DMG|1AAC	125DMG|39aVULN|4AAC|6AME|7RCR|8ERES
195	23341 21344	   	192.73	DCR|3VULN|3DMG|1NUKE	125DMG|39aVULN|4NUKE|6CGEN|7RCR|8ERES
196	23341 31341	   	192.73	DCR|3VULN|3DMG|1NUKE	125DMG|39aVULN|4NUKE|6AME|7RCR|8ERES
197	23351 21344	   	192.73	DCR|3VULN|3DMG	125DMG|39aVULN|4TLV|6CGEN|7RCR|8ERES
198	23351 31341	   	192.73	DCR|3VULN|3DMG	125DMG|39aVULN|4TLV|6AME|7RCR|8ERES
199	25131 21344	   	192.73	DCR|3VULN|3DMG|1AAC	135DMG|29aVULN|4AAC|6CGEN|7RCR|8ERES
200	25131 31341	   	192.73	DCR|3VULN|3DMG|1AAC	135DMG|29aVULN|4AAC|6AME|7RCR|8ERES
201	25141 31341	   	192.73	DCR|3VULN|3DMG|1NUKE	135DMG|29aVULN|4NUKE|6AME|7RCR|8ERES
202	25151 31341	   	192.73	DCR|3VULN|3DMG	135DMG|29aVULN|4TLV|6AME|7RCR|8ERES
203	25264 33641	   	192.63	DCR|3VULN|2DMG|2ZMB|1AAC	1aDMG|289VULN|35ZMB|4MBVNT|6RCR|7AAC
204	25165 21211	   	192.56	DCR|3DMG|1VULN|1AART|1ASPD	138DMG|2VULN|4MULFIG|5LHND|6FEWX|7ASPD|9AART|aRCR
205	23365 21211	   	192.56	DCR|3DMG|1VULN|1AART|1ASPD	128DMG|3VULN|4MULFIG|5LHND|6FEWX|7ASPD|9AART|aRCR
206	22663 33411	 * 	192.15	DCR|3VULN|1MDPS|1ASPD|1DMG|1ZMB	1DMG|2BEXP|349VULN|5ZMB|6RMIN|7MDPS|8RCR|aASPD
207	25363 33411	   	192.15	DCR|3VULN|1MDPS|1ASPD|1DMG|1ZMB	1DMG|249VULN|3BEXP|5ZMB|6RMIN|7MDPS|8RCR|aASPD
208	23335 22225	   	192.12	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	12DMG|39VULN|4AAC|5RCVC|6BEXP|7ASPD|8CDMG|aRCR
209	23345 22225	   	192.12	DCR|2VULN|2DMG|1ASPD|1NUKE|1CDMG	12DMG|39VULN|4NUKE|5RCVC|6BEXP|7ASPD|8CDMG|aRCR
210	25135 22225	   	192.12	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	13DMG|29VULN|4AAC|5RCVC|6BEXP|7ASPD|8CDMG|aRCR
211	23226 11153	   	192.05	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	12DMG|3ZMB|4RPLT|5ASPD|67VULN|8DLOT|9DUR|aRCR
212	23335 52225	   	192.02	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	12DMG|39VULN|4AAC|5RCVC|6DUST|7ASPD|8CDMG|aRCR
213	25261 34482	   	191.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMG|289VULN|3ZMB|4MBVNT|5AELBLL|6RCR|7FEWX|aASPD
214	26261 41453	   	191.99	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR	19DMG|29LWND|3ZMB|4MBVNT|5VULN|69ASPD|7RCR|8LEGI|9BPWR|aDUR
215	22613 33411	 * 	191.91	DCR|2VULN|2DMG|1MDPS|1ASPD|1ZMB	14DMG|2BEXP|39VULN|5ZMB|6RMIN|7MDPS|8RCR|aASPD
216	22613 33416	 * 	191.91	DCR|2VULN|1MDPS|2DMG|1NUKE|1ZMB	14DMG|2BEXP|39VULN|5ZMB|6RMIN|7MDPS|8RCR|aNUKE
217	22663 33421	   	191.91	DCR|2VULN|2DMG|1MDPS|1ASPD|1ZMB	19DMG|2BEXP|34VULN|5ZMB|6RMIN|7MDPS|8RCR|aASPD
218	25313 33411	   	191.91	DCR|2VULN|2DMG|1MDPS|1ASPD|1ZMB	14DMG|29VULN|3BEXP|5ZMB|6RMIN|7MDPS|8RCR|aASPD
219	25313 33416	   	191.91	DCR|2VULN|1MDPS|2DMG|1NUKE|1ZMB	14DMG|29VULN|3BEXP|5ZMB|6RMIN|7MDPS|8RCR|aNUKE
220	25363 33421	   	191.91	DCR|2VULN|2DMG|1MDPS|1ASPD|1ZMB	19DMG|24VULN|3BEXP|5ZMB|6RMIN|7MDPS|8RCR|aASPD
221	25261 33643	   	191.89	DCR|3VULN|1ASPD|1DMG|1AAC|1ZMB	1DMG|289VULN|3ZMB|4MBVNT|5AELBLL|6RCR|7AAC|aASPD
222	26261 41711	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2LWND|3ZMB|4MBVNT|5VULN|6ASPD|7RCR|8LIT|9AART|aCDMG
223	25261 35241	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1aDMG|29VULN|3ZMB|4MBVNT|57AELBLL|6RCR|8ASPD
224	23346 33613	   	191.64	DCR|2VULN|2DMG|1NUKE|1ASPD|1ZMB	12DMG|37VULN|4NUKE|5ERES|6RCR|8ZMB|9MLV|aASPD
225	23346 33632	   	191.64	DCR|2VULN|2DMG|1ASPD|1NUKE|1ZMB	12DMG|37VULN|4NUKE|5ERES|6RCR|8ZMB|9BEXP|aASPD
226	25264 35243	   	191.59	DCR|2VULN|2ASPD|1DMG|2ZMB	1DMG|29VULN|35ZMB|4MBVNT|6RCR|7AELBLL|8aASPD
227	23366 51132	   	191.46	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	12DMG|39VULN|4MULFIG|5BEXP|6AART|7AAC|8RCR|aZMB
228	23226 16321	   	191.34	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8aRCVC
229	22616 31116	   	191.25	DCR|3DMG|2VULN|1CDMG	145DMG|26BEXP|39VULN|7RCR|8DUST|aCDMG
230	25316 31116	   	191.25	DCR|3DMG|2VULN|1CDMG	145DMG|29VULN|36BEXP|7RCR|8DUST|aCDMG
231	25162 32152	   	191.24	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	13DMG|2VULN|4MULFIG|5CGEN|6AME|7ASPD|8RCR|9AART|aZMB
232	23362 32152	   	191.24	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	12DMG|3VULN|4MULFIG|5CGEN|6AME|7ASPD|8RCR|9AART|aZMB
233	23331 32631	   	191.06	DCR|3DMG|2VULN|1ASPD|1AAC	125DMG|3aVULN|4AAC|68AME|7ASPD|9RCR
234	25131 32631	   	191.06	DCR|3DMG|2VULN|1ASPD|1AAC	135DMG|2aVULN|4AAC|68AME|7ASPD|9RCR
235	22267 33722	   	191.06	DCR|2VULN|2DMG|1ASPD|2ZMB	19DMG|2BEXP|39ZMB|4MBVNT|5RPLT|6LEGI|79VULN|8RCR|9BPWR|aASPD
236	23346 33251	 * 	191.02	DCR|2VULN|1MDPS|2DMG|1NUKE|1CDMG	12DMG|37VULN|4NUKE|5ERES|6RCR|8CDMG|9RMIN|aMDPS
237	23226 16322	   	191.02	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8RCVC|aFEWX
238	23226 16323	   	191.02	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8RCVC|aCGEN
239	23226 16332	   	191.02	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|6aVULN|7RCR|8RCVC|9BELT
240	25264 34483	   	190.99	DCR|4VULN|1DMG|2ZMB	1DMG|289aVULN|35ZMB|4MBVNT|6RCR|7FEWX
241	23331 14562	   	190.96	DCR|3DMG|2VULN|1ASPD|1AAC	125DMG|37VULN|4AAC|6DUST|8ASPD|9RCR|aCGEN
242	23311 12343	   	190.96	DCR|3DMG|2VULN|2SPLREG|1DUR	125DMG|38VULN|4CGEN|68DUST|78SPLREG|8BPWR|9DUR|aRCR
243	25111 12343	   	190.96	DCR|3DMG|2VULN|2SPLREG|1DUR	135DMG|28VULN|4CGEN|68DUST|78SPLREG|8BPWR|9DUR|aRCR
244	25316 12343	   	190.96	DCR|3DMG|2VULN|2SPLREG|1DUR	145DMG|28VULN|3BEXP|68TLV|78SPLREG|8BPWR|9DUR|aRCR
245	23331 61311	 * 	190.93	DCR|3DMG|1VULN|1ASPD|1CDMG|1AAC	125DMG|3VULN|4AAC|6LIT|7RCR|8ASPD|9DMSP|aCDMG
246	23331 61321	   	190.93	DCR|3DMG|1VULN|1ASPD|1CDMG|1AAC	125DMG|3VULN|4AAC|6LIT|7RCR|8ASPD|9AELBLL|aCDMG
247	23331 61361	   	190.93	DCR|3DMG|1VULN|1ASPD|1CDMG|1AAC	125DMG|3VULN|4AAC|6LIT|7RCR|8ASPD|9MULFIG|aCDMG
248	25131 61311	   	190.93	DCR|3DMG|1VULN|1ASPD|1CDMG|1AAC	135DMG|2VULN|4AAC|6LIT|7RCR|8ASPD|9DMSP|aCDMG
249	25131 61321	   	190.93	DCR|3DMG|1VULN|1ASPD|1CDMG|1AAC	135DMG|2VULN|4AAC|6LIT|7RCR|8ASPD|9AELBLL|aCDMG
250	25131 61361	   	190.93	DCR|3DMG|1VULN|1ASPD|1CDMG|1AAC	135DMG|2VULN|4AAC|6LIT|7RCR|8ASPD|9MULFIG|aCDMG
251	23226 16326	   	190.92	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8RCVC|aMBVNT
252	25151 12343	   	190.86	DCR|3DMG|2VULN|2SPLREG|1DUR	135DMG|28VULN|4TLV|68DUST|78SPLREG|8BPWR|9DUR|aRCR
253	23351 12343	   	190.86	DCR|3DMG|2VULN|2SPLREG|1DUR	125DMG|38VULN|4TLV|68DUST|78SPLREG|8BPWR|9DUR|aRCR
254	22613 53343	   	190.86	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB	14DMG|2BEXP|3VULN|5ZMB|68CDMG|7LWND|9AART|aRCR
255	25313 53343	   	190.86	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB	14DMG|2VULN|3BEXP|5ZMB|68CDMG|7LWND|9AART|aRCR
256	26313 51343	   	190.86	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB	14DMG|2LWND|3BEXP|5ZMB|68CDMG|7VULN|9AART|aRCR
257	23111 13315	   	190.83	DCR|3DMG|1VULN|1ASPD|1CDMG	125DMG|36DUST|4CGEN|7RCR|8CDMG|9VULN|aASPD
258	22613 33442	   	190.82	DCR|3DMG|2VULN|1MDPS|2ZMB	149DMG|2BEXP|39VULN|59ZMB|6RMIN|7MDPS|8RCR|9BPWR|aERES
259	22613 33443	   	190.82	DCR|3DMG|2VULN|1MDPS|2ZMB	149DMG|2BEXP|39VULN|59ZMB|6RMIN|7MDPS|8RCR|9BPWR|aDUST
260	23346 32251	   	190.65	DCR|3DMG|2VULN|1NUKE|2DUR	12aDMG|3aVULN|4NUKE|5ERES|6RCR|7VENFST|8DMSP|9aDUR|aBPWR
261	22315 11561	   	190.51	DCR|2VULN|2DMG|1ASPD|1CDMG	14DMG|2BEXP|3FEWX|5CDMG|67VULN|8ASPD|9RCVC|aRCR
262	23366 51133	   	190.49	DCR|2VULN|2DMG|1MDPS|1AART|1AAC	12DMG|39VULN|4MULFIG|5BEXP|6AART|7AAC|8RCR|aMDPS
263	25261 31216	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|29VULN|3ZMB|4MBVNT|5AELBLL|6RCR|7BEXP|8CDMG|aASPD
264	25261 34216	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|29VULN|3ZMB|4MBVNT|5AELBLL|6RCR|7FEWX|8CDMG|aASPD
265	25243 14133	   	190.29	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3ZMB|4TLV|5CDMG|7AART|8BEXP|9RMIN|aRCR
266	25223 13561	   	190.20	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|26VULN|3ZMB|4RMIN|5CDMG|7LWND|8ASPD|9RCVC|aRCR
267	22261 41418	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMG|2BEXP|3ZMB|4MBVNT|59aVULN|6ASPD|7RCR|8LHND
268	24261 41418	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMG|2FEWX|3ZMB|4MBVNT|59aVULN|6ASPD|7RCR|8LHND
269	25267 24311	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DMG|29VULN|3ZMB|4MBVNT|5RPLT|6BEXP|7ASPD|8AART|aRCR
270	22661 22225	 * 	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1DMG|26BEXP|349VULN|5AAC|7ASPD|8CDMG|aRCR
271	25361 22225	   	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	1DMG|249VULN|36BEXP|5AAC|7ASPD|8CDMG|aRCR
272	22261 41351	   	189.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMG|2BEXP|3ZMB|4MBVNT|59aVULN|6ASPD|7RCR|8ERES
273	24261 41351	   	189.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMG|2FEWX|3ZMB|4MBVNT|59aVULN|6ASPD|7RCR|8ERES
274	26261 41118	   	189.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMG|2LWND|3ZMB|4MBVNT|59aVULN|6ASPD|7RCR|8DUST
275	26261 41351	   	189.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMG|2LWND|3ZMB|4MBVNT|59aVULN|6ASPD|7RCR|8ERES
276	26261 41418	   	189.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMG|2LWND|3ZMB|4MBVNT|59aVULN|6ASPD|7RCR|8LEGI
277	23226 11523	 * 	189.89	4VULN|3DMG|3ASPD|1ZMB	12aDMG|3ZMB|4RPLT|58aASPD|679aVULN|aBPWR
278	23226 16112	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8MLV|aLHND
279	23226 16113	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8MLV|aBEXP
280	23226 16116	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8MLV|aBELT
281	23226 16212	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8CGEN|aLHND
282	23226 16213	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8CGEN|aBEXP
283	23226 16216	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8CGEN|aBELT
284	25263 44311	   	189.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DMG|29VULN|3ZMB|4MBVNT|5DUST|6RPLT|7ASPD|8AART|aRCR
285	22315 11541	   	189.76	DCR|2VULN|2DMG|1ASPD|1CDMG	14DMG|2BEXP|3FEWX|5CDMG|67VULN|8ASPD|9DMSP|aRCR
286	25261 31415	   	189.75	DCR|2DMG|2ASPD|1VULN|2ZMB	1aDMG|2VULN|3aZMB|4MBVNT|5AELBLL|6RCR|7BEXP|8aASPD|9RCVC|aBPWR
287	22261 41428	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	19DMG|2BEXP|3ZMB|4MBVNT|5aVULN|6ASPD|7RCR|8LHND
288	24261 41428	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	19DMG|2FEWX|3ZMB|4MBVNT|5aVULN|6ASPD|7RCR|8LHND
289	23226 16111	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8MLV|aTLV
290	23226 16114	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8MLV|aERES
291	23226 16211	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8CGEN|aTLV
292	23226 16214	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8CGEN|aERES
293	23226 16412	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8TLV|aFEWX
294	23226 16413	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8TLV|aCGEN
295	25261 23414	   	189.70	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|27aVULN|3ZMB|4MBVNT|5AELBLL|6CGEN|8AART|9RCR
296	21363 53143	   	189.70	DCR|2VULN|2DMG|1AART|1DUR	18DMG|2AELBLL|38VULN|4MULFIG|5DUR|6AART|78DUST|8BPWR|9RMIN|aRCR
297	23363 54233	   	189.70	DCR|2VULN|2DMG|1AART|1DUR	12DMG|39VULN|4MULFIG|5DUR|6AART|7LHND|8RMIN|aRCR
298	23365 53233	   	189.70	DCR|2VULN|2DMG|1AART|1DUR	12DMG|39VULN|4MULFIG|5LHND|6DUR|7AART|8RMIN|aRCR
299	34613 22521	 * 	189.68	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	1LWND|29RCVC|35CDMG|45DMG|5BPWR|6DUR|7VULN|8ASPD|aRCR
300	22663 33413	 * 	189.68	DCR|3VULN|2DMG|1MDPS|1ZMB	1aDMG|2BEXP|349VULN|5ZMB|6RMIN|7MDPS|8RCR
301	25363 33413	   	189.68	DCR|3VULN|2DMG|1MDPS|1ZMB	1aDMG|249VULN|3BEXP|5ZMB|6RMIN|7MDPS|8RCR
302	21331 22225	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	15DMG|2AELBLL|39VULN|4AAC|6BEXP|7ASPD|8CDMG|aRCR
303	21341 22225	   	189.66	DCR|2VULN|2DMG|1ASPD|1NUKE|1CDMG	15DMG|2AELBLL|39VULN|4NUKE|6BEXP|7ASPD|8CDMG|aRCR
304	22611 22225	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	14DMG|26BEXP|39VULN|5AAC|7ASPD|8CDMG|aRCR
305	25311 22225	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	14DMG|29VULN|36BEXP|5AAC|7ASPD|8CDMG|aRCR
306	25631 22225	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	15DMG|29VULN|3AELBLL|4AAC|6BEXP|7ASPD|8CDMG|aRCR
307	26261 41128	   	189.64	DCR|2VULN|2DMG|1ASPD|1ZMB	19DMG|2LWND|3ZMB|4MBVNT|5aVULN|6ASPD|7RCR|8DUST
308	26261 41428	   	189.64	DCR|2VULN|2DMG|1ASPD|1ZMB	19DMG|2LWND|3ZMB|4MBVNT|5aVULN|6ASPD|7RCR|8LEGI
309	23226 16411	   	189.64	DCR|2VULN|2DMG|1ASPD|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|69VULN|7RCR|8aTLV
310	25261 34435	   	189.61	DCR|3VULN|2DMG|1AAC|1ZMB	1aDMG|28aVULN|3ZMB|4MBVNT|5AELBLL|6RCR|7aFEWX|9AAC|aBPWR
311	25163 53233	   	189.60	DCR|2VULN|2DMG|1AART|1DUR	13DMG|29VULN|4MULFIG|5DUR|6AART|7DUST|8RMIN|aRCR
312	23363 53233	   	189.60	DCR|2VULN|2DMG|1AART|1DUR	12DMG|39VULN|4MULFIG|5DUR|6AART|7DUST|8RMIN|aRCR
313	21331 52225	   	189.56	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	15DMG|2AELBLL|39VULN|4AAC|6DUST|7ASPD|8CDMG|aRCR
314	21341 52225	   	189.56	DCR|2VULN|2DMG|1ASPD|1NUKE|1CDMG	15DMG|2AELBLL|39VULN|4NUKE|6DUST|7ASPD|8CDMG|aRCR
315	23336 32225	   	189.56	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	12DMG|39VULN|4AAC|5ERES|6AME|7ASPD|8CDMG|aRCR
316	23346 22225	   	189.56	DCR|2VULN|2DMG|1ASPD|1NUKE|1CDMG	12DMG|39VULN|4NUKE|5ERES|6CGEN|7ASPD|8CDMG|aRCR
317	25136 32225	   	189.56	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	13DMG|29VULN|4AAC|5ERES|6AME|7ASPD|8CDMG|aRCR
318	23233 31445	   	189.50	DCR|3DMG|2VULN|1ZMB	126DMG|3ZMB|4ERES|5FEWX|7RCR|8RMIN|9aVULN
319	22612 23441	   	189.45	DCR|3DMG|2VULN|1CDMG	149DMG|2BEXP|39VULN|5DUST|6LWND|79LHND|8RCR|9BPWR|aCDMG
320	25223 41531	   	189.45	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|27VULN|3ZMB|4RMIN|5CDMG|69LHND|8ASPD|aRCR
321	23363 51131	   	189.43	DCR|2VULN|2DMG|1AART|1AAC|1DUR	12DMG|39VULN|4MULFIG|5DUR|6AART|7AAC|8RCR|aLIT
322	23363 51134	   	189.43	DCR|2VULN|2DMG|1AART|1AAC|1DUR	12DMG|39VULN|4MULFIG|5DUR|6AART|7AAC|8RCR|aLHND
323	23363 51135	   	189.43	DCR|2VULN|2DMG|1AART|1AAC|1DUR	12DMG|39VULN|4MULFIG|5DUR|6AART|7AAC|8RCR|aAME
324	23363 51136	   	189.43	DCR|2VULN|2DMG|1AART|1AAC|1DUR	12DMG|39VULN|4MULFIG|5DUR|6AART|7AAC|8RCR|aRPLT
325	25163 51131	   	189.43	DCR|2VULN|2DMG|1AART|1AAC|1DUR	13DMG|29VULN|4MULFIG|5DUR|6AART|7AAC|8RCR|aLIT
326	25261 33641	   	189.41	DCR|3VULN|2DMG|1AAC|1ZMB	1aDMG|289VULN|3ZMB|4MBVNT|5AELBLL|6RCR|7AAC
327	23346 33633	   	189.41	DCR|3VULN|2DMG|1NUKE|1ZMB	12DMG|37aVULN|4NUKE|5ERES|6RCR|8ZMB|9BEXP
328	23365 63331	   	189.39	DCR|2VULN|2DMG|1AART	12DMG|39VULN|4MULFIG|5LHND|6RCR|7AART|8RMIN|aLIT
329	23316 63412	   	189.36	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|37VULN|4CGEN|5ERES|6MBVNT|8AART|9RCR|aZMB
330	25116 63412	   	189.36	DCR|2VULN|2DMG|1AART|1ZMB	13DMG|27VULN|4CGEN|5ERES|6MBVNT|8AART|9RCR|aZMB
331	23363 51113	   	189.33	DCR|2VULN|2DMG|1AART|1AAC|1DUR	12DMG|3aVULN|4MULFIG|5DUR|6AART|7AAC|8RCR|9TLV
332	23363 51123	   	189.33	DCR|2VULN|2DMG|1AART|1AAC|1DUR	12DMG|3aVULN|4MULFIG|5DUR|6AART|7AAC|8RCR|9ERES
333	25163 51113	   	189.33	DCR|2VULN|2DMG|1AART|1AAC|1DUR	13DMG|2aVULN|4MULFIG|5DUR|6AART|7AAC|8RCR|9TLV
334	25163 51123	   	189.33	DCR|2VULN|2DMG|1AART|1AAC|1DUR	13DMG|2aVULN|4MULFIG|5DUR|6AART|7AAC|8RCR|9ERES
335	23231 32663	   	189.32	DCR|3DMG|1AART|1ASPD|1ZMB|1DUR	126DMG|3ZMB|4ERES|5DUR|7ASPD|8AME|9RCR|aAART
336	23365 63313	   	189.29	DCR|2VULN|2DMG|1AART	12DMG|3aVULN|4MULFIG|5LHND|6RCR|7AART|8RMIN|9TLV
