0	Index      	 *	Score 	Summary	Detail	
1	13252 11463	 * 	214.63	DCR|3DMG|1AART|1VULN|1ASPD|1NUKE	1LIT|258DMG|3ASPD|4AART|6VULN|7CGEN|9RCR|aNUKE
165	13531 15142	   	190.93	DCR|3VULN|2DMG|2DUR|1AAC	19LIT|29DMG|3LWND|45DUR|69aVULN|7RCR|8AAC|9BPWR
166	12231 13214	   	190.81	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4DMG|5DUR|6VULN|7BELT|8AART|9CDMG|aRCR
167	12231 11152	   	190.76	DCR|2VULN|2DMG|1ASPD|1DUR	1LIT|2RMIN|3ASPD|47DMG|5DUR|6aVULN|8AME|9RCR
168	12231 12252	   	190.76	DCR|2VULN|2DMG|1ASPD|1DUR	1LIT|2RMIN|3ASPD|48DMG|5DUR|6aVULN|7CGEN|9RCR
169	56113 31163	 * 	190.73	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1MULFIG|2aAART|3RMIN|4ASPD|5VULN|6DUR|7MDPS|8RCR|9CDMG
170	34442 16252	 * 	190.68	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2MBVNT|3DMSP|4AART|5SPLARM|6RCR|7ASPD|8DMG|9VULN|aCDMG
171	12221 11252	   	190.66	DCR|2VULN|2DMG|1ASPD|1DUR	1LIT|2RMIN|3ASPD|4ERES|5DUR|6aVULN|78DMG|9RCR
172	13262 26341	   	190.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8FEWX|9DUR|aZMB
173	22122 51625	   	190.59	DCR|4VULN|1ASPD|1DUR	1TLV|2589VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|aDUR
174	13262 26511	   	190.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8DUR|9DUST|aZMB
175	34442 16271	 * 	190.51	DCR|1SPLARM|2AART|1VULN|1ASPD|1DMG	1MLV|2MBVNT|3DMSP|49AART|5SPLARM|6RCR|7ASPD|8DMG|aVULN
176	32322 51221	   	190.41	DCR|3VULN|1AART|1ASPD	1MLV|239VULN|4RMIN|5AME|6ASPD|7RCR|8DMSP|aAART
177	32322 51521	   	190.41	DCR|3VULN|1AART|1ASPD	18MLV|239VULN|4RMIN|5AME|6ASPD|7RCR|aAART
178	32323 12141	   	190.34	DCR|3VULN|1AART|1ASPD	1MLV|235VULN|4RMIN|6RCVC|7ASPD|8RCR|9ERES|aAART
179	32323 12161	   	190.34	DCR|3VULN|1AART|1ASPD	1MLV|235VULN|4RMIN|6RCVC|7ASPD|8RCR|9TLV|aAART
180	22322 51221	   	190.31	DCR|3VULN|1AART|1ASPD	1TLV|239VULN|4RMIN|5MLV|6ASPD|7RCR|8DMSP|aAART
181	22322 51521	   	190.31	DCR|3VULN|1AART|1ASPD	1TLV|239VULN|4RMIN|58MLV|6ASPD|7RCR|aAART
182	22335 51221	   	190.31	DCR|3VULN|1AART|1ASPD	1TLV|239VULN|4MLV|5RMIN|6ASPD|7RCR|8DMSP|aAART
183	22335 51521	   	190.31	DCR|3VULN|1AART|1ASPD	1TLV|239VULN|48MLV|5RMIN|6ASPD|7RCR|aAART
184	32122 51221	   	190.31	DCR|3VULN|1AART|1ASPD	1MLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8DMSP|aAART
185	32122 51521	   	190.31	DCR|3VULN|1AART|1ASPD	18MLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|aAART
186	22323 12141	   	190.24	DCR|3VULN|1AART|1ASPD	1TLV|235VULN|4RMIN|6RCVC|7ASPD|8RCR|9ERES|aAART
187	11443 43221	   	190.23	DCR|2AART|1VULN|1ASPD|1DMG	1LIT|2DUST|3RMIN|4CGEN|5VULN|6RCR|79AART|8ASPD|aDMG
188	12343 43221	   	190.23	DCR|2AART|1VULN|1ASPD|1DMG	1LIT|2RMIN|3DUST|4CGEN|5VULN|6RCR|79AART|8ASPD|aDMG
189	22122 51221	   	190.21	DCR|3VULN|1AART|1ASPD	1TLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8DMSP|aAART
190	22122 51632	   	190.21	DCR|3VULN|1AART|1ASPD	1TLV|258VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|9LWND|aAART
191	22323 31462	   	190.21	DCR|3VULN|1AART|1DMG|1AAC	1TLV|235VULN|4RMIN|6FEWX|7RCR|8AAC|9DMG|aAART
192	34323 18611	 * 	190.18	DCR|2VULN|2DMG|3CDMG	19MLV|2MBVNT|35VULN|4DLOT|69aCDMG|7RCR|89DMG|9BPWR
193	22115 51621	   	190.11	DCR|3VULN|1AART|1ASPD	1TLV|289VULN|34ERES|5RMIN|6ASPD|7RCR|aAART
194	22121 51621	   	190.11	DCR|3VULN|1AART|1ASPD	1TLV|289VULN|35ERES|4RMIN|6ASPD|7RCR|aAART
195	22126 51621	   	190.11	DCR|3VULN|1AART|1ASPD	15TLV|289VULN|3ERES|4RMIN|6ASPD|7RCR|aAART
196	22323 41462	   	190.11	DCR|3VULN|1AART|1DMG|1AAC	1TLV|235VULN|4RMIN|6DUST|7RCR|8AAC|9DMG|aAART
197	34323 18354	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2MBVNT|35VULN|4DLOT|6CDMG|7RCR|8AART|9DUR|aDMG
198	24323 18611	   	189.98	DCR|2VULN|2DMG|3CDMG	19TLV|2MBVNT|35VULN|4DLOT|69aCDMG|7RCR|89DMG|9BPWR
199	13262 42352	   	189.97	DCR|3VULN|2ASPD|1DMG	1LIT|2DMG|34ASPD|568VULN|7LHND|9RCR|aFEWX
200	13262 42353	   	189.97	DCR|3VULN|2ASPD|1DMG	1LIT|2DMG|34ASPD|568VULN|7LHND|9RCR|aLWND
201	13262 43352	   	189.97	DCR|3VULN|2ASPD|1DMG	1LIT|2DMG|34ASPD|568VULN|7aFEWX|9RCR
202	31236 11254	   	189.97	DCR|3VULN|2ASPD|1DMG	1MLV|2LIT|3aASPD|4DMG|568VULN|7AME|9RCR
203	34583 42331	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|2MBVNT|3DUR|45aVULN|6RCR|7LHND|8ASPD|9DMG
204	34332 44331	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|2MBVNT|37aVULN|4LHND|5DUR|6RCR|8ASPD|9DMG
205	34533 44331	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|2MBVNT|3DUR|4LHND|57aVULN|6RCR|8ASPD|9DMG
206	34584 44331	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|2MBVNT|3DUR|47aVULN|5LWND|6RCR|8ASPD|9DMG
207	13251 44331	   	189.90	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2DMG|3ASPD|4AART|5CDMG|6CGEN|7VULN|8RCR|9ZMB|aFEWX
208	13251 44332	   	189.90	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2DMG|3ASPD|4AART|5CDMG|6CGEN|7VULN|8RCR|9ZMB|aBEXP
209	24323 18354	   	189.89	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2MBVNT|35VULN|4DLOT|6CDMG|7RCR|8AART|9DUR|aDMG
210	21236 11354	   	189.87	DCR|3VULN|2ASPD|1DMG	1TLV|2LIT|3aASPD|4DMG|568VULN|7MLV|9RCR
211	31236 12354	   	189.87	DCR|3VULN|2ASPD|1DMG	1MLV|2LIT|3aASPD|4DMG|568VULN|7ERES|9RCR
212	24583 42331	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|2MBVNT|3DUR|45aVULN|6RCR|7LHND|8ASPD|9DMG
213	24332 44331	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|2MBVNT|37aVULN|4LHND|5DUR|6RCR|8ASPD|9DMG
214	24533 44331	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|2MBVNT|3DUR|4LHND|57aVULN|6RCR|8ASPD|9DMG
215	24584 44331	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|2MBVNT|3DUR|47aVULN|5LWND|6RCR|8ASPD|9DMG
216	11613 23231	 * 	189.83	DCR|2VULN|2AART|2ASPD	19LIT|25DUST|37AART|4LEGI|69ASPD|89VULN|9BPWR|aRCR
217	34332 41233	 * 	189.82	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	19MLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|79DMG|8MDPS|9BPWR|aASPD
218	34332 42433	   	189.82	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	19MLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|7MDPS|89DMG|9BPWR|aASPD
219	21236 12354	   	189.77	DCR|3VULN|2ASPD|1DMG	1TLV|2LIT|3aASPD|4DMG|568VULN|7ERES|9RCR
220	11241 43241	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1LIT|2DUST|3DUR|4VULN|5AELBLL|6RCR|7AART|89ASPD|aDMG
221	13343 43243	   	189.75	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1LIT|2DMG|3DUST|4CGEN|5VULN|6RCR|7AART|89ASPD|aDUR
222	13262 13252	   	189.73	DCR|2VULN|2DMG|2ASPD	1LIT|28DMG|34ASPD|5aVULN|6BEXP|7FEWX|9RCR
223	13263 43252	   	189.73	DCR|2VULN|2DMG|2ASPD	1LIT|28DMG|34ASPD|5LWND|6aVULN|7FEWX|9RCR
224	34332 44337	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|2MBVNT|37VULN|4LHND|5DUR|6RCR|8ASPD|9aDMG
225	34533 44337	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|2MBVNT|3DUR|4LHND|57VULN|6RCR|8ASPD|9aDMG
226	41153 51333	   	189.64	DCR|3VULN|1AART|1ASPD	1LHND|2AART|3LIT|45aVULN|6RCR|7RMIN|8ASPD|9AELBLL
227	22423 31612	   	189.63	DCR|3VULN|2AART	1TLV|258VULN|3RCVC|4RMIN|6FEWX|7RCR|9aAART
228	13262 33252	   	189.63	DCR|2VULN|2DMG|2ASPD	1LIT|28DMG|34ASPD|5aVULN|6DUST|7FEWX|9RCR
229	24332 41233	   	189.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	19TLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|79DMG|8MDPS|9BPWR|aASPD
230	24332 42433	   	189.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	19TLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|7MDPS|89DMG|9BPWR|aASPD
231	22243 41612	   	189.62	DCR|3VULN|2AART|1ZMB	1TLV|258VULN|3ZMB|4AELBLL|6DUST|7RCR|9aAART
232	22312 15562	   	189.60	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB	1TLV|237VULN|4LWND|5ZMB|6ASPD|8AAC|9RCR|aAART
233	22352 12562	   	189.60	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB	1TLV|237VULN|4LHND|5ZMB|6ASPD|8AAC|9RCR|aAART
234	22311 15362	   	189.60	DCR|3VULN|1AART|1ASPD|1ZMB	1TLV|237VULN|4LWND|5ERES|6ASPD|8ZMB|9RCR|aAART
235	22351 12362	   	189.60	DCR|3VULN|1AART|1ASPD|1ZMB	1TLV|237VULN|4LHND|5ERES|6ASPD|8ZMB|9RCR|aAART
236	13262 22623	   	189.57	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|57VULN|6CDMG|8RCVC|9RCR|aMLV
237	13262 22626	   	189.57	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|57VULN|6CDMG|8RCVC|9RCR|aFEWX
238	22423 41612	   	189.53	DCR|3VULN|2AART	1TLV|258VULN|3RCVC|4RMIN|6DUST|7RCR|9aAART
239	22223 41612	   	189.52	DCR|3VULN|2AART|1ZMB	14TLV|258VULN|3ZMB|6DUST|7RCR|9aAART
240	22423 31614	   	189.51	DCR|4VULN|1AART	1aTLV|258aVULN|3RCVC|4RMIN|6aFEWX|7RCR|9AART|aBPWR
241	13262 26316	   	189.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1LIT|2aDMG|34ASPD|5VULN|6CDMG|7RCR|8FEWX|9DUST
242	13262 22621	   	189.47	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|57VULN|6CDMG|8RCVC|9RCR|aMSLREG
243	13262 22625	   	189.47	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|57VULN|6CDMG|8RCVC|9RCR|aMBVNT
244	42133 32362	   	189.46	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|24DMG|34ERES|4BPWR|57VULN|6CGEN|8ZMB|9RCR|aAART
245	24583 41432	   	189.36	DCR|4VULN|1AART|1DUR	1TLV|2MBVNT|3DUR|4579VULN|6RCR|8AME|aAART
246	42133 62362	   	189.36	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|24DMG|34ERES|4BPWR|57VULN|6TLV|8ZMB|9RCR|aAART
247	11241 43631	   	189.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1LIT|2DUST|3DUR|4VULN|5AELBLL|6RCR|7AART|8CDMG|9aDMG
248	41612 33152	   	189.28	DCR|2ASPD|1AART|1VULN|1CDMG|2DUR	1LHND|2AART|38DUR|49ASPD|5CDMG|6FEWX|7RCR|aVULN
249	32323 22555	   	189.21	DCR|3VULN|1ASPD|1CDMG|1ZMB	1MLV|235VULN|4RMIN|6ZMB|7ASPD|8LIT|9RCR|aCDMG
250	41612 13152	   	189.18	DCR|2ASPD|1AART|1VULN|1CDMG|2DUR	1LHND|2AART|38DUR|49ASPD|5CDMG|6DUST|7RCR|aVULN
251	42133 11362	   	189.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	17LHND|24DMG|34ERES|4BPWR|5VULN|6ASPD|8ZMB|9RCR|aAART
252	22323 22555	   	189.11	DCR|3VULN|1ASPD|1CDMG|1ZMB	1TLV|235VULN|4RMIN|6ZMB|7ASPD|8LIT|9RCR|aCDMG
253	13531 11652	   	189.06	DCR|2VULN|2DMG|1ASPD|2DUR	1LIT|27DMG|3LWND|45DUR|6aVULN|8ASPD|9RCR
254	22122 51366	   	188.73	DCR|2VULN|1ASPD|1DMG|1NUKE	1TLV|25VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8CGEN|9DMG|aNUKE
255	42423 21621	   	188.65	DCR|3VULN|1AART|1DMG	1LHND|2DMG|36RCVC|4TLV|589VULN|7RCR|aAART
256	42431 21621	   	188.65	DCR|3VULN|1AART|1DMG	1LHND|2DMG|36RCVC|489VULN|5ERES|7RCR|aAART
257	42433 21621	   	188.65	DCR|3VULN|1AART|1DMG	1LHND|2DMG|36RCVC|489VULN|5TLV|7RCR|aAART
258	12251 52341	   	188.62	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4AART|5CDMG|6DUR|7aDMG|8RCR|9LWND
259	12251 52351	   	188.62	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4AART|5CDMG|6DUR|7aDMG|8RCR|9LHND
260	64232 13613	 * 	188.55	DCR|2VULN|3ZMB|1DMG|2DUR	18BEXP|235ZMB|48VULN|68DUR|7RCR|8BPWR|9SPLREG|aDMG
261	42323 62124	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1LHND|2DMG|35VULN|4DLOT|6DMSP|7RCR|8ZMB|9CDMG|aASPD
262	12343 43241	   	188.38	DCR|2ASPD|1AART|1VULN|1DMG	1LIT|2RMIN|3DUST|4CGEN|5VULN|6RCR|7AART|89ASPD|aDMG
263	22321 21612	   	188.35	DCR|3VULN|2AART	1TLV|238VULN|4RMIN|5FEWX|6RCVC|7RCR|9aAART
264	22345 21612	   	188.35	DCR|3VULN|2AART	1TLV|238VULN|4BEXP|5RMIN|6RCVC|7RCR|9aAART
265	22365 21612	   	188.35	DCR|3VULN|2AART	1TLV|238VULN|4FEWX|5RMIN|6RCVC|7RCR|9aAART
266	13236 66212	 * 	188.29	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	1LIT|2DMG|38ASPD|4NUKE|5aVULN|6RPLT|7CDMG|9RCR
267	22321 21614	   	188.23	DCR|4VULN|1AART	1aTLV|238aVULN|4RMIN|5aFEWX|6RCVC|7RCR|9AART|aBPWR
268	42331 12366	   	188.22	DCR|2VULN|1ASPD|1DMG|1NUKE|1ZMB	14LHND|2DMG|37VULN|5ERES|6ASPD|8ZMB|9RCR|aNUKE
269	42333 12366	   	188.22	DCR|2VULN|1ASPD|1DMG|1NUKE|1ZMB	14LHND|2DMG|37VULN|5TLV|6ASPD|8ZMB|9RCR|aNUKE
270	31254 33734	   	188.19	DCR|2VULN|2ASPD|1AART|1ZMB	1aMLV|2LIT|3aASPD|4AART|5MBVNT|6ERES|7ZMB|8RCR|9aVULN|aBPWR
271	22315 21621	   	188.13	DCR|4VULN|1AART	1TLV|2389VULN|4LWND|5RMIN|6RCVC|7RCR|aAART
272	22355 21621	   	188.13	DCR|4VULN|1AART	1TLV|2389VULN|4LHND|5RMIN|6RCVC|7RCR|aAART
273	42113 12366	   	188.12	DCR|2VULN|1ASPD|1DMG|1NUKE|1ZMB	1LHND|2DMG|34ERES|57VULN|6ASPD|8ZMB|9RCR|aNUKE
274	34382 13744	   	188.08	DCR|4VULN|1ASPD|1ZMB|1DUR	1MLV|2MBVNT|3489VULN|5ZMB|6ASPD|7DUR|aRCR
275	21254 33734	   	187.99	DCR|2VULN|2ASPD|1AART|1ZMB	1aTLV|2LIT|3aASPD|4AART|5MBVNT|6ERES|7ZMB|8RCR|9aVULN|aBPWR
276	34384 11374	   	187.99	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB	1MLV|2MBVNT|34VULN|56ASPD|7MDPS|8RCR|9AART|aZMB
277	13363 24231	   	187.99	DCR|2VULN|2DMG|1AART|1DUR	19LIT|29DMG|34DUST|5RCVC|6DUR|7AART|89VULN|9BPWR|aRCR
278	32312 16436	   	187.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1MLV|239VULN|4LWND|5ZMB|6ASPD|7ERES|8RCR|aDMG
279	12343 43631	   	187.93	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2RMIN|3DUST|4CGEN|5VULN|6RCR|7AART|8CDMG|9aDMG
280	41211 62126	   	187.91	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB	13LHND|2aAART|4ASPD|5VULN|6DMSP|7RCR|8ZMB|9CDMG
281	22312 16436	   	187.89	DCR|3VULN|1DMG|1ASPD|1ZMB	1TLV|239VULN|4LWND|5ZMB|6ASPD|7ERES|8RCR|aDMG
282	41153 51331	   	187.88	DCR|2VULN|2AART|1ASPD	1LHND|2aAART|3LIT|45VULN|6RCR|7RMIN|8ASPD|9AELBLL
283	22313 51616	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	15TLV|238VULN|4LWND|6ASPD|7RCR|9DUR|aDMG
284	22312 21626	   	187.81	DCR|4VULN|1DMG|1ZMB	1TLV|2389VULN|4LWND|5ZMB|6RCVC|7RCR|aDMG
285	22342 21626	   	187.81	DCR|4VULN|1DMG|1ZMB	1TLV|2389VULN|4BEXP|5ZMB|6RCVC|7RCR|aDMG
286	22352 21626	   	187.81	DCR|4VULN|1DMG|1ZMB	1TLV|2389VULN|4LHND|5ZMB|6RCVC|7RCR|aDMG
287	24311 41772	   	187.73	DCR|3VULN|1AART|1DMG	1TLV|2MBVNT|378VULN|4BEXP|5RCVC|6RCR|9DMG|aAART
288	13262 41622	   	187.60	DCR|1SPLARM|2VULN|2ASPD|1DMG|1SELL	1LIT|2DMG|34ASPD|56VULN|7SELL|8RCVC|9RCR|aSPLARM
289	22325 31612	   	187.59	DCR|3VULN|2AART|2RMIN	1TLV|238VULN|45RMIN|6FEWX|7RCR|9aAART
290	13361 24231	   	187.56	DCR|2VULN|2DMG|1AART|1DUR	19LIT|29DMG|34DUST|5DUR|6RCVC|7AART|89VULN|9BPWR|aRCR
291	34323 12617	 * 	187.53	DCR|3VULN|2DMG|1CDMG	19MLV|2MBVNT|359VULN|4DLOT|6CDMG|7BEXP|89DMG|9BPWR|aRCR
292	42133 21625	   	187.52	DCR|3VULN|2DMG|1DUR	1LHND|24DMG|34ERES|4BPWR|589VULN|6RCVC|7RCR|aDUR
293	13343 43236	 * 	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE	1LIT|2DMG|3DUST|4CGEN|5aVULN|6RCR|7AART|8ASPD|9NUKE
294	22325 41612	   	187.49	DCR|3VULN|2AART|2RMIN	1TLV|238VULN|45RMIN|6DUST|7RCR|9aAART
295	22325 31614	   	187.46	DCR|4VULN|1AART|2RMIN	1aTLV|238aVULN|45RMIN|6aFEWX|7RCR|9AART|aBPWR
296	12235 21352	   	187.39	DCR|2VULN|2ASPD|1DMG|1DUR	1LIT|2RMIN|35ASPD|4DMG|6DUR|7AME|8aVULN|9RCR
297	24323 12617	   	187.33	DCR|3VULN|2DMG|1CDMG	19TLV|2MBVNT|359VULN|4DLOT|6CDMG|7BEXP|89DMG|9BPWR|aRCR
298	12235 22352	   	187.29	DCR|2VULN|2ASPD|1DMG|1DUR	1LIT|2RMIN|35ASPD|4DMG|6DUR|7ERES|8aVULN|9RCR
299	13262 26332	   	187.26	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8FEWX|9SPLREG|aDUR
300	13262 26531	   	187.26	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8DUR|9SPLREG|aRPLT
301	13262 26533	   	187.26	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8DUR|9SPLREG|aLHND
302	32323 22554	   	187.18	DCR|3VULN|2ASPD|1ZMB	1MLV|235VULN|4RMIN|6ZMB|7aASPD|8LIT|9RCR
303	13343 43231	   	187.18	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1MSE	1LIT|2DMG|3DUST|4CGEN|5VULN|6RCR|7AART|8ASPD|9NUKE|aMSE
304	13343 43232	   	187.18	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE	1LIT|2DMG|3aDUST|4CGEN|5VULN|6RCR|7AART|8ASPD|9NUKE
305	13343 43233	   	187.18	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE	1LIT|2DMG|3DUST|4CGEN|5VULN|6RCR|7AART|8ASPD|9NUKE|aBEXP
306	13343 43234	   	187.18	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE	1LIT|2DMG|3DUST|4CGEN|5VULN|6RCR|7AART|8ASPD|9NUKE|aBELT
307	13343 43235	   	187.18	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1DUR	1LIT|2DMG|3DUST|4CGEN|5VULN|6RCR|7AART|8ASPD|9NUKE|aDUR
308	12251 52312	   	187.11	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4aAART|5CDMG|6DUR|7DMG|8RCR|9AELBLL
309	22323 22554	   	187.08	DCR|3VULN|2ASPD|1ZMB	1TLV|235VULN|4RMIN|6ZMB|7aASPD|8LIT|9RCR
310	42334 13351	   	187.03	DCR|3VULN|2DMG|2ZMB	14aLHND|2aDMG|368VULN|5LIT|7aZMB|9RCR|aBPWR
311	32322 51226	   	186.69	DCR|3VULN|1ASPD|1DMG	1MLV|239VULN|4RMIN|5AME|6ASPD|7RCR|8DMSP|aDMG
312	32322 51526	   	186.69	DCR|3VULN|1ASPD|1DMG	18MLV|239VULN|4RMIN|5AME|6ASPD|7RCR|aDMG
313	32323 12146	   	186.63	DCR|3VULN|1ASPD|1DMG	1MLV|235VULN|4RMIN|6RCVC|7ASPD|8RCR|9ERES|aDMG
314	32323 12166	   	186.63	DCR|3VULN|1ASPD|1DMG	1MLV|235VULN|4RMIN|6RCVC|7ASPD|8RCR|9TLV|aDMG
315	12264 32523	   	186.60	DCR|2VULN|1MDPS|2ASPD|1AART|1AAC	1LIT|2RMIN|34ASPD|5MDPS|69VULN|7RCR|8AAC|aAART
316	22322 51226	   	186.59	DCR|3VULN|1DMG|1ASPD	1TLV|239VULN|4RMIN|5MLV|6ASPD|7RCR|8DMSP|aDMG
317	22322 51526	   	186.59	DCR|3VULN|1ASPD|1DMG	1TLV|239VULN|4RMIN|58MLV|6ASPD|7RCR|aDMG
318	22335 51226	   	186.59	DCR|3VULN|1DMG|1ASPD	1TLV|239VULN|4MLV|5RMIN|6ASPD|7RCR|8DMSP|aDMG
319	32122 51226	   	186.59	DCR|3VULN|1ASPD|1DMG	1MLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8DMSP|aDMG
320	32122 51526	   	186.59	DCR|3VULN|1ASPD|1DMG	18MLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|aDMG
321	22413 51621	   	186.58	DCR|3VULN|1AART|1ASPD	15TLV|289VULN|3RCVC|4LWND|6ASPD|7RCR|aAART
322	22323 12146	   	186.53	DCR|3VULN|1DMG|1ASPD	1TLV|235VULN|4RMIN|6RCVC|7ASPD|8RCR|9ERES|aDMG
323	12251 44321	   	186.51	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1LIT|2RMIN|3ASPD|4AART|5CDMG|6CGEN|7VULN|8RCR|9FEWX|aDMG
324	12251 44333	   	186.51	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1LIT|2RMIN|3ASPD|4AART|5CDMG|6CGEN|7VULN|8RCR|9RPLT|aDMG
325	22122 51226	   	186.49	DCR|3VULN|1ASPD|1DMG	1TLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8DMSP|aDMG
326	22122 51636	   	186.49	DCR|3VULN|1DMG|1ASPD	1TLV|258VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|9LWND|aDMG
327	56113 12712	   	186.44	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1MULFIG|2AART|3RMIN|4ASPD|59VULN|6MBVNT|7DMG|8AAC|aRCR
328	32323 31512	   	186.42	DCR|3VULN|2AART	18MLV|235VULN|4RMIN|6FEWX|7RCR|9aAART
329	32324 52522	   	186.41	DCR|3VULN|1AART|1DMG	1MLV|237VULN|4RMIN|5AART|6LIT|8MULARM|9RCR|aDMG
330	22121 51626	   	186.39	DCR|3VULN|1DMG|1ASPD	1TLV|289VULN|35ERES|4RMIN|6ASPD|7RCR|aDMG
331	32323 31514	   	186.39	DCR|4VULN|1AART	18aMLV|235aVULN|4RMIN|6aFEWX|7RCR|9AART|aBPWR
332	13262 22143	   	186.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|57VULN|6CDMG|8AME|9LHND|aRCR
333	13262 22313	   	186.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|57VULN|6CDMG|8LWND|9CGEN|aRCR
334	12264 32413	   	186.38	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG	19LIT|2RMIN|34ASPD|5MDPS|6VULN|7RCR|8DMG|aAART
