0	Index      	 *	Score 	Summary	Detail	
1	35215 52221	 * 	197.00	ACR|3VULN|2DMG|1AART|2RCVC|1DUR	14RCVC|2RCR|368VULN|5aDMG|7AART|9DUR
169	35231 23463	   	173.24	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2RCR|3VULN|4DUR|5BELT|6FEWX|7aDMG|8CDMG|9AART
170	35231 33463	   	173.24	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2RCR|3VULN|4DUR|5BELT|6BEXP|7aDMG|8CDMG|9AART
171	35232 36112	   	173.24	ACR|2VULN|2DMG|2CDMG|1DUR	1RCVC|2RCR|35VULN|4DUR|68CDMG|79DMG|aTLV
172	35232 36115	   	173.24	ACR|2VULN|2DMG|2CDMG|1DUR	1RCVC|2RCR|35VULN|4DUR|68CDMG|79DMG|aERES
173	35232 36114	   	173.09	ACR|2VULN|2DMG|2CDMG|1DUR|1SELL	1RCVC|2RCR|35VULN|4DUR|68CDMG|79DMG|aSELL
174	64144 44368	 * 	173.03	ACR|2VULN|3ZMB|1DMG|2CDMG|1DUR	1MBVNT|24aZMB|3LHND|5RCR|6aCDMG|7DMG|8DUR|9aVULN|aBPWR
175	64444 44368	   	173.03	ACR|2VULN|3ZMB|1DMG|2CDMG|1DUR	1MBVNT|24aZMB|3LWND|5RCR|6aCDMG|7DMG|8DUR|9aVULN|aBPWR
176	64344 44368	   	172.93	ACR|2VULN|3ZMB|1DMG|2CDMG|1DUR	1MBVNT|24aZMB|3LEGI|5RCR|6aCDMG|7DMG|8DUR|9aVULN|aBPWR
177	35232 54223	   	172.78	ACR|3VULN|1AART|2DUR|1ZMB	1RCVC|2RCR|35aVULN|4aDUR|6SNIHEL|7AART|8ZMB|9aBEXP|aBPWR
178	64233 31317	   	172.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6aDMG|78VULN|9ERES
179	35234 62321	 * 	172.64	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1RCVC|2RCR|37VULN|4DUR|5FEWX|6FLTHEA|8DMG|9RPLT|aAART
180	24286 31134	 * 	172.62	DCR|3VULN|3DMG|1ZMB	179CGEN|2RPLT|3MBVNT|4ZMB|579DMG|679VULN|79BPWR|8RMIN|aRCR
181	35215 22251	   	172.61	ACR|2VULN|2DMG|1AART|2RCVC	14RCVC|2RCR|39VULN|59DMG|6FEWX|7LWND|89ERES|9BPWR|aAART
182	32251 32312	   	172.60	ACR|2VULN|2DMG|2CDMG|1ZMB	1RCVC|29DMG|35CDMG|4RCR|6aVULN|7ZMB|8CGEN
183	35232 33443	   	172.58	ACR|3VULN|1DMG|2CDMG|1DUR	1aRCVC|2RCR|357VULN|4DUR|68CDMG|9DMG
184	35232 36143	   	172.58	ACR|3VULN|1DMG|2CDMG|1DUR	1aRCVC|2RCR|359VULN|4DUR|68CDMG|7DMG
185	35232 54233	   	172.58	ACR|3VULN|1AART|2DUR|1ZMB	1RCVC|2RCR|35aVULN|4aDUR|6SNIHEL|7AART|8ZMB|9aDUST|aBPWR
186	35215 11251	   	172.51	ACR|2VULN|2DMG|1AART|2RCVC	14RCVC|2RCR|39VULN|59DMG|6LWND|7DUST|89ERES|9BPWR|aAART
187	35215 52231	   	172.48	ACR|3VULN|1AART|1DMG|2RCVC	14RCVC|2RCR|368VULN|5DMG|7AART|9CGEN|aBEXP
188	35215 52232	   	172.48	ACR|3VULN|1AART|1DMG|2RCVC	14RCVC|2RCR|368VULN|5DMG|7AART|9CGEN|aMLV
189	35215 52322	   	172.48	ACR|3VULN|1AART|1DMG|2RCVC	14RCVC|2RCR|369VULN|5DMG|7AART|8LHND|aLWND
190	35212 26611	   	172.47	ACR|2VULN|2DMG|1AART|2RCVC|1SELL	14RCVC|2RCR|36VULN|56LWND|6BPWR|7SELL|89DMG|aAART
191	35232 23535	   	172.35	ACR|3VULN|1AART|2DUR|1ZMB	19RCVC|2RCR|356VULN|46DUR|6BPWR|7ERES|8ZMB|aAART
192	35232 35315	   	172.32	ACR|2VULN|2DMG|1CDMG|2DUR	1RCVC|2RCR|35VULN|48DUR|6CDMG|7CGEN|9aDMG
193	35234 12314	 * 	172.22	ACR|2VULN|3CDMG|1AART|2DUR	1RCVC|2RCR|3aVULN|4aDUR|5FEWX|6BEXP|7AART|89aCDMG|aBPWR
194	44112 22241	   	172.16	ACR|3VULN|2DMG|1DUR|1ASPD	18LIT|2RCR|38DMG|4DUR|5CGEN|6RMIN|78aVULN|8BPWR|9ASPD
195	42521 26211	 * 	172.12	DCR|2AART|2VULN|1DMG|1CDMG	18LIT|2FEWX|34AART|56VULN|7RCR|9CDMG|aDMG
196	35215 53213	   	172.03	ACR|3VULN|1AART|1DMG|3RCVC	149RCVC|2RCR|368VULN|5DMG|7FEWX|aAART
197	35232 25431	   	172.01	ACR|4VULN|2CDMG|2DUR	1aRCVC|2RCR|3569VULN|46DUR|6BPWR|78CDMG
198	66333 31344	   	171.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|6DMG|78VULN|9CDMG|aDUR
199	66333 33524	   	171.77	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|67DMG|8CDMG|9VULN|aDUR
200	66333 33644	   	171.77	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|67DMG|8VULN|9CDMG|aDUR
201	35631 63113	   	171.70	ACR|2DMG|1AART|1VULN|3DUR	1RCVC|2RCR|367DUR|4AART|5CGEN|8aDMG|9VULN
202	34335 32223	   	171.69	DCR|3VULN|1AART|1DMG|2DUR|2RCVC	16RCVC|248VULN|39DUR|5DMG|7AART|aRCR
203	34515 32223	   	171.69	DCR|3VULN|1AART|1DMG|2DUR|2RCVC	16RCVC|238VULN|49DUR|5DMG|7AART|aRCR
204	34335 32513	   	171.69	DCR|3VULN|1AART|1DMG|2DUR|2RCVC	16RCVC|249VULN|38DUR|5DMG|7AART|aRCR
205	35232 33343	   	171.56	ACR|3VULN|1DMG|1CDMG|2DUR	1aRCVC|2RCR|357VULN|48DUR|6CDMG|9DMG
206	35232 33441	   	171.40	ACR|3VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|357VULN|4DUR|68CDMG|9DMG|aDMSP
207	35232 36141	   	171.40	ACR|3VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|359VULN|4DUR|68CDMG|7DMG|aDMSP
208	35232 33416	   	171.30	ACR|3VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|357VULN|4DUR|68CDMG|9MBVNT|aDMG
209	35232 33442	   	171.30	ACR|3VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|357VULN|4DUR|68CDMG|9DMG|aTLV
210	35232 36142	   	171.30	ACR|3VULN|1DMG|2CDMG|1DUR	1RCVC|2RCR|359VULN|4DUR|68CDMG|7DMG|aTLV
211	35223 11164	   	171.29	ACR|2VULN|2DMG|1CDMG|1ZMB	1RCVC|2RCR|39VULN|479BEXP|5CGEN|6ZMB|89DMG|9BPWR|aCDMG
212	35216 52321	   	171.20	ACR|3VULN|1AART|1CDMG|2RCVC|1DUR	14RCVC|2RCR|369VULN|5MLV|7DUR|8CDMG|aAART
213	66333 31341	   	171.15	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|6DMG|78VULN|9aCDMG
214	66333 33521	   	171.15	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|67DMG|8aCDMG|9VULN
215	66333 33641	   	171.15	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|67DMG|8VULN|9aCDMG
216	35226 36321	 * 	171.14	ACR|2VULN|2AART|2CDMG|1DUR	1RCVC|2RCR|37VULN|4BEXP|57LWND|67CDMG|7BPWR|8DUR|9aAART
217	32253 14612	   	170.94	ACR|3VULN|2DMG|1CDMG	1RCVC|2aDMG|3CDMG|4RCR|5LSRICY|689VULN|7LIT
218	32256 12225	 * 	170.94	ACR|3DMG|2VULN|1CDMG	1RCVC|27aDMG|3CDMG|4RCR|5RPLT|6BEXP|89VULN
219	35232 24125	   	170.93	ACR|4VULN|1DMG|2DUR	1RCVC|2RCR|3568VULN|46DUR|6BPWR|7LSRICY|9FEWX|aDMG
220	35232 24235	   	170.93	ACR|4VULN|1DMG|2DUR	1RCVC|2RCR|3569VULN|46DUR|6BPWR|7LSRICY|8BEXP|aDMG
221	35232 24613	   	170.93	ACR|4VULN|1DMG|2DUR	1RCVC|2RCR|356aVULN|46DUR|6BPWR|7LSRICY|8DMG|9CGEN
222	64233 31237	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|79aVULN|8DMSP
223	64233 31331	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|789VULN|aLWND
224	64233 31332	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|789VULN|aFEWX
225	64233 31333	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|789VULN|aLHND
226	64233 31334	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|789VULN|aBEXP
227	64233 31336	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|789VULN|aCGEN
228	35232 23511	   	170.88	ACR|3VULN|1AART|2DUR|1ZMB	1RCVC|2RCR|356VULN|46DUR|6BPWR|7ERES|8ZMB|9LWND|aAART
229	35232 23561	   	170.88	ACR|3VULN|1AART|2DUR|1ZMB	1RCVC|2RCR|356VULN|46DUR|6BPWR|7ERES|8ZMB|9LHND|aAART
230	35232 24115	   	170.83	ACR|4VULN|1DMG|2DUR	1RCVC|2RCR|3568VULN|46DUR|6BPWR|7LSRICY|9DUST|aDMG
231	64233 31338	   	170.80	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ZMB|3aTLV|4AART|5RCR|6DMG|789VULN
232	35232 25414	   	170.73	ACR|4VULN|2CDMG|2DUR	1RCVC|2RCR|356aVULN|46DUR|6BPWR|78CDMG|9MBVNT
233	35232 25422	   	170.73	ACR|4VULN|2CDMG|2DUR	1RCVC|2RCR|356aVULN|46DUR|6BPWR|78CDMG|9ERES
234	35232 33433	   	170.73	ACR|4VULN|2CDMG|2DUR	1RCVC|2RCR|3579VULN|4aDUR|68CDMG
235	32251 32342	   	170.67	ACR|3VULN|1DMG|2CDMG|1ZMB	1RCVC|2DMG|35CDMG|4RCR|69aVULN|7ZMB|8CGEN
236	32252 13453	 * 	170.67	ACR|3DMG|2CDMG|2FLTHEA|1ZMB	1RCVC|28aDMG|3aCDMG|4RCR|5LHND|6ZMB|7aFLTHEA|9MBVNT|aBPWR
237	68144 11714	 * 	170.66	DCR|3VULN|1AART|1FLTHEA|1CDMG|1DUR	1MBVNT|267VULN|3DUR|4FLTHEA|5AART|8ERES|9RCR|aCDMG
238	44521 22213	   	170.63	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2RCR|34AART|56VULN|7CGEN|8BELT|9DUR|aDMG
239	44521 23213	   	170.63	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2RCR|34AART|56VULN|7RMIN|8BELT|9DUR|aDMG
240	35234 33622	   	170.48	ACR|3VULN|1DMG|2ASPD|2DUR	1RCVC|2RCR|389VULN|48DUR|5FEWX|6DMG|78ASPD|8BPWR|aLIT
241	35215 52122	   	170.47	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	14RCVC|2RCR|36VULN|5DMG|7AART|8CGEN|9CDMG|aLWND
242	35615 32231	   	170.41	ACR|2DMG|1AART|1VULN|2DUR|3RCVC	149RCVC|2RCR|36DUR|5aDMG|7AART|8VULN
243	35232 21141	   	170.38	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7LEGI|8DMG|9CDMG|aMLV
244	35232 21143	   	170.38	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7LEGI|8DMG|9CDMG|aBEXP
245	35232 21146	   	170.38	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7LEGI|8DMG|9CDMG|aRPLT
246	35232 22141	   	170.38	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7DUST|8DMG|9CDMG|aMLV
247	35232 22143	   	170.38	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7DUST|8DMG|9CDMG|aBEXP
248	35232 22146	   	170.38	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7DUST|8DMG|9CDMG|aRPLT
249	35232 33341	   	170.38	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|357VULN|48DUR|6CDMG|9DMG|aDMSP
250	35234 33611	   	170.38	ACR|3VULN|1DMG|2ASPD|2DUR	1RCVC|2RCR|38aVULN|48DUR|5FEWX|6DMG|78ASPD|8BPWR|9DUST
251	35234 33621	   	170.38	ACR|3VULN|1DMG|2ASPD|2DUR	1RCVC|2RCR|389VULN|48DUR|5FEWX|6DMG|78ASPD|8BPWR|aLEGI
252	35315 52322	   	170.37	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	14RCVC|2RCR|3DUST|5DMG|69VULN|7AART|8CDMG|aBEXP
253	35315 52323	   	170.37	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	14RCVC|2RCR|3DUST|5DMG|69VULN|7AART|8CDMG|aRMIN
254	35232 21142	   	170.28	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7LEGI|8DMG|9CDMG|aDUST
255	35232 21145	   	170.28	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7LEGI|8DMG|9CDMG|aERES
256	35232 22145	   	170.28	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|356VULN|46DUR|6BPWR|7DUST|8DMG|9CDMG|aERES
257	35232 33316	   	170.28	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|357VULN|48DUR|6CDMG|9MBVNT|aDMG
258	35232 33342	   	170.28	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|357VULN|48DUR|6CDMG|9DMG|aTLV
259	35232 33345	   	170.28	ACR|3VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|357VULN|48DUR|6CDMG|9DMG|aERES
260	35313 52121	   	170.27	ACR|2VULN|1AART|1DMG|2ASPD|2RCVC	14RCVC|2RCR|3DUST|58ASPD|69VULN|7AART|aDMG
261	68471 33422	 * 	170.22	DCR|3VULN|2DMG|1CDMG|1ZMB	1MBVNT|278VULN|3RPLT|4ZMB|58DMG|68DUST|8BPWR|9CDMG|aRCR
262	35232 21144	   	170.14	ACR|3VULN|1DMG|1CDMG|2DUR|1SELL	1RCVC|2RCR|356VULN|46DUR|6BPWR|7LEGI|8DMG|9CDMG|aSELL
263	35232 22144	   	170.14	ACR|3VULN|1DMG|1CDMG|2DUR|1SELL	1RCVC|2RCR|356VULN|46DUR|6BPWR|7DUST|8DMG|9CDMG|aSELL
264	35232 33344	   	170.14	ACR|3VULN|1DMG|1CDMG|2DUR|1SELL	1RCVC|2RCR|357VULN|48DUR|6CDMG|9DMG|aSELL
265	35231 53622	   	170.10	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	18RCVC|2RCR|3VULN|4DUR|5BELT|6AART|7ASPD|9aDMG
266	35131 62341	   	170.10	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4aAART|5CGEN|6DUR|7CDMG|8DMG|9VULN
267	35115 62223	   	170.08	ACR|2VULN|1AART|1DMG|1ZMB|3RCVC	146RCVC|2RCR|3FEWX|5DMG|7AART|89VULN|aZMB
268	35234 12334	 * 	170.00	ACR|2VULN|1AART|2CDMG|3DUR	1RCVC|2RCR|3aVULN|49aDUR|5FEWX|6BEXP|7AART|8aCDMG|aBPWR
269	35331 62341	   	170.00	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUST|4aAART|5CGEN|6DUR|7CDMG|8DMG|9VULN
270	46112 32133	 * 	169.98	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	1LIT|245DUR|35DMG|5BPWR|6ZMB|7RCR|8LHND|9VULN|aAART
271	35315 62223	   	169.98	ACR|2VULN|1AART|1DMG|1ZMB|3RCVC	146RCVC|2RCR|3DUST|5DMG|7AART|89VULN|aZMB
272	35236 32236	   	169.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2RCR|37VULN|4DUR|5LWND|6DMG|8ERES|9ZMB|aAART
273	35432 32236	   	169.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2RCR|3LWND|4DUR|57VULN|6DMG|8ERES|9ZMB|aAART
274	35232 53315	   	169.88	ACR|4VULN|1AART|1DUR	1RCVC|2RCR|357aVULN|4DUR|6aSNIHEL|8AART|9aCGEN|aBPWR
275	46112 32633	   	169.88	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	1LIT|245DUR|35DMG|5BPWR|6ZMB|7RCR|8LEGI|9VULN|aAART
276	35232 53351	   	169.78	ACR|4VULN|1AART|1DUR	1RCVC|2RCR|3579VULN|4DUR|6SNIHEL|8AART|aLHND
277	35234 33632	 * 	169.68	ACR|2VULN|1DMG|2ZMB|2ASPD|2DUR	1RCVC|2RCR|38VULN|48DUR|5FEWX|6DMG|78ASPD|8BPWR|9aZMB
278	35232 53352	   	169.68	ACR|4VULN|1AART|1DUR	1RCVC|2RCR|3579VULN|4DUR|6SNIHEL|8AART|aDUST
279	35232 53353	   	169.68	ACR|4VULN|1AART|1DUR	1RCVC|2RCR|3579VULN|4DUR|6SNIHEL|8AART|aTLV
280	35133 14522	   	169.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3FEWX|4AART|5ZMB|6MLV|7DMG|8VULN|9ASPD|aCDMG
281	35133 62343	   	169.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3FEWX|4AART|5ZMB|6DUR|7CDMG|8DMG|9VULN|aLWND
282	35232 63213	   	169.60	ACR|3VULN|1AART|2ASPD|1DUR	19RCVC|2RCR|358VULN|4DUR|67ASPD|aAART
283	35221 36322	   	169.57	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	15RCVC|2RCR|39VULN|4aBEXP|6CDMG|7DMG|8AART
284	35221 36324	   	169.57	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	15RCVC|2RCR|39VULN|4BEXP|6CDMG|7DMG|8AART|aLIT
285	35221 36325	   	169.57	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	15RCVC|2RCR|39VULN|4BEXP|6CDMG|7DMG|8AART|aCGEN
286	35333 14522	   	169.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3DUST|4AART|5ZMB|6MLV|7DMG|8VULN|9ASPD|aCDMG
287	35333 62343	   	169.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUST|4AART|5ZMB|6DUR|7CDMG|8DMG|9VULN|aLWND
288	63484 28122	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2LWND|3RPLT|47VULN|56DMG|8RCR|9AART|aZMB
289	68424 28122	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3RPLT|4LHND|56DMG|8RCR|9AART|aZMB
290	35221 36326	   	169.47	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	15RCVC|2RCR|39VULN|4BEXP|6CDMG|7DMG|8AART|aTLV
291	35133 31534	   	169.38	ACR|3VULN|1AART|1ZMB|1DUR	1RCVC|2RCR|38FEWX|4AART|5ZMB|68BEXP|789VULN|8BPWR|aDUR
292	35212 36112	   	169.37	ACR|2VULN|2DMG|2CDMG|2RCVC	14RCVC|2RCR|3aVULN|5LWND|68CDMG|79DMG
293	35232 63316	 * 	169.30	ACR|2VULN|1DMG|2CDMG|2ASPD|1DUR	1RCVC|2RCR|35VULN|4DUR|67ASPD|8aCDMG|9DMG
294	46112 42323	 * 	169.21	DCR|3DMG|2VULN|3DUR	1aLIT|245DUR|358DMG|5aBPWR|6aCGEN|7RCR|9aVULN
295	35333 31534	   	169.18	ACR|3VULN|1AART|1ZMB|1DUR	1RCVC|2RCR|38DUST|4AART|5ZMB|68BEXP|789VULN|8BPWR|aDUR
296	35215 52333	   	169.18	ACR|2VULN|1AART|1DMG|1ZMB|3RCVC	149RCVC|2RCR|36VULN|5DMG|7AART|8LHND|aZMB
297	35332 55221	   	169.13	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC	15RCVC|2RCR|37DUST|4AART|6ZMB|89VULN|aDMG
298	64233 31326	   	169.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|78VULN|9ASPD|aDUR
299	34324 52231	   	169.10	DCR|3VULN|1AART|1DMG|1DUR|2RCVC	15RCVC|268VULN|3DUR|4RMIN|7AART|9RCR|aDMG
300	35232 25334	 * 	169.09	ACR|3VULN|3DUR|2ZMB|1CDMG	1RCVC|2RCR|356VULN|468DUR|6BPWR|7CDMG|9aZMB
301	35615 32222	   	169.06	ACR|2VULN|1AART|1DMG|2DUR|2RCVC	14RCVC|2RCR|36DUR|5DMG|7AART|89VULN|aLWND
302	35133 14321	   	169.03	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2RCR|3FEWX|4AART|5ZMB|6MLV|7DMG|8aCDMG|9VULN
303	35133 26216	   	169.03	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2RCR|3FEWX|4AART|5ZMB|6RPLT|7VULN|89CDMG|aDMG
304	44531 21211	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG	18LIT|2RCR|3AART|4RCVC|56VULN|7LHND|9CDMG|aDMG
305	44531 23311	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2RCR|3AART|4RCVC|56VULN|7RMIN|8CGEN|9CDMG|aDMG
306	32254 33311	   	168.94	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCVC|2aDMG|3CDMG|4RCR|5BELT|6CANHEL|7VULN|8AART|9ASPD
307	32254 33316	   	168.94	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2DMG|3CDMG|4RCR|5BELT|6CANHEL|7aVULN|8AART|9ASPD
308	35333 14321	   	168.93	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2RCR|3DUST|4AART|5ZMB|6MLV|7DMG|8aCDMG|9VULN
309	35133 44321	   	168.93	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2RCR|3FEWX|4AART|5ZMB|6TLV|7DMG|8aCDMG|9VULN
310	35232 53623	   	168.93	ACR|3VULN|2DMG|1DUR	1RCVC|2RCR|357VULN|4DUR|6SNIHEL|8aDMG|9LIT
311	35215 33153	   	168.90	ACR|2DMG|1AART|1VULN|2RCVC|1ASPD|1DUR	14RCVC|2RCR|3VULN|58DMG|6DUR|7ASPD|9BEXP|aAART
312	35615 23223	   	168.90	ACR|2VULN|1AART|1DMG|2RCVC|1ASPD|1DUR	14RCVC|2RCR|3DUR|5DMG|6FEWX|7ASPD|89VULN|aAART
313	44531 22111	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2RCR|3AART|4RCVC|56VULN|7CGEN|8ERES|9CDMG|aDMG
314	44531 23111	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2RCR|3AART|4RCVC|56VULN|7RMIN|8ERES|9CDMG|aDMG
315	64233 31342	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|78VULN|9CDMG|aRPLT
316	64233 31343	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|78VULN|9CDMG|aMLV
317	64233 31346	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|78VULN|9CDMG|aFEWX
318	64233 31347	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|78VULN|9CDMG|aCGEN
319	64233 31348	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|78VULN|9CDMG|aBEXP
320	35232 41623	   	168.88	ACR|4VULN|1AART|1DUR	1RCVC|2RCR|3589VULN|4DUR|68FEWX|78BEXP|8BPWR|aAART
321	35333 44321	   	168.83	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2RCR|3DUST|4AART|5ZMB|6TLV|7DMG|8aCDMG|9VULN
322	64233 31345	   	168.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ZMB|3TLV|4AART|5RCR|6DMG|78VULN|9CDMG|aERES
323	66333 31227	   	168.77	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|69DMG|7aVULN|8DMSP
324	66333 31321	   	168.77	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|69DMG|78VULN|aLWND
325	66333 31322	   	168.77	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|69DMG|78VULN|aFEWX
326	66333 31323	   	168.77	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|69DMG|78VULN|aLHND
327	66333 31324	   	168.77	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|69DMG|78VULN|aBEXP
328	66333 31326	   	168.77	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|69DMG|78VULN|aCGEN
329	66333 31337	   	168.77	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|6aDMG|78VULN|9CGEN
330	35212 33641	   	168.67	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	14RCVC|2RCR|37VULN|58LWND|6CDMG|9DMG|aAART
331	35215 12311	   	168.67	ACR|2DMG|1AART|1VULN|1CDMG|2RCVC	14RCVC|2RCR|3VULN|59DMG|67LWND|8CDMG|aAART
332	35215 12341	   	168.67	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	14RCVC|2RCR|39VULN|5DMG|67LWND|8CDMG|aAART
333	66333 31317	   	168.67	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2TLV|3ASPD|4AART|5RCR|6aDMG|78VULN|9ERES
