0	Index      	 *	Score 	Summary	Detail	
1	26422 46134	 * 	190.42	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	19CGEN|2RCR|3AART|4MBVNT|59DMG|6aVULN|7DUR|89ASPD|9BPWR
163	26424 61231	   	169.63	ACR|2VULN|2DMG|1AART	1CGEN|2RCR|3AART|4MBVNT|58VULN|6aDMG|7DUST|9FEWX
164	13365 33226	   	169.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	19ASPD|2LWND|3AART|49ERES|5RCR|6LHND|7ZMB|89DMG|9BPWR|aVULN
165	64223 23614	   	169.47	DCR|3VULN|2DMG|1ZMB	18DMG|289VULN|38LWND|4RCVC|5MBVNT|6RCR|7RPLT|8BPWR|aZMB
166	64323 21212	   	169.37	DCR|4VULN|2DMG	1aDMG|2589VULN|3RPLT|4CGEN|6RCR|7DMSP
167	64323 24212	   	169.37	DCR|4VULN|2DMG	1aDMG|2589VULN|3RPLT|47CGEN|6RCR
168	26433 52121	   	169.34	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1CGEN|2RCR|34AART|5ZMB|67DUR|8VULN|9DMG|aFEWX
169	26433 52122	   	169.34	ACR|2AART|1DMG|1VULN|2DUR|1ZMB	1CGEN|2RCR|34AART|5ZMB|67DUR|8VULN|9DMG|aLWND
170	63342 83113	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2LWND|3AART|4MBVNT|6RCVC|7ZMB|8VULN|9RCR|aCDMG
171	26341 22432	   	169.27	ACR|2VULN|1AART|1DMG|1FLTHEA	1CGEN|2RCR|3RPLT|49RCVC|5AART|6DMG|7FLTHEA|8aVULN
172	63532 41233	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|27LWND|3CDMG|45VULN|8MLV|9RCR|aAART
173	63341 61321	   	169.25	DCR|2VULN|2DMG|1AART|1DUR	19DMG|29LWND|3AART|4MBVNT|5DUR|6LHND|79VULN|8RCR|9BPWR|aBEXP
174	63341 61322	   	169.25	DCR|2VULN|2DMG|1AART|1DUR	19DMG|29LWND|3AART|4MBVNT|5DUR|6LHND|79VULN|8RCR|9BPWR|aBELT
175	26433 52123	   	169.24	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1CGEN|2RCR|34AART|5ZMB|67DUR|8VULN|9DMG|aMBVNT
176	26612 11363	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2RCR|3FEWX|4RMIN|5DUR|68VULN|7CDMG|9AART|aDMG
177	26623 11363	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2RCR|3FEWX|4DUR|5RMIN|68VULN|7CDMG|9AART|aDMG
178	26422 44218	   	169.17	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|69VULN|aRCVC
179	63532 41333	   	169.16	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|27LWND|3CDMG|45VULN|8ERES|9RCR|aAART
180	63341 61324	   	169.15	DCR|2VULN|2DMG|1AART|1DUR	19DMG|29LWND|3AART|4MBVNT|5DUR|6LHND|79VULN|8RCR|9BPWR|aERES
181	26511 22433	 * 	169.06	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR|1SELL	1CGEN|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8VULN|9RCVC|aCDMG
182	63342 41425	 * 	169.03	DCR|3DMG|1AART|1VULN|1CDMG	156DMG|2LWND|3AART|4MBVNT|7VULN|8LIT|9CDMG|aRCR
183	63343 36212	   	168.96	DCR|2AART|2DMG|2VULN	19DMG|279LWND|36AART|4MBVNT|5RPLT|89VULN|9BPWR|aRCR
184	64233 21422	   	168.91	DCR|3VULN|2DMG|2ASPD	1aDMG|28aVULN|35LWND|4BELT|6RCR|7ERES|9aASPD|aBPWR
185	64323 23326	 * 	168.91	DCR|3VULN|2DMG|1FLTHEA	18DMG|25aVULN|3RPLT|4CGEN|6RCR|7FEWX|9FLTHEA
186	24424 12811	   	168.78	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|258VULN|3AART|4MBVNT|6FEWX|7ZMB|9RCR|aDMG
187	24426 44211	   	168.78	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|268VULN|3AART|4MBVNT|5ZMB|7LWND|9RCR|aDMG
188	26362 21115	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2RCR|3RPLT|4DUR|59VULN|6BASHEA|7CDMG|8DMG|aAART
189	26433 14131	   	168.51	ACR|2AART|2DMG|1ZMB|1DUR|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7LIT|8DUR|9aDMG
190	26532 43321	   	168.39	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	1CGEN|2RCR|3SELL|45VULN|6DMG|7DUR|8BEXP|9FLTHEA|aAART
191	26433 12236	 * 	168.22	ACR|3AART|1VULN|2CDMG|1ZMB|1ASPD	1CGEN|2RCR|349AART|5ZMB|6ASPD|7aCDMG|8VULN
192	46533 34421	   	168.19	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	1ERES|2RCR|3SELL|47VULN|5MBVNT|6DUR|8DMG|9FLTHEA|aAART
193	26424 52241	   	168.18	ACR|2AART|2VULN|1CDMG|1ZMB	1CGEN|2RCR|38AART|4MBVNT|56VULN|7ZMB|9CDMG|aMLV
194	26424 52242	   	168.08	ACR|2AART|2VULN|1CDMG|1ZMB	1CGEN|2RCR|38AART|4MBVNT|56VULN|7ZMB|9CDMG|aDUST
195	26424 52243	   	168.08	ACR|2AART|2VULN|1CDMG|1ZMB	1CGEN|2RCR|38AART|4MBVNT|56VULN|7ZMB|9CDMG|aLSRREG
196	26424 51241	   	168.00	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|56VULN|7RCVC|8DMG|9CDMG|aMLV
197	24451 32232	 * 	167.97	ACR|5VULN|1AART	178CGEN|2678aVULN|3AART|478LIT|5RCR|78BPWR|9RPLT
198	26532 42211	 * 	167.90	ACR|4VULN|1DMG|1CDMG|1SELL	1CGEN|2RCR|3SELL|4589VULN|6DMG|7DUST|aCDMG
199	26424 51242	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|56VULN|7RCVC|8DMG|9CDMG|aDUST
200	26424 51243	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|56VULN|7RCVC|8DMG|9CDMG|aLSRREG
201	26422 47134	   	167.90	ACR|3VULN|1AART|1DMG	19CGEN|2RCR|3AART|4MBVNT|5DMG|69aVULN|7NUKE|89LWND|9BPWR
202	26422 44211	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|69VULN|aLWND
203	26422 44212	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|69VULN|aLHND
204	26422 44214	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|69VULN|aMLV
205	26422 44216	   	167.86	ACR|3AART|2VULN|1DMG	1aCGEN|2RCR|378AART|4MBVNT|5DMG|69VULN
206	26422 44217	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|69VULN|aLIT
207	26422 44253	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|6aVULN|9FEWX
208	26424 64211	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|59VULN|6DMG|aLWND
209	26424 64212	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|59VULN|6DMG|aLHND
210	26424 64214	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|59VULN|6DMG|aMLV
211	26422 24213	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|6LHND|9aVULN
212	14323 23313	   	167.82	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|259VULN|3RPLT|4CGEN|6RCR|7FEWX|8DMG|aAART
213	26341 22423	   	167.80	ACR|2VULN|1AART|1DMG|1FLTHEA	1CGEN|2RCR|3RPLT|4RCVC|5AART|6DMG|7FLTHEA|89VULN|aLIT
214	26422 25231	   	167.80	ACR|3DMG|1AART|1VULN	1CGEN|2RCR|3AART|4MBVNT|59aDMG|6LHND|7FEWX|8VULN
215	26422 44215	   	167.76	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|69VULN|aDUST
216	26422 44263	   	167.76	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|378AART|4MBVNT|5DMG|6aVULN|9DUST
217	64323 26113	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	1DMG|257VULN|3RPLT|4CGEN|6RCR|8TLV|9DUR|aAART
218	26341 22421	   	167.70	ACR|2VULN|1AART|1DMG|1FLTHEA	1CGEN|2RCR|3RPLT|4RCVC|5AART|6DMG|7FLTHEA|89VULN|aMBVNT
219	26422 47144	   	167.70	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|69aVULN|7NUKE|8LWND
220	26422 48244	   	167.70	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|68aVULN|7LWND|9TLV
221	26321 22164	 * 	167.70	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	14CGEN|2RCR|3RPLT|5AART|6DMG|7FLTHEA|8ASPD|9VULN|aCDMG
222	23451 32351	   	167.70	ACR|2AART|2VULN|1DMG|1ZMB	17CGEN|2LWND|38AART|47LIT|5RCR|67VULN|7BPWR|9ZMB|aDMG
223	64323 25211	   	167.63	DCR|4VULN|1DMG|1CDMG	1DMG|2589VULN|3RPLT|4CGEN|6RCR|7RCVC|aCDMG
224	26511 22623	   	167.45	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR|1SELL	1CGEN|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8BEXP|9VULN|aCDMG
225	24432 32242	 * 	167.35	DCR|3VULN|2AART|1CDMG|1DUR	1CGEN|278VULN|36AART|4DUR|5CDMG|9ERES|aRCR
226	26511 22323	   	167.35	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR|1SELL	1CGEN|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8DUST|9VULN|aCDMG
227	63223 24163	   	167.33	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	13DMG|23LWND|3BPWR|4CDMG|5RPLT|6SELL|7RCR|8VULN|9ZMB|aAART
228	63532 61233	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|27LWND|3CDMG|456VULN|8MLV|9RCR|aAART
229	63341 53323	   	167.32	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|29LWND|3AART|4MBVNT|5DUR|6VULN|79LHND|8RCR|9BPWR
230	46511 22323	   	167.25	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR|1SELL	1ERES|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8DUST|9VULN|aCDMG
231	63532 61333	   	167.23	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|27LWND|3CDMG|456VULN|8ERES|9RCR|aAART
232	63562 14243	   	167.23	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2LWND|3CDMG|4MBVNT|578VULN|6BEXP|9RCR|aAART
233	61342 63211	   	167.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	15DMG|27ERES|3DUR|45CDMG|5BPWR|6AART|8VULN|9RCR|aMLV
234	61342 63212	   	167.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	15DMG|27ERES|3DUR|45CDMG|5BPWR|6AART|8VULN|9RCR|aDUST
235	61342 63213	   	167.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	15DMG|27ERES|3DUR|45CDMG|5BPWR|6AART|8VULN|9RCR|aLSRREG
236	63341 53333	   	167.12	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|2LWND|3AART|4MBVNT|5DUR|6VULN|7LHND|8RCR
237	63341 61333	   	167.12	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|2LWND|3AART|4MBVNT|5DUR|6LHND|7VULN|8RCR
238	26341 22113	   	167.11	ACR|2DMG|1AART|1FLTHEA|2DUR|1ASPD	1aCGEN|2RCR|3RPLT|4RCVC|5AART|6aDMG|7FLTHEA|8ASPD|9aDUR|aBPWR
239	26422 41132	   	167.10	ACR|2DMG|1AART|1VULN|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59DMG|6VULN|7DUST|89ASPD|9BPWR|aRCVC
240	26424 61132	   	167.10	ACR|2VULN|1AART|1DMG|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59VULN|6DMG|7DUST|89ASPD|9BPWR|aRCVC
241	63223 35321	   	167.03	DCR|3DMG|1AART|1VULN|1CDMG	139DMG|239LWND|39BPWR|4CDMG|5RPLT|6VULN|7AART|89FEWX|aRCR
242	26132 14421	   	166.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2RCR|3DUST|4ZMB|5DUR|6VULN|7TLV|8AART|9aDMG
243	46341 22113	   	166.91	ACR|2DMG|1AART|1FLTHEA|2DUR|1ASPD	1aERES|2RCR|3RPLT|4RCVC|5AART|6aDMG|7FLTHEA|8ASPD|9aDUR|aBPWR
244	26422 12422	   	166.86	ACR|2AART|2DMG|2DUR|1ZMB	19CGEN|2RCR|3aAART|4MBVNT|59DMG|6ERES|7ZMB|89DUR|9BPWR
245	44433 21121	   	166.81	DCR|2VULN|2DMG|1AART	1ERES|27VULN|3AART|4LWND|5DUST|6RCR|8LHND|9aDMG
246	24426 41213	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|26VULN|3AART|4MBVNT|5ZMB|7MLV|8DMG|9RCR|aCDMG
247	63342 33113	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|26LWND|3AART|4MBVNT|7ZMB|8VULN|9RCR|aCDMG
248	63342 53113	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2LWND|3AART|4MBVNT|6DMSP|7ZMB|8VULN|9RCR|aCDMG
249	26321 24263	   	166.70	ACR|3DMG|1AART|1VULN	14CGEN|2RCR|3RPLT|5AART|67aDMG|8LWND|9VULN
250	24422 41274	   	166.65	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|26VULN|3AART|4MBVNT|58DMG|7MLV|9RCR|aDUR
251	24422 43274	   	166.65	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|26VULN|3AART|4MBVNT|58DMG|7RMIN|9RCR|aDUR
252	26422 42247	   	166.59	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	17CGEN|2RCR|38AART|4MBVNT|5DMG|6VULN|9CDMG|aASPD
253	26422 43217	 * 	166.59	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1CGEN|2RCR|3aAART|4MBVNT|5DMG|6VULN|7MLV|8FLTHEA|9DUR
254	26432 42213	   	166.59	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2RCR|34AART|5DUST|6DMSP|7CDMG|8VULN|9DMG|aDUR
255	26432 22213	   	166.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2RCR|34AART|56DUST|7CDMG|8VULN|9DMG|aDUR
256	26432 22216	   	166.49	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|2RCR|34AART|56DUST|7CDMG|8VULN|9DMG|aASPD
257	24251 26211	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|258VULN|35LWND|4MBVNT|5BPWR|6ZMB|7AART|9RCR|aDMG
258	64263 11133	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|28VULN|3LWND|4LIT|5CDMG|6RCR|7FEWX|9AART|aASPD
259	64263 11333	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2VULN|3LWND|4LIT|5CDMG|6RCR|7FEWX|9AART|aASPD
260	26132 11663	 * 	166.40	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1CGEN|2RCR|3DUST|48ZMB|5DUR|6VULN|7CDMG|9AART|aDMG
261	26321 22432	   	166.30	ACR|2VULN|1AART|1DMG|1FLTHEA	14CGEN|2RCR|3RPLT|5AART|6DMG|7FLTHEA|8aVULN|9RCVC
262	26321 22434	   	166.30	ACR|2DMG|1AART|1VULN|1FLTHEA	14CGEN|2RCR|3RPLT|5AART|6aDMG|7FLTHEA|8VULN|9RCVC
263	14631 23511	 * 	166.28	DCR|3VULN|1DMG|2ZMB|2ASPD	18ASPD|289VULN|3DMG|4FEWX|58ZMB|6RCR|7RPLT|8BPWR|aLWND
264	14631 23512	   	166.28	DCR|3VULN|1DMG|2ZMB|2ASPD	18ASPD|289VULN|3DMG|4FEWX|58ZMB|6RCR|7RPLT|8BPWR|aLHND
265	14631 23513	   	166.28	DCR|3VULN|1DMG|2ZMB|2ASPD	18ASPD|289VULN|3DMG|4FEWX|58ZMB|6RCR|7RPLT|8BPWR|aDMSP
266	26511 22363	 * 	166.28	ACR|2DMG|1AART|2ZMB|1FLTHEA|1DUR|1SELL	1aCGEN|2RCR|3SELL|4DUR|5AART|6aDMG|7FLTHEA|8DUST|9aZMB|aBPWR
267	26413 12211	   	166.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	14CGEN|2RCR|3AART|5ZMB|6ASPD|7CDMG|8VULN|9DMG|aMLV
268	61112 32424	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1aDMG|2ERES|3ASPD|4CGEN|5AIRHEL|6RCR|7VULN|8CDMG|9AART
269	62113 65323	   	166.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2MLV|3ASPD|4CGEN|5ZMB|6RCR|7DUR|8CDMG|9VULN|aAART
270	26422 43213	   	166.15	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|6VULN|7MLV|8FLTHEA|9DUR|aZMB
271	26422 48332	   	166.15	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|6VULN|7LWND|8DUR|9CDMG|aZMB
272	26424 63213	   	166.15	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5VULN|6DMG|7MLV|8FLTHEA|9DUR|aZMB
273	26413 12212	   	166.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	14CGEN|2RCR|3AART|5ZMB|6ASPD|7CDMG|8VULN|9DMG|aDUST
274	26413 12213	   	166.15	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	14CGEN|2RCR|3AART|5ZMB|6ASPD|7CDMG|8VULN|9DMG|aLSRREG
275	26413 12215	   	166.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	14CGEN|2RCR|3AART|5ZMB|6ASPD|7CDMG|8VULN|9DMG|aERES
276	26422 26232	   	166.15	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|6LHND|7DUR|8VULN|9CDMG|aZMB
277	26422 41332	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|6VULN|7DUST|8DUR|9CDMG|aZMB
278	26422 61232	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|6DUR|7DUST|8VULN|9CDMG|aZMB
279	26424 47213	   	166.05	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5VULN|6ERES|7DMG|8FLTHEA|9DUR|aZMB
280	26424 61332	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5VULN|6DMG|7DUST|8DUR|9CDMG|aZMB
281	26426 41144	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|3AART|4MBVNT|5ZMB|6VULN|7DUST|8ASPD|9CDMG|aDMG
282	26421 51141	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|67VULN|8LWND|9ASPD|aDMG
283	26422 45124	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|6aVULN|7FEWX|8ASPD|9DUR
284	26422 46114	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|6aVULN|7DUR|8ASPD|9FEWX
285	26422 46142	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|69VULN|7DUR|8ASPD|aBELT
286	26422 46143	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DMG|69VULN|7DUR|8ASPD|aMLV
287	26424 21841	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|57VULN|6LHND|8DUR|9ASPD|aDMG
288	26421 21641	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|6LHND|78VULN|9ASPD|aDMG
289	26424 24641	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|58VULN|6LHND|7DUR|9ASPD|aDMG
290	26421 31641	   	165.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|6DUST|78VULN|9ASPD|aDMG
291	26424 31841	   	165.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|57VULN|6DUST|8DUR|9ASPD|aDMG
292	26424 34641	   	165.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4MBVNT|58VULN|6DUST|7DUR|9ASPD|aDMG
293	26422 48132	   	165.89	ACR|2DMG|1AART|1VULN|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59DMG|6VULN|7LWND|89ASPD|9BPWR|aBELT
294	26422 48133	   	165.89	ACR|2DMG|1AART|1VULN|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59DMG|6VULN|7LWND|89ASPD|9BPWR|aMLV
295	26451 13333	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4LIT|5RMIN|68VULN|7LHND|9DMG|aCDMG
296	26132 16161	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RCR|3DUST|4ZMB|5DUR|69VULN|7FEWX|8DMG|aAART
297	26632 13161	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RCR|3FEWX|4ZMB|5DUR|69VULN|7DUST|8DMG|aAART
298	26433 24313	   	165.84	ACR|3AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|347AART|5ZMB|6FEWX|8DUR|9aVULN
299	26433 62211	   	165.84	ACR|3AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|348AART|5ZMB|69VULN|7DUR|aLWND
300	26433 62212	   	165.84	ACR|3AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|348AART|5ZMB|69VULN|7DUR|aLHND
301	26433 34213	   	165.84	ACR|3AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|347AART|5ZMB|6BEXP|89VULN|aDUR
302	26424 51222	   	165.80	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|3aAART|4MBVNT|56VULN|7RCVC|8DMG|9BEXP
303	26424 51421	   	165.80	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|38AART|4MBVNT|56VULN|7RCVC|9DMG|aFEWX
304	26424 51422	   	165.80	ACR|2AART|2VULN|1DMG	1aCGEN|2RCR|38AART|4MBVNT|56VULN|7RCVC|9DMG
305	26422 41133	   	165.79	ACR|2DMG|1AART|1VULN|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59DMG|6VULN|7DUST|89ASPD|9BPWR|aBEXP
306	26422 41134	   	165.79	ACR|2DMG|1AART|1VULN|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59DMG|6VULN|7DUST|89ASPD|9BPWR|aRPLT
307	26422 41135	   	165.79	ACR|2DMG|1AART|1VULN|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59DMG|6VULN|7DUST|89ASPD|9BPWR|aLHND
308	26424 61133	   	165.79	ACR|2VULN|1AART|1DMG|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59VULN|6DMG|7DUST|89ASPD|9BPWR|aBEXP
309	26424 61134	   	165.79	ACR|2VULN|1AART|1DMG|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59VULN|6DMG|7DUST|89ASPD|9BPWR|aRPLT
310	26422 43272	   	165.79	ACR|2VULN|1AART|1DMG|1FLTHEA	1CGEN|2RCR|3AART|4MBVNT|5DMG|6aVULN|7MLV|8FLTHEA|9LHND
311	26422 43532	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4MBVNT|58DMG|6VULN|7MLV|9CDMG|aFEWX
312	26422 43533	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4MBVNT|58DMG|6VULN|7MLV|9CDMG|aLHND
313	26422 43534	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2RCR|3AART|4MBVNT|58DMG|6VULN|7MLV|9CDMG
314	26422 43832	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|68VULN|7MLV|9CDMG|aFEWX
315	26422 43833	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|68VULN|7MLV|9CDMG|aLHND
316	26422 43834	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1aCGEN|2RCR|3AART|4MBVNT|5DMG|68VULN|7MLV|9CDMG
317	26422 48223	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|68VULN|79LWND|aCDMG
318	26453 32333	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4LIT|5LHND|68VULN|7TLV|9DMG|aCDMG
319	26132 12171	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RCR|3DUST|4ZMB|5DUR|69VULN|7MBVNT|8DMG|aAART
320	26426 44213	   	165.74	ACR|3AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|378AART|4MBVNT|5ZMB|69VULN|aDUR
321	26432 34313	   	165.74	ACR|3AART|2VULN|1ZMB|1DUR	1CGEN|2RCR|347AART|5DUST|6ZMB|8DUR|9aVULN
322	62326 61323	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	15DMG|2MLV|3DUR|4NUKE|6RCR|7BEXP|8CDMG|9VULN|aAART
