0	Index      	 *	Score 	Summary	Detail	
1	16227 42384	 * 	187.77	DCR|3VULN|2DMG|1AART|1ZMB	1aLHND|25aVULN|3MBVNT|4ZMB|6CGEN|7RCR|8aDMG|9AART|aBPWR
169	42162 31153	   	164.95	DCR|3DMG|2VULN|2DUR|1SELL	19DUR|2LHND|349DMG|5ERES|6BEXP|7RCR|89VULN|9BPWR|aSELL
170	21263 22332	 * 	164.94	ACR|3DMG|3CDMG|1AART	19CGEN|2TLV|3RCVC|4RCR|579DMG|689CDMG|9BPWR|aAART
171	42162 21153	   	164.85	DCR|3DMG|2VULN|2DUR|1SELL	19DUR|2LHND|349DMG|5ERES|6DUST|7RCR|89VULN|9BPWR|aSELL
172	46362 33321	   	164.68	ACR|2VULN|2DMG|3DUR|1ZMB	169DUR|27VULN|3RCVC|4RCR|58DMG|aZMB
173	41133 51421	   	164.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2BEXP|39DMG|4CGEN|5VULN|6DMSP|7RCR|8AART|aCDMG
174	46132 11421	   	164.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|35DMG|4CGEN|6FEWX|7RCR|8AART|9RCVC|aCDMG
175	46132 31411	   	164.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|35DMG|4CGEN|69BEXP|7RCR|8AART|aCDMG
176	46133 11421	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|25VULN|3DMG|4CGEN|6FEWX|7RCR|8AART|9RCVC|aCDMG
177	46133 31411	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|25VULN|3DMG|4CGEN|69BEXP|7RCR|8AART|aCDMG
178	46521 12332	 * 	164.58	DCR|3VULN|1DMG|2CDMG|1DUR	1DUR|24aVULN|34CDMG|4BPWR|5CGEN|6RCR|7DMG|8VENICY|9LIT
179	46132 21421	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|35DMG|4CGEN|6DUST|7RCR|8AART|9RCVC|aCDMG
180	46133 21421	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|25VULN|3DMG|4CGEN|6DUST|7RCR|8AART|9RCVC|aCDMG
181	16263 42273	   	164.31	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|28aVULN|3MBVNT|4RMIN|5AART|6RCR|7DUR|9CDMG
182	26223 38722	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2ZMB|3RCVC|4AART|5MBVNT|6ASPD|7RCR|89DMG|aVULN
183	46273 41433	   	164.15	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2aVULN|3MBVNT|4LHND|56DMG|7AART|8ERES|9RCR
184	52521 11233	   	164.02	DCR|3VULN|1AART|1CDMG|1FLTHEA	17FEWX|26LHND|3CDMG|4FLTHEA|56aVULN|6BPWR|8RCR|9AART
185	11521 35233	   	163.92	DCR|3VULN|1AART|1CDMG|1FLTHEA	1LHND|27BEXP|3CDMG|4FLTHEA|56aVULN|8RCR|9AART
186	52521 31233	   	163.92	DCR|3VULN|1AART|1CDMG|1FLTHEA	17FEWX|2LHND|3CDMG|4FLTHEA|56aVULN|8RCR|9AART
187	63236 62331	 * 	163.91	DCR|3DMG|1VULN|2ZMB|1DUR|1ASPD	16ZMB|2DUR|34TLV|568DMG|6BPWR|7RCR|9ASPD|aVULN
188	16112 32463	   	163.77	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LHND|2aVULN|3DMG|4SELL|5LWND|6CDMG|7RCR|8DUR|9AART
189	46531 12132	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|3CDMG|4RCR|5RCVC|67DMG|8LHND|9ERES|aAART
190	46531 12312	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|3CDMG|4RCR|5RCVC|67DMG|8TLV|9LWND|aAART
191	46531 13132	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|27VULN|3CDMG|4RCR|5RCVC|6DMG|8LHND|9ERES|aAART
192	46531 13312	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|27VULN|3CDMG|4RCR|5RCVC|6DMG|8TLV|9LWND|aAART
193	46532 22132	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26VULN|3CDMG|4RCR|5RMIN|7DMG|8CGEN|9ERES|aAART
194	23265 12114	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3TLV|4RCR|5CDMG|67DMG|8LHND|9VULN|aAART
195	21665 13332	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2TLV|3DUR|4RCR|5CDMG|6DMG|78VULN|9ERES|aAART
196	23265 13332	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3TLV|4RCR|5CDMG|6DMG|78VULN|9ERES|aAART
197	23265 13632	   	163.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3TLV|4RCR|5CDMG|68DMG|7VULN|9ERES|aAART
198	46532 13332	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3CDMG|4RCR|5RMIN|6DMG|7TLV|9ERES|aAART
199	42362 53222	 * 	163.61	ACR|2VULN|2DMG|2ASPD|2DUR	19DUR|2LHND|3RCVC|4RCR|59DMG|6aVULN|7LIT|89ASPD|9BPWR
200	41365 12311	   	163.51	ACR|2VULN|2DMG|1CDMG|2DUR	13DUR|2BEXP|4RCR|5CDMG|67DMG|89VULN|aLIT
201	41365 12312	   	163.51	ACR|2VULN|2DMG|1CDMG|2DUR	13DUR|2BEXP|4RCR|5CDMG|67DMG|89VULN|aRCVC
202	41365 12313	   	163.51	ACR|2VULN|2DMG|1CDMG|2DUR	13DUR|2BEXP|4RCR|5CDMG|67DMG|89VULN|aLHND
203	16132 11514	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|35DMG|4CGEN|6FEWX|7RCR|8ASPD|9CDMG|aAART
204	16132 31514	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|35DMG|4CGEN|6BEXP|7RCR|8ASPD|9CDMG|aAART
205	16132 31634	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|35DMG|4CGEN|6BEXP|7RCR|8CDMG|9ASPD|aAART
206	16133 11514	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|25VULN|3DMG|4CGEN|6FEWX|7RCR|8ASPD|9CDMG|aAART
207	16133 31514	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|25VULN|3DMG|4CGEN|6BEXP|7RCR|8ASPD|9CDMG|aAART
208	16133 31634	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|25VULN|3DMG|4CGEN|6BEXP|7RCR|8CDMG|9ASPD|aAART
209	43365 12311	   	163.41	ACR|2VULN|2DMG|1CDMG|2DUR	13DUR|2DUST|4RCR|5CDMG|67DMG|89VULN|aLIT
210	43365 12312	   	163.41	ACR|2VULN|2DMG|1CDMG|2DUR	13DUR|2DUST|4RCR|5CDMG|67DMG|89VULN|aRCVC
211	43365 12313	   	163.41	ACR|2VULN|2DMG|1CDMG|2DUR	13DUR|2DUST|4RCR|5CDMG|67DMG|89VULN|aLHND
212	42521 11231	 * 	163.37	DCR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	19DUR|26LHND|39CDMG|4FLTHEA|56VULN|69BPWR|79FEWX|8RCR|aDMG
213	42521 15231	   	163.37	DCR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	19DUR|26LHND|39CDMG|4FLTHEA|56VULN|69BPWR|79BEXP|8RCR|aDMG
214	52521 16231	   	163.37	DCR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	19FEWX|26LHND|39CDMG|4FLTHEA|56VULN|69BPWR|79DUR|8RCR|aDMG
215	13362 11514	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2TLV|3VULN|45DMG|6FEWX|7RCR|8ASPD|9CDMG|aAART
216	13362 31514	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2TLV|3VULN|45DMG|6BEXP|7RCR|8ASPD|9CDMG|aAART
217	13362 31634	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2TLV|3VULN|45DMG|6BEXP|7RCR|8CDMG|9ASPD|aAART
218	13363 11514	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2TLV|35VULN|4DMG|6FEWX|7RCR|8ASPD|9CDMG|aAART
219	13363 31514	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2TLV|35VULN|4DMG|6BEXP|7RCR|8ASPD|9CDMG|aAART
220	13363 31634	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2TLV|35VULN|4DMG|6BEXP|7RCR|8CDMG|9ASPD|aAART
221	16132 21514	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|35DMG|4CGEN|6DUST|7RCR|8ASPD|9CDMG|aAART
222	16132 21634	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|35DMG|4CGEN|6DUST|7RCR|8CDMG|9ASPD|aAART
223	16133 21514	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|25VULN|3DMG|4CGEN|6DUST|7RCR|8ASPD|9CDMG|aAART
224	16133 21634	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|25VULN|3DMG|4CGEN|6DUST|7RCR|8CDMG|9ASPD|aAART
225	46113 12533	   	163.27	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1DUR|2VULN|367DMG|4SELL|5DUST|8RCR|9AART|aBELT
226	42521 31231	   	163.27	DCR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	19DUR|2LHND|39CDMG|4FLTHEA|56VULN|79FEWX|8RCR|9BPWR|aDMG
227	42521 35231	   	163.27	DCR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	19DUR|2LHND|39CDMG|4FLTHEA|56VULN|79BEXP|8RCR|9BPWR|aDMG
228	52521 36231	   	163.27	DCR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	19FEWX|2LHND|39CDMG|4FLTHEA|56VULN|79DUR|8RCR|9BPWR|aDMG
229	13362 21514	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2TLV|3VULN|45DMG|6DUST|7RCR|8ASPD|9CDMG|aAART
230	13362 21634	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2TLV|3VULN|45DMG|6DUST|7RCR|8CDMG|9ASPD|aAART
231	13363 21514	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2TLV|35VULN|4DMG|6DUST|7RCR|8ASPD|9CDMG|aAART
232	13363 21634	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2TLV|35VULN|4DMG|6DUST|7RCR|8CDMG|9ASPD|aAART
233	46113 12531	   	163.17	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1DUR|2VULN|367DMG|4SELL|5DUST|8RCR|9AART|aMBVNT
234	16112 32551	   	163.17	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1LHND|2VULN|39DMG|4SELL|5LWND|6CDMG|7RCR|8ASPD|aAART
235	42133 51143	   	163.02	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2LHND|3DMG|4CGEN|58aVULN|6AART|7RCVC|9RCR
236	46362 11111	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|28VULN|3RCVC|4RCR|5DMG|6MGNSTR|7AART|9ZMB|aMLV
237	46362 11113	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|28VULN|3RCVC|4RCR|5DMG|6MGNSTR|7AART|9ZMB|aMBVNT
238	61111 12635	   	162.78	DCR|3DMG|1AART|1VULN|1ZMB	1ZMB|2TLV|367DMG|4FEWX|5RPLT|8VULN|9AART|aRCR
239	61111 13635	   	162.78	DCR|3DMG|1AART|1VULN|1ZMB	1ZMB|2TLV|368DMG|4FEWX|5RPLT|7VULN|9AART|aRCR
240	42112 12536	   	162.77	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1DUR|2LHND|367DMG|4SELL|5LWND|8RCR|9VULN|aAART
241	41366 12332	   	162.77	ACR|2DMG|1AART|1VULN|2DUR|1ASPD|1SELL	13DUR|2BEXP|4RCR|5SELL|67DMG|8VULN|9AART|aASPD
242	41366 13332	   	162.77	ACR|2VULN|1AART|1DMG|2DUR|1ASPD|1SELL	13DUR|2BEXP|4RCR|5SELL|6DMG|78VULN|9AART|aASPD
243	16112 32331	   	162.64	DCR|2VULN|1AART|1DMG|2CDMG|1SELL	19LHND|29VULN|3DMG|4SELL|5LWND|69CDMG|7RCR|8NUKE|9BPWR|aAART
244	42521 11251	   	162.56	DCR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1DUR|26LHND|3CDMG|4FLTHEA|56VULN|6BPWR|7FEWX|8RCR|9ZMB|aDMG
245	42521 31251	   	162.46	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2LHND|3CDMG|4FLTHEA|56VULN|7FEWX|8RCR|9ZMB|aDMG
246	15143 13126	   	162.40	DCR|3DMG|2VULN|1DUR	15aLHND|2BELT|35aDMG|4LEGI|5aBPWR|6RCR|7LWND|8DUR|9aVULN
247	46111 13612	 * 	162.37	DCR|2DMG|1AART|1VULN|2ASPD|1DUR|1SELL	1DUR|2VULN|36DMG|4SELL|5ERES|7AART|8RCR|9aASPD
248	46112 13422	   	162.31	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|27VULN|36DMG|4SELL|5LWND|8CGEN|9RCR|aAART
249	46112 13622	   	162.31	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|27VULN|36DMG|4SELL|5LWND|8MLV|9RCR|aAART
250	26165 12321	   	162.25	DCR|3DMG|1AART|2DUR|1ZMB	15CGEN|2ZMB|38aDMG|46DUR|7RCR|9AART
251	26616 12321	   	162.25	DCR|3DMG|1AART|2DUR|1ZMB	14CGEN|2ZMB|36DUR|58aDMG|7RCR|9AART
252	42521 16231	   	162.24	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD|1DUR	1DUR|26LHND|3CDMG|4FLTHEA|56VULN|6BPWR|7RCVC|8RCR|9AART|aASPD
253	46112 13322	   	162.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|27VULN|36DMG|4SELL|5LWND|8TLV|9RCR|aAART
254	46112 13522	   	162.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|27VULN|36DMG|4SELL|5LWND|8ERES|9RCR|aAART
255	63246 12321	   	162.15	DCR|3DMG|1AART|2DUR|1ZMB	1ZMB|26DUR|3TLV|4RCVC|58aDMG|7RCR|9AART
256	42521 36231	   	162.14	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD|1DUR	1DUR|2LHND|3CDMG|4FLTHEA|56VULN|7RCVC|8RCR|9AART|aASPD
257	61164 12321	   	162.05	DCR|3DMG|1AART|2DUR|1ZMB	1ZMB|25TLV|38aDMG|46DUR|7RCR|9AART
258	61636 12321	   	162.05	DCR|3DMG|1AART|2DUR|1ZMB	1ZMB|24TLV|36DUR|58aDMG|7RCR|9AART
259	63236 12321	   	162.05	DCR|3DMG|1AART|2DUR|1ZMB	1ZMB|26DUR|34TLV|58aDMG|7RCR|9AART
260	61136 13342	 * 	162.03	ACR|3VULN|1DMG|2ZMB|1DUR|1ASPD	19ZMB|29TLV|3DMG|4DMSP|5RCR|6DUR|789VULN|9BPWR|aASPD
261	16543 13121	   	162.01	DCR|3VULN|1AART|1CDMG|1ASPD	1LHND|29aVULN|3CDMG|4RPLT|5AART|6BELT|7RCR|8ASPD
262	11165 12423	   	161.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|2BEXP|39DMG|4ASPD|5ZMB|6MLV|7RCR|8AART|aVULN
263	26311 31426	   	161.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	14CGEN|2ZMB|3VULN|5DUR|6BEXP|7RCR|8AART|9aDMG
264	26162 32423	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2ZMB|39DMG|4DUR|5ERES|6BEXP|7RCR|8AART|aVULN
265	46132 11431	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2VULN|35DMG|4CGEN|6FEWX|7RCR|8AART|9ZMB|aERES
266	46133 11431	   	161.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|25VULN|3DMG|4CGEN|6FEWX|7RCR|8AART|9ZMB|aERES
267	21112 21661	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2TLV|3aDMG|4aFEWX|5ERES|6aVULN|7RCR|8CDMG|9ZMB|aBPWR
268	26112 22111	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2ZMB|3aDMG|4aFEWX|5ERES|6aVULN|7RCR|8TLV|9CDMG|aBPWR
269	41223 48224	   	161.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2BEXP|3MBVNT|4ZMB|5LEGI|6DMG|7RCR|8AART|9aVULN
270	61331 31426	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|24TLV|3VULN|5DUR|6BEXP|7RCR|8AART|9aDMG
271	42162 21433	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2LHND|34DMG|5ERES|6DUST|7RCR|8AART|9ZMB|aVULN
272	46132 21431	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2VULN|35DMG|4CGEN|6DUST|7RCR|8AART|9ZMB|aERES
273	46133 21431	   	161.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|25VULN|3DMG|4CGEN|6DUST|7RCR|8AART|9ZMB|aERES
274	61162 32423	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2TLV|39DMG|4DUR|5ERES|6BEXP|7RCR|8AART|aVULN
275	13363 11451	 * 	161.71	DCR|4VULN|1DMG|2DUR	19LHND|2TLV|359aVULN|4DMG|6FEWX|7RCR|89DUR|9BPWR
276	13363 31451	   	161.71	DCR|4VULN|1DMG|2DUR	19LHND|2TLV|359aVULN|4DMG|6BEXP|7RCR|89DUR|9BPWR
277	43223 48224	   	161.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DUST|3MBVNT|4ZMB|5LEGI|6DMG|7RCR|8AART|9aVULN
278	42521 16232	 * 	161.61	DCR|2VULN|1AART|2CDMG|1FLTHEA|1DUR	1DUR|26LHND|3aCDMG|4FLTHEA|56VULN|6BPWR|7RCVC|8RCR|9AART
279	51133 11423	   	161.61	DCR|2VULN|2DMG|1AART	16FEWX|2BEXP|39DMG|4CGEN|5aVULN|7RCR|8AART
280	51133 31423	   	161.61	DCR|2VULN|2DMG|1AART	1FEWX|26BEXP|39DMG|4CGEN|5aVULN|7RCR|8AART
281	13363 21451	   	161.61	DCR|4VULN|1DMG|2DUR	19LHND|2TLV|359aVULN|4DMG|6DUST|7RCR|89DUR|9BPWR
282	41365 13311	   	161.58	ACR|3VULN|1DMG|1CDMG|2DUR	13DUR|2BEXP|4RCR|5CDMG|6DMG|789VULN|aLIT
283	41365 13312	   	161.58	ACR|3VULN|1DMG|1CDMG|2DUR	13DUR|2BEXP|4RCR|5CDMG|6DMG|789VULN|aRCVC
284	41365 13313	   	161.58	ACR|3VULN|1DMG|1CDMG|2DUR	13DUR|2BEXP|4RCR|5CDMG|6DMG|789VULN|aLHND
285	42521 12316	 * 	161.51	DCR|2VULN|3CDMG|1DMG|1FLTHEA|1DUR	1DUR|26LHND|38aCDMG|4FLTHEA|56VULN|6BPWR|7DMG|9RCR
286	42521 36232	   	161.51	DCR|2VULN|1AART|2CDMG|1FLTHEA|1DUR	1DUR|2LHND|3aCDMG|4FLTHEA|56VULN|7RCVC|8RCR|9AART
287	16233 42427	   	161.51	DCR|2VULN|2DMG|1AART	1LHND|25VULN|3MBVNT|4BEXP|6DMSP|7RCR|8AART|9aDMG
288	16233 72427	   	161.51	DCR|2VULN|2DMG|1AART	16LHND|25VULN|3MBVNT|4BEXP|7RCR|8AART|9aDMG
289	16233 82427	   	161.51	DCR|2VULN|2DMG|1AART	1LHND|25VULN|3MBVNT|46BEXP|7RCR|8AART|9aDMG
290	43365 13311	   	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	13DUR|2DUST|4RCR|5CDMG|6DMG|789VULN|aLIT
291	43365 13312	   	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	13DUR|2DUST|4RCR|5CDMG|6DMG|789VULN|aRCVC
292	43365 13313	   	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	13DUR|2DUST|4RCR|5CDMG|6DMG|789VULN|aLHND
293	42521 32316	   	161.41	DCR|2VULN|3CDMG|1DMG|1FLTHEA|1DUR	1DUR|2LHND|38aCDMG|4FLTHEA|56VULN|7DMG|9RCR
294	52115 62133	   	161.37	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1FEWX|2LHND|3DMG|4SELL|5AART|6CDMG|7DUR|8aVULN|9RCR
295	26135 12325	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	15CGEN|2ZMB|38DMG|4DMSP|6DUR|7RCR|9AART|aVULN
296	65241 32331	 * 	161.34	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR|1SELL	19ZMB|2SELL|3VULN|49CDMG|5DUR|6BEXP|7RCR|89DMG|9BPWR|aDMSP
297	65241 32332	 * 	161.34	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR|1SELL	19ZMB|2SELL|3VULN|49CDMG|5DUR|6BEXP|7RCR|89DMG|9BPWR|aLHND
298	65241 32333	 * 	161.34	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR|1SELL	19ZMB|2SELL|3VULN|49CDMG|5DUR|6BEXP|7RCR|89DMG|9BPWR|aRMIN
299	16227 42382	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|25VULN|3MBVNT|4ZMB|6CGEN|7RCR|8DMG|9AART|aDUR
300	45123 42222	   	161.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DUR|2BELT|34DMG|5ZMB|6AART|7BEXP|9VULN|aRCR
301	65241 22331	 * 	161.24	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR|1SELL	19ZMB|2SELL|3VULN|49CDMG|5DUR|6DUST|7RCR|89DMG|9BPWR|aDMSP
302	65241 22332	 * 	161.24	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR|1SELL	19ZMB|2SELL|3VULN|49CDMG|5DUR|6DUST|7RCR|89DMG|9BPWR|aLHND
303	65241 22333	 * 	161.24	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR|1SELL	19ZMB|2SELL|3VULN|49CDMG|5DUR|6DUST|7RCR|89DMG|9BPWR|aRMIN
304	46111 13611	   	161.05	DCR|2DMG|1AART|1VULN|2DUR|1ASPD|1SELL	1aDUR|2VULN|36DMG|4SELL|5ERES|7AART|8RCR|9ASPD
305	42133 51141	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LHND|3DMG|4CGEN|58VULN|6AART|7RCVC|9RCR|aCDMG
306	16243 74462	   	160.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2VULN|3MBVNT|4FEWX|58DMG|6AART|7CDMG|9RCR|aDUR
307	41362 53222	 * 	160.84	ACR|2DMG|1VULN|3DUR|2ASPD|1ZMB	139DUR|2BEXP|4RCR|59DMG|6VULN|7LIT|89ASPD|9BPWR|aZMB
308	23266 13362	   	160.84	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1CGEN|2DUR|3TLV|4RCR|5SELL|6DMG|78VULN|9ZMB|aAART
309	66622 12321	   	160.81	DCR|3DMG|1AART|2ZMB|1DUR	12ZMB|38aDMG|4DMSP|5CGEN|6DUR|7RCR|9AART
310	21662 62311	 * 	160.78	ACR|2DMG|1VULN|2ZMB|1CDMG|2DUR	1CGEN|2TLV|3aDUR|4RCR|5aDMG|6ERES|7aZMB|8VULN|9CDMG|aBPWR
311	63123 61351	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4LWND|5VULN|6CGEN|7RCR|89DMG|aAART
312	43362 53222	   	160.74	ACR|2DMG|1VULN|3DUR|2ASPD|1ZMB	139DUR|2DUST|4RCR|59DMG|6VULN|7LIT|89ASPD|9BPWR|aZMB
313	63236 62121	   	160.71	DCR|3DMG|1AART|2ZMB|1DUR	16ZMB|2DUR|34TLV|56aDMG|6BPWR|7RCR|8RCVC|9AART
314	45123 22222	   	160.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DUR|2BELT|34DMG|5ZMB|6FEWX|7AART|9VULN|aRCR
315	45123 12222	   	160.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DUR|2BELT|34DMG|5ZMB|6DUST|7AART|9VULN|aRCR
316	42512 24233	   	160.50	DCR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	16DUR|2LHND|3CDMG|4DMSP|5aVULN|7FLTHEA|8RCR|9AART
317	12662 13151	   	160.42	ACR|3VULN|2DMG|1DUR	129LHND|3DUR|4RCR|59DMG|6MLV|7LWND|89aVULN|9BPWR
318	12662 22151	   	160.42	ACR|3VULN|2DMG|1DUR	129LHND|3DUR|4RCR|59DMG|6FEWX|7CGEN|89aVULN|9BPWR
319	12662 32151	   	160.42	ACR|3VULN|2DMG|1DUR	129LHND|3DUR|4RCR|59DMG|6LWND|7CGEN|89aVULN|9BPWR
320	11133 51523	   	160.41	DCR|2VULN|2DMG|1AART	1LHND|2BEXP|39DMG|4CGEN|5aVULN|6AART|7RCVC|8RCR
321	16112 12366	   	160.37	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1LHND|2VULN|367DMG|4SELL|5LWND|8DUR|9RCR|aAART
322	11526 53121	   	160.23	DCR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB	1LHND|2BEXP|3CDMG|4FLTHEA|5ZMB|6RCR|7VULN|8ERES|9aDMG
323	46362 23311	   	160.22	ACR|3DMG|2VULN|1DUR	1DUR|27VULN|369RCVC|4RCR|58aDMG
324	61136 14321	   	160.17	ACR|3DMG|1AART|2DUR|1ZMB	1ZMB|2TLV|38aDMG|4DMSP|5RCR|67DUR|9AART
325	16132 11352	   	160.17	DCR|2VULN|2DMG|1AART|1SELL	1LHND|28VULN|35DMG|4CGEN|6FEWX|7RCR|9SELL|aAART
326	16263 42274	 * 	160.10	DCR|2AART|2VULN|1CDMG|1DUR	1LHND|28VULN|3MBVNT|4RMIN|5aAART|6RCR|7DUR|9CDMG
327	12263 61362	   	160.10	ACR|3VULN|1AART|1DMG	12LHND|3RCVC|4RCR|5DMG|6LSRICY|79aVULN|8AART
328	16162 11352	   	160.07	DCR|2VULN|2DMG|1AART|1SELL	1LHND|28VULN|34DMG|5ERES|6FEWX|7RCR|9SELL|aAART
