0	Index      	 *	Score 	Summary	Detail	
1	31112 64111	 * 	190.59	ACR|3DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	179DMG|2DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|8ZMB|aVULN
161	35342 11224	   	168.45	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	18DMG|2LWND|3VULN|4ASPD|5AART|6DUR|7BASHEA|9RCR|aCDMG
162	32212 14611	   	168.39	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	13aDMG|23CGEN|3BPWR|4CDMG|5VULN|6BEXP|7SELL|8AART|9RCR
163	32212 32611	   	168.39	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	13aDMG|23CGEN|3BPWR|4CDMG|5VULN|6SELL|7BEXP|8AART|9RCR
164	31634 21521	 * 	168.37	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	16DMG|2DUR|3BELT|4LHND|5RCR|7ASPD|8VULN|9CDMG|aAART
165	36324 73843	   	168.32	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2MBVNT|3aVULN|4LHND|5ZMB|6BEXP|7AART|9RCR
166	31154 62113	   	168.31	DCR|2AART|1VULN|1DMG|2ZMB|2DUR|1ASPD	1DMG|2aDUR|3ASPD|48ZMB|5VULN|67AART|9RCR
167	31154 61313	 * 	168.28	DCR|2AART|1VULN|1DMG|3DUR|1ZMB|1ASPD	1DMG|27aDUR|3ASPD|4ZMB|5VULN|68AART|9RCR
168	36324 53843	   	168.22	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2MBVNT|3aVULN|4LHND|5ZMB|6DUST|7AART|9RCR
169	31112 62111	   	168.13	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	19DMG|2DUR|3ASPD|4CGEN|5RCR|6AART|7DMSP|8ZMB|aVULN
170	31112 65111	   	168.13	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	19DMG|2DUR|3ASPD|47CGEN|5RCR|6AART|8ZMB|aVULN
171	36132 35314	   	168.05	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3ASPD|4aVULN|5AART|6CGEN|7LWND|8RCR|9aLIT|aBPWR
172	36132 55314	   	168.05	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3ASPD|4aVULN|5AART|6MLV|7LWND|8RCR|9aLIT|aBPWR
173	31532 15613	   	167.98	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	1DMG|26aDUR|37VULN|4TLV|5AART|8ZMB|9RCR
174	36132 22314	   	167.95	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3ASPD|4aVULN|5AART|6LHND|7ERES|8RCR|9aLIT|aBPWR
175	36132 23314	   	167.95	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3ASPD|4aVULN|5AART|6LHND|7TLV|8RCR|9aLIT|aBPWR
176	36132 85314	   	167.95	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3ASPD|4aVULN|5AART|6TLV|7LWND|8RCR|9aLIT|aBPWR
177	36332 71182	   	167.93	DCR|3VULN|2AART|1DMG	1DMG|2MBVNT|368VULN|46TLV|57AART|6BPWR|9RCR|aLIT
178	36332 71181	   	167.83	DCR|3VULN|2AART|1DMG	1DMG|2MBVNT|368VULN|46aTLV|57AART|6BPWR|9RCR
179	35351 63213	   	167.72	DCR|3DMG|1AART|1VULN|1ASPD	19aDMG|2LWND|3VULN|4DUST|5LIT|6AART|7RCR|8ASPD
180	31112 66216	 * 	167.65	ACR|2DMG|2AART|1CDMG|2DUR|1ASPD	18DMG|28DUR|3ASPD|4CGEN|5RCR|6aAART|78LHND|8BPWR|9CDMG
181	31631 54222	   	167.60	DCR|3DMG|2VULN|2DUR	15aDMG|2aDUR|3BELT|48LHND|6RCR|7BASHEA|9aVULN|aBPWR
182	36542 32834	 * 	167.54	ACR|2DMG|2AART|1VULN|1CDMG	14DMG|2MBVNT|3ERES|5RCR|6RPLT|78AART|9VULN|aCDMG
183	36333 61184	   	167.33	DCR|3VULN|2AART|1DMG	1DMG|2MBVNT|38aVULN|4TLV|5RCVC|67AART|9RCR
184	13322 63233	 * 	167.30	DCR|3DMG|1AART|1FLTHEA|2DUR	1aDUR|2LWND|3CGEN|489DMG|5AART|6FLTHEA|7RCR
185	25222 63233	   	167.30	DCR|3DMG|1AART|1FLTHEA|2DUR	1MLV|2LWND|3aDUR|489DMG|5AART|6FLTHEA|7RCR
186	31112 61151	   	167.28	ACR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1DMG|27DUR|3ASPD|4CGEN|5RCR|69AART|8ZMB|aVULN
187	31156 63312	   	167.25	DCR|2DMG|2AART|2ZMB|2ASPD|1DUR	17DMG|2DUR|37ASPD|47ZMB|5LEGI|68AART|7BPWR|9RCR|aLHND
188	31156 63313	   	167.25	DCR|2DMG|2AART|2ZMB|2ASPD|1DUR	17DMG|2DUR|37ASPD|47ZMB|5LEGI|68AART|7BPWR|9RCR|aFEWX
189	31112 66214	   	167.21	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB|1ASPD	18DMG|28DUR|3ASPD|4CGEN|5RCR|6AART|78LHND|8BPWR|9CDMG|aZMB
190	32241 36611	   	167.08	DCR|3DMG|1AART|1VULN|1ZMB	13aDMG|235CGEN|3BPWR|4DUST|6AART|7VULN|8ZMB|9RCR
191	31242 36216	   	167.08	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1DMG|23DUR|4ZMB|5RCR|6ASPD|7CDMG|8RCVC|9VULN|aAART
192	32251 23241	   	167.07	DCR|4VULN|2DMG	13DMG|235CGEN|3BPWR|489aVULN|6FEWX|7RCR
193	21342 31111	   	167.02	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1MLV|2RCVC|3DUR|45ZMB|6AART|7RCR|8VULN|9aDMG
194	21342 31114	   	167.02	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1MLV|2RCVC|3DUR|45ZMB|6AART|7RCR|8aVULN|9DMG
195	32521 23241	   	166.97	DCR|4VULN|2DMG	14DMG|25CGEN|389aVULN|6FEWX|7RCR
196	33331 63126	   	166.95	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1aDMG|2LHND|3VULN|48AART|5ASPD|6LSRICY|7DUR|9RCR
197	35331 63126	   	166.95	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1aDMG|2LWND|3VULN|48AART|5ASPD|6LSRICY|7DUR|9RCR
198	11342 31111	   	166.92	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1DUR|2ERES|3RCVC|45ZMB|6AART|7RCR|8VULN|9aDMG
199	11342 31114	   	166.92	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|2ERES|3RCVC|45ZMB|6AART|7RCR|8aVULN|9DMG
200	23331 64353	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MLV|2LHND|3VULN|4AART|5ASPD|6CDMG|7RCR|89DMG|aERES
201	36434 33241	   	166.91	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	18DMG|2MBVNT|3LWND|4LEGI|58ZMB|68DUR|7AART|8BPWR|9RCR|aVULN
202	36172 32241	   	166.91	DCR|2DMG|1AART|1VULN|2ASPD|2DUR	18DMG|2MBVNT|38ASPD|4LHND|5AART|6BEXP|78DUR|8BPWR|9RCR|aVULN
203	33331 11126	   	166.85	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1aDMG|2LHND|3VULN|48AART|5ASPD|6DUR|7BASHEA|9RCR
204	35331 11126	   	166.85	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1aDMG|2LWND|3VULN|48AART|5ASPD|6DUR|7BASHEA|9RCR
205	11442 31111	   	166.82	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1DUR|23ERES|45ZMB|6AART|7RCR|8VULN|9aDMG
206	11442 31114	   	166.82	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|23ERES|45ZMB|6AART|7RCR|8aVULN|9DMG
207	31153 14521	   	166.80	DCR|2VULN|2DMG|2ASPD|2DUR|1ZMB	18DMG|26DUR|38ASPD|4ZMB|5ERES|78VULN|8BPWR|9LEGI|aRCR
208	36131 67314	   	166.75	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3ASPD|4aVULN|5ERES|6LHND|7AART|8RCR|9aLIT|aBPWR
209	31552 23333	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2DUR|39aVULN|4DUST|5RMIN|6FEWX|7RCR|8AART
210	11122 52121	 * 	166.50	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	19DUR|2ERES|39ASPD|4RMIN|5BELT|6RCR|7AART|89VULN|9BPWR|aCDMG
211	36542 35442	 * 	166.44	ACR|3VULN|3DMG	148DMG|2MBVNT|38aERES|5RCR|69RPLT|78aVULN|8aBPWR
212	36325 23148	   	166.42	DCR|3VULN|3DMG	19aDMG|2MBVNT|39aVULN|45LHND|6BEXP|79aLWND|8RCR|9aBPWR
213	36327 23148	   	166.42	DCR|3VULN|3DMG	19aDMG|2MBVNT|39aVULN|4LHND|5DMSP|6BEXP|79aLWND|8RCR|9aBPWR
214	13322 63514	   	166.41	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1DUR|2LWND|3CGEN|4aDMG|5AART|6FLTHEA|7RCR|8VULN|9LIT
215	31312 52131	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|3RCVC|4BELT|58VULN|6RCR|7BEXP|9AART|aCDMG
216	31312 53131	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|3RCVC|4BELT|58VULN|6RCR|7LWND|9AART|aCDMG
217	31652 52131	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|34BELT|58VULN|6RCR|7BEXP|9AART|aCDMG
218	31652 53131	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|34BELT|58VULN|6RCR|7LWND|9AART|aCDMG
219	31662 52131	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|3BELT|4RCVC|58VULN|6RCR|7BEXP|9AART|aCDMG
220	31662 53131	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|3BELT|4RCVC|58VULN|6RCR|7LWND|9AART|aCDMG
221	31132 65126	   	166.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1aDMG|2DUR|3ASPD|4VULN|58AART|6LSRICY|7LWND|9RCR
222	33132 63126	   	166.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1aDMG|2LHND|3ASPD|4VULN|58AART|6LSRICY|7DUR|9RCR
223	33342 63126	   	166.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1aDMG|2LHND|3VULN|4ASPD|58AART|6LSRICY|7DUR|9RCR
224	35132 63126	   	166.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1aDMG|2LWND|3ASPD|4VULN|58AART|6LSRICY|7DUR|9RCR
225	36542 35414	   	166.34	ACR|3VULN|3DMG	148DMG|2MBVNT|389ERES|5RCR|6RPLT|78aVULN|8BPWR
226	31112 64152	   	166.32	ACR|2DMG|2AART|2ASPD|1ZMB|1DUR	17DMG|2DUR|37ASPD|47CGEN|5RCR|69AART|7BPWR|8ZMB|aLHND
227	31132 61126	   	166.25	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1aDMG|2DUR|3ASPD|4VULN|58AART|6LSRICY|7LEGI|9RCR
228	33132 11126	   	166.25	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1aDMG|2LHND|3ASPD|4VULN|58AART|6DUR|7BASHEA|9RCR
229	33342 11126	   	166.25	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1aDMG|2LHND|3VULN|4ASPD|58AART|6DUR|7BASHEA|9RCR
230	35132 11126	   	166.25	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1aDMG|2LWND|3ASPD|4VULN|58AART|6DUR|7BASHEA|9RCR
231	35342 11126	   	166.25	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1aDMG|2LWND|3VULN|4ASPD|58AART|6DUR|7BASHEA|9RCR
232	36258 13243	   	166.25	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1DMG|2MBVNT|3DUR|4ASPD|56AART|7BEXP|8aVULN|9RCR
233	31112 61346	 * 	166.23	ACR|2VULN|1AART|1DMG|3DUR|1ASPD	1DMG|278DUR|3ASPD|4CGEN|5RCR|6AART|9aVULN
234	36128 71114	 * 	166.23	ACR|2DMG|1AART|2CDMG|3DUR|1ASPD	1aDMG|2MBVNT|3ASPD|4RMIN|5RCR|6AART|78aDUR|9aCDMG|aBPWR
235	51331 63611	 * 	166.18	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	16LWND|2ERES|37VULN|4AART|56ASPD|6BPWR|8ZMB|9RCR|aDMG
236	31133 61254	   	166.11	DCR|3VULN|2DMG|2ASPD|1DUR|1SELL	18DMG|2DUR|38ASPD|478VULN|5BELT|6SELL|8BPWR|9LIT|aRCR
237	36128 14448	   	166.07	ACR|2VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3ASPD|4RMIN|5RCR|6aVULN|7aCGEN|8BELT|9AART|aBPWR
238	35331 21526	   	166.05	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2LWND|38VULN|4AART|5ASPD|6LHND|7BASHEA|9RCR
239	36332 71542	 * 	165.92	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2MBVNT|36VULN|46TLV|57AART|6BPWR|8RPLT|9RCR|aCDMG
240	36324 73834	   	165.92	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2MBVNT|39VULN|4LHND|5ZMB|6BEXP|7AART|aRCR
241	11122 53621	   	165.90	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	19DUR|2ERES|39ASPD|4RMIN|5BELT|6RCR|79VULN|8AART|9BPWR|aCDMG
242	36324 53834	   	165.82	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2MBVNT|39VULN|4LHND|5ZMB|6DUST|7AART|aRCR
243	31124 62162	 * 	165.78	DCR|2AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1DMG|2DUR|3aASPD|4RMIN|5VULN|67AART|8ZMB|9RCR
244	36132 22815	   	165.73	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	18DMG|2MBVNT|38ASPD|4VULN|5AART|6LHND|78ERES|8BPWR|9CDMG|aRCR
245	36132 23815	   	165.73	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	18DMG|2MBVNT|38ASPD|4VULN|5AART|6LHND|78TLV|8BPWR|9CDMG|aRCR
246	36132 42815	   	165.73	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	18DMG|2MBVNT|38ASPD|4VULN|5AART|6FEWX|78ERES|8BPWR|9CDMG|aRCR
247	36132 43815	   	165.73	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	18DMG|2MBVNT|38ASPD|4VULN|5AART|6FEWX|78TLV|8BPWR|9CDMG|aRCR
248	33631 51521	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2LHND|3BELT|4LEGI|6RCR|7ASPD|8VULN|9CDMG|aAART
249	36178 33241	   	165.71	DCR|2DMG|1AART|1VULN|2ASPD|2DUR	18DMG|2MBVNT|38ASPD|4LHND|5LWND|68DUR|7AART|8BPWR|9RCR|aVULN
250	36128 74234	 * 	165.64	ACR|3VULN|1AART|1DMG|1ASPD	1DMG|2MBVNT|3ASPD|4RMIN|5RCR|6AART|7TLV|89aVULN
251	36128 74411	   	165.64	ACR|3DMG|1AART|1VULN|1ASPD	189DMG|2MBVNT|3ASPD|4RMIN|5RCR|6AART|7TLV|aVULN
252	35112 13614	   	165.57	ACR|2VULN|2DMG|1AART|1ASPD	18DMG|278LWND|3ASPD|4CGEN|5RCR|68VULN|8BPWR|9LIT|aAART
253	36143 61374	   	165.55	DCR|2DMG|2AART|1VULN|1ASPD|1DUR	14DMG|2MBVNT|3ASPD|5LEGI|67AART|8DUR|9RCR|aVULN
254	32231 34154	   	165.52	DCR|2VULN|2DMG|1AART|1ZMB	13DMG|23CGEN|3BPWR|4RPLT|5LWND|67VULN|8AART|9ZMB|aRCR
255	31242 42122	 * 	165.50	ACR|2DMG|3ZMB|1FLTHEA|1CDMG|2DUR	17DMG|23DUR|47aZMB|5RCR|67ERES|7BPWR|8CDMG|9FLTHEA
256	26422 13446	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1MLV|2MBVNT|3LWND|48DMG|5AART|6DUR|7aVULN|9RCR
257	31415 32241	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|2DUR|3ERES|46CGEN|5AART|78VULN|9RCR
258	35132 21526	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2LWND|3ASPD|48VULN|5AART|6LHND|7BASHEA|9RCR
259	36132 28843	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2MBVNT|3ASPD|4aVULN|5AART|6LHND|7BEXP|9RCR
260	36132 48443	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2MBVNT|3ASPD|4aVULN|5AART|6FEWX|7BEXP|9RCR
261	36352 48443	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2MBVNT|3aVULN|4ASPD|5AART|6FEWX|7BEXP|9RCR
262	35221 51611	   	165.41	DCR|3DMG|2AART|1ZMB|1DUR	14aDMG|2LWND|3DUR|5CGEN|67AART|8ZMB|9RCR
263	32251 23152	   	165.40	DCR|3DMG|2VULN|2DUR	13aDMG|235CGEN|3aBPWR|4aVULN|6FEWX|7RCR|8LHND|9aDUR
264	32251 23552	   	165.40	DCR|3DMG|2VULN|2DUR	13aDMG|235CGEN|3aBPWR|4aVULN|6FEWX|7RCR|8BEXP|9aDUR
265	32254 23133	   	165.40	DCR|3DMG|2VULN|2DUR	13aDMG|23CGEN|3aBPWR|4aVULN|58MLV|6LHND|7RCR|9aDUR
266	32254 23213	   	165.40	DCR|3DMG|2VULN|2DUR	13aDMG|23CGEN|3aBPWR|4aVULN|5MLV|69LHND|7RCR|8aDUR
267	31242 42114	   	165.32	ACR|2DMG|1VULN|2ZMB|1CDMG|2DUR|1ASPD	17DMG|23DUR|47ZMB|5RCR|67ERES|7BPWR|8CDMG|9VULN|aASPD
268	33336 31243	   	165.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	18DMG|28LHND|3VULN|4AART|56FEWX|78DUR|8BPWR|9CDMG|aRCR
269	35336 31243	   	165.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	18DMG|28LWND|3VULN|4AART|56FEWX|78DUR|8BPWR|9CDMG|aRCR
270	32251 23352	   	165.30	DCR|3DMG|2VULN|2DUR	13aDMG|235CGEN|3aBPWR|4aVULN|6FEWX|7RCR|8DUST|9aDUR
271	32251 23663	   	165.30	DCR|3DMG|2VULN|2DUR	13aDMG|235CGEN|3aBPWR|4aVULN|6FEWX|7RCR|8TLV|9aDUR
272	32251 63233	   	165.30	DCR|3DMG|2VULN|2DUR	13aDMG|235CGEN|3aBPWR|4aVULN|6LHND|7RCR|8ERES|9aDUR
273	32251 63352	   	165.30	DCR|3DMG|2VULN|2DUR	13aDMG|235CGEN|3aBPWR|4aVULN|6LHND|7RCR|8DUST|9aDUR
274	32251 63633	   	165.30	DCR|3DMG|2VULN|2DUR	13aDMG|235CGEN|3aBPWR|4aVULN|6LHND|7RCR|8TLV|9aDUR
275	32253 43323	   	165.30	DCR|3DMG|2VULN|2DUR	13aDMG|23CGEN|3aBPWR|4aVULN|5BEXP|6ERES|7RCR|8aDUR|9RCVC
276	32253 43333	   	165.30	DCR|3DMG|2VULN|2DUR	13aDMG|23CGEN|3aBPWR|4aVULN|5BEXP|6ERES|7RCR|8aDUR|9DMSP
277	32253 43343	   	165.30	DCR|3DMG|2VULN|2DUR	13aDMG|23CGEN|3aBPWR|4aVULN|59BEXP|6ERES|7RCR|8aDUR
278	32521 23152	   	165.30	DCR|3DMG|2VULN|2DUR	14aDMG|25CGEN|3aVULN|6FEWX|7RCR|8LHND|9aDUR|aBPWR
279	32521 23552	   	165.30	DCR|3DMG|2VULN|2DUR	14aDMG|25CGEN|3aVULN|6FEWX|7RCR|8BEXP|9aDUR|aBPWR
280	32524 23133	   	165.30	DCR|3DMG|2VULN|2DUR	14aDMG|2CGEN|3aVULN|58MLV|6LHND|7RCR|9aDUR|aBPWR
281	32524 23213	   	165.30	DCR|3DMG|2VULN|2DUR	14aDMG|2CGEN|3aVULN|5MLV|69LHND|7RCR|8aDUR|aBPWR
282	32546 13133	   	165.30	DCR|3VULN|2DMG|2DUR	1aDMG|2CGEN|36aVULN|48MLV|5LHND|7RCR|9aDUR|aBPWR
283	32546 13213	   	165.30	DCR|3VULN|2DMG|2DUR	1aDMG|2CGEN|36aVULN|4MLV|59LHND|7RCR|8aDUR|aBPWR
284	31244 33611	   	165.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	19DMG|23DUR|4ZMB|5TLV|6ERES|7AART|8RCR|aVULN
285	36332 11628	   	165.25	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|3aVULN|48TLV|5AART|6DUR|7aCANHEL|9RCR|aBPWR
286	36542 42317	   	165.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2MBVNT|3ERES|5RCR|6DLOT|7VULN|8ZMB|9CDMG|aAART
287	32253 43363	   	165.20	DCR|3DMG|2VULN|2DUR	13aDMG|23CGEN|3aBPWR|4aVULN|5BEXP|69ERES|7RCR|8aDUR
288	32253 43523	   	165.20	DCR|3DMG|2VULN|2DUR	13aDMG|23CGEN|3aBPWR|4aVULN|5BEXP|6ERES|7RCR|8MBVNT|9aDUR
289	32521 23352	   	165.20	DCR|3DMG|2VULN|2DUR	14aDMG|25CGEN|3aVULN|6FEWX|7RCR|8DUST|9aDUR|aBPWR
290	32521 23663	   	165.20	DCR|3DMG|2VULN|2DUR	14aDMG|25CGEN|3aVULN|6FEWX|7RCR|8TLV|9aDUR|aBPWR
291	32521 63233	   	165.20	DCR|3DMG|2VULN|2DUR	14aDMG|25CGEN|3aVULN|6LHND|7RCR|8ERES|9aDUR|aBPWR
292	32521 63352	   	165.20	DCR|3DMG|2VULN|2DUR	14aDMG|25CGEN|3aVULN|6LHND|7RCR|8DUST|9aDUR|aBPWR
293	32521 63633	   	165.20	DCR|3DMG|2VULN|2DUR	14aDMG|25CGEN|3aVULN|6LHND|7RCR|8TLV|9aDUR|aBPWR
294	32523 43323	   	165.20	DCR|3DMG|2VULN|2DUR	14aDMG|2CGEN|3aVULN|5BEXP|6ERES|7RCR|8aDUR|9RCVC|aBPWR
295	32523 43333	   	165.20	DCR|3DMG|2VULN|2DUR	14aDMG|2CGEN|3aVULN|5BEXP|6ERES|7RCR|8aDUR|9DMSP|aBPWR
296	32523 43343	   	165.20	DCR|3DMG|2VULN|2DUR	14aDMG|2CGEN|3aVULN|59BEXP|6ERES|7RCR|8aDUR|aBPWR
297	33333 61243	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	18DMG|28LHND|3VULN|4AART|56DUST|78DUR|8BPWR|9CDMG|aRCR
298	35333 61243	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	18DMG|28LWND|3VULN|4AART|56DUST|78DUR|8BPWR|9CDMG|aRCR
299	31534 33512	   	165.10	DCR|3VULN|2DMG|2DUR	1aDMG|26DUR|38aVULN|4TLV|5DUST|7RCR|9aBEXP|aBPWR
300	31534 33612	   	165.10	DCR|3DMG|2VULN|2DUR	18aDMG|26DUR|3aVULN|4TLV|5DUST|7RCR|9aBEXP|aBPWR
301	31561 13242	   	165.10	DCR|3VULN|2DMG|2DUR	1aDMG|26DUR|389VULN|4RCVC|5CGEN|7RCR
302	32523 43363	   	165.10	DCR|3DMG|2VULN|2DUR	14aDMG|2CGEN|3aVULN|5BEXP|69ERES|7RCR|8aDUR|aBPWR
303	32523 43523	   	165.10	DCR|3DMG|2VULN|2DUR	14aDMG|2CGEN|3aVULN|5BEXP|6ERES|7RCR|8MBVNT|9aDUR|aBPWR
304	12524 33325	   	165.08	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	19DUR|2FEWX|39VULN|4CANSTR|5ASPD|69DMG|7RMIN|8RCR|9BPWR|aZMB
305	31536 13242	   	164.90	DCR|3VULN|2DMG|2DUR	1aDMG|26DUR|389VULN|45TLV|7RCR
306	35112 13662	   	164.83	ACR|3DMG|2VULN|2ASPD	18aDMG|278LWND|3aASPD|4CGEN|5RCR|68VULN|8aBPWR|9aFEWX
307	31112 64351	   	164.82	ACR|3DMG|1AART|2ASPD|2DUR	179DMG|28DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|aRCVC
308	31112 64352	   	164.82	ACR|3DMG|1AART|2ASPD|2DUR	179DMG|28DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|aLIT
309	31112 64361	   	164.82	ACR|3DMG|1AART|2ASPD|2DUR	17aDMG|28DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|9BEXP
310	31112 64421	   	164.82	ACR|3DMG|1AART|2ASPD|2DUR	17aDMG|29DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|8FEWX
311	31112 64621	   	164.82	ACR|3DMG|1AART|2ASPD|2DUR	17aDMG|29DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|8BEXP
312	36143 63243	   	164.75	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2MBVNT|3ASPD|5LEGI|6AART|7FEWX|8aVULN|9RCR
313	36148 63443	   	164.75	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2MBVNT|3ASPD|5aVULN|6AART|7FEWX|8LEGI|9RCR
314	31112 64521	   	164.72	ACR|3DMG|1AART|2ASPD|2DUR	17aDMG|29DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|8DUST
315	33162 22241	 * 	164.63	ACR|3VULN|2DMG|2ASPD	17DMG|2467LHND|37ASPD|5RCR|7BPWR|89aVULN
316	31532 42341	   	164.61	DCR|2AART|2DMG|1VULN|2DUR	1aDMG|28DUR|3VULN|4TLV|57AART|6MLV|9RCR
317	31532 52341	   	164.61	DCR|2AART|2DMG|1VULN|2DUR	1aDMG|28DUR|3VULN|4TLV|57AART|6CGEN|9RCR
318	31231 31133	 * 	164.51	DCR|2VULN|2DMG|3DUR|1CDMG	1aDMG|234DUR|5CDMG|6aVULN|7aDUST|8RCR|9RCVC|aBPWR
319	31532 11483	   	164.51	DCR|2AART|2VULN|1DMG|2DUR	1DMG|26DUR|3aVULN|4TLV|57AART|8MBVNT|9RCR
320	35223 68141	   	164.44	DCR|3DMG|2VULN|1DUR|1ASPD	149DMG|29LWND|3DUR|5MBVNT|6LHND|79VULN|8RCR|9BPWR|aASPD
321	31231 31113	   	164.41	DCR|2VULN|2DMG|3DUR|1CDMG	1aDMG|234DUR|5CDMG|6aVULN|79aDUST|8RCR|aBPWR
322	31242 52112	 * 	164.40	ACR|3DMG|1VULN|3DUR|2ZMB	178DMG|237DUR|47ZMB|5RCR|6DMSP|7BPWR|9RPLT|aVULN
323	31342 12112	   	164.40	ACR|3DMG|1VULN|3DUR|2ZMB	178DMG|267DUR|3RCVC|47ZMB|5RCR|7BPWR|9RPLT|aVULN
