0	Index      	 *	Score 	Summary	Detail	
1	16631 32216	 * 	196.44	ACR|2AART|2DMG|2VULN|2CDMG	1aDUST|2aDMG|35AART|4RCR|67VULN|8CGEN|9aCDMG|aBPWR
166	42413 31363	   	170.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2AART|3LHND|4DMG|5RCR|6DUR|7ZMB|8aVULN|9ASPD
167	12414 12423	   	170.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7VULN|8DUR|9CDMG|aLEGI
168	21235 22234	   	170.47	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2TLV|3aVULN|4SELL|5DMG|6ASPD|7ZMB|8AART|9RCR
169	16634 22122	 * 	170.46	ACR|3DMG|1AART|1CDMG|1ASPD|1DUR	15DUST|259DMG|3AART|4RCR|5BPWR|6RPLT|7DUR|8ASPD|aCDMG
170	12413 11361	   	170.43	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUST|2AART|3LHND|4aDMG|5RCR|6ZMB|7DUR|8VULN|9ASPD
171	12413 11363	   	170.43	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|2AART|3LHND|4DMG|5RCR|6ZMB|7DUR|8aVULN|9ASPD
172	12413 31361	   	170.43	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUST|2AART|3LHND|4aDMG|5RCR|6DUR|7ZMB|8VULN|9ASPD
173	12413 31363	   	170.43	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|2AART|3LHND|4DMG|5RCR|6DUR|7ZMB|8aVULN|9ASPD
174	12413 62253	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2AART|36LHND|46DMG|5RCR|6BPWR|7aVULN|8LWND|9DUR
175	12224 11523	   	170.17	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2AART|3FEWX|4RPLT|5CDMG|6RCR|7ZMB|89aVULN
176	12424 11523	   	170.17	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2AART|3LHND|4RPLT|5CDMG|6RCR|7ZMB|89aVULN
177	12624 11523	   	170.17	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2AART|3BEXP|4RPLT|5CDMG|6RCR|7ZMB|89aVULN
178	21115 15351	   	170.11	DCR|3DMG|1AART|2CDMG|2DUR	1aCDMG|2TLV|39aDMG|4LWND|5LIT|6aDUR|7AART|8RCR|aBPWR
179	23115 15351	   	170.11	DCR|3DMG|1AART|2CDMG|2DUR	1aCDMG|2LWND|39aDMG|4TLV|5LIT|6aDUR|7AART|8RCR|aBPWR
180	12414 12225	 * 	169.99	DCR|2DMG|1AART|1VULN|2CDMG	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7VULN|8LWND|9aCDMG
181	16631 31252	   	169.90	ACR|2AART|2DMG|1VULN|1ZMB	19DUST|29DMG|35AART|4RCR|6VULN|7FEWX|89LWND|9BPWR|aZMB
182	46631 33323	   	169.90	ACR|2AART|2VULN|1DMG|1ZMB	1BEXP|2DMG|35AART|4RCR|6aVULN|7LWND|8ZMB|9LHND
183	16631 31263	   	169.80	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2DMG|35AART|4RCR|6aVULN|7FEWX|8LWND|9ZMB
184	16631 32352	   	169.80	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2DMG|35AART|4RCR|67VULN|8BEXP|9LHND|aZMB
185	16631 33323	   	169.80	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2DMG|35AART|4RCR|6aVULN|7LWND|8ZMB|9LHND
186	16631 33351	   	169.80	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2DMG|35AART|4RCR|6aVULN|7LWND|8ZMB|9LIT
187	16631 33363	   	169.80	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2DMG|35AART|4RCR|6aVULN|7LWND|8ZMB|9BEXP
188	46631 32331	   	169.80	ACR|2AART|2VULN|1DMG|1ZMB	18BEXP|2DMG|35AART|4RCR|67VULN|9ZMB|aDUST
189	46631 33331	   	169.80	ACR|2AART|2VULN|1DMG|1ZMB	1BEXP|2DMG|35AART|4RCR|6aVULN|7LWND|8ZMB|9ERES
190	16636 22133	   	169.74	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2DMG|3AART|4RCR|5ASPD|6TLV|7aVULN|8RCVC|9CDMG
191	16631 31316	   	169.70	ACR|2AART|2DMG|1VULN|1ZMB	1DUST|2aDMG|35AART|4RCR|6VULN|7FEWX|8AIRHEA|9ZMB
192	16631 32252	   	169.70	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2DMG|35AART|4RCR|67VULN|8CGEN|9ERES|aZMB
193	16631 33331	   	169.70	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2DMG|35AART|4RCR|6aVULN|7LWND|8ZMB|9ERES
194	16631 33342	   	169.70	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2DMG|35AART|4RCR|69VULN|7LWND|8ZMB|aERES
195	14631 23622	 * 	169.49	ACR|2AART|3ZMB|1DMG|2CDMG	18DUST|28aZMB|35AART|4RCR|6MBVNT|78CDMG|8BPWR|9DMG
196	46633 31333	 * 	169.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1aBEXP|2DMG|3AART|4RCR|5aZMB|6ASPD|7BELT|8CGEN|9aVULN|aBPWR
197	12414 12151	   	169.42	DCR|2VULN|2DMG|1AART	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7aVULN|8RCVC|9LEGI
198	61633 32633	   	169.41	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|3AART|4ZMB|57VULN|6ASPD|8RCR|9CGEN|aDMG
199	52334 12122	   	169.31	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1MSE	1MSE|2AART|35DMG|45DUR|5BPWR|6RCR|79VULN|8RCVC|aZMB
200	16632 13343	   	169.14	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUST|2DMG|3AART|4RCR|5FEWX|67ZMB|8DUR|9aVULN
201	16633 13343	   	169.14	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUST|2DMG|3AART|4RCR|57ZMB|6BEXP|8DUR|9aVULN
202	16635 13323	   	169.14	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUST|2DMG|3AART|4RCR|5aVULN|67ZMB|8DUR|9LWND
203	16635 13331	   	169.04	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUST|2DMG|3AART|4RCR|5aVULN|67ZMB|8DUR|9ERES
204	14621 16134	 * 	168.60	DCR|3VULN|3ZMB|1AART	19aDUST|29aZMB|3AART|4RPLT|5MBVNT|69aVULN|7RMIN|8RCR|9aBPWR
205	12413 62251	   	168.24	ACR|3DMG|1AART|1VULN|1DUR	1DUST|2AART|36LHND|46aDMG|5RCR|6BPWR|7VULN|8LWND|9DUR
206	22236 54233	   	168.19	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2CGEN|37aVULN|4SELL|5MBVNT|6DMG|8AART|9RCR
207	23135 31243	 * 	168.18	DCR|3DMG|2VULN|2CDMG|1SELL	1aCDMG|256LWND|356DMG|4SELL|56aBPWR|7aVULN|8aFEWX|9RCR
208	16631 31423	   	168.11	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	1DUST|2DMG|35AART|4RCR|6VULN|7FEWX|8DUR|9aCDMG
209	12413 62262	   	168.10	ACR|2AART|2DMG|1VULN|1ZMB	1DUST|29AART|36LHND|46DMG|5RCR|6BPWR|7VULN|8LWND|aZMB
210	42414 13323	   	168.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2AART|35LHND|45DMG|5BPWR|6RCR|7ZMB|8DUR|9LWND|aVULN
211	16631 12351	 * 	168.03	ACR|3DMG|2AART|1CDMG	1DUST|278DMG|35AART|4RCR|6RMIN|9CDMG|aFEWX
212	41631 32512	   	168.03	ACR|3VULN|2AART|1FLTHEA	1BEXP|2NUKE|35AART|4RCR|67aVULN|8FLTHEA|9FEWX
213	41631 32522	   	168.03	ACR|3VULN|2AART|1FLTHEA	1BEXP|2NUKE|35AART|4RCR|67aVULN|8FLTHEA|9LHND
214	42214 12321	   	167.98	DCR|3DMG|1AART|1VULN	18BEXP|2AART|35FEWX|459DMG|5BPWR|6RCR|7RCVC|aVULN
215	12414 13323	   	167.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7ZMB|8DUR|9LWND|aVULN
216	12414 13341	   	167.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7ZMB|8DUR|9VULN|aLIT
217	12414 13342	   	167.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7ZMB|8DUR|9VULN|aRMIN
218	42414 13331	   	167.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2AART|35LHND|45DMG|5BPWR|6RCR|7ZMB|8DUR|9ERES|aVULN
219	16634 23132	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DUST|25DMG|3AART|4RCR|5BPWR|6RPLT|7MGNSTR|8CDMG|9ASPD|aVULN
220	11631 32512	   	167.93	ACR|3VULN|2AART|1FLTHEA	1DUST|2NUKE|35AART|4RCR|67aVULN|8FLTHEA|9FEWX
221	11631 32522	   	167.93	ACR|3VULN|2AART|1FLTHEA	1DUST|2NUKE|35AART|4RCR|67aVULN|8FLTHEA|9LHND
222	16631 12352	   	167.93	ACR|3DMG|2AART|1CDMG	1DUST|278DMG|35AART|4RCR|6RMIN|9CDMG|aERES
223	16631 12353	   	167.93	ACR|3DMG|2AART|1CDMG	1aDUST|278DMG|35AART|4RCR|6RMIN|9CDMG
224	44632 31323	   	167.92	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1BEXP|2ZMB|3AART|4RCR|5FEWX|6ASPD|7DUR|89aVULN
225	12413 15216	   	167.90	ACR|2AART|2DMG|1VULN|1ZMB	1DUST|29AART|3LHND|4aDMG|5RCR|6ZMB|7VULN|8BASHEA
226	12214 13583	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2AART|35FEWX|45DMG|5BPWR|6RCR|7MBVNT|8DUR|9ZMB|aVULN
227	12214 13713	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2AART|35FEWX|45DMG|5BPWR|6RCR|7MBVNT|8ZMB|9DUR|aVULN
228	12414 12314	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7VULN|8AIRHEA|9ZMB|aDUR
229	12414 13331	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7ZMB|8DUR|9ERES|aVULN
230	12614 13713	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2AART|35BEXP|45DMG|5BPWR|6RCR|7MBVNT|8ZMB|9DUR|aVULN
231	11635 36321	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2NUKE|3AART|4RCR|5VULN|6DUR|7CDMG|89DMG|aFEWX
232	11635 36323	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2NUKE|3AART|4RCR|5VULN|6DUR|7CDMG|89DMG|aRMIN
233	11635 36332	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2NUKE|3AART|4RCR|5aVULN|6DUR|7CDMG|8DMG|9CGEN
234	14632 31323	   	167.82	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUST|2ZMB|3AART|4RCR|5FEWX|6ASPD|7DUR|89aVULN
235	14636 11323	   	167.82	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUST|2ZMB|3AART|4RCR|5ASPD|6BEXP|7DUR|89aVULN
236	16634 22123	   	167.82	ACR|3DMG|1AART|1ZMB|1ASPD|1DUR	15DUST|259DMG|3AART|4RCR|5BPWR|6RPLT|7DUR|8ASPD|aZMB
237	12224 63523	   	167.77	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2AART|3FEWX|4RPLT|5CDMG|6ZMB|7RCR|89aVULN
238	11635 36322	   	167.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2NUKE|3AART|4RCR|5VULN|6DUR|7CDMG|89DMG|aERES
239	14632 22322	   	167.69	ACR|3DMG|1AART|1CDMG|1ZMB	1aDUST|2ZMB|3AART|4RCR|5aFEWX|6LHND|7CDMG|89aDMG|aBPWR
240	16631 62111	 * 	167.65	ACR|3AART|2DMG|1CDMG|1ZMB	1DUST|27DMG|35aAART|4RCR|6ZMB|8LHND|9CDMG
241	16631 62211	   	167.65	ACR|3AART|2DMG|1CDMG|1ZMB	1DUST|27DMG|35aAART|4RCR|6ZMB|8BEXP|9CDMG
242	12414 12243	   	167.61	DCR|2VULN|2DMG|1AART	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7aVULN|8LWND|9FEWX
243	25135 62232	 * 	167.59	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1SELL	1CDMG|25FEWX|35DMG|4SELL|5BPWR|6VULN|7aZMB|8AART|9RCR
244	22135 41332	   	167.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2CGEN|35DMG|4RCVC|6RPLT|7AART|8VULN|9RCR|aZMB
245	12414 12622	   	167.51	DCR|2VULN|2DMG|1AART	1DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7aVULN|8RPLT|9DLOT
246	42214 13453	   	167.51	DCR|2VULN|2DMG|1AART	1BEXP|2AART|35FEWX|45DMG|5BPWR|6RCR|7MBVNT|8TLV|9aVULN
247	25133 42232	 * 	167.49	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1SELL	1CDMG|2FEWX|36DMG|4SELL|5VULN|7aZMB|8AART|9RCR
248	21135 41332	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2TLV|35DMG|4RCVC|6RPLT|7AART|8VULN|9RCR|aZMB
249	42413 13343	   	167.44	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1BEXP|2AART|3LHND|4DMG|5RCR|67ZMB|8DUR|9aVULN
250	12214 13453	   	167.41	DCR|2VULN|2DMG|1AART	1DUST|2AART|35FEWX|45DMG|5BPWR|6RCR|7MBVNT|8TLV|9aVULN
251	12414 12352	   	167.41	DCR|2VULN|2DMG|1AART	19DUST|2AART|35LHND|45DMG|5BPWR|6RCR|7aVULN|8AIRHEA
252	12614 13453	   	167.41	DCR|2VULN|2DMG|1AART	1DUST|2AART|35BEXP|45DMG|5BPWR|6RCR|7MBVNT|8TLV|9aVULN
253	52334 13121	   	167.40	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1MSE	1MSE|2AART|35DMG|45DUR|5BPWR|6RCR|7ZMB|8CGEN|9aVULN
254	26151 13323	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2ZMB|38DMG|4DUST|5LSRICY|6BEXP|7RCR|9VULN|aAART
255	26151 23323	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2ZMB|38DMG|4DUST|5LSRICY|6FEWX|7RCR|9VULN|aAART
256	12413 13343	   	167.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUST|2AART|3LHND|4DMG|5RCR|67ZMB|8DUR|9aVULN
257	16634 31223	   	167.31	ACR|2DMG|1AART|1VULN|2CDMG	15DUST|25DMG|3AART|4RCR|5BPWR|6VULN|7FEWX|8LWND|9aCDMG
258	52334 13621	   	167.30	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1MSE	1MSE|2AART|35DMG|45DUR|5BPWR|6RCR|7ZMB|8ERES|9aVULN
259	46632 11313	   	166.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2DMG|3AART|4RCR|5FEWX|6ZMB|7DUR|8aVULN|9RCVC
260	46632 31313	   	166.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2DMG|3AART|4RCR|5FEWX|6DUR|7ZMB|8aVULN|9RCVC
261	22161 12154	 * 	166.95	ACR|2DMG|3CDMG|1AART|1VULN	178CDMG|27CGEN|37DMG|4DLOT|5RCR|6BELT|7BPWR|9VULN|aAART
262	16634 33313	   	166.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DUST|25DMG|3AART|4RCR|5BPWR|6VULN|7LWND|8ZMB|9RCVC|aASPD
263	16632 11313	   	166.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DMG|3AART|4RCR|5FEWX|6ZMB|7DUR|8aVULN|9RCVC
264	16632 31313	   	166.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DMG|3AART|4RCR|5FEWX|6DUR|7ZMB|8aVULN|9RCVC
265	16633 11313	   	166.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DMG|3AART|4RCR|5ZMB|6BEXP|7DUR|8aVULN|9RCVC
266	16633 51313	   	166.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DMG|3AART|4RCR|5ZMB|6FEWX|7DUR|8aVULN|9RCVC
267	15623 22261	   	166.76	DCR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|3LWND|45DMG|6AART|7aVULN|8RCVC|9RCR
268	22121 12124	   	166.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2CGEN|3DMG|4RMIN|569VULN|7AART|8BASHEA|aRCR
269	22135 36116	 * 	166.59	DCR|3DMG|2VULN|1CDMG	1CDMG|2CGEN|357DMG|48RCVC|6aVULN|9RCR
270	25135 21322	 * 	166.59	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|25FEWX|359DMG|4SELL|5BPWR|6CGEN|7AART|8VULN|aRCR
271	21141 12124	   	166.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3DMG|4CGEN|569VULN|7AART|8VENICY|aRCR
