0	Index      	 *	Score 	Summary	Detail	
1	62222 34423	 * 	188.61	DCR|5VULN|3CDMG|1DMG	1489aVULN|2RCVC|3DMG|59aCDMG|69aLHND|7RCR|9aBPWR
173	62222 43124	   	165.63	DCR|3VULN|2DMG|2CDMG	149VULN|2RCVC|39DMG|57CDMG|6LWND|89DUST|9BPWR|aRCR
174	25233 32134	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RMIN|2AART|3CGEN|4FEWX|5ZMB|6VULN|7RCR|89DMG|aASPD
175	25125 32124	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2AART|3MLV|4ZMB|5DUR|6aVULN|7RCR|8DMG|9RPLT
176	25125 32142	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19RMIN|2AART|3MLV|4ZMB|5DUR|6aVULN|7RCR|8DMG
177	25361 32134	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RMIN|2AART|3FEWX|4ZMB|5CGEN|6VULN|7RCR|89DMG|aASPD
178	25221 52134	   	165.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RMIN|2AART|3CGEN|4ZMB|5VULN|6DUST|7RCR|89DMG|aASPD
179	25525 32122	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2AART|3ERES|4ZMB|5DUR|6aVULN|7RCR|8DMG|9RPLT
180	31336 61123	   	165.43	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3FEWX|4CGEN|5SELL|6RCR|7DMG|89aVULN
181	61231 36116	   	165.41	DCR|2AART|2DMG|1VULN|1ASPD	1VULN|2BEXP|3aAART|4CGEN|58DMG|6ASPD|7RCR|9LWND
182	31356 61123	   	165.33	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3FEWX|4ERES|5SELL|6RCR|7DMG|89aVULN
183	22234 23425	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2LIT|3AART|4LWND|5DMG|6DUR|7CDMG|8RCR|9aVULN
184	32244 23422	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|29VULN|3AART|4RMIN|5DMG|6DUR|7CDMG|8RCR|aMLV
185	32244 23433	   	165.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2VULN|3AART|4RMIN|5aDMG|6DUR|7CDMG|8RCR|9FEWX
186	34234 23423	   	165.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2FEWX|3AART|4CGEN|5aDMG|6DUR|7CDMG|8RCR|9VULN
187	61231 52432	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2BEXP|3AART|4CGEN|5DMG|6DUR|7FEWX|8RCR|9CDMG
188	25216 62121	   	165.21	DCR|2VULN|2DMG|1AART	1RMIN|2AART|3CGEN|4aLWND|58DMG|69VULN|7RCR
189	25216 62122	   	165.21	DCR|2VULN|2DMG|1AART	1RMIN|2AART|3CGEN|4LWND|58DMG|69VULN|7RCR|aLHND
190	32244 23413	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2VULN|3AART|4RMIN|5aDMG|6DUR|7CDMG|8RCR|9DUST
191	32244 23421	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|29VULN|3AART|4RMIN|5DMG|6DUR|7CDMG|8RCR|aBASICY
192	32244 23423	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|29VULN|3AART|4RMIN|5DMG|6DUR|7CDMG|8RCR|aERES
193	32254 23422	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|29VULN|3AART|4ERES|5DMG|6DUR|7CDMG|8RCR|aMLV
194	32254 23433	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2VULN|3AART|4ERES|5aDMG|6DUR|7CDMG|8RCR|9BEXP
195	44231 11432	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2aVULN|3AART|4CGEN|5DMG|6BEXP|7DUR|8RCR|9CDMG
196	44231 32432	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2aVULN|3AART|4CGEN|5DMG|6DUR|7FEWX|8RCR|9CDMG
197	61231 53432	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2BEXP|3AART|4CGEN|5DMG|6DUR|7DUST|8RCR|9CDMG
198	31164 63112	   	165.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2AART|37LHND|4ZMB|58DMG|6CDMG|9VULN|aRCR
199	31165 24112	   	165.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15LIT|2AART|3LHND|4ZMB|6CDMG|78DMG|9VULN|aRCR
200	25212 62136	   	165.07	DCR|2VULN|2DMG|1AART|1SELL	1RMIN|2AART|3aCGEN|4LWND|5aVULN|6NUKE|7RCR|8aDMG|9SELL|aBPWR
201	32254 23413	   	165.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2VULN|3AART|4ERES|5aDMG|6DUR|7CDMG|8RCR|9DUST
202	32254 23421	   	165.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|29VULN|3AART|4ERES|5DMG|6DUR|7CDMG|8RCR|aCANHEL
203	32622 12224	   	164.98	ACR|4VULN|2DMG	1LIT|269aVULN|3CGEN|48DMG|5RCR|7FEWX
204	32622 12534	   	164.98	ACR|4VULN|2DMG	1LIT|268aVULN|3CGEN|49DMG|5RCR|7FEWX
205	32622 23224	   	164.98	ACR|4VULN|2DMG	1LIT|279aVULN|3CGEN|48DMG|5RCR|6LWND
206	32622 23534	   	164.98	ACR|4VULN|2DMG	1LIT|278aVULN|3CGEN|49DMG|5RCR|6LWND
207	35622 13224	   	164.98	ACR|4VULN|2DMG	1LIT|2LHND|3CGEN|48DMG|5RCR|679aVULN
208	51231 36232	   	164.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|2BEXP|3AART|4CGEN|59DMG|6ASPD|7RCR|8ZMB|aVULN
209	61231 36113	   	164.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2BEXP|3AART|4CGEN|58DMG|6ASPD|7RCR|9LWND|aZMB
210	61231 36231	   	164.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2BEXP|3AART|4CGEN|59DMG|6ASPD|7RCR|8ZMB|aLWND
211	61231 36233	   	164.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2BEXP|3AART|4CGEN|59DMG|6ASPD|7RCR|8ZMB|aRCVC
212	43326 32431	 * 	164.88	DCR|2VULN|1AART|3CDMG|1DMG|1SELL	135DUST|235CDMG|35BPWR|4AART|67VULN|8SELL|9DMG|aRCR
213	43326 36331	 * 	164.88	DCR|2VULN|1AART|3CDMG|1DMG|1SELL	135DUST|235CDMG|35BPWR|4AART|68VULN|7SELL|9DMG|aRCR
214	61232 11423	   	164.87	DCR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2BEXP|3AART|4CGEN|5CDMG|6ZMB|7LIT|8RCR
215	63632 11423	   	164.87	DCR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2LHND|3AART|4CGEN|5CDMG|6ZMB|7LIT|8RCR
216	61231 36232	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2BEXP|3AART|4CGEN|59DMG|6ASPD|7RCR|8ZMB|aTLV
217	61231 36236	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2BEXP|3AART|4CGEN|59DMG|6ASPD|7RCR|8ZMB|aCANSTR
218	34236 61123	   	164.83	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2FEWX|3AART|4CGEN|5SELL|6RCR|7DMG|89aVULN
219	62143 34321	   	164.81	DCR|2AART|2VULN|1DMG|1DUR	16VULN|2RCVC|3DUR|45AART|7RCR|8aLWND|9DMG
220	62143 34322	   	164.81	DCR|2AART|2VULN|1DMG|1DUR	16VULN|2RCVC|3DUR|45AART|7RCR|8LWND|9DMG|aLHND
221	32261 64121	   	164.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	18LIT|29VULN|3AART|45ZMB|6RCR|7CDMG|aDUR
222	32251 13423	   	164.77	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|29aVULN|3AART|4ERES|5ZMB|6BEXP|7CDMG|8RCR
223	32622 11226	   	164.76	ACR|3VULN|2DMG|1DUR|1ASPD	1LIT|269VULN|3CGEN|48DMG|5RCR|7DUR|aASPD
224	32622 11536	   	164.76	ACR|3VULN|2DMG|1DUR|1ASPD	1LIT|268VULN|3CGEN|49DMG|5RCR|7DUR|aASPD
225	62242 23341	   	164.74	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	15VULN|2RCVC|39DMG|4ASPD|6FEWX|7RCR|8DUR|aCDMG
226	32622 11326	 * 	164.70	ACR|3AART|2VULN|1DMG|1DUR	1LIT|26VULN|3CGEN|4DMG|5RCR|7DUR|89aAART
227	32622 41363	   	164.64	ACR|3DMG|1AART|1VULN|1DUR	16LIT|2VULN|3CGEN|49aDMG|5RCR|7DUR|8AART
228	32622 51363	   	164.64	ACR|3DMG|1AART|1VULN|1DUR	1LIT|2VULN|3CGEN|49aDMG|5RCR|6RCVC|7DUR|8AART
229	32462 11533	   	164.54	ACR|3VULN|1AART|1DMG|1DUR	1LIT|246VULN|3LHND|5RCR|7DUR|8AART|9DUST|aDMG
230	32266 16431	   	164.53	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1LIT|26aVULN|3AART|4ZMB|5SELL|7MBVNT|8RCR|9CDMG
231	32234 16431	   	164.53	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1LIT|26aVULN|3AART|4SELL|5ZMB|7MBVNT|8RCR|9CDMG
232	13632 33343	   	164.49	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR|1SELL	1SELL|24VULN|3BEXP|5CDMG|6aDMG|7RCR|8DUR|9ASPD
233	32332 42543	   	164.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1LIT|24VULN|3SELL|5ASPD|6DMG|7RCR|8AART|9RCVC|aCDMG
234	32261 61613	   	164.28	DCR|2DMG|1AART|1VULN|2ZMB	1LIT|2VULN|3AART|45ZMB|6RCR|7BEXP|8RPLT|9aDMG
235	43323 16621	 * 	164.28	DCR|3VULN|1AART|2CDMG	13DUST|23CDMG|3BPWR|4AART|589VULN|6RCR|7CGEN|aBEXP
236	43323 16622	   	164.28	DCR|3VULN|1AART|2CDMG	13DUST|23CDMG|3BPWR|4AART|589VULN|6RCR|7aCGEN
237	32261 62613	   	164.18	DCR|2DMG|1AART|1VULN|2ZMB	1LIT|2VULN|3AART|45ZMB|6RCR|7DUST|8RPLT|9aDMG
238	32261 63163	   	164.18	DCR|2DMG|1AART|1VULN|2ZMB	1LIT|2VULN|3AART|45ZMB|6RCR|7CGEN|8aDMG|9ERES
239	43323 13164	   	164.18	DCR|3VULN|1AART|2CDMG	13DUST|23CDMG|3BPWR|4AART|59aVULN|6RCR|7RMIN|8CANSTR
240	43323 16623	   	164.18	DCR|3VULN|1AART|2CDMG	13DUST|23CDMG|3BPWR|4AART|589VULN|6RCR|7CGEN|aERES
241	23143 32131	   	164.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RMIN|2CGEN|3DUR|4AART|5ZMB|6aVULN|7RCR|8DMG|9SELL
242	23146 62231	   	164.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RMIN|2CGEN|3DUR|4AART|5DMG|6aVULN|7RCR|8ZMB|9SELL
243	43323 13516	   	164.08	DCR|1AART|3CDMG|1VULN|1DMG|1DUR	13DUST|238CDMG|3BPWR|4AART|5VULN|6RCR|7RMIN|9DMG|aDUR
244	64153 33221	   	164.07	DCR|2VULN|3CDMG|1AART|1ZMB	18VULN|2TLV|3RPLT|48BEXP|58aCDMG|6RCR|7AART|8BPWR|9ZMB
245	22412 51423	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2LIT|3FEWX|4CDMG|5AART|6DUR|7aDMG|8RCR|9VULN
246	62222 63243	   	164.01	DCR|3VULN|2DMG|1CDMG	146VULN|2RCVC|3aDMG|5CDMG|7CANHEL|8RCR|9LHND
247	32462 11511	 * 	163.97	ACR|4VULN|1AART|2DUR	1LIT|246aVULN|3LHND|5RCR|79DUR|8AART
248	62222 63261	   	163.91	DCR|3VULN|2DMG|1CDMG	146VULN|2RCVC|39DMG|5CDMG|7CANHEL|8RCR|aTLV
249	62222 63262	   	163.91	DCR|3VULN|2DMG|1CDMG	146VULN|2RCVC|39DMG|5CDMG|7CANHEL|8RCR|aDUST
250	61135 33423	   	163.88	DCR|3VULN|1AART|2CDMG	19aVULN|2aBEXP|3BELT|4LEGI|5AART|6RCR|7RCVC|8aCDMG|aBPWR
251	32622 11463	   	163.79	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1LIT|26aVULN|3CGEN|4DMG|5RCR|7DUR|8SELL|9AART
252	32332 42463	   	163.77	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1LIT|24VULN|3SELL|5ASPD|6DMG|7RCR|8DMSP|9AART|aCDMG
253	32332 42663	   	163.77	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	18LIT|24VULN|3SELL|5ASPD|6DMG|7RCR|9AART|aCDMG
254	25311 36413	   	163.61	DCR|2AART|2DMG|1VULN|1DUR	1RMIN|2aAART|3FEWX|4LHND|59DMG|6DUR|7VULN|8RCR
255	25311 36423	   	163.61	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2aAART|3FEWX|4LHND|5DMG|6DUR|79VULN|8RCR
256	43331 52241	   	163.57	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	13DUST|23CDMG|3BPWR|4ZMB|5CGEN|6RCR|7aVULN|8DUR|9AART
257	43323 13632	   	163.48	DCR|2VULN|1AART|2CDMG|2ZMB	13DUST|23CDMG|3BPWR|4AART|58VULN|6RCR|7RMIN|9aZMB
258	43323 14134	   	163.33	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	13DUST|23CDMG|3BPWR|4AART|5VULN|6RCR|7aDUR|8RCVC|9DMG
259	32322 16431	   	163.33	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1LIT|26aVULN|3SELL|4ZMB|5AART|7MBVNT|8RCR|9CDMG
260	31221 34155	   	163.27	DCR|3VULN|2AART|1ZMB	13LIT|24AART|579VULN|6RCVC|8RCR|aZMB
261	31222 34155	   	163.27	DCR|3VULN|2AART|1ZMB	13LIT|24AART|5RCVC|679VULN|8RCR|aZMB
262	32622 11244	   	163.12	ACR|3VULN|2DMG|2DUR	1LIT|26aVULN|3CGEN|48DMG|5RCR|79DUR
263	62142 34311	   	163.06	DCR|4VULN|1AART|1DUR	156aVULN|2RCVC|3DUR|4AART|7RCR|8LWND|9RPLT
264	62222 34432	   	163.03	DCR|4VULN|1DMG|1CDMG	1489VULN|2RCVC|3DMG|5CDMG|6LHND|7RCR|aDMSP
265	61231 52413	   	163.01	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3aAART|4CGEN|59DMG|6DUR|7FEWX|8RCR
266	61231 52423	   	163.01	DCR|2AART|2VULN|1DMG|1DUR	19VULN|2BEXP|3aAART|4CGEN|5DMG|6DUR|7FEWX|8RCR
267	62222 34431	   	162.93	DCR|4VULN|1DMG|1CDMG	1489VULN|2RCVC|3DMG|5CDMG|6LHND|7RCR|aERES
268	44231 11413	   	162.91	DCR|2AART|2DMG|1VULN|1DUR	1DUST|2VULN|3aAART|4CGEN|59DMG|6BEXP|7DUR|8RCR
269	44231 11423	   	162.91	DCR|2AART|2VULN|1DMG|1DUR	1DUST|29VULN|3aAART|4CGEN|5DMG|6BEXP|7DUR|8RCR
270	44231 32413	   	162.91	DCR|2AART|2DMG|1VULN|1DUR	1DUST|2VULN|3aAART|4CGEN|59DMG|6DUR|7FEWX|8RCR
271	44231 32423	   	162.91	DCR|2AART|2VULN|1DMG|1DUR	1DUST|29VULN|3aAART|4CGEN|5DMG|6DUR|7FEWX|8RCR
272	61231 53413	   	162.91	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3aAART|4CGEN|59DMG|6DUR|7DUST|8RCR
273	61231 53423	   	162.91	DCR|2AART|2VULN|1DMG|1DUR	19VULN|2BEXP|3aAART|4CGEN|5DMG|6DUR|7DUST|8RCR
274	32331 45362	   	162.84	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	18LIT|248VULN|3SELL|5ZMB|6DMG|78LHND|8BPWR|9AART|aRCR
275	62242 23351	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	159VULN|2RCVC|3DMG|4ASPD|6FEWX|7RCR|8DUR|aCDMG
276	13632 33155	   	162.78	DCR|4VULN|1DMG|1CDMG|1SELL	1SELL|249aVULN|3BEXP|5CDMG|6DMG|7RCR|8LSRICY
277	13632 33622	   	162.78	DCR|4VULN|1DMG|1CDMG|1SELL	1SELL|248aVULN|3BEXP|5CDMG|6DMG|7RCR|9MLV
278	13632 33662	   	162.78	DCR|4VULN|1DMG|1CDMG|1SELL	1SELL|248aVULN|3BEXP|5CDMG|6DMG|7RCR|9CGEN
279	31212 52553	 * 	162.71	DCR|2AART|2DMG|3CDMG	13aLIT|27AART|4ERES|59aCDMG|6aDMG|8RCR|aBPWR
280	62222 61234	   	162.67	DCR|4VULN|1DMG|1CDMG|1DUR	1469VULN|2RCVC|3DMG|5CDMG|7DUST|8DUR|aRCR
281	62222 62134	   	162.67	DCR|4VULN|1DMG|1CDMG|1DUR	1469VULN|2RCVC|3DMG|5CDMG|7DUR|8DUST|aRCR
282	62322 34523	   	162.66	DCR|4VULN|3CDMG|1ASPD	149aVULN|28RCVC|3ASPD|59aCDMG|69aLHND|7RCR|9aBPWR
283	32622 13513	   	162.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|26VULN|39CGEN|4DMG|5RCR|7CDMG|8AART|aASPD
284	32622 13543	   	162.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|26VULN|3CGEN|4DMG|5RCR|7CDMG|8AART|9RCVC|aASPD
285	31132 11463	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1LIT|2AART|3LHND|4SELL|5CGEN|6aVULN|79DMG|8RCR
286	13632 33345	   	162.56	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1SELL|24aVULN|3BEXP|5CDMG|6DMG|7RCR|8DUR|9ASPD
287	43323 12131	 * 	162.55	DCR|2AART|1DMG|2CDMG|1VULN	13DUST|23CDMG|3BPWR|4aAART|5VULN|6RCR|7LWND|8RCVC|9DMG
288	32112 63343	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14LIT|2aVULN|3DUR|5RCR|6ERES|7CDMG|8AART|9DMG
289	32152 63343	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2aVULN|3DUR|4DMSP|5RCR|6ERES|7CDMG|8AART|9DMG
290	62132 63343	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCVC|3DUR|4LIT|5RCR|6ERES|7CDMG|8AART|9DMG
291	25625 12111	   	162.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUR|6BEXP|7VULN|8DMG|9CGEN|aCDMG
292	25625 31111	   	162.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUR|6VULN|7BEXP|8DMG|9CGEN|aCDMG
293	31133 11463	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	1LIT|2AART|3LHND|4SELL|5ERES|6aVULN|79DMG|8RCR
294	46223 11412	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2LWND|3AART|4ZMB|5VULN|6BEXP|7ASPD|8RCR|9aDMG
295	25622 43111	   	162.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUST|6DUR|7VULN|8DMG|9CGEN|aCDMG
296	32261 26454	   	162.38	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1LIT|2VULN|3AART|45ZMB|6CDMG|7MBVNT|8RCR|9DMG|aDUR
297	43123 12621	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	138DUST|2CDMG|4AART|58VULN|6RCR|78LWND|8BPWR|9DMG|aLHND
298	43123 12622	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	138DUST|2CDMG|4AART|58VULN|6RCR|78LWND|8BPWR|9DMG|aBEXP
299	43123 12623	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	138DUST|2CDMG|4AART|58VULN|6RCR|78LWND|8BPWR|9DMG|aLIT
300	43123 12624	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	138DUST|2CDMG|4AART|58VULN|6RCR|78LWND|8BPWR|9DMG|aMLV
301	43123 12626	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	138DUST|2CDMG|4AART|58VULN|6RCR|78LWND|8BPWR|9DMG|aCGEN
302	25421 24148	 * 	162.30	DCR|2VULN|3ZMB|1AART|2ASPD	1RMIN|2AART|37ASPD|479ZMB|57VULN|6MBVNT|7BPWR|8ERES|aRCR
303	43123 12625	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	138DUST|2CDMG|4AART|58VULN|6RCR|78LWND|8BPWR|9DMG|aERES
304	43123 16243	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	13DUST|2CDMG|4AART|5aVULN|6RCR|7CGEN|8LIT|9DMG
305	32234 16454	   	162.22	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LIT|26VULN|3AART|4SELL|5ZMB|7MBVNT|8RCR|9DMG|aDUR
306	61311 32143	   	162.18	DCR|2VULN|2AART|1DMG|1ZMB	16VULN|2BEXP|3DUST|4LHND|5ZMB|7aAART|8DMG|9RCR
307	43123 13165	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	13DUST|2CDMG|4AART|59VULN|6RCR|7RMIN|8CANSTR|aDMG
308	43323 13244	   	162.10	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	13DUST|23CDMG|3BPWR|4AART|5VULN|6RCR|7RMIN|8LIT|9DMG|aZMB
309	32622 13463	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|26VULN|3CGEN|4DMG|5RCR|7CDMG|8DMSP|9AART|aASPD
310	32622 13663	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18LIT|26VULN|3CGEN|4DMG|5RCR|7CDMG|9AART|aASPD
311	32622 16363	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|26VULN|3CGEN|4DMG|5RCR|7DMSP|8CDMG|9AART|aASPD
312	25621 33423	   	162.02	ACR|3VULN|2AART|1DUR	1RMIN|23AART|4RCR|5LWND|679VULN|8BEXP|aDUR
313	43323 11144	   	162.00	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	13DUST|23CDMG|3BPWR|4AART|5VULN|6RCR|7LIT|8TLV|9DMG|aZMB
314	25615 32111	   	161.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|23AART|4DUST|5DUR|6VULN|7RCR|8DMG|9CGEN|aCDMG
315	32232 21463	   	161.97	DCR|2VULN|2DMG|1AART|1SELL	1LIT|2aVULN|3AART|4SELL|5CGEN|6LWND|79DMG|8RCR
316	35232 11463	   	161.97	DCR|2VULN|2DMG|1AART|1SELL	1LIT|2LHND|3AART|4SELL|5CGEN|6aVULN|79DMG|8RCR
317	32333 21264	   	161.96	DCR|5VULN|1DMG|1SELL	1LIT|2456aVULN|3SELL|7RCR|8RPLT|9DMG
318	25621 33223	   	161.92	ACR|3VULN|2AART|1DUR	1RMIN|23AART|4RCR|5LWND|679VULN|8DUST|aDUR
319	25625 33111	   	161.92	ACR|3VULN|2AART|1DUR	1RMIN|23AART|4RCR|5DUR|67aVULN|8ERES|9RPLT
320	25625 33332	   	161.92	ACR|3VULN|2AART|1DUR	1RMIN|23AART|4RCR|5DUR|67aVULN|8LHND|9NUKE
321	32622 12235	   	161.89	ACR|3DMG|2VULN|1ZMB	1LIT|26VULN|3CGEN|489DMG|5RCR|7FEWX|aZMB
322	32622 23235	   	161.89	ACR|3DMG|2VULN|1ZMB	1LIT|27VULN|3CGEN|489DMG|5RCR|6LWND|aZMB
323	35622 13235	   	161.89	ACR|3DMG|2VULN|1ZMB	1LIT|2LHND|3CGEN|489DMG|5RCR|67VULN|aZMB
324	22412 61122	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2LIT|3FEWX|4CDMG|5AART|6RCR|7DMG|89VULN|aMLV
325	22412 61225	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2LIT|3FEWX|4CDMG|5AART|6RCR|7DMG|8LHND|9aVULN
326	22412 61325	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2LIT|3FEWX|4CDMG|5AART|6RCR|7DMG|8LWND|9aVULN
327	32233 21463	   	161.87	DCR|2VULN|2DMG|1AART|1SELL	1LIT|2aVULN|3AART|4SELL|5ERES|6LWND|79DMG|8RCR
328	35233 11463	   	161.87	DCR|2VULN|2DMG|1AART|1SELL	1LIT|2LHND|3AART|4SELL|5ERES|6aVULN|79DMG|8RCR
329	25622 33226	   	161.82	ACR|3VULN|2AART|1ASPD	1RMIN|23AART|4RCR|58DUST|67aVULN|9ASPD
330	25622 33332	   	161.82	ACR|3VULN|2AART|1DUR	1RMIN|23AART|4RCR|5DUST|67aVULN|8DUR|9NUKE
331	25625 33232	   	161.82	ACR|3VULN|2AART|1DUR	1RMIN|23AART|4RCR|5DUR|67aVULN|8DUST|9NUKE
332	32261 21424	   	161.80	DCR|2VULN|3ZMB|1AART|1CDMG	1LIT|29VULN|3AART|457ZMB|6CDMG|8MLV|aRCR
333	22412 61121	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2LIT|3FEWX|4CDMG|5AART|6RCR|7DMG|89VULN|aBASICY
334	22412 61123	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2LIT|3FEWX|4CDMG|5AART|6RCR|7DMG|89VULN|aERES
335	22412 61126	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2LIT|3FEWX|4CDMG|5AART|6RCR|7DMG|89VULN|aMBVNT
336	22412 65414	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2LIT|3FEWX|4CDMG|5AART|6RCR|7MBVNT|8aVULN|9DMG
337	32331 42516	   	161.72	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LIT|24VULN|3SELL|5ZMB|6DMG|7RCR|8AART|9CGEN|aDUR
338	32331 42552	   	161.72	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LIT|24VULN|3SELL|5ZMB|6DMG|7RCR|8AART|9RPLT|aDUR
339	32332 42514	   	161.72	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1LIT|24VULN|3SELL|5ASPD|6DMG|7RCR|8AART|9CGEN|aZMB
340	32332 42534	   	161.72	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1LIT|24VULN|3SELL|5ASPD|6DMG|7RCR|8AART|9FEWX|aZMB
