0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42315 31622	5	 * 	270.68	DCR|5VULN|1TLV|1DUR|1ASPD	15BEXP|23456VULN|5BPWR|7RCR|8ASPD|9TLV|aDUR
181	21328 54341	5	   	248.92	DCR|3VULN|3DUR|1DMG	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9DMG|aLEGI
182	21328 54344	5	   	248.92	DCR|3VULN|3DUR|1DMG|1NUKE	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9DMG|aNUKE
183	41328 14313	6	   	248.92	DCR|3VULN|3DUR|2TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9aTLV
184	41328 17112	10	   	248.92	DCR|3VULN|3DUR|2CDMG	1BEXP|256DUR|357VULN|4MBVNT|5BPWR|8aCDMG|9RCR
185	41328 54313	5	   	248.92	DCR|3VULN|3DUR|2TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9aTLV
186	32611 52335	8	   	248.82	DCR|3VULN|3DUR|1DMG	15ERES|269DUR|3DMG|478VULN|aRCR
187	32611 52362	8	   	248.82	DCR|3VULN|3DUR|1DMG	15ERES|26aDUR|3DMG|478VULN|9RCR
188	22315 33256	9	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DUR|aASPD
189	22315 33256	8	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DUR|aASPD
190	34424 32225	9	   	248.43	DCR|2VULN|2DMG|2DUR|1CDMG	1ERES|2MBVNT|3aVULN|4LWND|5CDMG|6aDUR|7RCR|8LIT|9aDMG|aBPWR
191	34414 42255	9	   	248.33	DCR|2VULN|2DMG|2DUR|1CDMG	1ERES|2MBVNT|3aVULN|4DUST|5CDMG|6aDUR|7RCR|8LIT|9aDMG|aBPWR
192	34814 41145	9	   	248.33	DCR|2VULN|2DMG|2DUR|1CDMG	1ERES|2MBVNT|3aDUR|4DUST|5CDMG|6aDMG|7RCR|8LIT|9aVULN|aBPWR
193	42321 32124	3	   	248.27	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	1BEXP|236VULN|47ASPD|5TLV|8DUR|9RCR|aAART
194	34444 62217	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1ERES|2MBVNT|369aVULN|4DUR|5CDMG|7RCR|8ASPD
195	34444 62427	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1ERES|2MBVNT|368aVULN|4DUR|5CDMG|7RCR|9ASPD
196	41322 38362	5	   	248.11	DCR|2VULN|3DUR|2DMG	17BEXP|279DUR|38VULN|4MBVNT|5LIT|67DMG|7BPWR|aRCR
197	21321 64358	10	   	248.03	DCR|4VULN|2DUR|1AART	1FEWX|26DUR|369aVULN|4MBVNT|5BELT|6BPWR|7AART|8RCR
198	41328 31822	9	   	248.01	DCR|2VULN|3DUR|2DMG	1BEXP|258DUR|35VULN|4MBVNT|5BPWR|6LIT|79DMG|aRCR
199	32625 42113	3	 * 	247.59	DCR|2VULN|2DMG|2DUR|2ASPD	1ERES|28DUR|35DMG|46ASPD|7aVULN|9RCR
200	42215 36211	5	   	247.34	DCR|5VULN|1DMG	157BEXP|24567VULN|3RCVC|57BPWR|8DMG|9FEWX|aRCR
201	21333 52244	9	   	247.31	DCR|3VULN|2DMG|1DUR	1aFEWX|2DUR|36aVULN|4CGEN|5RPLT|7RCR|8LIT|9aDMG|aBPWR
202	64214 41211	7	   	247.30	DCR|3VULN|2DMG|1CDMG|1ASPD	1aMLV|2MBVNT|3CGEN|49aVULN|5ASPD|6RCR|7CDMG|8aDMG|aBPWR
203	64214 41611	8	   	247.30	DCR|3VULN|2DMG|1CDMG|1ASPD	1aMLV|2MBVNT|3CGEN|49aVULN|5ASPD|6RCR|7CDMG|8aDMG|aBPWR
204	22315 33456	8	   	247.24	DCR|5VULN|2TLV	15aFEWX|2345aVULN|5aBPWR|6MBVNT|7RCR|8aTLV|9BELT
205	42315 31124	5	   	247.24	DCR|5VULN|1DMG	15BEXP|23456VULN|5BPWR|7RCR|8CGEN|9MLV|aDMG
206	22315 11626	5	   	247.24	DCR|5VULN|1DMG	156FEWX|23458VULN|5BPWR|7RCR|9RPLT|aDMG
207	22315 22114	9	   	247.24	DCR|5VULN|1DMG	15FEWX|23457VULN|5BPWR|6LHND|8RCVC|9RCR|aDMG
208	22315 22153	7	   	247.24	DCR|5VULN|1DMG	15FEWX|23457VULN|5BPWR|6LHND|8CGEN|9DMG|aRCR
209	42315 22114	9	   	247.24	DCR|5VULN|1DMG	15BEXP|23457VULN|5BPWR|6LHND|8RCVC|9RCR|aDMG
210	42315 22153	7	   	247.24	DCR|5VULN|1DMG	15BEXP|23457VULN|5BPWR|6LHND|8CGEN|9DMG|aRCR
211	53515 34241	9	 * 	247.24	DCR|5VULN|2CDMG	19ZMB|25CGEN|3459aVULN|59BPWR|6MBVNT|7RCR|89CDMG
212	22311 62114	9	   	247.14	DCR|5VULN|1DMG	1FEWX|23467VULN|5LHND|8RCVC|9RCR|aDMG
213	22311 62153	7	   	247.14	DCR|5VULN|1DMG	1FEWX|23467VULN|5LHND|8CGEN|9DMG|aRCR
214	22311 62514	9	   	247.14	DCR|5VULN|1DMG	18FEWX|23467VULN|5LHND|9RCR|aDMG
215	22315 12114	9	   	247.14	DCR|5VULN|1DMG	15FEWX|23457VULN|5BPWR|6DUST|8RCVC|9RCR|aDMG
216	22315 32223	9	   	247.14	DCR|5VULN|1DMG	158FEWX|23457VULN|5BPWR|6MBVNT|9RCR|aDMG
217	22315 33683	8	   	247.14	DCR|5VULN|1DMG	158FEWX|23459VULN|5BPWR|6MBVNT|7RCR|aDMG
218	22365 12314	9	   	247.14	DCR|5VULN|1DMG	15FEWX|23578VULN|4RCVC|5BPWR|6DUST|9RCR|aDMG
219	22365 32433	7	   	247.14	DCR|5VULN|1DMG	15FEWX|2357aVULN|4RCVC|5BPWR|6MBVNT|8RCR|9DMG
220	22365 32533	8	   	247.14	DCR|5VULN|1DMG	15FEWX|2357aVULN|4RCVC|5BPWR|6MBVNT|8RCR|9DMG
221	22365 32813	8	   	247.14	DCR|5VULN|1DMG	15FEWX|2357aVULN|4RCVC|5BPWR|6MBVNT|8DMG|9RCR
222	42311 62114	9	   	247.14	DCR|5VULN|1DMG	1BEXP|23467VULN|5LHND|8RCVC|9RCR|aDMG
223	42311 62153	7	   	247.14	DCR|5VULN|1DMG	1BEXP|23467VULN|5LHND|8CGEN|9DMG|aRCR
224	42315 12114	9	   	247.14	DCR|5VULN|1DMG	15BEXP|23457VULN|5BPWR|6DUST|8RCVC|9RCR|aDMG
225	42315 32123	5	   	247.14	DCR|5VULN|2TLV	15BEXP|23456VULN|5BPWR|78TLV|9LHND|aRCR
226	42365 32433	7	   	247.14	DCR|5VULN|1DMG	15BEXP|2357aVULN|4RCVC|5BPWR|6MBVNT|8RCR|9DMG
227	22215 12314	9	   	247.14	DCR|5VULN|1DMG	15FEWX|24578VULN|3RCVC|5BPWR|6DUST|9RCR|aDMG
228	22215 32433	7	   	247.14	DCR|5VULN|1DMG	15FEWX|2457aVULN|3RCVC|5BPWR|6MBVNT|8RCR|9DMG
229	22215 32533	8	   	247.14	DCR|5VULN|1DMG	15FEWX|2457aVULN|3RCVC|5BPWR|6MBVNT|8RCR|9DMG
230	22215 32813	8	   	247.14	DCR|5VULN|1DMG	15FEWX|2457aVULN|3RCVC|5BPWR|6MBVNT|8DMG|9RCR
231	22315 22653	8	   	247.14	DCR|5VULN|1DMG	15FEWX|23457VULN|5BPWR|6LHND|8ERES|9DMG|aRCR
232	22315 38383	7	   	247.14	DCR|5VULN|1DMG	157FEWX|23459VULN|5BPWR|6MBVNT|8RCR|aDMG
233	22315 38433	6	   	247.14	DCR|5VULN|1DMG	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCVC|8RCR|9DMG
234	22315 58433	5	   	247.14	DCR|5VULN|1DMG	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCVC|8RCR|9DMG
235	42215 12314	9	   	247.14	DCR|5VULN|1DMG	15BEXP|24578VULN|3RCVC|5BPWR|6DUST|9RCR|aDMG
236	42215 32433	7	   	247.14	DCR|5VULN|1DMG	15BEXP|2457aVULN|3RCVC|5BPWR|6MBVNT|8RCR|9DMG
237	42215 32533	8	   	247.14	DCR|5VULN|1DMG	15BEXP|2457aVULN|3RCVC|5BPWR|6MBVNT|8RCR|9DMG
238	42215 32813	8	   	247.14	DCR|5VULN|1DMG	15BEXP|2457aVULN|3RCVC|5BPWR|6MBVNT|8DMG|9RCR
239	42315 34383	6	   	247.14	DCR|5VULN|1DMG	157BEXP|23459VULN|5BPWR|6MBVNT|8RCR|aDMG
240	42315 34383	7	   	247.14	DCR|5VULN|1DMG	157BEXP|23459VULN|5BPWR|6MBVNT|8RCR|aDMG
241	42315 38433	6	   	247.14	DCR|5VULN|1DMG	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCVC|8RCR|9DMG
242	22312 43515	7	   	247.11	DCR|3VULN|2DMG|1TLV	1FEWX|234VULN|5LIT|68DMG|7DMSP|9RCR|aTLV
243	22312 62515	6	   	247.11	DCR|3VULN|2DMG|1TLV	1FEWX|234VULN|5LIT|6RCVC|78DMG|9RCR|aTLV
244	22362 32515	6	   	247.11	DCR|3VULN|2DMG|1TLV	1FEWX|236VULN|4RCVC|5LIT|78DMG|9RCR|aTLV
245	42312 22515	5	   	247.11	DCR|3VULN|2DMG|1TLV	16BEXP|234VULN|5LIT|78DMG|9RCR|aTLV
246	21353 31635	8	   	247.11	DCR|3VULN|2DMG|1DUR	1FEWX|2DUR|35aVULN|4BEXP|6LIT|79DMG|8RCR
247	51312 52363	5	   	247.11	DCR|3VULN|2DMG|1TLV	1ZMB|2LIT|36DMG|49aVULN|5LWND|7TLV|8RCR
248	51313 25363	4	   	247.11	DCR|3VULN|2DMG|1DUR	1ZMB|2LIT|36DMG|49aVULN|5CGEN|7DUR|8RCR
249	22212 32515	6	   	247.11	DCR|3VULN|2DMG|1TLV	1FEWX|246VULN|3RCVC|5LIT|78DMG|9RCR|aTLV
250	42212 32515	6	   	247.11	DCR|3VULN|2DMG|1TLV	1BEXP|246VULN|3RCVC|5LIT|78DMG|9RCR|aTLV
251	22315 33255	9	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DUR|aAART
252	22315 33255	8	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DUR|aAART
253	22311 62653	8	   	247.04	DCR|5VULN|1DMG	1FEWX|23467VULN|5LHND|8ERES|9DMG|aRCR
254	22313 62114	9	   	247.04	DCR|5VULN|1DMG	1FEWX|23467VULN|5DUST|8RCVC|9RCR|aDMG
255	22313 62214	9	   	247.04	DCR|5VULN|1DMG	18FEWX|23467VULN|5DUST|9RCR|aDMG
256	22315 16314	9	   	247.04	DCR|5VULN|1DMG	15FEWX|23458VULN|5BPWR|67DUST|9RCR|aDMG
257	22315 33433	8	   	247.04	DCR|5VULN|2TLV	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|89TLV
258	22315 33481	10	   	247.04	DCR|5VULN|2TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8aTLV
259	22316 61633	4	   	247.04	DCR|5VULN|2CDMG	1FEWX|2348aVULN|5RPLT|6RCR|79CDMG
260	22363 62314	9	   	247.04	DCR|5VULN|1DMG	1FEWX|23678VULN|4RCVC|5DUST|9RCR|aDMG
261	42311 26633	8	   	247.04	DCR|5VULN|2TLV	1BEXP|23489VULN|5LHND|67TLV|aRCR
262	42313 62114	9	   	247.04	DCR|5VULN|1DMG	1BEXP|23467VULN|5DUST|8RCVC|9RCR|aDMG
263	42315 33481	10	   	247.04	DCR|5VULN|2TLV	15BEXP|23459VULN|5BPWR|6MBVNT|7RCR|8aTLV
264	22213 62314	9	   	247.04	DCR|5VULN|1DMG	1FEWX|24678VULN|3RCVC|5DUST|9RCR|aDMG
265	42213 62314	9	   	247.04	DCR|5VULN|1DMG	1BEXP|24678VULN|3RCVC|5DUST|9RCR|aDMG
266	32634 72483	3	   	247.01	DCR|3VULN|2DMG|1DUR	1aERES|2DUR|3aDMG|4MBVNT|5LWND|6RCR|7LIT|89aVULN|aBPWR
267	22312 53368	5	   	247.01	DCR|3VULN|2DMG|1DUR	1FEWX|234VULN|5LIT|6MBVNT|7aDMG|8RCR|9DUR
268	31313 25366	5	   	247.01	DCR|3VULN|2DMG|1DUR	1ERES|2LIT|3aDMG|479VULN|5DUR|6ZMB|8RCR
269	51311 52363	4	   	247.01	DCR|3VULN|2DMG|1TLV	1ZMB|2LIT|36DMG|49aVULN|5DUST|7TLV|8RCR
270	61315 52333	4	   	247.01	DCR|3VULN|2DMG|1TLV	1MLV|2LIT|39DMG|45aVULN|6MBVNT|7TLV|8RCR
271	22315 66311	6	   	247.00	DCR|5VULN|1DMG|1SELL	15FEWX|2345aVULN|5BPWR|6SELL|7RCR|8DMG|9CGEN
272	22313 66314	9	   	246.94	DCR|5VULN|1DMG	1FEWX|23468VULN|57DUST|9RCR|aDMG
273	36513 32314	9	   	246.94	DCR|5VULN|1DMG	1ERES|2RMIN|34678VULN|5DUST|9RCR|aDMG
274	22315 33164	10	   	246.91	DCR|4VULN|1DMG|1ASPD	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8LIT|9DMG|aASPD
275	42315 33164	10	   	246.91	DCR|4VULN|1DMG|1ASPD	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8LIT|9DMG|aASPD
276	21222 22455	2	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	17FEWX|27DUR|3RPLT|4BBNT|567VULN|7BPWR|8ASPD|9DMG|aRCR
277	22222 32455	2	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	17FEWX|257VULN|3RPLT|4TBNT|67DUR|7BPWR|8ASPD|9DMG|aRCR
278	22315 32343	7	   	246.90	DCR|5VULN|1DMG|1SELL	15FEWX|23457VULN|5BPWR|6MBVNT|8RCR|9SELL|aDMG
279	22315 33287	7	   	246.90	DCR|5VULN|1DMG|1SELL	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8SELL|9DMG
280	42315 32343	7	   	246.90	DCR|5VULN|1DMG|1SELL	15BEXP|23457VULN|5BPWR|6MBVNT|8RCR|9SELL|aDMG
281	23343 11133	9	   	246.68	DCR|4VULN|2DUR	1FEWX|2LWND|357aVULN|46DUR|8LIT|9RCR
282	43343 11133	9	   	246.68	DCR|4VULN|2DUR	1BEXP|2LWND|357aVULN|46DUR|8LIT|9RCR
283	21328 41167	8	   	246.68	DCR|4VULN|2DUR	1FEWX|25DUR|3579VULN|4MBVNT|5BPWR|6RPLT|8LIT|aRCR
284	22443 11133	9	   	246.68	DCR|4VULN|2DUR	1FEWX|257aVULN|3LWND|46DUR|8LIT|9RCR
285	41212 65223	5	   	246.68	DCR|4VULN|2DUR	1BEXP|2aDUR|3RCVC|4789VULN|5LIT|6RCR
286	42443 11133	9	   	246.68	DCR|4VULN|2DUR	1BEXP|257aVULN|3LWND|46DUR|8LIT|9RCR
287	32123 43433	8	   	246.60	DCR|3VULN|2DUR|1DMG|1ASPD	13ERES|28DUR|45aVULN|6ASPD|7RCR|9DMG
288	32123 43533	7	   	246.60	DCR|3VULN|2DUR|1DMG|1ASPD	13ERES|28DUR|45aVULN|6ASPD|7RCR|9DMG
289	22315 33581	6	   	246.39	DCR|5VULN|1ASPD	15FEWX|23459VULN|5BPWR|6MBVNT|7LIT|8ASPD|aRCR
290	42312 16513	10	   	246.29	DCR|5VULN|1ASPD	1BEXP|23489VULN|5LIT|6DLOT|7RCR|aASPD
291	22315 11435	5	   	245.85	DCR|4VULN|1TLV|1CDMG	156FEWX|2345VULN|5BPWR|7RCR|8TLV|9LIT|aCDMG
292	22561 31521	5	   	245.77	DCR|3VULN|2ASPD|1TLV|1CDMG|1AART	1FEWX|259VULN|35ASPD|4AART|5BPWR|6CDMG|7LWND|8RCR|aTLV
293	21135 32525	1	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	1FEWX|2AART|349VULN|5aDMG|6CDMG|7DUST|8RCR
294	22315 33162	8	   	245.75	DCR|4VULN|1TLV|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8LIT|9CDMG|aTLV
295	22315 33163	8	   	245.75	DCR|4VULN|1DUR|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8LIT|9CDMG|aDUR
296	22315 33242	8	   	245.75	DCR|4VULN|1TLV|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9LIT|aTLV
297	22315 33243	8	   	245.75	DCR|4VULN|1DUR|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9LIT|aDUR
298	22315 33254	10	   	245.75	DCR|4VULN|1DUR|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DUR|aLIT
299	42315 33144	10	   	245.75	DCR|4VULN|1DUR|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8LIT|9DUR|aCDMG
300	42315 33162	8	   	245.75	DCR|4VULN|1TLV|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8LIT|9CDMG|aTLV
301	42315 33163	8	   	245.75	DCR|4VULN|1DUR|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8LIT|9CDMG|aDUR
302	42315 33242	8	   	245.75	DCR|4VULN|1TLV|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9LIT|aTLV
303	42315 33243	8	   	245.75	DCR|4VULN|1DUR|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9LIT|aDUR
304	42315 33254	10	   	245.75	DCR|4VULN|1DUR|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DUR|aLIT
305	42315 33534	10	   	245.75	DCR|4VULN|1DUR|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8DUR|9LIT|aCDMG
306	22561 32521	5	   	245.67	DCR|3VULN|2ASPD|1TLV|1CDMG|1AART	1FEWX|259VULN|35ASPD|4AART|5BPWR|6CDMG|7DUST|8RCR|aTLV
307	32123 43256	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	13ERES|2DUR|45aVULN|6ASPD|7RCR|8CDMG|9DMG
308	22312 32432	6	   	245.57	DCR|4VULN|1DMG|1AART	1FEWX|2346VULN|5LIT|7DMG|8AART|9RCR|aCGEN
309	42312 32432	6	   	245.57	DCR|4VULN|1DMG|1AART	1BEXP|2346VULN|5LIT|7DMG|8AART|9RCR|aCGEN
310	22312 32434	6	   	245.47	DCR|4VULN|1DMG|1AART	1FEWX|2346VULN|5LIT|7DMG|8AART|9RCR|aDUST
311	22312 32435	6	   	245.47	DCR|4VULN|1DMG|1AART	1FEWX|2346VULN|5LIT|7DMG|8AART|9RCR|aERES
312	22312 32436	6	   	245.47	DCR|4VULN|1DMG|1AART	1FEWX|2346VULN|5LIT|7DMG|8AART|9RCR|aTBNT
313	42312 32434	6	   	245.47	DCR|4VULN|1DMG|1AART	1BEXP|2346VULN|5LIT|7DMG|8AART|9RCR|aDUST
314	42312 32435	6	   	245.47	DCR|4VULN|1DMG|1AART	1BEXP|2346VULN|5LIT|7DMG|8AART|9RCR|aERES
315	42312 32436	6	   	245.47	DCR|4VULN|1DMG|1AART	1BEXP|2346VULN|5LIT|7DMG|8AART|9RCR|aTBNT
316	34444 62314	7	   	245.43	DCR|3VULN|2DUR|1TLV|1CDMG	1ERES|2MBVNT|369VULN|4aDUR|5CDMG|7RCR|8TLV
317	21328 12341	8	   	245.41	DCR|3VULN|3DUR|1TLV	18FEWX|256DUR|358VULN|4MBVNT|58BPWR|78LHND|9RCR|aTLV
318	21328 13371	8	   	245.41	DCR|3VULN|3DUR|1TLV	18FEWX|256DUR|358VULN|4MBVNT|58BPWR|78BEXP|9RCR|aTLV
319	41328 12341	8	   	245.41	DCR|3VULN|3DUR|1TLV	18BEXP|256DUR|358VULN|4MBVNT|58BPWR|78LHND|9RCR|aTLV
320	41328 14341	8	   	245.41	DCR|3VULN|3DUR|1TLV	18BEXP|256DUR|358VULN|4MBVNT|58BPWR|78LWND|9RCR|aTLV
321	43323 46371	6	   	245.29	DCR|4VULN|2DMG	19BEXP|28LWND|359aVULN|4MBVNT|69DMG|7RCR|9BPWR
322	21328 14214	6	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|35aVULN|4MBVNT|5BPWR|7RCR|8CGEN|9TLV
323	21328 14312	6	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aBELT
324	21328 14315	6	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aCGEN
325	21328 14316	6	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aMLV
326	21328 14318	6	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aLWND
327	21328 14351	6	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9BEXP|aTLV
328	21328 14361	6	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9LHND|aTLV
329	21328 14371	6	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9LWND|aTLV
330	21328 17371	8	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8BEXP|9RCR|aTLV
331	21328 17541	8	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8LHND|9RCR|aTLV
332	21328 17641	7	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8LHND|9RCR|aTLV
333	21328 17841	7	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|357VULN|4MBVNT|5BPWR|8LWND|9RCR|aTLV
334	21328 54214	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|35aVULN|4MBVNT|5BPWR|7RCR|8CGEN|9TLV
335	21328 54312	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aBELT
336	21328 54315	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aCGEN
337	21328 54316	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aMLV
338	21328 54318	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aLWND
339	21328 54351	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9BEXP|aTLV
340	21328 54361	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9LHND|aTLV
341	21328 54371	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9LWND|aTLV
342	41328 14214	6	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|35aVULN|4MBVNT|5BPWR|7RCR|8CGEN|9TLV
343	41328 14312	6	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aBELT
344	41328 14315	6	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aCGEN
345	41328 14316	6	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aMLV
346	41328 14318	6	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aLWND
347	41328 14331	6	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9FEWX|aTLV
348	41328 14362	6	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9RPLT|aTLV
349	41328 54214	5	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|35aVULN|4MBVNT|5BPWR|7RCR|8CGEN|9TLV
350	41328 54312	5	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aBELT
351	41328 54331	5	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9FEWX|aTLV
352	21328 12341	7	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7LHND|9RCR|aTLV
353	21328 13371	7	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7BEXP|9RCR|aTLV
354	21328 16114	5	   	245.21	DCR|3VULN|3DUR|1TLV	1FEWX|258DUR|35aVULN|4MBVNT|5BPWR|6ZMB|7RCR|9TLV
355	41328 12341	7	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7LHND|9RCR|aTLV
356	41328 16114	5	   	245.21	DCR|3VULN|3DUR|1TLV	1BEXP|258DUR|35aVULN|4MBVNT|5BPWR|6ZMB|7RCR|9TLV
357	21328 14311	6	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aLEGI
358	21328 14314	6	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aDUST
359	21328 14614	6	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|35aVULN|4MBVNT|5BPWR|7RCR|8ERES|9TLV
360	21328 17341	6	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7LEGI|9RCR|aTLV
361	21328 54311	5	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aLEGI
362	21328 54314	5	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aDUST
363	21328 54614	5	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|35aVULN|4MBVNT|5BPWR|7RCR|8ERES|9TLV
364	21328 57341	5	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|256DUR|358VULN|4MBVNT|5BPWR|7LEGI|9RCR|aTLV
365	41328 13371	6	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7DUST|9RCR|aTLV
