0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14631 23353	6	 * 	273.85	DCR|4VULN|3LIT|1TLV|1DUR|1CDMG	19BEXP|2679VULN|3DUR|4TLV|569LIT|69BPWR|8RCR|aCDMG
174	41232 15136	1	   	251.70	DCR|4VULN|3DUR	1aCGEN|258aVULN|3RPLT|4BBNT|69aDUR|7RCR|aBPWR
175	43232 15136	2	   	251.70	DCR|4VULN|3DUR	1aCGEN|258aVULN|3RPLT|4BBNT|69aDUR|7RCR|aBPWR
176	41523 61333	3	   	251.63	DCR|5VULN|1DUR	1CGEN|2LWND|3LIT|4569aVULN|7DUR|8RCR
177	42523 35333	3	   	251.63	DCR|5VULN|1DUR	1CGEN|2DUR|3LIT|4569aVULN|7LHND|8RCR
178	14433 61333	1	   	251.53	DCR|5VULN|1DUR	1BEXP|2LIT|3ERES|4569aVULN|7DUR|8RCR
179	15533 61333	3	   	251.53	DCR|5VULN|1DUR	1BEXP|2ERES|3LIT|4569aVULN|7DUR|8RCR
180	34433 61333	1	   	251.53	DCR|5VULN|1DUR	1LWND|2LIT|3ERES|4569aVULN|7DUR|8RCR
181	35533 61333	3	   	251.53	DCR|5VULN|1DUR	1LWND|2ERES|3LIT|4569aVULN|7DUR|8RCR
182	54433 31333	1	   	251.53	DCR|5VULN|1DUR	1LHND|2LIT|3ERES|4569aVULN|7DUR|8RCR
183	55533 31333	3	   	251.53	DCR|5VULN|1DUR	1LHND|2ERES|3LIT|4569aVULN|7DUR|8RCR
184	26434 22322	10	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1ASPD|2aDUR|3CDMG|4CGEN|5aVULN|6ERES|7RCR|8aDMG|9RMIN|aBPWR
185	45121 52313	5	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CGEN|2TLV|357VULN|4RCVC|6DUR|8DMG|9RCR|aCDMG
186	45221 13313	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CGEN|2TLV|3DUR|4RCVC|578VULN|6CDMG|9DMG|aRCR
187	45221 32313	6	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CGEN|2TLV|3DUR|4RCVC|567VULN|8DMG|9RCR|aCDMG
188	45221 36213	6	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CGEN|2TLV|3DUR|4RCVC|568VULN|7DMG|9RCR|aCDMG
189	22435 14221	2	   	250.95	DCR|2VULN|3DUR|3ASPD|1AART	147ASPD|2AART|378DUR|57VULN|6RCR|7BPWR|9CGEN|aLIT
190	22535 14221	3	   	250.95	DCR|2VULN|3DUR|3ASPD|1AART	147ASPD|2AART|378DUR|57VULN|6RCR|7BPWR|9CGEN|aLIT
191	33111 43265	8	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1LWND|2aDUR|3LHND|4BEXP|56aVULN|7DMG|8RCR|9aLIT|aBPWR
192	14633 22353	5	 * 	250.75	DCR|3VULN|2DUR|2TLV|2LIT	19BEXP|29aVULN|35DUR|47TLV|69LIT|8RCR|9BPWR
193	33211 43265	8	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1LWND|2aDUR|3DUST|4FEWX|56aVULN|7DMG|8RCR|9aLIT|aBPWR
194	14631 22323	6	   	250.65	DCR|3VULN|2DUR|2TLV|2LIT	1BEXP|26aVULN|39DUR|47TLV|56LIT|6BPWR|8RCR
195	14631 52323	5	   	250.65	DCR|3VULN|2DUR|2TLV|2LIT	1BEXP|26aVULN|39DUR|47TLV|56LIT|6BPWR|8RCR
196	54231 22323	6	   	250.65	DCR|3VULN|2DUR|2TLV|2LIT	1LHND|26aVULN|39DUR|47TLV|56LIT|6BPWR|8RCR
197	54231 52323	5	   	250.65	DCR|3VULN|2DUR|2TLV|2LIT	1LHND|26aVULN|39DUR|47TLV|56LIT|6BPWR|8RCR
198	21252 15622	1	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	18ASPD|258VULN|3RPLT|4BBNT|68DUR|7RCR|8BPWR|9ERES|aCDMG
199	31116 35613	4	   	250.57	DCR|3VULN|3DUR|2ASPD	127LWND|379VULN|48ZMB|59ASPD|679DUR|79BPWR|aRCR
200	24241 33621	7	   	250.37	DCR|3VULN|3DUR|2ASPD	19ASPD|2CGEN|349DUR|569VULN|7RPLT|8RCVC|9BPWR|aRCR
201	24241 42321	5	   	250.37	DCR|3VULN|3DUR|2ASPD	19ASPD|27CGEN|349DUR|589VULN|6RPLT|9BPWR|aRCR
202	21252 15631	1	   	250.27	DCR|3VULN|3DUR|2ASPD	18ASPD|258VULN|3RPLT|4BBNT|689DUR|7RCR|8BPWR|aLWND
203	26211 35631	2	   	250.27	DCR|3VULN|3DUR|2ASPD	18ASPD|248DUR|3RPLT|5TBNT|689VULN|7RCR|8BPWR|aLWND
204	26211 35631	1	   	250.27	DCR|3VULN|3DUR|2ASPD	18ASPD|248DUR|3RPLT|5TBNT|689VULN|7RCR|8BPWR|aLWND
205	21216 35613	1	   	250.13	DCR|3VULN|3DUR|2ASPD|1SELL	17ASPD|27aVULN|39RPLT|467DUR|5SELL|7BPWR|8RCR
206	21216 35622	1	   	250.13	DCR|3VULN|3DUR|2ASPD|1SELL	17ASPD|27aVULN|3RPLT|467DUR|5SELL|7BPWR|8RCR|9LWND
207	22563 11123	4	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1ASPD|2AART|39DUR|45aVULN|6RCR|7CDMG|8CGEN
208	22324 31162	2	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1ASPD|2AART|3CDMG|45DUR|69aVULN|7RPLT|8RCR
209	22235 23415	2	   	249.95	DCR|3VULN|3ASPD|1DUR|1AART	146ASPD|2AART|356VULN|6BPWR|7DUR|8RCR|9LHND|aLIT
210	22563 11323	4	   	249.95	DCR|3VULN|2DUR|1CDMG|1ASPD|1NUKE|1AART	1ASPD|2AART|39DUR|45aVULN|6RCR|7CDMG|8NUKE
211	22563 11423	4	   	249.95	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1ASPD|2AART|39DUR|45aVULN|6RCR|7CDMG|8ERES
212	31253 21332	7	   	249.85	DCR|4VULN|1DUR|2LIT|1ASPD	129LWND|3DUR|49LIT|5679VULN|8RCR|9BPWR|aASPD
213	31253 23332	6	   	249.85	DCR|4VULN|1DUR|2LIT|1ASPD	129LWND|3DUR|49LIT|5679VULN|8RCR|9BPWR|aASPD
214	24142 32311	6	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2CGEN|367VULN|4DUR|5RCVC|8aDMG|9RCR
215	24142 36211	6	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2CGEN|368VULN|4DUR|5RCVC|7aDMG|9RCR
216	24146 32311	6	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2CGEN|367VULN|4DUR|5DMSP|8aDMG|9RCR
217	24221 32311	6	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2CGEN|3DUR|4RCVC|567VULN|8aDMG|9RCR
218	24221 36211	6	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2CGEN|3DUR|4RCVC|568VULN|7aDMG|9RCR
219	54332 36211	6	   	249.80	DCR|3VULN|2DMG|1TLV|1ASPD	1LHND|268VULN|3ASPD|4TLV|5DMSP|7aDMG|9RCR
220	24121 63421	8	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2CGEN|359VULN|4RCVC|67DMG|8RCR|aDUR
221	26423 32352	10	   	249.79	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1ASPD|26DUR|3CDMG|4FEWX|59VULN|7RCR|8DMG|aTLV
222	43523 31336	5	   	249.75	DCR|4VULN|1DUR|2LIT|1ASPD	1CGEN|2469VULN|34LIT|4BPWR|5LHND|7DUR|8RCR|aASPD
223	34231 23332	6	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	1LWND|267VULN|3DUST|4TLV|56LIT|6BPWR|8RCR|9CDMG|aDMG
224	34231 53332	5	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	1LWND|267VULN|3DUST|4TLV|56LIT|6BPWR|8RCR|9CDMG|aDMG
225	34231 22342	9	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	1LWND|268VULN|3DUST|4TLV|56LIT|6BPWR|7CDMG|9RCR|aDMG
226	24135 35211	4	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1ASPD|2CGEN|357VULN|4ERES|6TLV|8aDMG|9RCR
227	26621 32311	6	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|3ERES|4RCVC|567VULN|8aDMG|9RCR
228	26631 32311	6	   	249.60	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|34ERES|567VULN|8aDMG|9RCR
229	16251 21332	7	   	249.55	DCR|3VULN|2DUR|3LIT|1CDMG	129BEXP|35DUR|459LIT|59BPWR|679VULN|8RCR|aCDMG
230	23313 16313	7	   	249.55	DCR|3VULN|3ASPD|1DMG|1CDMG	138ASPD|28ZMB|4DMG|5CDMG|678VULN|8BPWR|9FEWX|aRCR
231	16142 26213	6	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	12BEXP|368VULN|46DUR|5RCVC|6BPWR|7DMG|9RCR|aCDMG
232	16221 26213	6	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	12BEXP|36DUR|4RCVC|568VULN|6BPWR|7DMG|9RCR|aCDMG
233	31146 22313	6	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	12LWND|367VULN|46DUR|5DMSP|6BPWR|8DMG|9RCR|aCDMG
234	31146 26213	6	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	12LWND|368VULN|46DUR|5DMSP|6BPWR|7DMG|9RCR|aCDMG
235	31221 22313	6	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	12LWND|36DUR|4RCVC|567VULN|6BPWR|8DMG|9RCR|aCDMG
236	31221 26213	6	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	12LWND|36DUR|4RCVC|568VULN|6BPWR|7DMG|9RCR|aCDMG
237	54141 22313	6	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	135LHND|267VULN|46DUR|6BPWR|8DMG|9RCR|aCDMG
238	12235 23353	2	   	249.51	DCR|3VULN|2DUR|2AART|1TLV	19BEXP|2DLOT|36AART|4TLV|59DUR|79aVULN|8RCR|9BPWR
239	62235 23353	2	   	249.51	DCR|3VULN|2DUR|2AART|1TLV	19FEWX|2DLOT|36AART|4TLV|59DUR|79aVULN|8RCR|9BPWR
240	22435 14132	2	 * 	249.48	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8RCVC|9DMG|aLWND
241	22535 14132	3	   	249.48	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8RCVC|9DMG|aLWND
242	21635 23212	1	   	249.41	DCR|3VULN|3ASPD|2AART|1DUR	146ASPD|256VULN|3aAART|6BPWR|7DUR|8RPLT|9RCR
243	22235 23212	2	   	249.41	DCR|3VULN|3ASPD|2AART|1DUR	146ASPD|2aAART|356VULN|6BPWR|7DUR|8RPLT|9RCR
244	22235 23461	2	   	249.41	DCR|3VULN|3ASPD|2AART|1DUR	146ASPD|29AART|356VULN|6BPWR|7DUR|8RCR|aBEXP
245	22435 14131	2	   	249.38	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8RCVC|9DMG|aBBNT
246	22435 14133	2	   	249.38	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8RCVC|9DMG|aERES
247	22535 14131	3	   	249.38	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8RCVC|9DMG|aBBNT
248	22535 14133	3	   	249.38	DCR|2VULN|3ASPD|2DUR|1DMG|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8RCVC|9DMG|aERES
249	22465 33133	8	 * 	249.38	DCR|2VULN|3ASPD|2DUR|2CDMG|1AART	136ASPD|2AART|3aBPWR|4RPLT|5aCDMG|7aVULN|8aDUR|9RCR
250	42641 32313	6	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1CGEN|24DUR|3ERES|567VULN|8DMG|9RCR|aCDMG
251	42232 63533	8	 * 	249.32	DCR|3VULN|3DUR|2TLV	17aCGEN|27aDUR|3LWND|48TLV|5BELT|67aVULN|7aBPWR|9RCR
252	22235 23462	2	   	249.31	DCR|3VULN|3ASPD|2AART|1DUR	146ASPD|29AART|356VULN|6BPWR|7DUR|8RCR|aTBNT
253	21252 15131	1	   	249.28	DCR|4VULN|2DUR|1ASPD	1ASPD|258aVULN|3RPLT|4BBNT|69DUR|7RCR
254	16221 61335	6	   	249.22	DCR|3VULN|3DUR|3LIT	129BEXP|37aDUR|4RCVC|59aVULN|69aLIT|8RCR|9aBPWR
255	16222 11335	5	   	249.22	DCR|3VULN|3DUR|3LIT	129BEXP|37aDUR|4RCVC|59aLIT|69aVULN|8RCR|9aBPWR
256	16222 21335	6	   	249.22	DCR|3VULN|3DUR|3LIT	129BEXP|37aDUR|4RCVC|59aLIT|69aVULN|8RCR|9aBPWR
257	14521 31335	7	   	249.22	DCR|3VULN|3DUR|3LIT	139BEXP|25aVULN|4RCVC|69aDUR|79aLIT|8RCR|9aBPWR
258	16121 31335	7	   	249.22	DCR|3VULN|3DUR|3LIT	129BEXP|35aVULN|4RCVC|69aDUR|79aLIT|8RCR|9aBPWR
259	16253 21335	5	   	249.22	DCR|3VULN|3DUR|3LIT	129BEXP|37aDUR|49aLIT|59aVULN|6DMSP|8RCR|9aBPWR
260	12532 53353	9	 * 	249.22	DCR|3VULN|3DUR|2CDMG	178BEXP|2DLOT|3aCDMG|47aVULN|57aDUR|6RPLT|7aBPWR|9RCR
261	24121 63234	7	 * 	249.21	DCR|3VULN|3DMG|1ASPD	1ASPD|2CGEN|358VULN|4RCVC|679DMG|aRCR
262	31241 23213	8	   	249.12	DCR|3VULN|3DUR|1DMG	12LWND|346DUR|569VULN|6BPWR|7DMG|8RCR|aFEWX
263	31241 23223	9	   	249.12	DCR|3VULN|3DUR|1DMG	12LWND|346DUR|56aVULN|6BPWR|7DMG|8RCR|9ZMB
264	31241 23233	8	   	249.12	DCR|3VULN|3DUR|1DMG	12LWND|346DUR|56aVULN|6BPWR|7DMG|8RCR|9MLV
265	31251 13331	5	   	249.12	DCR|3VULN|3DUR|3LIT	129LWND|35aDUR|459LIT|59BPWR|679VULN|8RCR
266	31251 21331	7	   	249.12	DCR|3VULN|3DUR|3LIT	129LWND|35aDUR|459LIT|59BPWR|679VULN|8RCR
267	31251 23331	6	   	249.12	DCR|3VULN|3DUR|3LIT	129LWND|35aDUR|459LIT|59BPWR|679VULN|8RCR
268	31241 26215	8	   	249.12	DCR|3VULN|3DUR|1DMG	12LWND|346DUR|569VULN|6BPWR|7ZMB|8RCR|aDMG
269	24151 42111	8	   	249.11	DCR|3VULN|3DMG|1ASPD	1ASPD|2CGEN|367VULN|48aDMG|5DUST|9RCR
270	31241 23216	8	   	249.02	DCR|3VULN|3DUR|1DMG	12LWND|346DUR|569VULN|6BPWR|7DMG|8RCR|aDUST
271	31241 23212	8	   	248.88	DCR|3VULN|3DUR|1DMG|1SELL	12LWND|346DUR|569VULN|6BPWR|7DMG|8RCR|aSELL
272	31143 14326	3	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	127LWND|37aVULN|47DMG|5AART|6RCR|7BPWR|8DUR|9LHND
273	31143 14352	3	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	127LWND|37aVULN|47DMG|5AART|6RCR|7BPWR|8DUR|9FEWX
274	31143 14523	3	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	127LWND|378VULN|47DMG|5AART|6RCR|7BPWR|9CGEN|aDUR
275	31153 14326	4	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	127LWND|37aVULN|47DMG|5AART|6RCR|7BPWR|8DUR|9LHND
276	31153 14352	4	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	127LWND|37aVULN|47DMG|5AART|6RCR|7BPWR|8DUR|9FEWX
277	31153 14523	4	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	127LWND|378VULN|47DMG|5AART|6RCR|7BPWR|9CGEN|aDUR
278	34333 14326	2	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	147LWND|27aVULN|37DMG|5AART|6RCR|7BPWR|8DUR|9LHND
279	34333 14352	2	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	147LWND|27aVULN|37DMG|5AART|6RCR|7BPWR|8DUR|9FEWX
280	34333 14523	2	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	147LWND|278VULN|37DMG|5AART|6RCR|7BPWR|9CGEN|aDUR
281	43332 25153	5	   	248.66	DCR|3VULN|2DMG|1TLV|1AART	19CGEN|29aVULN|3LHND|4TLV|5AART|6RCR|79DMG|8DMSP|9BPWR
282	43332 25251	5	   	248.66	DCR|3VULN|2DMG|1TLV|1AART	19aCGEN|289VULN|3LHND|4TLV|5AART|6RCR|79DMG|9BPWR
283	43332 25252	5	   	248.66	DCR|3VULN|2DMG|1TLV|1AART	19CGEN|289VULN|3LHND|4TLV|5AART|6RCR|79DMG|9BPWR|aLWND
284	31143 14316	3	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	127LWND|37aVULN|47DMG|5AART|6RCR|7BPWR|8DUR|9DUST
285	31153 14316	4	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	127LWND|37aVULN|47DMG|5AART|6RCR|7BPWR|8DUR|9DUST
286	32522 13333	1	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	19LWND|29DMG|3RMIN|4AART|5DLOT|679VULN|8RCR|9BPWR|aDUR
287	34333 14316	2	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	147LWND|27aVULN|37DMG|5AART|6RCR|7BPWR|8DUR|9DUST
288	43332 25232	5	   	248.56	DCR|3VULN|2DMG|1TLV|1AART	1aCGEN|28aVULN|3LHND|4TLV|5AART|6RCR|7aDMG|9BBNT|aBPWR
289	45133 32216	3	   	248.56	DCR|3VULN|2DMG|1TLV|1AART	19CGEN|2TLV|379VULN|4RMIN|5AART|6BBNT|89DMG|9BPWR|aRCR
290	52522 13333	1	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	19LHND|29DMG|3RMIN|4AART|5DLOT|679VULN|8RCR|9BPWR|aDUR
291	21623 14151	1	   	248.47	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	17ASPD|257VULN|3AART|47LHND|6RCR|7BPWR|8DMSP|9TLV|aDUR
292	22223 14151	2	   	248.47	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	17ASPD|2AART|357VULN|47LHND|6RCR|7BPWR|8DMSP|9TLV|aDUR
293	23142 55211	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2ZMB|378VULN|4DUR|5RCVC|6TLV|9RCR|aDMG
294	24142 52211	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2CGEN|378VULN|4DUR|5RCVC|6TLV|9RCR|aDMG
295	24221 52211	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2CGEN|3DUR|4RCVC|578VULN|6TLV|9RCR|aDMG
296	24142 32511	6	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2CGEN|367VULN|4DUR|5RCVC|8TLV|9RCR|aDMG
297	24221 32511	6	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2CGEN|3DUR|4RCVC|567VULN|8TLV|9RCR|aDMG
298	26621 32511	6	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|3ERES|4RCVC|567VULN|8TLV|9RCR|aDMG
299	24151 42333	10	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2CGEN|367VULN|4DMG|5DUST|8DUR|9TLV|aRCR
300	45142 23333	4	   	248.35	DCR|4VULN|1TLV|1DUR	1CGEN|2TLV|379aVULN|4DUR|5MLV|6LIT|8RCR
301	42533 33333	3	   	248.35	DCR|4VULN|1TLV|1DUR	1CGEN|2DUR|3LIT|4TLV|5MLV|679aVULN|8RCR
302	45253 33333	4	   	248.35	DCR|4VULN|1TLV|1DUR	1CGEN|2TLV|3DUR|4LIT|5MLV|679aVULN|8RCR
303	43526 21331	5	   	248.31	DCR|4VULN|1TLV|2LIT|1AART	1CGEN|249aVULN|34LIT|4BPWR|5AART|6ERES|7RCR|8TLV
304	26631 32511	6	   	248.26	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|34ERES|567VULN|8TLV|9RCR|aDMG
305	45132 23333	4	   	248.25	DCR|4VULN|1TLV|1DUR	1CGEN|2TLV|379aVULN|4ERES|5DUR|6LIT|8RCR
306	45133 43333	6	   	248.25	DCR|4VULN|1TLV|1DUR	1CGEN|2TLV|379aVULN|4ERES|5LIT|6DUR|8RCR
307	45233 33333	5	   	248.25	DCR|4VULN|1TLV|1DUR	1CGEN|2TLV|3DUR|4ERES|5LIT|679aVULN|8RCR
308	45235 23333	4	   	248.25	DCR|4VULN|1TLV|1DUR	1CGEN|2TLV|3DUR|4ERES|579aVULN|6LIT|8RCR
309	45133 31333	5	   	248.25	DCR|4VULN|1TLV|1DUR	1CGEN|2TLV|369aVULN|4ERES|5LIT|7DUR|8RCR
310	26413 33251	7	   	248.24	DCR|2VULN|2DUR|2ASPD|1TLV|1CDMG	1aASPD|28DUR|3CDMG|4LIT|5TLV|69VULN|7RCR
311	14242 43212	8	   	248.23	DCR|3VULN|2ASPD|1DMG|1CDMG	18BEXP|278VULN|3DUST|4LIT|58ASPD|6RCR|8BPWR|9CDMG|aDMG
312	34242 43212	8	   	248.23	DCR|3VULN|2ASPD|1DMG|1CDMG	18LWND|278VULN|3DUST|4LIT|58ASPD|6RCR|8BPWR|9CDMG|aDMG
313	34242 22342	9	   	248.13	DCR|3VULN|2ASPD|1DMG|1CDMG	1LWND|268VULN|3DUST|4LIT|56ASPD|6BPWR|7CDMG|9RCR|aDMG
314	31143 14622	3	   	247.96	DCR|3VULN|3DMG|1AART	127LWND|37aVULN|479DMG|5AART|6RCR|7BPWR|8ERES
315	31153 14622	4	   	247.96	DCR|3VULN|3DMG|1AART	127LWND|37aVULN|479DMG|5AART|6RCR|7BPWR|8ERES
316	34333 14622	2	   	247.96	DCR|3VULN|3DMG|1AART	147LWND|27aVULN|379DMG|5AART|6RCR|7BPWR|8ERES
317	21635 21426	1	   	247.93	DCR|4VULN|3ASPD|1AART	146ASPD|2568VULN|3AART|6BPWR|7MBVNT|9LWND|aRCR
318	22235 21426	2	   	247.93	DCR|4VULN|3ASPD|1AART	146ASPD|2AART|3568VULN|6BPWR|7MBVNT|9LWND|aRCR
319	23116 31241	10	 * 	247.83	ACR|4VULN|2ASPD|1DMG|1DUR|2LIT	18ASPD|2ZMB|389aVULN|4RCR|5DMG|6DUR|78LIT|8BPWR
320	44231 12353	4	 * 	247.77	DCR|4VULN|2TLV|1DMG	125aCGEN|345aVULN|5aBPWR|6RCR|7ERES|8DMG|9aTLV
321	21511 36211	1	 * 	247.69	DCR|2VULN|2DMG|2DUR|2ASPD	15ASPD|28VULN|3RMIN|46DUR|7aDMG|9RCR
322	43423 31362	6	 * 	247.67	DCR|4VULN|2TLV|2CDMG	19CGEN|289aVULN|36CDMG|4FEWX|59TLV|7RCR|9BPWR
323	43423 33162	7	   	247.67	DCR|4VULN|2TLV|2CDMG	19CGEN|279aVULN|36CDMG|4FEWX|59TLV|8RCR|9BPWR
324	14131 23356	6	   	247.17	DCR|3VULN|1DMG|1TLV|2LIT|1ASPD	1BEXP|267VULN|3LHND|4TLV|56LIT|6BPWR|8RCR|9ASPD|aDMG
325	34131 23352	6	   	247.17	DCR|3VULN|1DMG|1TLV|2LIT|1ASPD	1LWND|267VULN|3LHND|4TLV|56LIT|6BPWR|8RCR|9ASPD|aDMG
326	34131 53352	5	   	247.17	DCR|3VULN|1DMG|1TLV|2LIT|1ASPD	1LWND|267VULN|3LHND|4TLV|56LIT|6BPWR|8RCR|9ASPD|aDMG
327	34531 23352	6	   	247.17	DCR|3VULN|1DMG|1TLV|2LIT|1ASPD	1LWND|267VULN|3BEXP|4TLV|56LIT|6BPWR|8RCR|9ASPD|aDMG
328	22562 23352	8	   	247.14	DCR|2VULN|2DMG|2DUR|1ASPD|1AART	1ASPD|2AART|35DUR|4aVULN|69DMG|7LWND|8RCR
329	34231 23352	6	   	247.07	DCR|3VULN|1DMG|1TLV|2LIT|1ASPD	1LWND|267VULN|3DUST|4TLV|56LIT|6BPWR|8RCR|9ASPD|aDMG
330	34231 53352	5	   	247.07	DCR|3VULN|1DMG|1TLV|2LIT|1ASPD	1LWND|267VULN|3DUST|4TLV|56LIT|6BPWR|8RCR|9ASPD|aDMG
331	14633 23352	5	   	247.04	DCR|3VULN|2DUR|1TLV|2LIT	19BEXP|279VULN|35DUR|4TLV|69LIT|8RCR|9BPWR|aRCVC
332	43323 21353	3	   	246.98	DCR|4VULN|2DUR	19CGEN|259aVULN|35LHND|4RCVC|59BPWR|6LIT|79DUR|8RCR
333	43353 21353	4	   	246.98	DCR|4VULN|2DUR	19CGEN|259aVULN|35LHND|4RCVC|59BPWR|6LIT|79DUR|8RCR
334	44223 21353	3	   	246.98	DCR|4VULN|2DUR	129CGEN|359aVULN|45LHND|59BPWR|6LIT|79DUR|8RCR
335	14631 23322	6	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	1BEXP|267VULN|39DUR|4TLV|56LIT|6BPWR|8RCR|aRCVC
336	14631 23324	6	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	1BEXP|267VULN|39DUR|4TLV|56LIT|6BPWR|8RCR|aCGEN
337	14631 53322	5	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	1BEXP|267VULN|39DUR|4TLV|56LIT|6BPWR|8RCR|aRCVC
338	54231 23322	6	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	1LHND|267VULN|39DUR|4TLV|56LIT|6BPWR|8RCR|aRCVC
339	54231 23324	6	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	1LHND|267VULN|39DUR|4TLV|56LIT|6BPWR|8RCR|aCGEN
340	54231 23326	6	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	1LHND|267VULN|39DUR|4TLV|56LIT|6BPWR|8RCR|aZMB
341	54231 53322	5	   	246.94	DCR|3VULN|2DUR|1TLV|2LIT	1LHND|267VULN|39DUR|4TLV|56LIT|6BPWR|8RCR|aRCVC
342	21623 14161	1	   	246.92	DCR|4VULN|2ASPD|1AART	17ASPD|257aVULN|3AART|47LHND|6RCR|7BPWR|8DMSP|9LIT
343	22223 14161	2	   	246.92	DCR|4VULN|2ASPD|1AART	17ASPD|2AART|357aVULN|47LHND|6RCR|7BPWR|8DMSP|9LIT
344	16221 26411	8	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	12BEXP|36DUR|4RCVC|567VULN|6BPWR|8ASPD|9RCR|aDMG
345	43325 21353	3	   	246.88	DCR|4VULN|2DUR	19CGEN|259aVULN|3LHND|4RCVC|6LIT|79DUR|8RCR|9BPWR
