0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13131 61436	7	 * 	279.82	DCR|4VULN|2DMG|2DUR|2ASPD	17DMG|23DUR|478aVULN|57ASPD|6RCVC|7BPWR|9RCR
164	23111 23215	9	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	148VULN|2DMSP|3BELT|56DMG|7RCR|9TLV|aDUR
165	23111 23625	7	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	149VULN|2DMSP|3BELT|56DMG|7RCR|8TLV|aDUR
166	11341 32226	2	   	254.00	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1aDMG|28aVULN|3SELL|4TLV|5RPLT|6DUR|7aFEWX|9RCR|aBPWR
167	12122 41583	7	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	14DMG|2RPLT|368VULN|5MBVNT|7RCR|9DUR|aTLV
168	23313 66235	9	   	253.88	DCR|3VULN|1TLV|1DMG|2AART|1DUR	16aVULN|2DMSP|35AART|4DUR|7DMG|8TLV|9RCR
169	11223 32327	6	   	253.84	DCR|3VULN|2DMG|1TLV|2ASPD	1aDMG|28aVULN|3TLV|4DUST|5MBVNT|6LEGI|7aASPD|9RCR|aBPWR
170	11221 65151	3	   	253.64	DCR|3VULN|3DMG|1TLV	178DMG|278VULN|3TLV|4DUST|578LHND|6TBNT|78BPWR|9BEXP|aRCR
171	11221 65151	4	   	253.64	DCR|3VULN|3DMG|1TLV	178DMG|278VULN|3TLV|4DUST|578LHND|6TBNT|78BPWR|9BEXP|aRCR
172	11221 65161	3	   	253.64	DCR|3VULN|3DMG|1TLV	178DMG|278VULN|3TLV|4DUST|578LHND|6TBNT|78BPWR|9LWND|aRCR
173	11221 65161	4	   	253.64	DCR|3VULN|3DMG|1TLV	178DMG|278VULN|3TLV|4DUST|578LHND|6TBNT|78BPWR|9LWND|aRCR
174	11265 12611	10	   	253.64	DCR|3VULN|3DMG|1TLV	178DMG|257VULN|3TLV|4BEXP|67FEWX|7BPWR|9RPLT|aRCR
175	11265 12631	8	   	253.64	DCR|3VULN|3DMG|1TLV	178DMG|257VULN|3TLV|4BEXP|679FEWX|7BPWR|aRCR
176	21523 16613	8	 * 	253.62	DCR|3VULN|3DUR|3CDMG|1AART|1SELL	159VULN|2LEGI|359CDMG|4SELL|59BPWR|6AART|789DUR|aRCR
177	11166 52233	10	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DMG|25VULN|36DUR|4AART|8TLV|9RCR|aBEXP
178	11166 52233	9	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DMG|25VULN|36DUR|4AART|8TLV|9RCR|aCGEN
179	22232 36326	9	   	253.54	DCR|3VULN|3DMG|1TLV	189VULN|247ERES|3TLV|589CGEN|689DMG|89BPWR|aRCR
180	51232 36326	9	   	253.54	DCR|3VULN|3DMG|1TLV	147ERES|289VULN|3TLV|589CGEN|689DMG|89BPWR|aRCR
181	11225 12611	10	   	253.54	DCR|3VULN|3DMG|1TLV	178DMG|257VULN|3TLV|4DUST|67FEWX|7BPWR|9RPLT|aRCR
182	11225 12631	8	   	253.54	DCR|3VULN|3DMG|1TLV	178DMG|257VULN|3TLV|4DUST|679FEWX|7BPWR|aRCR
183	14151 35222	4	   	253.51	DCR|2VULN|3DMG|1TLV|1DUR	128DMG|28BPWR|3LIT|4RPLT|58CGEN|68VULN|7RCR|9DUR|aTLV
184	11166 52232	9	   	253.49	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DMG|25VULN|36DUR|4AART|8TLV|9RCR|aDUST
185	11166 52232	10	   	253.49	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DMG|25VULN|36DUR|4AART|8TLV|9RCR|aDUST
186	14116 32512	6	   	253.47	DCR|2VULN|3DMG|1TLV|2LIT|1AART	129DMG|29BPWR|39LIT|4aLWND|5AART|6RCR|7TLV|89VULN
187	14116 32513	6	   	253.47	DCR|2VULN|3DMG|1TLV|2LIT|1AART	129DMG|29BPWR|39LIT|4LWND|5AART|6RCR|7TLV|89VULN|aFEWX
188	11334 11321	5	   	253.44	DCR|3VULN|3DMG|1TLV	145DMG|269VULN|3BELT|7DMSP|8RCR|aTLV
189	11334 21321	6	   	253.44	DCR|3VULN|3DMG|1TLV	145DMG|269VULN|3BELT|7DMSP|8RCR|aTLV
190	23111 23121	8	   	253.44	DCR|3VULN|3DMG|1TLV	149VULN|2DMSP|3BELT|568DMG|7RCR|aTLV
191	12122 41422	8	   	253.34	DCR|3VULN|3DMG|1TLV	148DMG|2RPLT|369VULN|5MBVNT|7RCR|aTLV
192	12122 41722	7	   	253.34	DCR|3VULN|3DMG|1TLV	148DMG|2RPLT|369VULN|5MBVNT|7RCR|aTLV
193	14213 61422	7	 * 	253.34	DCR|3VULN|3DMG|3CDMG	125DMG|25BPWR|3DMSP|458VULN|69aCDMG|7RCR
194	14212 34121	4	   	253.31	DCR|2VULN|3DMG|1TLV|1DUR	128DMG|2BPWR|3DMSP|47VULN|5LIT|6DUR|9TLV|aRCR
195	14631 31132	9	   	253.25	DCR|3VULN|3DMG|2ASPD|1AART	127DMG|27BPWR|36BEXP|479VULN|57ASPD|8AART|aRCR
196	14631 61132	9	   	253.25	DCR|3VULN|3DMG|2ASPD|1AART	127DMG|27BPWR|3BEXP|479VULN|57ASPD|6RCVC|8AART|aRCR
197	14643 31132	9	   	253.25	DCR|3VULN|3DMG|2ASPD|1AART	127DMG|27BPWR|36BEXP|47ASPD|579VULN|8AART|aRCR
198	13132 56325	10	   	252.98	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG|1SELL	1DMG|238DUR|4aVULN|5SELL|6RCR|7CDMG|9TLV
199	25135 62112	7	   	252.86	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178VULN|2NUKE|357DUR|4RCR|678DMG|78BPWR|9MLV|aCDMG
200	25135 62131	7	   	252.86	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178VULN|2NUKE|357DUR|4RCR|678DMG|78BPWR|9CDMG|aDMSP
201	25135 62132	7	   	252.86	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178VULN|2NUKE|357DUR|4RCR|678DMG|78BPWR|9CDMG|aBEXP
202	25135 62133	7	   	252.86	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178VULN|2NUKE|357DUR|4RCR|678DMG|78BPWR|9CDMG|aLHND
203	11135 62112	7	   	252.86	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178DMG|278VULN|357DUR|4RCR|6NUKE|78BPWR|9MLV|aCDMG
204	11135 62131	7	   	252.86	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178DMG|278VULN|357DUR|4RCR|6NUKE|78BPWR|9CDMG|aDMSP
205	11135 62132	7	   	252.86	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178DMG|278VULN|357DUR|4RCR|6NUKE|78BPWR|9CDMG|aBEXP
206	11135 62133	7	   	252.86	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178DMG|278VULN|357DUR|4RCR|6NUKE|78BPWR|9CDMG|aLHND
207	11265 26213	7	   	252.85	DCR|3VULN|2DMG|1TLV|2LIT	18DMG|258VULN|3TLV|4BEXP|68LIT|7RPLT|8BPWR|9RMIN|aRCR
208	25135 62122	7	   	252.76	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178VULN|2NUKE|357DUR|4RCR|678DMG|78BPWR|9ERES|aCDMG
209	11135 62122	7	   	252.76	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178DMG|278VULN|357DUR|4RCR|6NUKE|78BPWR|9ERES|aCDMG
210	11135 62134	7	   	252.76	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178DMG|278VULN|357DUR|4RCR|6NUKE|78BPWR|9CDMG|aTBNT
211	11135 62136	7	   	252.76	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE	178DMG|278VULN|357DUR|4RCR|6NUKE|78BPWR|9CDMG|aMBVNT
212	11225 26213	7	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	18DMG|258VULN|3TLV|4DUST|68LIT|7RPLT|8BPWR|9RMIN|aRCR
213	11166 12231	10	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	17DMG|25VULN|3DUR|4AART|6DMSP|8TLV|9RCR|aCDMG
214	14211 32521	6	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	12DMG|2BPWR|3DMSP|46VULN|5CDMG|7RCR|8DUR|9TLV|aAART
215	14211 33121	6	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	12DMG|2BPWR|3DMSP|46VULN|5CDMG|7DUR|8RCR|9TLV|aAART
216	11135 62135	7	   	252.61	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE|1SELL	178DMG|278VULN|357DUR|4RCR|6NUKE|78BPWR|9CDMG|aSELL
217	14331 61162	9	   	252.58	DCR|2VULN|3DMG|2AART|2ASPD|1DUR	127DMG|27BPWR|3DUR|47VULN|57ASPD|6RCVC|89AART|aRCR
218	54313 24133	10	 * 	252.18	DCR|3VULN|3DUR|2TLV	124ERES|2aBPWR|38aDUR|5aTLV|69aVULN|7RCR
219	11253 35231	6	   	252.09	DCR|2VULN|3DMG|2TLV|2LIT	18aDMG|2aVULN|38TLV|4RPLT|5RCVC|68LIT|7RCR|8aBPWR|9aLWND
220	12143 35231	6	   	252.09	DCR|2VULN|3DMG|2TLV|2LIT	18aDMG|2RPLT|3aVULN|48TLV|5RCVC|68LIT|7RCR|8aBPWR|9aLWND
221	21463 43347	7	 * 	252.02	DCR|4VULN|2DUR|1TLV	179aVULN|2LEGI|3TLV|4aDUR|5MBVNT|6aFEWX|8RCR|aBPWR
222	11116 52427	3	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR|1NUKE	1aDMG|2aVULN|34DUR|5FEWX|6aTLV|7MBVNT|8NUKE|9RCR|aBPWR
223	11223 54247	8	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	1aDMG|26VULN|3aTLV|4DUST|5MBVNT|7ZMB|8RCR|9aDUR|aBPWR
224	11223 54287	9	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	1aDMG|26VULN|3aTLV|4DUST|5MBVNT|7ZMB|8RCR|9aDUR|aBPWR
225	21333 77227	5	   	252.01	DCR|2VULN|2DMG|2TLV|2DUR	1aVULN|2LEGI|38DUR|4aTLV|5MBVNT|6aDMG|7RMIN|9RCR|aBPWR
226	22166 32352	9	   	251.98	DCR|3VULN|2DMG|2DUR|1AART	159VULN|268ERES|39DUR|4AART|79DMG|9BPWR|aRCR
227	11113 41226	7	   	251.97	DCR|2VULN|2DMG|2TLV|2DUR|1SELL	1aDMG|2aVULN|38DUR|4LWND|5RPLT|6SELL|7aTLV|9RCR|aBPWR
228	12131 41226	7	   	251.97	DCR|2VULN|2DMG|2TLV|2DUR|1SELL	1aDMG|2RPLT|3aVULN|4LWND|58DUR|6SELL|7aTLV|9RCR|aBPWR
229	14213 22634	7	   	251.90	DCR|3VULN|3DMG|1DUR	125DMG|25BPWR|3DMSP|45aVULN|6DUR|7LWND|8RCR|9ASPD
230	11253 35241	6	   	251.89	DCR|2VULN|3DMG|2TLV|2LIT	18aDMG|2aVULN|38TLV|4RPLT|5RCVC|68LIT|7RCR|8aBPWR|9aDUST
231	12143 35241	6	   	251.89	DCR|2VULN|3DMG|2TLV|2LIT	18aDMG|2RPLT|3aVULN|48TLV|5RCVC|68LIT|7RCR|8aBPWR|9aDUST
232	11153 41226	7	   	251.87	DCR|2VULN|2DMG|2TLV|2DUR|1SELL	1aDMG|2aVULN|38DUR|4DUST|5RPLT|6SELL|7aTLV|9RCR|aBPWR
233	12122 41351	5	   	251.80	DCR|3VULN|3DMG|1DUR	146DMG|2RPLT|368VULN|5MBVNT|6BPWR|7ASPD|9RCR|aDUR
234	13132 63164	10	   	251.57	DCR|3VULN|3DUR|1DMG|1CDMG|1SELL	1DMG|236DUR|467VULN|5SELL|6BPWR|8LWND|9RCR|aCDMG
235	14331 12351	9	   	251.55	DCR|2VULN|3DMG|2DUR|1AART	127DMG|27BPWR|37DUR|4aVULN|5ASPD|67FEWX|8AART|9RCR
236	14343 12351	9	   	251.55	DCR|2VULN|3DMG|2DUR|1AART	127DMG|27BPWR|37DUR|4ASPD|5aVULN|67FEWX|8AART|9RCR
237	23321 63243	9	   	251.50	DCR|2VULN|3DUR|1DMG|2CDMG|1AART	18VULN|2DMSP|3AART|48CDMG|578DUR|6RCR|8BPWR|9DMG|aASPD
238	23321 63244	10	   	251.50	DCR|2VULN|3DUR|1DMG|2CDMG|1AART	18VULN|2DMSP|3AART|48CDMG|578DUR|6RCR|8BPWR|9DMG|aLIT
239	14211 31126	7	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	12DMG|2BPWR|3DMSP|46aVULN|5CDMG|7LWND|8RCR|9TLV
240	14211 32226	6	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	12DMG|2BPWR|3DMSP|46aVULN|5CDMG|7RCR|8BEXP|9TLV
241	14211 36126	7	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	12DMG|2BPWR|3DMSP|46aVULN|5CDMG|7BEXP|8RCR|9TLV
242	22352 23126	1	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	12aVULN|36LWND|45DMG|7CDMG|8RCR|9TLV
243	25352 23126	1	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	12aVULN|2BPWR|36LWND|45DMG|7CDMG|8RCR|9TLV
244	11163 11136	9	   	251.35	DCR|2VULN|3DMG|2DUR|1AART	18aDMG|26VULN|37DUR|4AART|5ASPD|9RCR
245	11163 16236	9	   	251.35	DCR|2VULN|3DMG|2DUR|1AART	17aDMG|26VULN|38DUR|4AART|5ASPD|9RCR
246	14211 31126	6	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	12DMG|2BPWR|3DMSP|46aVULN|5CDMG|7LEGI|8RCR|9TLV
247	14211 32626	6	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	12DMG|2BPWR|3DMSP|46aVULN|5CDMG|7RCR|8LEGI|9TLV
248	14211 33126	7	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	12DMG|2BPWR|3DMSP|46aVULN|5CDMG|7DUST|8RCR|9TLV
249	14211 35126	6	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	12DMG|2BPWR|3DMSP|46aVULN|5CDMG|7DUST|8RCR|9TLV
250	24323 66231	10	   	251.28	DCR|3VULN|1TLV|1DMG|2AART|1CDMG	146VULN|2FEWX|35AART|7DMG|8TLV|9RCR|aCDMG
251	26323 66231	10	   	251.18	DCR|3VULN|1TLV|1DMG|2AART|1CDMG	146VULN|2DUST|35AART|7DMG|8TLV|9RCR|aCDMG
252	11165 15131	10	   	251.15	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	18DMG|267VULN|3DUR|4AART|5CGEN|9RCR|aCDMG
253	11163 11411	10	   	251.11	DCR|3VULN|2DUR|1DMG|1AART	1DMG|26aVULN|37DUR|4AART|5ASPD|8LIT|9RCR
254	11163 15231	9	   	251.11	DCR|3VULN|2DUR|1DMG|1AART	1DMG|267VULN|38DUR|4AART|5ASPD|9RCR|aLIT
255	11166 35131	10	   	251.05	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	18DMG|257VULN|3DUR|4AART|6ERES|9RCR|aCDMG
256	11325 12325	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|29aVULN|3BELT|4TLV|5RMIN|68DUR|7RCR
257	11325 12325	4	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|29aVULN|3BELT|4TLV|5RMIN|68DUR|7RCR
258	11325 42325	6	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|29aVULN|3BELT|4TLV|5RMIN|68DUR|7RCR
259	11326 42325	6	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|29aVULN|3BELT|4TLV|5MLV|68DUR|7RCR
260	11336 36321	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG|1NUKE	1DMG|269VULN|3BELT|4NUKE|56DUR|6BPWR|7RCR|8ZMB|aTLV
261	11344 42321	6	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|259VULN|3BELT|4LHND|68DUR|7RCR|aTLV
262	13334 12321	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|28DUR|3BELT|4LWND|569VULN|7RCR|aTLV
263	11311 12321	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|269VULN|3BELT|48DUR|5LHND|7RCR|aTLV
264	11314 32321	6	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|259VULN|3BELT|48DUR|6LWND|7RCR|aTLV
265	11314 52321	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|259VULN|3BELT|48DUR|6LWND|7RCR|aTLV
266	11314 62321	6	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|259VULN|3BELT|48DUR|6LHND|7RCR|aTLV
267	11315 12321	4	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|269VULN|3BELT|48DUR|5LHND|7RCR|aTLV
268	23321 63242	10	   	250.96	DCR|2VULN|3DUR|1DMG|2CDMG|2AART	18VULN|2DMSP|3aAART|48CDMG|578DUR|6RCR|8BPWR|9DMG
269	11314 12321	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|259VULN|3BELT|48DUR|6LEGI|7RCR|aTLV
270	22621 13484	1	   	250.94	DCR|3VULN|2DUR|1TLV|2CDMG	127VULN|3DLOT|47CDMG|57DUR|6RCVC|7BPWR|8MBVNT|9RCR|aTLV
271	14213 61143	7	   	250.81	DCR|2VULN|3DMG|1TLV|1CDMG	125DMG|25BPWR|3DMSP|45VULN|6CDMG|7RCR|8RCVC|9TLV|aASPD
272	14213 61243	8	   	250.81	DCR|2VULN|3DMG|1TLV|1CDMG	125DMG|25BPWR|3DMSP|45VULN|6CDMG|7RCR|8RCVC|9TLV|aASPD
273	13131 65431	5	   	250.73	DCR|3VULN|2DMG|2DUR	16DMG|23DUR|478VULN|5ASPD|9RCR|aFEWX
274	13131 65433	5	   	250.73	DCR|3VULN|2DMG|2DUR	16DMG|23DUR|478VULN|5ASPD|9RCR|aRMIN
275	22136 83327	5	   	250.73	DCR|3VULN|2DMG|2DUR	14aVULN|2ERES|3aDUR|5MBVNT|6ASPD|7BEXP|8aDMG|9RCR|aBPWR
276	21333 32626	4	   	250.67	DCR|3VULN|2TLV|3CDMG|1DUR	16aVULN|2LEGI|3DUR|4aTLV|56aCDMG|6aBPWR|7RMIN|8RPLT|9RCR
277	21363 32626	3	   	250.67	DCR|3VULN|2TLV|3CDMG|1DUR	16aVULN|2LEGI|3DUR|4aTLV|56aCDMG|6aBPWR|7RMIN|8RPLT|9RCR
278	21523 43235	9	   	250.57	DCR|4VULN|1TLV|2CDMG|1AART|1SELL	156aVULN|2LEGI|35CDMG|4SELL|5BPWR|7AART|8TLV|9RCR
279	23325 22326	9	   	249.83	DCR|3VULN|1TLV|1DMG|2CDMG|1AART	156VULN|2DMSP|3AART|45CDMG|5BPWR|7ERES|8RCR|9TLV|aDMG
