0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31131 44412	9	 * 	258.45	DCR|3VULN|3DMG|1DUR|2LIT	17LIT|267DMG|3ERES|4FEWX|579VULN|7BPWR|8DUR|aRCR
168	31431 44112	9	   	233.85	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|267DMG|3CGEN|48FEWX|57VULN|7BPWR|9DUR|aRCR
169	31431 64312	9	   	233.85	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|278DMG|3CGEN|46FEWX|57VULN|7BPWR|9DUR|aRCR
170	31451 34312	9	   	233.85	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|278DMG|34CGEN|5BEXP|67VULN|7BPWR|9DUR|aRCR
171	31111 25622	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|278DMG|3ERES|4DMSP|5DUR|67VULN|7BPWR|9BEXP|aRCR
172	31611 25622	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|278DMG|3RCVC|4ERES|5DUR|67VULN|7BPWR|9BEXP|aRCR
173	31111 25311	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|3ERES|4DMSP|5DUR|67VULN|7BPWR|8RCR|aRCVC
174	31111 25312	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|3ERES|4DMSP|5DUR|67VULN|7BPWR|8RCR|aRMIN
175	31111 25313	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|3ERES|4DMSP|5DUR|67VULN|7BPWR|8RCR|aCGEN
176	31111 25314	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|3ERES|4DMSP|5DUR|67VULN|7BPWR|8RCR|aZMB
177	31131 44112	9	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|267DMG|3ERES|48FEWX|57VULN|7BPWR|9DUR|aRCR
178	31131 64312	9	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|278DMG|3ERES|46FEWX|57VULN|7BPWR|9DUR|aRCR
179	31611 25311	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|3aRCVC|4ERES|5DUR|67VULN|7BPWR|8RCR
180	31611 25312	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|3RCVC|4ERES|5DUR|67VULN|7BPWR|8RCR|aRMIN
181	31611 25313	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|3RCVC|4ERES|5DUR|67VULN|7BPWR|8RCR|aCGEN
182	31611 25314	3	   	233.75	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|3RCVC|4ERES|5DUR|67VULN|7BPWR|8RCR|aZMB
183	11612 63251	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	14LWND|234VULN|4BPWR|5MBVNT|6ERES|7CDMG|8RCR|9DMG|aTLV
184	11615 31323	2	   	233.66	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	14LWND|234VULN|4BPWR|5AART|6FEWX|7RCR|8DUR|9CDMG|aDMG
185	31131 34312	9	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|278DMG|36ERES|4FEWX|57VULN|7BPWR|9DUR|aRCR
186	31141 25622	3	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|278DMG|34ERES|5DUR|67VULN|7BPWR|9BEXP|aRCR
187	31111 25343	3	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|27aDMG|3ERES|4DMSP|5DUR|67VULN|7BPWR|8RCR|9MBVNT
188	31131 44212	9	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|267DMG|38ERES|4FEWX|57VULN|7BPWR|9DUR|aRCR
189	31141 25311	3	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|34ERES|5DUR|67VULN|7BPWR|8RCR|aRCVC
190	31141 25312	3	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|34ERES|5DUR|67VULN|7BPWR|8RCR|aRMIN
191	31141 25313	3	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|34ERES|5DUR|67VULN|7BPWR|8RCR|aCGEN
192	31141 25314	3	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|279DMG|34ERES|5DUR|67VULN|7BPWR|8RCR|aZMB
193	31611 25343	3	   	233.65	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|27aDMG|3RCVC|4ERES|5DUR|67VULN|7BPWR|8RCR|9MBVNT
194	31141 25343	3	   	233.55	DCR|2VULN|3DMG|1DUR|2LIT	17LIT|27aDMG|34ERES|5DUR|67VULN|7BPWR|8RCR|9MBVNT
195	31214 34331	10	   	233.50	DCR|1VULN|2DUR|1TLV|1DMG|2LIT|1CDMG	18LIT|2DMG|38LWND|4ASPD|5TLV|68DUR|7RCR|8BPWR|9CDMG|aVULN
196	11616 25231	2	   	233.49	DCR|5VULN|1DMG	14LWND|23479VULN|4BPWR|5RPLT|6RCR|8DMG|aMLV
197	41636 32112	8	   	233.49	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	15BEXP|24VULN|3DUR|6RCR|78TLV|9DMG|aCDMG
198	11616 25233	2	   	233.39	DCR|5VULN|1DMG	14LWND|23479VULN|4BPWR|5RPLT|6RCR|8DMG|aDUST
199	36262 21332	10	   	233.38	DCR|3VULN|2DUR|2LIT|1CDMG	1aLIT|2LEGI|3FEWX|47aVULN|5LWND|6CDMG|8RCR|9aDUR|aBPWR
200	31514 34331	10	   	233.30	DCR|1VULN|2DUR|1TLV|1DMG|2LIT|1CDMG	18LIT|2DMG|38DUST|4ASPD|5TLV|68DUR|7RCR|8BPWR|9CDMG|aVULN
201	14633 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1LWND|2LHND|3DUR|459aVULN|6CDMG|7ASPD|8RCR
202	44633 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1BEXP|2LHND|3DUR|459aVULN|6CDMG|7ASPD|8RCR
203	11223 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1LWND|259aVULN|3FEWX|4DUR|6CDMG|7ASPD|8RCR
204	11632 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1LWND|249aVULN|3DUR|5BEXP|6CDMG|7ASPD|8RCR
205	11635 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1LWND|249aVULN|3DUR|5LHND|6CDMG|7ASPD|8RCR
206	41223 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1BEXP|259aVULN|3FEWX|4DUR|6CDMG|7ASPD|8RCR
207	41631 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1BEXP|249aVULN|3DUR|5LWND|6CDMG|7ASPD|8RCR
208	41632 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1BEXP|249aVULN|3DUR|5FEWX|6CDMG|7ASPD|8RCR
209	41635 11311	10	   	233.19	DCR|4VULN|1DUR|1CDMG	1BEXP|249aVULN|3DUR|5LHND|6CDMG|7ASPD|8RCR
210	11633 11311	10	   	233.09	DCR|4VULN|1DUR|1CDMG	1LWND|249aVULN|3DUR|5DUST|6CDMG|7ASPD|8RCR
211	31146 25333	5	   	233.06	DCR|2VULN|2DMG|1TLV|3LIT	17aLIT|27DMG|3ERES|4MLV|5RMIN|67VULN|7BPWR|8RCR|9TLV
212	31146 35333	6	   	233.06	DCR|2VULN|2DMG|1TLV|3LIT	17aLIT|27DMG|3ERES|4MLV|5RMIN|67VULN|7BPWR|8RCR|9TLV
213	11561 15312	9	   	233.00	DCR|3VULN|1TLV|1DUR	1LWND|25aVULN|3LIT|4TLV|6LHND|7RCR|8ASPD|9DUR
214	11561 15322	8	   	233.00	DCR|3VULN|1TLV|1DUR	1LWND|25aVULN|3LIT|4TLV|6LHND|7RCR|8ASPD|9DUR
215	11561 21326	8	   	232.97	DCR|3VULN|2TLV|1DUR	18LWND|258VULN|3LIT|4aTLV|68CGEN|7RCR|8BPWR|9DUR
216	11635 21263	4	   	232.77	DCR|3VULN|2TLV|1DUR	1LWND|249VULN|3DUR|5ASPD|69ERES|7LHND|89TLV|9BPWR|aRCR
217	11163 25163	2	   	232.74	DCR|3VULN|1TLV|2ASPD|1DUR	1LWND|279VULN|3LHND|4TLV|59MLV|6DUR|89ASPD|9BPWR|aRCR
218	31251 22233	5	   	232.68	DCR|2VULN|2DMG|2DUR|2LIT	1aLIT|2aDMG|3LWND|4BELT|59VULN|6BBNT|7RCR|8aDUR|aBPWR
219	31251 22233	4	   	232.68	DCR|2VULN|2DMG|2DUR|2LIT	1aLIT|2aDMG|3LWND|4BELT|59VULN|6BBNT|7RCR|8aDUR|aBPWR
220	42263 34322	1	 * 	232.64	DCR|4VULN|2DMG	13BEXP|23DMG|3BPWR|458aVULN|6FEWX|7DLOT|9RCR
221	11161 25163	2	   	232.54	DCR|3VULN|1TLV|2ASPD|1DUR	1LWND|279VULN|3LHND|4TLV|59ERES|6DUR|89ASPD|9BPWR|aRCR
222	11643 22361	5	   	232.33	DCR|2VULN|2TLV|2DUR|1AART	1LWND|2aVULN|37DUR|4AART|59TLV|6LIT|8RCR
223	33414 35213	2	 * 	232.26	DCR|2VULN|2TLV|2AART|1DUR|2LIT	19LIT|28MLV|39TLV|46AART|59VULN|7RCR|9BPWR|aDUR
224	36161 12361	5	   	232.23	DCR|2VULN|2TLV|2DUR|1AART	1LIT|2LEGI|37DUR|49TLV|5aVULN|6AART|8RCR
225	36161 12361	4	   	232.23	DCR|2VULN|2TLV|2DUR|1AART	1LIT|2LEGI|37DUR|49TLV|5aVULN|6AART|8RCR
226	11531 36124	10	   	232.21	DCR|3VULN|1DMG|1DUR|1CDMG	1LWND|258VULN|3LIT|4DMG|6DUR|7CDMG|9MLV|aRCR
227	31145 12163	2	   	232.07	DCR|3VULN|1DMG|2LIT|1CDMG|1AART	13LIT|2DMG|458VULN|6MBVNT|7RCR|9CDMG|aAART
228	31211 15625	1	   	231.66	DCR|3VULN|1TLV|1CDMG|1NUKE|1AART	1LIT|2CDMG|3ZMB|4AART|5TLV|689VULN|7NUKE|aRCR
229	31111 25344	3	   	231.65	DCR|2VULN|2DMG|1DUR|2LIT|1CDMG	17LIT|27DMG|3ERES|4DMSP|5DUR|67VULN|7BPWR|8RCR|9MBVNT|aCDMG
230	31611 25344	3	   	231.65	DCR|2VULN|2DMG|1DUR|2LIT|1CDMG	17LIT|27DMG|3RCVC|4ERES|5DUR|67VULN|7BPWR|8RCR|9MBVNT|aCDMG
231	12562 23231	1	 * 	231.61	ACR|3VULN|2DMG|1TLV|1DUR|1AART	18LWND|28DMG|3LHND|4TLV|5RCR|6AART|789VULN|8BPWR|aDUR
232	12562 23242	1	   	231.61	ACR|3VULN|2DMG|1TLV|1DUR|1AART	18LWND|28DMG|3LHND|4TLV|5RCR|6AART|78aVULN|8BPWR|9DUR
233	31141 25344	3	   	231.55	DCR|2VULN|2DMG|1DUR|2LIT|1CDMG	17LIT|27DMG|34ERES|5DUR|67VULN|7BPWR|8RCR|9MBVNT|aCDMG
234	31123 34463	9	   	231.55	DCR|3VULN|2DMG|3LIT	179LIT|27DMG|3ERES|4LWND|5RCVC|678VULN|7BPWR|aRCR
235	31153 24126	10	   	231.55	DCR|3VULN|2DMG|3LIT	189LIT|29DMG|3ERES|46CGEN|59aVULN|7RCR|9BPWR
236	31232 63425	2	 * 	231.49	DCR|2VULN|1DMG|2AART|1DUR|2LIT|1CDMG	15LIT|2DMG|3DUR|46AART|7CDMG|89VULN|aRCR
237	31121 34463	9	   	231.45	DCR|3VULN|2DMG|3LIT	179LIT|27DMG|36ERES|4LWND|578VULN|7BPWR|aRCR
238	31221 12477	10	   	231.45	DCR|3VULN|2DMG|3LIT	19aLIT|2aDMG|3LWND|4DUST|57aVULN|6MBVNT|8RCR|aBPWR
239	11561 21324	8	   	231.44	DCR|3VULN|1TLV|1DUR|2LIT	18LWND|258VULN|3aLIT|4TLV|68CGEN|7RCR|8BPWR|9DUR
240	11616 25212	2	   	231.40	DCR|4VULN|1DMG|1DUR	14LWND|2347VULN|4BPWR|5RPLT|6RCR|8DMG|9CGEN|aDUR
241	15322 25232	4	   	231.30	DCR|4VULN|1DMG|1DUR	1LWND|23RPLT|4579VULN|6RCR|8DMG|aDUR
242	45322 25232	4	   	231.30	DCR|4VULN|1DMG|1DUR	1BEXP|23RPLT|4579VULN|6RCR|8DMG|aDUR
243	41333 14342	10	   	231.27	DCR|3VULN|2DUR|1TLV	147BEXP|258VULN|358ZMB|58BPWR|68DUR|9TLV|aRCR
244	36121 43221	9	   	231.23	DCR|2VULN|3DUR|1DMG|1AART	1LIT|2LEGI|347DUR|59VULN|6DMG|8RCR|aAART
245	36121 43241	8	   	231.23	DCR|2VULN|3DUR|1DMG|1AART	1LIT|2LEGI|347DUR|59VULN|6DMG|8RCR|aAART
246	11252 33531	10	   	231.17	DCR|3VULN|2DUR|1TLV	18LWND|248VULN|3FEWX|5BEXP|68DUR|7RCR|8BPWR|9CGEN|aTLV
247	11252 33561	9	   	231.17	DCR|3VULN|2DUR|1TLV	18LWND|248VULN|3aFEWX|5BEXP|68DUR|7RCR|8BPWR|9TLV
248	41251 33531	10	   	231.17	DCR|3VULN|2DUR|1TLV	18BEXP|248VULN|3FEWX|5LWND|68DUR|7RCR|8BPWR|9CGEN|aTLV
249	31131 64316	7	   	231.15	DCR|2VULN|3DMG|2LIT|1CDMG	17LIT|279DMG|3ERES|46FEWX|57VULN|7BPWR|8RCR|aCDMG
250	35631 46344	5	   	231.14	DCR|3VULN|1TLV|1DUR|2LIT	12LIT|2BPWR|3LWND|4MBVNT|57aVULN|6RCR|8DUR|9TLV
251	11363 15163	9	   	231.07	DCR|3VULN|2DUR|1TLV	1LWND|258VULN|35ZMB|4DMSP|5BPWR|67DUR|9RCR|aTLV
252	31131 34316	7	   	231.05	DCR|2VULN|3DMG|2LIT|1CDMG	17LIT|279DMG|36ERES|4FEWX|57VULN|7BPWR|8RCR|aCDMG
253	12136 55131	5	   	231.02	DCR|2VULN|2DMG|1TLV|1AART|1SELL	17LWND|2SELL|3AART|4CGEN|57DMG|67VULN|7BPWR|8RCR|9ASPD|aTLV
254	11612 25222	3	   	230.97	DCR|3VULN|2DUR|1TLV	1LWND|259VULN|3aDUR|4RPLT|6FEWX|7TLV|8RCR
255	11632 64222	7	   	230.97	DCR|3VULN|2DUR|1TLV	1LWND|249VULN|3aDUR|5BEXP|6TLV|7RPLT|8RCR
256	15322 25621	4	   	230.97	DCR|3VULN|2DUR|1TLV	1LWND|23RPLT|457VULN|6RCR|89DUR|aTLV
257	45322 33521	4	   	230.97	DCR|3VULN|2DUR|1TLV	1BEXP|23RPLT|456VULN|79DUR|8RCR|aTLV
258	11634 61221	7	   	230.97	DCR|3VULN|2DUR|1TLV	1LWND|246VULN|38DUR|5RMIN|7LHND|9TLV|aRCR
259	41223 32651	10	   	230.97	DCR|3VULN|2DUR|1TLV	1BEXP|25aVULN|3FEWX|46DUR|7TLV|8LWND|9RCR
260	41223 35221	7	   	230.97	DCR|3VULN|2DUR|1TLV	1BEXP|257VULN|3FEWX|46DUR|8CGEN|9TLV|aRCR
261	41632 35221	7	   	230.97	DCR|3VULN|2DUR|1TLV	1BEXP|247VULN|36DUR|5FEWX|8CGEN|9TLV|aRCR
262	41633 62221	4	   	230.97	DCR|3VULN|2DUR|1TLV	1BEXP|246VULN|38DUR|5LHND|7CGEN|9TLV|aRCR
263	11633 64222	7	   	230.87	DCR|3VULN|2DUR|1TLV	1LWND|249VULN|3aDUR|5DUST|6TLV|7RPLT|8RCR
264	11561 33133	10	   	230.80	DCR|2VULN|2DUR|1TLV|2LIT|1AART	1LWND|25VULN|38LIT|4TLV|67DUR|9RCR|aAART
265	41561 33133	10	   	230.80	DCR|2VULN|2DUR|1TLV|2LIT|1AART	1BEXP|25VULN|38LIT|4TLV|67DUR|9RCR|aAART
266	41636 32332	8	   	230.73	DCR|3VULN|2DUR|1TLV|1SELL	15BEXP|249VULN|3aDUR|6RCR|7TLV|8SELL
267	11624 31263	4	   	230.71	DCR|2VULN|2TLV|2DUR|2ASPD	1LWND|29VULN|34DUR|5CGEN|69ASPD|7LHND|89TLV|9BPWR|aRCR
268	11635 13263	3	   	230.71	DCR|2VULN|2TLV|2DUR|2ASPD	1LWND|29VULN|36DUR|4LHND|59ASPD|7CGEN|89TLV|9BPWR|aRCR
269	11612 11651	2	   	230.04	DCR|3VULN|1TLV|1DUR|1CDMG	14LWND|234VULN|4BPWR|5MBVNT|6RCVC|7DUR|8CDMG|9RCR|aTLV
270	11612 41651	2	   	230.04	DCR|3VULN|1TLV|1DUR|1CDMG	14LWND|234VULN|4BPWR|5MBVNT|6DMSP|7DUR|8CDMG|9RCR|aTLV
271	11632 66311	9	   	230.04	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|249VULN|3DUR|5BEXP|6TLV|7CDMG|8RCR|aLHND
272	11632 66312	10	   	230.04	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|249VULN|3DUR|5BEXP|6TLV|7CDMG|8RCR|aFEWX
273	11632 66323	10	   	230.04	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|24aVULN|3DUR|5BEXP|6TLV|7CDMG|8RCR|9FEWX
274	41636 33233	7	   	230.04	DCR|3VULN|1TLV|1DUR|1CDMG	157BEXP|248VULN|3DUR|6RCR|9CDMG|aTLV
275	36324 22143	8	   	229.95	ACR|3VULN|2DMG|1TLV|1DUR	1LIT|2LEGI|3RCR|4DUR|579VULN|6aDMG|8TLV
276	36331 33143	8	   	229.95	ACR|3VULN|2DMG|1TLV|1DUR	1LIT|2LEGI|3RCR|4aDMG|569VULN|7DUR|8TLV
277	11225 26531	10	   	229.94	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|27aVULN|3FEWX|4DUR|5DLOT|6RCR|8TLV|9CDMG
278	11633 66311	9	   	229.94	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|249VULN|3DUR|5DUST|6TLV|7CDMG|8RCR|aLHND
279	11633 66312	10	   	229.94	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|249VULN|3DUR|5DUST|6TLV|7CDMG|8RCR|aFEWX
280	11633 66323	10	   	229.94	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|24aVULN|3DUR|5DUST|6TLV|7CDMG|8RCR|9FEWX
281	11633 66333	10	   	229.94	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|24aVULN|3DUR|5DUST|6TLV|7CDMG|8RCR|9BEXP
282	36121 43225	10	   	229.88	DCR|2VULN|3DUR|1DMG	1LIT|2LEGI|347DUR|59VULN|6DMG|8RCR|aASPD
283	35144 31333	8	 * 	229.86	DCR|2VULN|2DUR|3LIT|1DMG|1AART	128LIT|28BPWR|38DUR|4MLV|5CGEN|68VULN|7RCR|9DMG|aAART
284	35156 31333	8	   	229.86	DCR|2VULN|2DUR|3LIT|1DMG|1AART	128LIT|28BPWR|38DUR|4CGEN|5MLV|68VULN|7RCR|9DMG|aAART
285	33142 52112	2	   	229.86	DCR|2VULN|1TLV|1DUR|2LIT|1CDMG|1AART	13LIT|2MLV|4aVULN|5TLV|6CDMG|7RCR|8AART|9DUR
286	34142 52112	1	   	229.86	DCR|2VULN|1TLV|1DUR|2LIT|1CDMG|1AART	13LIT|2MLV|4aVULN|5TLV|6CDMG|7RCR|8AART|9DUR
287	11241 31142	8	   	229.86	DCR|3VULN|1TLV|1DMG|1AART	1LWND|29aVULN|3FEWX|4AART|5DMG|6LHND|7TLV|8RCR
288	41241 21142	8	   	229.86	DCR|3VULN|1TLV|1DMG|1AART	1BEXP|29aVULN|3FEWX|4AART|5DMG|6LWND|7TLV|8RCR
289	34142 52112	2	   	229.76	DCR|2VULN|1TLV|1DUR|2LIT|1CDMG|1AART	13LIT|2ERES|4aVULN|5TLV|6CDMG|7RCR|8AART|9DUR
290	34336 32112	6	   	229.76	DCR|2VULN|1TLV|1DUR|2LIT|1CDMG|1AART	14LIT|2ERES|3CDMG|5TLV|6aVULN|7RCR|8AART|9DUR
291	34336 62112	5	   	229.76	DCR|2VULN|1TLV|1DUR|2LIT|1CDMG|1AART	14LIT|2ERES|3CDMG|5TLV|6aVULN|7RCR|8AART|9DUR
292	34363 62112	4	   	229.76	DCR|2VULN|1TLV|1DUR|2LIT|1CDMG|1AART	15LIT|2ERES|3CDMG|4TLV|6aVULN|7RCR|8AART|9DUR
293	54336 32112	6	   	229.76	DCR|2VULN|1TLV|1DUR|2LIT|1CDMG|1AART	1ERES|24LIT|3CDMG|5TLV|6aVULN|7RCR|8AART|9DUR
294	11161 44313	4	   	229.76	DCR|3VULN|1TLV|1DMG|1AART	1LWND|257VULN|3ERES|4AART|6FEWX|8RCR|9TLV|aDMG
295	11641 11124	10	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LWND|2aVULN|3DUR|4AART|5DMG|6FEWX|7TLV|8RCR|9ASPD
296	11641 22322	7	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LWND|2aVULN|3DUR|4AART|5DMG|6TLV|7ASPD|8RCR|9ZMB
297	11641 22333	10	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LWND|29VULN|3DUR|4AART|5DMG|6TLV|7ASPD|8LHND|aRCR
298	11641 22351	7	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LWND|29VULN|3DUR|4AART|5DMG|6TLV|7ASPD|8RCR|aLHND
299	11641 22352	7	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LWND|29VULN|3DUR|4AART|5DMG|6TLV|7ASPD|8RCR|aMLV
300	31221 13636	2	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2DMG|3DUR|4BEXP|58VULN|6DMSP|7AART|9TLV|aRCR
301	31221 63636	2	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2DMG|3DUR|46BEXP|58VULN|7AART|9TLV|aRCR
302	31231 43636	2	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2DMG|3DUR|4AART|5FEWX|6DMSP|78VULN|9TLV|aRCR
303	31233 43636	2	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2DMG|3DUR|4AART|5BEXP|6DMSP|78VULN|9TLV|aRCR
304	31233 63636	2	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2DMG|3DUR|4AART|56BEXP|78VULN|9TLV|aRCR
305	41241 31124	10	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1BEXP|2aVULN|3FEWX|4AART|5DMG|6DUR|7TLV|8RCR|9ASPD
306	41641 22322	7	   	229.73	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1BEXP|2aVULN|3DUR|4AART|5DMG|6TLV|7ASPD|8RCR|9ZMB
307	31534 33331	5	 * 	229.70	DCR|3DUR|1VULN|2DMG|2LIT|1CDMG	17LIT|27DMG|3DUST|4RPLT|5CDMG|678DUR|7BPWR|9RCR|aVULN
308	11224 31263	2	   	229.68	DCR|2VULN|2DMG|2TLV	1LWND|29VULN|3RMIN|4ASPD|5CGEN|69DMG|7LHND|89TLV|9BPWR|aRCR
309	33414 35212	2	   	229.66	DCR|2VULN|2TLV|2AART|2LIT|1CDMG	19LIT|28MLV|39TLV|46AART|59VULN|7RCR|9BPWR|aCDMG
310	11161 34313	4	   	229.66	DCR|3VULN|1TLV|1DMG|1AART	1LWND|257VULN|3ERES|4AART|6DUST|8RCR|9TLV|aDMG
311	11641 22353	7	   	229.63	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LWND|29VULN|3DUR|4AART|5DMG|6TLV|7ASPD|8RCR|aTBNT
312	36231 12663	4	   	229.63	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2LEGI|3FEWX|4DMG|58VULN|6AART|7DUR|9TLV|aRCR
313	36231 12663	5	   	229.63	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2LEGI|3FEWX|4DMG|58VULN|6AART|7DUR|9TLV|aRCR
314	42121 11364	1	   	229.63	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1BEXP|2DMG|3AART|46VULN|5ERES|7RCR|8DUR|9ASPD|aTLV
315	31645 12311	3	   	229.61	DCR|2VULN|2DMG|1TLV	1LIT|29DMG|3RCVC|45VULN|6MBVNT|7RCR|8TLV|aASPD
316	31511 14143	8	   	229.61	DCR|2VULN|2DMG|1TLV	1LIT|2aDMG|3DUST|4ASPD|59VULN|6MLV|7RCR|8TLV
317	11641 23163	10	   	229.60	DCR|2VULN|3TLV|1DMG|1DUR|1AART	17LWND|27VULN|3DUR|4AART|5DMG|678TLV|7BPWR|9CGEN|aRCR
318	11641 23233	10	   	229.60	DCR|2VULN|2TLV|1DMG|1DUR|1AART	17LWND|27VULN|3DUR|4AART|5DMG|67TLV|7BPWR|8FEWX|9ERES|aRCR
319	11641 23343	10	   	229.60	DCR|2VULN|2TLV|1DMG|1DUR|1AART	17LWND|27VULN|3DUR|4AART|5DMG|67TLV|7BPWR|8ERES|9LHND|aRCR
320	41641 23233	10	   	229.60	DCR|2VULN|2TLV|1DMG|1DUR|1AART	17BEXP|27VULN|3DUR|4AART|5DMG|67TLV|7BPWR|8FEWX|9ERES|aRCR
321	14633 22263	7	   	229.55	DCR|2VULN|2DMG|1TLV|1DUR	1LWND|29LHND|3DUR|45VULN|69DMG|7TLV|89CGEN|9BPWR|aRCR
322	14633 22363	8	   	229.55	DCR|2VULN|2DMG|1TLV|1DUR	1LWND|29LHND|3DUR|45VULN|69DMG|7TLV|89MLV|9BPWR|aRCR
323	14633 22362	9	   	229.55	DCR|2VULN|2DMG|1TLV|1DUR	1LWND|2aLHND|3DUR|45VULN|6aDMG|7TLV|8aMLV|9RCR|aBPWR
324	11641 23315	8	   	229.50	DCR|2VULN|3TLV|1DMG|1DUR|1AART	17LWND|27VULN|3DUR|4AART|5DMG|679TLV|7BPWR|8ERES|aRCR
325	35632 21533	2	   	229.50	DCR|2VULN|2TLV|3LIT|1DUR|1AART	123LIT|29BPWR|49TLV|5DUR|69LHND|7AART|89VULN|aRCR
326	15361 32236	2	   	229.45	DCR|2VULN|2DMG|1TLV|1DUR	18LWND|2RPLT|3TBNT|4CGEN|58VULN|6RCR|78DMG|8BPWR|9TLV|aDUR
327	33614 23116	1	   	229.39	DCR|3VULN|2DUR|2LIT|1NUKE|1AART	17LIT|2AART|3NUKE|4CGEN|579VULN|67DUR|7BPWR|8BEXP|aRCR
328	33614 23316	1	   	229.39	DCR|3VULN|2DUR|2LIT|1NUKE|1AART	17LIT|2AART|3NUKE|4CGEN|579VULN|67DUR|7BPWR|8FEWX|aRCR
329	11635 22363	10	   	229.35	DCR|2VULN|2DMG|1TLV|1DUR	1LWND|24VULN|3DUR|5LHND|6aDMG|7TLV|8MLV|9RCR
330	14633 22363	10	   	229.35	DCR|2VULN|2DMG|1TLV|1DUR	1LWND|2LHND|3DUR|45VULN|6aDMG|7TLV|8MLV|9RCR
331	11615 22521	2	   	229.30	DCR|4VULN|1DUR|1AART	146LWND|2348VULN|4BPWR|5AART|7LIT|9DUR|aRCR
332	41252 32141	10	 * 	229.27	DCR|4VULN|2TLV	1BEXP|249aVULN|35FEWX|6RCR|78TLV
333	52323 15251	6	   	229.25	DCR|2VULN|2DMG|1TLV|1DUR	1ERES|2RPLT|38DMG|47VULN|5RCVC|6DUR|9RCR|aTLV
