0	Index      	 *	Score 	Summary	Detail	
1	63423 32612	 * 	190.81	DCR|3DMG|2VULN|2ZMB|1FLTHEA|1ASPD	1LEGI|29ZMB|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aFLTHEA
158	12131 16613	   	162.80	DCR|3VULN|2DMG|2DUR	17DUR|24MGNLIT|3NUKE|57DMG|67aVULN|7BPWR|8RCR|9BEXP
159	25131 51341	   	162.71	DCR|2VULN|2DMG|1AART	1RCVC|28DMG|34BELT|59VULN|6RCR|7ERES|aAART
160	25131 63113	   	162.55	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27DMG|34BELT|57VULN|6DLOT|7BPWR|8DUR|9RCR|aAART
161	45131 63113	   	162.55	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|27DMG|34BELT|57VULN|6DLOT|7BPWR|8DUR|9RCR|aAART
162	13413 21552	   	162.32	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|25ZMB|35VULN|4RPLT|5BPWR|6DMG|7FEWX|8RCR|9RCVC|aAART
163	13413 22552	   	162.32	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|25ZMB|35VULN|4RPLT|5BPWR|6DMG|7LHND|8RCR|9RCVC|aAART
164	31424 32612	   	162.30	DCR|3VULN|2DMG|1ASPD	19CGEN|2LWND|389VULN|4ASPD|5BEXP|6RCR|79DMG|9BPWR|aNUKE
165	31424 32613	   	162.30	DCR|3VULN|2DMG|1ASPD	19CGEN|2LWND|389VULN|4ASPD|5BEXP|6RCR|79DMG|9BPWR|aTLV
166	33323 32612	   	162.30	DCR|3DMG|2VULN|1ASPD	19CGEN|2DUST|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aLSRICY
167	33323 32613	   	162.30	DCR|3DMG|2VULN|1ASPD	19CGEN|2DUST|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aRCVC
168	33323 32616	   	162.30	DCR|3DMG|2VULN|1ASPD	19CGEN|2DUST|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aLHND
169	33324 32615	   	162.30	DCR|3VULN|2DMG|1ASPD	19CGEN|2DUST|389VULN|4ASPD|5BEXP|6RCR|79DMG|9BPWR|aLIT
170	33324 32616	   	162.30	DCR|3VULN|2DMG|1ASPD	19CGEN|2DUST|389VULN|4ASPD|5aBEXP|6RCR|79DMG|9BPWR
171	15322 14133	   	162.26	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	15DUR|2CDMG|3AART|4FEWX|6ASPD|7RCR|8VULN|9LIT|aDMG
172	23231 63361	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2NUKE|37aVULN|4RPLT|5DMG|6RCR|8ZMB|9CDMG
173	43231 63361	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMSP|2NUKE|37aVULN|4RPLT|5DMG|6RCR|8ZMB|9CDMG
174	14331 24143	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|24LIT|34DMG|4BPWR|5FEWX|7CDMG|8VULN|9AART|aRCR
175	33323 32611	   	162.20	DCR|3DMG|2VULN|1ASPD	19CGEN|2DUST|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aERES
176	33324 32612	   	162.20	DCR|3VULN|2DMG|1ASPD	19CGEN|2DUST|389VULN|4ASPD|5BEXP|6RCR|79DMG|9BPWR|aNUKE
177	33324 32613	   	162.20	DCR|3VULN|2DMG|1ASPD	19CGEN|2DUST|389VULN|4ASPD|5BEXP|6RCR|79DMG|9BPWR|aTLV
178	14332 23412	   	161.91	DCR|2AART|2DMG|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9MLV|aBELT
179	14332 23413	   	161.91	DCR|2AART|2DMG|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9MLV|aFEWX
180	14332 23414	   	161.91	DCR|2AART|2DMG|1VULN|1DUR	1DUR|24aLIT|34DMG|4BPWR|56AART|7VULN|8RCR|9MLV
181	14332 23415	   	161.91	DCR|2AART|2DMG|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9MLV|aRMIN
182	14332 23416	   	161.91	DCR|2AART|2DMG|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9MLV|aCGEN
183	14332 23453	   	161.91	DCR|2AART|2DMG|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9FEWX|aLWND
184	14332 23432	   	161.81	DCR|2DMG|2AART|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9ERES|aBELT
185	14332 23433	   	161.81	DCR|2DMG|2AART|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9ERES|aFEWX
186	14332 23434	   	161.81	DCR|2DMG|2AART|1VULN|1DUR	1DUR|24aLIT|34DMG|4BPWR|56AART|7VULN|8RCR|9ERES
187	14332 23435	   	161.81	DCR|2DMG|2AART|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9ERES|aRMIN
188	14332 23436	   	161.81	DCR|2DMG|2AART|1VULN|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9ERES|aCGEN
189	53323 25116	   	161.61	DCR|4VULN|2CDMG|2DUR	1RPLT|2DMSP|39DUR|49CDMG|569aVULN|7RCR|8LEGI|9BPWR
190	63424 32312	   	161.40	DCR|2VULN|2DMG|2ZMB|1ASPD	1LEGI|29ZMB|39VULN|4ASPD|58BEXP|6RCR|79DMG|9BPWR|aNUKE
191	63424 32313	   	161.40	DCR|2VULN|2DMG|2ZMB|1ASPD	1LEGI|29ZMB|39VULN|4ASPD|58BEXP|6RCR|79DMG|9BPWR|aTLV
192	23231 63244	   	161.38	DCR|3VULN|1AART|1DMG	1RCVC|2NUKE|37aVULN|48RPLT|5DMG|6RCR|9AART
193	14122 64331	 * 	161.07	ACR|2VULN|2DMG|1CDMG|2DUR|1SELL	19DUR|2LIT|39VULN|4SELL|5RCR|6RPLT|79DMG|8BELT|9BPWR|aCDMG
194	15321 14133	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3AART|46FEWX|5ZMB|7RCR|8VULN|9LIT|aDMG
195	15321 44133	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3AART|4FEWX|5ZMB|6RCVC|7RCR|8VULN|9LIT|aDMG
196	14315 12413	 * 	161.01	DCR|3DMG|2FLTHEA|2DUR|1ZMB	17DUR|27LIT|389DMG|4LWND|57FLTHEA|6RCR|7BPWR|aZMB
197	53323 25631	   	160.91	DCR|4VULN|1CDMG|1ZMB|1DUR	1RPLT|2DMSP|3DUR|4CDMG|569aVULN|7RCR|8ZMB
