0	Index      	 *	Score 	Summary	Detail	
1	11116 43513	 * 	192.27	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	18VULN|2MLV|3ZMB|4CDMG|5DMG|6RCR|7AART|9DUR|aFLTHEA
164	11367 16114	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1aVULN|2MLV|3MBVNT|4CDMG|58DMG|6DUR|7RCR|9ZMB
165	12156 15123	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1aVULN|2LEGI|3ZMB|4CDMG|58DMG|6DUR|7RCR|9LHND
166	13623 21615	   	168.63	ACR|2AART|2VULN|1DMG|2DUR	1aVULN|2MGNLIT|38AART|4aTLV|5RCR|6DMG|7ERES|9aDUR|aBPWR
167	13143 51252	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2MGNLIT|3ZMB|4RCR|56TLV|6BPWR|7DMG|8MLV|9AART|aCDMG
168	13143 61252	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2MGNLIT|3ZMB|4RCR|5TLV|7DMG|8MLV|9AART|aCDMG
169	13146 23222	 * 	168.34	ACR|3VULN|2DMG|2ZMB	16aVULN|2MGNLIT|3aZMB|4RCR|5MGNSTR|7CGEN|8aDMG|9DMSP|aBPWR
170	13225 43521	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	189VULN|2MGNLIT|3ERES|4LHND|5AART|6ASPD|7RCR|aDMG
171	13235 43521	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	189VULN|2MGNLIT|3ERES|4LWND|5AART|6ASPD|7RCR|aDMG
172	13225 23521	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	189VULN|2MGNLIT|3ERES|4LHND|5AART|6DMG|7RCR|aASPD
173	13225 23523	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	189VULN|2MGNLIT|3ERES|4LHND|5AART|6DMG|7RCR|aDUR
174	13235 53321	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	189VULN|2MGNLIT|3ERES|4LWND|5AART|6DMG|7RCR|aASPD
175	13235 53323	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	189VULN|2MGNLIT|3ERES|4LWND|5AART|6DMG|7RCR|aDUR
176	13143 51352	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2MGNLIT|3ZMB|4RCR|56TLV|6BPWR|7DMG|8ERES|9AART|aCDMG
177	13143 61352	   	168.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2MGNLIT|3ZMB|4RCR|5TLV|7DMG|8ERES|9AART|aCDMG
178	13143 53222	   	168.14	ACR|3VULN|2DMG|2ZMB	16aVULN|2MGNLIT|3aZMB|4RCR|56TLV|6aBPWR|7BASICY|8aDMG|9DMSP
179	13143 63222	   	168.14	ACR|3VULN|2DMG|2ZMB	16aVULN|2MGNLIT|3aZMB|4RCR|5TLV|7BASICY|8aDMG|9DMSP|aBPWR
180	11381 41225	 * 	168.12	DCR|3VULN|1AART|2ASPD|1FLTHEA	189VULN|28MLV|3MBVNT|4FLTHEA|5LHND|6RCR|78ASPD|8BPWR|aAART
181	11382 41225	   	168.12	DCR|3VULN|1AART|2ASPD|1FLTHEA	189VULN|28MLV|3MBVNT|4FLTHEA|5BEXP|6RCR|78ASPD|8BPWR|aAART
182	11384 41225	   	168.12	DCR|3VULN|1AART|2ASPD|1FLTHEA	189VULN|28MLV|3MBVNT|4FLTHEA|5FEWX|6RCR|78ASPD|8BPWR|aAART
183	15381 41225	   	168.12	DCR|3VULN|1AART|2ASPD|1FLTHEA	189VULN|28CGEN|3MBVNT|4FLTHEA|5LHND|6RCR|78ASPD|8BPWR|aAART
184	15382 41225	   	168.12	DCR|3VULN|1AART|2ASPD|1FLTHEA	189VULN|28CGEN|3MBVNT|4FLTHEA|5BEXP|6RCR|78ASPD|8BPWR|aAART
185	15384 41225	   	168.12	DCR|3VULN|1AART|2ASPD|1FLTHEA	189VULN|28CGEN|3MBVNT|4FLTHEA|5FEWX|6RCR|78ASPD|8BPWR|aAART
186	11113 41415	 * 	167.90	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	1aVULN|25MLV|3aZMB|4CDMG|6RCR|7AART|8LWND|9aDUR|aBPWR
187	13141 52532	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2MGNLIT|3ZMB|4RCR|5LWND|6CDMG|7DMG|9RPLT|aAART
188	11116 43123	   	167.74	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1VULN|28MLV|3ZMB|4CDMG|5DMG|6RCR|7AART|9FEWX|aFLTHEA
189	15116 43223	   	167.74	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1VULN|2CGEN|3ZMB|4CDMG|5DMG|6RCR|7AART|8LWND|9DMSP|aFLTHEA
190	11381 44257	   	167.64	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1VULN|2MLV|3MBVNT|4FLTHEA|5LHND|6RCR|7AART|8ZMB|9CDMG|aDMG
191	11381 44354	   	167.64	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1VULN|2MLV|3MBVNT|4FLTHEA|5LHND|6RCR|7AART|8DMG|9CDMG|aZMB
192	15381 44354	   	167.64	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1VULN|2CGEN|3MBVNT|4FLTHEA|5LHND|6RCR|7AART|8DMG|9CDMG|aZMB
193	13623 23236	   	167.64	ACR|3VULN|1AART|1DMG|1ASPD	17aVULN|2MGNLIT|3AART|4aTLV|5RCR|6DMG|8ASPD|9aMLV|aBPWR
194	11413 41413	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|25MLV|3aDMG|4CDMG|6RCR|7AART|8LWND|9DUR
195	13623 23243	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|aRPLT
196	13623 23245	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|aMLV
197	13623 23246	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|aBEXP
198	13631 61325	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	168VULN|2MGNLIT|3AART|4BELT|5RCR|7ASPD|9ERES|aDMG
199	13623 23121	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8BEXP|aASPD
200	13623 23123	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	179VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8BEXP|aDUR
201	13623 23311	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	178VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|9FEWX|aASPD
202	13623 23313	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	178VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|9FEWX|aDUR
203	13623 23344	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	178VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|9DUR|aRMIN
204	13623 23345	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	178VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|9DUR|aLHND
205	13623 23346	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	178VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|9DUR|aMLV
206	13623 23621	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8LWND|aASPD
207	13623 23623	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	179VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8LWND|aDUR
208	13623 24242	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	19aVULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7RCVC|8ASPD
209	13623 43121	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6ASPD|8BEXP|aDMG
210	13623 43621	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6ASPD|8LWND|aDMG
211	11381 44315	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	19VULN|2MLV|3MBVNT|4FLTHEA|5LHND|6RCR|7AART|8DMG|aASPD
212	11381 44145	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	18VULN|2MLV|3MBVNT|4FLTHEA|5LHND|6RCR|7AART|9DMG|aASPD
213	11381 44371	   	167.51	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1VULN|2MLV|3MBVNT|4FLTHEA|5LHND|6RCR|7AART|8aDMG|9DUR
214	11413 41613	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|25MLV|3aDMG|4CDMG|6RCR|7AART|8LEGI|9DUR
215	15381 44371	   	167.51	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1VULN|2CGEN|3MBVNT|4FLTHEA|5LHND|6RCR|7AART|8aDMG|9DUR
216	13623 23241	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|aDUST
217	13623 25521	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	189VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7DUST|aASPD
218	13623 25523	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7DUST|aDUR
219	13623 43321	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	179VULN|2MGNLIT|3AART|4TLV|5RCR|6ASPD|8MBVNT|aDMG
220	13243 51531	 * 	167.38	ACR|4VULN|2DMG	168aVULN|28MGNLIT|3ERES|4RCR|56TLV|68BPWR|78DMG|9LHND
221	14316 23313	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	137VULN|2LWND|4CDMG|5DMG|68RCVC|9RCR|aAART
222	14316 23613	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	137VULN|28LWND|4CDMG|5DMG|6RCVC|9RCR|aAART
223	13243 51521	   	167.28	ACR|4VULN|2DMG	168aVULN|28MGNLIT|3ERES|4RCR|56TLV|68BPWR|78DMG|9MBVNT
224	13633 12662	   	167.22	DCR|2AART|2VULN|1DMG|1CDMG	17VULN|2MGNLIT|35AART|4BELT|6DMG|8DLOT|9RCR|aCDMG
225	13633 13662	   	167.22	DCR|2AART|2DMG|1VULN|1CDMG	1VULN|2MGNLIT|35AART|4BELT|67DMG|8DLOT|9RCR|aCDMG
226	13251 22464	   	167.22	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28MGNLIT|3ERES|4ZMB|5AART|6RPLT|78DMG|8BPWR|9MBVNT|aRCR
227	14312 63226	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2LWND|4CDMG|5FEWX|6RCR|7BEXP|8AART|9DMG|aDUR
228	11413 41161	   	166.99	DCR|2VULN|1AART|1DMG|2CDMG	1aVULN|25MLV|3DMG|49CDMG|6RCR|7AART|8RMIN
229	11413 41163	   	166.99	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|25MLV|3aDMG|49CDMG|6RCR|7AART|8RMIN
230	13623 32346	   	166.97	ACR|4VULN|1AART|2DUR	178aVULN|2aMGNLIT|3AART|4TLV|5RCR|6ERES|9aDUR|aBPWR
231	12312 63226	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2LEGI|4CDMG|5FEWX|6RCR|7BEXP|8AART|9DMG|aDUR
232	51311 62223	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MLV|2DUR|3ERES|4CDMG|5VULN|6RCR|7FEWX|8AART|9aDMG
233	51311 66223	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MLV|2DUR|3ERES|4CDMG|5VULN|6RCR|7LHND|8AART|9aDMG
234	54311 63223	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MLV|2BEXP|3ERES|4CDMG|5VULN|6RCR|7DUR|8AART|9aDMG
235	53222 21653	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MLV|28DMG|3LIT|4RCR|5AART|6ASPD|7BEXP|9VULN|aCDMG
236	53222 41353	   	166.83	ACR|3DMG|2AART|1CDMG	1MLV|267DMG|3LIT|4RCR|59AART|8CDMG|aDUST
237	12312 66226	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2LEGI|4CDMG|5FEWX|6RCR|7DUST|8AART|9DMG|aDUR
238	13143 52253	 * 	166.59	ACR|3VULN|1AART|3DUR|1ZMB	168VULN|28MGNLIT|3ZMB|4RCR|56TLV|68BPWR|78aDUR|9AART
239	13143 62253	   	166.59	ACR|3VULN|1AART|3DUR|1ZMB	168VULN|28MGNLIT|3ZMB|4RCR|5TLV|78aDUR|8BPWR|9AART
240	12242 51151	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2LEGI|3DLOT|4AART|5DUR|7BELT|8RCR|aDMG
241	11434 42113	   	166.42	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1VULN|2MLV|3DMG|4RCVC|5ASPD|6AART|7CDMG|8RCR|9DUR|aFLTHEA
242	14316 23125	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	137VULN|2LWND|4CDMG|58DMG|6RCVC|9ASPD|aRCR
243	14316 33325	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	137VULN|2LWND|4CDMG|56DMG|8RCVC|9ASPD|aRCR
244	11416 41123	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MLV|3aDMG|4CDMG|5NUKE|6RCR|7LEGI|8DUR|9AART
245	13631 21453	 * 	166.18	ACR|4VULN|2AART	178aVULN|2MGNLIT|39AART|4BELT|5RCR|6LSRICY
246	13141 41224	   	166.12	ACR|3VULN|1AART|2ZMB|2DUR	189VULN|2MGNLIT|38ZMB|4RCR|5LWND|6MLV|78DUR|8BPWR|aAART
247	13142 41224	   	166.12	ACR|3VULN|1AART|2ZMB|2DUR	189VULN|2MGNLIT|38ZMB|4RCR|5BEXP|6MLV|78DUR|8BPWR|aAART
248	13352 13134	 * 	166.12	DCR|2VULN|2DMG|2CDMG|2ASPD	18VULN|2MGNLIT|3BELT|48DMG|5aASPD|6FEWX|78CDMG|8BPWR|9RCR
249	13141 21224	   	166.02	ACR|3VULN|1AART|2ZMB|2DUR	189VULN|2MGNLIT|38ZMB|4RCR|5LWND|6ERES|78DUR|8BPWR|aAART
250	13142 21224	   	166.02	ACR|3VULN|1AART|2ZMB|2DUR	189VULN|2MGNLIT|38ZMB|4RCR|5BEXP|6ERES|78DUR|8BPWR|aAART
251	13143 11224	   	166.02	ACR|3VULN|1AART|2ZMB|2DUR	189VULN|2MGNLIT|38ZMB|4RCR|5TLV|6LWND|78DUR|8BPWR|aAART
252	13144 21224	   	166.02	ACR|3VULN|1AART|2ZMB|2DUR	189VULN|2MGNLIT|38ZMB|4RCR|5LHND|6ERES|78DUR|8BPWR|aAART
253	11113 42331	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	17aVULN|25MLV|3ZMB|4CDMG|6RCR|8ERES|9AART
254	13251 13522	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2MGNLIT|3ERES|4ZMB|5AART|6LHND|7RCR|aCDMG
255	13251 63522	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2MGNLIT|3ERES|4ZMB|5AART|6BEXP|7RCR|aCDMG
256	12121 14145	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15VULN|2LEGI|3ZMB|4CGEN|6AART|7DMG|8RCR|9aDUR
257	15323 81261	   	165.87	ACR|2VULN|2DMG|1AART|1ASPD	18VULN|24CGEN|3MBVNT|5RCR|68DMG|78LSRREG|8BPWR|9AART|aASPD
258	15323 81263	   	165.87	ACR|2VULN|2DMG|1AART|1DUR	18VULN|24CGEN|3MBVNT|5RCR|68DMG|78LSRREG|8BPWR|9AART|aDUR
259	13251 33522	   	165.87	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2MGNLIT|3ERES|4ZMB|5AART|6DUST|7RCR|aCDMG
260	13225 23346	   	165.79	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|2aMGNLIT|3ERES|4LHND|5AART|6aDMG|7RCR|8DUST|9aCDMG|aBPWR
261	12314 43433	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	13VULN|2LEGI|4CDMG|5LWND|6AART|7RCR|8CGEN|9ASPD|aDMG
262	12314 43523	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2LEGI|4CDMG|5LWND|6AART|7RCR|8BEXP|9DMG|aDUR
263	12314 43613	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2LEGI|4CDMG|5LWND|6AART|7RCR|8DMSP|9DUR|aDMG
264	13265 32252	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2MGNLIT|3ERES|4LEGI|5CDMG|6RCR|79DMG|8ASPD|aAART
265	13133 34224	 * 	165.60	DCR|3VULN|1AART|2ZMB|2DUR	189VULN|2MGNLIT|38ZMB|4LHND|5TLV|68DUR|7RCR|8BPWR|aAART
266	13623 24342	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7RCVC|9DUR|aCDMG
267	15132 34224	   	165.50	DCR|3VULN|1AART|2ZMB|2DUR	189VULN|2CGEN|38ZMB|4CANSTR|5DUST|68DUR|7RCR|8BPWR|aAART
268	13623 21325	   	165.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7ERES|8CDMG|aDUR
269	13623 43241	   	165.43	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	17VULN|2MGNLIT|3AART|4TLV|5RCR|68ASPD|9DUR|aDMG
270	11621 14143	   	165.42	DCR|3VULN|1AART|1DMG|1DUR	15aVULN|2MLV|3LHND|4CGEN|6AART|7DMG|8RCR|9DUR
271	13653 36232	   	165.41	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2MGNLIT|3aAART|4RPLT|58DMG|6DUR|7RCR|9RCVC
272	12321 14146	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	13aVULN|2LEGI|4CGEN|5MLV|6AART|7DMG|8RCR|9DUR
273	13631 21412	   	165.29	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2MGNLIT|3AART|4BELT|5RCR|6LSRICY|9CDMG|aZMB
274	11382 44845	 * 	165.29	DCR|2VULN|1AART|1DMG|2FLTHEA	18VULN|2MLV|3MBVNT|48FLTHEA|58BEXP|6RCR|7DMSP|8BPWR|9DMG|aAART
275	11156 13141	   	165.28	DCR|2VULN|2AART|1DMG|1ZMB	17VULN|2MLV|3ZMB|4BEXP|5DMG|69AART|8RCR|aFEWX
276	14121 14126	   	165.28	DCR|2VULN|2AART|1DMG|1ZMB	15VULN|2LWND|3ZMB|4CGEN|6aAART|7DMG|8RCR|9LHND
277	14126 13123	   	165.28	DCR|2VULN|2AART|1DMG|1ZMB	1aVULN|2LWND|3ZMB|4CGEN|5DMG|67AART|8RCR|9LHND
278	14126 13161	   	165.28	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LWND|3ZMB|4CGEN|5DMG|67AART|8RCR|aBEXP
279	11156 13142	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	17VULN|2MLV|3ZMB|4BEXP|5DMG|69AART|8RCR|aERES
280	11156 13143	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	17VULN|2MLV|3ZMB|4BEXP|5DMG|69AART|8RCR|aTLV
281	11161 14126	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	15VULN|2MLV|3ZMB|4LEGI|6aAART|7DMG|8RCR|9LHND
282	12121 14126	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	15VULN|2LEGI|3ZMB|4CGEN|6aAART|7DMG|8RCR|9LHND
283	11166 13161	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2MLV|3ZMB|4LEGI|5DMG|67AART|8RCR|aBEXP
284	12126 13161	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LEGI|3ZMB|4CGEN|5DMG|67AART|8RCR|aBEXP
285	12126 13164	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LEGI|3ZMB|4CGEN|5DMG|67AART|8RCR|aMLV
286	12126 13165	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LEGI|3ZMB|4CGEN|5DMG|67AART|8RCR|aLHND
287	12126 13166	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LEGI|3ZMB|4CGEN|5DMG|67AART|8RCR|aBELT
288	14126 13162	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LWND|3ZMB|4CGEN|5DMG|67AART|8RCR|aERES
289	14126 13163	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LWND|3ZMB|4CGEN|5DMG|67AART|8RCR|aTLV
290	15432 34212	   	165.10	DCR|3VULN|2DMG|2DUR	18aVULN|2CGEN|38DMG|4CANSTR|5DUST|68DUR|7RCR|8BPWR|9LWND
291	15432 34221	   	165.10	DCR|3VULN|2DMG|2DUR	189VULN|2CGEN|38DMG|4CANSTR|5DUST|68DUR|7RCR|8BPWR|aRPLT
292	15432 34222	   	165.10	DCR|3VULN|2DMG|2DUR	189VULN|2CGEN|38DMG|4CANSTR|5DUST|68DUR|7RCR|8BPWR|aRCVC
293	11166 13162	   	165.08	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2MLV|3ZMB|4LEGI|5DMG|67AART|8RCR|aERES
294	11166 13163	   	165.08	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2MLV|3ZMB|4LEGI|5DMG|67AART|8RCR|aTLV
295	12126 13162	   	165.08	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LEGI|3ZMB|4CGEN|5DMG|67AART|8RCR|aERES
296	12126 13163	   	165.08	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LEGI|3ZMB|4CGEN|5DMG|67AART|8RCR|aTLV
297	13146 25133	   	165.04	ACR|4VULN|1AART|1ZMB	167aVULN|2MGNLIT|3ZMB|4RCR|5MGNSTR|8AART|9TLV
298	15116 41123	   	165.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2CGEN|3ZMB|4CDMG|5DMG|6RCR|7LEGI|8aDUR|9AART
299	12154 53133	 * 	164.98	DCR|3VULN|3CDMG|1DMG|1ZMB	167VULN|2LEGI|3ZMB|459CDMG|8DMG|aRCR
300	11381 41244	 * 	164.98	DCR|3VULN|1DMG|2ASPD|1FLTHEA	18aVULN|28MLV|3MBVNT|4FLTHEA|5LHND|6RCR|78ASPD|8BPWR|9DMG
301	11382 41244	   	164.98	DCR|3VULN|1DMG|2ASPD|1FLTHEA	18aVULN|28MLV|3MBVNT|4FLTHEA|5BEXP|6RCR|78ASPD|8BPWR|9DMG
302	11384 41244	   	164.98	DCR|3VULN|1DMG|2ASPD|1FLTHEA	18aVULN|28MLV|3MBVNT|4FLTHEA|5FEWX|6RCR|78ASPD|8BPWR|9DMG
303	15381 41247	   	164.98	DCR|3VULN|1DMG|2ASPD|1FLTHEA	18aVULN|28CGEN|3MBVNT|4FLTHEA|5LHND|6RCR|78ASPD|8BPWR|9DMG
304	33412 43511	   	164.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	15FEWX|2CGEN|3DMG|4CDMG|6RCR|7ZMB|89AART|aVULN
305	13413 81461	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2MGNLIT|3MBVNT|4FEWX|5DUR|6RCR|7AART|8ZMB|9aDMG
306	13432 81461	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2MGNLIT|3MBVNT|4DUR|5LWND|6RCR|7AART|8ZMB|9aDMG
307	13434 81461	   	164.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2MGNLIT|3MBVNT|4DUR|5DUST|6RCR|7AART|8ZMB|9aDMG
308	13443 81461	   	164.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2MGNLIT|3MBVNT|4DUST|5DUR|6RCR|7AART|8ZMB|9aDMG
309	14321 31534	   	164.77	DCR|4VULN|2DMG	137aVULN|27LWND|4aCGEN|5MLV|67DUST|7aBPWR|8RCR|9aDMG
310	14323 21534	   	164.67	DCR|4VULN|2DMG	137aVULN|27LWND|4aCGEN|5DUST|67TLV|7aBPWR|8RCR|9aDMG
311	15364 16223	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2CGEN|3MBVNT|4CDMG|5MLV|6DUR|7RCR|8AART|9aDMG
312	15364 16243	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2CGEN|3MBVNT|4CDMG|5MLV|6DUR|7RCR|8AART|aDMG
313	11116 63532	   	164.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2MLV|3ZMB|4CDMG|5DMG|6BEXP|7AART|9RCR|aLHND
314	11368 36223	   	164.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MLV|3MBVNT|4CDMG|5DUR|6TLV|7RCR|8AART|9aDMG
315	11116 63531	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2MLV|3ZMB|4CDMG|5DMG|6BEXP|7AART|9RCR|aERES
316	11113 44123	   	164.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|257MLV|3ZMB|4CDMG|6RCR|8DMG|9aAART
317	11113 43163	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1aVULN|25MLV|3ZMB|4CDMG|6RCR|78DMG|9RCVC
318	53222 23152	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MLV|2DMG|3LIT|4RCR|5AART|6ASPD|7CGEN|8ZMB|9aVULN
319	55222 23152	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MLV|2ASPD|3LIT|4RCR|5AART|6DMG|7CGEN|8ZMB|9aVULN
320	13143 51613	   	164.19	ACR|3VULN|2DMG|1ZMB	169VULN|2MGNLIT|3ZMB|4RCR|56TLV|6BPWR|7aDMG|8LIT
321	13143 61613	   	164.19	ACR|3VULN|2DMG|1ZMB	169VULN|2MGNLIT|3ZMB|4RCR|5TLV|7aDMG|8LIT
322	13225 23553	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	18VULN|2MGNLIT|3ERES|4LHND|5aAART|6DMG|7RCR|9ASPD
323	13235 53353	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	18VULN|2MGNLIT|3ERES|4LWND|5aAART|6DMG|7RCR|9ASPD
324	12316 13131	   	164.01	DCR|3VULN|2DMG|1CDMG	139VULN|2LEGI|4CDMG|59DMG|69VENICY|7DMSP|8RCR|9BPWR|aFEWX
