0	Index      	 *	Score 	Summary	Detail	
1	63112 13262	 * 	195.42	DCR|3VULN|3DMG|1AART	16aVULN|2LIT|3LHND|4AART|569DMG|6BPWR|7RCR|8BELT
169	13223 42534	   	174.93	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1LWND|2DUST|37VULN|4RCR|5ZMB|6aAART|8DMG|9DUR
170	14111 12421	   	174.55	ACR|3DMG|1AART|1VULN|1CDMG	19LWND|269DMG|3AART|4CGEN|5RCR|7VULN|89MLV|9BPWR|aCDMG
171	14155 32414	   	174.45	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1LWND|24DMG|3AART|5DUR|6MBVNT|7RCR|8VULN|9ASPD|aCDMG
172	12536 12315	 * 	174.45	ACR|3VULN|2AART|2CDMG	1LWND|24CDMG|3RCR|5RMIN|689VULN|7aAART
173	64223 11333	   	174.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|25DMG|3ZMB|4LIT|6AART|7MLV|8RCR|9CDMG|aDUR
174	64223 14333	   	174.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1VULN|25DMG|3ZMB|4LIT|6AART|7BEXP|8RCR|9ASPD|aCDMG
175	52115 31216	 * 	174.38	ACR|3VULN|3CDMG|1AART|1DUR	17CGEN|279CDMG|3RCR|4DUR|5BEXP|678VULN|7BPWR|aAART
176	61212 52333	   	174.31	DCR|3VULN|1AART|1DMG|2DUR	134VULN|2LWND|59DUR|6RCR|7BEXP|8AART|aDMG
177	64111 35311	 * 	174.25	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2DMG|3AART|4CGEN|5RCR|6ERES|7CDMG|aRPLT
178	64111 35312	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2DMG|3AART|4CGEN|5RCR|6ERES|7CDMG|aMLV
179	64111 36321	   	174.18	ACR|2AART|2VULN|2DMG	19VULN|29DMG|37AART|4CGEN|5RCR|6ERES|89LHND|9BPWR|aRMIN
180	64111 36322	   	174.18	ACR|2AART|2VULN|2DMG	19VULN|29DMG|37AART|4aCGEN|5RCR|6ERES|89LHND|9BPWR
181	64111 11216	   	174.08	ACR|2AART|2VULN|2DMG	1aVULN|26DMG|38AART|47CGEN|5RCR|9FEWX
182	64111 12211	   	174.08	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9FEWX|aDMSP
183	64111 12213	   	174.08	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9aFEWX
184	64111 12232	   	174.08	ACR|2AART|2DMG|2VULN	17VULN|26DMG|38AART|4aCGEN|5RCR|9LWND
185	64111 12233	   	174.08	ACR|2AART|2DMG|2VULN	17VULN|26DMG|38AART|4CGEN|5RCR|9LWND|aBEXP
186	64111 12235	   	174.08	ACR|2AART|2DMG|2VULN	17VULN|26DMG|38AART|4CGEN|5RCR|9LWND|aFEWX
187	64111 12251	   	174.08	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9BEXP|aDMSP
188	64111 12253	   	174.08	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9BEXP|aFEWX
189	64111 12431	   	174.08	ACR|2AART|2DMG|2VULN	17VULN|26DMG|3aAART|48CGEN|5RCR|9LWND
190	64111 16231	   	174.08	ACR|2AART|2VULN|2DMG	18VULN|26DMG|39AART|4CGEN|5RCR|7LIT|aBEXP
191	64111 16232	   	174.08	ACR|2AART|2VULN|2DMG	18VULN|26DMG|39AART|4CGEN|5RCR|7LIT|aFEWX
192	64111 16233	   	174.08	ACR|2AART|2DMG|2VULN	18VULN|26DMG|39AART|4CGEN|5RCR|7LIT|aLWND
193	64111 35313	   	174.00	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	189VULN|2DMG|3AART|4CGEN|5RCR|6ERES|7CDMG|aSELL
194	64111 12224	   	173.98	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9ERES|aFEWX
195	64111 12225	   	173.98	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9ERES|aDMSP
196	64111 12226	   	173.98	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9ERES|aRPLT
197	64111 12236	   	173.98	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9LWND|aDLOT
198	64111 12361	   	173.98	ACR|2AART|2VULN|2DMG	17VULN|26DMG|3aAART|4CGEN|5RCR|8RMIN|9TLV
199	64111 36213	   	173.98	ACR|2AART|2VULN|2DMG	1aVULN|2aDMG|37AART|4CGEN|5RCR|6ERES|8RPLT|9aTLV|aBPWR
200	64111 52223	   	173.98	ACR|2AART|2VULN|2DMG	17VULN|2aDMG|38AART|46CGEN|5RCR|9ERES
201	64111 62223	   	173.98	ACR|2AART|2VULN|2DMG	17VULN|2aDMG|38AART|4CGEN|5RCR|6RCVC|9ERES
202	64111 12222	   	173.88	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9ERES|aDUST
203	64111 12262	   	173.88	ACR|2AART|2VULN|2DMG	17VULN|26DMG|38AART|4CGEN|5RCR|9TLV|aDUST
204	14434 21321	   	173.85	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1LWND|24DMG|3DUR|5ASPD|6RCR|7VULN|8AART|9AIRHEL|aCDMG
205	14213 26532	   	173.77	DCR|4VULN|1DMG|2ZMB|1DUR	17LWND|2DMG|37ZMB|4579VULN|6RCR|7BPWR|8BEXP|aDUR
206	66233 16213	   	173.62	DCR|3VULN|2DMG|1AART|1SELL	157VULN|2RCVC|3SELL|47DMG|67CGEN|7BPWR|8RCR|9LWND|aAART
207	66233 16233	   	173.62	DCR|3VULN|2DMG|1AART|1SELL	157VULN|2RCVC|3SELL|47DMG|67CGEN|7BPWR|8RCR|9LHND|aAART
208	14152 37134	   	173.56	DCR|2AART|2DMG|2VULN	1LWND|24DMG|37AART|5LHND|6MBVNT|8RCR|9aVULN
209	64111 33311	   	173.54	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|28DMG|3AART|4CGEN|5RCR|6ERES|78DUST|8BPWR|9RMIN|aZMB
210	52115 31151	   	173.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	17CGEN|27CDMG|3RCR|4DUR|5BEXP|67VULN|7BPWR|8LHND|9AART|aDMG
211	14213 23363	   	173.21	DCR|3VULN|2DMG|1ZMB|1DUR	1LWND|2aDMG|3ZMB|459VULN|6RCR|7LHND|8DUR
212	64213 23363	   	173.21	DCR|3VULN|2DMG|1ZMB|1DUR	149VULN|2aDMG|3ZMB|5LWND|6RCR|7LHND|8DUR
213	14213 23153	   	173.21	DCR|3VULN|2DMG|1ZMB|1DUR	1LWND|2aDMG|3ZMB|458VULN|6RCR|7LHND|9DUR
214	64213 23153	   	173.21	DCR|3VULN|2DMG|1ZMB|1DUR	148VULN|2aDMG|3ZMB|5LWND|6RCR|7LHND|9DUR
215	64212 16143	   	173.07	DCR|4VULN|2DMG|1ZMB	1468VULN|2aDMG|3ZMB|5RCVC|7MBVNT|9RCR
216	66111 23115	   	172.88	ACR|3VULN|2DMG|2ZMB|1ASPD	149VULN|28RCVC|3LHND|5RCR|69ZMB|79DMG|9BPWR|aASPD
217	14213 26511	 * 	172.70	DCR|3VULN|1DMG|2CDMG|2ZMB	17LWND|2DMG|37ZMB|457VULN|6RCR|7BPWR|8BEXP|9aCDMG
218	14434 21112	   	172.43	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1LWND|24DMG|3aDUR|5ASPD|6RCR|78VULN|9CDMG
219	22121 32614	   	172.41	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2AART|3aVULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|9ASPD
220	22135 32634	   	172.41	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2AART|39VULN|4ASPD|5DUR|6MBVNT|7RCR|8DMG|aZMB
221	22155 32614	   	172.41	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2AART|3aVULN|4ZMB|5DUR|6MBVNT|7RCR|8DMG|9ASPD
222	32121 32614	   	172.41	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DMSP|2AART|3aVULN|4DUR|5ZMB|6MBVNT|7RCR|8DMG|9ASPD
223	32135 32634	   	172.41	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DMSP|2AART|39VULN|4ASPD|5DUR|6MBVNT|7RCR|8DMG|aZMB
224	32155 32614	   	172.41	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DMSP|2AART|3aVULN|4ZMB|5DUR|6MBVNT|7RCR|8DMG|9ASPD
225	14111 16234	 * 	172.35	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1LWND|26DMG|3AART|4CGEN|5RCR|7LIT|8VULN|9FLTHEA|aCDMG
226	63612 13532	 * 	172.17	ACR|2VULN|3CDMG|1AART|2ASPD|1DUR	19VULN|2LIT|39ASPD|4RCR|5DUR|6AART|7CANSTR|89aCDMG|9BPWR
227	61511 23613	   	172.15	ACR|3VULN|1AART|1DMG|2ZMB	147VULN|27LWND|38RCVC|5RCR|67ZMB|7BPWR|9AART|aDMG
228	66311 23613	   	172.15	ACR|3VULN|1AART|1DMG|2ZMB	147VULN|28RCVC|37LWND|5RCR|67ZMB|7BPWR|9AART|aDMG
229	52124 15332	 * 	172.06	ACR|5VULN|2CDMG|1DUR	18CGEN|28CDMG|3RCR|45678VULN|8BPWR|9LWND|aDUR
230	64111 11223	   	172.05	ACR|3DMG|2AART|1VULN	1VULN|26aDMG|38AART|47CGEN|5RCR|9ERES
231	64111 11263	   	172.05	ACR|3DMG|2AART|1VULN	1VULN|26aDMG|38AART|47CGEN|5RCR|9TLV
232	64222 13336	 * 	171.93	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	17VULN|2DMG|3aZMB|4LIT|5AART|6CGEN|8RCR|9CDMG
233	64222 13311	   	171.92	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2aDMG|3ZMB|4LIT|5AART|6CGEN|8RCR|9SNIHEL
234	63612 15113	   	171.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1VULN|2LIT|3ASPD|4RCR|59DUR|6AART|7DMG|8ZMB|aCDMG
235	12324 12623	 * 	171.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2CDMG|3VULN|48AART|5RCVC|6DUR|7RCR|9DMG|aZMB
236	14155 32113	   	171.81	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1LWND|24DMG|3AART|5DUR|6MBVNT|7RCR|8ZMB|9ASPD|aVULN
237	14155 32412	   	171.81	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1LWND|24DMG|3AART|5DUR|6MBVNT|7RCR|8VULN|9ASPD|aZMB
238	64214 23332	   	171.67	DCR|4VULN|1DMG|2ZMB|2DUR	1457VULN|2DMG|37ZMB|67TLV|7BPWR|8aDUR|9RCR
239	64152 32144	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|8ZMB|9LIT|aCDMG
240	64152 32444	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	18VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|9LIT|aDUR
241	14152 32417	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|24DMG|3AART|5LHND|6MBVNT|7RCR|8aVULN|9ASPD
242	14155 32434	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	19LWND|24DMG|3AART|5DUR|6MBVNT|7RCR|8aVULN
243	14162 32634	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1LWND|28DMG|3AART|4DUR|5DMSP|6MBVNT|7RCR|9aVULN
244	14163 32634	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1LWND|28DMG|3AART|4DUR|5RCVC|6MBVNT|7RCR|9aVULN
245	64152 32314	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|24DMG|3AART|5LHND|6MBVNT|7RCR|8RMIN|9ASPD
246	55412 24316	 * 	171.42	DCR|2VULN|2AART|1DMG|1CDMG	17CGEN|2MBVNT|3DMG|45VULN|6RCR|8aAART|9CDMG
247	64223 11343	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	19VULN|25DMG|3ZMB|4LIT|6AART|7MLV|8RCR|aLHND
248	64223 11336	 * 	171.33	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1VULN|25DMG|3aZMB|4LIT|6AART|7MLV|8RCR|9CDMG
249	64223 11313	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|25DMG|3ZMB|4LIT|6AART|7MLV|8RCR|9SNIHEL
250	64223 16313	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|25DMG|3ZMB|4LIT|6AART|7CGEN|8RCR|9SNIHEL
251	14213 22316	   	171.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LWND|2DMG|3ZMB|45VULN|6RCR|7FEWX|8AART|9ASPD|aDUR
252	14224 21336	   	171.31	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LWND|2DMG|3ZMB|4CGEN|5ASPD|6RCR|79VULN|8AART|aDUR
253	64213 22316	   	171.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	14VULN|2DMG|3ZMB|5LWND|6RCR|7FEWX|8AART|9ASPD|aDUR
254	14424 21331	   	171.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	14LWND|2DMG|3DUR|5ASPD|6RCR|79VULN|8AART|aZMB
255	61211 53613	   	171.30	ACR|4VULN|1AART|1DMG	1347VULN|27LWND|5RCR|6RMIN|7BPWR|8RCVC|9AART|aDMG
256	64112 22233	   	171.28	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|27aDMG|3AART|45CGEN|6ZMB|8RCR|9RCVC
257	64112 22253	   	171.28	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|27aDMG|3AART|459CGEN|6ZMB|8RCR
258	64115 22233	   	171.28	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|27aDMG|3AART|4CGEN|5DMSP|6ZMB|8RCR|9RCVC
259	64116 22233	   	171.28	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|27aDMG|3AART|4CGEN|59RCVC|6ZMB|8RCR
260	63623 13335	   	171.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	17aVULN|2LIT|3ASPD|4AART|5ZMB|6CGEN|8RCR|9CDMG
261	63623 13341	   	171.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	179VULN|2LIT|3ASPD|4AART|5ZMB|6CGEN|8RCR|aCDMG
262	54232 25312	   	171.19	DCR|3DMG|1VULN|2FLTHEA|1CDMG	1CGEN|24aDMG|3CDMG|5VULN|6RCR|7aFLTHEA|8TLV|9aDUST|aBPWR
263	52124 16322	 * 	171.17	ACR|5VULN|3CDMG	18CGEN|278CDMG|3RCR|4568aVULN|8BPWR|9BELT
264	52124 35322	   	171.17	ACR|5VULN|3CDMG	18CGEN|268CDMG|3RCR|4578aVULN|8BPWR|9BELT
265	63112 13211	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BELT|9ASPD|aFEWX
266	63112 13214	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8aBELT|9ASPD
267	63112 13311	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8aFEWX|9DUR
268	63112 13313	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8FEWX|9DUR|aRCVC
269	63112 13314	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3aLHND|4AART|56DMG|6BPWR|7RCR|8FEWX|9DUR
270	63112 13315	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8FEWX|9DUR|aBEXP
271	63112 13324	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8FEWX|9MLV|aASPD
272	63112 13334	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8FEWX|9CGEN|aASPD
273	63112 13411	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|9DUR|aFEWX
274	63112 13412	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2aLIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|9DUR
275	63112 13413	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|9DUR|aLWND
276	63112 13414	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3aLHND|4AART|56DMG|6BPWR|7RCR|8BEXP|9DUR
277	63112 13415	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8aBEXP|9DUR
278	63112 13416	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|9DUR|aCGEN
279	63112 13424	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|9MLV|aASPD
280	63112 13434	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|9CGEN|aASPD
281	63112 13511	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2aLIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DMSP
282	63112 13512	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DMSP|aBEXP
283	63112 13515	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DMSP|aMLV
284	63112 13533	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9MGNSTR|aCGEN
285	63112 13535	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9MGNSTR|aMLV
286	63112 13536	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9MGNSTR|aLWND
287	63112 13541	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9aBEXP
288	63112 13542	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9BEXP|aCGEN
289	63112 13543	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9BEXP|aRPLT
290	63112 13551	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9FEWX|aBEXP
291	63112 13552	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9FEWX|aCGEN
292	63112 13553	   	171.05	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2aLIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9FEWX
293	14534 21311	   	170.98	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1LWND|24DMG|3BEXP|59ASPD|6RCR|7VULN|8AART|aZMB
294	55212 24318	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17CGEN|2MBVNT|3ZMB|45VULN|6RCR|8AART|9CDMG|aDMG
295	63112 13121	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9DUR|aBEXP
296	63112 13122	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9DUR|aCGEN
297	63112 13123	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2aLIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9DUR
298	63112 13144	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9BEXP|aASPD
299	63112 13154	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9FEWX|aASPD
300	63112 13162	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9ASPD|aCGEN
301	63112 13164	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9ASPD|aBEXP
302	63112 13165	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9ASPD|aFEWX
303	63112 13166	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9ASPD|aRCVC
304	63112 13213	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BELT|9ASPD|aTLV
305	63112 13312	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8FEWX|9DUR|aERES
306	63112 13513	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DMSP|aMBVNT
307	63112 13514	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DMSP|aTLV
308	63112 13516	   	170.95	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DMSP|aDUST
309	14634 21311	   	170.88	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1LWND|24DMG|3DUST|59ASPD|6RCR|7VULN|8AART|aZMB
310	63612 13221	   	170.87	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	18VULN|2LIT|3ASPD|4RCR|5DUR|69AART|7CANSTR|aDMG
311	14634 21332	   	170.85	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|24DMG|3DUST|5ASPD|6RCR|79VULN|8AART|aBEXP
312	63112 13161	   	170.85	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9ASPD|aTLV
313	55412 22338	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2MBVNT|3aDMG|45VULN|6RCR|7FEWX|8AART|9DUR
314	64112 22133	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|27DMG|3AART|45CGEN|6ZMB|8LSRICY|9RCR
315	64115 22133	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|27DMG|3AART|4CGEN|5DMSP|6ZMB|8LSRICY|9RCR
316	64116 22133	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|27DMG|3AART|4CGEN|5RCVC|6ZMB|8LSRICY|9RCR
317	14132 32486	   	170.81	DCR|2AART|2DMG|1VULN|2DUR	1aLWND|2aDMG|35AART|4LHND|6MBVNT|7RCR|8VULN|9aDUR|aBPWR
318	22121 32647	   	170.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCVC|2AART|39VULN|4aDUR|5ZMB|6MBVNT|7RCR|8DMG
319	32121 32647	   	170.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMSP|2AART|39VULN|4aDUR|5ZMB|6MBVNT|7RCR|8DMG
320	52124 36332	   	170.73	ACR|2VULN|3CDMG|1AART|1ZMB|1DUR	1CGEN|267CDMG|3RCR|45VULN|8AART|9DUR|aZMB
321	63612 16233	   	170.72	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	18VULN|2LIT|39ASPD|4RCR|5DUR|6AART|7ZMB|aCDMG
322	14534 21333	   	170.71	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1LWND|24DMG|3BEXP|5ASPD|6RCR|79VULN|8AART|aSELL
323	64211 14433	   	170.71	DCR|3VULN|2DMG|1ZMB|1ASPD	149VULN|2aDMG|3ZMB|5RMIN|6MBVNT|7RCR|8ASPD
324	64211 14483	   	170.71	DCR|3DMG|2VULN|1ZMB|1ASPD	14VULN|29aDMG|3ZMB|5RMIN|6MBVNT|7RCR|8ASPD
325	64215 24433	   	170.71	DCR|3VULN|2DMG|1ZMB|1ASPD	149VULN|2aDMG|3ZMB|5MBVNT|6RMIN|7RCR|8ASPD
326	14634 21333	   	170.61	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1LWND|24DMG|3DUST|5ASPD|6RCR|79VULN|8AART|aSELL
327	12533 52432	   	170.54	ACR|3VULN|1AART|2CDMG|1DUR	1LWND|24CDMG|3RCR|5LIT|6AART|789VULN|aDUR
328	12533 52433	   	170.54	ACR|3VULN|1AART|2CDMG|1ASPD	1LWND|24CDMG|3RCR|5LIT|6AART|789VULN|aASPD
329	64221 23232	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5CDMG|6RCR|8LHND|9AART|aFEWX
330	64221 23233	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5CDMG|6RCR|8LHND|9AART|aMLV
331	64221 23632	   	170.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5CDMG|6RCR|8RPLT|9AART|aCGEN
332	13223 42516	   	170.43	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LWND|2DUST|37VULN|4RCR|5ZMB|6AART|8DMG|9ASPD|aDUR
333	64111 33326	   	170.39	ACR|3VULN|3DMG|1AART|1MSE	189VULN|289DMG|3AART|4CGEN|5RCR|6ERES|789DUST|89BPWR|aMSE
334	64221 23235	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5CDMG|6RCR|8LHND|9AART|aTLV
335	64221 23236	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5CDMG|6RCR|8LHND|9AART|aDUST
