0	Index      	 *	Score 	Summary	Detail	
1	33343 22322	 * 	203.86	DCR|3VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34aVULN|4BPWR|5LIT|6RCR|7DUR|89DMG
160	33166 21163	 * 	180.07	ACR|3VULN|1AART|1FLTHEA|1CDMG|1ASPD	1ASPD|2AART|3RCR|4ERES|58aVULN|6CDMG|7BASICY|9FLTHEA
161	33252 25224	   	180.01	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3LHND|48aVULN|5RCVC|6RCR|7ZMB|9CDMG
162	33252 44211	   	179.92	DCR|4VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3LHND|4678VULN|5RCVC|9DMG|aRCR
163	33332 22421	   	179.86	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	19ASPD|2AART|35aVULN|45LIT|5BPWR|6RCR|7DUR|8CDMG
164	33133 12261	 * 	179.83	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	1ASPD|29AART|3RCR|4LIT|5ZMB|6RPLT|78DMG|aVULN
165	33125 36261	   	179.83	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1ASPD|25AART|3RCR|4CGEN|68VULN|7LHND|9DMG|aZMB
166	33353 22421	   	179.76	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	19ASPD|2AART|34aVULN|5LIT|6RCR|7DUR|8CDMG
167	33125 44311	   	179.73	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1ASPD|25AART|3RCR|4CGEN|6DMG|7aVULN|8DUST|9ZMB
168	33332 22361	   	179.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|359VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|aBELT
169	33332 22365	   	179.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|359VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|aBEXP
170	33332 23362	   	179.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|359VULN|45LIT|5BPWR|6RCR|7FEWX|8DMG|aDUR
171	33132 33333	 * 	179.65	ACR|3VULN|1AART|2FLTHEA|2ASPD	1aASPD|2AART|3RCR|46LIT|56FLTHEA|6BPWR|789VULN
172	33132 66313	   	179.65	ACR|3VULN|1AART|2FLTHEA|2ASPD	1aASPD|2AART|3RCR|4LIT|5aFLTHEA|6NUKE|78aVULN|9RMIN|aBPWR
173	33345 23243	   	179.58	DCR|4VULN|1AART|3ASPD	14aASPD|2AART|3489VULN|4BPWR|5LHND|6RCR|7TLV
174	33353 23362	   	179.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|349VULN|5LIT|6RCR|7FEWX|8DMG|aDUR
175	33332 22364	   	179.56	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|359VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|aDUST
176	33353 22361	   	179.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|349VULN|5LIT|6RCR|7DUR|8DMG|aBELT
177	33353 22365	   	179.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|349VULN|5LIT|6RCR|7DUR|8DMG|aBEXP
178	33332 21362	   	179.56	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|359VULN|45LIT|5BPWR|6RCR|7DUST|8DMG|aDUR
179	33341 12553	 * 	179.46	DCR|3VULN|2AART|2ASPD|1CDMG	14ASPD|29AART|347VULN|4BPWR|5ERES|6BELT|8RCR|aCDMG
180	33353 21362	   	179.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|349VULN|5LIT|6RCR|7DUST|8DMG|aDUR
181	33353 22364	   	179.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|349VULN|5LIT|6RCR|7DUR|8DMG|aDUST
182	33156 34331	   	179.45	ACR|2DMG|1AART|1VULN|3ASPD|1DUR	168ASPD|2AART|3RCR|4VULN|5DUR|7RCVC|9aDMG
183	33333 23334	   	179.42	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1ASPD|25AART|3VULN|4LIT|6RCR|7FEWX|8aDMG|9ZMB
184	33342 24611	   	179.41	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	14ASPD|2AART|34aVULN|4BPWR|5BEXP|6RCR|7RCVC|8DUR|9ZMB
185	33132 66513	 * 	179.35	ACR|2DMG|1AART|1VULN|2ASPD|1FLTHEA	1aASPD|2AART|3RCR|4aLIT|5FLTHEA|6NUKE|7VULN|8aDMG|9RCVC|aBPWR
186	33343 23363	   	179.33	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|aMLV
187	33343 23365	   	179.33	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|aBEXP
188	33333 21334	   	179.32	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1ASPD|25AART|3VULN|4LIT|6RCR|7DUST|8aDMG|9ZMB
189	33152 11614	   	179.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1aASPD|2AART|3RCR|4aVULN|5RCVC|6CGEN|7BELT|8DMG|9aDUR|aBPWR
190	33355 23126	   	179.23	DCR|3VULN|1AART|2CDMG|2ASPD	1aASPD|2AART|34aVULN|58LHND|6RCR|7TLV|9aCDMG|aBPWR
191	33343 21363	   	179.23	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|aMLV
192	33343 23364	   	179.23	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|aDUST
193	33345 23141	   	179.23	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|58LHND|6RCR|7TLV|aDMG
194	33345 23251	   	179.23	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|348VULN|4BPWR|59LHND|6RCR|7TLV|aDMG
195	33345 23262	   	179.23	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7TLV|9DMG|aRMIN
196	33345 23263	   	179.23	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7TLV|9DMG|aFEWX
197	33133 22224	 * 	179.18	ACR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	1ASPD|2AART|3RCR|4LIT|57ZMB|6VULN|8DUR|9aDMG
198	33355 23231	   	179.13	DCR|3VULN|1AART|1DMG|2ASPD	19ASPD|2AART|348VULN|5LHND|6RCR|7TLV|aDMG
199	33343 21364	   	179.13	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7aDUST|8DMG
200	33343 21366	   	179.13	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|aTLV
201	33323 25224	   	179.09	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|36VULN|4CGEN|5LIT|7RCR|8DUR|9aDMG
202	33331 25224	   	178.99	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|36VULN|4LIT|5ERES|7RCR|8DUR|9aDMG
203	33124 62361	   	178.82	ACR|2AART|2VULN|2ASPD|2DUR|1ZMB	19ASPD|27AART|3RCR|4CGEN|59DUR|69VULN|8RMIN|9BPWR|aZMB
204	33126 32361	   	178.82	ACR|2AART|2VULN|2ASPD|2DUR|1ZMB	19ASPD|27AART|3RCR|4CGEN|59VULN|69DUR|8RMIN|9BPWR|aZMB
205	33332 22461	   	178.54	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|35aVULN|45LIT|5BPWR|6RCR|79DUR|8CDMG
206	33353 22461	   	178.44	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|34aVULN|5LIT|6RCR|79DUR|8CDMG
207	33133 41521	   	178.00	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	19ASPD|2AART|3RCR|4LIT|5ZMB|6CDMG|7DUR|8DMG|aVULN
208	33142 52133	   	177.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5BEXP|6DMG|7CDMG|8aVULN|9DUR
209	33142 52523	   	177.97	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5BEXP|69DMG|7CDMG|8DUR|aVULN
210	33145 52113	   	177.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5DUR|6DMG|7CDMG|8aVULN|9BEXP
211	33145 52121	   	177.97	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5DUR|69DMG|7CDMG|8VULN|aLIT
212	33145 52122	   	177.97	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5DUR|69DMG|7CDMG|8VULN|aMLV
213	33145 52323	   	177.97	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2AART|3RCR|4LSRICY|5DUR|69DMG|7CDMG|8LHND|aVULN
214	33344 32215	   	177.91	DCR|4VULN|1AART|2ASPD|1DUR	14ASPD|2AART|3468VULN|4BPWR|5RMIN|7RCR|9DMSP|aDUR
215	33344 32242	   	177.91	DCR|4VULN|1AART|2ASPD|1DUR	14ASPD|2AART|3468VULN|4BPWR|5RMIN|7RCR|9FEWX|aDUR
216	33354 32124	   	177.91	DCR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2AART|346aVULN|5RMIN|7RCR|8LWND|9CDMG
217	33152 22561	   	177.90	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB	19ASPD|2AART|3RCR|49VULN|5RCVC|6RMIN|79CDMG|8RPLT|9BPWR|aZMB
218	33345 25232	   	177.89	DCR|3VULN|1AART|3ASPD|1ZMB	149ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7ZMB|aRCVC
219	33144 62133	   	177.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5MBVNT|6DMG|7CDMG|8aVULN|9DUR
220	33152 35231	   	177.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	19ASPD|2AART|3RCR|48VULN|5RCVC|6LHND|7ZMB|aDMG
221	33152 35263	   	177.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1aASPD|2AART|3RCR|48VULN|5RCVC|6LHND|7ZMB|9DMG
222	36334 42846	   	177.76	DCR|3DMG|2VULN|2ASPD|1CDMG	17ASPD|2MBVNT|379DMG|4CDMG|5aVULN|67LIT|7BPWR|8RCR
223	33336 22334	   	177.71	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2AART|3VULN|4LIT|5RCVC|6RCR|7DUR|8aDMG|9ZMB
224	33152 33265	   	177.68	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|3RCR|48VULN|5RCVC|6LHND|7TLV|9aDMG
225	33332 22434	   	177.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8CDMG|9BELT|aDMG
226	33142 52126	   	177.65	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1aASPD|2AART|3RCR|4LSRICY|5BEXP|69DMG|7CDMG|8VULN
227	33132 61255	 * 	177.65	ACR|2VULN|1AART|2FLTHEA|2ASPD|1CDMG	1aASPD|2AART|3RCR|4LIT|5aFLTHEA|6NUKE|7CGEN|8CDMG|9aVULN|aBPWR
228	33353 22434	   	177.55	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8CDMG|9BELT|aDMG
229	33132 33653	 * 	177.45	ACR|2VULN|1AART|1DMG|2FLTHEA|1ASPD	1ASPD|2AART|3RCR|46LIT|56FLTHEA|6BPWR|7aVULN|8RPLT|9DMG
230	33252 25231	   	177.38	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	19ASPD|2AART|3LHND|48VULN|5RCVC|6RCR|7ZMB|aDMG
231	33252 25263	   	177.38	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1aASPD|2AART|3LHND|48VULN|5RCVC|6RCR|7ZMB|9DMG
232	33344 32324	   	177.38	DCR|4VULN|1AART|3ASPD	14aASPD|2AART|346aVULN|4aBPWR|5RMIN|7RCR|8aCGEN|9MBVNT
233	33344 32143	   	177.28	DCR|4VULN|1AART|3ASPD	14aASPD|2AART|3469VULN|4BPWR|5RMIN|7RCR|8LWND
234	33344 32213	   	177.28	DCR|4VULN|1AART|3ASPD	14aASPD|2AART|3468VULN|4BPWR|5RMIN|7RCR|9DMSP
235	33344 32253	   	177.28	DCR|4VULN|1AART|3ASPD	14aASPD|2AART|3468VULN|4BPWR|5RMIN|7RCR|9LWND
236	33344 32262	   	177.28	DCR|4VULN|1AART|3ASPD	149ASPD|2AART|3468VULN|4BPWR|5RMIN|7RCR|aCGEN
237	33344 32263	   	177.28	DCR|4VULN|1AART|3ASPD	149ASPD|2AART|3468VULN|4BPWR|5RMIN|7RCR|aLWND
238	33252 23265	   	177.26	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|3LHND|48VULN|5RCVC|6RCR|7TLV|9aDMG
239	33144 62143	 * 	177.25	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5MBVNT|6DMG|79CDMG|8aVULN
240	33343 23642	 * 	177.23	DCR|2VULN|1AART|3ASPD|1CDMG|1FLTHEA	14aASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8FLTHEA|9CDMG
241	33352 25324	   	177.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|349VULN|5BEXP|6RCR|7ZMB|8RMIN|aCDMG
242	33355 25223	   	177.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|348VULN|5LHND|6RCR|7ZMB|9CDMG|aRMIN
243	33342 25322	   	177.21	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	14ASPD|2AART|349VULN|4BPWR|5BEXP|6RCR|7ZMB|8RMIN|aDUR
244	33344 32424	   	177.18	DCR|4VULN|1AART|3ASPD	14aASPD|2AART|346aVULN|4aBPWR|5RMIN|7RCR|8aTLV|9MBVNT
245	33344 32624	   	177.18	DCR|4VULN|1AART|3ASPD	14aASPD|2AART|346aVULN|4aBPWR|5RMIN|7RCR|8aERES|9MBVNT
246	33354 32263	   	177.18	DCR|4VULN|1AART|3ASPD	19aASPD|2AART|3468VULN|5RMIN|7RCR
247	33132 33551	 * 	177.17	ACR|2VULN|1AART|3FLTHEA|2ASPD|1DUR	19ASPD|2AART|3RCR|46LIT|569FLTHEA|69BPWR|79VULN|8BELT|aDUR
248	33343 21642	   	177.13	DCR|2VULN|1AART|3ASPD|1CDMG|1FLTHEA	14aASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8FLTHEA|9CDMG
249	33354 36211	   	177.12	DCR|4VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3467VULN|5RMIN|8CGEN|9DMG|aRCR
250	33352 25224	   	177.11	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|349VULN|5BEXP|6RCR|7ZMB|8ERES|aCDMG
251	33355 25222	   	177.11	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|348VULN|5LHND|6RCR|7ZMB|9CDMG|aLEGI
252	33342 25222	   	177.11	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	14ASPD|2AART|349VULN|4BPWR|5BEXP|6RCR|7ZMB|8ERES|aDUR
253	33354 32233	   	177.09	DCR|5VULN|1AART|1ASPD	1ASPD|2AART|34689VULN|5RMIN|7RCR|aCGEN
254	33354 32236	   	177.09	DCR|5VULN|1AART|1ASPD	1ASPD|2AART|34689VULN|5RMIN|7RCR|aMLV
255	33351 44331	   	177.02	DCR|4VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3479VULN|5ERES|6DMG|8MLV|aRCR
256	33354 32231	   	176.99	DCR|5VULN|1AART|1ASPD	1ASPD|2AART|34689VULN|5RMIN|7RCR|aERES
257	33354 32232	   	176.99	DCR|5VULN|1AART|1ASPD	1ASPD|2AART|34689VULN|5RMIN|7RCR|aDUST
258	33344 32335	   	176.93	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|346VULN|4BPWR|5RMIN|7RCR|89CGEN|aDMG
259	33342 35351	   	176.92	DCR|3VULN|2AART|2ASPD|1ZMB	14ASPD|29AART|34aVULN|4BPWR|5BEXP|6FEWX|7ZMB|8RCR
260	33344 32431	   	176.83	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|346VULN|4BPWR|5RMIN|7RCR|8TLV|9CGEN|aDMG
261	33344 32631	   	176.83	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|346VULN|4BPWR|5RMIN|7RCR|8ERES|9CGEN|aDMG
262	33354 32131	   	176.83	DCR|3VULN|1AART|1DMG|2ASPD	19ASPD|2AART|346VULN|5RMIN|7RCR|8LWND|aDMG
263	33342 25352	   	176.58	DCR|3VULN|1AART|3ASPD|1ZMB	149ASPD|2AART|34aVULN|4BPWR|5BEXP|6RCR|7ZMB|8RMIN
264	33345 25213	   	176.58	DCR|3VULN|1AART|3ASPD|1ZMB	14aASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7ZMB|9CGEN
265	33345 25233	   	176.58	DCR|3VULN|1AART|3ASPD|1ZMB	149ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7ZMB|aBEXP
266	33345 25323	   	176.58	DCR|3VULN|1AART|3ASPD|1ZMB	14aASPD|2AART|349VULN|4BPWR|5LHND|6RCR|7ZMB|8CGEN
267	33136 15361	 * 	176.50	ACR|2AART|3ASPD|1DMG|2CDMG|2DUR	178ASPD|2aAART|3RCR|4LIT|57DUR|67CDMG|7BPWR|9DMG
268	33152 45233	 * 	176.49	ACR|4VULN|1AART|2ASPD	1aASPD|2AART|3RCR|4689VULN|5RCVC|7CGEN
269	33355 25233	   	176.48	DCR|3VULN|1AART|3ASPD|1ZMB	19aASPD|2AART|348VULN|5LHND|6RCR|7ZMB
270	33342 25252	   	176.48	DCR|3VULN|1AART|3ASPD|1ZMB	149ASPD|2AART|34aVULN|4BPWR|5BEXP|6RCR|7ZMB|8ERES
271	33145 53312	   	176.43	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|2AART|3RCR|49LSRICY|57DUR|6DMG|89VULN|9BPWR|aCGEN
272	33136 15221	   	176.33	ACR|2VULN|1AART|2CDMG|2ASPD|2DUR	17ASPD|2AART|3RCR|48LIT|57DUR|67CDMG|7BPWR|9aVULN
273	33136 15621	   	176.33	ACR|2VULN|1AART|2CDMG|2ASPD|2DUR	17ASPD|2AART|3RCR|4LIT|57DUR|67CDMG|7BPWR|8DMSP|9aVULN
274	33152 44223	   	176.27	ACR|3VULN|1AART|1FLTHEA|1ASPD|1DUR	1ASPD|2AART|3RCR|467VULN|5RCVC|8DLOT|9FLTHEA|aDUR
275	33132 24245	 * 	176.07	ACR|2AART|2VULN|1FLTHEA|1CDMG|1ASPD	1ASPD|28AART|3RCR|4LIT|5FLTHEA|6BEXP|7aVULN|9CDMG
276	33462 12241	   	176.06	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1ASPD|25AART|3MLV|4RCVC|6DUR|7RCR|89VULN|aDMG
277	33344 33361	   	176.04	DCR|3VULN|1AART|3ASPD|1DMG	148ASPD|2AART|346VULN|4BPWR|57RMIN|9DMG|aRCR
278	33332 23321	   	175.96	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|89DMG|aRCVC
279	33562 12241	   	175.96	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1ASPD|25AART|3ERES|4RCVC|6DUR|7RCR|89VULN|aDMG
280	33343 22122	   	175.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7aDUR|8RMIN|9DMG
281	33343 22222	   	175.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7aDUR|8CGEN|9DMG
282	33343 22316	   	175.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7aDUR|8DMG|9LHND
283	33332 21321	   	175.86	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUST|89DMG|aRCVC
284	33353 23321	   	175.86	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|89DMG|aRCVC
285	33152 41241	   	175.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3RCR|469VULN|5RCVC|7FEWX|8CGEN|aDMG
286	33152 44131	   	175.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3RCR|467VULN|5RCVC|8LHND|9CGEN|aDMG
287	33152 16241	   	175.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3RCR|489VULN|5RCVC|6CGEN|7LHND|aDMG
288	33152 26241	   	175.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3RCR|489VULN|5RCVC|6RMIN|7LHND|aDMG
289	33133 43671	   	175.80	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|29AART|3RCR|4LIT|5ZMB|6CDMG|7MBVNT|8DMG|aVULN
290	33125 42231	   	175.77	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|25AART|3RCR|4CGEN|6DMG|7MLV|8aVULN|9DUR
291	33353 21321	   	175.76	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUST|89DMG|aRCVC
292	33152 33241	   	175.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3RCR|489VULN|5RCVC|6LHND|7TLV|aDMG
293	33152 41141	   	175.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3RCR|469VULN|5RCVC|7FEWX|8TLV|aDMG
294	33125 44131	   	175.67	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|25AART|3RCR|4CGEN|6DMG|7aVULN|8TLV|9DUR
295	33125 45231	   	175.67	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1ASPD|25AART|3RCR|4CGEN|6DMG|7ERES|8aVULN|9DUR
296	33166 32324	   	175.67	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|27AART|3RCR|4ERES|5VULN|6DUR|8LIT|9aDMG
297	33343 23461	   	175.65	DCR|2AART|2VULN|2ASPD|1CDMG|1DUR	14ASPD|2aAART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8CDMG|9DUR
298	33166 32241	   	175.57	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1ASPD|27AART|3RCR|48ERES|59VULN|6DUR|aDMG
299	33343 21461	   	175.55	DCR|2AART|2VULN|2ASPD|1CDMG|1DUR	14ASPD|2aAART|34VULN|4BPWR|5LIT|6RCR|7DUST|8CDMG|9DUR
300	33333 22421	   	175.55	DCR|2AART|2VULN|2ASPD|1CDMG|1DUR	19ASPD|25AART|3aVULN|4LIT|6RCR|7DUR|8CDMG
301	33135 15621	 * 	175.54	ACR|2AART|2VULN|2CDMG|2ASPD	17ASPD|28AART|3RCR|4LIT|57LWND|67CDMG|7BPWR|9aVULN
302	33332 22223	   	175.45	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|2aAART|35VULN|45LIT|5BPWR|6RCR|7DUR|8CGEN|9DMG
303	33351 12523	   	175.41	DCR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2AART|3479VULN|5ERES|6BELT|8RCR|aCDMG
304	33341 12521	   	175.41	DCR|4VULN|1AART|2ASPD|1DUR	14ASPD|2AART|3479VULN|4BPWR|5ERES|6BELT|8RCR|aDUR
305	33333 22124	   	175.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|25AART|3VULN|4LIT|6RCR|7DUR|8RMIN|9aDMG
306	33333 22224	   	175.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|25AART|3VULN|4LIT|6RCR|7DUR|8CGEN|9aDMG
307	33333 22321	   	175.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|25AART|3VULN|4LIT|6RCR|7DUR|89DMG|aBELT
308	33333 22325	   	175.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|25AART|3VULN|4LIT|6RCR|7DUR|89DMG|aBEXP
309	33333 22361	   	175.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|25AART|39VULN|4LIT|6RCR|7DUR|8DMG|aBELT
310	33333 22365	   	175.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|25AART|39VULN|4LIT|6RCR|7DUR|8DMG|aBEXP
311	33353 22223	   	175.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|2aAART|34VULN|5LIT|6RCR|7DUR|8CGEN|9DMG
312	33332 22356	   	175.35	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1ASPD|2aAART|35VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|9DUST
313	33333 23322	   	175.35	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|25AART|3VULN|4LIT|6RCR|7FEWX|89DMG|aDUR
314	33333 23362	   	175.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|25AART|39VULN|4LIT|6RCR|7FEWX|8DMG|aDUR
315	33133 25224	   	175.33	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2AART|3RCR|47LIT|5ZMB|6VULN|8DUR|9aDMG
316	33112 45361	 * 	175.32	ACR|2VULN|3ZMB|1AART|2ASPD	19ASPD|2AART|3RCR|4LWND|5RCVC|69VULN|79aZMB|8RMIN|9BPWR
317	33252 23241	   	175.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3LHND|489VULN|5RCVC|6RCR|7TLV|aDMG
318	33333 22324	   	175.25	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|25AART|3VULN|4LIT|6RCR|7DUR|89DMG|aDUST
319	33333 22364	   	175.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|25AART|39VULN|4LIT|6RCR|7DUR|8DMG|aDUST
320	33353 22356	   	175.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|2aAART|34VULN|5LIT|6RCR|7DUR|8DMG|9DUST
321	33333 21322	   	175.25	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|25AART|3VULN|4LIT|6RCR|7DUST|89DMG|aDUR
322	33333 21362	   	175.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|25AART|39VULN|4LIT|6RCR|7DUST|8DMG|aDUR
