0	Index      	 *	Score 	Summary	Detail	
1	33612 34621	 * 	191.23	DCR|3VULN|1AART|1DMG|2CDMG|2DUR|1SELL	17CDMG|27DUR|3RMIN|4SELL|5AART|67aVULN|7BPWR|8RCR|9DMG
163	42152 51333	 * 	166.00	DCR|3VULN|3ZMB|1DMG|1ASPD	1RCVC|247ZMB|3ASPD|57LIT|67aVULN|7BPWR|8DMG|9RCR
164	62152 51333	   	166.00	DCR|3VULN|3ZMB|1DMG|1ASPD	1DMSP|247ZMB|3ASPD|57LIT|67aVULN|7BPWR|8DMG|9RCR
165	46362 21211	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|3MLV|4RCR|58DMG|6LHND|7ZMB|9DUR|aVULN
166	66362 21211	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DMSP|2AART|3MLV|4RCR|58DMG|6LHND|7ZMB|9DUR|aVULN
167	21215 61333	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3LIT|48VULN|5AART|6RCR|7ZMB|9DUR|aMBVNT
168	21215 61335	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aERES|2DMG|3LIT|48VULN|5AART|6RCR|7ZMB|9DUR
169	21215 64131	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17ERES|2DMG|3LIT|48VULN|5AART|6RCR|9DUR|aZMB
170	21215 21516	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2DMG|3LIT|47aVULN|5AART|6RPLT|8RCR|9DUR
171	15221 12311	   	165.92	DCR|3VULN|3DMG	1RPLT|2MBVNT|39DUST|4ERES|59aVULN|679DMG|8RCR|9BPWR
172	15611 12311	   	165.92	DCR|3DMG|3VULN	1RPLT|2MBVNT|3LEGI|49ERES|59aVULN|679DMG|8RCR|9BPWR
173	46362 31313	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3MLV|4RCR|5DMG|6DUR|7ZMB|8CANSTR|9aVULN
174	66362 31313	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2AART|3MLV|4RCR|5DMG|6DUR|7ZMB|8CANSTR|9aVULN
175	46362 23121	   	165.83	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37MLV|4RCR|57DMG|67LHND|7BPWR|8CGEN|9aVULN
176	66362 23121	   	165.83	ACR|2VULN|2DMG|1AART	1DMSP|2AART|37MLV|4RCR|57DMG|67LHND|7BPWR|8CGEN|9aVULN
177	12134 16211	   	165.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RPLT|2ASPD|39AART|4DUR|5VULN|6DMG|7RCR|8MLV|aZMB
178	12134 16311	   	165.77	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RPLT|2ASPD|39AART|4DUR|5VULN|6DMG|7RCR|8ZMB|aRMIN
179	12134 16312	   	165.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RPLT|2ASPD|39AART|4DUR|5VULN|6DMG|7RCR|8ZMB|aLHND
180	12134 16313	   	165.77	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RPLT|2ASPD|39AART|4DUR|5VULN|6DMG|7RCR|8ZMB|aBEXP
181	12134 16315	   	165.77	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RPLT|2ASPD|39AART|4DUR|5VULN|6DMG|7RCR|8ZMB|aFEWX
182	46362 23221	   	165.73	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37MLV|4RCR|57DMG|67LHND|7BPWR|8TLV|9aVULN
183	66362 23221	   	165.73	ACR|2VULN|2DMG|1AART	1DMSP|2AART|37MLV|4RCR|57DMG|67LHND|7BPWR|8TLV|9aVULN
184	21634 14811	 * 	165.63	DCR|3DMG|2VULN|2CDMG	19ERES|236DMG|46LWND|5MBVNT|69BPWR|79CDMG|89VULN|aRCR
185	11615 52133	 * 	165.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1RPLT|2LIT|3DMG|46CDMG|5AART|78VULN|9DUR|aRCR
186	31312 34526	   	165.48	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	17CDMG|2RMIN|37FEWX|4SELL|5AART|67VULN|7BPWR|8DUR|9DMG|aRCR
187	21215 63163	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1ERES|2aDMG|37LIT|48VULN|5AART|6RCR|9SELL
188	16133 63313	   	165.41	DCR|4VULN|2FLTHEA|2DUR|1ZMB	1RPLT|28DUR|36FLTHEA|4569VULN|6BPWR|7ZMB|aRCR
189	12133 43526	 * 	165.21	DCR|2DMG|1AART|3ASPD|1CDMG|1DUR	1RPLT|27aASPD|3AART|4DUR|57DMG|67LIT|7BPWR|8RCR|9CDMG
190	12133 43534	   	165.21	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1RPLT|27ASPD|3AART|4DUR|57DMG|67LIT|7BPWR|8RCR|9BASHEA|aVULN
191	12125 23336	   	164.97	DCR|3DMG|1AART|2ASPD|1ZMB	1RPLT|27ASPD|3AART|467DMG|57LWND|7BPWR|8RCR|9RMIN|aZMB
192	15321 17331	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1RPLT|2MBVNT|37LHND|4ERES|57VULN|67DMG|7BPWR|8RCR|9DUR|aAART
193	24353 12611	 * 	164.89	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2VULN|3RPLT|4RCR|59AART|6DMG|7ASPD|8DUR|aZMB
194	12125 23346	   	164.87	DCR|3DMG|1AART|2ASPD|1ZMB	1RPLT|27ASPD|3AART|467DMG|57LWND|7BPWR|8RCR|9ERES|aZMB
195	21624 33242	   	164.86	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	18ERES|238DMG|4VULN|5MBVNT|6ZMB|78DUR|8BPWR|9CDMG|aRCR
196	15611 17331	   	164.75	DCR|2DMG|2VULN|1AART|1DUR	1RPLT|2MBVNT|3LEGI|47ERES|57VULN|67DMG|7BPWR|8RCR|9DUR|aAART
197	42161 41231	   	164.71	ACR|3DMG|3ZMB|2ASPD|1DUR	1RCVC|258ZMB|38ASPD|4RCR|678DMG|8BPWR|9LWND|aDUR
198	62161 41231	   	164.71	ACR|3DMG|3ZMB|2ASPD|1DUR	1DMSP|258ZMB|38ASPD|4RCR|678DMG|8BPWR|9LWND|aDUR
199	42161 41221	   	164.61	ACR|3DMG|3ZMB|2ASPD|1DUR	1RCVC|258ZMB|38ASPD|4RCR|678DMG|8BPWR|9DUST|aDUR
200	62161 41221	   	164.61	ACR|3DMG|3ZMB|2ASPD|1DUR	1DMSP|258ZMB|38ASPD|4RCR|678DMG|8BPWR|9DUST|aDUR
201	22351 12531	   	164.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2DUR|3RPLT|4RCR|5VULN|67DMG|8BEXP|9AART|aCDMG
202	22351 16431	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUR|3RPLT|4RCR|58VULN|6DMG|7BEXP|9AART|aCDMG
203	46523 21321	 * 	164.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1RCVC|2AART|38ASPD|4CDMG|5DUR|6RPLT|7RCR|9DMG|aVULN
204	66523 21321	   	164.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DMSP|2AART|38ASPD|4CDMG|5DUR|6RPLT|7RCR|9DMG|aVULN
205	21215 62231	 * 	164.18	DCR|2VULN|1AART|1DMG|3DUR	1ERES|2DMG|3LIT|4aVULN|5AART|6RCR|789DUR
206	24353 14213	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2VULN|3RPLT|4RCR|5AART|67DMG|8LIT|9DUR|aZMB
207	24353 12341	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7ASPD|8DMSP|aZMB
208	42161 41213	   	164.08	ACR|3DMG|3ZMB|3ASPD	1RCVC|258ZMB|389ASPD|4RCR|678DMG|8BPWR|aFEWX
209	62161 41213	   	164.08	ACR|3DMG|3ZMB|3ASPD	1DMSP|258ZMB|389ASPD|4RCR|678DMG|8BPWR|aFEWX
210	12215 21651	   	164.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ASPD|3LIT|4CDMG|57AART|6ZMB|8VULN|9DMG|aRCR
211	12124 26311	   	164.03	DCR|2AART|2DMG|1CDMG|2DUR|1ASPD	1RPLT|2ASPD|37AART|46DMG|59DUR|8CDMG|aRCR
212	12133 26311	   	164.03	DCR|2AART|2DMG|1CDMG|2DUR|1ASPD	1RPLT|2ASPD|37AART|49DUR|56DMG|8CDMG|aRCR
213	22211 15354	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2DUR|3FEWX|4LHND|5AART|6CDMG|7aDMG|8RCR|9VULN
214	22231 15354	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2DUR|3FEWX|4LWND|5AART|6CDMG|7aDMG|8RCR|9VULN
215	15221 12313	   	163.91	DCR|3DMG|2VULN|1CDMG	1RPLT|2MBVNT|39DUST|4ERES|59VULN|679DMG|8RCR|9BPWR|aCDMG
216	21615 11523	 * 	163.91	DCR|3DMG|2AART|1FLTHEA	1ERES|236DMG|4DLOT|59AART|7FLTHEA|8RCR|aLHND
217	21615 25121	   	163.91	DCR|3DMG|2AART|1CDMG	1ERES|237DMG|4DLOT|56AART|8RCR|9CGEN|aCDMG
218	15611 12313	   	163.91	DCR|3DMG|2VULN|1CDMG	1RPLT|2MBVNT|3LEGI|49ERES|59VULN|679DMG|8RCR|9BPWR|aCDMG
219	21615 11521	   	163.81	DCR|3DMG|2AART|1FLTHEA	1ERES|236DMG|4DLOT|59AART|7FLTHEA|8RCR|aMBVNT
220	21615 11522	   	163.81	DCR|3DMG|2AART|1FLTHEA	1ERES|236DMG|4DLOT|59AART|7FLTHEA|8RCR|aDUST
221	12124 22514	   	163.80	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1RPLT|2ASPD|3AART|46DMG|59DUR|7LIT|8RCR|aVULN
222	12133 22514	   	163.80	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1RPLT|2ASPD|3AART|49DUR|56DMG|7LIT|8RCR|aVULN
223	33561 33333	 * 	163.76	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	17CDMG|27DUR|3MGNLIT|4RMIN|5LIT|67DMG|7BPWR|8RCR|9ZMB|aAART
224	33644 33333	   	163.76	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	17CDMG|27DUR|3RMIN|4LIT|5LSRICY|67DMG|7BPWR|8RCR|9ZMB|aAART
225	24353 14222	   	163.73	ACR|2VULN|2DMG|1AART	1ERES|29VULN|3RPLT|4RCR|5AART|67DMG|8LIT|aBEXP
226	21215 63126	   	163.68	DCR|3VULN|1AART|1DMG	1ERES|2DMG|37LIT|48aVULN|5AART|6RCR|9LEGI
227	13133 65324	   	163.65	DCR|5VULN|3FLTHEA	1RPLT|28BEXP|368FLTHEA|45678VULN|68BPWR|9RCR|aLIT
228	13133 65326	   	163.65	DCR|5VULN|3FLTHEA	1RPLT|28BEXP|368FLTHEA|45678VULN|68BPWR|9RCR|aLWND
229	24353 14221	   	163.63	ACR|2VULN|2DMG|1AART	1aERES|29VULN|3RPLT|4RCR|5AART|67DMG|8LIT
230	24353 14223	   	163.63	ACR|2VULN|2DMG|1AART	1ERES|29VULN|3RPLT|4RCR|5AART|67DMG|8LIT|aCANSTR
231	11115 41252	 * 	163.62	DCR|2DMG|2AART|1VULN|1CDMG	1RPLT|2LIT|3ERES|4CDMG|57AART|69DMG|8VULN|aRCR
232	13133 65323	   	163.55	DCR|5VULN|3FLTHEA	1RPLT|28BEXP|368FLTHEA|45678VULN|68BPWR|9RCR|aDUST
233	13133 65325	   	163.55	DCR|5VULN|3FLTHEA	1RPLT|28BEXP|368FLTHEA|45678VULN|68BPWR|9RCR|aTLV
234	41145 23231	   	163.49	ACR|2VULN|2DMG|1AART|1SELL	1RCVC|2NUKE|3SELL|4RCR|5AART|69VULN|7aDMG|8CGEN
235	61145 23231	   	163.49	ACR|2VULN|2DMG|1AART|1SELL	1DMSP|2NUKE|3SELL|4RCR|5AART|69VULN|7aDMG|8CGEN
236	21615 16131	   	163.47	DCR|3DMG|1AART|1CDMG|1ZMB	1ERES|236DMG|4DLOT|5AART|7RCVC|8RCR|9ZMB|aCDMG
237	32132 15111	   	163.39	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|29CGEN|3ERES|4RCVC|5AART|6TLV|79VULN|8RCR|9BPWR|aDMG
238	21113 62543	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DMG|3CDMG|4LWND|5TLV|6AART|79VULN|8RCR|aDUR
239	21215 61341	   	162.98	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2DMG|3LIT|48VULN|5AART|6RCR|7aZMB|9RMIN
240	21215 61362	   	162.98	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2DMG|3LIT|48VULN|5AART|6RCR|7aZMB|9FEWX
241	15433 83211	   	162.95	DCR|2VULN|2DMG|2DUR|1ZMB	1RPLT|2MBVNT|39CGEN|48DUR|59DMG|6RCR|79VULN|9BPWR|aZMB
242	46523 21121	   	162.86	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1RCVC|2AART|3ASPD|4CDMG|58DUR|6RPLT|7RCR|9DMG|aVULN
243	66523 21121	   	162.86	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DMSP|2AART|3ASPD|4CDMG|58DUR|6RPLT|7RCR|9DMG|aVULN
244	12133 43134	   	162.81	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1RPLT|27ASPD|3AART|4DUR|57DMG|67LIT|7BPWR|8BASICY|9RCR|aVULN
245	15433 23312	   	162.80	DCR|3VULN|2DMG|2DUR	1RPLT|2MBVNT|39CGEN|4aDUR|59DMG|679VULN|8RCR|9BPWR
246	15431 13312	   	162.80	DCR|3VULN|2DMG|2DUR	1RPLT|2MBVNT|39CGEN|4aDUR|579VULN|69DMG|8RCR|9BPWR
247	12651 63313	   	162.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2ASPD|3aVULN|4RMIN|5RCR|6DMG|7CDMG|8AART|9LIT
248	12651 63321	   	162.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2ASPD|39VULN|4RMIN|5RCR|6DMG|7CDMG|8AART|aRCVC
249	12651 63323	   	162.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2ASPD|39VULN|4RMIN|5RCR|6DMG|7CDMG|8AART|aFEWX
250	21113 21543	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DMG|3CDMG|4LWND|5TLV|69VULN|7AART|8RCR|aDUR
251	21316 11543	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DMG|3TLV|49VULN|5CDMG|6LWND|7AART|8RCR|aDUR
252	21336 21543	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DMG|3TLV|4LWND|5CDMG|69VULN|7AART|8RCR|aDUR
253	12123 22523	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RPLT|2ASPD|3AART|46DMG|5FEWX|7LIT|8RCR|9VULN|aZMB
254	12123 45523	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RPLT|2ASPD|3AART|47DMG|5FEWX|6LIT|8RCR|9VULN|aZMB
255	12126 22523	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RPLT|2ASPD|3AART|46DMG|5LHND|7LIT|8RCR|9VULN|aZMB
256	12651 63322	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2ASPD|39VULN|4RMIN|5RCR|6DMG|7CDMG|8AART|aDUST
257	12121 22523	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RPLT|2ASPD|3AART|46DMG|5DUST|7LIT|8RCR|9VULN|aZMB
258	12121 45523	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RPLT|2ASPD|3AART|47DMG|5DUST|6LIT|8RCR|9VULN|aZMB
259	15433 83514	   	162.30	DCR|3VULN|2DMG|1DUR	1RPLT|2MBVNT|39CGEN|4DUR|59DMG|6RCR|789VULN|9BPWR|aFEWX
260	15413 83512	   	162.30	DCR|3VULN|2DMG|1DUR	1RPLT|2MBVNT|39CGEN|4BEXP|59DMG|6RCR|789VULN|9BPWR|aDUR
261	15423 83512	   	162.30	DCR|3VULN|2DMG|1DUR	1RPLT|2MBVNT|39CGEN|4LWND|59DMG|6RCR|789VULN|9BPWR|aDUR
262	13551 12324	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2BEXP|3ERES|4RCR|5aVULN|67DMG|8ZMB|9CDMG
263	35131 52111	   	162.09	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|29TLV|3ERES|4RCVC|5CGEN|69VULN|7AART|8RCR|9BPWR|aDMG
264	35132 52111	   	162.09	DCR|2VULN|1AART|2CDMG|1DMG	19CDMG|29TLV|3ERES|4RCVC|5MLV|69VULN|7AART|8RCR|9BPWR|aDMG
265	21611 33343	   	162.08	DCR|2DMG|2AART|1VULN|1ZMB	1ERES|23DMG|4DLOT|5FEWX|6VULN|78AART|9RCR|aZMB
266	24353 13343	 * 	162.07	ACR|1AART|1VULN|2CDMG|1DMG|1FLTHEA	1ERES|2VULN|3RPLT|4RCR|5AART|6DMG|7aCDMG|8CANHEL|9FLTHEA
267	15421 16641	   	162.05	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|2MBVNT|38CGEN|4LWND|58VULN|68DMG|7AART|8BPWR|9ASPD|aRCR
268	15423 26641	   	162.05	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|2MBVNT|38CGEN|4LWND|58DMG|68VULN|7AART|8BPWR|9ASPD|aRCR
269	36533 15322	 * 	162.01	ACR|2VULN|1AART|1DMG|2CDMG	16CDMG|2LWND|3MGNLIT|4FEWX|5RCR|7aVULN|8AART|9DMG
270	21215 63223	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2aDMG|378LIT|4VULN|5AART|6RCR|9CDMG
271	22351 12535	   	161.69	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2DUR|3RPLT|4RCR|5VULN|67DMG|8BEXP|9AART|aZMB
272	15381 13311	   	161.57	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39LHND|4CGEN|579VULN|69DMG|8RCR|9BPWR|aZMB
273	15383 23311	   	161.57	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39LHND|4CGEN|59DMG|679VULN|8RCR|9BPWR|aZMB
274	15411 13311	   	161.57	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39CGEN|4BEXP|579VULN|69DMG|8RCR|9BPWR|aZMB
275	15413 23311	   	161.57	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39CGEN|4BEXP|59DMG|679VULN|8RCR|9BPWR|aZMB
276	15421 13311	   	161.57	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39CGEN|4LWND|579VULN|69DMG|8RCR|9BPWR|aZMB
277	15423 23311	   	161.57	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39CGEN|4LWND|59DMG|679VULN|8RCR|9BPWR|aZMB
278	12213 34326	 * 	161.51	DCR|2DMG|3CDMG|1VULN|2ASPD|1DUR	1RPLT|2aASPD|3LIT|46aCDMG|5DUR|7VULN|8aDMG|9RCR|aBPWR
279	15451 13311	   	161.47	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39CGEN|4DUST|579VULN|69DMG|8RCR|9BPWR|aZMB
280	15453 23311	   	161.47	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39CGEN|4DUST|59DMG|679VULN|8RCR|9BPWR|aZMB
281	15683 13311	   	161.47	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|3LEGI|479VULN|59MLV|69DMG|8RCR|9BPWR|aZMB
282	46611 32132	   	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1RCVC|2AART|3CDMG|4BEXP|5CGEN|679VULN|8RCR|aDUR
283	46631 32132	   	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1RCVC|2AART|3CDMG|4LHND|5CGEN|679VULN|8RCR|aDUR
284	66611 32132	   	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2AART|3CDMG|4BEXP|5CGEN|679VULN|8RCR|aDUR
285	66631 32132	   	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2AART|3CDMG|4LHND|5CGEN|679VULN|8RCR|aDUR
286	15281 13311	   	161.37	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39DUST|4CGEN|579VULN|69DMG|8RCR|9BPWR|aZMB
287	15283 23311	   	161.37	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39DUST|4CGEN|59DMG|679VULN|8RCR|9BPWR|aZMB
288	12136 36511	 * 	161.30	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1RPLT|28ASPD|3AART|4DUR|58MLV|68VULN|7RCR|8BPWR|9LWND|aCDMG
289	12136 36531	   	161.30	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1RPLT|28ASPD|3AART|4DUR|58MLV|68VULN|7RCR|8BPWR|9FEWX|aCDMG
290	16616 23333	   	161.30	DCR|3VULN|1AART|1CDMG|2DUR	1RPLT|2aDUR|368VULN|4CDMG|5LWND|7AART|9RCR
291	21215 21513	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3LIT|47VULN|5AART|6RPLT|8RCR|9DUR|aZMB
292	21215 42513	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|26DMG|3LIT|4VULN|5AART|7RPLT|8RCR|9DUR|aZMB
293	21615 25132	   	161.27	DCR|3DMG|2AART|1ZMB	1ERES|237DMG|4DLOT|56AART|8RCR|9ZMB|aMLV
294	21615 25133	   	161.27	DCR|3DMG|2AART|1ZMB	1ERES|237DMG|4DLOT|56AART|8RCR|9ZMB|aFEWX
