0	Index      	 *	Score 	Summary	Detail	
1	13433 16131	 * 	187.27	DCR|3VULN|3DMG|3DUR	19aDUR|2RPLT|3BEXP|49aVULN|5ERES|6RCR|7FEWX|89aDMG|9aBPWR
165	23362 13343	   	161.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DMSP|2ERES|3AART|4RCR|5DUR|67VULN|8LHND|9DMG|aASPD
166	23362 15342	   	161.22	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DMSP|2ERES|3AART|4RCR|5DUR|6aVULN|7ASPD|8CGEN|9DMG
167	23363 13243	   	161.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DMSP|2ERES|3AART|4RCR|5LHND|67VULN|8DUR|9DMG|aASPD
168	23363 61613	   	161.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DMSP|2ERES|3AART|4RCR|5LHND|6DMG|78VULN|9DUR|aASPD
169	23364 13243	   	161.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DMSP|2ERES|3AART|4RCR|5LWND|67VULN|8DUR|9DMG|aASPD
170	23362 33543	   	161.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DMSP|2ERES|3AART|4RCR|5DUR|6LHND|78VULN|9DMG|aASPD
171	64263 12311	   	161.21	DCR|3VULN|1AART|2ZMB|1DUR	1ERES|2aZMB|356VULN|4AART|7NUKE|8RCR|9DUR
172	23365 13243	   	161.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DMSP|2ERES|3AART|4RCR|5LEGI|67VULN|8DUR|9DMG|aASPD
173	23363 62621	   	161.09	ACR|2DMG|1AART|1VULN|1CDMG	1DMSP|27ERES|3AART|4RCR|57LHND|67DMG|7BPWR|8VULN|9CDMG|aMLV
174	23363 62623	   	161.09	ACR|2DMG|1AART|1VULN|1CDMG	1DMSP|27ERES|3AART|4RCR|57LHND|67DMG|7BPWR|8VULN|9CDMG|aCGEN
175	23363 61421	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2ERES|3AART|4RCR|5LHND|6DMG|7aVULN|8BEXP|9CDMG
176	23363 61621	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2ERES|3AART|4RCR|5LHND|6DMG|78VULN|9CDMG|aMLV
177	23363 61623	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2ERES|3AART|4RCR|5LHND|6DMG|78VULN|9CDMG|aCGEN
178	23364 13341	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2ERES|3AART|4RCR|5LWND|67VULN|8LHND|9DMG|aCDMG
179	23366 13341	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2ERES|3AART|4RCR|5FEWX|67VULN|8LHND|9DMG|aCDMG
180	23363 13541	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2ERES|3AART|4RCR|5LHND|67VULN|8LEGI|9DMG|aCDMG
181	23365 13341	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2ERES|3AART|4RCR|5LEGI|67VULN|8LHND|9DMG|aCDMG
182	11136 51611	   	160.88	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	1DUR|2DUST|349ZMB|5RCR|6AART|7CGEN|8DMG|aVULN
183	23362 13121	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5DUR|678VULN|9FEWX|aZMB
184	23362 13156	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5DUR|678VULN|9MLV|aZMB
185	23363 13111	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5LHND|678VULN|9DUR|aZMB
186	23363 13123	   	160.88	ACR|3VULN|1AART|1ZMB|1ASPD	1DMSP|2ERES|3AART|4RCR|5LHND|678VULN|9ZMB|aASPD
187	23364 13111	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5LWND|678VULN|9DUR|aZMB
188	23364 13122	   	160.88	ACR|3VULN|1AART|1ZMB|1ASPD	1DMSP|2ERES|3AART|4RCR|5LWND|678VULN|9ZMB|aASPD
189	23366 13111	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5FEWX|678VULN|9DUR|aZMB
190	23366 13122	   	160.88	ACR|3VULN|1AART|1ZMB|1ASPD	1DMSP|2ERES|3AART|4RCR|5FEWX|678VULN|9ZMB|aASPD
191	11136 53412	   	160.78	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	1DUR|28DUST|349ZMB|5RCR|6AART|7VULN|aDMG
192	65362 13121	   	160.78	ACR|3VULN|1AART|1ZMB|1DUR	12ERES|2BPWR|3AART|4RCR|5DUR|678VULN|9FEWX|aZMB
193	23365 13111	   	160.78	ACR|3VULN|1AART|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5LEGI|678VULN|9DUR|aZMB
194	23365 13122	   	160.78	ACR|3VULN|1AART|1ZMB|1ASPD	1DMSP|2ERES|3AART|4RCR|5LEGI|678VULN|9ZMB|aASPD
195	65363 13111	   	160.78	ACR|3VULN|1AART|1ZMB|1DUR	12ERES|2BPWR|3AART|4RCR|5LHND|678VULN|9DUR|aZMB
196	65363 13123	   	160.78	ACR|3VULN|1AART|1ZMB|1ASPD	12ERES|2BPWR|3AART|4RCR|5LHND|678VULN|9ZMB|aASPD
197	12122 12232	 * 	160.65	DCR|3DMG|1AART|2DUR|1ZMB	17DUR|27BEXP|3ZMB|4AART|5CGEN|67aDMG|7BPWR|8LWND|9RCR
198	12511 14621	   	160.61	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2BEXP|37AART|4LHND|5FEWX|6aVULN|8DMG|9RCR
199	12511 14622	   	160.61	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2BEXP|37AART|4LHND|5FEWX|6VULN|8aDMG|9RCR
200	12512 11643	   	160.61	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2BEXP|37AART|4LHND|5DMG|6CGEN|8aVULN|9RCR
201	32544 22221	   	160.61	DCR|2AART|2VULN|1DMG|1ASPD	1FEWX|2BEXP|36AART|4ASPD|5BELT|7DMG|8aVULN|9RCR
202	14263 12363	   	160.56	DCR|4VULN|1AART|1DUR	1DUR|29RCVC|356aVULN|4AART|7NUKE|8RCR
203	22263 12363	   	160.56	DCR|4VULN|1AART|1DUR	1DMSP|2DUR|356aVULN|4AART|7NUKE|8RCR|9RCVC
204	11511 14621	   	160.51	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2DUST|37AART|4LHND|5FEWX|6aVULN|8DMG|9RCR
205	11511 14622	   	160.51	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2DUST|37AART|4LHND|5FEWX|6VULN|8aDMG|9RCR
206	12512 21643	   	160.51	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2BEXP|37AART|4LHND|5DMG|6ERES|8aVULN|9RCR
207	31544 22221	   	160.51	DCR|2AART|2VULN|1DMG|1ASPD	1FEWX|2DUST|36AART|4ASPD|5BELT|7DMG|8aVULN|9RCR
208	11512 21643	   	160.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2DUST|37AART|4LHND|5DMG|6ERES|8aVULN|9RCR
209	11136 35141	   	160.40	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2DUST|34ZMB|5RCR|6RCVC|7AART|8VULN|9DMG|aCDMG
210	54422 33321	 * 	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3DMSP|4RCR|5DMG|679VULN|8CDMG|aCGEN
211	54422 33322	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3DMSP|4RCR|5DMG|679VULN|8CDMG|aRPLT
212	54422 33323	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3DMSP|4RCR|5DMG|679VULN|8CDMG|aLHND
213	54622 33321	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	13MLV|2ZMB|4RCR|5DMG|679VULN|8CDMG|aCGEN
214	54622 33322	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	13MLV|2ZMB|4RCR|5DMG|679VULN|8CDMG|aRPLT
215	54622 33323	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	13MLV|2ZMB|4RCR|5DMG|679VULN|8CDMG|aLHND
216	24252 34212	   	160.30	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DMSP|236VULN|4MBVNT|5DMG|7DUR|8RCR|9ASPD|aCDMG
217	22233 32444	   	160.30	DCR|3DMG|2VULN|2DUR	1DMSP|2aDUR|36VULN|4RPLT|568DMG|6BPWR|7ERES|9RCR
218	11136 35112	   	160.28	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	1DUR|2DUST|349ZMB|5RCR|6RCVC|7AART|8VULN|aDMG
219	61122 33441	   	160.20	DCR|3DMG|2VULN|2DUR	14aERES|2RPLT|3aVULN|568DMG|7aDUR|9RCR|aBPWR
220	11116 53242	   	160.14	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	14DUR|2DUST|3ZMB|5RCR|68AART|7VULN|9DMG|aERES
221	25241 35312	   	160.10	ACR|3VULN|1AART|1DMG	1DMSP|2RCVC|3LIT|4AART|5RCR|679VULN|8DMG|aLWND
222	25241 35313	   	160.10	ACR|3VULN|1AART|1DMG	1DMSP|2RCVC|3LIT|4AART|5RCR|679VULN|8DMG|aBEXP
223	51611 35131	   	160.10	ACR|3VULN|1AART|1DMG	1MLV|2RPLT|3DMG|4AART|5RCR|6FEWX|79aVULN|8BEXP
224	51616 12331	   	160.01	DCR|2AART|2DMG|1VULN|1DUR	1MLV|2RPLT|35DMG|47AART|6DUR|8LHND|9RCR|aVULN
225	25241 35311	   	160.00	ACR|3VULN|1AART|1DMG	1DMSP|2RCVC|3LIT|4AART|5RCR|679VULN|8DMG|aCANSTR
226	51611 15131	   	160.00	ACR|3VULN|1AART|1DMG	1MLV|2RPLT|3DMG|4AART|5RCR|6DUST|79aVULN|8BEXP
227	51611 15231	   	160.00	ACR|3VULN|1AART|1DMG	1MLV|2RPLT|3DMG|4AART|5RCR|6DUST|79aVULN|8FEWX
228	51611 15312	 * 	160.00	ACR|3DMG|1AART|1VULN	19MLV|2RPLT|39aDMG|4AART|5RCR|6DUST|7VULN|89TLV|9BPWR
229	51611 35331	   	160.00	ACR|3VULN|1AART|1DMG	1MLV|2RPLT|3DMG|4AART|5RCR|6FEWX|79aVULN|8DUST
230	61611 35131	   	160.00	ACR|3VULN|1AART|1DMG	1ERES|2RPLT|3DMG|4AART|5RCR|6FEWX|79aVULN|8BEXP
231	24232 34632	 * 	159.97	DCR|4VULN|2DMG	1DMSP|2367VULN|47BEXP|57DMG|7BPWR|8MLV|9RCVC|aRCR
232	51616 12231	   	159.91	DCR|2AART|2DMG|1VULN|1DUR	1MLV|2RPLT|35DMG|47AART|6DUR|8DUST|9RCR|aVULN
233	61611 15131	   	159.90	ACR|3VULN|1AART|1DMG	1ERES|2RPLT|3DMG|4AART|5RCR|6DUST|79aVULN|8BEXP
234	61611 15231	   	159.90	ACR|3VULN|1AART|1DMG	1ERES|2RPLT|3DMG|4AART|5RCR|6DUST|79aVULN|8FEWX
235	61611 35331	   	159.90	ACR|3VULN|1AART|1DMG	1ERES|2RPLT|3DMG|4AART|5RCR|6FEWX|79aVULN|8DUST
236	24232 34332	   	159.87	DCR|4VULN|2DMG	1DMSP|2367VULN|47BEXP|57DMG|7BPWR|8TLV|9RCVC|aRCR
237	52233 11125	   	159.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|27CGEN|38VULN|4AART|5DUR|6DMG|9CDMG|aRCR
238	52233 13125	   	159.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2CGEN|38VULN|4AART|5DUR|6DMG|7RCVC|9CDMG|aRCR
239	24251 72344	   	159.80	DCR|3VULN|2DMG|1DUR	1DMSP|23aVULN|4MBVNT|5aLHND|6SNIHEL|7RCR|8DUR|9aDMG|aBPWR
240	61611 15312	   	159.80	ACR|3DMG|1AART|1VULN	19ERES|2RPLT|39aDMG|4AART|5RCR|6DUST|7VULN|89TLV|9BPWR
241	24252 35421	   	159.77	DCR|4VULN|2DMG	1DMSP|2367VULN|4MBVNT|57DMG|7BPWR|89LHND|aRCR
242	62233 11125	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|27CGEN|38VULN|4AART|5DUR|6DMG|9CDMG|aRCR
243	62233 13125	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CGEN|38VULN|4AART|5DUR|6DMG|7RCVC|9CDMG|aRCR
244	12122 15636	 * 	159.70	3VULN|3DMG|1AART|1ZMB|1ASPD|1DUR	1DUR|29aBEXP|3ZMB|4AART|5CGEN|69aDMG|7ASPD|89aVULN|9aBPWR
245	23362 33146	   	159.68	ACR|2DMG|1AART|1VULN|2DUR	1DMSP|2aERES|3AART|4RCR|5aDUR|68LHND|7VULN|9aDMG|aBPWR
246	24252 35341	   	159.67	DCR|4VULN|2DMG	1DMSP|2367VULN|4MBVNT|57DMG|7BPWR|8TLV|9CGEN|aRCR
247	62234 16232	 * 	159.58	DCR|3DMG|1AART|1VULN	19ERES|29CGEN|3VULN|4AART|5DUST|69aDMG|7BELT|8RCR|9BPWR
248	62234 42232	   	159.58	DCR|3DMG|1AART|1VULN	19ERES|29CGEN|3VULN|4AART|5DUST|6BELT|79aDMG|8RCR|9BPWR
249	12121 43552	   	159.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2BEXP|3ZMB|4AART|5FEWX|6RCVC|78VULN|9RCR|aDMG
250	12123 13352	   	159.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|25BEXP|3ZMB|4AART|67VULN|8LHND|9RCR|aDMG
251	12123 14552	   	159.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|25BEXP|3ZMB|4AART|68VULN|7LWND|9RCR|aDMG
252	12123 33552	   	159.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|25BEXP|3ZMB|4AART|6LHND|78VULN|9RCR|aDMG
253	24162 61331	   	159.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|27VULN|3FEWX|4AART|5CGEN|6DMG|8ASPD|9RCR|aZMB
254	24362 61331	   	159.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|27VULN|3LHND|4AART|5CGEN|6DMG|8ASPD|9RCR|aZMB
255	26262 61331	   	159.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2LHND|37VULN|4AART|5CGEN|6DMG|8ASPD|9RCR|aZMB
256	51616 13331	   	159.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MLV|2RPLT|35DMG|4AART|6DUR|7ZMB|8ERES|9RCR|aVULN
257	24225 51221	 * 	159.43	DCR|4VULN|1DMG|2ZMB	1DMSP|2378VULN|46ZMB|5LIT|9RCR|aDMG
258	24162 32312	   	159.41	DCR|2VULN|2DMG|1AART	1DMSP|2aVULN|3FEWX|4AART|5aCGEN|6LIT|7BEXP|8aDMG|9RCR|aBPWR
259	24162 34312	   	159.41	DCR|2VULN|2DMG|1AART	1DMSP|2aVULN|3FEWX|4AART|5aCGEN|6LIT|7LHND|8aDMG|9RCR|aBPWR
260	24362 31312	   	159.41	DCR|2VULN|2DMG|1AART	1DMSP|2aVULN|3LHND|4AART|5aCGEN|6LIT|7FEWX|8aDMG|9RCR|aBPWR
261	24362 35312	   	159.41	DCR|2VULN|2DMG|1AART	1DMSP|2aVULN|3LHND|4AART|5aCGEN|6LIT|7BEXP|8aDMG|9RCR|aBPWR
262	24562 31312	   	159.41	DCR|2VULN|2DMG|1AART	1DMSP|2aVULN|3BEXP|4AART|5aCGEN|6LIT|7FEWX|8aDMG|9RCR|aBPWR
263	54263 31311	   	159.31	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1MLV|26ZMB|35VULN|4AART|7LEGI|8RCR|9DUR|aCDMG
264	54263 33321	   	159.31	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1MLV|26ZMB|35VULN|4AART|7DUR|8RCR|9DUST|aCDMG
265	54263 32311	   	159.19	DCR|2VULN|3ZMB|1AART|1DUR	1MLV|26aZMB|35VULN|4AART|7NUKE|8RCR|9DUR
266	54263 33331	   	159.19	DCR|2VULN|3ZMB|1AART|1DUR	1MLV|26aZMB|35VULN|4AART|7DUR|8RCR|9TLV
267	23361 26163	   	159.15	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1DMSP|2ERES|37AART|4RCR|5RPLT|6ZMB|8DUR|9DMG|aVULN
268	24252 34282	   	159.11	DCR|4VULN|1DMG|2DUR	1DMSP|236aVULN|4MBVNT|5DMG|79DUR|8RCR
269	64263 32311	   	159.09	DCR|2VULN|3ZMB|1AART|1DUR	1ERES|26aZMB|35VULN|4AART|7NUKE|8RCR|9DUR
270	12121 63553	   	159.01	DCR|3VULN|1AART|2ZMB|1DUR	1DUR|2BEXP|36ZMB|4AART|5FEWX|78aVULN|9RCR
271	23363 62633	   	158.89	ACR|2AART|2DMG|1VULN	1DMSP|27ERES|3aAART|4RCR|57LHND|67DMG|7BPWR|8VULN|9BELT
272	23362 13311	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5DUR|67VULN|8LHND|9ZMB|aCDMG
273	23363 13211	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5LHND|67VULN|8DUR|9ZMB|aCDMG
274	23364 13211	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5LWND|67VULN|8DUR|9ZMB|aCDMG
275	23362 14511	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5DUR|68VULN|7LWND|9ZMB|aCDMG
276	23362 16511	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5DUR|68VULN|7FEWX|9ZMB|aCDMG
277	23362 33511	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5DUR|6LHND|78VULN|9ZMB|aCDMG
278	23363 43511	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5LHND|6DUR|78VULN|9ZMB|aCDMG
279	43146 11312	   	158.81	DCR|2VULN|2DMG|1AART	1aLIT|2LHND|3DMSP|4aVULN|5AART|6CGEN|7FEWX|8aDMG|9RCR|aBPWR
280	64263 11331	   	158.81	DCR|3VULN|1AART|2ZMB|1ASPD	1ERES|2aZMB|356VULN|4AART|7LEGI|8ASPD|9RCR
281	23363 61633	   	158.79	ACR|2AART|2VULN|1DMG	1DMSP|2ERES|3aAART|4RCR|5LHND|6DMG|78VULN|9BELT
282	65362 13311	   	158.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	12ERES|2BPWR|3AART|4RCR|5DUR|67VULN|8LHND|9ZMB|aCDMG
283	23365 13211	   	158.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DMSP|2ERES|3AART|4RCR|5LEGI|67VULN|8DUR|9ZMB|aCDMG
284	65363 13211	   	158.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	12ERES|2BPWR|3AART|4RCR|5LHND|67VULN|8DUR|9ZMB|aCDMG
285	11136 53242	   	158.70	ACR|2AART|1VULN|1DMG|2ZMB|1DUR	1DUR|2DUST|34ZMB|5RCR|68AART|7VULN|9DMG|aERES
286	14263 12314	   	158.69	DCR|3VULN|1AART|2DUR|1ASPD	19DUR|2RCVC|356VULN|4AART|7NUKE|8RCR|aASPD
287	22263 12314	   	158.69	DCR|3VULN|1AART|2DUR|1ASPD	1DMSP|29DUR|356VULN|4AART|7NUKE|8RCR|aASPD
288	22223 53425	   	158.66	DCR|3VULN|1AART|1ZMB|1DUR	1DMSP|2DUR|378VULN|4CGEN|5DUST|6RCR|9ZMB|aAART
289	22263 13536	   	158.50	DCR|3VULN|2AART|2DUR	1DMSP|27DUR|356VULN|48AART|9BELT|aRCR
290	51611 23363	 * 	158.42	ACR|3DMG|2AART|1ASPD	1MLV|2RPLT|39aDMG|48AART|5RCR|6ASPD|7CGEN
291	11136 53513	   	158.41	ACR|2VULN|3ZMB|1AART|1DUR	1DUR|2DUST|349ZMB|5RCR|6AART|78VULN|aMLV
292	11136 53531	   	158.41	ACR|2VULN|3ZMB|1AART|1DUR	1DUR|2DUST|34aZMB|5RCR|6AART|78VULN|9RCVC
293	54133 22233	   	158.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4RPLT|5DMG|6AART|7aVULN|8DUR|9RCR
294	32111 53552	   	158.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15FEWX|2BEXP|3ZMB|4DUR|6AART|78VULN|9RCR|aDMG
295	23363 61312	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2ERES|3AART|4RCR|5LHND|6DMG|7aVULN|8CGEN|9ZMB
296	23363 61341	   	158.35	ACR|2DMG|1AART|1VULN|1ZMB	1DMSP|2ERES|3AART|4RCR|5LHND|69DMG|7VULN|8CGEN|aZMB
297	23363 63112	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2ERES|3AART|4RCR|5LHND|6DMG|7CGEN|8aVULN|9ZMB
298	23363 63141	   	158.35	ACR|2DMG|1AART|1VULN|1ZMB	1DMSP|2ERES|3AART|4RCR|5LHND|69DMG|7CGEN|8VULN|aZMB
299	23364 61312	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2ERES|3AART|4RCR|5LWND|6DMG|7aVULN|8CGEN|9ZMB
300	23364 63112	   	158.35	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2ERES|3AART|4RCR|5LWND|6DMG|7CGEN|8aVULN|9ZMB
301	23363 62122	   	158.35	ACR|2DMG|1AART|1VULN|1ZMB	1DMSP|27ERES|3AART|4RCR|57LHND|67DMG|7BPWR|8TLV|9ZMB|aVULN
302	51611 22221	   	158.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1MLV|2RPLT|3DMG|4AART|5RCR|6ASPD|7aVULN|8DUR|9CGEN
303	51611 22231	   	158.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2RPLT|3DMG|4AART|5RCR|6ASPD|7aVULN|8DUR|9RMIN
304	11136 53411	   	158.31	ACR|2VULN|3ZMB|1AART|1DUR	1DUR|28DUST|349ZMB|5RCR|6AART|7aVULN
305	23365 61312	   	158.25	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2ERES|3AART|4RCR|5LEGI|6DMG|7aVULN|8CGEN|9ZMB
306	23365 63112	   	158.25	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2ERES|3AART|4RCR|5LEGI|6DMG|7CGEN|8aVULN|9ZMB
307	51611 13323	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2RPLT|3DMG|4AART|5RCR|6DUST|7DUR|8aVULN|9ASPD
308	51611 24223	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2RPLT|3DMG|4AART|5RCR|6ASPD|7DUST|8DUR|9aVULN
309	61611 22221	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2RPLT|3DMG|4AART|5RCR|6ASPD|7aVULN|8DUR|9CGEN
310	61611 22231	   	158.22	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2RPLT|3DMG|4AART|5RCR|6ASPD|7aVULN|8DUR|9RMIN
311	32544 22232	   	158.21	DCR|2AART|2DMG|1VULN|1ASPD	1FEWX|2BEXP|36AART|4ASPD|5BELT|79DMG|8VULN|aRCR
312	11136 53633	   	158.16	ACR|2VULN|3ZMB|1AART|1DUR|1SELL	1DUR|2DUST|34aZMB|5RCR|6AART|79VULN|8SELL
313	14233 33433	 * 	158.13	4VULN|3DMG|3ASPD|3DUR	19aDUR|2RCVC|369aVULN|4RPLT|568DMG|69aBPWR|79aASPD
314	22233 33433	   	158.13	4VULN|3DMG|3ASPD|3DUR	1DMSP|29aDUR|369aVULN|4RPLT|568DMG|69aBPWR|79aASPD
315	31544 22232	   	158.11	DCR|2AART|2DMG|1VULN|1ASPD	1FEWX|2DUST|36AART|4ASPD|5BELT|79DMG|8VULN|aRCR
316	25241 31314	   	158.09	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2RCVC|3LIT|4AART|5RCR|69VULN|7BEXP|8DMG|aCDMG
317	54263 33312	   	157.99	DCR|2VULN|1AART|2ZMB|2DUR|1ASPD	1MLV|26ZMB|35VULN|4AART|79DUR|8RCR|aASPD
318	51255 11223	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RPLT|3LHND|4SNIHEL|5aDMG|6RCR|7AART|8VULN|9ZMB
319	23362 13214	   	157.90	ACR|2AART|2VULN|2DUR|1ASPD	1DMSP|2ERES|38AART|4RCR|59DUR|67VULN|aASPD
320	24226 31521	   	157.87	DCR|3VULN|2AART|1ZMB	1DMSP|235VULN|4ZMB|6RMIN|78AART|9RCR|aRCVC
321	24226 31522	   	157.87	DCR|3VULN|2AART|1ZMB	1DMSP|235VULN|4ZMB|6RMIN|78AART|9RCR|aMGNLIT
322	24226 31523	   	157.87	DCR|3VULN|2AART|1ZMB	1DMSP|235VULN|4ZMB|6RMIN|78AART|9RCR|aCGEN
323	11136 35111	   	157.81	ACR|2VULN|3ZMB|1AART|1DUR	1DUR|2DUST|349ZMB|5RCR|6RCVC|7AART|8aVULN
324	23363 13126	   	157.79	ACR|3VULN|1AART|2ZMB	1DMSP|2ERES|3AART|4RCR|5LHND|678VULN|9aZMB
325	23364 13126	   	157.79	ACR|3VULN|1AART|2ZMB	1DMSP|2ERES|3AART|4RCR|5LWND|678VULN|9aZMB
326	23366 13126	   	157.79	ACR|3VULN|1AART|2ZMB	1DMSP|2ERES|3AART|4RCR|5FEWX|678VULN|9aZMB
327	54233 22533	   	157.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3aVULN|4RPLT|5DMG|6DUR|7AART|8BEXP|9RCR
328	54233 62233	   	157.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3aVULN|4RPLT|5DMG|6BEXP|7AART|8DUR|9RCR
329	14263 12421	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RCVC|356VULN|4AART|7NUKE|8CDMG|9RCR|aBEXP
330	14263 12423	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RCVC|356VULN|4AART|7NUKE|8CDMG|9RCR|aCGEN
331	22263 12421	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7NUKE|8CDMG|9RCR|aBEXP
332	22263 12423	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7NUKE|8CDMG|9RCR|aCGEN
333	22263 12424	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7NUKE|8CDMG|9RCR|aLHND
