0	Index      	 *	Score 	Summary	Detail	
1	31263 23163	 * 	186.06	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8aVULN|9ASPD
168	21143 34153	   	167.53	DCR|3VULN|2AART|1DMG	1CGEN|26AART|348VULN|5DMG|7BEXP|9RMIN|aRCR
169	36253 34333	   	167.51	DCR|3VULN|2AART|1CDMG	1ERES|2MBVNT|35AART|49aVULN|6CGEN|7RCR|8CDMG
170	21143 23143	   	167.43	DCR|3VULN|2AART|1DMG	1CGEN|27AART|349VULN|5DMG|6ERES|8RMIN|aRCR
171	31262 53123	   	167.39	DCR|2VULN|1AART|2CDMG|1DMG	15ERES|2AART|39CDMG|4DMG|6aVULN|7RCR|8FEWX
172	31262 53513	   	167.39	DCR|2VULN|1AART|2CDMG|1DMG	15ERES|2AART|38CDMG|4DMG|6aVULN|7RCR|9LHND
173	31262 53523	   	167.39	DCR|2VULN|1AART|2CDMG|1DMG	15ERES|2AART|38CDMG|4DMG|6aVULN|7RCR|9FEWX
174	31263 52322	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2AART|3CDMG|47DMG|5ZMB|6RCVC|8VULN|9RCR|aDMSP
175	31263 52323	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2AART|3CDMG|47DMG|5ZMB|6RCVC|8VULN|9RCR|aBEXP
176	31263 52326	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2AART|3CDMG|47DMG|5ZMB|6RCVC|8VULN|9RCR|aRMIN
177	23166 61332	   	167.32	DCR|2VULN|2AART|1DMG|1CDMG	1CGEN|25VULN|3LHND|4CDMG|6LIT|7aAART|8RCR|9DMG
178	31153 22235	   	167.29	DCR|2VULN|1AART|2CDMG|1DMG	146ERES|2AART|39VULN|5DMG|7RCR|8aCDMG
179	31262 53223	   	167.29	DCR|2VULN|1AART|1DMG|2CDMG	15ERES|2AART|39CDMG|4DMG|6aVULN|7RCR|8LEGI
180	31153 34125	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14ERES|2AART|38VULN|5DMG|6MLV|7ZMB|9RCR|aCDMG
181	31263 52321	   	167.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aERES|2AART|3CDMG|47DMG|5ZMB|6RCVC|8VULN|9RCR
182	31263 52325	   	167.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2AART|3CDMG|47DMG|5ZMB|6RCVC|8VULN|9RCR|aTLV
183	31261 63533	   	167.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1ERES|2AART|38CDMG|47DMG|5LHND|6VULN|9DUR|aRCR
184	33166 61332	   	167.22	DCR|2VULN|2AART|1DMG|1CDMG	1ERES|25VULN|3LHND|4CDMG|6LIT|7aAART|8RCR|9DMG
185	21143 36353	 * 	167.15	DCR|3AART|2VULN|1DMG|1ZMB	1CGEN|268AART|34VULN|5DMG|7DMSP|9ZMB|aRCR
186	21161 63631	   	167.00	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1CGEN|2AART|36VULN|48ASPD|5CDMG|7RCR|9aDUR
187	31263 21525	 * 	166.90	DCR|1AART|1VULN|1DMG|2CDMG|2ZMB|1DUR	1ERES|2AART|38CDMG|4DMG|57ZMB|6DUR|9RCR|aVULN
188	31263 23131	   	166.82	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2AART|3CDMG|4DMG|5ZMB|6aDUR|7RCR|8VULN|9CGEN
189	21161 63531	   	166.70	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	1CGEN|2AART|36VULN|4ASPD|58CDMG|7RCR|9aDUR
190	23221 31316	 * 	166.65	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1CGEN|26VULN|3DUR|4CDMG|56ASPD|6BPWR|7aDMG|8RPLT|9RCR
191	31232 65531	   	166.60	DCR|3VULN|1AART|1CDMG|2DUR	16ERES|2AART|3CDMG|4FEWX|567VULN|6BPWR|8RCR|9aDUR
192	26231 21311	   	166.37	DCR|3DMG|2VULN|1ZMB	17CGEN|235DMG|45LHND|5BPWR|6RCR|8aVULN|9ZMB
193	26231 23531	   	166.37	DCR|3DMG|2VULN|1ZMB	19CGEN|235DMG|45LHND|5BPWR|6RCR|7ZMB|8aVULN
194	26231 23541	   	166.37	DCR|3DMG|2VULN|1ZMB	1CGEN|235DMG|45LHND|5BPWR|6RCR|7ZMB|8aVULN|9RCVC
195	26231 23552	   	166.37	DCR|3DMG|2VULN|1ZMB	1CGEN|235DMG|45LHND|5BPWR|6RCR|7ZMB|89VULN|aLWND
196	26231 24311	   	166.37	DCR|3DMG|2VULN|1ZMB	1CGEN|235DMG|457LHND|5BPWR|6RCR|8aVULN|9ZMB
197	26251 21311	   	166.37	DCR|3DMG|2VULN|1ZMB	17CGEN|235DMG|45LWND|5BPWR|6RCR|8aVULN|9ZMB
198	26251 23531	   	166.37	DCR|3DMG|2VULN|1ZMB	19CGEN|235DMG|45LWND|5BPWR|6RCR|7ZMB|8aVULN
199	52131 62334	   	166.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LWND|2aVULN|3LIT|4DUR|5FLTHEA|6RCR|7DMG|8ERES|9AART
200	26231 23553	   	166.27	DCR|3DMG|2VULN|1ZMB	1CGEN|235DMG|45LHND|5BPWR|6RCR|7ZMB|89VULN|aMBVNT
201	31435 33253	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|6DMG|7DUR|8RCR|9CDMG|aZMB
202	21265 33132	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2aAART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8FEWX|9VULN
203	21265 33313	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|29AART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8RPLT|aVULN
204	31263 13143	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2aAART|3CDMG|4DMG|5ZMB|6LHND|7RCR|8VULN|9LWND
205	21213 23163	   	165.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2AART|3CDMG|4ERES|5ZMB|6DUR|7RCR|8aVULN|9ASPD
206	21252 23163	   	165.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2AART|3CDMG|4ZMB|5ERES|6DUR|7RCR|8aVULN|9ASPD
207	21256 13263	   	165.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2AART|3CDMG|4ZMB|5aVULN|6ERES|7RCR|8DUR|9ASPD
208	31621 53163	   	165.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3RMIN|4DUR|5CDMG|6ZMB|7RCR|8aVULN|9ASPD
209	21256 13331	   	165.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2AART|3CDMG|4ZMB|59VULN|6ERES|7RCR|8ASPD|aDUR
210	31256 43231	   	165.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4ZMB|59VULN|6RMIN|7RCR|8ASPD|aDUR
211	31263 33132	   	165.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2aAART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8FEWX|9VULN
212	31263 33313	   	165.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|29AART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8RPLT|aVULN
213	31263 33626	   	165.89	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|49DMG|5ZMB|6TLV|7RCR|8ASPD|aDUR
214	21153 42323	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1CGEN|2AART|3aVULN|4ERES|5RCR|6SELL|7ASPD|8DMG|9CDMG
215	31163 42323	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1ERES|2AART|3aVULN|4CGEN|5RCR|6SELL|7ASPD|8DMG|9CDMG
216	31263 21125	   	165.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|2DUR	1ERES|2AART|3CDMG|4DMG|57ZMB|68DUR|9RCR|aVULN
217	31145 31126	   	165.87	DCR|4VULN|1AART|1CDMG	1ERES|2AART|3458VULN|6MBVNT|7TLV|9RCR|aCDMG
218	21145 34251	   	165.84	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|2AART|345VULN|6MBVNT|7CDMG|8ASPD|9RCR|aDUR
219	21133 16331	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG|aDUR
220	21133 16351	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DUR|aDMG
221	31232 64513	   	165.81	DCR|3VULN|2AART|1CDMG	16ERES|27AART|3CDMG|4FEWX|56aVULN|6BPWR|8RCR|9MLV
222	31232 64523	   	165.81	DCR|3VULN|2AART|1CDMG	16ERES|27AART|3CDMG|4FEWX|56aVULN|6BPWR|8RCR|9RMIN
223	31262 22624	   	165.74	DCR|3DMG|1AART|1CDMG|1ASPD|1DUR	15ERES|2AART|3CDMG|47aDMG|6ASPD|8DUR|9RCR
224	31145 34251	   	165.74	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1ERES|2AART|345VULN|6MBVNT|7CDMG|8ASPD|9RCR|aDUR
225	21145 33453	 * 	165.74	DCR|4VULN|3AART	1CGEN|279AART|3458VULN|6MBVNT|aRCR
226	31133 16331	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG|aDUR
227	31133 16351	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DUR|aDMG
228	21153 54333	 * 	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2AART|39aVULN|4ERES|5RCR|6ZMB|7TLV|8CDMG
229	31163 54333	   	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2AART|39aVULN|4CGEN|5RCR|6ZMB|7TLV|8CDMG
230	26222 25225	   	165.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14CGEN|23DMG|5AART|6MLV|7CDMG|8ZMB|9RCR|aVULN
231	31252 21326	   	165.60	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	15ERES|27AART|3CDMG|4ZMB|6ASPD|8aVULN|9RCR
232	26222 42163	   	165.57	DCR|2VULN|2DMG|1AART|1SELL	14CGEN|23DMG|5AART|6RCR|7LHND|8aVULN|9SELL
233	31263 33425	 * 	165.57	DCR|2DMG|1AART|1CDMG|2ASPD|1ZMB	1aERES|2AART|3CDMG|4aDMG|5ZMB|6TLV|7RCR|8NUKE|9aASPD|aBPWR
234	21143 36233	   	165.52	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|26AART|34VULN|5DMG|7DMSP|8RCVC|9CDMG|aRCR
235	21143 32543	 * 	165.52	DCR|2AART|2VULN|1DMG|1FLTHEA	1CGEN|26AART|34VULN|5DMG|7LHND|8FLTHEA|9LWND|aRCR
236	21143 34533	   	165.52	DCR|2AART|2VULN|1DMG|1FLTHEA	1CGEN|26AART|34VULN|5DMG|7BEXP|8FLTHEA|9LHND|aRCR
237	21256 63121	   	165.47	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1CGEN|2AART|39CDMG|4ZMB|56VULN|7RCR|8FEWX|aDUR
238	21143 33533	   	165.42	DCR|2AART|2VULN|1DMG|1FLTHEA	1CGEN|26AART|34VULN|5DMG|7DUST|8FLTHEA|9LHND|aRCR
239	21143 33543	   	165.42	DCR|2AART|2VULN|1DMG|1FLTHEA	1CGEN|26AART|34VULN|5DMG|7DUST|8FLTHEA|9LWND|aRCR
240	21143 34513	   	165.42	DCR|2AART|2VULN|1DMG|1FLTHEA	1CGEN|26AART|34VULN|5DMG|7BEXP|8FLTHEA|9LEGI|aRCR
241	31143 16336	   	165.42	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|29AART|34VULN|5DMG|6LHND|7MLV|8CDMG|aRCR
242	21143 12321	   	165.42	DCR|3VULN|1AART|1DMG|1DUR	1aCGEN|2AART|348VULN|5DMG|6LHND|7DUR|9RCR
243	21143 12323	   	165.42	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2AART|348VULN|5DMG|6LHND|7DUR|9RCR|aDMSP
244	31253 53411	   	165.38	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2AART|3CDMG|45ZMB|6VULN|7RCR|8DMG|9MLV|aDUR
245	31253 53431	   	165.38	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2AART|3CDMG|45ZMB|6VULN|7RCR|8DMG|9BEXP|aDUR
246	31263 23135	   	165.38	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2AART|3CDMG|4DMG|5aZMB|6DUR|7RCR|8VULN|9CGEN
247	21256 63221	   	165.37	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1CGEN|2AART|39CDMG|4ZMB|56VULN|7RCR|8LEGI|aDUR
248	31256 63121	   	165.37	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1ERES|2AART|39CDMG|4ZMB|56VULN|7RCR|8FEWX|aDUR
249	21256 13323	   	165.37	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1CGEN|2AART|39CDMG|4ZMB|5aVULN|6ERES|7RCR|8ASPD
250	31256 43223	   	165.37	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ERES|2AART|39CDMG|4ZMB|5aVULN|6RMIN|7RCR|8ASPD
251	21143 33513	   	165.32	DCR|2AART|2VULN|1DMG|1FLTHEA	1CGEN|26AART|34VULN|5DMG|7DUST|8FLTHEA|9LEGI|aRCR
252	31143 26333	   	165.32	DCR|2AART|2VULN|1DMG|1CDMG	16ERES|28AART|34VULN|5DMG|7DMSP|9CDMG|aRCR
253	31262 51334	   	165.32	DCR|2AART|2VULN|1DMG|1CDMG	15ERES|29AART|3CDMG|4DMG|68VULN|7BELT|aRCR
254	21143 14324	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|2AART|348VULN|5DMG|6LHND|7DUST|9RCR|aASPD
255	56132 23644	   	165.32	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|2MGNLIT|3MBVNT|4ZMB|57VULN|69DMG|8AART|aRCR
256	33132 54513	 * 	165.29	ACR|4VULN|1AART|1CDMG	1ERES|247aVULN|3LHND|5RCR|6CDMG|8AART|9MLV
257	33132 54523	   	165.29	ACR|4VULN|1AART|1CDMG	1ERES|247aVULN|3LHND|5RCR|6CDMG|8AART|9RMIN
258	31253 53421	   	165.28	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2AART|3CDMG|45ZMB|6VULN|7RCR|8DMG|9DUST|aDUR
259	21143 32425	   	165.28	DCR|2AART|2VULN|1DMG|1ZMB	1CGEN|26AART|34VULN|5DMG|7LHND|8FEWX|9RCR|aZMB
260	21143 32625	   	165.28	DCR|2AART|2VULN|1DMG|1ZMB	1CGEN|26AART|34VULN|5DMG|7LHND|8BEXP|9RCR|aZMB
261	31256 63221	   	165.27	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1ERES|2AART|39CDMG|4ZMB|56VULN|7RCR|8LEGI|aDUR
262	21145 34254	   	165.22	DCR|3VULN|1AART|2CDMG|1ASPD	1CGEN|2AART|345VULN|6MBVNT|7aCDMG|8ASPD|9RCR
263	31145 34254	   	165.12	DCR|3VULN|1AART|2CDMG|1ASPD	1ERES|2AART|345VULN|6MBVNT|7aCDMG|8ASPD|9RCR
264	31253 34324	   	165.09	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|27AART|3CDMG|45ZMB|6CGEN|8VULN|9RCR|aDMG
265	32315 53134	 * 	165.09	DCR|2DMG|1AART|1VULN|3ASPD	18ERES|2RPLT|3BEXP|48DMG|589ASPD|6AART|7RCR|8BPWR|aVULN
266	31153 22511	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9RPLT|aLIT
267	31153 22512	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9aRPLT
268	31153 22522	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9LSRICY|aLWND
269	31153 22523	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9LSRICY|aRPLT
270	31153 22531	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9CGEN|aLHND
271	31153 22532	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9CGEN|aDMSP
272	31153 22533	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9CGEN|aMLV
273	31153 22535	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9CGEN|aLWND
274	31153 22536	   	165.01	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9aCGEN
275	36253 14331	   	165.00	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1ERES|2MBVNT|35AART|47VULN|6ASPD|8ZMB|9RCR|aCDMG
276	26233 52321	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1aCGEN|23DMG|4LHND|58VULN|6AART|7DUR|9RCR
277	26233 52323	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|23DMG|4LHND|58VULN|6AART|7DUR|9RCR|aDMSP
278	33212 51563	 * 	164.93	ACR|2VULN|2DMG|3DUR|1CDMG	19ERES|29VULN|34aDUR|5RCR|6CDMG|7BELT|89DMG|9BPWR
279	31153 22325	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|5aDMG|7RCR|9LSRICY
280	31153 22341	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|5aDMG|7RCR|9BEXP
281	31153 22351	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|5aDMG|7RCR|9LHND
282	31153 22361	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|5aDMG|7RCR|9LWND
283	31153 22421	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|3aVULN|58DMG|7RCR|9LSRICY
284	31153 22443	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|3aVULN|58DMG|7RCR|9BEXP
285	31153 22453	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|3aVULN|58DMG|7RCR|9LHND
286	31153 22463	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|3aVULN|58DMG|7RCR|9LWND
287	31153 22515	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9RPLT|aNUKE
288	31153 22516	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9RPLT|aDUST
289	31153 22542	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9BEXP|aDUST
290	31153 22552	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9LHND|aDUST
291	31153 22562	   	164.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9LWND|aDUST
292	31253 51314	   	164.42	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|2AART|3CDMG|45ZMB|689VULN|7BELT|aRCR
293	31263 21524	 * 	164.42	DCR|2DMG|1AART|2CDMG|2ZMB|1DUR	1ERES|2AART|38CDMG|4aDMG|57ZMB|6DUR|9RCR
294	11413 42353	 * 	164.33	DCR|3VULN|2AART|2CDMG	12CDMG|2BPWR|368VULN|4TLV|5MLV|79AART|aRCR
295	11513 42353	   	164.33	DCR|3VULN|2AART|2CDMG	12CDMG|2BPWR|3ERES|468VULN|5MLV|79AART|aRCR
296	26222 41224	   	164.31	DCR|3DMG|1AART|1CDMG|1DUR	14CGEN|23aDMG|5AART|6RCR|7TLV|8DUR|9CDMG
297	13134 35262	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2BEXP|3LWND|49VULN|5CGEN|6RCR|7aDMG|8ZMB
298	13526 33262	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2BEXP|3MLV|4LWND|59VULN|6RCR|7aDMG|8ZMB
299	13626 33262	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2BEXP|3ERES|4LWND|59VULN|6RCR|7aDMG|8ZMB
300	21145 35124	   	164.16	DCR|4VULN|1AART|1DUR	1CGEN|2AART|3459VULN|6MBVNT|7RCR|8DUR|aLHND
301	21145 35122	   	164.06	DCR|4VULN|1AART|1DUR	1CGEN|2AART|3459VULN|6MBVNT|7RCR|8DUR|aERES
302	21145 35123	   	164.06	DCR|4VULN|1AART|1DUR	1CGEN|2AART|3459VULN|6MBVNT|7RCR|8DUR|aTLV
303	31145 35123	   	164.06	DCR|4VULN|1AART|1DUR	1ERES|2AART|3459VULN|6MBVNT|7RCR|8DUR|aCGEN
304	31262 21625	   	164.01	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	15ERES|27AART|3CDMG|4DMG|6ASPD|8DUR|9RCR|aVULN
305	31145 35122	   	163.96	DCR|4VULN|1AART|1DUR	1aERES|2AART|3459VULN|6MBVNT|7RCR|8DUR
306	31145 35124	   	163.96	DCR|4VULN|1AART|1DUR	1ERES|2AART|3459VULN|6MBVNT|7RCR|8DUR|aTLV
307	36456 32423	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|36DMG|46LWND|5AART|6BPWR|7DUR|8RCR|9CDMG|aVULN
308	21145 35121	   	163.91	DCR|4VULN|1AART|1DUR|1SELL	1CGEN|2AART|3459VULN|6MBVNT|7RCR|8DUR|aSELL
309	31145 35121	   	163.81	DCR|4VULN|1AART|1DUR|1SELL	1ERES|2AART|3459VULN|6MBVNT|7RCR|8DUR|aSELL
310	21161 63134	   	163.81	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8FEWX|aLHND
311	21161 63135	   	163.81	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8FEWX|aLWND
312	21161 63136	   	163.81	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8FEWX|aMLV
313	21161 63333	   	163.81	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|36aVULN|4ASPD|5CDMG|7RCR|8RPLT|9RCVC
314	21145 35311	   	163.71	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9MLV|aDUR
315	21145 35331	   	163.71	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9BEXP|aDUR
316	21161 63132	   	163.71	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8FEWX|aDUST
317	21161 63234	   	163.71	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8LEGI|aLHND
318	21161 63235	   	163.71	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8LEGI|aLWND
319	21161 63236	   	163.71	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8LEGI|aMLV
320	21161 63413	   	163.71	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|36aVULN|4ASPD|5CDMG|7RCR|8NUKE|9MLV
321	21151 61314	   	163.67	DCR|4VULN|1AART|1CDMG	1CGEN|2AART|3689VULN|4ERES|5CDMG|7BELT|aRCR
322	31161 61314	   	163.67	DCR|4VULN|1AART|1CDMG	1ERES|2AART|3689VULN|4CGEN|5CDMG|7BELT|aRCR
323	21256 63112	   	163.66	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|2aAART|3CDMG|4ZMB|56VULN|7RCR|8FEWX|9BEXP
324	21145 35321	   	163.61	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2AART|345VULN|6MBVNT|7RCR|8CDMG|9DUST|aDUR
325	31145 35311	   	163.61	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9MLV|aDUR
326	31145 35331	   	163.61	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9BEXP|aDUR
327	21161 63232	   	163.61	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8LEGI|aDUST
328	21131 16635	   	163.58	DCR|2VULN|1AART|1DMG|1FLTHEA	1CGEN|2AART|39VULN|4LIT|5RPLT|6RCR|7NUKE|8FLTHEA|aDMG
329	21256 63212	   	163.56	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|2aAART|3CDMG|4ZMB|56VULN|7RCR|8LEGI|9BEXP
330	31256 63112	   	163.56	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|2aAART|3CDMG|4ZMB|56VULN|7RCR|8FEWX|9BEXP
331	21141 12353	   	163.54	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|2AART|348VULN|5LHND|6ASPD|7DUR|9CDMG|aRCR
332	31145 35321	   	163.51	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2AART|345VULN|6MBVNT|7RCR|8CDMG|9DUST|aDUR
333	31131 16635	   	163.48	DCR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2AART|39VULN|4LIT|5RPLT|6RCR|7NUKE|8FLTHEA|aDMG
334	31256 63212	   	163.46	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|2aAART|3CDMG|4ZMB|56VULN|7RCR|8LEGI|9BEXP
335	11413 12442	   	163.43	DCR|2DMG|3CDMG|1AART|1VULN	129CDMG|29BPWR|3VULN|49TLV|5MLV|6BEXP|7AART|89DMG|aRCR
336	33132 54532	   	163.42	ACR|3VULN|1AART|1CDMG|2DUR	1ERES|247VULN|3LHND|5RCR|6CDMG|8AART|9aDUR
337	11443 15223	   	163.42	DCR|3VULN|1AART|2CDMG|1ASPD	12CDMG|2BPWR|37aVULN|4LHND|5AART|6ERES|8ASPD|9RCR
338	31263 21124	   	163.40	DCR|2DMG|1AART|2ZMB|1CDMG|2DUR	1ERES|2AART|3CDMG|4aDMG|57ZMB|68DUR|9RCR
