0	Index      	 *	Score 	Summary	Detail	
1	23521 16251	 * 	269.09	紫橙3易伤2攻速	1机枪对壮28核35a易伤47攻速6赏金塔9激光减费
210	63121 31243	   	240.86	紫橙1易伤2攻速1暴击1全技能	18核2挖尘3导弹对毒47攻速5易伤6低血量敌人9全技能a暴击
211	43315 22844	 * 	240.41	橙橙1易伤1伤害	1敌人爆炸2随机矿3易伤4额外掉落5基地爆炸6加一7挖青89核a伤害
212	23211 58714	   	240.01	紫橙1易伤1伤害2时间1暴击	1机枪对壮27核3额外掉落4暴击5a时间6加一8伤害9易伤
213	66321 31221	   	239.69	紫橙2易伤1伤害	18核2伤害3电塔对甲46低血量敌人5a易伤7基地爆炸9最后敌人
214	66321 31236	   	239.69	紫橙2易伤1伤害	18核2伤害3电塔对甲46低血量敌人5a易伤7基地爆炸9赏金塔
215	11362 32521	 * 	239.41	橙3易伤1伤害1攻速1暴击	1时间2攻速349易伤5等级6最后敌人7伤害8暴击a核
216	11364 32521	   	239.41	橙3易伤1伤害1攻速1暴击	1时间2攻速349易伤5金币生成6最后敌人7伤害8暴击a核
217	11366 12521	   	239.41	橙3易伤1伤害1攻速1暴击	1时间2攻速349易伤5基地爆炸6金币生成7伤害8暴击a核
218	23321 11256	   	239.36	紫橙1易伤2攻速1暴击1卖塔	1机枪对壮28核3敌人爆炸47攻速5易伤6时间9卖塔a暴击
219	62321 11256	   	239.36	紫橙1易伤2攻速1暴击1卖塔	18核2激光对绿3敌人爆炸47攻速5易伤6时间9卖塔a暴击
220	23531 15231	   	239.34	紫橙2易伤2暴击1策反	1机枪对壮28核35易伤4策反6赏金塔7立即金币9a暴击
221	62531 15231	   	239.34	紫橙2易伤2暴击1策反	18核2激光对绿35易伤4策反6赏金塔7立即金币9a暴击
222	11362 62521	   	239.31	橙3易伤1伤害1攻速1暴击	1时间2攻速349易伤5等级6挖尘7伤害8暴击a核
223	11365 32521	   	239.31	橙3易伤1伤害1攻速1暴击	1时间2攻速349易伤5技能点6最后敌人7伤害8暴击a核
224	63121 11256	   	239.26	紫橙1易伤2攻速1暴击1卖塔	18核2挖尘3导弹对毒47攻速5易伤6时间9卖塔a暴击
225	23521 22112	   	239.12	紫4易伤2攻速1伤害1全技能	1机枪对壮2核3567易伤46攻速6序列升级8伤害9时间a全技能
226	62521 22112	   	239.12	紫4易伤2攻速1伤害1全技能	1核2激光对绿3567易伤46攻速6序列升级8伤害9时间a全技能
227	64521 22112	   	239.12	紫4易伤2攻速1伤害1全技能	1核2基础对甲3567易伤46攻速6序列升级8伤害9时间a全技能
