0	Index      	 *	Score 	Summary	Detail	
1	42232 51112	 * 	193.12	ACR|3DMG|2VULN|1AART|2DUR	17DUR|2LHND|3AART|4RCR|57MLV|679DMG|7BPWR|8aVULN
171	63124 17281	   	166.81	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1MLV|2MBVNT|39VULN|4AART|56ASPD|7RCR|8DMG|aDUR
172	53162 15121	   	166.73	DCR|3VULN|1AART|1DMG|1FLTHEA	1LHND|2CGEN|358VULN|4DMG|6LWND|7AART|9FLTHEA|aRCR
173	53326 13162	   	166.72	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2CGEN|3FEWX|45AART|68VULN|7DMG|9RCR|aCDMG
174	53326 13262	   	166.72	DCR|2AART|2DMG|1VULN|1CDMG	1LHND|2CGEN|3FEWX|45AART|6VULN|78DMG|9RCR|aCDMG
175	42225 13162	   	166.65	DCR|2VULN|2DMG|1AART|1DUR	1DUR|24LHND|3AART|5ERES|68VULN|7aDMG|9RCR
176	54142 23222	   	166.53	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1LHND|2CDMG|3NUKE|4ZMB|5VULN|6aDMG|7AART|8RCR|9SELL
177	64111 52112	 * 	166.49	DCR|2DMG|1AART|1VULN|2CDMG	19MLV|2RPLT|39DMG|4AART|5RCVC|69CDMG|7RCR|8LEGI|9BPWR|aVULN
178	42232 51232	   	166.47	ACR|3DMG|1AART|2DUR|1ZMB	17DUR|2LHND|3AART|4RCR|57MLV|67aDMG|7BPWR|8RMIN|9ZMB
179	42115 22233	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2LHND|39DMG|4RPLT|56VULN|7ZMB|8RCR|aCDMG
180	46115 22233	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|39DMG|4RPLT|56VULN|7ZMB|8RCR|aCDMG
181	63124 18436	 * 	166.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1MLV|2MBVNT|39VULN|4AART|56ASPD|7CDMG|8DMG|aRCR
182	14233 62362	   	166.28	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1DMSP|2FLTHEA|3FEWX|4AART|5VULN|6ZMB|7RMIN|8aDMG|9RCR
183	23182 72128	   	166.27	DCR|4VULN|2AART	19CGEN|2MBVNT|3589VULN|49ERES|6aAART|7RCR|9BPWR
184	11333 52264	 * 	166.21	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1DMSP|24TLV|34ASPD|4BPWR|5aDMG|6RCR|7VULN|8DUR|9AART
185	23132 86142	 * 	166.17	DCR|4VULN|1AART|3DUR	1CGEN|2MBVNT|3567VULN|459DUR|5BPWR|8RCR|aAART
186	42232 52132	   	165.83	ACR|2AART|2DMG|1VULN|1DUR	1DUR|2LHND|3aAART|4RCR|5MLV|67DMG|8VULN|9BELT
187	42232 63212	 * 	165.83	ACR|2AART|2VULN|1DMG|1DUR	1DUR|2LHND|3aAART|4RCR|5MLV|69VULN|7DMG|8BELT
188	42232 63332	   	165.83	ACR|2AART|2DMG|1VULN|1DUR	1DUR|2LHND|3aAART|4RCR|5MLV|6VULN|78DMG|9BELT
189	42236 32622	   	165.83	ACR|2AART|2VULN|1DMG|1DUR	1DUR|2LHND|37AART|4RCR|5FEWX|6DMG|8aVULN|9CGEN
190	42236 32623	   	165.83	ACR|2AART|2DMG|1VULN|1DUR	1DUR|2LHND|37AART|4RCR|5FEWX|6aDMG|8VULN|9CGEN
191	42236 32632	   	165.83	ACR|2AART|2VULN|1DMG|1DUR	1DUR|2LHND|37AART|4RCR|5FEWX|6DMG|8aVULN|9RPLT
192	14551 32122	   	165.61	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|1DUR	1DMSP|2FLTHEA|3aCDMG|4RCVC|5RCR|6DMG|7AART|8VULN|9DUR
193	13613 33663	   	165.52	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|29LWND|39DMG|4BASHEA|5ZMB|6RPLT|79VULN|8AART|9BPWR|aRCR
194	11312 16164	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1DMSP|2TLV|3ASPD|4aDMG|57VULN|6BEXP|8RCR|9AART
195	42232 52153	   	165.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|67DMG|8VULN|9FEWX|aZMB
196	42232 61342	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|6aVULN|7CGEN|8DMG|9ZMB
197	42232 61343	   	165.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|6VULN|7CGEN|8aDMG|9ZMB
198	42232 63153	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|69VULN|7DMG|8BEXP|aZMB
199	42232 63353	   	165.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|6VULN|78DMG|9FEWX|aZMB
200	23133 73872	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2MBVNT|36VULN|4DUR|5AART|7aDMG|8ERES|9RCR
201	11333 53254	 * 	165.27	DCR|3DMG|1AART|2ASPD|1ZMB	1DMSP|24TLV|34ASPD|4BPWR|589DMG|6RCR|7ZMB|aAART
202	42232 51342	 * 	164.91	ACR|2AART|2DMG|1CDMG|2DUR	17DUR|2LHND|39AART|4RCR|57MLV|67DMG|7BPWR|8FEWX|aCDMG
203	42326 52111	   	164.81	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2LHND|3CGEN|45AART|69DMG|7RCR|8VULN|aFEWX
204	42326 52122	   	164.81	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2LHND|3CGEN|45AART|6aDMG|7RCR|8VULN|9RCVC
205	53326 52132	   	164.81	DCR|2AART|2VULN|1DMG|1DUR	1LHND|2CGEN|3FEWX|45AART|6DMG|7RCR|8aVULN|9DUR
206	53326 52133	   	164.81	DCR|2AART|2DMG|1VULN|1DUR	1LHND|2CGEN|3FEWX|45AART|6aDMG|7RCR|8VULN|9DUR
207	42225 13262	   	164.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|24LHND|3AART|5ERES|6VULN|78aDMG|9RCR
208	42326 52113	   	164.71	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2LHND|3CGEN|45AART|69DMG|7RCR|8VULN|aTLV
209	42115 22253	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LHND|3DMG|4RPLT|569VULN|7ZMB|8RCR|aCDMG
210	42232 51235	   	164.47	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	17DUR|2LHND|3AART|4RCR|57MLV|67DMG|7BPWR|8RMIN|9ZMB|aCDMG
211	53326 13141	   	164.32	DCR|2AART|2VULN|1DMG|1FLTHEA	1LHND|2CGEN|3FEWX|45AART|68VULN|7DMG|9FLTHEA|aRCR
212	53326 13241	   	164.32	DCR|2AART|2DMG|1VULN|1FLTHEA	1LHND|2CGEN|3FEWX|45AART|6VULN|78DMG|9FLTHEA|aRCR
213	53526 13121	   	164.32	DCR|2AART|2VULN|1DMG|1FLTHEA	1LHND|2CGEN|3BEXP|45AART|68VULN|7DMG|9FLTHEA|aRCR
214	53526 13221	   	164.32	DCR|2AART|2DMG|1VULN|1FLTHEA	1LHND|2CGEN|3BEXP|45AART|6VULN|78DMG|9FLTHEA|aRCR
215	42431 12121	   	164.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|2LHND|3LIT|45VULN|5BPWR|6ZMB|7ERES|8RCR|9AART|aDMG
216	52126 13321	   	164.22	DCR|2AART|2DMG|1VULN|1FLTHEA	1LHND|2LEGI|37DMG|45AART|6VULN|8MLV|9FLTHEA|aRCR
217	52526 13121	   	164.22	DCR|2AART|2VULN|1DMG|1FLTHEA	1LHND|2LEGI|3CGEN|45AART|68VULN|7DMG|9FLTHEA|aRCR
218	52526 13221	   	164.22	DCR|2AART|2DMG|1VULN|1FLTHEA	1LHND|2LEGI|3CGEN|45AART|6VULN|78DMG|9FLTHEA|aRCR
219	11333 52162	   	164.16	DCR|2VULN|2DMG|2ASPD|1ZMB	1DMSP|249TLV|34ASPD|49BPWR|59DMG|6RCR|79VULN|8RMIN|aZMB
220	23133 23472	   	164.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1CGEN|2MBVNT|3VULN|46DUR|5AART|7aDMG|8ZMB|9RCR
221	14141 33421	   	164.11	DCR|2VULN|2DMG|2FLTHEA|1ASPD	1DMSP|26FLTHEA|3CANSTR|49VULN|56DMG|6BPWR|7RCR|8CGEN|aASPD
222	14141 33613	   	164.11	DCR|2VULN|2DMG|2FLTHEA|1ASPD	18DMSP|26FLTHEA|3CANSTR|49VULN|56DMG|6BPWR|7RCR|aASPD
223	42232 21523	   	164.10	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|6CDMG|7FLTHEA|8VULN|9LWND|aDMG
224	42232 21533	   	164.10	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|6CDMG|7FLTHEA|8VULN|9FEWX|aDMG
225	42232 21553	   	164.10	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|6CDMG|7FLTHEA|8VULN|9RCVC|aDMG
226	31262 22661	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2ERES|3ZMB|4RCR|5AART|6DUR|79VULN|8LHND|aDMG
227	53326 13163	   	164.08	DCR|2AART|2VULN|1DMG|1ZMB	1LHND|2CGEN|3FEWX|45AART|68VULN|7DMG|9RCR|aZMB
228	53326 13263	   	164.08	DCR|2AART|2DMG|1VULN|1ZMB	1LHND|2CGEN|3FEWX|45AART|6VULN|78DMG|9RCR|aZMB
229	23128 22713	   	164.01	DCR|2VULN|2DMG|1AART	16aCGEN|2MBVNT|3aVULN|4AART|5ERES|7RCR|8BEXP|9aDMG|aBPWR
230	63121 34385	   	164.01	DCR|2VULN|2DMG|1AART	1aMLV|2MBVNT|3aVULN|4AART|58BEXP|6DUST|7RCR|9aDMG|aBPWR
231	63121 34485	   	164.01	DCR|2VULN|2DMG|1AART	18aMLV|2MBVNT|3aVULN|4AART|5BEXP|6DUST|7RCR|9aDMG|aBPWR
232	63741 31281	 * 	163.99	DCR|2VULN|1AART|2CDMG|1DMG	1MLV|2MBVNT|35CDMG|45VULN|5BPWR|6LHND|7RCR|8AART|9DMG|aLIT
233	63741 31282	   	163.99	DCR|2VULN|1AART|1DMG|2CDMG	1aMLV|2MBVNT|35CDMG|45VULN|5BPWR|6LHND|7RCR|8AART|9DMG
234	31262 22361	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2ERES|3ZMB|4RCR|5AART|6DUR|79VULN|8DUST|aDMG
235	23128 22222	   	163.91	DCR|2VULN|2DMG|1AART	169CGEN|2MBVNT|3aVULN|4AART|59ERES|7RCR|89DMG|9BPWR
236	23128 22413	   	163.91	DCR|2VULN|2DMG|1AART	16aCGEN|2MBVNT|3aVULN|4AART|5ERES|7RCR|8DUST|9aDMG|aBPWR
237	23128 82223	   	163.91	DCR|2VULN|2DMG|1AART	19CGEN|2MBVNT|36VULN|4AART|59ERES|7RCR|89DMG|9BPWR|aBEXP
238	23128 82227	   	163.91	DCR|2VULN|2DMG|1AART	19CGEN|2MBVNT|36VULN|4AART|59ERES|7RCR|89DMG|9BPWR|aRCVC
239	63128 32221	   	163.91	DCR|2VULN|2DMG|1AART	19MLV|2MBVNT|36VULN|4AART|569ERES|69BPWR|7RCR|89DMG|aRPLT
240	63128 32222	   	163.91	DCR|2VULN|2DMG|1AART	19MLV|2MBVNT|36VULN|4AART|569ERES|69BPWR|7RCR|89DMG|aLIT
241	63128 32224	   	163.91	DCR|2VULN|2DMG|1AART	19MLV|2MBVNT|36VULN|4AART|569ERES|69BPWR|7RCR|89DMG|aLWND
242	63128 32226	   	163.91	DCR|2VULN|2DMG|1AART	19aMLV|2MBVNT|36VULN|4AART|569ERES|69BPWR|7RCR|89DMG
243	63128 32227	   	163.91	DCR|2VULN|2DMG|1AART	19MLV|2MBVNT|36VULN|4AART|569ERES|69BPWR|7RCR|89DMG|aFEWX
244	63128 82223	   	163.91	DCR|2VULN|2DMG|1AART	19MLV|2MBVNT|36VULN|4AART|59ERES|7RCR|89DMG|9BPWR|aBEXP
245	63741 31283	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|2MBVNT|35CDMG|45VULN|5BPWR|6LHND|7RCR|8AART|9DMG|aERES
246	63741 31284	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|2MBVNT|35CDMG|45VULN|5BPWR|6LHND|7RCR|8AART|9DMG|aDUST
247	23128 82212	   	163.81	DCR|2VULN|2DMG|1AART	1CGEN|2MBVNT|36VULN|4AART|5ERES|7RCR|8aDMG|9LWND
248	23128 82228	   	163.81	DCR|2VULN|2DMG|1AART	19CGEN|2MBVNT|36VULN|4AART|59ERES|7RCR|89DMG|9BPWR|aDUST
249	23128 82272	   	163.81	DCR|2VULN|2DMG|1AART	1CGEN|2MBVNT|36VULN|4AART|5ERES|7RCR|8aDMG|9RMIN
250	23128 82712	   	163.81	DCR|2VULN|2DMG|1AART	1CGEN|2MBVNT|36VULN|4AART|5ERES|7RCR|8BEXP|9aDMG
251	63128 32272	   	163.81	DCR|2VULN|2DMG|1AART	1MLV|2MBVNT|36VULN|4AART|56ERES|6BPWR|7RCR|8aDMG|9RMIN
252	63128 42225	   	163.81	DCR|2VULN|2DMG|1AART	19MLV|2MBVNT|3aVULN|4AART|569ERES|7RCR|89DMG|9BPWR
253	26255 32112	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2RCVC|3FEWX|4ZMB|5AART|6DUR|7RCR|8VULN|9aDMG
254	63741 31222	   	163.74	DCR|2VULN|1AART|1DMG|2CDMG|1SELL	1MLV|2MBVNT|35CDMG|45VULN|5BPWR|6LHND|7RCR|8AART|9SELL|aDMG
255	23128 82262	   	163.71	DCR|2VULN|2DMG|1AART	1CGEN|2MBVNT|36VULN|4AART|5ERES|7RCR|8aDMG|9TLV
256	23128 82412	   	163.71	DCR|2VULN|2DMG|1AART	1CGEN|2MBVNT|36VULN|4AART|5ERES|7RCR|8DUST|9aDMG
257	63128 32262	   	163.71	DCR|2VULN|2DMG|1AART	1MLV|2MBVNT|36VULN|4AART|56ERES|6BPWR|7RCR|8aDMG|9TLV
258	42232 61363	   	163.69	ACR|2DMG|1AART|1VULN|3DUR	19aDUR|2LHND|3AART|4RCR|5aMLV|6VULN|7CGEN|8aDMG|aBPWR
259	42232 51141	   	163.69	ACR|2DMG|1AART|1VULN|3DUR	179DUR|2LHND|3AART|4RCR|57MLV|67DMG|7BPWR|8VULN|aRPLT
260	42232 51142	   	163.69	ACR|2DMG|1AART|1VULN|3DUR	179DUR|2LHND|3AART|4RCR|57MLV|67DMG|7BPWR|8VULN|aLIT
261	23128 82224	   	163.67	DCR|2VULN|2DMG|1AART|1SELL	19CGEN|2MBVNT|36VULN|4AART|59ERES|7RCR|89DMG|9BPWR|aSELL
262	63128 82224	   	163.67	DCR|2VULN|2DMG|1AART|1SELL	19MLV|2MBVNT|36VULN|4AART|59ERES|7RCR|89DMG|9BPWR|aSELL
263	42232 52522	   	163.62	ACR|3DMG|1AART|1FLTHEA|1DUR	1DUR|2LHND|3AART|4RCR|5MLV|67aDMG|8CGEN|9FLTHEA
264	23133 73873	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1aCGEN|2MBVNT|36aVULN|4DUR|5AART|7DMG|8aERES|9RCR|aBPWR
265	11312 16162	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1DMSP|2TLV|3ASPD|4DMG|57aVULN|6BEXP|8RCR|9AART
266	52431 21521	   	163.41	DCR|2VULN|2DMG|1AART	1LHND|2LEGI|35LIT|45VULN|5BPWR|6RCR|7RMIN|8aDMG|9AART
267	42431 21112	   	163.35	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	15DUR|2LHND|3LIT|45VULN|5BPWR|6RCR|7RMIN|8AART|9CDMG|aZMB
268	52431 23521	   	163.31	DCR|2VULN|2DMG|1AART	1LHND|2LEGI|35LIT|45VULN|5BPWR|6RCR|7ERES|8aDMG|9AART
269	63741 41343	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|2MBVNT|35CDMG|45VULN|5BPWR|6FEWX|7RCR|8LSRREG|9AART|aDMG
270	63741 41543	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|2MBVNT|35CDMG|45VULN|5BPWR|6FEWX|7RCR|8AIRHEL|9AART|aDMG
271	63741 71343	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|2MBVNT|35CDMG|45VULN|5BPWR|6BEXP|7RCR|8LSRREG|9AART|aDMG
272	42431 23112	   	163.25	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	15DUR|2LHND|3LIT|45VULN|5BPWR|6RCR|7ERES|8AART|9CDMG|aZMB
273	42431 25112	   	163.25	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	15DUR|2LHND|3LIT|45VULN|5BPWR|6RCR|7TLV|8AART|9CDMG|aZMB
274	63741 21543	   	163.19	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|2MBVNT|35CDMG|45VULN|5BPWR|6DUST|7RCR|8AIRHEL|9AART|aDMG
