0	Index      	 *	Score 	Summary	Detail	
1	52216 33262	 * 	211.25	DCR|3VULN|3DMG|1AART|2DUR	149DMG|2AART|34DUR|4BPWR|57aVULN|6RCR|8BEXP
165	52216 32226	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7BEXP|8ASPD|aFEWX
166	52216 34221	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7LWND|8ASPD|aCGEN
167	52216 34222	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7LWND|8ASPD|aMLV
168	52216 34223	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7LWND|8ASPD|aFEWX
169	52213 32331	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5LHND|6RCR|7BEXP|89VULN|aASPD
170	52213 33531	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5LHND|6RCR|79VULN|8BEXP|aASPD
171	52213 34331	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5LHND|6RCR|7LWND|89VULN|aASPD
172	52216 33121	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9LHND|aCGEN
173	52216 33122	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9LHND|aMLV
174	52216 33123	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9LHND|aFEWX
175	52216 33125	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9LHND|aDMSP
176	52216 33126	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9LHND|aLIT
177	52216 33131	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9BELT|aRCVC
178	52216 33132	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9BELT|aBEXP
179	52216 33133	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9BELT|aLWND
180	52216 33134	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9BELT|aLHND
181	52216 33142	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9LIT|aLWND
182	52216 33232	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8BEXP|9LIT|aASPD
183	52216 33432	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8LHND|9LIT|aASPD
184	52216 33532	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8LWND|9LIT|aASPD
185	52216 31212	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5aVULN|6RCR|7DUST|8ASPD|9LHND
186	52216 31221	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7DUST|8ASPD|aCGEN
187	52216 31222	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7DUST|8ASPD|aMLV
188	52216 31223	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7DUST|8ASPD|aBELT
189	52216 31226	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7DUST|8ASPD|aFEWX
190	52216 32225	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7BEXP|8ASPD|aLEGI
191	52216 32252	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5aVULN|6RCR|7BEXP|8ASPD|9DUST
192	52213 31331	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5LHND|6RCR|7DUST|89VULN|aASPD
193	52216 31531	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7DUST|8FEWX|aASPD
194	52216 33111	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9ERES|aRPLT
195	52216 33113	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9ERES|aLWND
196	52216 33143	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9LIT|aTLV
197	52216 33314	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8DMSP|9TLV|aASPD
198	52216 33334	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8DMSP|9ERES|aASPD
199	52213 31222	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5LHND|6RCR|7DUST|8ASPD|9aVULN
200	52213 33252	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5LHND|6RCR|7aVULN|8ASPD|9DUST
201	52216 31225	   	186.68	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|59VULN|6RCR|7DUST|8ASPD|aLEGI
202	52216 33112	   	186.68	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9aERES
203	52235 23433	   	186.66	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	145DMG|2AART|36DUR|7VULN|8RCR|9TLV|aCDMG
204	52216 33114	   	186.54	DCR|2VULN|2DMG|1AART|2DUR|1ASPD|1SELL	14DMG|2AART|34DUR|4BPWR|57VULN|6RCR|8ASPD|9ERES|aSELL
205	52234 13161	   	186.42	DCR|3DMG|1AART|1VULN|2DUR|1ZMB	149DMG|2AART|3aDUR|5ZMB|6VULN|7RCR|8TLV
206	52214 13163	   	186.42	DCR|3DMG|1AART|1VULN|2DUR|1ZMB	149DMG|2AART|34DUR|4BPWR|5ZMB|6VULN|7RCR|8TLV|aERES
207	52236 33234	   	186.00	DCR|2AART|2VULN|2DMG|1DUR	14DMG|2aAART|3DUR|57VULN|6RCR|8BEXP|9LIT
208	52233 34335	   	186.00	DCR|2AART|2DMG|2VULN|1DUR	14DMG|2aAART|3DUR|5LHND|6RCR|7LWND|89VULN
209	52214 31214	   	185.90	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1SELL	14DMG|2AART|34DUR|4BPWR|5ZMB|6SELL|7aVULN|8RCR|9LIT
210	52214 31261	   	185.90	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1SELL	14DMG|2AART|34DUR|4BPWR|5ZMB|6SELL|7aVULN|8RCR|9LHND
211	52231 13463	   	185.80	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14DMG|2AART|3DUR|5MLV|68VULN|7RCR|9CDMG|aLHND
212	52231 13461	   	185.70	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14DMG|2AART|3DUR|5MLV|68VULN|7RCR|9CDMG|aTLV
213	52231 13462	   	185.70	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14DMG|2AART|3DUR|5MLV|68VULN|7RCR|9CDMG|aERES
214	52236 32421	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|59VULN|6RCR|7BEXP|8ZMB|aCGEN
215	52236 32422	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|59VULN|6RCR|7BEXP|8ZMB|aMLV
216	52236 32423	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|59VULN|6RCR|7BEXP|8ZMB|aBELT
217	52236 33211	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8BEXP|9ZMB|aCGEN
218	52236 33212	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8BEXP|9ZMB|aMLV
219	52236 33213	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8BEXP|9ZMB|aBELT
220	52236 33216	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8BEXP|9ZMB|aFEWX
221	52236 33233	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8BEXP|9LIT|aZMB
222	52236 33322	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8DMSP|9ZMB|aCGEN
223	52236 33411	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8LHND|9ZMB|aCGEN
224	52236 33412	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8LHND|9ZMB|aMLV
225	52236 33413	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8LHND|9ZMB|aFEWX
226	52236 33433	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8LHND|9LIT|aZMB
227	52236 33511	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8LWND|9ZMB|aCGEN
228	52236 33512	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8LWND|9ZMB|aMLV
229	52236 33513	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8LWND|9ZMB|aFEWX
230	52236 33533	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8LWND|9LIT|aZMB
231	52236 31412	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5aVULN|6RCR|7DUST|8ZMB|9LHND
232	52236 31421	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|59VULN|6RCR|7DUST|8ZMB|aCGEN
233	52236 31422	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|59VULN|6RCR|7DUST|8ZMB|aMLV
234	52236 31423	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|59VULN|6RCR|7DUST|8ZMB|aBELT
235	52236 33215	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8BEXP|9ZMB|aLEGI
236	52236 33323	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|57VULN|6RCR|8DMSP|9ZMB|aTLV
237	52233 31362	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5LHND|6RCR|7DUST|8aVULN|9ZMB
238	52233 31422	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5LHND|6RCR|7DUST|8ZMB|9aVULN
239	52233 33452	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5LHND|6RCR|7aVULN|8ZMB|9DUST
240	52612 33421	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|4BPWR|5DUR|6RCR|79VULN|8ZMB|aCGEN
241	52612 33422	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|4BPWR|5DUR|6RCR|79VULN|8ZMB|aMLV
242	52612 33423	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|4BPWR|5DUR|6RCR|79VULN|8ZMB|aFEWX
243	52632 33421	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|5DUR|6RCR|79VULN|8ZMB|aCGEN
244	52632 33422	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|5DUR|6RCR|79VULN|8ZMB|aMLV
245	52632 33423	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|5DUR|6RCR|79VULN|8ZMB|aFEWX
246	52612 31362	   	185.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|4BPWR|5DUR|6RCR|7DUST|8aVULN|9ZMB
247	52612 31422	   	185.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|4BPWR|5DUR|6RCR|7DUST|8ZMB|9aVULN
248	52632 31362	   	185.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|5DUR|6RCR|7DUST|8aVULN|9ZMB
249	52632 31422	   	185.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3LEGI|5DUR|6RCR|7DUST|8ZMB|9aVULN
250	52234 13326	   	185.17	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	14aDMG|2AART|3DUR|5aZMB|6VULN|7RCR|8AIRHEL|9aFEWX|aBPWR
251	52213 33241	   	184.95	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	14aDMG|2AART|34DUR|4BPWR|5LHND|6RCR|7VULN|8ASPD|9CGEN
252	52216 32241	   	184.95	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	14aDMG|2AART|34DUR|4BPWR|5VULN|6RCR|7BEXP|8ASPD|9CGEN
253	52213 33261	   	184.85	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	14aDMG|2AART|34DUR|4BPWR|5LHND|6RCR|7VULN|8ASPD|9ERES
254	52216 31241	   	184.85	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	14aDMG|2AART|34DUR|4BPWR|5VULN|6RCR|7DUST|8ASPD|9CGEN
255	52216 32261	   	184.85	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	14aDMG|2AART|34DUR|4BPWR|5VULN|6RCR|7BEXP|8ASPD|9ERES
256	52216 31261	   	184.75	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	14aDMG|2AART|34DUR|4BPWR|5VULN|6RCR|7DUST|8ASPD|9ERES
257	52215 32422	   	184.66	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7FEWX|8RCR|9LHND|aVULN
258	52215 33421	   	184.66	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7VULN|8RCR|9LHND|aRCVC
259	52215 33422	   	184.66	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7VULN|8RCR|9LHND|aCGEN
260	52214 13213	   	184.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6VULN|7RCR|8BEXP|9LHND|aCDMG
261	52214 23113	   	184.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9LHND|aCDMG
262	52214 23223	   	184.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6FEWX|7RCR|8LWND|9VULN|aCDMG
263	52214 23323	   	184.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6FEWX|7RCR|8LHND|9VULN|aCDMG
264	52214 43113	   	184.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9LHND|aCDMG
265	52214 43223	   	184.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6BEXP|7RCR|8LWND|9VULN|aCDMG
266	52214 43323	   	184.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6BEXP|7RCR|8LHND|9VULN|aCDMG
267	52235 32431	   	184.56	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|3aDUR|7FEWX|8RCR|9VULN
268	52215 31422	   	184.56	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7DUST|8RCR|9LHND|aVULN
269	52215 32433	   	184.56	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7FEWX|8RCR|9VULN|aERES
270	52215 33423	   	184.56	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7VULN|8RCR|9LHND|aTLV
271	52215 33432	   	184.56	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7VULN|8RCR|9TLV|aBEXP
272	52211 13151	   	184.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5MLV|6VULN|7RCR|8TLV|9CDMG|aZMB
273	52211 13651	   	184.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5MLV|6VULN|7RCR|8ERES|9CDMG|aZMB
274	52214 13151	   	184.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6VULN|7RCR|8TLV|9CDMG|aRMIN
275	52214 13153	   	184.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6VULN|7RCR|8TLV|9CDMG|aLIT
276	54224 33231	   	184.50	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	12DMG|2BPWR|36DUR|4RCVC|5CDMG|7aVULN|8RCR|9AART
277	52235 31431	   	184.46	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|3aDUR|7DUST|8RCR|9VULN
278	52215 31433	   	184.46	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7DUST|8RCR|9VULN|aERES
279	52215 33431	   	184.46	DCR|3DMG|2AART|1VULN|2DUR	145DMG|26AART|34DUR|4BPWR|7VULN|8RCR|9TLV|aDUST
280	52214 13152	   	184.41	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6VULN|7RCR|8TLV|9CDMG|aDUST
281	52211 13415	   	184.38	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5MLV|68VULN|7RCR|9ERES|aASPD
282	52214 31215	   	183.97	DCR|3DMG|1AART|1VULN|2DUR|1ZMB|1SELL	14aDMG|2AART|34DUR|4BPWR|5ZMB|6SELL|7VULN|8RCR|9LIT
283	54233 33421	   	183.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LWND|5AART|6RCR|79VULN|8ZMB|aCGEN
284	54233 33422	   	183.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LWND|5AART|6RCR|79VULN|8ZMB|aMLV
285	54233 33423	   	183.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LWND|5AART|6RCR|79VULN|8ZMB|aFEWX
286	52333 64312	 * 	183.75	ACR|3DMG|2AART|1VULN|1ZMB	169DMG|2aAART|3RPLT|4ZMB|5RCR|7VULN|8LIT
287	52216 33343	   	183.66	DCR|2VULN|2DMG|1AART|3DUR	14DMG|2AART|349DUR|4BPWR|57VULN|6RCR|8DMSP|aTLV
288	54233 31362	   	183.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LWND|5AART|6RCR|7DUST|8aVULN|9ZMB
289	54233 31422	   	183.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12DMG|2BPWR|3DUR|4LWND|5AART|6RCR|7DUST|8ZMB|9aVULN
290	52214 11116	   	183.65	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	14DMG|2AART|34DUR|4BPWR|5ZMB|6aVULN|7LWND|8TLV|9RCR
291	52233 33436	   	183.62	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	14aDMG|2AART|3DUR|5LHND|6RCR|7VULN|8ZMB|9BELT
292	52616 33231	   	183.17	DCR|3VULN|2DMG|1AART	14DMG|2AART|3LEGI|4BPWR|57aVULN|6RCR|8BEXP|9LIT
293	52636 33231	   	183.17	DCR|3VULN|2DMG|1AART	14DMG|2AART|3LEGI|57aVULN|6RCR|8BEXP|9LIT
294	52234 13221	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|69VULN|7RCR|8BEXP|aCGEN
295	52234 13222	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|69VULN|7RCR|8BEXP|aMLV
296	52234 13223	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|69VULN|7RCR|8BEXP|aBELT
297	52234 13226	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|69VULN|7RCR|8BEXP|aFEWX
298	52234 13421	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9LHND|aCGEN
299	52234 13422	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9LHND|aMLV
300	52234 13423	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9LHND|aFEWX
301	52234 13431	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9BELT|aRCVC
302	52234 13432	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9BELT|aBEXP
303	52234 13433	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9BELT|aLWND
304	52234 23121	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6FEWX|7RCR|89VULN|aCGEN
305	52234 23122	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6FEWX|7RCR|89VULN|aMLV
306	52234 23123	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6FEWX|7RCR|89VULN|aBELT
307	52234 23126	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6FEWX|7RCR|89VULN|aBEXP
308	52234 43121	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6BEXP|7RCR|89VULN|aCGEN
309	52234 43122	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6BEXP|7RCR|89VULN|aMLV
310	52234 43123	   	183.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6BEXP|7RCR|89VULN|aBELT
311	52234 13225	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|69VULN|7RCR|8BEXP|aLEGI
312	52234 13252	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6aVULN|7RCR|8BEXP|9DUST
313	52234 13312	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6aVULN|7RCR|8AIRHEL|9LIT
314	52234 13412	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9ERES|aRCVC
315	52234 23125	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6FEWX|7RCR|89VULN|aLEGI
316	52234 23152	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6FEWX|7RCR|8aVULN|9DUST
317	52234 13333	   	182.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|6aVULN|7RCR|8AIRHEL|9LSRREG
318	52234 13411	   	182.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9ERES|aMBVNT
319	52234 13413	   	182.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14DMG|2AART|3DUR|5ZMB|68VULN|7RCR|9ERES|aDUST
320	52216 32213	   	182.95	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5VULN|6RCR|7BEXP|8ASPD|9LHND|aCDMG
321	52216 34213	   	182.95	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5VULN|6RCR|7LWND|8ASPD|9LHND|aCDMG
322	52213 32223	   	182.95	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5LHND|6RCR|7BEXP|8ASPD|9VULN|aCDMG
323	52213 33223	   	182.95	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	14DMG|2AART|34DUR|4BPWR|5LHND|6RCR|7VULN|8ASPD|9LWND|aCDMG
