0	Index      	 *	Score 	Summary	Detail	
1	22232 14154	 * 	187.18	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	19ERES|29CDMG|36DMG|4ZMB|5AART|7RPLT|89VULN|9BPWR|aRCR
163	13222 42563	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	19LHND|29DUR|3CDMG|4RCR|5DMG|69aVULN|7RCVC|8DMSP|9BPWR
164	13225 13342	   	163.96	ACR|2DMG|2AART|1CDMG|1ASPD|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|69DMG|78AART|aASPD
165	11135 43422	   	163.92	DCR|3VULN|3DMG	18aLHND|2DUST|3MBVNT|48aVULN|5LWND|6CGEN|78aDMG|8aBPWR|9RCR
166	11423 41253	   	163.84	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2DUST|378VULN|4DMG|5RCR|6DUR|9AART|aLEGI
167	22244 33433	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3DMG|4aVULN|5DUST|6CGEN|7RCR|8DUR|9AART
168	22262 33433	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3DMG|4DUST|5aVULN|6CGEN|7RCR|8DUR|9AART
169	13222 42413	   	163.78	ACR|3VULN|1DMG|1CDMG|2DUR	1LHND|28DUR|3CDMG|4RCR|5DMG|69aVULN|7RCVC
170	13222 14134	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|56DMG|7LWND|8MBVNT|9VULN|aAART
171	34135 43422	   	163.72	DCR|3VULN|3DMG	18aDUST|2BEXP|3MBVNT|48aVULN|5LWND|6CGEN|78aDMG|8aBPWR|9RCR
172	36135 43422	   	163.72	DCR|3VULN|3DMG	18aDUST|2LHND|3MBVNT|48aVULN|5LWND|6CGEN|78aDMG|8aBPWR|9RCR
173	22222 64234	 * 	163.58	DCR|3VULN|3CDMG|1DMG	18aERES|29aCDMG|3DMG|4FEWX|57aVULN|6RCR|aBPWR
174	13222 11343	   	163.51	ACR|2VULN|2DMG|1CDMG|2DUR	1LHND|28DUR|3CDMG|4RCR|56DMG|7CGEN|9aVULN
175	53421 31134	 * 	163.36	DCR|2VULN|2DMG|1AART|2ASPD|1DUR|2MSE	19MSE|2DUR|39VULN|4AART|5TLV|6RCR|7aDMG|89ASPD|9BPWR
176	13225 13334	 * 	163.33	ACR|2DMG|2AART|2CDMG|1DUR	1LHND|2DUR|39CDMG|4RCR|5RMIN|6aDMG|78AART
177	11423 32232	   	163.24	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2DUST|3VULN|468DMG|5RCR|7ERES|9DUR|aAART
178	11423 33232	   	163.24	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2DUST|3VULN|468DMG|5RCR|7NUKE|9DUR|aAART
179	36423 32232	   	163.24	ACR|3DMG|1AART|1VULN|1DUR	1DUST|2LHND|3VULN|468DMG|5RCR|7ERES|9DUR|aAART
180	36423 33232	   	163.24	ACR|3DMG|1AART|1VULN|1DUR	1DUST|2LHND|3VULN|468DMG|5RCR|7NUKE|9DUR|aAART
181	33223 23165	 * 	163.16	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1DUST|28ASPD|3VULN|4FEWX|5RCR|6ZMB|7AART|9CDMG|aDMG
182	33433 23165	   	163.16	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1DUST|28ASPD|3FEWX|4VULN|5RCR|6ZMB|7AART|9CDMG|aDMG
183	13127 41282	   	163.15	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|28DUR|3MBVNT|4AART|5CDMG|6ZMB|7RCR|9aVULN
184	33223 33241	   	163.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|68DMG|7AART|9CGEN|aCDMG
185	33433 33241	   	163.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|2ASPD|3FEWX|4VULN|5RCR|68DMG|7AART|9CGEN|aCDMG
186	11222 16215	 * 	163.11	ACR|2DMG|1AART|1VULN|2CDMG	17LHND|2DUST|38CDMG|4RCR|56DMG|9VULN|aAART
187	36222 16215	   	163.11	ACR|2DMG|1AART|1VULN|2CDMG	1DUST|27LHND|38CDMG|4RCR|56DMG|9VULN|aAART
188	32253 43162	   	163.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2ERES|3LWND|4aVULN|5RCR|6DUR|7AART|8CDMG|9DMG
189	33223 33251	   	163.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|68DMG|7AART|9TLV|aCDMG
190	33433 33251	   	163.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|2ASPD|3FEWX|4VULN|5RCR|68DMG|7AART|9TLV|aCDMG
191	33123 42343	   	162.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUST|2ASPD|3RPLT|4AART|57DMG|6RCR|8CGEN|9DUR|aVULN
192	33123 45314	   	162.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUST|2ASPD|3RPLT|4AART|5aDMG|6RCR|7RMIN|8DUR|9VULN
193	13222 44513	   	162.60	ACR|3VULN|1DMG|2CDMG|1DUR	1LHND|2DUR|37CDMG|4RCR|5DMG|69aVULN|8DMSP
194	22256 21612	   	162.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2CDMG|3DMG|4RPLT|5aAART|6RCR|7BEXP|8VULN|9DUR
195	33123 61366	   	162.51	DCR|3DMG|1AART|1CDMG|1ASPD	1DUST|2ASPD|3RPLT|4AART|589DMG|6MLV|7RCR|aCDMG
196	33123 42143	   	162.50	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2ASPD|3RPLT|4AART|57DMG|6RCR|8ERES|9DUR|aVULN
197	33123 21366	   	162.41	DCR|3DMG|1AART|1CDMG|1ASPD	1DUST|2ASPD|3RPLT|4AART|589DMG|6ERES|7RCR|aCDMG
198	22222 63436	 * 	162.38	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2CDMG|3DMG|4FEWX|5VULN|6RCR|7CGEN|8DUR|9AART|aFLTHEA
199	14122 48732	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|25BEXP|3MBVNT|4AART|6RCR|7DMG|8aVULN|9CDMG
200	33123 43352	   	162.38	DCR|2DMG|1AART|1VULN|2ASPD	17DUST|27ASPD|3RPLT|4AART|57DMG|6RCR|7BPWR|89CGEN|aVULN
201	33123 43363	   	162.38	DCR|2DMG|1AART|1VULN|2ASPD	17DUST|27ASPD|3RPLT|4AART|57DMG|6RCR|7BPWR|8CGEN|9FEWX|aVULN
202	33123 43432	   	162.38	DCR|2DMG|1AART|1VULN|2ASPD	17DUST|27ASPD|3RPLT|4AART|57DMG|6RCR|7BPWR|8LHND|9MLV|aVULN
203	33123 43463	   	162.38	DCR|2DMG|1AART|1VULN|2ASPD	17DUST|27ASPD|3RPLT|4AART|57DMG|6RCR|7BPWR|8LHND|9LIT|aVULN
204	33123 43422	   	162.28	DCR|2DMG|1AART|1VULN|2ASPD	17DUST|27ASPD|3RPLT|4AART|57DMG|6RCR|7BPWR|8LHND|9ERES|aVULN
205	33123 42242	   	162.26	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|578DMG|6RCR|9ZMB|aMLV
206	33123 42245	   	162.26	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3aRPLT|4AART|578DMG|6RCR|9ZMB
207	33123 42335	   	162.26	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|57aDMG|6RCR|8CGEN|9ZMB
208	14222 12213	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2BEXP|3CDMG|4RCR|56DMG|7ZMB|8ERES|9aVULN
209	35134 14332	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2BELT|3ZMB|4RCR|59VULN|6LWND|78DMG|aCDMG
210	11124 48632	   	162.18	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|25DUST|3MBVNT|4AART|6RCR|78DMG|9CDMG|aVULN
211	11124 48732	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|25DUST|3MBVNT|4AART|6RCR|7DMG|8aVULN|9CDMG
212	34124 48632	   	162.18	DCR|2DMG|1AART|1VULN|1CDMG	15DUST|2BEXP|3MBVNT|4AART|6RCR|78DMG|9CDMG|aVULN
213	36124 48632	   	162.18	DCR|2DMG|1AART|1VULN|1CDMG	15DUST|2LHND|3MBVNT|4AART|6RCR|78DMG|9CDMG|aVULN
214	36124 48732	   	162.18	DCR|2VULN|1AART|1DMG|1CDMG	15DUST|2LHND|3MBVNT|4AART|6RCR|7DMG|8aVULN|9CDMG
215	33123 42135	   	162.16	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|57aDMG|6RCR|8ERES|9ZMB
216	33123 42241	   	162.16	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|578DMG|6RCR|9ZMB|aTLV
217	33123 42244	   	162.16	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|578DMG|6RCR|9ZMB|aNUKE
218	33215 35251	   	162.11	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2ASPD|39VULN|4RCVC|5CGEN|6AART|7RCR|8DUR|aDMG
219	33223 23224	   	162.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|6ZMB|7AART|8aDMG|9RCVC
220	33223 33624	   	162.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|6aDMG|7AART|8ZMB|9RCVC
221	33433 23224	   	162.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3FEWX|4VULN|5RCR|6ZMB|7AART|8aDMG|9RCVC
222	33433 33624	   	162.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3FEWX|4VULN|5RCR|6aDMG|7AART|8ZMB|9RCVC
223	11222 12213	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2DUST|3CDMG|4RCR|56DMG|7ZMB|8ERES|9aVULN
224	11222 24433	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2DUST|3CDMG|4RCR|58DMG|6ERES|7aVULN|9ZMB
225	11222 45433	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2DUST|3CDMG|4RCR|58DMG|6aVULN|7ERES|9ZMB
226	36222 12213	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2LHND|3CDMG|4RCR|56DMG|7ZMB|8ERES|9aVULN
227	36222 24433	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2LHND|3CDMG|4RCR|58DMG|6ERES|7aVULN|9ZMB
228	33353 25251	   	161.96	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1DUST|27ASPD|3LHND|4VULN|5RCR|6ZMB|8DMG|9AART|aCDMG
229	33223 31231	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2ASPD|38VULN|4FEWX|5RCR|6DMG|7CGEN|9AART|aCDMG
230	33353 31251	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2ASPD|3LHND|48VULN|5RCR|6DMG|7CGEN|9AART|aCDMG
231	33433 31231	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2ASPD|3FEWX|48VULN|5RCR|6DMG|7CGEN|9AART|aCDMG
232	32253 35251	   	161.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2ERES|3LWND|48VULN|5RCR|6DMG|7ASPD|9AART|aCDMG
233	33223 32251	   	161.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2ASPD|38VULN|4FEWX|5RCR|6DMG|7TLV|9AART|aCDMG
234	33353 32251	   	161.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2ASPD|3LHND|48VULN|5RCR|6DMG|7TLV|9AART|aCDMG
235	33433 32251	   	161.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2ASPD|3FEWX|48VULN|5RCR|6DMG|7TLV|9AART|aCDMG
236	33223 31643	 * 	161.80	ACR|3DMG|1VULN|2ZMB|2ASPD	1DUST|29ASPD|3VULN|4FEWX|5RCR|69aDMG|7CGEN|89ZMB|9BPWR
237	33433 31643	   	161.80	ACR|3DMG|1VULN|2ZMB|2ASPD	1DUST|29ASPD|3FEWX|4VULN|5RCR|69aDMG|7CGEN|89ZMB|9BPWR
238	33223 32643	   	161.70	ACR|3DMG|1VULN|2ZMB|2ASPD	1DUST|29ASPD|3VULN|4FEWX|5RCR|69aDMG|7TLV|89ZMB|9BPWR
239	33433 32643	   	161.70	ACR|3DMG|1VULN|2ZMB|2ASPD	1DUST|29ASPD|3FEWX|4VULN|5RCR|69aDMG|7TLV|89ZMB|9BPWR
240	13225 42315	 * 	161.63	ACR|3VULN|1AART|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|689VULN|7RCVC|aAART
241	22222 62254	   	161.48	DCR|2DMG|1AART|1VULN|1CDMG	18ERES|2CDMG|3aDMG|4FEWX|5VULN|6RCR|7RCVC|9AART
242	33255 35312	   	161.31	DCR|3VULN|1AART|1CDMG|1ASPD	1DUST|2ASPD|34aVULN|5CGEN|6AART|7RCR|8CDMG|9MLV
243	33223 23212	   	161.29	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2ASPD|3VULN|4FEWX|5RCR|6ZMB|7aAART|8DMG|9DUR
244	33223 33612	   	161.29	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2ASPD|3VULN|4FEWX|5RCR|6DMG|7aAART|8ZMB|9DUR
245	33433 23212	   	161.29	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2ASPD|3FEWX|4VULN|5RCR|6ZMB|7aAART|8DMG|9DUR
246	33433 33612	   	161.29	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2ASPD|3FEWX|4VULN|5RCR|6DMG|7aAART|8ZMB|9DUR
247	33255 35322	   	161.21	DCR|3VULN|1AART|1CDMG|1ASPD	1DUST|2ASPD|34aVULN|5CGEN|6AART|7RCR|8CDMG|9ERES
248	33223 41263	   	161.17	ACR|4VULN|1DMG|1ASPD|1DUR	1DUST|2ASPD|3789VULN|4FEWX|5RCR|6DUR|aDMG
249	33433 41263	   	161.17	ACR|4VULN|1DMG|1ASPD|1DUR	1DUST|2ASPD|3FEWX|4789VULN|5RCR|6DUR|aDMG
250	13222 12365	   	161.09	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	1LHND|2DUR|38CDMG|4RCR|56DMG|7ZMB|9CGEN|aAART
251	14222 12315	   	161.09	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1LHND|2BEXP|38CDMG|4RCR|56DMG|7ZMB|9ASPD|aAART
252	13222 26144	   	161.02	ACR|3DMG|1AART|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|59aDMG|68ERES|7AART
253	11416 13216	   	161.01	DCR|2VULN|2DMG|1AART	17LHND|24DUST|37VULN|5AART|67LIT|7BPWR|8RCR|9aDMG
254	11222 12315	   	160.99	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1LHND|2DUST|38CDMG|4RCR|56DMG|7ZMB|9ASPD|aAART
255	36222 12315	   	160.99	ACR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1DUST|2LHND|38CDMG|4RCR|56DMG|7ZMB|9ASPD|aAART
256	22222 62115	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4FEWX|59VULN|6RCR|7RCVC|8CGEN|aAART
257	22231 55242	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CDMG|3DMG|4ZMB|5LWND|6RCR|7AART|8LHND|9DUR|aVULN
258	22262 62115	   	160.88	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4DUST|59VULN|6RCR|7RCVC|8CGEN|aAART
259	33255 35211	   	160.61	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2ASPD|34VULN|5CGEN|6AART|7RCR|8DUR|9RCVC|aDMG
260	33223 33236	   	160.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|68DMG|7AART|9BEXP|aZMB
261	33223 33434	   	160.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|6aDMG|7AART|8RPLT|9ZMB
262	33433 33236	   	160.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3FEWX|4VULN|5RCR|68DMG|7AART|9BEXP|aZMB
263	33433 33434	   	160.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3FEWX|4VULN|5RCR|6aDMG|7AART|8RPLT|9ZMB
264	13222 62343	   	160.45	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1LHND|2DUR|38CDMG|4RCR|5DMG|6RCVC|7ZMB|9aVULN
265	13127 41172	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUR|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8BEXP|9DMG|aVULN
266	15127 41342	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2FEWX|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8DMG|9ASPD|aVULN
267	15127 41425	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2FEWX|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8VULN|9ASPD|aDMG
268	22212 62524	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2CDMG|3DMG|4LHND|5VULN|6RCR|7BELT|8AART|9ASPD|aZMB
269	13225 13242	   	160.28	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LHND|29DUR|3CDMG|4RCR|5RMIN|6DMG|7AART|8ASPD|aVULN
270	33123 41232	   	160.25	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|58DMG|6RCR|7DMSP|9CDMG|aZMB
271	11127 41342	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2DUST|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8DMG|9ASPD|aVULN
272	11127 41425	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2DUST|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8VULN|9ASPD|aDMG
273	36127 41342	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2LHND|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8DMG|9ASPD|aVULN
274	36127 41425	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2LHND|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8VULN|9ASPD|aDMG
275	33123 11214	   	160.20	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUST|2ASPD|3RPLT|4AART|5aDMG|6CGEN|7RCR|8DUR|9VULN
276	33123 11343	   	160.20	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUST|2ASPD|3RPLT|4AART|58DMG|6CGEN|7RCR|9DUR|aVULN
277	33123 61214	   	160.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2ASPD|3RPLT|4AART|5aDMG|6MLV|7RCR|8DUR|9VULN
278	33123 61343	   	160.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2ASPD|3RPLT|4AART|58DMG|6MLV|7RCR|9DUR|aVULN
279	33123 42532	   	160.15	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	18DUST|2ASPD|3RPLT|4AART|57DMG|6RCR|9CDMG|aZMB
280	13222 11543	   	160.12	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|56DMG|7CGEN|8RCVC|9aVULN
281	33123 21343	   	160.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2ASPD|3RPLT|4AART|58DMG|6ERES|7RCR|9DUR|aVULN
282	33123 21214	   	160.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2ASPD|3RPLT|4AART|5aDMG|6ERES|7RCR|8DUR|9VULN
283	22212 64315	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2CDMG|3aDMG|4LHND|57VULN|6RCR|8DUR|9LWND
284	22256 26132	   	160.10	DCR|2AART|2DMG|1CDMG|1ASPD	1ERES|2CDMG|39DMG|4RPLT|57AART|6RCR|8ASPD|aLWND
285	22256 26133	   	160.10	DCR|2AART|2DMG|1CDMG|1ASPD	1ERES|2CDMG|39DMG|4RPLT|57AART|6RCR|8ASPD|aBELT
286	22222 61433	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2CDMG|38DMG|4FEWX|59VULN|6RCR|7MGNLIT|aDUR
287	22212 64513	   	160.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3DMG|4LHND|57aVULN|6RCR|8RCVC|9ASPD
288	13222 12565	   	160.07	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1LHND|28DUR|3CDMG|4RCR|56DMG|7ZMB|9CGEN|aAART
289	13222 13543	   	160.02	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|56DMG|7TLV|8RCVC|9aVULN
290	22262 61433	   	160.00	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2CDMG|38DMG|4DUST|59VULN|6RCR|7MGNLIT|aDUR
291	22222 33436	   	159.98	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2CDMG|3DMG|4FEWX|5VULN|6CGEN|7RCR|8DUR|9AART|aFLTHEA
292	11423 25322	 * 	159.88	ACR|2VULN|2DMG|2ASPD|1ZMB	1LHND|2DUST|3aVULN|4aDMG|5RCR|6ZMB|7aASPD|8MLV|9CGEN|aBPWR
293	11423 25362	   	159.88	ACR|2VULN|2DMG|2ASPD|1ZMB	1LHND|2DUST|3aVULN|4aDMG|5RCR|6ZMB|7aASPD|8MLV|9BEXP|aBPWR
294	36423 25322	   	159.88	ACR|2VULN|2DMG|2ASPD|1ZMB	1DUST|2LHND|3aVULN|4aDMG|5RCR|6ZMB|7aASPD|8MLV|9CGEN|aBPWR
295	22262 33436	   	159.88	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2CDMG|3DMG|4DUST|5VULN|6CGEN|7RCR|8DUR|9AART|aFLTHEA
296	33123 11335	   	159.86	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|58aDMG|6CGEN|7RCR|9ZMB
297	33123 61335	   	159.86	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|58aDMG|6MLV|7RCR|9ZMB
298	33223 25212	   	159.78	ACR|2VULN|2DMG|2ASPD|1ZMB	1aDUST|27ASPD|3aVULN|4FEWX|5RCR|6ZMB|8aDMG|9RMIN|aBPWR
299	11423 25132	   	159.78	ACR|2VULN|2DMG|2ASPD|1ZMB	1LHND|2DUST|3aVULN|4aDMG|5RCR|6ZMB|7aASPD|8LWND|9ERES|aBPWR
300	11423 25332	   	159.78	ACR|2VULN|2DMG|2ASPD|1ZMB	1LHND|2DUST|3aVULN|4aDMG|5RCR|6ZMB|7aASPD|8MLV|9TLV|aBPWR
301	36423 25132	   	159.78	ACR|2VULN|2DMG|2ASPD|1ZMB	1DUST|2LHND|3aVULN|4aDMG|5RCR|6ZMB|7aASPD|8LWND|9ERES|aBPWR
302	36423 25332	   	159.78	ACR|2VULN|2DMG|2ASPD|1ZMB	1DUST|2LHND|3aVULN|4aDMG|5RCR|6ZMB|7aASPD|8MLV|9TLV|aBPWR
303	13127 41582	   	159.76	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2DUR|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8RCVC|9aVULN
304	33123 21335	   	159.76	DCR|3DMG|1AART|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|58aDMG|6ERES|7RCR|9ZMB
305	22222 62264	   	159.74	DCR|3VULN|1DMG|2CDMG	18aERES|2aCDMG|3DMG|4FEWX|59aVULN|6RCR|7RCVC|aBPWR
306	33254 22213	   	159.59	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUST|2ASPD|34VULN|5aDMG|6CGEN|7ZMB|8RCR|9DUR
307	22256 23432	   	159.55	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	18ERES|2CDMG|38DMG|4RPLT|5AART|6RCR|78TLV|8BPWR|9ASPD|aZMB
308	22246 11141	   	159.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	17ERES|2CDMG|36DMG|4VULN|5TLV|8AART|9RCR|aASPD
309	22251 62126	 * 	159.51	DCR|2VULN|2DMG|1FLTHEA|1CDMG	1ERES|2CDMG|36DMG|4RPLT|5TLV|7FLTHEA|8aVULN|9RCR
310	22451 22422	 * 	159.50	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	1ERES|2aCDMG|36LIT|4DMG|5RCR|7aZMB|8ASPD|9aVULN|aBPWR
311	13225 13312	   	159.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|6DMG|78AART|9MLV|aVULN
312	13225 13322	   	159.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|6DMG|78AART|9CGEN|aVULN
313	13225 13352	   	159.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|6DMG|78AART|9VULN|aMLV
314	13225 13354	   	159.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1aLHND|2DUR|3CDMG|4RCR|5RMIN|6DMG|78AART|9VULN
315	13225 13355	   	159.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|6DMG|78AART|9VULN|aBELT
316	13221 23342	   	159.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	15LHND|2DUR|3CDMG|4RCR|6BEXP|78AART|9DMG|aVULN
317	33121 65233	   	159.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ASPD|35RPLT|4AART|6ZMB|7aVULN|8DMG|9RCR
318	13222 62543	   	159.43	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|28DUR|3CDMG|4RCR|5DMG|6RCVC|7ZMB|9aVULN
319	53421 31131	 * 	159.42	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR|2MSE	19MSE|2DUR|39VULN|4AART|5TLV|6RCR|7DMG|89ASPD|9BPWR|aCDMG
