0	Index      	 *	Score 	Summary	Detail	
1	13152 51343	 * 	192.75	ACR|4VULN|2AART|1DMG	1ERES|2RCR|3LIT|49AART|568aVULN|7DMG
164	13534 57431	   	172.50	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7DMG|8LWND|9ZMB|aAART
165	13528 44314	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2RCR|3MBVNT|4DUR|57DMG|67MLV|7BPWR|89VULN|aAART
166	63312 12135	   	172.44	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2RCR|34RCVC|589VULN|6DUR|7AART|aDMG
167	63322 12135	   	172.44	ACR|3VULN|1AART|1DMG|1DUR	14CGEN|2RCR|3RCVC|4BPWR|589VULN|6DUR|7AART|aDMG
168	63355 12131	   	172.44	ACR|3VULN|1AART|1DMG|1ASPD	1CGEN|2RCR|3RCVC|489VULN|5ASPD|6DMG|7AART|aBEXP
169	63355 12133	   	172.44	ACR|3VULN|1AART|1DMG|1ASPD	1CGEN|2RCR|3aRCVC|489VULN|5ASPD|6DMG|7AART
170	13312 12135	   	172.34	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2RCR|34RCVC|589VULN|6DUR|7AART|aDMG
171	13355 12123	   	172.34	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|2RCR|3RCVC|48aVULN|5ASPD|6DMG|7AART|9RPLT
172	13355 12131	   	172.34	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|2RCR|3RCVC|489VULN|5ASPD|6DMG|7AART|aBEXP
173	13355 12133	   	172.34	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|2RCR|3aRCVC|489VULN|5ASPD|6DMG|7AART
174	13355 12134	   	172.34	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|2RCR|3RCVC|489VULN|5ASPD|6DMG|7AART|aFEWX
175	13528 14314	   	172.27	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2RCR|3MBVNT|4DUR|57DMG|67TLV|7BPWR|89VULN|aAART
176	13322 12135	   	172.24	ACR|3VULN|1AART|1DMG|1DUR	14ERES|2RCR|3RCVC|4BPWR|589VULN|6DUR|7AART|aDMG
177	13355 12135	   	172.24	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|2RCR|3RCVC|489VULN|5ASPD|6DMG|7AART|aNUKE
178	13355 12136	   	172.24	ACR|3VULN|1AART|1DMG|1ASPD	1ERES|2RCR|3RCVC|489VULN|5ASPD|6DMG|7AART|aDLOT
179	63152 11321	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16CGEN|2RCR|3LIT|4AART|58VULN|7DMG|9DUR|aCDMG
180	63153 11331	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16CGEN|2RCR|3LIT|4AART|5DUR|7DMG|89VULN|aCDMG
181	11635 12261	   	172.23	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|9ZMB|aDUR
182	63125 32312	   	172.21	ACR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	1CGEN|2RCR|3LIT|4DMG|56AART|7BEXP|8VULN|9FLTHEA|aCDMG
183	63125 35312	   	172.21	ACR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	1CGEN|2RCR|3LIT|4DMG|56AART|7LHND|8VULN|9FLTHEA|aCDMG
184	13135 33335	   	172.20	ACR|2VULN|2AART|1DMG|1ZMB	1ERES|2RCR|3LIT|4aVULN|5ZMB|6DMG|78AART|9MLV
185	63122 36125	 * 	172.18	ACR|3DMG|3ZMB|1AART|1SELL	1689CGEN|2RCR|3LIT|489DMG|5SELL|789ZMB|89BPWR|aAART
186	13156 51331	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RCR|35LIT|4AART|6DUR|7DMG|89VULN|aCDMG
187	13345 51331	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RCR|3RCVC|4AART|5LIT|6DUR|7DMG|89VULN|aCDMG
188	13152 51522	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8CDMG|9LWND|aDUR
189	13152 51532	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8CDMG|9LHND|aDUR
190	13156 41321	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RCR|35LIT|4AART|68VULN|7DMG|9DUR|aCDMG
191	13345 41321	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RCR|3RCVC|4AART|5LIT|68VULN|7DMG|9DUR|aCDMG
192	13151 25611	   	172.13	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2RCR|3LIT|4AART|5LWND|6DUR|7FLTHEA|89DMG|aVULN
193	13153 35611	   	172.13	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2RCR|3LIT|4AART|5DUR|6LHND|7FLTHEA|89DMG|aVULN
194	13125 32312	   	172.11	ACR|2AART|1VULN|1DMG|1CDMG|1FLTHEA	1ERES|2RCR|3LIT|4DMG|56AART|7BEXP|8VULN|9FLTHEA|aCDMG
195	13125 35312	   	172.11	ACR|2AART|1VULN|1DMG|1CDMG|1FLTHEA	1ERES|2RCR|3LIT|4DMG|56AART|7LHND|8VULN|9FLTHEA|aCDMG
196	63122 16325	 * 	172.08	ACR|3DMG|3ZMB|1AART|1SELL	19CGEN|2RCR|36LIT|469DMG|5SELL|69BPWR|789ZMB|aAART
197	13153 41331	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16ERES|2RCR|3LIT|4AART|5DUR|7DMG|89VULN|aCDMG
198	13152 31321	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16ERES|2RCR|3LIT|4AART|58VULN|7DMG|9DUR|aCDMG
199	13135 23515	   	171.99	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCR|3LIT|46aVULN|5ZMB|7DUR|8CDMG|9DMG
200	63152 53311	   	171.89	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2RCR|3LIT|4AART|578VULN|6ZMB|9LHND|aCDMG
201	13122 16325	 * 	171.88	ACR|3DMG|3ZMB|1AART|1SELL	19ERES|2RCR|36LIT|469DMG|5SELL|69BPWR|789ZMB|aAART
202	63223 31424	   	171.83	ACR|3VULN|2DMG|1CDMG	1aCGEN|2RCR|3VENICY|46aVULN|5CDMG|78LWND|9aDMG|aBPWR
203	63223 31524	   	171.83	ACR|3VULN|2DMG|1CDMG	18aCGEN|2RCR|3VENICY|46aVULN|5CDMG|7LWND|9aDMG|aBPWR
204	63223 33324	   	171.83	ACR|3VULN|2DMG|1CDMG	1aCGEN|2RCR|3VENICY|46aVULN|5CDMG|78FEWX|9aDMG|aBPWR
205	63223 36124	   	171.83	ACR|3VULN|2DMG|1CDMG	1aCGEN|2RCR|3VENICY|46aVULN|5CDMG|78BEXP|9aDMG|aBPWR
206	11635 12612	   	171.77	ACR|2VULN|2DMG|1AART|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|68DMG|7AART|9TLV|aBEXP
207	11635 12613	   	171.77	ACR|2VULN|2DMG|1AART|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|68DMG|7AART|9TLV|aLWND
208	11635 12621	   	171.77	ACR|2VULN|2DMG|1AART|1ASPD	14aERES|24VULN|3RCR|4BPWR|5ASPD|68DMG|7AART|9RPLT
209	11635 12622	   	171.77	ACR|2VULN|2DMG|1AART|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|68DMG|7AART|9RPLT|aDUST
210	13528 61412	   	171.76	ACR|3VULN|2DMG|1DUR|1ASPD	1ERES|2RCR|3MBVNT|4DUR|5aDMG|689VULN|7ASPD
211	13528 61432	   	171.76	ACR|3DMG|2VULN|1DUR|1ASPD	1ERES|2RCR|3MBVNT|4DUR|59aDMG|68VULN|7ASPD
212	12233 12123	   	171.75	ACR|3VULN|1AART|1DMG|2ASPD	13ERES|23ASPD|3BPWR|48aVULN|5RCR|6DMG|7AART|9RPLT
213	12233 12131	   	171.75	ACR|3VULN|1AART|1DMG|2ASPD	13ERES|23ASPD|3BPWR|489VULN|5RCR|6DMG|7AART|aBEXP
214	12233 12133	   	171.75	ACR|3VULN|1AART|1DMG|2ASPD	13ERES|23ASPD|3BPWR|489VULN|5RCR|6DMG|7AART|aRCVC
215	12233 12134	   	171.75	ACR|3VULN|1AART|1DMG|2ASPD	13ERES|23ASPD|3BPWR|489VULN|5RCR|6DMG|7AART|aFEWX
216	13125 36533	 * 	171.71	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8aCDMG|9VULN
217	12233 12135	   	171.65	ACR|3VULN|1AART|1DMG|2ASPD	13ERES|23ASPD|3BPWR|489VULN|5RCR|6DMG|7AART|aNUKE
218	12233 12136	   	171.65	ACR|3VULN|1AART|1DMG|2ASPD	13ERES|23ASPD|3BPWR|489VULN|5RCR|6DMG|7AART|aDLOT
219	13223 31424	   	171.63	ACR|3VULN|2DMG|1CDMG	1aERES|2RCR|3VENICY|46aVULN|5CDMG|78LWND|9aDMG|aBPWR
220	13223 33324	   	171.63	ACR|3VULN|2DMG|1CDMG	1aERES|2RCR|3VENICY|46aVULN|5CDMG|78FEWX|9aDMG|aBPWR
221	13223 36124	   	171.63	ACR|3VULN|2DMG|1CDMG	1aERES|2RCR|3VENICY|46aVULN|5CDMG|78BEXP|9aDMG|aBPWR
222	13221 41524	   	171.63	ACR|3VULN|2DMG|1CDMG	1aERES|2RCR|3VENICY|46aVULN|57BEXP|8CDMG|9aDMG|aBPWR
223	61621 32214	   	171.57	ACR|2VULN|2DMG|1AART|1DUR	1aCGEN|2aVULN|3RCR|4DUR|56RPLT|7LIT|8AART|9aDMG|aBPWR
224	13125 56331	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16ERES|2RCR|3LIT|4DMG|5AART|7DUR|89VULN|aCDMG
225	13616 51113	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17ERES|2RCR|3RMIN|4DUR|5AART|6DMG|8aVULN|9CDMG
226	13152 31363	   	171.41	ACR|2VULN|1AART|1DMG|2CDMG	16ERES|2RCR|3LIT|4AART|58VULN|7DMG|9aCDMG
227	13152 31553	   	171.41	ACR|2VULN|1AART|1DMG|2CDMG	16ERES|2RCR|3LIT|4AART|59VULN|7DMG|8aCDMG
228	11621 26214	   	171.37	ACR|2VULN|2DMG|1AART|1DUR	1aERES|2aVULN|3RCR|4DUR|5RPLT|6LIT|7RCVC|8AART|9aDMG|aBPWR
229	11621 32214	   	171.37	ACR|2VULN|2DMG|1AART|1DUR	1aERES|2aVULN|3RCR|4DUR|56RPLT|7LIT|8AART|9aDMG|aBPWR
230	63135 22213	   	171.34	ACR|3VULN|2AART|2ZMB	17CGEN|2RCR|3LIT|467VULN|57ZMB|7BPWR|8aAART|9LHND
231	63135 22242	   	171.34	ACR|3VULN|2AART|2ZMB	17CGEN|2RCR|3LIT|467VULN|57ZMB|7BPWR|89AART|aLHND
232	63135 22243	   	171.34	ACR|3VULN|2AART|2ZMB	17CGEN|2RCR|3LIT|467VULN|57ZMB|7BPWR|89AART|aBEXP
233	13155 36321	   	171.29	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1ERES|2RCR|3LIT|46AART|5DMG|79DUR|8VULN|aCDMG
234	11621 21214	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	17aERES|2aVULN|3RCR|4DUR|5RPLT|6LIT|8AART|9aDMG|aBPWR
235	63135 22241	   	171.24	ACR|3VULN|2AART|2ZMB	17CGEN|2RCR|3LIT|467VULN|57ZMB|7BPWR|89AART|aERES
236	11633 16612	   	171.24	ACR|3VULN|3DMG	14aERES|24aVULN|3RCR|4aBPWR|5CANSTR|69LWND|78aDMG
237	13534 88413	   	171.21	ACR|2VULN|1DMG|1FLTHEA|1CDMG|2DUR|1ASPD	17ERES|2RCR|3MBVNT|4FLTHEA|57VULN|67DUR|7BPWR|8ASPD|9DMG|aCDMG
238	13135 22213	   	171.14	ACR|3VULN|2AART|2ZMB	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|8aAART|9LHND
239	13135 22242	   	171.14	ACR|3VULN|2AART|2ZMB	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|89AART|aCGEN
240	13135 22244	   	171.14	ACR|3VULN|2AART|2ZMB	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|89AART|aBEXP
241	13135 52243	   	171.14	ACR|3VULN|2AART|2ZMB	17ERES|2RCR|3LIT|47aVULN|57ZMB|6DMSP|7BPWR|89AART
242	13135 22241	   	171.04	ACR|3VULN|2AART|2ZMB	17aERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|89AART
243	13135 22246	   	171.04	ACR|3VULN|2AART|2ZMB	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|89AART|aMBVNT
244	13433 36324	   	170.91	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7aAART|8BEXP|9DMG
245	13135 22245	   	170.89	ACR|3VULN|2AART|2ZMB|1SELL	17ERES|2RCR|3LIT|467VULN|57ZMB|7BPWR|89AART|aSELL
246	63125 36321	   	170.79	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CGEN|2RCR|3LIT|4DMG|56AART|79DUR|8VULN|aCDMG
247	11624 63122	   	170.77	ACR|2VULN|2DMG|1AART|1DUR	17ERES|27VULN|3RCR|4DUR|5LHND|67DMG|7BPWR|8LWND|9AART|aMLV
248	13125 36321	   	170.69	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1ERES|2RCR|3LIT|4DMG|56AART|79DUR|8VULN|aCDMG
249	13125 36532	   	170.69	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1ERES|2RCR|3LIT|4DMG|56AART|7aDUR|8CDMG|9VULN
250	11624 63123	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	17aERES|27VULN|3RCR|4DUR|5LHND|67DMG|7BPWR|8LWND|9AART
251	11624 63322	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	17ERES|27VULN|3RCR|4DUR|5LHND|67DMG|7BPWR|8DUST|9AART|aMLV
252	11632 22252	   	170.67	ACR|2VULN|2DMG|1AART|1ASPD	148ERES|24VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9AART|aASPD
253	11632 22258	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	148ERES|24VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9AART|aDUR
254	13433 36233	   	170.66	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG|1SELL	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|78AART|9SELL|aDMG
255	11541 62245	 * 	170.57	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1aERES|26VULN|3MBVNT|4aZMB|5RCR|7CDMG|8DUR|9aDMG|aBPWR
256	11624 63323	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	17aERES|27VULN|3RCR|4DUR|5LHND|67DMG|7BPWR|8DUST|9AART
257	13152 21131	   	170.46	ACR|2AART|2VULN|1CDMG|1ASPD|1DUR	1ERES|2RCR|3LIT|47AART|59VULN|6DUR|8ASPD|aCDMG
258	13153 51131	   	170.46	ACR|2AART|2VULN|1CDMG|1ASPD|1DUR	1ERES|2RCR|3LIT|47AART|5DUR|69VULN|8ASPD|aCDMG
259	13355 12313	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2RCR|3RCVC|4aVULN|5ASPD|6DMG|7AART|8LWND|9CDMG
260	13528 44344	   	170.32	ACR|3VULN|2DMG|2DUR	179ERES|2RCR|3MBVNT|49DUR|57DMG|67MLV|79BPWR|89aVULN
261	13528 44345	   	170.32	ACR|3DMG|2VULN|2DUR	179ERES|2RCR|3MBVNT|49DUR|57aDMG|67MLV|79BPWR|89VULN
262	13534 85132	   	170.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5aVULN|6DUR|7AART|8LIT|9DMG
263	13355 12513	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2RCR|3RCVC|49VULN|5ASPD|6DMG|7AART|8CANSTR|aCDMG
264	61635 12231	   	170.14	ACR|3VULN|1AART|1DMG|1ASPD	14CGEN|249VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|aBEXP
265	61635 12233	   	170.14	ACR|3VULN|1AART|1DMG|1ASPD	14CGEN|249VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|aRCVC
266	13528 14344	   	170.12	ACR|3VULN|2DMG|2DUR	179ERES|2RCR|3MBVNT|49DUR|57DMG|67TLV|79BPWR|89aVULN
267	13528 14345	   	170.12	ACR|3DMG|2VULN|2DUR	179ERES|2RCR|3MBVNT|49DUR|57aDMG|67TLV|79BPWR|89VULN
268	13152 25314	 * 	170.08	ACR|2AART|2VULN|3DUR|1ZMB	17ERES|2RCR|3LIT|48AART|57VULN|679DUR|7BPWR|aZMB
269	11632 26135	   	170.07	ACR|2VULN|2DMG|1AART|1ASPD	14ERES|24VULN|3RCR|4BPWR|5BEXP|69DMG|7ASPD|8FEWX|aAART
270	11635 11135	   	170.07	ACR|2VULN|2DMG|1AART|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|69DMG|7BEXP|8FEWX|aAART
271	61635 12112	   	170.04	ACR|3VULN|1AART|1DMG|1ASPD	14CGEN|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9TLV|aBEXP
272	61635 12113	   	170.04	ACR|3VULN|1AART|1DMG|1ASPD	14CGEN|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9TLV|aLWND
273	61635 12121	   	170.04	ACR|3VULN|1AART|1DMG|1ASPD	14CGEN|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9RPLT|aERES
274	61635 12123	   	170.04	ACR|3VULN|1AART|1DMG|1ASPD	14CGEN|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9RPLT|aTLV
275	63131 24214	   	170.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2RCR|3aLIT|4VULN|5DUR|6aFEWX|7CDMG|8AART|9aDMG|aBPWR
276	13152 21414	   	170.03	ACR|2AART|2DMG|1VULN|1DUR	1aERES|2RCR|3aLIT|47AART|5VULN|6DUR|8RPLT|9aDMG|aBPWR
277	63155 32323	   	170.03	ACR|2AART|2VULN|1DMG|1DUR	1CGEN|2RCR|3LIT|46AART|5DMG|7BEXP|8aVULN|9DUR
278	11331 24145	 * 	170.01	DCR|3VULN|1AART|1DMG|2DUR	16ERES|259VULN|3BELT|45DUR|5BPWR|7AART|8RCR|aDMG
279	11632 22536	   	169.97	ACR|2VULN|2DMG|1AART|1ASPD	14ERES|24VULN|3RCR|4BPWR|5BEXP|69DMG|7MBVNT|8ASPD|aAART
280	11632 26235	   	169.97	ACR|2VULN|2DMG|1AART|1ASPD	14ERES|24VULN|3RCR|4BPWR|5BEXP|69DMG|7ASPD|8DUST|aAART
281	11635 11235	   	169.97	ACR|2VULN|2DMG|1AART|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|69DMG|7BEXP|8DUST|aAART
282	11635 12124	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9RPLT|aFEWX
283	11635 12125	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9RPLT|aCGEN
284	11635 12126	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9RPLT|aBEXP
285	11635 12142	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9LIT|aLWND
286	11635 12143	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9LIT|aBEXP
287	11635 12223	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|24aVULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|9RPLT
288	11635 12231	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|aBEXP
289	11635 12233	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|aRCVC
290	11635 12234	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|aFEWX
291	11635 12326	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|24aVULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9DMSP
292	11635 12336	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|24aVULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9RCVC
293	13131 24214	   	169.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2RCR|3aLIT|4VULN|5DUR|6aFEWX|7CDMG|8AART|9aDMG|aBPWR
294	13155 31221	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7BELT|8aVULN|9DUR
295	13155 31225	   	169.93	ACR|2AART|2DMG|1VULN|1DUR	1ERES|2RCR|3LIT|46AART|5aDMG|7BELT|8VULN|9DUR
296	13155 31341	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7BELT|8DUR|9aVULN
297	13155 32323	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7BEXP|8aVULN|9DUR
298	13155 35323	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7LHND|8aVULN|9DUR
299	13155 36133	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7DUR|8LWND|9aVULN
300	13155 36332	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7DUR|89VULN|aBEXP
301	13155 36333	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3LIT|46AART|5DMG|7DUR|89VULN|aDMSP
302	13155 33336	   	169.93	ACR|2AART|2DMG|1VULN|1DUR	178ERES|2RCR|38LIT|46AART|58DMG|8BPWR|9DUR|aVULN
303	63152 53112	   	169.88	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1CGEN|2RCR|3LIT|4AART|57VULN|6ZMB|8LWND|9FLTHEA|aCDMG
304	11635 12112	   	169.84	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9TLV|aBEXP
305	11635 12113	   	169.84	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9TLV|aLWND
306	11635 12121	   	169.84	ACR|3VULN|1AART|1DMG|1ASPD	14aERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9RPLT
307	11635 12122	   	169.84	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9RPLT|aDUST
308	11635 12141	   	169.84	ACR|3VULN|1AART|1DMG|1ASPD	14aERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9LIT
309	11635 12235	   	169.84	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|aNUKE
310	11635 12236	   	169.84	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8DMSP|aDLOT
311	63152 53212	   	169.78	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1CGEN|2RCR|3LIT|4AART|57VULN|6ZMB|8DUST|9FLTHEA|aCDMG
312	12233 12313	 * 	169.75	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	13ERES|23ASPD|3BPWR|4aVULN|5RCR|6DMG|7AART|8LWND|9CDMG
313	12233 12354	 * 	169.75	ACR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	13ERES|23ASPD|3BPWR|4aVULN|5RCR|6DMG|7AART|8LWND|9FLTHEA
314	11635 12114	   	169.74	ACR|3VULN|1AART|1DMG|1ASPD	14aERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9TLV
315	11635 12115	   	169.74	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9TLV|aNUKE
316	11635 12116	   	169.74	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|9TLV|aDLOT
317	11635 12512	   	169.74	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8CANSTR|aTLV
318	63152 53313	   	169.69	ACR|3VULN|2AART|1ZMB	1CGEN|2RCR|3LIT|4aAART|578VULN|6ZMB|9LHND
319	63135 22115	   	169.65	ACR|4VULN|1DMG|2ZMB	17CGEN|2RCR|3LIT|467aVULN|57ZMB|7BPWR|8RPLT|9DMG
320	63135 22511	   	169.65	ACR|4VULN|1DMG|2ZMB	17CGEN|2RCR|3LIT|4679VULN|57ZMB|7BPWR|8DMG|aLHND
321	63135 22513	   	169.65	ACR|4VULN|1DMG|2ZMB	17CGEN|2RCR|3LIT|4679VULN|57ZMB|7BPWR|8DMG|aLWND
322	12233 12513	   	169.65	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	13ERES|23ASPD|3BPWR|49VULN|5RCR|6DMG|7AART|8CANSTR|aCDMG
323	13534 83332	   	169.63	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5aVULN|6DUR|7LIT|8AART|9DMG
324	63534 36331	 * 	169.63	ACR|2VULN|2DMG|1CDMG|1FLTHEA	1CGEN|2RCR|3MBVNT|4FLTHEA|5aVULN|6BEXP|78DMG|9CDMG
325	11611 12636	   	169.62	ACR|3VULN|3ZMB|1AART	189ERES|289VULN|3RCR|4LWND|5RPLT|6TLV|789ZMB|89BPWR|aAART
326	63534 16331	   	169.53	ACR|2VULN|2DMG|1CDMG|1FLTHEA	1CGEN|2RCR|3MBVNT|4FLTHEA|5aVULN|6DUST|78DMG|9CDMG
327	13135 22115	   	169.45	ACR|4VULN|1DMG|2ZMB	17ERES|2RCR|3LIT|467aVULN|57ZMB|7BPWR|8RPLT|9DMG
328	13135 22511	   	169.45	ACR|4VULN|1DMG|2ZMB	17ERES|2RCR|3LIT|4679VULN|57ZMB|7BPWR|8DMG|aLHND
329	13135 22513	   	169.45	ACR|4VULN|1DMG|2ZMB	17ERES|2RCR|3LIT|4679VULN|57ZMB|7BPWR|8DMG|aLWND
