0	Index      	 *	Score 	Summary	Detail	
1	13516 11213	 * 	206.54	ACR|3VULN|2DMG|3CDMG|2ASPD|1ZMB	17aVULN|2ZMB|3RCR|47aCDMG|57ASPD|6RMIN|7aBPWR|8AIRHEA|9aDMG
164	13221 41232	   	179.87	DCR|5VULN|3ZMB|1DUR	13479VULN|289ZMB|59ERES|6RCR|9BPWR|aDUR
165	13224 41232	   	179.87	DCR|5VULN|3ZMB|1DUR	13479VULN|289ZMB|59TLV|6RCR|9BPWR|aDUR
166	15812 61214	 * 	179.80	DCR|5VULN|3CDMG|3DUR	1678aVULN|2MBVNT|3aCGEN|478CDMG|578DUR|78aBPWR|9RCR
167	13512 35152	   	179.71	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2ZMB|3RCR|48CDMG|5AART|6DLOT|78LIT|8BPWR|9DMG|aCGEN
168	13512 35153	   	179.71	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2ZMB|3RCR|48CDMG|5AART|6DLOT|78LIT|8BPWR|9DMG|aLHND
169	13512 16513	   	179.58	ACR|3VULN|1AART|2ZMB|1CDMG|1ASPD	16aVULN|27ZMB|3RCR|4CDMG|5AART|8ASPD|9DUST
170	11333 23414	   	179.57	DCR|3VULN|2DMG|1AART	15aVULN|2LWND|3BELT|4aERES|6RCR|7MBVNT|8AART|9aDMG|aBPWR
171	43332 13536	   	179.55	DCR|3DMG|3ZMB|1VULN|1CDMG|1DUR	1DUR|245ZMB|345DMG|45BPWR|6CANSTR|7LWND|8VULN|9RCR|aCDMG
172	43332 14136	   	179.55	DCR|3DMG|3ZMB|1VULN|1CDMG|1DUR	1DUR|245ZMB|345DMG|45BPWR|6CANSTR|7VULN|8LWND|9RCR|aCDMG
173	43332 14236	   	179.55	DCR|3DMG|3ZMB|1VULN|1CDMG|1DUR	1DUR|245ZMB|345DMG|45BPWR|6CANSTR|7VULN|8LHND|9RCR|aCDMG
174	13211 11156	   	179.42	DCR|4VULN|2DMG|2ZMB	137aVULN|2aZMB|49ERES|5CGEN|6aDMG|8RCR|aBPWR
175	23125 23313	   	179.42	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1FEWX|2ZMB|38AART|4ASPD|5FLTHEA|6DMG|7RCR|9DUR|aVULN
176	14521 33261	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	179VULN|2AART|3RMIN|4RPLT|5CDMG|6RCR|8MLV|aDMG
177	13256 51232	   	179.22	DCR|4VULN|1AART|2ZMB|1CDMG	1357VULN|2aZMB|4CDMG|6RPLT|8RCR|9AART
178	24425 23223	   	179.22	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2AART|3ZMB|4ASPD|5FLTHEA|6DMG|7RCR|8aVULN|9RCVC
179	24425 23231	   	179.22	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2AART|3ZMB|4ASPD|5FLTHEA|6DMG|7RCR|8aVULN|9LWND
180	13514 43213	   	179.21	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1VULN|2ZMB|3RCR|45CDMG|6DMG|7aAART|8ASPD|9RCVC
181	13526 12243	   	179.12	ACR|3VULN|2DMG|2DUR|1ZMB	18aVULN|2ZMB|3RCR|4aDUR|5BELT|6BEXP|7LIT|9aDMG|aBPWR
182	23161 56213	   	179.09	DCR|2AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1FEWX|2ZMB|3aAART|4CDMG|5FLTHEA|6BASHEA|7RCR|8DMG|9VULN
183	13166 13341	   	178.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2ZMB|3DUR|5DMSP|6aDMG|7RCR|8CGEN|9AART
184	13236 13341	   	178.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	13VULN|2ZMB|4DUR|5DMSP|6aDMG|7RCR|8CGEN|9AART
185	13166 13241	   	178.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2ZMB|3DUR|5DMSP|6aDMG|7RCR|8ERES|9AART
186	13236 13241	   	178.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	13VULN|2ZMB|4DUR|5DMSP|6aDMG|7RCR|8ERES|9AART
187	13266 13511	 * 	178.75	DCR|2VULN|3ZMB|1AART|1DMG|1DUR	13VULN|24aZMB|5DUR|6DMG|7RCR|8LWND|9AART
188	12153 13436	   	178.70	DCR|3VULN|1AART|1DMG|2CDMG|1SELL	18aVULN|23CDMG|4SELL|5DUST|6DMG|7RCR|9AART
189	12141 46132	   	178.69	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR|1SELL	1VULN|23CDMG|4DUR|56DMG|7SELL|8RCR|9AART|aZMB
190	12141 56132	   	178.69	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB|1DUR|1SELL	16VULN|23CDMG|4DUR|5DMG|7SELL|8RCR|9AART|aZMB
191	23125 23223	   	178.62	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2ZMB|3AART|4ASPD|5FLTHEA|6DMG|7RCR|8aVULN|9RCVC
192	23125 23231	   	178.62	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2ZMB|3AART|4ASPD|5FLTHEA|6DMG|7RCR|8aVULN|9LWND
193	23125 23263	   	178.62	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	19FEWX|2ZMB|3AART|4ASPD|5FLTHEA|6DMG|7RCR|8aVULN
194	23125 23216	   	178.52	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1ASPD	1FEWX|2ZMB|3AART|4ASPD|5FLTHEA|6aDMG|7RCR|8VULN|9ERES
195	23125 23241	   	178.52	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2ZMB|3AART|4ASPD|5FLTHEA|6DMG|7RCR|8aVULN|9DUST
196	13266 11131	   	178.47	DCR|3VULN|1AART|1DMG|2ZMB|1DUR	137VULN|24ZMB|5DUR|6DMG|8RCR|9AART|aLHND
197	13266 11132	   	178.47	DCR|3VULN|1AART|1DMG|2ZMB|1DUR	137VULN|24ZMB|5DUR|6DMG|8RCR|9AART|aRPLT
198	13266 11133	   	178.47	DCR|3VULN|1AART|1DMG|2ZMB|1DUR	137VULN|24ZMB|5DUR|6DMG|8RCR|9AART|aFEWX
199	13514 43121	   	178.41	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2ZMB|3RCR|45CDMG|6DMG|7AART|9CGEN|aBELT
200	13514 43131	   	178.41	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2ZMB|3RCR|45CDMG|6DMG|7AART|9aFEWX
201	13514 43133	   	178.41	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2ZMB|3RCR|45CDMG|6DMG|7AART|9FEWX|aRMIN
202	13514 43313	 * 	178.41	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|2ZMB|3RCR|45CDMG|6aDMG|7AART|8LIT|9LHND
203	63322 41431	   	178.37	DCR|2VULN|2DMG|1AART|2ZMB	14BEXP|25ZMB|35DMG|5BPWR|6RCR|78VULN|9AART|aLHND
204	63322 41432	   	178.37	DCR|2VULN|2DMG|1AART|2ZMB	14BEXP|25ZMB|35DMG|5BPWR|6RCR|78VULN|9AART|aRPLT
205	63322 41433	   	178.37	DCR|2VULN|2DMG|1AART|2ZMB	14BEXP|25ZMB|35DMG|5BPWR|6RCR|78VULN|9AART|aFEWX
206	13166 13163	   	178.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2ZMB|3DUR|5DMSP|69DMG|7RCR|8FEWX|aAART
207	13236 13163	   	178.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	13VULN|2ZMB|4DUR|5DMSP|69DMG|7RCR|8FEWX|aAART
208	13514 43111	   	178.31	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2ZMB|3RCR|45CDMG|6DMG|7AART|9DUST|aFEWX
209	13514 43132	   	178.31	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2ZMB|3RCR|45CDMG|6DMG|7AART|9FEWX|aDUST
210	12221 46136	   	178.23	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	1aVULN|24CDMG|34DUST|4BPWR|56DMG|7SELL|8RCR|9AART
211	13514 43112	   	178.21	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	18VULN|2ZMB|3RCR|45CDMG|6DMG|7AART|9DUST|aERES
212	13114 22533	   	178.21	DCR|2VULN|2DMG|2CDMG|2DUR|1ZMB	1aVULN|2ZMB|3aDUR|45CDMG|6MGNSTR|7aDMG|8RCR|9DMSP|aBPWR
213	13556 12143	 * 	178.19	ACR|2VULN|2DMG|1AART|2ZMB	19VULN|24ZMB|3RCR|5DMSP|69DMG|7MBVNT|89FEWX|9BPWR|aAART
214	13114 32533	   	178.11	DCR|2VULN|2DMG|2CDMG|2DUR|1ZMB	1aVULN|2ZMB|3aDUR|45CDMG|6BASHEA|7aDMG|8RCR|9DMSP|aBPWR
215	13516 13213	   	178.03	ACR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3RCR|4aCDMG|5ASPD|6RMIN|7DMSP|8AIRHEA|9aDMG|aBPWR
216	13511 12543	   	177.93	ACR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3RCR|4aCDMG|5RPLT|6ERES|7NUKE|8ASPD|9aDMG|aBPWR
217	13266 11113	   	177.87	DCR|3VULN|1AART|1DMG|2ZMB|1DUR	137VULN|24ZMB|5DUR|6DMG|8RCR|9FEWX|aAART
218	15812 61211	   	177.87	DCR|4VULN|3CDMG|3DUR|1ZMB	1678VULN|2MBVNT|3CGEN|478CDMG|578DUR|78BPWR|9RCR|aZMB
219	13223 13425	   	177.87	DCR|4VULN|2DMG|1ZMB	1348VULN|2ZMB|5DUST|6aDMG|7RCR|9BELT
220	15111 12753	   	177.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	19VULN|2MBVNT|3TLV|4CDMG|5ZMB|6RCR|7DMG|8AART|aASPD
221	63322 41413	   	177.77	DCR|2VULN|2DMG|1AART|2ZMB	14BEXP|25ZMB|35DMG|5BPWR|6RCR|78VULN|9FEWX|aAART
222	13223 13452	   	177.77	DCR|4VULN|2DMG|1ZMB	1348VULN|2ZMB|5DUST|6aDMG|7RCR|9ERES
223	13226 11126	   	177.75	DCR|5VULN|1DMG|1ZMB|1DUR	1347aVULN|2ZMB|5DUR|6DMG|8RCR|9BELT
224	13255 43133	   	177.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	138VULN|2ZMB|4CDMG|5FEWX|6DMG|7AART|9BEXP|aRCR
225	13512 11521	   	177.68	ACR|2VULN|1AART|2ZMB|1CDMG|1FLTHEA|1DUR	16VULN|28ZMB|3RCR|4CDMG|5AART|7LIT|9DUR|aFLTHEA
226	13512 16221	   	177.68	ACR|2VULN|1AART|2ZMB|1CDMG|1FLTHEA|1DUR	16VULN|27ZMB|3RCR|4CDMG|5AART|8LIT|9DUR|aFLTHEA
227	12141 15241	   	177.63	DCR|3VULN|1DMG|2CDMG|2ZMB|2DUR	18aVULN|23CDMG|48DUR|5DMG|6ERES|78ZMB|8BPWR|9RCR
228	13512 16162	   	177.46	ACR|2VULN|3ZMB|1AART|1CDMG|1DUR	16VULN|278ZMB|3RCR|4CDMG|5AART|9VENICY|aDUR
229	23335 15622	   	177.33	DCR|2DMG|3ZMB|1AART|1CDMG|2DUR	18FEWX|248ZMB|34DMG|48BPWR|5LSRICY|68DUR|7RCR|9CDMG|aAART
230	23334 15622	   	177.23	DCR|2DMG|3ZMB|1AART|1CDMG|2DUR	18FEWX|248ZMB|34DMG|48BPWR|5CANHEL|68DUR|7RCR|9CDMG|aAART
231	12316 41684	   	177.16	DCR|2VULN|2AART|2CDMG|2ASPD|1DUR	19VULN|29CDMG|3BEXP|4DUR|5MBVNT|6aAART|7RCR|89ASPD|9BPWR
232	13512 11516	   	177.15	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	16VULN|28ZMB|3RCR|4CDMG|5AART|7LIT|9LWND|aDMG
233	13512 16216	   	177.15	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	16VULN|27ZMB|3RCR|4CDMG|5AART|8LIT|9LWND|aDMG
234	13514 51213	   	177.14	ACR|2VULN|2DMG|3CDMG|1ZMB	1aVULN|2ZMB|3RCR|45aCDMG|6DMSP|7LHND|8AIRHEA|9aDMG|aBPWR
235	23336 41216	   	177.04	DCR|3DMG|1AART|1VULN|2ZMB	1FEWX|24ZMB|34aDMG|4BPWR|5RCVC|6RCR|7VULN|8AART|9RPLT
236	13166 13431	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2ZMB|3DUR|5DMSP|6DMG|7RCR|9AART|aLHND
237	13166 13432	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2ZMB|3DUR|5DMSP|6DMG|7RCR|9AART|aRPLT
238	13166 13433	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2ZMB|3DUR|5DMSP|6DMG|7RCR|9AART|aFEWX
239	13226 13342	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8CGEN|9AART|aLHND
240	13226 13343	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8CGEN|9AART|aFEWX
241	13226 13512	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8LWND|9AART|aMLV
242	13226 13513	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8LWND|9AART|aRPLT
243	13226 13514	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8LWND|9AART|aCGEN
244	13226 13516	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8LWND|9AART|aBEXP
245	13236 13431	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2ZMB|4DUR|5DMSP|6DMG|7RCR|9AART|aLHND
246	13236 13432	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2ZMB|4DUR|5DMSP|6DMG|7RCR|9AART|aRPLT
247	13236 13433	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2ZMB|4DUR|5DMSP|6DMG|7RCR|9AART|aFEWX
248	43332 36113	   	177.01	DCR|3DMG|3ZMB|1VULN|1CDMG|1DUR|1SELL	1DUR|245ZMB|345DMG|45BPWR|6BEXP|7CDMG|8VULN|9SELL|aRCR
249	23336 41261	   	176.94	DCR|3DMG|1AART|1VULN|2ZMB	1FEWX|24ZMB|34aDMG|4BPWR|5RCVC|6RCR|7VULN|8AART|9TLV
250	13223 13344	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUST|6DMG|7RCR|8CGEN|9AART|aDUR
251	13223 13346	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2ZMB|5DUST|6DMG|7RCR|8CGEN|9AART|aASPD
252	13226 13242	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8ERES|9AART|aLHND
253	13226 13243	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8ERES|9AART|aFEWX
254	13226 13346	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8CGEN|9AART|aDUST
255	13226 13515	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8LWND|9AART|aERES
256	23332 21541	   	176.85	DCR|3DMG|2VULN|3ZMB	1aFEWX|245ZMB|345DMG|45aBPWR|6LHND|7aVULN|8aMLV|9RCR
257	23332 31541	   	176.85	DCR|3DMG|2VULN|3ZMB	1aFEWX|245ZMB|345DMG|45aBPWR|6BEXP|7aVULN|8aMLV|9RCR
258	23332 41541	   	176.85	DCR|3DMG|2VULN|3ZMB	1aFEWX|245ZMB|345DMG|45aBPWR|6LWND|7aVULN|8aMLV|9RCR
259	13223 13244	   	176.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUST|6DMG|7RCR|8ERES|9AART|aDUR
260	13223 13246	   	176.82	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2ZMB|5DUST|6DMG|7RCR|8ERES|9AART|aASPD
261	13226 13246	   	176.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2ZMB|5DUR|6DMG|7RCR|8ERES|9AART|aDUST
262	13516 11231	 * 	176.75	ACR|4VULN|2CDMG|2ASPD|1ZMB	179aVULN|2ZMB|3RCR|47CDMG|57ASPD|6RMIN|7BPWR|8AIRHEA
263	12316 41522	   	176.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2CDMG|3BEXP|4DUR|5MBVNT|6AART|7RCR|8DMG|9ZMB
264	12316 41525	   	176.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2CDMG|3BEXP|4DUR|5MBVNT|6AART|7RCR|8aDMG|9ZMB
265	15211 12442	   	176.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2MBVNT|3RMIN|4CDMG|5ZMB|6RCR|79DMG|8DUR|aAART
266	13214 41216	   	176.64	DCR|3VULN|3ZMB|1AART|1ASPD	137VULN|258ZMB|45ERES|5BPWR|6RCR|9AART|aASPD
267	13261 41216	   	176.64	DCR|3VULN|3ZMB|1AART|1ASPD	137VULN|248ZMB|5ERES|6RCR|9AART|aASPD
268	12216 41522	   	176.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2CDMG|3DUST|4DUR|5MBVNT|6AART|7RCR|8DMG|9ZMB
269	12216 41525	   	176.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2CDMG|3DUST|4DUR|5MBVNT|6AART|7RCR|8aDMG|9ZMB
270	13516 51233	   	176.58	ACR|3VULN|1AART|2ZMB|1CDMG|1ASPD	179VULN|27ZMB|3RCR|4CDMG|5ASPD|67TLV|7BPWR|8LSRHEA|aAART
271	12321 61532	   	176.56	DCR|2VULN|3CDMG|1AART|1DMG|2DUR	17VULN|247CDMG|34BEXP|47BPWR|5DMG|67DUR|8MLV|9RCR|aAART
