0	Index      	 *	Score 	Summary	Detail	
1	33216 32551	 * 	203.78	ACR|4VULN|3DMG|1ZMB|1DUR	179CGEN|279DMG|3RCR|4DUR|5ZMB|679aVULN|79BPWR|8RMIN
163	33216 32156	   	178.87	ACR|3DMG|2VULN|2DUR|1ZMB|1SELL	17CGEN|27aDMG|3RCR|49DUR|5ZMB|67VULN|7BPWR|8SELL
164	33216 32412	   	178.87	ACR|3VULN|2DMG|2DUR|1ZMB|1SELL	17CGEN|27DMG|3RCR|48DUR|5ZMB|679VULN|7BPWR|aSELL
165	24433 34311	   	178.78	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|28RCVC|3LIT|4RCR|56DMG|7VULN|9CDMG|aZMB
166	33214 64233	 * 	178.77	ACR|3DMG|2VULN|3DUR|1ASPD	1CGEN|256DMG|3RCR|458DUR|5BPWR|7aVULN|9ASPD
167	33216 32621	   	178.76	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR	178CGEN|27DMG|3RCR|4DUR|5ZMB|67VULN|7BPWR|9ASPD|aCDMG
168	24631 33324	   	178.76	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RCVC|35DMG|4MBVNT|6RCR|7aVULN|8DUR|9BEXP
169	24631 33344	   	178.76	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RCVC|35DMG|4MBVNT|6RCR|7aVULN|8DUR|9FEWX
170	33221 62124	   	178.74	ACR|3VULN|2DMG|1AART|1SELL	17CGEN|27DMG|3RCR|4ERES|5FEWX|679VULN|7BPWR|8SELL|aAART
171	33232 62124	   	178.74	ACR|3VULN|2DMG|1AART|1SELL	17CGEN|27DMG|3RCR|4FEWX|5ERES|679VULN|7BPWR|8SELL|aAART
172	23313 36251	   	178.74	DCR|3DMG|1AART|1VULN|2ZMB	1AART|259DMG|3LWND|4BEXP|68ZMB|7RCR|aVULN
173	33215 62152	   	178.68	ACR|3VULN|3DMG|1DUR	179CGEN|279DMG|3RCR|4DUR|58LWND|679VULN|79BPWR|aLIT
174	33214 32551	   	178.67	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|25DMG|3RCR|45DUR|5BPWR|6LWND|7AART|89VULN|aRCVC
175	33223 22554	   	178.58	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|2aDMG|3RCR|4ERES|5CDMG|6RPLT|7AART|89VULN
176	33212 32126	   	178.13	ACR|3VULN|3DMG|1DUR|1SELL	17CGEN|27aDMG|3RCR|4DUR|5ERES|679VULN|7BPWR|8SELL
177	35243 72352	 * 	178.13	DCR|3DMG|1AART|1VULN|2ASPD	17aCGEN|2VULN|3MBVNT|4AART|5aASPD|6RCR|89aDMG|aBPWR
178	23626 33151	   	177.86	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1aAART|2DMG|3MGNSTR|4DUR|57VULN|6BELT|8RCR|9CDMG
179	21253 11346	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3CGEN|49aVULN|5CDMG|6RCR|7LHND|8ZMB
180	21253 13346	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3CGEN|49aVULN|5CDMG|6RCR|7ZMB|8FEWX
181	21253 13434	   	177.81	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|2ASPD|38CGEN|49aVULN|5CDMG|6RCR|7ZMB
182	21131 36325	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1AART|2ASPD|3DUR|4DMSP|58aDMG|6VULN|7RCR|9MLV
183	21131 36352	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1AART|2ASPD|3DUR|4DMSP|589DMG|6VULN|7RCR|aFEWX
184	21131 36355	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1AART|2ASPD|3DUR|4DMSP|589DMG|6VULN|7RCR|aBELT
185	21331 36354	   	177.76	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1AART|2ASPD|3LWND|4DMSP|589DMG|6VULN|7RCR|aDUR
186	21131 16351	   	177.76	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1AART|2ASPD|3DUR|4DMSP|589DMG|6BEXP|7RCR|aVULN
187	21131 46351	   	177.76	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1AART|2ASPD|3DUR|4DMSP|589DMG|6LWND|7RCR|aVULN
188	21131 36334	   	177.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1AART|2ASPD|3DUR|4DMSP|58aDMG|6VULN|7RCR|9DUST
189	21131 36353	   	177.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1AART|2ASPD|3DUR|4DMSP|589DMG|6VULN|7RCR|aERES
190	21131 36356	   	177.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1AART|2ASPD|3DUR|4DMSP|589DMG|6VULN|7RCR|aDUST
191	26624 22213	   	177.63	DCR|3VULN|2AART|1DMG	18AART|2RMIN|37aVULN|4LIT|5DMG|6RCR|9DUST
192	23332 21631	   	177.53	DCR|3DMG|1AART|1VULN|1CDMG	1AART|28aDMG|3LWND|4DMSP|5CDMG|6BEXP|7RCR|9VULN
193	51131 13132	 * 	177.48	ACR|2VULN|2DMG|1AART|1FLTHEA	1RPLT|2MLV|3aVULN|4RCR|5AART|69DMG|7FEWX|8FLTHEA
194	23332 48431	   	177.43	DCR|3DMG|1AART|1VULN|1CDMG	1AART|28aDMG|3LWND|4DMSP|5CDMG|6MBVNT|7RCR|9VULN
195	54331 13134	   	177.38	ACR|2VULN|2DMG|1AART|1FLTHEA	1RPLT|2ERES|3aVULN|4RCR|5AART|69DMG|7FEWX|8FLTHEA
196	33214 32451	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|25DMG|3RCR|45DUR|5BPWR|6LWND|7AART|8FEWX|9aVULN
197	33214 32521	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|25DMG|3RCR|45DUR|5BPWR|6LWND|7AART|8aVULN|9LHND
198	33214 32541	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|25DMG|3RCR|45DUR|5BPWR|6LWND|7AART|8aVULN|9BEXP
199	33214 32553	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|25DMG|3RCR|45DUR|5BPWR|6LWND|7AART|89VULN|aLIT
200	33214 32561	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|25DMG|3RCR|45DUR|5BPWR|6LWND|7AART|8aVULN|9FEWX
201	33214 32651	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|25DMG|3RCR|45DUR|5BPWR|6LWND|7AART|8LHND|9aVULN
202	33214 52521	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	1CGEN|25DMG|3RCR|45DUR|5BPWR|6LHND|7AART|8aVULN|9LWND
203	22354 22336	   	177.28	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2LIT|3RMIN|4BEXP|5DMG|6RCR|78aVULN|9ZMB
204	33214 32515	 * 	177.24	ACR|2DMG|1AART|1VULN|3DUR|1CDMG	1CGEN|25DMG|3RCR|45aDUR|5BPWR|6LWND|7AART|8VULN|9CDMG
205	23253 13133	   	177.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3aCGEN|49VULN|5CDMG|6RCR|7ZMB|8RCVC
206	23253 13135	   	177.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8RCVC|aRPLT
207	23253 13136	   	177.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8RCVC|aLHND
208	23253 13141	   	177.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|4VULN|5CDMG|6RCR|7ZMB|8RCVC|9FEWX
209	23253 13151	   	177.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|4VULN|5CDMG|6RCR|7ZMB|8RCVC|9BEXP
210	23253 13164	   	177.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|4VULN|5CDMG|6RCR|7ZMB|8RCVC|9RPLT
211	23243 13131	   	177.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|4LWND|5CDMG|6RCR|7ZMB|8RCVC|9VULN
212	23263 13631	   	177.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|4BEXP|5CDMG|6RCR|7ZMB|8RCVC|9VULN
213	22223 22356	   	177.18	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2LIT|3MLV|4ERES|57aVULN|6RCR|8ZMB|9DMG
214	22233 22253	   	177.18	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2LIT|3MLV|4NUKE|57aVULN|6RCR|8ZMB|9DMG
215	22323 22356	   	177.18	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2LIT|3RMIN|4ERES|57aVULN|6RCR|8ZMB|9DMG
216	26323 22356	   	177.18	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2RMIN|3LIT|4ERES|57aVULN|6RCR|8ZMB|9DMG
217	23643 32324	   	177.16	DCR|2VULN|2DMG|1AART|1CDMG	1AART|27DMG|3MGNSTR|47VULN|57MLV|6MBVNT|7BPWR|8RCR|9CGEN|aCDMG
218	33216 32431	   	177.12	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	17CGEN|27DMG|3RCR|48DUR|5ZMB|67VULN|7BPWR|9RMIN|aCDMG
219	33356 31224	   	177.09	ACR|3DMG|2VULN|1AART	1CGEN|27aDMG|35VULN|4RCR|6LWND|8BEXP|9AART
220	33452 32224	   	177.09	ACR|3DMG|2VULN|1AART	17CGEN|27aDMG|3BEXP|4RCR|5ERES|67VULN|7BPWR|8TLV|9AART
221	23253 13131	   	177.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8RCVC|aDUST
222	23253 13132	   	177.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8RCVC|aERES
223	33354 21225	 * 	177.08	ACR|2VULN|2AART|1DMG|1FLTHEA|1DUR	1CGEN|2DMG|39VULN|4RCR|5LWND|6FLTHEA|7aAART|8DUR
224	33351 21225	   	176.98	ACR|2VULN|2AART|1DMG|1FLTHEA|1DUR	1CGEN|2DMG|39VULN|4RCR|5LEGI|6FLTHEA|7aAART|8DUR
225	33351 21452	 * 	176.98	ACR|2DMG|2AART|1VULN|1FLTHEA|1ASPD	1CGEN|2aDMG|3VULN|4RCR|5LEGI|6FLTHEA|79AART|8ASPD
226	23126 22156	   	176.96	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|4LIT|5ERES|6RCR|7aVULN|8RCVC
227	23334 34162	   	176.92	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29DMG|3LWND|4DMSP|57VULN|6RCVC|8RCR|aZMB
228	33356 43113	   	176.84	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	16CGEN|2DMG|357VULN|4RCR|8ASPD|9ZMB|aAART
229	24631 33325	   	176.82	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RCVC|35aDMG|4MBVNT|6RCR|7VULN|8DUR|9BEXP
230	24631 33335	   	176.82	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RCVC|35aDMG|4MBVNT|6RCR|7VULN|8DUR|9LHND
231	24631 33345	   	176.82	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RCVC|35aDMG|4MBVNT|6RCR|7VULN|8DUR|9FEWX
232	24631 33352	   	176.82	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RCVC|359DMG|4MBVNT|6RCR|7VULN|8DUR|aMLV
233	24631 33353	   	176.82	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RCVC|359DMG|4MBVNT|6RCR|7VULN|8DUR|aLIT
234	24631 33354	   	176.82	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RCVC|359DMG|4MBVNT|6RCR|7VULN|8DUR|aLWND
235	24631 34161	   	176.82	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RCVC|359DMG|4MBVNT|6RCR|7DUR|8CGEN|aVULN
236	24343 23152	   	176.82	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|2RCVC|37ZMB|47DMG|5RMIN|67DUR|7BPWR|8RCR|9CGEN|aVULN
237	23313 36461	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25DMG|3LWND|4BEXP|6ZMB|7RCR|8FEWX|9aVULN
238	23313 36661	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25DMG|3LWND|4BEXP|6ZMB|7RCR|8LHND|9aVULN
239	33253 22351	 * 	176.75	ACR|3DMG|1AART|1VULN|1CDMG	1CGEN|289DMG|3RCR|4RMIN|5CDMG|6RPLT|7AART|aVULN
240	61222 25113	 * 	176.74	DCR|2VULN|2DMG|3ZMB|1DUR	1RCVC|268ZMB|38VULN|4BELT|58DMG|7RCR|8BPWR|9MLV|aDUR
241	61222 25133	   	176.74	DCR|2VULN|2DMG|3ZMB|1DUR	1RCVC|268ZMB|38VULN|4BELT|58DMG|7RCR|8BPWR|9CGEN|aDUR
242	61222 25141	   	176.74	DCR|2VULN|2DMG|3ZMB|1DUR	1RCVC|268ZMB|38VULN|4BELT|58DMG|7RCR|8BPWR|9DUR|aMLV
243	61222 25142	   	176.74	DCR|2VULN|2DMG|3ZMB|1DUR	1RCVC|268ZMB|38VULN|4aBELT|58DMG|7RCR|8BPWR|9DUR
244	24631 33351	   	176.72	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RCVC|359DMG|4MBVNT|6RCR|7VULN|8DUR|aERES
245	23313 36531	   	176.72	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25DMG|3LWND|4BEXP|6ZMB|7RCR|8aVULN|9DUST
246	61222 25123	   	176.64	DCR|2VULN|2DMG|3ZMB|1DUR	1RCVC|268ZMB|38VULN|4BELT|58DMG|7RCR|8BPWR|9ERES|aDUR
247	61222 25143	   	176.64	DCR|2VULN|2DMG|3ZMB|1DUR	1RCVC|268ZMB|38VULN|4BELT|58DMG|7RCR|8BPWR|9DUR|aERES
248	24332 51341	   	176.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCVC|3ZMB|4CDMG|5BEXP|69VULN|7RCR|8FEWX|aDMG
249	24342 33131	   	176.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCVC|3ZMB|4aDMG|5CDMG|6CGEN|7RCR|8LWND|9VULN
250	24342 33231	   	176.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCVC|3ZMB|4aDMG|5CDMG|6CGEN|7RCR|8FEWX|9VULN
251	23626 33361	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|28DMG|3MGNSTR|4DUR|57VULN|6BELT|9ZMB|aRCR
252	33356 62111	   	176.49	ACR|3DMG|2VULN|1AART	1CGEN|269DMG|35VULN|4RCR|78LIT|aAART
253	24253 11341	   	176.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCVC|3DUST|49VULN|5CDMG|6ZMB|7RCR|8FEWX|aDMG
254	24342 33331	   	176.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCVC|3ZMB|4aDMG|5CDMG|6CGEN|7RCR|8DUST|9VULN
255	24342 63131	   	176.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCVC|3ZMB|4aDMG|5CDMG|6TLV|7RCR|8LWND|9VULN
256	24342 63231	   	176.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCVC|3ZMB|4aDMG|5CDMG|6TLV|7RCR|8FEWX|9VULN
257	24342 63331	   	176.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCVC|3ZMB|4aDMG|5CDMG|6TLV|7RCR|8DUST|9VULN
258	33363 11341	   	176.36	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|2aDMG|39VULN|4ERES|5CDMG|6AART|7RCR|8FEWX
259	33363 11541	   	176.36	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|2aDMG|39VULN|4ERES|5CDMG|6AART|7RCR|8LWND
260	33452 32124	   	176.34	ACR|3VULN|2DMG|1AART|1SELL	17CGEN|27DMG|3BEXP|4RCR|5ERES|679VULN|7BPWR|8SELL|aAART
261	33363 11134	   	176.33	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2DMG|39aVULN|4ERES|5CDMG|6AART|7RCR|8RCVC
262	33261 43342	   	176.10	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1aCGEN|29aDMG|3RCR|4SELL|5CDMG|6VULN|7aBEXP|8AART|aBPWR
263	33353 26235	 * 	175.93	ACR|2VULN|2DMG|1CDMG|1FLTHEA|1ZMB	1CGEN|29DMG|38VULN|4RCR|5BEXP|6FLTHEA|7ZMB|aCDMG
264	33356 62312	   	175.88	ACR|3VULN|3DMG|1DUR	1CGEN|269DMG|358VULN|4RCR|7LIT|aDUR
265	26651 31122	 * 	175.78	DCR|4VULN|1AART|1DMG	1AART|2RMIN|346aVULN|5DMG|7aMLV|8RCR|9aBEXP|aBPWR
266	33233 62134	 * 	175.75	ACR|3DMG|2VULN|2CDMG	1CGEN|29aDMG|3RCR|4FEWX|5DUST|69CDMG|7LIT|89VULN|9BPWR
267	23253 11234	   	175.72	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2aDMG|3CGEN|4VULN|5CDMG|6RCR|7LHND|8RPLT
268	21131 36346	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1AART|2ASPD|3DUR|4DMSP|58DMG|6VULN|7RCR|9ERES|aCDMG
269	33356 15222	   	175.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1aCGEN|2aDMG|35VULN|4RCR|6SELL|7CDMG|8AART|9aBEXP|aBPWR
270	23123 16356	   	175.55	DCR|2VULN|2DMG|1AART|2DUR	1AART|29DMG|35DUR|4LIT|6ERES|7aVULN|8RCR
271	33212 32154	   	175.32	ACR|2VULN|2DMG|1AART|2DUR|1SELL	17CGEN|27DMG|3RCR|49DUR|5ERES|67VULN|7BPWR|8SELL|aAART
272	23222 34635	   	175.30	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1AART|27DMG|367CGEN|4RCVC|57CDMG|7BPWR|8ZMB|9VULN|aRCR
273	51131 12241	 * 	175.28	ACR|2AART|2VULN|2DMG	1RPLT|2MLV|39VULN|4RCR|58AART|6aDMG|7CGEN
274	23253 11221	   	175.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|29DMG|3CGEN|4VULN|5CDMG|6RCR|7LHND|8RPLT|aZMB
275	23253 11342	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7LHND|8ZMB|aBEXP
276	23253 11343	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7aLHND|8ZMB
277	23253 11346	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7LHND|8ZMB|aMLV
278	23253 11361	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|4aVULN|5CDMG|6RCR|7LHND|8ZMB|9RPLT
279	23253 13311	   	175.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|4VULN|5CDMG|6RCR|7ZMB|89FEWX
280	23253 13342	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8FEWX|aBEXP
281	23253 13343	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8FEWX|aLHND
282	23253 13346	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8FEWX|aMLV
283	23253 13361	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|4aVULN|5CDMG|6RCR|7ZMB|8FEWX|9RPLT
284	23253 13433	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|38aCGEN|49VULN|5CDMG|6RCR|7ZMB
285	23253 13435	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|38CGEN|49VULN|5CDMG|6RCR|7ZMB|aRPLT
286	23253 13436	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|38CGEN|49VULN|5CDMG|6RCR|7ZMB|aLHND
287	23253 13441	   	175.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|38CGEN|4VULN|5CDMG|6RCR|7ZMB|9FEWX
288	23253 13451	   	175.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|38CGEN|4VULN|5CDMG|6RCR|7ZMB|9BEXP
289	23253 13542	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8LWND|aBEXP
290	23253 13543	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8LWND|aLHND
291	23253 13561	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|4aVULN|5CDMG|6RCR|7ZMB|8LWND|9RPLT
292	23243 13431	   	175.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|38CGEN|4LWND|5CDMG|6RCR|7ZMB|9VULN
293	23243 13531	   	175.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|48LWND|5CDMG|6RCR|7ZMB|9VULN
294	23263 13431	   	175.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|38CGEN|4BEXP|5CDMG|6RCR|7ZMB|9VULN
295	33214 66313	 * 	175.26	ACR|3DMG|1AART|1FLTHEA|2DUR|1ASPD	1CGEN|256DMG|3RCR|45DUR|5BPWR|7ERES|8AART|9ASPD|aFLTHEA
296	23126 22514	   	175.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49LIT|5ERES|6RCR|7aVULN|89FEWX|9BPWR
297	23126 22614	   	175.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49LIT|5ERES|6RCR|7aVULN|89LHND|9BPWR
298	54331 12241	   	175.18	ACR|2AART|2VULN|2DMG	1RPLT|2ERES|39VULN|4RCR|58AART|6aDMG|7CGEN
299	23253 11336	   	175.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|4VULN|5CDMG|6RCR|7LHND|8ZMB|9SNIHEL
300	23253 11345	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7LHND|8ZMB|aNUKE
301	23253 13345	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|3CGEN|49VULN|5CDMG|6RCR|7ZMB|8FEWX|aNUKE
302	23253 13431	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|38CGEN|49VULN|5CDMG|6RCR|7ZMB|aDUST
303	23253 13432	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|38CGEN|49VULN|5CDMG|6RCR|7ZMB|aERES
304	23253 13536	   	175.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2aDMG|3CGEN|4VULN|5CDMG|6RCR|7ZMB|8LWND|9SNIHEL
305	22223 22455	   	175.15	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aLIT|3MLV|4aERES|57VULN|6RCR|8DUR|9aDMG|aBPWR
306	33214 23326	   	175.08	ACR|3DMG|1VULN|1CDMG|2DUR|1ZMB	17CGEN|25aDMG|3RCR|45DUR|5BPWR|6ZMB|8CDMG|9VULN
307	23126 22256	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|48LIT|5ERES|6RCR|7aVULN
308	33243 62126	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	17CGEN|27DMG|3RCR|48LWND|5BEXP|67VULN|7BPWR|9AART|aZMB
309	33243 62226	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	17CGEN|27DMG|3RCR|4LWND|58BEXP|67VULN|7BPWR|9AART|aZMB
310	23334 33161	   	174.99	DCR|3DMG|1AART|1VULN|1ZMB	1AART|279DMG|3LWND|4DMSP|5VULN|6RCVC|8RCR|aZMB
311	23643 32327	 * 	174.96	DCR|2AART|2VULN|2DMG	1aAART|27DMG|3MGNSTR|47VULN|57MLV|6MBVNT|7BPWR|8RCR|9CGEN
312	23643 32361	   	174.96	DCR|2AART|2VULN|2DMG	19AART|27DMG|3MGNSTR|47VULN|57MLV|6MBVNT|7BPWR|8RCR|aCGEN
313	23643 32364	   	174.96	DCR|2AART|2VULN|2DMG	19AART|27DMG|3MGNSTR|47VULN|57MLV|6MBVNT|7BPWR|8RCR|aLWND
314	33214 61361	   	174.95	ACR|3DMG|2VULN|2DUR|1ASPD	1CGEN|256DMG|3RCR|45DUR|5BPWR|7RMIN|8ASPD|9aVULN
315	23313 36331	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|258DMG|39LWND|4BEXP|6ZMB|7RCR|aVULN
316	23313 36351	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|258DMG|3LWND|4BEXP|6ZMB|7RCR|9VULN|aCGEN
317	23313 36354	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|258DMG|3LWND|4BEXP|6ZMB|7RCR|9VULN|aRMIN
318	23313 36356	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|258DMG|3LWND|4BEXP|6ZMB|7RCR|9VULN|aFEWX
319	23313 36524	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|25aDMG|39LWND|4BEXP|6ZMB|7RCR|8VULN
320	23313 36551	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|259DMG|3LWND|4BEXP|6ZMB|7RCR|8VULN|aCGEN
321	23643 32362	   	174.86	DCR|2AART|2VULN|2DMG	19AART|27DMG|3MGNSTR|47VULN|57MLV|6MBVNT|7BPWR|8RCR|aLEGI
322	23313 36355	   	174.78	DCR|3DMG|1AART|1VULN|1ZMB	1AART|258DMG|3LWND|4BEXP|6ZMB|7RCR|9VULN|aLEGI
323	24631 34724	   	174.72	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RCVC|35DMG|4MBVNT|6RCR|7DUR|8LSRREG|9VULN|aCDMG
324	24433 34313	   	174.71	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|28RCVC|3LIT|4RCR|56DMG|7VULN|9CDMG|aDUR
