0	Index      	 *	Score 	Summary	Detail	
1	15321 22616	 * 	208.28	DCR|5VULN|2DMG|1CDMG|2DUR	19DUR|2CDMG|3RCVC|4579aVULN|6RCR|89DMG|9BPWR
171	53111 16612	   	179.67	DCR|3VULN|2DMG|1AART	1BEXP|2LWND|39aVULN|4AART|5MLV|68DMG|7RCR
172	12321 12253	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5LHND|6DMG|7BEXP|89VULN|aCDMG
173	12321 15233	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5LHND|6DMG|7FEWX|89VULN|aCDMG
174	12322 12256	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5FEWX|6DMG|7BEXP|89VULN|aCDMG
175	12322 15413	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|57FEWX|6DMG|89VULN|aCDMG
176	12162 16263	   	179.56	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|29AART|3TLV|48VULN|5FEWX|6DMG|7RCR|aCDMG
177	12531 16263	   	179.56	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|29AART|3DUST|48VULN|5MLV|6DMG|7RCR|aCDMG
178	33331 22516	 * 	179.56	DCR|5VULN|2CDMG|2ZMB	19CDMG|2LWND|3RCVC|4579aVULN|6RCR|89ZMB|9BPWR
179	12322 16614	   	179.54	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5FEWX|6aDMG|78ASPD|9VULN
180	12322 16361	   	179.54	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5FEWX|6DMG|7aASPD|89VULN
181	32151 21434	   	179.47	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|2DUST|36DMG|4ZMB|58VULN|7AART|9MBVNT|aRCR
182	11125 33343	   	179.40	DCR|4VULN|2DMG|2DUR	1aDUR|2LHND|346aVULN|5BELT|7RCR|8DMSP|9aDMG|aBPWR
183	15222 21426	   	179.36	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG|2DUR	15DUR|2CDMG|3LHND|45ASPD|5BPWR|6aDMG|7AART|8VULN|9RCR
184	12341 16236	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4LWND|5LHND|6DMG|7RCR|89VULN|aCDMG
185	12361 16241	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|48VULN|5LHND|6DMG|7RCR|9CDMG|aLWND
186	12361 16336	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|49VULN|5LHND|6DMG|7RCR|8LWND|aCDMG
187	12325 16533	 * 	179.15	ACR|2VULN|1AART|1DMG|3DUR|2ZMB	169DUR|2AART|39ZMB|4RCR|57RCVC|89VULN|9BPWR|aDMG
188	12331 16233	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4DUST|5LHND|6DMG|7RCR|89VULN|aCDMG
189	12361 16223	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|48VULN|5LHND|6DMG|7RCR|9DUST|aCDMG
190	12366 16223	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3ZMB|48VULN|5BEXP|6DMG|7RCR|9DUST|aCDMG
191	15321 22515	   	178.97	DCR|4VULN|2CDMG|2ZMB|2DUR	19DUR|2aCDMG|3RCVC|4579VULN|6RCR|89ZMB|9BPWR
192	34111 21615	   	178.96	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1CDMG|25VULN|3DMG|4ERES|6RCR|78AART|9RCVC|aDUR
193	34111 21624	   	178.96	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3DMG|4ERES|6RCR|78AART|9LHND|aASPD
194	34111 21625	   	178.96	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1CDMG|25VULN|3DMG|4ERES|6RCR|78AART|9LHND|aDUR
195	34111 21632	   	178.96	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3DMG|4ERES|6RCR|78AART|9ASPD|aDMSP
196	32321 21635	   	178.96	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCVC|45VULN|6RCR|78AART|9ASPD|aDMG
197	34112 21635	   	178.96	DCR|2DMG|2AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|3aDMG|4ERES|5RCVC|6RCR|78AART|9ASPD
198	34111 21214	   	178.86	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1CDMG|25VULN|3DMG|4ERES|6RCR|7aAART|8LEGI|9DUR
199	34111 21634	   	178.86	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3DMG|4ERES|6RCR|78AART|9ASPD|aVENICY
200	12322 13463	   	178.79	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|29AART|3ZMB|4RCR|5FEWX|6DMG|8VULN|aCDMG
201	52531 16233	   	178.76	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|2AART|3DUST|48VULN|5MLV|69DMG|7RCR|aCDMG
202	15321 22625	   	178.68	DCR|4VULN|1DMG|2CDMG|1DUR	1DUR|2aCDMG|3RCVC|4579VULN|6RCR|8DMG
203	34111 22335	   	178.58	DCR|4VULN|1DMG|2CDMG|1ASPD	1aCDMG|2578VULN|3DMG|4ERES|6RCR|9ASPD
204	23433 21435	   	178.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ERES|28VULN|3RCVC|4CDMG|5ZMB|6RCR|7AART|9ASPD|aDMG
205	11111 16244	   	178.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|2LHND|38VULN|4aAART|5MLV|6DMG|7RCR|9CDMG
206	13111 16244	   	178.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DUR|2LWND|38VULN|4aAART|5MLV|6DMG|7RCR|9CDMG
207	15134 21422	   	178.36	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2CDMG|36DMG|4LWND|5ZMB|7AART|8VULN|9RCR|aASPD
208	15151 21222	   	178.36	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2CDMG|36DMG|4ZMB|5VULN|7AART|8LHND|9RCR|aASPD
209	15151 21322	   	178.36	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2CDMG|36DMG|4ZMB|5VULN|7AART|8LWND|9RCR|aASPD
210	33151 21622	   	178.36	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2LWND|36DMG|4ZMB|5VULN|7AART|8DUR|9RCR|aASPD
211	34134 21622	   	178.36	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2VULN|36DMG|4LWND|5ZMB|7AART|8DUR|9RCR|aASPD
212	34111 21613	   	178.34	DCR|2VULN|2AART|2CDMG|1DMG	1aCDMG|25VULN|3DMG|4ERES|6RCR|78AART|9RCVC
213	34111 21651	   	178.34	DCR|2VULN|2AART|2CDMG|1DMG	1aCDMG|25VULN|3DMG|4ERES|6RCR|78AART|9CGEN
