0	Index      	 *	Score 	Summary	Detail	
1	41344 13111	 * 	182.46	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	14DUR|2ERES|367VULN|5AART|8CDMG|9RCR|aDMG
193	23121 12342	 * 	162.37	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|2DUR	1FEWX|2LHND|3FLTHEA|45DUR|6AART|7CDMG|8DMG|9RCR|aVULN
194	43126 12342	   	162.37	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|2DUR	14DUR|2LHND|3FLTHEA|5LWND|6AART|7CDMG|8DMG|9RCR|aVULN
195	34422 24312	   	162.28	DCR|3VULN|1AART|1DMG	1TLV|29DUST|348VULN|5ERES|6RCR|7AART|aDMG
196	43122 16342	   	162.27	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|2DUR	14DUR|2LHND|3FLTHEA|5DUST|6AART|7CDMG|8DMG|9RCR|aVULN
197	63121 16342	   	162.27	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|2DUR	1DUST|2LHND|3FLTHEA|45DUR|6AART|7CDMG|8DMG|9RCR|aVULN
198	21413 25322	   	162.10	DCR|3VULN|2DMG|1DUR	1FEWX|2ERES|357VULN|49DMG|6RCR|8BEXP|aDUR
199	21413 25326	   	162.10	DCR|3VULN|2DMG|1ASPD	1FEWX|2ERES|357VULN|49DMG|6RCR|8BEXP|aASPD
200	33213 25326	   	162.10	DCR|3VULN|2DMG|1ASPD	1TLV|257VULN|3FEWX|49DMG|6RCR|8BEXP|aASPD
201	33213 25626	   	162.10	DCR|3VULN|2DMG|1ASPD	1TLV|257VULN|3FEWX|49DMG|6RCR|8LHND|aASPD
202	64413 22232	   	162.10	DCR|3VULN|2DMG|1DUR	1DUST|2MLV|35aVULN|49DMG|6RCR|7LHND|8DUR
203	33411 24123	   	162.07	DCR|4VULN|2DMG	1TLV|2367VULN|4aDMG|5LIT|8RCVC|9RCR
204	33411 24623	   	162.07	DCR|4VULN|2DMG	1TLV|2367VULN|4aDMG|58LIT|9RCR
205	33412 24432	   	162.00	DCR|3VULN|2DMG|1DUR	1TLV|238VULN|49DMG|5DUST|6RCR|7DMSP|aDUR
206	33412 25226	   	162.00	DCR|3VULN|2DMG|1ASPD	1TLV|237VULN|49DMG|5DUST|6RCR|8FEWX|aASPD
207	33512 25432	   	162.00	DCR|3VULN|2DMG|1DUR	1TLV|278VULN|3DMSP|49DMG|5DUST|6RCR|aDUR
208	61313 25322	   	162.00	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|357VULN|49DMG|6RCR|8BEXP|aDUR
209	35621 23513	 * 	161.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1TLV|2CGEN|3CDMG|4FEWX|56DMG|7AART|8ZMB|9VULN|aRCR
210	33412 25332	   	161.90	DCR|3VULN|2DMG|1DUR	1TLV|237VULN|49DMG|58DUST|6RCR|aDUR
211	33412 26432	   	161.90	DCR|3VULN|2DMG|1DUR	17TLV|238VULN|49DMG|5DUST|6RCR|aDUR
212	34413 25332	   	161.90	DCR|3VULN|2DMG|1DUR	1TLV|28DUST|357VULN|49DMG|6RCR|aDUR
213	31425 22224	   	161.89	ACR|3VULN|2DMG|1ZMB	1aTLV|27LHND|34aVULN|5RCR|6ZMB|8FEWX|9aDMG|aBPWR
214	15213 61124	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2ZMB|38FEWX|49DMG|56VULN|7RCR|aCDMG
215	15213 61631	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2ZMB|3FEWX|49DMG|56VULN|7RCR|8LIT|aCDMG
216	15221 61124	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2ZMB|38FEWX|46VULN|59DMG|7RCR|aCDMG
217	15221 61631	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2ZMB|3FEWX|46VULN|59DMG|7RCR|8LIT|aCDMG
218	41342 11224	   	161.86	DCR|2VULN|2DMG|3DUR|1ZMB	14aDUR|25ERES|3aVULN|6ZMB|7BEXP|8RCR|9aDMG|aBPWR
219	41342 13224	   	161.86	DCR|2VULN|2DMG|3DUR|1ZMB	14aDUR|25ERES|3aVULN|6ZMB|7LHND|8RCR|9aDMG|aBPWR
220	31425 22324	   	161.79	ACR|3VULN|2DMG|1ZMB	1aTLV|27LHND|34aVULN|5RCR|6ZMB|8DUST|9aDMG|aBPWR
221	31414 21314	 * 	161.76	DCR|2VULN|2DMG|1FLTHEA|1ZMB	1TLV|2LHND|39VULN|4aDMG|5MLV|6ZMB|7RCR|8FLTHEA
222	33614 21314	   	161.76	DCR|2VULN|2DMG|1FLTHEA|1ZMB	1TLV|29VULN|3LHND|4aDMG|5MLV|6ZMB|7RCR|8FLTHEA
223	33224 61222	 * 	161.66	DCR|3VULN|1AART|1FLTHEA|1ASPD|1SELL	1TLV|24aVULN|3FEWX|5AART|6SELL|7RCR|8ASPD|9FLTHEA
224	25422 31224	   	161.57	DCR|3VULN|2DMG|1ZMB	16aFEWX|2ZMB|34aVULN|5ERES|7BEXP|8RCR|9aDMG|aBPWR
225	22125 32161	   	161.48	DCR|3VULN|1AART|1DMG	124FEWX|27BPWR|357VULN|6RCR|8DMG|9AART|aLWND
226	22125 32163	   	161.48	DCR|3VULN|1AART|1DMG	124FEWX|27BPWR|357VULN|6RCR|8DMG|9AART|aMLV
227	22125 32166	   	161.48	DCR|3VULN|1AART|1DMG	124FEWX|27BPWR|357VULN|6RCR|8DMG|9AART|aRPLT
228	22315 32161	   	161.48	DCR|3VULN|1AART|1DMG	123FEWX|27BPWR|457VULN|6RCR|8DMG|9AART|aLWND
229	22315 32163	   	161.48	DCR|3VULN|1AART|1DMG	123FEWX|27BPWR|457VULN|6RCR|8DMG|9AART|aMLV
230	22315 32166	   	161.48	DCR|3VULN|1AART|1DMG	123FEWX|27BPWR|457VULN|6RCR|8DMG|9AART|aRPLT
231	51216 33343	 * 	161.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	12LIT|39VULN|4DMG|5RCR|6CGEN|7ASPD|8CDMG|aAART
232	22125 32162	   	161.38	DCR|3VULN|1AART|1DMG	124FEWX|27BPWR|357VULN|6RCR|8DMG|9AART|aTLV
233	22315 32162	   	161.38	DCR|3VULN|1AART|1DMG	123FEWX|27BPWR|457VULN|6RCR|8DMG|9AART|aTLV
234	25431 21361	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2ZMB|3aVULN|4DUR|5DMG|6RCVC|7RCR|8BEXP|9AART
235	45213 21361	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ZMB|3FEWX|4DMG|5aVULN|6RCVC|7RCR|8BEXP|9AART
236	45221 21361	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ZMB|3FEWX|4aVULN|5DMG|6RCVC|7RCR|8BEXP|9AART
237	21412 45221	   	161.37	DCR|3VULN|2DMG|1ZMB	1FEWX|2ERES|37aVULN|49DMG|5RMIN|6ZMB|8RCR
238	61312 25221	   	161.27	DCR|3VULN|2DMG|1ZMB	1DUST|2ERES|37aVULN|49DMG|5RMIN|6ZMB|8RCR
239	33213 44433	   	161.22	DCR|3VULN|3DMG	1TLV|258VULN|3FEWX|469DMG|7LWND|aRCR
240	33421 31623	   	161.22	DCR|3VULN|3DMG	1TLV|235VULN|4RCVC|689DMG|7BEXP|aRCR
241	51216 23421	   	161.21	ACR|2VULN|2DMG|1CDMG|2DUR	127LIT|38VULN|48DMG|5RCR|68DUR|8BPWR|9CDMG|aTLV
242	51216 23423	   	161.21	ACR|2VULN|2DMG|1CDMG|2DUR	127LIT|38VULN|48DMG|5RCR|68DUR|8BPWR|9CDMG|aCANSTR
243	62135 32161	   	161.18	DCR|3VULN|1AART|1DMG	124DUST|27BPWR|357VULN|6RCR|8DMG|9AART|aLWND
244	62135 32163	   	161.18	DCR|3VULN|1AART|1DMG	124DUST|27BPWR|357VULN|6RCR|8DMG|9AART|aMLV
245	62162 32161	   	161.18	DCR|3VULN|1AART|1DMG	125DUST|27BPWR|347VULN|6RCR|8DMG|9AART|aLWND
246	62162 32163	   	161.18	DCR|3VULN|1AART|1DMG	125DUST|27BPWR|347VULN|6RCR|8DMG|9AART|aMLV
247	21454 13112	   	161.17	DCR|3VULN|1AART|1CDMG|1ZMB	1FEWX|2ERES|367VULN|4DMSP|5AART|8CDMG|9RCR|aZMB
248	33224 53112	   	161.17	DCR|3VULN|1AART|1CDMG|1ZMB	1TLV|247VULN|36FEWX|5AART|8CDMG|9RCR|aZMB
249	35214 13112	   	161.17	DCR|3VULN|1AART|1CDMG|1ZMB	1TLV|2CGEN|367VULN|4RMIN|5AART|8CDMG|9RCR|aZMB
250	62135 32162	   	161.08	DCR|3VULN|1AART|1DMG	124DUST|27BPWR|357VULN|6RCR|8DMG|9AART|aTLV
251	62162 32162	   	161.08	DCR|3VULN|1AART|1DMG	125DUST|27BPWR|347VULN|6RCR|8DMG|9AART|aTLV
252	21464 13112	   	161.07	DCR|3VULN|1AART|1CDMG|1ZMB	1FEWX|24ERES|367VULN|5AART|8CDMG|9RCR|aZMB
253	33314 13112	   	161.07	DCR|3VULN|1AART|1CDMG|1ZMB	1TLV|267VULN|3ERES|4RMIN|5AART|8CDMG|9RCR|aZMB
254	61354 13112	   	161.07	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2ERES|367VULN|4DMSP|5AART|8CDMG|9RCR|aZMB
255	61364 13112	   	160.97	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|24ERES|367VULN|5AART|8CDMG|9RCR|aZMB
256	44422 21231	 * 	160.91	DCR|3VULN|2CDMG|2DUR|1ZMB	19DUR|2MLV|349VULN|5ERES|6RCR|7ZMB|89CDMG|9BPWR|aLIT
257	44422 21233	   	160.91	DCR|3VULN|2CDMG|2DUR|1ZMB	19DUR|2MLV|349VULN|5ERES|6RCR|7ZMB|89CDMG|9BPWR|aLHND
258	33412 31316	   	160.81	DCR|2VULN|2DMG|1AART	1TLV|23VULN|4aDMG|5DUST|6FEWX|7RCR|8RPLT|9AART
259	34213 61316	   	160.81	DCR|2VULN|2DMG|1AART	1TLV|2DUST|3FEWX|4aDMG|56VULN|7RCR|8RPLT|9AART
260	34221 61316	   	160.81	DCR|2VULN|2DMG|1AART	1TLV|2DUST|3FEWX|46VULN|5aDMG|7RCR|8RPLT|9AART
261	34413 31316	   	160.81	DCR|2VULN|2DMG|1AART	1TLV|2DUST|35VULN|4aDMG|6FEWX|7RCR|8RPLT|9AART
262	61213 61316	   	160.81	DCR|2VULN|2DMG|1AART	1DUST|2ERES|3FEWX|4aDMG|56VULN|7RCR|8RPLT|9AART
263	61221 61316	   	160.81	DCR|2VULN|2DMG|1AART	1DUST|2ERES|3FEWX|46VULN|5aDMG|7RCR|8RPLT|9AART
264	61313 31316	   	160.81	DCR|2VULN|2DMG|1AART	1DUST|2ERES|35VULN|4aDMG|6FEWX|7RCR|8RPLT|9AART
265	42162 21132	   	160.81	DCR|3VULN|1DMG|2DUR|1ZMB	12DUR|2BPWR|34aVULN|5DUST|6RCR|7ZMB|8LWND|9DMG
266	21413 23164	   	160.78	DCR|3VULN|1AART|1DMG	1FEWX|2ERES|359VULN|4DMG|6RCR|7RPLT|8LHND|aAART
267	33213 23164	   	160.78	DCR|3VULN|1AART|1DMG	1TLV|259VULN|3FEWX|4DMG|6RCR|7RPLT|8LHND|aAART
268	64413 22313	   	160.78	DCR|3VULN|1AART|1DMG	1DUST|2MLV|359VULN|4DMG|6RCR|7LHND|8MGNLIT|aAART
269	41315 35221	   	160.76	DCR|4VULN|1DMG|1DUR|1ASPD	1DUR|2ERES|379aVULN|4DMG|5ASPD|6RMIN|8RCR
270	61313 23164	   	160.68	DCR|3VULN|1AART|1DMG	1DUST|2ERES|359VULN|4DMG|6RCR|7RPLT|8LHND|aAART
271	33412 23164	   	160.68	DCR|3VULN|1AART|1DMG	1TLV|239VULN|4DMG|5DUST|6RCR|7RPLT|8LHND|aAART
272	21413 42213	   	160.59	DCR|2VULN|2DMG|1CDMG|2DUR	1FEWX|2ERES|35VULN|46DMG|7aDUR|8RCR|9CDMG
273	21413 53224	   	160.59	DCR|2VULN|2DMG|1CDMG|2DUR	1FEWX|2ERES|35VULN|49DMG|67DUR|8RCR|aCDMG
274	51216 63111	 * 	160.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	12LIT|3VULN|4aDMG|5RCR|6ZMB|7AART|8RMIN|9DUR
275	11354 21224	   	160.55	DCR|2VULN|2DMG|2DUR|1ZMB	1aLHND|2ERES|3aVULN|4DMSP|58DUR|6ZMB|7RCR|9aDMG|aBPWR
276	61313 53224	   	160.49	DCR|2VULN|2DMG|1CDMG|2DUR	1DUST|2ERES|35VULN|49DMG|67DUR|8RCR|aCDMG
277	61313 42213	   	160.49	DCR|2VULN|2DMG|1CDMG|2DUR	1DUST|2ERES|35VULN|46DMG|7aDUR|8RCR|9CDMG
278	31413 24352	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|25LHND|3aVULN|4DMG|6RCR|7AART|8SNIHEL|9CDMG
279	33613 24352	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2aVULN|35LHND|4DMG|6RCR|7AART|8SNIHEL|9CDMG
280	15422 24323	   	160.46	DCR|3VULN|1AART|1ZMB|1ASPD	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9LIT|aASPD
281	15422 24333	   	160.46	DCR|3VULN|1AART|1ZMB|1DUR	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9CGEN|aDUR
282	33624 21224	   	160.45	DCR|2VULN|2DMG|2DUR|1ZMB	1aTLV|24VULN|3aLHND|58DUR|6ZMB|7RCR|9aDMG|aBPWR
283	11345 21224	   	160.45	DCR|2VULN|2DMG|2DUR|1ZMB	1aLHND|25ERES|3aVULN|48DUR|6ZMB|7RCR|9aDMG|aBPWR
284	11364 21224	   	160.45	DCR|2VULN|2DMG|2DUR|1ZMB	1aLHND|24ERES|3aVULN|58DUR|6ZMB|7RCR|9aDMG|aBPWR
285	24413 51223	   	160.45	DCR|2VULN|2DMG|2DUR|1ZMB	1FEWX|2MLV|35VULN|49DMG|68DUR|7RCR|aZMB
286	33213 51223	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	1TLV|25VULN|3FEWX|49DMG|68DUR|7RCR|aZMB
287	41314 21221	   	160.35	DCR|2VULN|2DMG|2DUR|1ZMB	18DUR|2ERES|3aVULN|49DMG|5MLV|6ZMB|7RCR
288	15226 32423	   	160.25	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|2ZMB|3FEWX|47VULN|5AART|6CDMG|8RCR|9aDUR
289	33412 51223	   	160.25	DCR|2VULN|2DMG|2DUR|1ZMB	1TLV|23VULN|49DMG|5DUST|68DUR|7RCR|aZMB
290	34413 51223	   	160.25	DCR|2VULN|2DMG|2DUR|1ZMB	1TLV|2DUST|35VULN|49DMG|68DUR|7RCR|aZMB
291	34433 21224	   	160.25	DCR|2VULN|2DMG|2DUR|1ZMB	1aTLV|25DUST|3aVULN|48DUR|6ZMB|7RCR|9aDMG|aBPWR
292	61343 21224	   	160.25	DCR|2VULN|2DMG|2DUR|1ZMB	15aDUST|2ERES|3aVULN|48DUR|6ZMB|7RCR|9aDMG|aBPWR
293	65243 11113	   	160.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2ZMB|3FEWX|47AART|5BELT|6DMG|8CDMG|9RCR|aVULN
294	33421 63112	   	159.97	DCR|3VULN|1AART|1CDMG|1ZMB	1TLV|235VULN|4RCVC|6CDMG|7AART|8BEXP|9RCR|aZMB
295	33421 63412	   	159.97	DCR|3VULN|1AART|1CDMG|1ZMB	1TLV|235VULN|4RCVC|6CDMG|7AART|8FEWX|9RCR|aZMB
296	21413 51121	   	159.70	DCR|3VULN|2DMG|1DUR	18FEWX|2ERES|35aVULN|49DMG|6DUR|7RCR
297	21413 61522	   	159.70	DCR|3VULN|2DMG|1DUR	1FEWX|2ERES|358VULN|49DMG|6LWND|7RCR|aDUR
298	33213 61526	   	159.70	DCR|3VULN|2DMG|1ASPD	1TLV|258VULN|3FEWX|49DMG|6LWND|7RCR|aASPD
299	33213 41414	   	159.67	DCR|4VULN|2DMG	1TLV|2589VULN|3FEWX|46DMG|7BEXP|aRCR
300	33236 35411	 * 	159.63	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1TLV|2VULN|3FEWX|4DUR|5AART|68ASPD|7RCR|9ZMB|aDMG
301	23526 32411	   	159.61	DCR|3VULN|1AART|1CDMG|1ASPD	1FEWX|2LHND|3ASPD|479VULN|5AART|6CDMG|8RCR|aCGEN
302	23526 32413	   	159.61	DCR|3VULN|1AART|1CDMG|1ASPD	1FEWX|2LHND|3ASPD|479VULN|5AART|6CDMG|8RCR|aLWND
303	61313 61522	   	159.60	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|358VULN|49DMG|6LWND|7RCR|aDUR
304	21413 51521	   	159.60	DCR|3VULN|2DMG|1DUR	1FEWX|28ERES|35aVULN|49DMG|6DUR|7RCR
305	23526 32412	   	159.51	DCR|3VULN|1AART|1CDMG|1ASPD	1FEWX|2LHND|3ASPD|479VULN|5AART|6CDMG|8RCR|aDUST
306	61313 51321	   	159.50	DCR|3VULN|2DMG|1DUR	18DUST|2ERES|35aVULN|49DMG|6DUR|7RCR
307	61313 51521	   	159.50	DCR|3VULN|2DMG|1DUR	1DUST|28ERES|35aVULN|49DMG|6DUR|7RCR
308	33413 23245	   	159.43	DCR|3VULN|1DMG|2CDMG|1DUR|1SELL	1aTLV|23aVULN|4DMG|5SELL|6MBVNT|7DUR|8RCR|9aCDMG|aBPWR
309	33421 66212	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1TLV|235VULN|4RCVC|6CDMG|7FEWX|8AART|9RCR|aZMB
310	61312 25224	   	159.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2ERES|37VULN|49DMG|5RMIN|6ZMB|8RCR|aCDMG
311	24413 25212	   	158.72	DCR|4VULN|1DMG|1DUR	18FEWX|2MLV|3579VULN|4DMG|6RCR|aDUR
312	51216 23433	   	158.66	ACR|2VULN|2DMG|2DUR|1ZMB	127LIT|38VULN|48DMG|5RCR|68DUR|8BPWR|9BEXP|aZMB
313	21413 55213	   	158.66	DCR|3VULN|1DMG|1CDMG|2DUR	1FEWX|2ERES|357VULN|4DMG|6aDUR|8RCR|9CDMG
314	21413 25221	   	158.62	DCR|4VULN|1DMG|1ASPD	1FEWX|2ERES|357aVULN|4DMG|6RCR|8RMIN|9ASPD
315	24413 25121	   	158.62	DCR|4VULN|1DMG|1ASPD	1FEWX|2MLV|357aVULN|4DMG|6RCR|8ERES|9ASPD
316	33211 25412	   	158.62	DCR|4VULN|1DMG|1DUR	1TLV|2789VULN|3FEWX|4DMG|5RCVC|6RCR|aDUR
317	33213 24412	   	158.62	DCR|4VULN|1DMG|1DUR	1TLV|2589VULN|3FEWX|4DMG|6RCR|7DMSP|aDUR
318	33213 25212	   	158.62	DCR|4VULN|1DMG|1DUR	1TLV|2579VULN|38FEWX|4DMG|6RCR|aDUR
319	33213 25422	   	158.62	DCR|4VULN|1DMG|1DUR	1TLV|2578VULN|39FEWX|4DMG|6RCR|aDUR
320	33213 25462	   	158.62	DCR|4VULN|1DMG|1DUR	1TLV|2578VULN|3FEWX|4DMG|6RCR|9BELT|aDUR
321	33213 25652	   	158.62	DCR|4VULN|1DMG|1DUR	1TLV|257aVULN|3FEWX|4DMG|6RCR|8LHND|9DUR
322	61313 55213	   	158.56	DCR|3VULN|1DMG|1CDMG|2DUR	1DUST|2ERES|357VULN|4DMG|6aDUR|8RCR|9CDMG
323	21413 25421	   	158.52	DCR|4VULN|1DMG|1ASPD	1FEWX|2ERES|357aVULN|4DMG|6RCR|8TLV|9ASPD
324	21413 25632	   	158.52	DCR|4VULN|1DMG|1DUR	1FEWX|2ERES|3578VULN|4DMG|6RCR|9LEGI|aDUR
325	33213 25121	   	158.52	DCR|4VULN|1DMG|1ASPD	1TLV|257aVULN|3FEWX|4DMG|6RCR|8ERES|9ASPD
326	33213 25436	   	158.52	DCR|4VULN|1DMG|1ASPD	1TLV|2578VULN|3FEWX|4DMG|6RCR|9LEGI|aASPD
327	33213 26412	   	158.52	DCR|4VULN|1DMG|1DUR	17TLV|2589VULN|3FEWX|4DMG|6RCR|aDUR
328	33412 24412	   	158.52	DCR|4VULN|1DMG|1DUR	1TLV|2389VULN|4DMG|5DUST|6RCR|7DMSP|aDUR
329	33412 25252	   	158.52	DCR|4VULN|1DMG|1DUR	1TLV|237aVULN|4DMG|5DUST|6RCR|8FEWX|9DUR
330	33512 25412	   	158.52	DCR|4VULN|1DMG|1DUR	1TLV|2789VULN|3DMSP|4DMG|5DUST|6RCR|aDUR
331	36413 25121	   	158.52	DCR|4VULN|1DMG|1ASPD	1TLV|2BEXP|357aVULN|4DMG|6RCR|8ERES|9ASPD
332	61313 25221	   	158.52	DCR|4VULN|1DMG|1ASPD	1DUST|2ERES|357aVULN|4DMG|6RCR|8RMIN|9ASPD
333	61313 25352	   	158.52	DCR|4VULN|1DMG|1DUR	1DUST|2ERES|357aVULN|4DMG|6RCR|8BEXP|9DUR
334	61313 25622	   	158.52	DCR|4VULN|1DMG|1DUR	1DUST|2ERES|3578VULN|4DMG|6RCR|9FEWX|aDUR
335	33411 63361	   	158.51	DCR|2VULN|2DMG|1AART	1TLV|23VULN|4aDMG|5LIT|6BEXP|7MLV|8RCR|9AART
336	15213 61262	   	158.51	DCR|3VULN|1DMG|2DUR|1ZMB	1LHND|2ZMB|3FEWX|4DMG|56aVULN|7RCR|89DUR
337	15221 61262	   	158.51	DCR|3VULN|1DMG|2DUR|1ZMB	1LHND|2ZMB|3FEWX|46aVULN|5DMG|7RCR|89DUR
338	33412 25121	   	158.42	DCR|4VULN|1DMG|1ASPD	1TLV|237aVULN|4DMG|5DUST|6RCR|8ERES|9ASPD
339	33412 25312	   	158.42	DCR|4VULN|1DMG|1DUR	1TLV|2379VULN|4DMG|58DUST|6RCR|aDUR
340	33412 26412	   	158.42	DCR|4VULN|1DMG|1DUR	17TLV|2389VULN|4DMG|5DUST|6RCR|aDUR
341	34413 25121	   	158.42	DCR|4VULN|1DMG|1ASPD	1TLV|2DUST|357aVULN|4DMG|6RCR|8ERES|9ASPD
342	34413 25312	   	158.42	DCR|4VULN|1DMG|1DUR	1TLV|28DUST|3579VULN|4DMG|6RCR|aDUR
343	61313 25421	   	158.42	DCR|4VULN|1DMG|1ASPD	1DUST|2ERES|357aVULN|4DMG|6RCR|8TLV|9ASPD
344	11313 24362	 * 	158.37	DCR|2VULN|2AART|1DMG	15LHND|2ERES|38VULN|4DMG|6RCR|7aAART|9LWND
345	11313 24616	 * 	158.27	DCR|2DMG|2AART|1VULN	15LHND|2ERES|3VULN|4aDMG|6RCR|78AART|9DUST
346	22125 32453	   	158.19	DCR|5VULN|1CDMG	124FEWX|278BPWR|35789VULN|6RCR|aCDMG
347	22315 32453	   	158.19	DCR|5VULN|1CDMG	123FEWX|278BPWR|45789VULN|6RCR|aCDMG
348	21413 25224	   	158.17	DCR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2ERES|357VULN|4DMG|6RCR|8RMIN|9ASPD|aCDMG
349	21413 25313	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2ERES|357VULN|4DMG|6RCR|8BEXP|9CDMG|aDUR
350	11354 23224	   	158.15	DCR|2VULN|2DMG|2DUR|1ZMB	1aLHND|2ERES|3aVULN|4DMSP|57DUR|6ZMB|8RCR|9aDMG|aBPWR
351	41324 35231	   	158.14	DCR|2VULN|2CDMG|1DMG|3DUR	179DUR|27ERES|39VULN|4TLV|57MLV|6RCR|79BPWR|89CDMG|aDMG
352	42116 26231	   	158.14	DCR|2VULN|1DMG|2CDMG|3DUR	129DUR|29BPWR|39VULN|4RMIN|5MLV|6RCR|7TLV|89CDMG|aDMG
353	22133 25416	   	158.09	DCR|5VULN|1CDMG	12FEWX|2BPWR|35789VULN|4DUST|6RCR|aCDMG
354	33213 25124	   	158.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1TLV|257VULN|3FEWX|4DMG|6RCR|8ERES|9ASPD|aCDMG
355	61313 23632	   	158.07	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|359VULN|4DMG|6RCR|7RPLT|8CDMG|aDUR
356	61313 25224	   	158.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1DUST|2ERES|357VULN|4DMG|6RCR|8RMIN|9ASPD|aCDMG
357	61313 25313	   	158.07	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|357VULN|4DMG|6RCR|8BEXP|9CDMG|aDUR
358	41521 11224	   	158.05	DCR|2VULN|2DMG|2DUR|1ZMB	1aDUR|23ERES|4RCVC|5aVULN|6ZMB|7BEXP|8RCR|9aDMG|aBPWR
359	41521 13224	   	158.05	DCR|2VULN|2DMG|2DUR|1ZMB	1aDUR|23ERES|4RCVC|5aVULN|6ZMB|7LHND|8RCR|9aDMG|aBPWR
360	11345 23224	   	158.05	DCR|2VULN|2DMG|2DUR|1ZMB	1aLHND|25ERES|3aVULN|47DUR|6ZMB|8RCR|9aDMG|aBPWR
361	11364 23224	   	158.05	DCR|2VULN|2DMG|2DUR|1ZMB	1aLHND|24ERES|3aVULN|57DUR|6ZMB|8RCR|9aDMG|aBPWR
362	42112 26231	   	158.04	DCR|2VULN|2CDMG|1DMG|3DUR	129DUR|29BPWR|39VULN|4RMIN|5ERES|6RCR|7TLV|89CDMG|aDMG
363	12162 24411	   	158.03	DCR|2VULN|1AART|1DMG|1ZMB	124LHND|24BPWR|34VULN|5DUST|6RCR|7AART|8BEXP|9ZMB|aDMG
364	13162 24411	   	158.03	DCR|2VULN|1AART|1DMG|1ZMB	124LHND|34VULN|4BPWR|5DUST|6RCR|7AART|8BEXP|9ZMB|aDMG
365	33412 25124	   	157.97	DCR|3VULN|1DMG|1CDMG|1ASPD	1TLV|237VULN|4DMG|5DUST|6RCR|8ERES|9ASPD|aCDMG
366	42166 23213	   	157.96	DCR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|34VULN|5FEWX|6RCR|7RPLT|8DLOT|9AART|aDMG
367	41314 23221	   	157.95	DCR|2VULN|2DMG|2DUR|1ZMB	17DUR|2ERES|3aVULN|49DMG|5MLV|6ZMB|8RCR
368	21413 42242	   	157.95	DCR|2VULN|2DMG|2DUR|1ZMB	1FEWX|2ERES|35VULN|46DMG|7aDUR|8RCR|9ZMB
369	65243 12221	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2ZMB|3FEWX|4AART|5BELT|6DMG|7ASPD|8RCR|9CDMG|aVULN
370	11313 24324	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	15LHND|2ERES|38VULN|4DMG|6RCR|7AART|9LIT|aZMB
371	11313 24355	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	15LHND|2ERES|38VULN|4DMG|6RCR|7AART|9BEXP|aZMB
372	11313 24365	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	15LHND|2ERES|38VULN|4DMG|6RCR|7AART|9LWND|aZMB
373	11313 24411	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	15LHND|2ERES|3VULN|4aDMG|6RCR|7AART|8BEXP|9ZMB
374	31413 24411	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|25LHND|3VULN|4aDMG|6RCR|7AART|8BEXP|9ZMB
