0	Index      	 *	Score 	Summary	Detail	
1	61114 21214	 * 	194.62	DCR|3VULN|2DMG|1AART|3DUR	13DMG|234DUR|3BPWR|5LIT|6RCR|789VULN|aAART
167	61114 21221	 * 	171.41	DCR|3DMG|2VULN|3DUR	13aDMG|234DUR|3BPWR|5LIT|6RCR|78VULN|9CGEN
168	43111 26251	   	171.36	DCR|1AART|3ZMB|1VULN|1DMG|2DUR	1AART|28LIT|3VULN|468ZMB|58DUR|7RCR|8BPWR|9TLV|aDMG
169	36512 42231	   	171.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|3AART|45VULN|6NUKE|7CDMG|8ZMB|9DMG|aRCR
170	43223 16352	   	171.31	DCR|3VULN|2AART|1CDMG	14AART|29LIT|3CDMG|59DUST|6RCR|789VULN|9BPWR|aLHND
171	43223 16353	   	171.31	DCR|3VULN|2AART|1CDMG	14AART|29LIT|3CDMG|59DUST|6RCR|789VULN|9BPWR|aDMSP
172	12232 34214	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|8aVULN|9LIT
173	12232 34232	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|89VULN|aDMSP
174	12232 34233	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|89VULN|aLHND
175	12232 34234	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|89VULN|aRPLT
176	12232 34252	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|8aVULN|9RMIN
177	12232 34433	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|8FEWX|9aVULN
178	61113 14171	 * 	171.18	DCR|3DMG|1VULN|3DUR|1CDMG|1ZMB	138DMG|234DUR|3BPWR|5MBVNT|6CDMG|7ZMB|9RCR|aVULN
179	63121 53162	   	171.15	DCR|3VULN|2DMG|1CDMG|1ASPD	13DMG|23LHND|3BPWR|4CDMG|57aVULN|6LIT|8RCR|9ASPD
180	62521 26133	   	171.12	DCR|2DMG|3CDMG|1VULN|2DUR|1ZMB|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7ZMB|89DUR|aVULN
181	43113 52621	   	171.10	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1aAART|2LIT|38VULN|4ZMB|5DUST|6CDMG|7RCR|9DUR
182	12232 34231	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|89VULN|aERES
183	12232 34235	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|89VULN|aDUST
184	12232 34263	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|8aVULN|9LEGI
185	12232 34633	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|37DMG|4ZMB|5DUR|6RCR|8DUST|9aVULN
186	62132 33633	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|7BEXP|9aVULN
187	62132 34214	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|8aVULN|9LIT
188	62132 34225	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|8aVULN|9RPLT
189	62132 34232	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|89VULN|aDMSP
190	62132 34233	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|89VULN|aLHND
191	62132 34234	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|89VULN|aRPLT
192	62132 34252	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|8aVULN|9RMIN
193	62132 34433	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|8FEWX|9aVULN
194	62132 36633	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|7LHND|9aVULN
195	62521 21143	 * 	171.08	DCR|2DMG|3CDMG|1AART|1VULN|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7LIT|8BEXP|9VULN|aAART
196	66135 33322	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26CGEN|3FEWX|4AART|5CDMG|7RCR|89VULN|aZMB
197	66135 33332	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|26CGEN|3FEWX|4AART|5CDMG|7RCR|8VULN|aZMB
198	62251 53112	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	13DMG|2CDMG|4DUR|57aVULN|6LIT|8RCR|9CGEN
199	62231 53162	   	171.05	DCR|3VULN|2DMG|1CDMG|1ASPD	13DMG|2CDMG|4LHND|57aVULN|6LIT|8RCR|9ASPD
200	62132 34231	   	171.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|89VULN|aERES
201	62132 34235	   	171.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|89VULN|aDUST
202	62132 34263	   	171.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|8aVULN|9LEGI
203	62132 34633	   	171.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|8DUST|9aVULN
204	62521 23132	 * 	170.98	DCR|2DMG|3CDMG|1AART|1VULN|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|8FEWX|9VULN|aAART
205	62521 23222	 * 	170.98	DCR|2DMG|3CDMG|1AART|1VULN|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|8VULN|9LWND|aAART
206	62521 23243	 * 	170.98	DCR|2DMG|3CDMG|1AART|1VULN|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|8VULN|9LIT|aAART
207	62521 23262	 * 	170.98	DCR|2DMG|3CDMG|1AART|1VULN|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|8VULN|9LHND|aAART
208	62521 23432	 * 	170.98	DCR|2DMG|3CDMG|1AART|1VULN|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|8LHND|9VULN|aAART
209	62262 33253	   	170.94	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR	13DMG|2CDMG|4FEWX|5DUR|6ZMB|7aVULN|8ASPD|9RCR
210	61331 62226	   	170.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2DUR|3RMIN|4AART|5CGEN|69VULN|7CDMG|8ZMB|aRCR
211	61331 62236	   	170.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	19DMG|2DUR|3RMIN|4AART|5CGEN|6VULN|7CDMG|8ZMB|aRCR
212	62353 22124	 * 	170.69	DCR|2DMG|1VULN|2CDMG|3DUR|2ZMB	1aDMG|2aCDMG|3LHND|468DUR|5VULN|7RCR|9aZMB|aBPWR
213	61115 41113	 * 	170.62	DCR|2AART|2DMG|3DUR|2ZMB	13DMG|234DUR|3BPWR|5aAART|6RCR|7RPLT|89ZMB
214	43262 12325	   	170.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2LIT|34CDMG|5LWND|6RCR|7FEWX|89VULN|aDMG
215	43262 12362	   	170.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2LIT|34CDMG|5LWND|6RCR|7FEWX|8aVULN|9DMG
216	34213 46133	 * 	170.55	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1aLWND|2MBVNT|3DMG|4aASPD|5RCR|6AART|7CDMG|8LHND|9aVULN|aBPWR
217	42211 35335	   	170.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	15AART|2LHND|3RPLT|4DUR|6ZMB|7DMG|89VULN|aRCR
218	43152 31433	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2LIT|3VULN|4BELT|5LEGI|6aDMG|7CDMG|8RCR|9ZMB
219	62221 13121	   	170.28	DCR|3DMG|2VULN|2CDMG|1SELL	135DMG|25CDMG|4SELL|5BPWR|6LIT|7aVULN|8RCR|9LWND
220	23154 23121	   	170.26	DCR|4VULN|1AART|2DUR	1BELT|28ERES|389aVULN|4RCVC|58DUR|6AART|7RCR|8BPWR
221	44612 13331	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2FEWX|3LHND|456VULN|7MBVNT|8CDMG|9DMG|aRCR
222	46412 23131	   	170.20	DCR|3VULN|2AART|2DUR	19AART|28DUR|38MLV|4BELT|58aVULN|6RCVC|7RCR|8BPWR
223	62221 13111	   	170.18	DCR|3DMG|2VULN|2CDMG|1SELL	135DMG|25CDMG|4SELL|5BPWR|6LIT|7aVULN|8RCR|9DUST
224	62221 13161	   	170.18	DCR|3DMG|2VULN|2CDMG|1SELL	135DMG|25CDMG|4SELL|5BPWR|6LIT|7aVULN|8RCR|9LEGI
225	41412 63122	   	170.15	DCR|4VULN|1AART|2DUR	1AART|28ERES|3589VULN|4BELT|68DUR|7RCR|8BPWR|aBEXP
226	36512 13327	 * 	170.01	DCR|4VULN|1AART|1CDMG|1DUR	1LWND|2DUR|3AART|4569VULN|7MBVNT|8CDMG|aRCR
227	61353 15221	   	169.95	DCR|3DMG|1AART|1CDMG|1ASPD|1DUR	148DMG|2DUR|3RMIN|5ASPD|6AART|7RCR|9RCVC|aCDMG
228	34376 43123	 * 	169.83	ACR|2AART|2DMG|1VULN|2DUR	1LWND|2MBVNT|37DUR|4RCR|59AART|68DMG|aVULN
229	62125 34331	   	169.77	DCR|3DMG|1VULN|2CDMG|2DUR	178DMG|27CDMG|3TLV|4DUST|57DUR|6RCR|7BPWR|9ERES|aVULN
230	61331 12224	   	169.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2DUR|3RMIN|4AART|5CGEN|6RCR|7CDMG|8ZMB|9VULN|aASPD
231	61432 12224	   	169.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2DUR|3CGEN|4AART|5MLV|6RCR|7CDMG|8ZMB|9VULN|aASPD
232	12251 11443	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|346DMG|5LHND|7LIT|8RCR|9VULN|aAART
233	12252 11443	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|346DMG|5FEWX|7LIT|8RCR|9VULN|aAART
234	63123 11443	   	169.73	DCR|3DMG|1AART|1VULN|1CDMG	136DMG|23LHND|3BPWR|4CDMG|5ERES|7LIT|8RCR|9VULN|aAART
235	61433 12224	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2DUR|3CGEN|4AART|5TLV|6RCR|7CDMG|8ZMB|9VULN|aASPD
236	62233 11443	   	169.63	DCR|3DMG|1AART|1VULN|1CDMG	136DMG|2CDMG|4LHND|5ERES|7LIT|8RCR|9VULN|aAART
237	11143 26335	   	169.51	DCR|2VULN|2DMG|3DUR|1CDMG	1CGEN|29aDUR|3LWND|4CDMG|5aVULN|6RCR|7MLV|8aDMG|aBPWR
238	62521 24222	 * 	169.48	DCR|3DMG|3CDMG|1AART|1SELL	157DMG|235CDMG|4SELL|57BPWR|6RCR|8AART|9RCVC|aLIT
239	62521 24223	 * 	169.48	DCR|3DMG|3CDMG|1AART|1SELL	157DMG|235CDMG|4SELL|57BPWR|6RCR|8AART|9RCVC|aCGEN
240	61331 14335	 * 	169.41	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DMG|2DUR|3RMIN|4AART|5CGEN|6RCR|7RPLT|89VULN|aFLTHEA
241	11143 22335	   	169.41	DCR|2VULN|2DMG|3DUR|1CDMG	1CGEN|29aDUR|3LWND|4CDMG|5aVULN|6RCR|7ERES|8aDMG|aBPWR
242	62632 42231	   	169.41	DCR|2VULN|2DMG|2CDMG|2DUR	16DMG|2aCDMG|3BEXP|4DUST|5aDUR|7RCR|8ERES|9aVULN|aBPWR
243	62333 32441	   	169.41	DCR|2VULN|2DMG|2CDMG|2DUR	16DMG|2aCDMG|3LHND|4DUST|5aVULN|7RCR|8TLV|9aDUR|aBPWR
244	62521 24221	 * 	169.38	DCR|3DMG|3CDMG|1AART|1SELL	157DMG|235CDMG|4SELL|57BPWR|6RCR|8AART|9RCVC|aVENICY
245	43222 13145	 * 	169.31	DCR|2AART|2VULN|1FLTHEA|1CDMG	14AART|2LIT|3CDMG|5LWND|6RCR|7MLV|8aVULN|9FLTHEA
246	12232 31553	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|3DMG|4ZMB|5DUR|6RCR|7LWND|89aVULN
247	12232 36553	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|3DMG|4ZMB|5DUR|6RCR|7LHND|89aVULN
248	43222 11145	   	169.21	DCR|2AART|2VULN|1FLTHEA|1CDMG	14AART|2LIT|3CDMG|5LWND|6RCR|7TLV|8aVULN|9FLTHEA
249	43223 13142	   	169.21	DCR|2AART|2VULN|1FLTHEA|1CDMG	14AART|2LIT|3CDMG|5DUST|6RCR|7MLV|8aVULN|9FLTHEA
250	62252 21163	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	13DMG|2CDMG|45DUR|6BEXP|7RCR|8ERES|9AART|aVULN
251	34236 32181	   	169.15	DCR|2VULN|2DMG|1AART|2DUR	147LWND|2MBVNT|3aDMG|5aVULN|6aDUR|8AART|9RCR|aBPWR
252	61333 21543	   	169.12	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2DUR|3RMIN|4AART|5BELT|6RCVC|79aVULN|8RCR
253	43223 11142	   	169.11	DCR|2AART|2VULN|1FLTHEA|1CDMG	14AART|2LIT|3CDMG|5DUST|6RCR|7TLV|8aVULN|9FLTHEA
254	34222 46327	   	169.06	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|2MBVNT|34DMG|5ERES|6AART|79VULN|8CDMG|aRCR
255	12225 34362	   	169.06	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	17CGEN|27CDMG|38DMG|4DUST|57DUR|6RCR|7BPWR|9AART|aZMB
256	34612 11331	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2MBVNT|3AART|456VULN|7FEWX|8CDMG|9DMG|aRCR
257	34253 33481	   	169.02	DCR|2DMG|2AART|1VULN|1CDMG	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|89AART|aRMIN
258	34253 33482	   	169.02	DCR|2DMG|2AART|1VULN|1CDMG	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|89AART|aRPLT
259	34253 33483	   	169.02	DCR|2DMG|2AART|1VULN|1CDMG	1aLWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|89AART
260	34253 33484	   	169.02	DCR|2DMG|2AART|1VULN|1CDMG	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|89AART|aLIT
261	63121 21342	   	168.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13DMG|23LHND|3BPWR|4CDMG|5aVULN|6DMSP|7RCR|8DUR|9ZMB
262	63122 21242	   	168.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13DMG|23LHND|3BPWR|4CDMG|5DUR|6DMSP|7RCR|8aVULN|9ZMB
263	61125 24231	   	168.81	DCR|3DMG|1AART|1VULN|2DUR	13aDMG|23DUR|3BPWR|4DUST|5VULN|6TLV|7MLV|8RCR|9AART
264	43223 16334	   	168.81	DCR|2AART|2VULN|2CDMG|1ASPD	14AART|2LIT|39CDMG|5DUST|6RCR|78VULN|aASPD
265	62251 21253	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13DMG|2CDMG|4DUR|58VULN|6DMSP|7RCR|9LIT|aZMB
266	62231 21342	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13DMG|2CDMG|4LHND|5aVULN|6DMSP|7RCR|8DUR|9ZMB
267	62232 21242	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13DMG|2CDMG|4LHND|5DUR|6DMSP|7RCR|8aVULN|9ZMB
268	62253 21242	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13DMG|2CDMG|4DUR|5LHND|6DMSP|7RCR|8aVULN|9ZMB
269	62261 21342	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13DMG|2CDMG|4FEWX|5aVULN|6DMSP|7RCR|8DUR|9ZMB
270	62241 21342	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13DMG|2CDMG|4DUST|5aVULN|6DMSP|7RCR|8DUR|9ZMB
271	34253 33421	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|8AART|9ZMB|aFEWX
272	34253 33423	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|8AART|9ZMB|aCGEN
273	34253 33424	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aLWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|8AART|9ZMB
274	34253 33426	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|8AART|9ZMB|aRMIN
275	34253 33428	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|8AART|9ZMB|aBEXP
276	34255 33423	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|36DMG|4CDMG|5FEWX|7RCR|8AART|9ZMB|aVULN
277	34253 33416	   	168.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|8AART|9ERES|aZMB
278	34253 33422	   	168.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|8AART|9ZMB|aDUST
279	34253 33427	   	168.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|36DMG|4CDMG|5VULN|7RCR|8AART|9ZMB|aERES
280	12231 53316	   	168.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|3DMG|4ZMB|57VULN|6LIT|8AART|9DUR|aRCR
281	44312 12151	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|2FEWX|3DUST|456VULN|7RMIN|8RCR|9DUR|aDMG
282	44312 13121	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|2FEWX|3DUST|456VULN|7CGEN|8RCR|9DUR|aDMG
283	44312 13135	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2FEWX|3DUST|456VULN|7CGEN|8RCR|9DMG|aASPD
284	62131 53316	   	168.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3TLV|4ZMB|57VULN|6LIT|8AART|9DUR|aRCR
285	43113 52612	   	168.27	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2LIT|38aVULN|4ZMB|5DUST|6CDMG|7RCR|9VENICY
286	43313 52621	   	168.22	DCR|2AART|2VULN|2ZMB|1CDMG	1aAART|29LIT|3FEWX|49ZMB|5DUST|6CDMG|7RCR|89VULN|9BPWR
287	34243 33466	   	168.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1LWND|2MBVNT|36DMG|4SELL|59VULN|7RCR|8AART|aASPD
288	41412 51221	   	168.15	DCR|5VULN|1AART	1AART|2ERES|3579aVULN|4BELT|6DUST|8RCR
289	61331 13531	   	168.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMG|29DUR|3RMIN|4AART|5CGEN|6RCR|7ASPD|8aVULN
290	61432 13531	   	168.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMG|29DUR|3CGEN|4AART|5MLV|6RCR|7ASPD|8aVULN
291	61433 13531	   	167.90	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMG|29DUR|3CGEN|4AART|5TLV|6RCR|7ASPD|8aVULN
292	43223 16341	   	167.87	DCR|2AART|2VULN|1CDMG|1ZMB	14AART|2LIT|3CDMG|5DUST|6RCR|78VULN|9ZMB|aRCVC
293	23154 21225	   	167.86	DCR|4VULN|1AART|2DUR	1BELT|2aERES|379aVULN|4RCVC|5aDUR|6AART|8RCR|aBPWR
294	62521 24213	 * 	167.78	DCR|3DMG|3CDMG|1AART|1SELL	157DMG|235CDMG|4SELL|57BPWR|6RCR|8AART|9DUST|aBELT
295	62521 24231	 * 	167.78	DCR|3DMG|3CDMG|1AART|1SELL	157DMG|235CDMG|4SELL|57BPWR|6RCR|8AART|9LIT|aERES
296	62213 13163	   	167.76	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2CDMG|4RPLT|5ASPD|6AART|7RCVC|8VULN|9DUR|aRCR
297	23164 23121	   	167.75	DCR|5VULN|1AART	1BELT|28ERES|3589aVULN|48LWND|6AART|7RCR|8BPWR
298	61125 31313	   	167.75	DCR|2VULN|2DMG|1AART|2DUR	13DMG|23DUR|3BPWR|4DUST|58VULN|6AART|7ERES|9BEXP|aRCR
299	62521 24212	 * 	167.68	DCR|3DMG|3CDMG|1AART|1SELL	157DMG|235CDMG|4SELL|57BPWR|6RCR|8AART|9DUST|aTLV
300	13352 53124	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2LHND|3AART|4CDMG|56DMG|7RCR|8BEXP|9VULN|aASPD
301	13352 53413	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18CGEN|2LHND|3AART|4CDMG|56DMG|7RCR|9DUR|aVULN
302	13352 53513	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|28LHND|3AART|4CDMG|56DMG|7RCR|9DUR|aVULN
303	13352 53621	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2LHND|3AART|4CDMG|56DMG|7RCR|8DUR|9VULN|aFEWX
304	23154 23131	   	167.60	DCR|3VULN|2AART|2DUR	1BELT|28ERES|38aVULN|4RCVC|58DUR|69AART|7RCR|8BPWR
305	61353 11212	   	167.56	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	148DMG|2DUR|3RMIN|5ASPD|6AART|7LWND|9VULN|aRCR
306	12225 35133	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3DMG|4DUST|5DUR|6RCR|7AART|8LHND|9aVULN
307	12225 35135	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2CDMG|3aDMG|4DUST|5DUR|6RCR|7AART|8LHND|9VULN
308	13352 53622	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2LHND|3AART|4CDMG|56DMG|7RCR|8DUR|9VULN|aDUST
309	13352 53623	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2LHND|3AART|4CDMG|56DMG|7RCR|8DUR|9VULN|aERES
310	13526 35133	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2LHND|3DUR|4DMG|5CDMG|6RCR|7AART|8LEGI|9aVULN
311	41412 63132	   	167.50	DCR|3VULN|2AART|2DUR	19AART|28ERES|358VULN|4BELT|68DUR|7RCR|8BPWR|aBEXP
312	12231 21232	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|3DMG|4ZMB|58VULN|6DMSP|7RCR|9LHND|aAART
313	12231 21253	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|3DMG|4ZMB|58VULN|6DMSP|7RCR|9LIT|aAART
314	12231 61232	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16CGEN|2CDMG|3DMG|4ZMB|58VULN|7RCR|9LHND|aAART
315	12231 61253	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16CGEN|2CDMG|3DMG|4ZMB|58VULN|7RCR|9LIT|aAART
316	12235 61232	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15CGEN|2CDMG|3DMG|4ZMB|68VULN|7RCR|9LHND|aAART
317	12235 61253	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15CGEN|2CDMG|3DMG|4ZMB|68VULN|7RCR|9LIT|aAART
318	66631 21232	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CGEN|3CDMG|4ZMB|58VULN|6DMSP|7RCR|9LHND|aAART
319	61115 42313	   	167.45	DCR|2DMG|1AART|1VULN|3DUR	13DMG|234DUR|3BPWR|5AART|6RCR|7VULN|8aRCVC|9LIT
320	41412 63112	   	167.40	DCR|3VULN|2AART|2DUR	1aAART|28ERES|358VULN|4BELT|68DUR|7RCR|8BPWR|9LSRREG
321	62131 21232	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3TLV|4ZMB|58VULN|6DMSP|7RCR|9LHND|aAART
322	62131 21253	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3TLV|4ZMB|58VULN|6DMSP|7RCR|9LIT|aAART
323	12236 51232	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|3DMG|4ZMB|5TLV|6MLV|7RCR|89VULN|aAART
324	62135 51232	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3TLV|4ZMB|5CGEN|6MLV|7RCR|89VULN|aAART
325	36512 43331	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1LWND|2DUR|3AART|45VULN|6NUKE|7ASPD|8CDMG|9DMG|aRCR
326	12231 21264	   	167.23	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CGEN|2CDMG|3DMG|4ZMB|58VULN|6DMSP|7RCR|9SELL|aAART
