0	Index      	 *	Score 	Summary	Detail	
1	22243 42521	 * 	190.52	DCR|3VULN|2DMG|1AART|1CDMG	1aBEXP|23aVULN|4CDMG|5AART|6RPLT|7LHND|8RCR|9aDMG|aBPWR
177	62235 21142	   	163.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|23VULN|4LHND|56BEXP|6BPWR|7DMG|8RCR|9ZMB|aAART
178	62251 21142	   	163.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|23VULN|4FEWX|56LHND|6BPWR|7DMG|8RCR|9ZMB|aAART
179	22223 51142	   	163.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1BEXP|23VULN|45DUR|6LHND|7DMG|8RCR|9ZMB|aAART
180	22263 21142	   	163.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16BEXP|23VULN|4DUST|56DUR|6BPWR|7DMG|8RCR|9ZMB|aAART
181	62213 51142	   	163.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|23VULN|4BEXP|6LHND|7DMG|8RCR|9ZMB|aAART
182	62221 21142	   	163.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|23VULN|4DUST|56LHND|6BPWR|7DMG|8RCR|9ZMB|aAART
183	62236 21151	   	163.62	DCR|3VULN|1AART|1DMG|1DUR	1DUR|237VULN|4aLHND|5DMG|6LWND|8RCR|9AART
184	52213 21142	   	163.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUST|23VULN|4BEXP|56DUR|6BPWR|7DMG|8RCR|9ZMB|aAART
185	52253 21142	   	163.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUST|23VULN|4FEWX|56DUR|6BPWR|7DMG|8RCR|9ZMB|aAART
186	62214 21142	   	163.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|23VULN|4BEXP|56DUST|6BPWR|7DMG|8RCR|9ZMB|aAART
187	62223 51142	   	163.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|23VULN|4DUST|6LHND|7DMG|8RCR|9ZMB|aAART
188	62234 21142	   	163.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|23VULN|4LHND|56DUST|6BPWR|7DMG|8RCR|9ZMB|aAART
189	62236 21153	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|237VULN|4LHND|5DMG|6LWND|8RCR|9AART|aAIRHEL
190	22252 13434	   	163.41	DCR|2VULN|2DMG|1AART	1BEXP|23VULN|4FEWX|5RMIN|6RCR|7aDMG|8LWND|9AART
191	22242 31254	   	163.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1BEXP|237VULN|4CDMG|5ASPD|6ZMB|8MLV|9AART|aRCR
192	22262 13434	   	163.31	DCR|2VULN|2DMG|1AART	1BEXP|23VULN|4DUST|5RMIN|6RCR|7aDMG|8LWND|9AART
193	52212 13434	   	163.31	DCR|2VULN|2DMG|1AART	1DUST|23VULN|4BEXP|5RMIN|6RCR|7aDMG|8LWND|9AART
194	22221 21133	   	163.00	DCR|3VULN|2DMG|2DUR	169BEXP|239VULN|4aDUR|56LHND|69BPWR|79DMG|8RCR
195	22236 32632	 * 	162.97	DCR|4VULN|1DMG|2ASPD|1DUR	157BEXP|2357VULN|4RPLT|57BPWR|67ASPD|8DUR|9DMG|aRCR
196	22223 51131	   	162.90	DCR|3VULN|2DMG|2DUR	19BEXP|239VULN|45DUR|6LHND|79DMG|8RCR|9BPWR|aFEWX
197	22223 51133	   	162.90	DCR|3VULN|2DMG|2DUR	19BEXP|239VULN|45DUR|6LHND|79DMG|8RCR|9BPWR|aLWND
198	22225 51133	   	162.90	DCR|3VULN|2DMG|2DUR	159BEXP|239VULN|4aDUR|6LHND|79DMG|8RCR|9BPWR
199	62215 51131	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|45BEXP|6LHND|79DMG|8RCR|9BPWR|aFEWX
200	62215 51133	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|45BEXP|6LHND|79DMG|8RCR|9BPWR|aLWND
201	62231 21131	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|45LHND|6LWND|79DMG|8RCR|9BPWR|aFEWX
202	62231 21133	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|45LHND|6aLWND|79DMG|8RCR|9BPWR
203	62232 11131	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|4LHND|56LWND|79DMG|8RCR|9BPWR|aFEWX
204	62232 11133	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|4LHND|56aLWND|79DMG|8RCR|9BPWR
205	62232 51131	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|4LHND|5LWND|6DMSP|79DMG|8RCR|9BPWR|aFEWX
206	62232 51133	   	162.90	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|4LHND|5aLWND|6DMSP|79DMG|8RCR|9BPWR
207	22423 51134	   	162.90	DCR|3VULN|2DMG|2DUR	139BEXP|29aVULN|45DUR|6LHND|79DMG|8RCR|9BPWR
208	22223 51135	   	162.80	DCR|3VULN|2DMG|2DUR	19BEXP|239VULN|45DUR|6LHND|79DMG|8RCR|9BPWR|aTLV
209	62231 21135	   	162.80	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|45LHND|6LWND|79DMG|8RCR|9BPWR|aTLV
210	62232 11135	   	162.80	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|4LHND|56LWND|79DMG|8RCR|9BPWR|aTLV
211	62232 51135	   	162.80	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|4LHND|5LWND|6DMSP|79DMG|8RCR|9BPWR|aTLV
212	62236 43132	   	162.78	DCR|3VULN|1DMG|3DUR|1CDMG	169DUR|239VULN|4LHND|5DMG|79FEWX|8RCR|9BPWR|aCDMG
213	62224 51131	   	162.70	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|45DUST|6LHND|79DMG|8RCR|9BPWR|aFEWX
214	62224 51133	   	162.70	DCR|3VULN|2DMG|2DUR	19DUR|239VULN|45DUST|6LHND|79DMG|8RCR|9BPWR|aLWND
215	52236 32632	   	162.67	DCR|4VULN|1DMG|2ASPD|1DUR	157DUST|2357VULN|4RPLT|57BPWR|67ASPD|8DUR|9DMG|aRCR
216	41612 13311	   	162.66	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2aDUST|3aVULN|4BEXP|5RMIN|6RCR|7DMG|8AART|9aDUR|aBPWR
217	41652 13311	   	162.66	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2aDUST|3aVULN|4FEWX|5RMIN|6RCR|7DMG|8AART|9aDUR|aBPWR
218	22223 51132	   	162.65	DCR|3VULN|2DMG|2DUR|1SELL	19BEXP|239VULN|45DUR|6LHND|79DMG|8RCR|9BPWR|aSELL
219	62215 51132	   	162.65	DCR|3VULN|2DMG|2DUR|1SELL	19DUR|239VULN|45BEXP|6LHND|79DMG|8RCR|9BPWR|aSELL
220	62231 21132	   	162.65	DCR|3VULN|2DMG|2DUR|1SELL	19DUR|239VULN|45LHND|6LWND|79DMG|8RCR|9BPWR|aSELL
221	62232 11132	   	162.65	DCR|3VULN|2DMG|2DUR|1SELL	19DUR|239VULN|4LHND|56LWND|79DMG|8RCR|9BPWR|aSELL
222	62232 51132	   	162.65	DCR|3VULN|2DMG|2DUR|1SELL	19DUR|239VULN|4LHND|5LWND|6DMSP|79DMG|8RCR|9BPWR|aSELL
223	62224 51132	   	162.45	DCR|3VULN|2DMG|2DUR|1SELL	19DUR|239VULN|45DUST|6LHND|79DMG|8RCR|9BPWR|aSELL
224	33226 16163	 * 	162.33	ACR|2VULN|2DMG|2ASPD|1CDMG	1AIRHEL|2TLV|3aVULN|4aASPD|5RCR|6BEXP|7aDMG|8DUST|9CDMG|aBPWR
225	61631 35122	   	162.24	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|2ERES|3LHND|4aVULN|56DMG|7ASPD|8RCR|9CDMG
226	23252 23261	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2BELT|3ERES|4AART|57DMG|6VULN|8DUR|9RCR|aCDMG
227	22252 13351	   	162.08	DCR|3VULN|1AART|1DMG	1aBEXP|23aVULN|4FEWX|5RMIN|6RCR|7DMG|8AART|9aDUST|aBPWR
228	52252 13321	   	162.08	DCR|3VULN|1AART|1DMG	1aDUST|23aVULN|4FEWX|5RMIN|6RCR|7DMG|8AART|9aBEXP|aBPWR
229	22243 13133	   	161.97	DCR|4VULN|1AART|1CDMG	1BEXP|2378VULN|4CDMG|5AART|6LWND|9LHND|aRCR
230	22243 23163	   	161.97	DCR|4VULN|1AART|1CDMG	1BEXP|2378VULN|4CDMG|5AART|6LHND|9LWND|aRCR
231	22243 13143	   	161.87	DCR|4VULN|1AART|1CDMG	1BEXP|2378VULN|4CDMG|5AART|6LWND|9DUST|aRCR
232	22243 23143	   	161.87	DCR|4VULN|1AART|1CDMG	1BEXP|2378VULN|4CDMG|5AART|6LHND|9DUST|aRCR
233	52243 13133	   	161.87	DCR|4VULN|1AART|1CDMG	1DUST|2378VULN|4CDMG|5AART|6LWND|9LHND|aRCR
234	52616 11222	   	161.86	DCR|4VULN|1AART|1DUR	1DUST|2479VULN|34MLV|4BPWR|5DUR|6RCR|8LIT|aAART
235	62222 11252	   	161.76	DCR|4VULN|1AART|1DUR	1DUR|2379VULN|4DUST|5RMIN|6RCR|8LIT|aAART
236	22243 62133	   	161.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|23VULN|4CDMG|5AART|6RCVC|7DMG|8DUR|9CGEN|aRCR
237	22252 13431	   	161.68	DCR|3VULN|1AART|1DMG	1aBEXP|23aVULN|4FEWX|5RMIN|6RCR|7DMG|8aLWND|9AART|aBPWR
238	52243 62133	   	161.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|23VULN|4CDMG|5AART|6RCVC|7DMG|8DUR|9CGEN|aRCR
239	22262 13431	   	161.58	DCR|3VULN|1AART|1DMG	1aBEXP|23aVULN|4DUST|5RMIN|6RCR|7DMG|8aLWND|9AART|aBPWR
240	52212 13431	   	161.48	DCR|3VULN|1AART|1DMG	1aDUST|23aVULN|4BEXP|5RMIN|6RCR|7DMG|8aLWND|9AART|aBPWR
241	52252 13431	   	161.48	DCR|3VULN|1AART|1DMG	1aDUST|23aVULN|4FEWX|5RMIN|6RCR|7DMG|8aLWND|9AART|aBPWR
242	22222 11325	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1BEXP|237VULN|4DUR|5RMIN|6RCR|8ERES|9CDMG|aAART
243	62212 11325	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|237VULN|4BEXP|5RMIN|6RCR|8ERES|9CDMG|aAART
244	22241 32512	   	161.25	DCR|4VULN|2ASPD|1CDMG|1DUR	17BEXP|237aVULN|4CDMG|5DUR|67ASPD|7BPWR|8RCR|9LWND
245	33226 16363	 * 	161.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AIRHEL|2TLV|38VULN|4ASPD|5RCR|6BEXP|7DMG|9CDMG|aAART
246	22551 22413	   	161.22	DCR|3VULN|2DMG|1AART|1ZMB|1MSE	1BEXP|269VULN|3MSE|4ZMB|56DMG|6BPWR|7BELT|8RCR|aAART
247	22216 25622	   	161.15	DCR|5VULN|1AART	14BEXP|23679VULN|5AART|8MGNSTR|aRCR
248	43141 34133	 * 	161.13	ACR|2VULN|1DMG|2CDMG|1FLTHEA|2RCVC	12RCVC|3LEGI|4RCR|58CDMG|6DMG|79VULN|aFLTHEA
249	62231 21123	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|45LHND|6LWND|7DMG|8RCR|9CDMG|aAART
250	62232 11123	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4LHND|56LWND|7DMG|8RCR|9CDMG|aAART
251	62232 51123	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4LHND|5LWND|6DMSP|7DMG|8RCR|9CDMG|aAART
252	62236 23123	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|47LHND|5DMG|6LWND|8RCR|9CDMG|aAART
253	62121 41163	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|27VULN|3LWND|4MLV|5DMG|6TLV|8RCR|9CDMG|aAART
254	62233 31123	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4LHND|5CGEN|6ERES|7DMG|8RCR|9CDMG|aAART
255	22221 61142	   	160.90	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1BEXP|237VULN|4DUR|5LHND|6ASPD|8RCR|9ZMB|aAART
256	62211 61142	   	160.90	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|237VULN|4BEXP|5LHND|6ASPD|8RCR|9ZMB|aAART
257	22423 51132	   	160.89	DCR|2VULN|2DMG|1CDMG|2DUR	139BEXP|29VULN|45DUR|6LHND|79DMG|8RCR|9BPWR|aCDMG
258	42632 31136	 * 	160.88	DCR|4VULN|3DMG|3MSE	1RCVC|29aMSE|379aVULN|4LHND|5LWND|69aDMG|8RCR|9aBPWR
259	62221 61142	   	160.80	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|237VULN|4DUST|5LHND|6ASPD|8RCR|9ZMB|aAART
260	62236 33132	   	160.72	DCR|4VULN|1DMG|2DUR	19DUR|2369VULN|4LHND|5DMG|79FEWX|8RCR|9BPWR|aRCVC
261	22141 31136	   	160.71	DCR|3VULN|2DMG|1ASPD	19BEXP|279VULN|3LWND|4RCVC|5LHND|69DMG|8RCR|9BPWR|aASPD
262	62241 22533	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	15DUR|23VULN|4CDMG|6aDMG|7FEWX|8RCR|9RMIN
263	22231 22151	 * 	160.68	DCR|2VULN|1AART|2CDMG|2ZMB	1aBEXP|23VULN|4RPLT|5aZMB|6RCR|7MBVNT|8aCDMG|9AART|aBPWR
264	52113 21426	   	160.52	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|278VULN|3LWND|4LIT|5DMG|6ASPD|9RCR|aAART
265	22241 13633	   	160.52	DCR|3VULN|1AART|2CDMG|1DUR	1BEXP|237VULN|48CDMG|5DUR|6AART|9LHND|aRCR
266	22241 13663	   	160.52	DCR|3VULN|1AART|2CDMG|1DUR	1BEXP|237VULN|48CDMG|5DUR|6AART|9LWND|aRCR
