0	Index      	 *	Score 	Summary	Detail	
1	11226 42623	 * 	188.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCVC|2LIT|3AART|4aVULN|58DMG|6RCR|7DUR|9ZMB
157	11226 42213	   	167.88	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7DUR|8CDMG|aLWND
158	11226 42214	   	167.88	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7DUR|8CDMG|aFEWX
159	11256 42212	   	167.88	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2LIT|39AART|4LHND|5DMG|6RCR|7DUR|8CDMG|aVULN
160	13211 23125	   	167.87	DCR|3VULN|2DMG|1ZMB	1RCVC|29LHND|3DUST|4LEGI|589VULN|69DMG|7RCR|9BPWR|aZMB
161	13211 23324	   	167.87	DCR|3DMG|2VULN|1ZMB	1RCVC|29LHND|3DUST|4LEGI|59VULN|689DMG|7RCR|9BPWR|aZMB
162	52323 22423	   	167.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5RCVC|6RCR|7AART|9DUST|aDMG
163	26226 42211	   	167.58	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RCVC|39AART|4VULN|5DMG|6RCR|7DUR|8CDMG|aCGEN
164	26226 42213	   	167.58	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RCVC|39AART|4VULN|5DMG|6RCR|7DUR|8CDMG|aLWND
165	53322 34323	   	167.51	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	13ZMB|23DUR|3BPWR|4MBVNT|5DMG|6AART|7FEWX|8aVULN|9RCR
166	53241 33311	   	167.48	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ZMB|29DUR|3ERES|4FEWX|59VULN|6ASPD|7RCR|89DMG|9BPWR|aMGNLIT
167	53241 33313	   	167.48	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ZMB|29DUR|3ERES|4FEWX|59VULN|6ASPD|7RCR|89DMG|9BPWR|aBEXP
168	53241 33314	   	167.48	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ZMB|29DUR|3ERES|4aFEWX|59VULN|6ASPD|7RCR|89DMG|9BPWR
169	53241 33316	   	167.48	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ZMB|29DUR|3ERES|4FEWX|59VULN|6ASPD|7RCR|89DMG|9BPWR|aLIT
170	11226 42243	   	167.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2LIT|3AART|4VULN|5DMG|6RCR|7DUR|8CDMG|9BEXP|aZMB
171	16352 32234	   	167.35	DCR|3CDMG|1AART|1VULN|1DMG|1ZMB	1RCVC|2VULN|3DUST|49aCDMG|5ZMB|6DMG|7RCR|8AART
172	11226 42233	   	167.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2LIT|3AART|4VULN|5DMG|6RCR|7DUR|8CDMG|9DUST|aZMB
173	11226 42153	   	167.31	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RCVC|2LIT|3AART|4VULN|59DMG|6RCR|7DUR|8ASPD|aRMIN
174	11226 42151	   	167.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RCVC|2LIT|3AART|4VULN|59DMG|6RCR|7DUR|8ASPD|aERES
175	11226 42632	   	167.21	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RCVC|2LIT|3AART|4VULN|58DMG|6RCR|7DUR|9TLV|aASPD
176	55113 14123	   	167.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|34ERES|5MBVNT|6DMG|7CDMG|8aVULN|9RCR
177	11226 41262	   	167.08	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7FEWX|8CDMG|9DMSP
178	11213 45161	   	167.08	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2LIT|3AART|4RMIN|5VULN|6RCR|7CGEN|89DMG|aCDMG
179	16362 33351	   	167.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9RMIN|aASPD
180	12115 33353	   	167.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3DUST|4ASPD|58VULN|6AART|7RCR|9RMIN|aDMG
181	16662 33321	   	167.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|28VULN|3BEXP|4ZMB|5DMG|6AART|7RCR|9ERES|aASPD
182	52324 22421	 * 	167.07	DCR|3VULN|1AART|2ASPD|1ZMB	1ZMB|2aASPD|3MLV|458VULN|6RCR|7AART|9DUST
183	26226 42233	   	167.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCVC|3AART|4VULN|5DMG|6RCR|7DUR|8CDMG|9DUST|aZMB
184	11226 41112	   	166.98	DCR|2DMG|1AART|1VULN|2ASPD	1RCVC|2LIT|3AART|4VULN|5aDMG|6RCR|7FEWX|89ASPD
185	11226 41115	   	166.98	DCR|2VULN|1AART|1DMG|2ASPD	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7FEWX|89ASPD
186	11226 43112	   	166.98	DCR|2DMG|1AART|1VULN|2ASPD	1RCVC|2LIT|3AART|4VULN|5aDMG|6RCR|7LWND|89ASPD
187	11226 43115	   	166.98	DCR|2VULN|1AART|1DMG|2ASPD	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7LWND|89ASPD
188	11226 43611	   	166.98	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7LWND|8AIRHEL|9CDMG
189	11226 45121	   	166.98	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2LIT|3AART|4VULN|58DMG|6RCR|7CGEN|9ERES|aCDMG
190	16362 33321	   	166.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7RCR|9ERES|aASPD
191	12115 33323	   	166.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3DUST|4ASPD|58VULN|6AART|7RCR|9ERES|aDMG
192	53322 54523	   	166.91	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	13ZMB|23DUR|3BPWR|4MBVNT|5DMG|6aVULN|7AART|8FEWX|9RCR
193	53322 54623	   	166.91	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	13ZMB|23DUR|3BPWR|4MBVNT|5DMG|6aVULN|7AART|8BEXP|9RCR
194	53355 22233	   	166.86	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR|1SELL	13ZMB|23DUR|3BPWR|4ERES|5aVULN|6RCR|7SELL|8AART|9CDMG
195	55316 12332	   	166.80	DCR|3VULN|3ZMB|1AART	137ZMB|2AART|37BPWR|47DUST|567VULN|8aFEWX|9RCR
196	33341 53151	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3LWND|4DMG|589VULN|6ZMB|7RCR|aCDMG
197	33341 53313	 * 	166.77	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1TLV|2DUR|3LWND|489DMG|5VULN|6ZMB|7RCR|aCDMG
198	53231 23313	   	166.77	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LWND|5VULN|689DMG|7RCR|aCDMG
199	53611 23151	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4MLV|589VULN|6DMG|7RCR|aCDMG
200	53324 21724	 * 	166.72	DCR|2VULN|1AART|3DUR|2ZMB|1CDMG	13ZMB|236DUR|3BPWR|4MBVNT|5aVULN|7AART|8RCR|9CDMG
201	55316 12333	   	166.70	DCR|3VULN|3ZMB|1AART	137ZMB|2AART|37BPWR|47aDUST|567VULN|8FEWX|9RCR
202	26226 41112	   	166.68	DCR|2DMG|1AART|1VULN|2ASPD	1LIT|2RCVC|3AART|4VULN|5aDMG|6RCR|7FEWX|89ASPD
203	26226 43112	   	166.68	DCR|2DMG|1AART|1VULN|2ASPD	1LIT|2RCVC|3AART|4VULN|5aDMG|6RCR|7LWND|89ASPD
204	53211 23313	   	166.67	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LEGI|5VULN|689DMG|7RCR|aCDMG
205	12224 63362	   	166.58	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCVC|2ZMB|36ASPD|4VULN|5LWND|78DMG|9RCR|aAART
206	53211 23131	   	166.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2aDUR|3ERES|4LEGI|58VULN|6DMG|7RCR|9AART
207	53211 23331	   	166.46	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1ZMB|2aDUR|3ERES|4LEGI|5VULN|68DMG|7RCR|9AART
208	52222 11561	   	166.41	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2ASPD|3LWND|4AART|5DMG|68VULN|7DUST|9RCR|aDUR
209	51354 23323	 * 	166.36	DCR|3DMG|3ZMB|1VULN	139ZMB|239LWND|39BPWR|4FEWX|5VULN|6RCR|7RMIN|89aDMG
210	12522 32322	   	166.32	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCVC|2aZMB|3aLHND|4MBVNT|5DMG|6AART|7DUR|8aVULN|9RCR|aBPWR
211	16325 22231	   	166.19	DCR|2VULN|3ZMB|1AART|2DUR	1RCVC|27VULN|37DUST|4AART|567ZMB|7BPWR|8aDUR|9RCR
212	55212 13262	   	166.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2AART|3RPLT|4CDMG|5ASPD|6VULN|7DUR|8RCR|9DMG|aMLV
213	55233 16231	 * 	166.09	ACR|3VULN|2AART|1ZMB	1ZMB|28AART|3RPLT|4RCR|59aVULN|6FEWX|7MLV
214	53362 31323	   	166.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4BEXP|5DMG|6AART|7CDMG|8RCR|9MLV|aVULN
215	53362 31341	   	166.08	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4BEXP|5DMG|6AART|7CDMG|8RCR|9LHND|aVULN
216	53362 31351	   	166.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4BEXP|5DMG|6AART|7CDMG|8RCR|9FEWX|aVULN
217	55212 13261	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2AART|3RPLT|4CDMG|5ASPD|6VULN|7DUR|8RCR|9DMG|aLEGI
218	55233 12231	   	165.99	ACR|3VULN|2AART|1ZMB	1ZMB|28AART|3RPLT|4RCR|59aVULN|6FEWX|7TLV
219	55233 35231	   	165.99	ACR|3VULN|2AART|1ZMB	1ZMB|28AART|3RPLT|4RCR|59aVULN|6CGEN|7DUST
220	53362 31313	   	165.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4BEXP|5DMG|6AART|7CDMG|8RCR|9TLV|aVULN
221	52322 43341	   	165.91	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|46VULN|57DMG|8RCVC|9RCR|aCDMG
222	55233 62231	   	165.89	ACR|3VULN|2AART|1ZMB	1ZMB|28AART|3RPLT|4RCR|59aVULN|6DUST|7TLV
223	55233 53132	   	165.78	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	167ZMB|2AART|3RPLT|4RCR|5VULN|8DMG|9DUR|aLIT
224	55233 53133	   	165.78	ACR|3ZMB|1AART|1DMG|1VULN|1DUR	167ZMB|2AART|3RPLT|4RCR|5VULN|8DMG|9DUR|aLWND
225	16261 32233	   	165.78	DCR|2VULN|2DMG|2DUR|1ZMB|1SELL	19RCVC|2aVULN|3LEGI|4ZMB|5SELL|6aDMG|7RCR|8aDUR|aBPWR
226	55624 23131	 * 	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2AART|3MBVNT|4TLV|5RCR|6BEXP|79aVULN|8CDMG
227	55233 53131	   	165.68	ACR|3ZMB|1AART|1VULN|1DMG|1DUR	167ZMB|2AART|3RPLT|4RCR|5VULN|8DMG|9DUR|aDUST
228	11213 42633	   	165.66	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2LIT|3AART|4RMIN|5aVULN|6RCR|79DUR|8DMG
229	11226 42433	   	165.66	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|79DUR|8MLV
230	11213 42212	   	165.40	DCR|2AART|2VULN|1CDMG|1DUR	1RCVC|2LIT|39AART|4RMIN|5aVULN|6RCR|7DUR|8CDMG
231	16552 23333	   	165.38	DCR|3VULN|1AART|1DMG	1RCVC|28aVULN|3ERES|4FEWX|5DMG|6RCR|7CGEN|9AART
232	26213 42633	   	165.36	DCR|2VULN|1AART|1DMG|2DUR	1LIT|2RCVC|3AART|4RMIN|5aVULN|6RCR|79DUR|8DMG
233	55233 51231	 * 	165.33	ACR|3VULN|1AART|2ZMB|1DUR	16ZMB|2AART|3RPLT|4RCR|59aVULN|7DUR|8ERES
234	52322 32351	   	165.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7DUR|9RCR|aBEXP
235	52322 32352	   	165.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7DUR|9RCR|aRMIN
236	52322 32353	   	165.31	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7DUR|9RCR|aCGEN
237	12144 13343	   	165.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|5aVULN|6FEWX|7RCR|8DMG|9AART
238	12144 33343	   	165.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|5aVULN|6BEXP|7RCR|8DMG|9AART
239	52335 22411	 * 	165.27	DCR|2VULN|1AART|1CDMG|2ASPD|1ZMB	1ZMB|24ASPD|34MLV|4BPWR|58VULN|6RCR|7AART|9LIT|aCDMG
240	52335 22431	   	165.27	DCR|2VULN|1AART|1CDMG|2ASPD|1ZMB	1ZMB|24ASPD|34MLV|4BPWR|58VULN|6RCR|7AART|9RPLT|aCDMG
241	33241 23311	   	165.22	DCR|3DMG|1AART|1VULN|1DUR	1TLV|2DUR|3ERES|4BEXP|5VULN|689DMG|7RCR|aAART
242	33611 23311	   	165.22	DCR|3DMG|1AART|1VULN|1DUR	1TLV|2DUR|3DUST|4MLV|5VULN|689DMG|7RCR|aAART
243	52322 32356	   	165.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7DUR|9RCR|aERES
244	55233 15232	   	165.20	ACR|2VULN|1AART|2CDMG|2ZMB	1aZMB|2AART|3RPLT|4RCR|5aVULN|6FEWX|7RCVC|8LHND|9aCDMG|aBPWR
245	36341 34123	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	1TLV|2LHND|3LWND|4DMG|5aVULN|67AART|8RCR|9ZMB
246	52315 22411	   	165.17	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1ZMB|24ASPD|3MLV|58VULN|6RCR|7AART|9LIT|aCDMG
247	52315 22431	   	165.17	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1ZMB|24ASPD|3MLV|58VULN|6RCR|7AART|9RPLT|aCDMG
248	52324 22253	   	165.17	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1ZMB|2aASPD|3MLV|45VULN|6RCR|7AART|8BEXP|9CDMG
249	52324 22513	   	165.17	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1ZMB|2aASPD|3MLV|45VULN|6RCR|7AART|8CDMG|9BEXP
250	52324 22533	   	165.17	DCR|2VULN|1AART|1CDMG|2ASPD|1ZMB	1ZMB|2aASPD|3MLV|45VULN|6RCR|7AART|8CDMG|9LHND
251	33631 23311	   	165.12	DCR|3DMG|1AART|1VULN|1DUR	1TLV|2DUR|3DUST|4ERES|5VULN|689DMG|7RCR|aAART
252	26213 42212	   	165.10	DCR|2AART|2VULN|1CDMG|1DUR	1LIT|2RCVC|39AART|4RMIN|5aVULN|6RCR|7DUR|8CDMG
253	53211 23134	   	165.02	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aZMB|2DUR|3ERES|4LEGI|58VULN|6DMG|7RCR|9AART
254	53211 23334	   	165.02	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1aZMB|2DUR|3ERES|4LEGI|5VULN|68DMG|7RCR|9AART
255	52324 22243	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|45VULN|6RCR|7AART|89BEXP|aDMG
256	12215 22543	   	164.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|5VULN|6RCR|7AART|8CDMG|9BELT|aDMG
257	52335 22363	 * 	164.88	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	19ZMB|24ASPD|34MLV|4BPWR|5VULN|6RCR|7AART|8DUR|aDMG
258	11226 41613	   	164.88	DCR|2AART|2DMG|1VULN	1RCVC|2LIT|39AART|4VULN|58DMG|6RCR|7FEWX|aRMIN
259	52324 22251	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|45VULN|6RCR|7AART|8BEXP|9aCDMG
260	52324 22511	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|45VULN|6RCR|7AART|8aCDMG|9BEXP
261	52324 22531	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|45VULN|6RCR|7AART|8aCDMG|9LHND
262	52322 31351	   	164.80	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|1ASPD	18ZMB|2ASPD|38MLV|4VULN|5DMG|6AART|78CDMG|8BPWR|9RCR|aFEWX
263	52322 31352	   	164.80	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|1ASPD	18ZMB|2ASPD|38MLV|4VULN|5DMG|6AART|78CDMG|8BPWR|9RCR|aBEXP
264	52322 31353	   	164.80	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|1ASPD	18ZMB|2ASPD|38MLV|4VULN|5DMG|6AART|78CDMG|8BPWR|9RCR|aLHND
265	52322 31355	   	164.80	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|1ASPD	18ZMB|2ASPD|38MLV|4VULN|5DMG|6AART|78CDMG|8BPWR|9RCR|aLWND
266	52315 22363	   	164.78	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	19ZMB|24ASPD|3MLV|5VULN|6RCR|7AART|8DUR|aDMG
267	13364 23116	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2LHND|3BEXP|4ZMB|58VULN|6DUR|7RCR|9DMG|aAART
268	13364 23336	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2LHND|3BEXP|4ZMB|59VULN|6DUR|7RCR|8DMG|aAART
269	32626 23153	 * 	164.74	DCR|2AART|1VULN|1DMG|2ASPD|1ZMB	1TLV|25ASPD|3BEXP|46AART|7RCR|8VULN|9ZMB|aDMG
270	55211 36322	 * 	164.72	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1aZMB|2AART|36RPLT|4aCDMG|5LHND|7DUR|8aVULN|9RCR|aBPWR
271	51322 68431	   	164.71	DCR|2DMG|3ZMB|1AART|1VULN	136ZMB|237LWND|37BPWR|4MBVNT|57DMG|8VULN|9AART|aRCR
272	13264 23116	   	164.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2LHND|3DUST|4ZMB|58VULN|6DUR|7RCR|9DMG|aAART
273	13264 23336	   	164.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2LHND|3DUST|4ZMB|59VULN|6DUR|7RCR|8DMG|aAART
274	32521 42214	   	164.64	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3aERES|4aVULN|5CDMG|6aDMG|7RCR|8DUR|9LWND|aBPWR
275	16364 22323	   	164.56	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|25aVULN|3aDUST|4ZMB|6RCR|7AART|8DUR|9aLIT|aBPWR
276	32521 42522	   	164.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	19TLV|2ASPD|39ERES|48VULN|5CDMG|69DMG|7RCR|9BPWR|aDUR
277	32521 42532	   	164.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3ERES|48VULN|5CDMG|69DMG|7RCR|aDUR
278	55262 13231	   	164.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2AART|3RPLT|4DMG|5CDMG|6VULN|7aDUR|8RCR|9LWND
279	11226 44223	   	164.43	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|27LIT|3AART|4aVULN|5DMG|6RCR|8BEXP|9ZMB
280	11226 45321	   	164.43	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7CGEN|8ZMB|9MLV
281	55262 13221	   	164.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2AART|3RPLT|4DMG|5CDMG|6VULN|7aDUR|8RCR|9DUST
282	52222 31326	   	164.40	DCR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB|1ASPD	1ZMB|2ASPD|3LWND|4AART|59DMG|6MLV|7CDMG|8FLTHEA|aRCR
283	52222 33352	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3LWND|4AART|5aDMG|6MLV|7RCR|8VULN|9LHND
284	52354 22311	   	164.36	DCR|2VULN|2DMG|2ASPD|1ZMB	1ZMB|29ASPD|3MLV|4FEWX|59VULN|6RCR|7LHND|89DMG|9BPWR|aMGNLIT
285	11226 41621	   	164.33	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2LIT|3AART|4VULN|58DMG|6RCR|7FEWX|9ZMB|aERES
286	11226 44123	   	164.33	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|27LIT|3AART|4aVULN|5DMG|6RCR|8DUST|9ZMB
287	13362 33462	   	164.29	DCR|2VULN|1AART|1DMG|2ZMB	1RCVC|2aLHND|3BEXP|4aZMB|5DMG|6AART|7RCR|8FEWX|9aVULN|aBPWR
288	52354 22313	   	164.26	DCR|2VULN|2DMG|2ASPD|1ZMB	1ZMB|29ASPD|3MLV|4FEWX|59VULN|6RCR|7LHND|89DMG|9BPWR|aDUST
289	13262 33462	   	164.19	DCR|2VULN|1AART|1DMG|2ZMB	1RCVC|2aLHND|3DUST|4aZMB|5DMG|6AART|7RCR|8FEWX|9aVULN|aBPWR
290	32622 14232	   	164.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3BEXP|4AART|5DMG|69VULN|7DUR|8ZMB|aRCR
291	16362 33163	   	163.99	DCR|2VULN|1AART|1DMG|2ZMB	1RCVC|2aVULN|3DUST|49ZMB|5DMG|6AART|7RCR|8RMIN
292	16622 23311	   	163.96	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|28aVULN|3BEXP|4AART|5ASPD|6ZMB|7RCR|9RPLT
293	13311 23321	   	163.91	DCR|3DMG|2VULN|1DUR	1RCVC|29LHND|3BEXP|4LEGI|59VULN|689DMG|7RCR|9BPWR|aDUR
294	16362 33263	   	163.89	DCR|2VULN|1AART|1DMG|2ZMB	1RCVC|2aVULN|3DUST|49ZMB|5DMG|6AART|7RCR|8ERES
295	16322 23311	   	163.86	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|28aVULN|3DUST|4AART|5ASPD|6ZMB|7RCR|9RPLT
296	52323 22543	   	163.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|4VULN|5RCVC|6RCR|7AART|8CDMG|9BELT|aDMG
297	55211 23122	 * 	163.82	DCR|2VULN|1AART|3CDMG|2ZMB	1aZMB|2AART|3RPLT|48aCDMG|5LHND|6BEXP|7aVULN|9RCR|aBPWR
298	55211 62323	   	163.82	DCR|2VULN|1AART|3CDMG|2ZMB	1aZMB|2AART|3RPLT|46aCDMG|5LHND|7LWND|8aVULN|9RCR|aBPWR
299	55213 23122	   	163.82	DCR|2VULN|1AART|3CDMG|2ZMB	1aZMB|2AART|3RPLT|48aCDMG|5LWND|6BEXP|7aVULN|9RCR|aBPWR
300	13211 23321	   	163.81	DCR|3DMG|2VULN|1DUR	1RCVC|29LHND|3DUST|4LEGI|59VULN|689DMG|7RCR|9BPWR|aDUR
301	51221 23115	   	163.77	DCR|3VULN|2DMG|1ZMB	1ZMB|2LWND|3ERES|4LHND|58aVULN|69DMG|7RCR
302	54121 23115	   	163.77	DCR|3VULN|2DMG|1ZMB	1ZMB|2TLV|3LHND|4LWND|58aVULN|69DMG|7RCR
303	54221 23115	   	163.77	DCR|3VULN|2DMG|1ZMB	1ZMB|2TLV|3LWND|4LHND|58aVULN|69DMG|7RCR
304	55212 13253	   	163.59	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2AART|3RPLT|4CDMG|5ASPD|6aVULN|7DUR|8RCR|9NUKE
305	53322 31323	   	163.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4MBVNT|5DMG|6AART|7CDMG|8RMIN|9RCR|aVULN
306	53322 31723	   	163.58	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4MBVNT|5DMG|6AART|7CDMG|8CGEN|9RCR|aVULN
307	53322 31523	   	163.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4MBVNT|5DMG|6AART|7CDMG|8TLV|9RCR|aVULN
308	16322 21351	   	163.47	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCVC|28VULN|38DUST|4AART|5ASPD|6ZMB|78CDMG|8BPWR|9RCR|aFEWX
309	16322 21352	   	163.47	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCVC|28VULN|38DUST|4AART|5ASPD|6ZMB|78CDMG|8BPWR|9RCR|aBEXP
310	16322 21353	   	163.47	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCVC|28VULN|38DUST|4AART|5ASPD|6ZMB|78CDMG|8BPWR|9RCR|aLHND
311	16322 21355	   	163.47	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCVC|28VULN|38DUST|4AART|5ASPD|6ZMB|78CDMG|8BPWR|9RCR|aLWND
