0	Index      	 *	Score 	Summary	Detail	
1	26121 22233	 * 	187.37	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8BEXP|9aVULN
155	26113 33543	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9LEGI|aDUR
156	26161 42333	 * 	164.68	DCR|3DMG|1VULN|2ASPD|1CDMG	178DUST|2CDMG|389DMG|4MBVNT|58ASPD|6RCR|8BPWR|aVULN
157	12641 62111	   	164.55	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1RCVC|2DUR|3RCR|4aFEWX|5ZMB|6LIT|7aDMG|8VULN|9aCDMG|aBPWR
158	26113 33521	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	19DUST|29CDMG|3DMG|4RCR|57VULN|69LHND|8AART|9BPWR|aRPLT
159	26113 33522	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	19DUST|29CDMG|3DMG|4RCR|57VULN|69LHND|8AART|9BPWR|aCGEN
160	26113 33525	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	19DUST|29CDMG|3DMG|4RCR|57VULN|69LHND|8AART|9BPWR|aLWND
161	23161 13616	 * 	164.40	DCR|4VULN|1AART|1ZMB	1DUST|27RCVC|3489VULN|5ZMB|6AART|aRCR
162	31161 31331	 * 	164.33	ACR|3VULN|2DMG|2ASPD	17aERES|2aDMG|348VULN|5RCR|6FEWX|9aASPD|aBPWR
163	26113 33523	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	19DUST|29CDMG|3DMG|4RCR|57VULN|69LHND|8AART|9BPWR|aLEGI
164	26346 21331	 * 	164.24	ACR|4VULN|3CDMG|1ZMB	1DUST|23aCDMG|4789VULN|5RCR|6ZMB
165	11126 13161	   	164.10	ACR|3DMG|2VULN|1ASPD|2RCVC	17RCVC|2aMLV|34aDMG|5RCR|6ASPD|8FEWX|9aVULN|aBPWR
166	11126 13661	   	164.10	ACR|3DMG|2VULN|1ASPD|2RCVC	17RCVC|2aMLV|34aDMG|5RCR|6ASPD|8LHND|9aVULN|aBPWR
167	33131 53261	   	164.00	ACR|3DMG|2VULN|1ASPD|2RCVC	17aERES|26RCVC|37aDMG|47FEWX|5RCR|7aBPWR|8ASPD|9aVULN
168	31141 24411	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2DMG|3aVULN|4FEWX|5RCR|6AART|7CDMG|8ASPD|9BEXP
169	31141 24421	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2DMG|3aVULN|4FEWX|5RCR|6AART|7CDMG|8ASPD|9LWND
170	31141 24142	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DMG|39VULN|4FEWX|5RCR|6AART|7CDMG|8LIT|aDUR
171	26111 51512	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2CDMG|3DMG|4RCR|5ASPD|6TLV|79VULN|8DMSP|aAART
172	33126 13161	   	163.60	ACR|3DMG|2VULN|1ASPD	1aERES|27RCVC|34aDMG|5RCR|6ASPD|8FEWX|9aVULN|aBPWR
173	26121 22316	   	163.59	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8DUR|9LWND|aASPD
174	26121 22346	   	163.59	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8DUR|9BEXP|aASPD
175	26121 22356	   	163.59	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8DUR|9LHND|aASPD
176	26121 22366	   	163.59	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8DUR|9FEWX|aASPD
177	26121 22436	   	163.59	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8LWND|9DUR|aASPD
178	26121 22525	   	163.59	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8ASPD|9MLV|aDUR
179	31163 32526	   	163.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ERES|2DMG|34VULN|57DUR|6FEWX|8RCR|9ZMB|aAART
180	26111 51412	   	163.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18DUST|2CDMG|3DMG|4RCR|5ASPD|6TLV|79VULN|aAART
181	26111 54312	   	163.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17DUST|2CDMG|3DMG|4RCR|5ASPD|6TLV|89VULN|aAART
182	26111 55312	   	163.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2CDMG|3DMG|4RCR|5ASPD|67TLV|89VULN|aAART
183	31141 24433	   	163.46	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ERES|2DMG|3VULN|4FEWX|5RCR|6AART|7aCDMG|8ASPD|9ZMB
184	26161 48332	 * 	163.36	DCR|3DMG|3ASPD|1CDMG|2DUR	18aDUST|2CDMG|38aDMG|4MBVNT|578ASPD|6RCR|8aBPWR|9aDUR
185	26121 22516	   	163.27	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8aASPD|9BEXP
186	26125 22236	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	15DUST|2CDMG|3DMG|45ZMB|5BPWR|6AART|7RCR|8BEXP|9VULN|aASPD
187	26125 22332	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	15DUST|2CDMG|3DMG|45ZMB|5BPWR|6AART|7RCR|8DUR|9VULN|aBEXP
188	26125 22333	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	15DUST|2CDMG|3DMG|45ZMB|5BPWR|6AART|7RCR|8DUR|9VULN|aMLV
189	26125 22343	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	15DUST|2CDMG|3DMG|45ZMB|5BPWR|6AART|7RCR|8DUR|9BEXP|aVULN
190	26125 22533	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	15DUST|2CDMG|3DMG|45ZMB|5BPWR|6AART|7RCR|8ASPD|9LIT|aVULN
191	26126 22236	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1DUST|2CDMG|3DMG|45ZMB|6AART|7RCR|8BEXP|9VULN|aASPD
192	26126 22332	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUST|2CDMG|3DMG|45ZMB|6AART|7RCR|8DUR|9VULN|aBEXP
193	26126 22333	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUST|2CDMG|3DMG|45ZMB|6AART|7RCR|8DUR|9VULN|aMLV
194	26126 22343	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUST|2CDMG|3DMG|45ZMB|6AART|7RCR|8DUR|9BEXP|aVULN
195	26126 22533	   	162.98	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1DUST|2CDMG|3DMG|45ZMB|6AART|7RCR|8ASPD|9LIT|aVULN
196	26121 22265	   	162.97	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1DUST|29CDMG|35DMG|4ZMB|6AART|7RCR|8BEXP|aDUR
197	26121 22552	   	162.97	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1DUST|29CDMG|35DMG|4ZMB|6AART|7RCR|8ASPD|aCGEN
198	26364 22233	   	162.97	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1DUST|23CDMG|4ZMB|5ASPD|6AART|7RCR|8BEXP|9aVULN
199	26125 22331	   	162.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	15aDUST|2CDMG|3DMG|45ZMB|5BPWR|6AART|7RCR|8DUR|9VULN
200	26126 22331	   	162.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1aDUST|2CDMG|3DMG|45ZMB|6AART|7RCR|8DUR|9VULN
201	11124 42632	   	162.88	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MLV|34DMG|5FEWX|6RCR|7RMIN|8CDMG|9VULN|aAART
202	26121 22553	   	162.87	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1DUST|29CDMG|35DMG|4ZMB|6AART|7RCR|8ASPD|aERES
203	21152 43161	 * 	162.68	DCR|4VULN|1DMG|1ZMB	1DUST|2RPLT|3DMG|4579VULN|6RCR|8BEXP|aZMB
204	33124 41632	   	162.48	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2RCVC|34DMG|5FEWX|6RCR|7MLV|8CDMG|9VULN|aAART
205	31121 56423	 * 	162.43	ACR|2VULN|2DMG|2ASPD|1CDMG	17ERES|27DMG|38VULN|49LWND|5RCR|67ASPD|7BPWR|aCDMG
206	61322 51433	 * 	162.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2RPLT|3BEXP|45aVULN|6LHND|7AART|8DMG|9RCR
207	33126 22326	   	162.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2RCVC|34DMG|5RCR|6FEWX|7DUR|8VULN|9ZMB|aAART
208	26343 23111	   	162.38	DCR|2VULN|1AART|2CDMG|1FLTHEA|1ZMB	19DUST|23CDMG|45VULN|6AART|7ZMB|8FLTHEA|aRCR
209	31121 56162	   	162.33	ACR|2VULN|2DMG|2ASPD|1CDMG	178ERES|27DMG|39VULN|4LWND|5RCR|67ASPD|7BPWR|aCDMG
210	31121 31453	   	162.23	ACR|2VULN|2DMG|2CDMG|1DUR	1ERES|2aDMG|39VULN|4LWND|5RCR|6aLHND|7DUR|8aCDMG|aBPWR
211	31361 31453	   	162.23	ACR|2VULN|2DMG|2CDMG|1DUR	1ERES|2aDMG|3LWND|49VULN|5RCR|6aLHND|7DUR|8aCDMG|aBPWR
212	26116 23311	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2CDMG|37DMG|4RCR|5MLV|6ZMB|89VULN|aCGEN
213	26116 23313	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2CDMG|37DMG|4RCR|5MLV|6ZMB|89VULN|aBEXP
214	32615 11343	   	162.09	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2CGEN|3RCR|4BASICY|5AART|6CDMG|7LWND|8DMG|9aVULN
215	32615 22343	   	162.09	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2CGEN|3RCR|4BASICY|5AART|6LHND|7CDMG|8DMG|9aVULN
216	26116 23315	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2CDMG|37DMG|4RCR|5MLV|6ZMB|89VULN|aDLOT
217	26116 23316	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2CDMG|37DMG|4RCR|5MLV|6ZMB|89VULN|aMBVNT
218	15161 13316	 * 	162.05	DCR|3VULN|2AART|1ZMB|2RCVC	17RCVC|2DUST|349VULN|5ZMB|68AART|aRCR
219	11126 15261	   	162.03	ACR|3DMG|2VULN|1ASPD	1RCVC|2aMLV|34aDMG|5RCR|6ASPD|78FEWX|9aVULN|aBPWR
220	11126 21261	   	162.03	ACR|3DMG|2VULN|1ASPD	1RCVC|27aMLV|34aDMG|5RCR|6FEWX|8ASPD|9aVULN|aBPWR
221	11126 61261	   	162.03	ACR|3DMG|2VULN|1ASPD	1RCVC|27aMLV|34aDMG|5RCR|6LWND|8ASPD|9aVULN|aBPWR
222	32615 13343	   	161.99	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2CGEN|3RCR|4BASICY|5AART|6CDMG|7DUST|8DMG|9aVULN
223	51152 41211	   	161.98	DCR|3VULN|1AART|1DMG	1FEWX|2RPLT|3DMG|45aVULN|6RCR|7TLV|8AART|9RMIN
224	51152 42211	   	161.98	DCR|3VULN|1AART|1DMG	1FEWX|2RPLT|3DMG|45aVULN|6RCR|7ERES|8AART|9RMIN
225	21152 41211	   	161.88	DCR|3VULN|1AART|1DMG	1DUST|2RPLT|3DMG|45aVULN|6RCR|7TLV|8AART|9RMIN
226	21152 41251	   	161.88	DCR|3VULN|1AART|1DMG	1DUST|2RPLT|3DMG|45aVULN|6RCR|7TLV|8AART|9CGEN
227	21152 42211	   	161.88	DCR|3VULN|1AART|1DMG	1DUST|2RPLT|3DMG|45aVULN|6RCR|7ERES|8AART|9RMIN
228	21152 42251	   	161.88	DCR|3VULN|1AART|1DMG	1DUST|2RPLT|3DMG|45aVULN|6RCR|7ERES|8AART|9CGEN
229	51152 42231	   	161.88	DCR|3VULN|1AART|1DMG	1FEWX|2RPLT|3DMG|45aVULN|6RCR|7ERES|8AART|9TLV
230	32662 23531	 * 	161.85	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1ERES|2CGEN|3RCR|4VULN|5DUST|6AART|7FLTHEA|8ZMB|9DMG|aDUR
231	61122 41533	   	161.82	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2RPLT|3DMG|4LHND|57aVULN|6BEXP|8AART|9RCR
232	61326 31533	   	161.82	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2RPLT|3BEXP|47aVULN|5DMG|6LHND|8AART|9RCR
233	31121 32624	   	161.79	ACR|3VULN|2DMG|1ZMB	1ERES|2aDMG|378VULN|4LWND|5RCR|6LHND|9ZMB
234	31361 32624	   	161.79	ACR|3VULN|2DMG|1ZMB	1ERES|2aDMG|3LWND|478VULN|5RCR|6LHND|9ZMB
235	21152 42231	   	161.78	DCR|3VULN|1AART|1DMG	1DUST|2RPLT|3DMG|45aVULN|6RCR|7ERES|8AART|9TLV
236	12661 41312	 * 	161.77	ACR|2VULN|3ZMB|1DMG|1DUR	1RCVC|2DUR|3RCR|4aVULN|568ZMB|7LWND|9DMG
237	12661 43312	   	161.77	ACR|2VULN|3ZMB|1DMG|1DUR	1RCVC|2DUR|3RCR|4aVULN|568ZMB|7BEXP|9DMG
238	23161 13316	   	161.75	DCR|3VULN|2AART|1ZMB	1DUST|27RCVC|349VULN|5ZMB|68AART|aRCR
239	15161 23233	   	161.56	DCR|4VULN|1DMG|1ZMB|2RCVC	17RCVC|2DUST|3468VULN|5ZMB|9RCR|aDMG
240	33126 15261	   	161.53	ACR|3DMG|2VULN|1ASPD	1aERES|2RCVC|34aDMG|5RCR|6ASPD|78FEWX|9aVULN|aBPWR
241	33126 16161	   	161.43	ACR|3DMG|2VULN|1ASPD	17aERES|2RCVC|34aDMG|5RCR|6ASPD|8FEWX|9aVULN|aBPWR
242	33126 26261	   	161.43	ACR|3DMG|2VULN|1ASPD	17aERES|2RCVC|34aDMG|5RCR|6FEWX|8ASPD|9aVULN|aBPWR
243	33126 52362	   	161.43	ACR|3DMG|2VULN|1DUR	16ERES|2RCVC|346DMG|5RCR|6BPWR|7DUR|8BEXP|9aVULN
244	33126 52172	   	161.33	ACR|3DMG|2VULN|1DUR	16ERES|2RCVC|346DMG|5RCR|6BPWR|7DUR|8MBVNT|9aVULN
245	33126 52262	   	161.33	ACR|3DMG|2VULN|1DUR	16ERES|2RCVC|346DMG|5RCR|6BPWR|7DUR|8DUST|9aVULN
246	31121 32163	   	161.31	ACR|2VULN|1AART|1DMG|2CDMG	1ERES|2DMG|37VULN|4LWND|5RCR|6LHND|8aCDMG|9AART
247	31361 32163	   	161.31	ACR|2VULN|1AART|1DMG|2CDMG	1ERES|2DMG|3LWND|47VULN|5RCR|6LHND|8aCDMG|9AART
248	23161 23233	   	161.26	DCR|4VULN|1DMG|1ZMB	1DUST|27RCVC|3468VULN|5ZMB|9RCR|aDMG
249	26121 22622	   	161.16	DCR|2DMG|2AART|1CDMG|1ZMB	1DUST|2CDMG|35DMG|4ZMB|6aAART|7RCR|8FEWX|9LIT
250	31236 24326	   	161.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ERES|2DMG|3ZMB|45DUR|68VULN|7CGEN|9RCR|aAART
251	31141 22113	   	161.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|28DMG|3VULN|4FEWX|5RCR|6AART|7LHND|9DUR|aZMB
252	31141 25113	   	160.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|28DMG|3VULN|4FEWX|5RCR|6AART|7LEGI|9DUR|aZMB
253	16412 22336	   	160.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6BEXP|7RCR|8DUR|9VULN|aFEWX
254	16412 32316	   	160.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LWND|aFEWX
255	16412 32321	   	160.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LIT|aFEWX
256	16412 32323	   	160.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LIT|aLWND
257	16412 32324	   	160.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LIT|aRMIN
258	26122 21411	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|7AART|8ASPD|9FEWX|aVULN
259	26122 21433	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|7AART|8ASPD|9CGEN|aVULN
260	26122 21441	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|7AART|8ASPD|9LHND|aVULN
261	26122 21636	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4ZMB|58BEXP|6RCR|7AART|9VULN|aASPD
262	16412 62121	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6DUR|7RCR|8ERES|9MLV|aVULN
263	16412 62133	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6DUR|7RCR|8ERES|9LIT|aVULN
264	16412 22331	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6BEXP|7RCR|8DUR|9VULN|aDUST
265	16412 22332	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6BEXP|7RCR|8DUR|9VULN|aCANHEL
266	16412 32122	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8ERES|9MLV|aDUR
267	16412 32133	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8ERES|9LIT|aDUR
268	16412 32311	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LWND|aDUST
269	16412 32312	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LWND|aCANHEL
270	16412 32322	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LIT|aTLV
271	16412 32325	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LIT|aDUST
272	16412 32331	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9TLV|aRPLT
273	16412 32332	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9TLV|aCGEN
274	16412 32333	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9TLV|aLHND
275	16412 32341	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9BEXP|aDUST
276	16412 32342	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9BEXP|aCANHEL
277	16412 32351	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LHND|aDUST
278	16412 32352	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8DUR|9LHND|aCANHEL
279	16412 32431	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8LWND|9DUR|aDUST
280	16412 32432	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8LWND|9DUR|aCANHEL
281	16424 32331	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3AART|4BEXP|5DMG|6ASPD|7RCR|8DUR|9VULN|aDUST
282	16424 32332	   	160.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3AART|4BEXP|5DMG|6ASPD|7RCR|8DUR|9VULN|aCANHEL
283	31161 11354	 * 	160.85	ACR|4VULN|1DMG|1CDMG	17ERES|2DMG|3489VULN|5RCR|6LHND|aCDMG
284	31161 31364	   	160.85	ACR|4VULN|1DMG|1CDMG	17ERES|2DMG|3489VULN|5RCR|6FEWX|aCDMG
285	26122 21236	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	18DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|7AART|9VULN|aASPD
286	26122 21425	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|7AART|8ASPD|9AIRHEA|aVULN
287	26423 26112	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3NUKE|4ZMB|5VULN|6RCR|7AART|8LIT|9ASPD|aDMG
288	26613 32235	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15DUST|2CDMG|3AART|4DMG|6ASPD|7RCR|8BEXP|9VULN|aZMB
289	12435 51323	   	160.75	DCR|3DMG|1AART|2DUR	1RCVC|2aDUR|39aDMG|4AART|5DUST|6RCR|7LWND|8aCGEN|aBPWR
290	26613 12335	   	160.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	15DUST|2CDMG|3AART|4DMG|6TLV|7RCR|8DUR|9VULN|aZMB
291	16234 22221	   	160.66	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2CDMG|3ERES|4aVULN|5ASPD|6AART|7RCR|8ZMB|9MLV
292	16412 32523	   	160.64	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2CDMG|3AART|48ASPD|5DMG|6VULN|7RCR|9FEWX|aLWND
293	16412 32531	   	160.64	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2CDMG|3AART|48ASPD|5DMG|6VULN|7RCR|9DMSP|aBELT
294	26125 22523	   	160.61	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	15aDUST|2CDMG|3aDMG|45ZMB|5aBPWR|6AART|7RCR|8ASPD|9aMLV
295	26126 22523	   	160.61	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	1aDUST|2CDMG|3aDMG|45ZMB|6AART|7RCR|8ASPD|9aMLV|aBPWR
296	16412 32521	   	160.54	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2CDMG|3AART|48ASPD|5DMG|6VULN|7RCR|9FEWX|aERES
297	16412 32533	   	160.54	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1RCVC|2CDMG|3AART|48ASPD|5DMG|6VULN|7RCR|9DMSP|aTLV
298	26121 22315	   	160.51	DCR|2DMG|1AART|2ZMB|1CDMG|1DUR	1DUST|2CDMG|35DMG|4aZMB|6AART|7RCR|8DUR|9LWND
299	26121 22345	   	160.51	DCR|2DMG|1AART|2ZMB|1CDMG|1DUR	1DUST|2CDMG|35DMG|4aZMB|6AART|7RCR|8DUR|9BEXP
300	26121 22355	   	160.51	DCR|2DMG|1AART|2ZMB|1CDMG|1DUR	1DUST|2CDMG|35DMG|4aZMB|6AART|7RCR|8DUR|9LHND
301	26121 22365	   	160.51	DCR|2DMG|1AART|2ZMB|1CDMG|1DUR	1DUST|2CDMG|35DMG|4aZMB|6AART|7RCR|8DUR|9FEWX
302	26121 22435	   	160.51	DCR|2DMG|1AART|2ZMB|1CDMG|1DUR	1DUST|2CDMG|35DMG|4aZMB|6AART|7RCR|8LWND|9DUR
303	26116 22632	   	160.48	ACR|1AART|1VULN|2CDMG|1DMG|2ZMB	18DUST|28CDMG|3DMG|4RCR|57MLV|68ZMB|8BPWR|9VULN|aAART
304	31161 54333	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1ERES|2DMG|348VULN|5RCR|6RCVC|7LWND|9ZMB|aCDMG
305	16412 32423	   	160.34	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1RCVC|2aCDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8LWND|9BEXP
306	26122 24213	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|7VULN|8AART|9RMIN|aDUR
307	26122 24226	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4ZMB|59BEXP|6RCR|7VULN|8AART|aASPD
308	26122 24253	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|7VULN|8AART|9CGEN|aDUR
309	26122 24263	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|7VULN|8AART|9BELT|aDUR
