0	Index      	 *	Score 	Summary	Detail	
1	33261 13526	 * 	194.35	DCR|2VULN|2DMG|1AART|2CDMG|2DUR|1ASPD	18DUR|28DMG|3ASPD|45VULN|68CDMG|7AART|8BPWR|9LIT|aRCR
163	22316 33381	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1LWND|29VULN|3LIT|4aDMG|5AART|6MBVNT|7RCR|8DUR
164	33261 13426	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18DUR|2DMG|3ASPD|45VULN|6CDMG|7AART|9LIT|aRCR
165	33433 11142	   	170.20	DCR|2VULN|2DMG|1AART|2DUR|1SELL	17DUR|27DMG|3SELL|49VULN|5MLV|67BEXP|7BPWR|8RCR|aAART
166	33432 11142	   	170.10	DCR|2VULN|2DMG|1AART|2DUR|1SELL	17DUR|27DMG|3SELL|49VULN|5ERES|67BEXP|7BPWR|8RCR|aAART
167	33434 11142	   	170.10	DCR|2VULN|2DMG|1AART|2DUR|1SELL	17DUR|27DMG|3SELL|49VULN|5TLV|67BEXP|7BPWR|8RCR|aAART
168	33435 21142	   	170.00	DCR|2VULN|2DMG|1AART|2DUR|1SELL	17DUR|27DMG|3SELL|49VULN|5LHND|67TLV|7BPWR|8RCR|aAART
169	33161 61252	 * 	169.97	DCR|3VULN|1DMG|2CDMG|2DUR	1aDUR|2DMG|38aVULN|4FEWX|5CGEN|6RCR|7DLOT|9aCDMG|aBPWR
170	33113 11143	   	169.96	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2DMG|379VULN|4CDMG|5CGEN|67BEXP|7BPWR|8RCR|aZMB
171	33115 61143	   	169.96	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2DMG|379VULN|4CDMG|5LHND|67MLV|7BPWR|8RCR|aZMB
172	22132 65136	 * 	169.90	DCR|3VULN|3AART|1DMG	1LWND|246VULN|34TLV|4BPWR|589AART|7DMG|aRCR
173	33114 11143	   	169.86	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2DMG|379VULN|4CDMG|5TLV|67BEXP|7BPWR|8RCR|aZMB
174	33116 16143	   	169.76	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	1aDUR|2DMG|379VULN|4CDMG|5ZMB|6BEXP|8RCR
175	33116 16151	   	169.76	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2DMG|37aVULN|4CDMG|5ZMB|6BEXP|8RCR
176	53411 41311	   	169.76	ACR|3DMG|2VULN|1DUR|1ASPD	1RPLT|267DMG|3RCR|47VULN|57CGEN|7BPWR|8ASPD|9LHND|aDUR
177	53411 41331	   	169.76	ACR|3DMG|2VULN|1DUR|1ASPD	1RPLT|267DMG|3RCR|47VULN|57CGEN|7BPWR|8ASPD|9LWND|aDUR
178	33115 22424	   	169.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|39VULN|4CDMG|5LHND|6AART|7DMSP|8ZMB|aRCR
179	53413 41311	   	169.56	ACR|3DMG|2VULN|1DUR|1ASPD	1RPLT|267DMG|3RCR|47VULN|57ERES|7BPWR|8ASPD|9LHND|aDUR
180	53413 41331	   	169.56	ACR|3DMG|2VULN|1DUR|1ASPD	1RPLT|267DMG|3RCR|47VULN|57ERES|7BPWR|8ASPD|9LWND|aDUR
181	53428 43312	   	169.44	ACR|4VULN|2DMG|1SELL	1RPLT|25DMG|3RCR|4MBVNT|679aVULN|8SELL
182	53411 41113	   	169.43	ACR|3DMG|2VULN|1CDMG	1RPLT|267DMG|3RCR|47VULN|57CGEN|7BPWR|8LWND|9AIRHEL|aCDMG
183	33242 42613	 * 	169.40	DCR|3DMG|1VULN|2ZMB|2DUR|1ASPD	19DUR|269DMG|3ASPD|4RPLT|5DUST|7RCR|89ZMB|9BPWR|aVULN
184	53411 41213	   	169.33	ACR|3DMG|2VULN|1CDMG	1RPLT|267DMG|3RCR|47VULN|57CGEN|7BPWR|8DUST|9AIRHEL|aCDMG
185	32261 13515	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	13DUR|2LIT|4VULN|5AART|6FEWX|7CDMG|8RCR|9aDMG
186	53413 41113	   	169.23	ACR|3DMG|2VULN|1CDMG	1RPLT|267DMG|3RCR|47VULN|57ERES|7BPWR|8LWND|9AIRHEL|aCDMG
187	53428 13311	   	169.23	ACR|3VULN|2DMG|1CDMG	1RPLT|25DMG|3RCR|4MBVNT|6CDMG|789VULN|aLIT
188	53413 41213	   	169.13	ACR|3DMG|2VULN|1CDMG	1RPLT|267DMG|3RCR|47VULN|57ERES|7BPWR|8DUST|9AIRHEL|aCDMG
189	53424 38443	   	169.13	ACR|3VULN|2DMG|1CDMG	1RPLT|29DMG|3RCR|4MBVNT|5LEGI|6CDMG|78aVULN
190	53428 13313	   	169.13	ACR|3VULN|2DMG|1CDMG	1RPLT|25DMG|3RCR|4MBVNT|6CDMG|789VULN|aTLV
191	33431 33642	   	169.11	DCR|3VULN|2DMG|2DUR|2SELL	19DUR|29DMG|35SELL|479VULN|6RCR|8RCVC|9BPWR|aFEWX
192	33431 33643	   	169.11	DCR|3VULN|2DMG|2DUR|2SELL	19DUR|29DMG|35SELL|479VULN|6RCR|8RCVC|9BPWR|aMLV
193	53327 43433	   	169.05	ACR|3VULN|2AART|1DMG	14RPLT|2DMG|3MBVNT|5RCR|679VULN|8aAART
194	62342 34342	 * 	169.03	DCR|3VULN|1AART|1DMG|1FLTHEA	1LHND|248VULN|3LIT|5MBVNT|6DMG|7AART|9RCR|aFLTHEA
195	11126 52252	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DUST|27DUR|3aVULN|4DMG|5RCR|6AART|8FEWX|9CDMG
196	11126 52352	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DUST|27DUR|3aVULN|4DMG|5RCR|6AART|8BEXP|9CDMG
197	53318 73312	   	169.02	DCR|4VULN|2DMG|1SELL	1RPLT|25DMG|3MBVNT|479aVULN|6RCR|8SELL
198	33316 63224	   	169.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|36BEXP|4CDMG|5ZMB|7AART|89VULN|aRCR
199	53314 73614	   	168.81	DCR|3VULN|2DMG|1CDMG	1RPLT|2aDMG|3MBVNT|479VULN|5DMSP|6RCR|8CDMG
200	33261 31524	   	168.65	DCR|3VULN|2DMG|3DUR|1ASPD	167DUR|28DMG|3ASPD|459VULN|aRCR
201	33312 61242	   	168.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4CDMG|5RCVC|6RCR|7MLV|89VULN|aAART
202	33312 63242	   	168.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4CDMG|5RCVC|6RCR|79VULN|8CGEN|aAART
203	33442 13241	   	168.58	ACR|3VULN|2DMG|1ZMB|1DUR|1SELL	1DUR|27DMG|3SELL|4ZMB|5RCR|6FEWX|89aVULN
204	51352 23374	   	168.53	ACR|3VULN|3ZMB|1AART	1RPLT|2RCVC|347VULN|5RCR|679ZMB|7BPWR|8MBVNT|aAART
205	33312 62242	   	168.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3BEXP|4CDMG|5RCVC|6RCR|7TLV|89VULN|aAART
206	33312 63612	   	168.52	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|28DMG|3BEXP|4CDMG|5RCVC|6RCR|7VULN|9ERES|aAART
207	33312 63652	   	168.52	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|28DMG|3BEXP|4CDMG|5RCVC|6RCR|7VULN|9TLV|aAART
208	14132 61314	   	168.38	DCR|4VULN|1AART|1DMG	1DUST|24MLV|3468VULN|4BPWR|5AART|7RPLT|9DMG|aRCR
209	33252 33153	   	168.37	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3ASPD|4CDMG|5RCR|6RPLT|7BELT|89VULN|aAART
210	33116 12141	 * 	168.32	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2DMG|39aVULN|4CDMG|57ZMB|6BEXP|8RCR
211	33116 24141	   	168.32	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2DMG|39aVULN|4CDMG|56ZMB|7FEWX|8RCR
212	12316 33411	   	168.32	DCR|3DMG|1AART|1VULN|1DUR	18DUST|2VULN|38LIT|48aDMG|5AART|6MBVNT|7RCR|8BPWR|9DUR
213	22132 61624	   	168.28	DCR|4VULN|1AART|1DMG	1LWND|2469VULN|34TLV|4BPWR|5AART|7RPLT|8DMG|aRCR
214	62132 61314	   	168.28	DCR|4VULN|1AART|1DMG	1LHND|2468VULN|34TLV|4BPWR|5AART|7RPLT|9DMG|aRCR
215	33242 42622	   	168.21	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUR|26DMG|3ASPD|4RPLT|5DUST|7RCR|8ZMB|9AART|aVULN
216	12132 61314	   	168.18	DCR|4VULN|1AART|1DMG	1DUST|2468VULN|34TLV|4BPWR|5AART|7RPLT|9DMG|aRCR
217	12132 61624	   	168.18	DCR|4VULN|1AART|1DMG	1DUST|2469VULN|34TLV|4BPWR|5AART|7RPLT|8DMG|aRCR
218	33435 33141	   	168.16	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1DUR|27DMG|3SELL|49aVULN|5LHND|6ZMB|8RCR
219	33436 13141	   	168.16	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1DUR|27DMG|3SELL|49aVULN|5ZMB|6BEXP|8RCR
220	33113 11152	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2DMG|37VULN|4CDMG|5CGEN|67BEXP|7BPWR|8RCR|9RCVC|aAART
221	33115 61152	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2DMG|37VULN|4CDMG|5LHND|67MLV|7BPWR|8RCR|9RCVC|aAART
222	12365 21334	 * 	168.03	DCR|3VULN|2DMG|2CDMG	1DUST|28aVULN|3LIT|4CANSTR|58CDMG|6LHND|78DMG|8BPWR|9RCR
223	33114 11152	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2DMG|37VULN|4CDMG|5TLV|67BEXP|7BPWR|8RCR|9RCVC|aAART
224	33252 23512	 * 	168.00	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3ASPD|48CDMG|5RCR|6ZMB|7VULN|9ERES|aAART
225	33252 23552	   	168.00	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3ASPD|48CDMG|5RCR|6ZMB|7VULN|9TLV|aAART
226	11312 63641	   	167.91	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2DUR|3ASPD|4CDMG|5RCVC|6RCR|79aVULN|8DMG
227	13232 35133	   	167.82	DCR|3VULN|2DMG|3DUR	18DUST|2RCVC|36DMG|468DUR|5LEGI|68BPWR|78aVULN|9RCR
228	33262 13124	   	167.76	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3ASPD|49VULN|5RCVC|6CDMG|7AART|8LWND|aRCR
229	33262 13226	   	167.76	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3ASPD|48VULN|5RCVC|6CDMG|7AART|9LIT|aRCR
230	33262 13254	   	167.76	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3ASPD|48VULN|5RCVC|6CDMG|7AART|9BEXP|aRCR
231	33261 13531	 * 	167.74	3VULN|2DMG|2AART|2CDMG|2DUR|1ASPD	18DUR|28DMG|3ASPD|459VULN|68CDMG|7aAART|8BPWR
232	33256 42132	   	167.73	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1aDUR|29DMG|3ASPD|4CDMG|59LWND|6CANSTR|79VULN|8RCR|9BPWR
233	33161 61243	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|389VULN|4FEWX|5CGEN|6RCR|7DLOT|aAART
234	11126 51251	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|39VULN|48DMG|5RCR|6AART|7RPLT|aCGEN
235	11126 51253	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|39VULN|48DMG|5RCR|6AART|7RPLT|aFEWX
236	11126 53261	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|37VULN|49DMG|5RCR|6AART|8FEWX|aLIT
237	11126 53263	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|37VULN|49DMG|5RCR|6AART|8aFEWX
238	11126 53361	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|37VULN|49DMG|5RCR|6AART|8BEXP|aLIT
239	11126 53363	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|37VULN|49DMG|5RCR|6AART|8BEXP|aFEWX
240	31232 34562	   	167.63	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3DMG|4RCVC|5CDMG|6RCR|7VULN|8LWND|9ZMB|aAART
241	31232 34662	   	167.63	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3DMG|4RCVC|5CDMG|6RCR|7VULN|8LHND|9ZMB|aAART
242	11126 51232	   	167.57	ACR|2VULN|2DMG|1AART|1DUR	19DUST|2DUR|3aVULN|48DMG|5RCR|6AART|7RPLT
243	11126 53125	   	167.57	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2DUR|37VULN|4aDMG|5RCR|6AART|8CGEN|9LSRHEA
244	33146 51232	   	167.57	ACR|2VULN|2DMG|1AART|1DUR	1DUR|28DMG|3aVULN|49DUST|5RCR|6AART|7RPLT
245	33113 16141	   	167.57	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|379aVULN|4CDMG|5CGEN|6BEXP|8RCR
246	31223 35241	   	167.50	DCR|3VULN|2DMG|2DUR	12DUR|37DMG|4RPLT|5CGEN|6RCR|89aVULN
247	33114 16141	   	167.47	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|379aVULN|4CDMG|5TLV|6BEXP|8RCR
248	33115 35141	   	167.47	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|369aVULN|4CDMG|5LHND|7ERES|8RCR
249	31231 15133	   	167.42	DCR|3VULN|2DMG|3DUR	128DUR|38DMG|4RCVC|5FEWX|6LWND|78aVULN|8BPWR|9RCR
250	23612 23332	   	167.40	ACR|3VULN|1AART|1DMG	1LWND|2BELT|3RCR|4RCVC|5AART|69aVULN|7RPLT|8DMG
251	23612 52332	   	167.40	ACR|3VULN|1AART|1DMG	1LWND|2BELT|3RCR|4RCVC|5AART|6RPLT|79aVULN|8DMG
252	33232 64611	   	167.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19DUR|2DMG|3ASPD|4BELT|5AART|6RCR|7FEWX|8aVULN
253	33232 65611	   	167.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19DUR|2DMG|3ASPD|4BELT|5AART|6RCR|7LWND|8aVULN
254	31224 35241	   	167.40	DCR|3VULN|2DMG|2DUR	12DUR|37DMG|4RPLT|5TLV|6RCR|89aVULN
255	33431 33242	   	167.33	DCR|3VULN|1AART|1DMG|1DUR|2SELL	1DUR|2DMG|35SELL|479VULN|6RCR|8CGEN|aAART
256	33115 15142	   	167.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|2DMG|39VULN|46CDMG|5LHND|7ERES|8RCR|aAART
257	33243 62513	   	167.16	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1DUR|2DMG|37ASPD|4RPLT|5ZMB|6RCR|8CDMG|9aVULN
258	33628 72221	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|25DMG|3RPLT|4MBVNT|6RCR|7ASPD|8CDMG|9aVULN
259	53228 72221	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1RPLT|25DMG|3DUR|4MBVNT|6RCR|7ASPD|8CDMG|9aVULN
260	53338 72221	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1RPLT|25DMG|3MBVNT|4DUR|6RCR|7ASPD|8CDMG|9aVULN
261	33211 22316	   	166.94	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|2aDMG|3ASPD|4LHND|58aVULN|6LIT|7RCR|9aBEXP|aBPWR
262	53412 33363	 * 	166.93	ACR|2VULN|2DMG|2CDMG|1DUR	1RPLT|28DMG|3RCR|4aVULN|5LHND|69CDMG|7DUR
263	33115 33255	   	166.85	DCR|2VULN|2DMG|3DUR|1CDMG|1ASPD	179DUR|27DMG|36VULN|4CDMG|57LHND|7BPWR|8ASPD|aRCR
264	53428 13332	   	166.83	ACR|2VULN|2DMG|2CDMG|1DUR	1RPLT|25DMG|3RCR|4MBVNT|6aCDMG|78VULN|9DUR
265	33352 22622	   	166.81	DCR|3VULN|2DMG|3DUR	156DUR|29DMG|39BEXP|459VULN|59BPWR|7BELT|8RCR|aLWND
266	33352 22626	   	166.81	DCR|3VULN|2DMG|3DUR	156DUR|29DMG|39BEXP|459VULN|59BPWR|7BELT|8RCR|aFEWX
267	33211 22346	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|2aDMG|3ASPD|4LHND|58aVULN|6LIT|7RCR|9aDUST|aBPWR
268	33116 23114	 * 	166.73	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2DMG|3VULN|4CDMG|56ZMB|79AART|8LWND|aRCR
269	33316 23214	   	166.73	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2DMG|3BEXP|4CDMG|56ZMB|79AART|8VULN|aRCR
270	33352 22621	   	166.71	DCR|3VULN|2DMG|3DUR	156DUR|29DMG|39BEXP|459VULN|59BPWR|7BELT|8RCR|aDUST
271	31232 34312	   	166.66	DCR|3VULN|1DMG|1CDMG|2DUR	12DUR|3DMG|4RCVC|5CDMG|6RCR|79aVULN|8RPLT
272	31223 32315	   	166.62	DCR|2VULN|2DMG|3DUR|1ZMB|1SELL	12aDUR|3aDMG|4RPLT|5CGEN|6RCR|7ZMB|8SELL|9aVULN|aBPWR
273	31612 31536	   	166.61	DCR|3VULN|2DMG|3DUR	126DUR|3FEWX|4LHND|56DMG|6BPWR|79aVULN|8RCR
274	33352 22641	   	166.61	DCR|3VULN|2DMG|3DUR	156DUR|2aDMG|3BEXP|45aVULN|5aBPWR|7BELT|8RCR|9aDUST
275	34132 11314	   	166.61	DCR|3VULN|1AART|1DMG|2DUR	16DUR|24MLV|348VULN|4BPWR|5AART|7RPLT|9DMG|aRCR
276	53428 44341	   	166.59	ACR|3DMG|2VULN|1ZMB	1RPLT|259DMG|3RCR|4MBVNT|6aVULN|7LWND|8ZMB
277	33112 14254	   	166.56	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|37VULN|4CDMG|5RCVC|6FEWX|8ASPD|9AART|aRCR
278	33112 62254	   	166.56	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|36VULN|4CDMG|5RCVC|7FEWX|8ASPD|9AART|aRCR
279	31224 32315	   	166.52	DCR|2VULN|2DMG|3DUR|1ZMB|1SELL	12aDUR|3aDMG|4RPLT|5TLV|6RCR|7ZMB|8SELL|9aVULN|aBPWR
280	53613 13235	   	166.49	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	13RPLT|2DMG|4CDMG|589VULN|6SELL|7AART|aRCR
281	32416 53132	 * 	166.48	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1DUR|2LIT|3LHND|4DMG|56AART|7ZMB|8VULN|9RCR|aFLTHEA
282	51352 23353	   	166.47	ACR|4VULN|3ZMB|1DUR	1RPLT|2RCVC|3479VULN|5RCR|679ZMB|79BPWR|8MBVNT|aDUR
283	53312 36347	   	166.41	DCR|3DMG|2VULN|1CDMG	1RPLT|289DMG|3MBVNT|4aVULN|5LHND|6CDMG|7RCR
284	53312 36443	   	166.41	DCR|3VULN|2DMG|1CDMG	1RPLT|29DMG|3MBVNT|48aVULN|5LHND|6CDMG|7RCR
285	53312 36448	   	166.41	DCR|3DMG|2VULN|1CDMG	1RPLT|29aDMG|3MBVNT|48VULN|5LHND|6CDMG|7RCR
286	53318 32226	   	166.41	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|3MBVNT|49aVULN|6RMIN|7RCR|8CDMG
287	35136 11314	   	166.41	DCR|3VULN|1AART|1DMG|2DUR	16DUR|24ERES|348VULN|4BPWR|5AART|7RPLT|9DMG|aRCR
288	33116 13142	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27DMG|39VULN|4CDMG|5ZMB|6BEXP|8RCR|aDMSP
289	33116 13144	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27DMG|39VULN|4CDMG|5ZMB|6BEXP|8RCR|aLWND
290	33116 13146	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27DMG|39VULN|4CDMG|5ZMB|6BEXP|8RCR|aRMIN
291	33113 15143	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27DMG|39VULN|4CDMG|5CGEN|6BEXP|8RCR|aZMB
292	53413 43312	   	166.34	ACR|3VULN|2DMG|1ZMB|1SELL	1RPLT|26DMG|3RCR|49aVULN|5ERES|7ZMB|8SELL
293	13223 35242	   	166.32	DCR|2VULN|2DMG|1AART	1DUST|2RCVC|37DMG|4RPLT|5ERES|6RCR|89VULN|aAART
294	13224 35242	   	166.32	DCR|2VULN|2DMG|1AART	1DUST|2RCVC|37DMG|4RPLT|5TLV|6RCR|89VULN|aAART
295	33114 15143	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|27DMG|39VULN|4CDMG|5TLV|6BEXP|8RCR|aZMB
296	62313 55331	   	166.27	DCR|3DMG|2VULN|1ZMB	1LHND|27VULN|3LIT|489DMG|5FEWX|6RCR|aZMB
297	55125 13311	 * 	166.26	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1RPLT|2AART|3ZMB|4aASPD|5RCR|6DMG|7FEWX|8VULN|9CDMG
298	33253 61222	   	166.25	DCR|3DMG|1AART|1CDMG|1ASPD|1DUR	1DUR|269DMG|3ASPD|4CDMG|5RCVC|7AIRHEL|8RCR|aAART
299	33412 21511	   	166.23	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|2DMG|3SELL|4CDMG|58AART|6MLV|7ZMB|9RCR|aVULN
300	53318 74341	   	166.17	DCR|3DMG|2VULN|1ZMB	1RPLT|259DMG|3MBVNT|4aVULN|6RCR|7LWND|8ZMB
301	33232 24611	   	166.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3ASPD|4BELT|5AART|68VULN|7FEWX|9CDMG|aRCR
302	33232 25611	   	166.15	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3ASPD|4BELT|5AART|68VULN|7LWND|9CDMG|aRCR
303	33252 15241	   	166.12	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	17DUR|2DMG|3ASPD|4CDMG|5RCR|6FEWX|89aVULN
304	53427 34122	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2DMG|3RCR|4MBVNT|5DUST|6CDMG|79VULN|8DUR|aAART
305	31232 34543	   	166.03	DCR|2DMG|1VULN|3DUR|1CDMG|1ZMB	129DUR|39DMG|4RCVC|5CDMG|6RCR|7VULN|89LWND|9BPWR|aZMB
306	31232 34643	   	166.03	DCR|2DMG|1VULN|3DUR|1CDMG|1ZMB	129DUR|39DMG|4RCVC|5CDMG|6RCR|7VULN|89LHND|9BPWR|aZMB
307	22226 42134	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|24aVULN|3BASICY|5AART|6ZMB|7RCR|8CGEN|9CDMG
308	11126 51332	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|39aVULN|4DMG|5RCR|6AART|7RPLT|8LWND
309	11126 53142	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|379VULN|4DMG|5RCR|6AART|8CGEN|aBELT
310	11126 53233	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|37aVULN|4DMG|5RCR|6AART|8FEWX|9MLV
311	11126 53241	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|379VULN|4DMG|5RCR|6AART|8FEWX|aLIT
312	11126 53243	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|379VULN|4DMG|5RCR|6AART|8aFEWX
313	11126 53333	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|37aVULN|4DMG|5RCR|6AART|8BEXP|9MLV
314	11126 53341	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|379VULN|4DMG|5RCR|6AART|8BEXP|aLIT
315	11126 53343	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|379VULN|4DMG|5RCR|6AART|8BEXP|aFEWX
316	11126 53433	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|37aVULN|4DMG|5RCR|6AART|8LHND|9MLV
317	33146 51332	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|39aVULN|4DUST|5RCR|6AART|7RPLT|8LWND
318	33146 53233	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|37aVULN|4DUST|5RCR|6AART|8FEWX|9MLV
319	33146 53333	   	165.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|37aVULN|4DUST|5RCR|6AART|8BEXP|9MLV
320	53421 38124	 * 	165.71	ACR|2DMG|1AART|1VULN|2CDMG	1RPLT|28DMG|3RCR|4MBVNT|568CGEN|78CDMG|8BPWR|9VULN|aAART
321	33261 14143	   	165.70	DCR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1aDUR|2DMG|3ASPD|459VULN|6CDMG|7FEWX|8RCR
322	33261 14151	   	165.70	DCR|3VULN|1DMG|1CDMG|2DUR|1ASPD	19DUR|2DMG|3ASPD|45aVULN|6CDMG|7FEWX|8RCR
323	33221 13334	 * 	165.68	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|2DUR	18DUR|2DMG|38ASPD|4CGEN|5ERES|68CDMG|7AART|8BPWR|9VULN|aRCR
324	22316 63432	   	165.68	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1LWND|26VULN|3LIT|4DMG|5AART|7ZMB|8FEWX|9RCR|aFLTHEA
325	11126 53121	   	165.64	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|37aVULN|4DMG|5RCR|6AART|8CGEN|9LSRHEA
326	11126 53161	   	165.64	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2DUR|37aVULN|4DMG|5RCR|6AART|8CGEN|9AIRHEA
327	33146 53121	   	165.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|37aVULN|4DUST|5RCR|6AART|8CGEN|9LSRHEA
