0	Index      	 *	Score 	Summary	Detail	
1	61433 36132	 * 	191.62	DCR|4VULN|2DMG|2ASPD|1ZMB	19ASPD|2ZMB|39DMG|4RMIN|5LEGI|689aVULN|7RCR|9BPWR
163	23642 33111	   	170.14	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2ASPD|39aVULN|4CDMG|5BELT|6RCR|7AART|8CGEN
164	23642 33421	   	170.14	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2ASPD|38aVULN|4CDMG|5BELT|6RCR|7AART|9CGEN
165	33442 33111	   	170.14	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	19aVULN|2ASPD|3DUR|4CDMG|5BELT|6RCR|7AART|8CGEN
166	33442 33421	   	170.14	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	18aVULN|2ASPD|3DUR|4CDMG|5BELT|6RCR|7AART|9CGEN
167	63442 33111	   	170.14	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|29aVULN|3DUR|4CDMG|5BELT|6RCR|7AART|8CGEN
168	33211 26256	   	170.01	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	168VULN|2ASPD|3MLV|4CDMG|5RPLT|7RCR|9ZMB|aAART
169	33311 26241	   	169.87	DCR|4VULN|1DMG|1CDMG|1ASPD	1689VULN|2ASPD|3ERES|4CDMG|5RPLT|7RCR|aDMG
170	63311 26241	   	169.87	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2689VULN|3ERES|4CDMG|5RPLT|7RCR|aDMG
171	33531 31521	   	169.82	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	138VULN|2ASPD|4DMG|5ZMB|6FEWX|7LIT|9AART|aRCR
172	63531 31521	   	169.82	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|238VULN|4DMG|5ZMB|6FEWX|7LIT|9AART|aRCR
173	22324 12116	 * 	169.62	DCR|3DMG|1AART|3DUR|2ASPD	17aDUR|2FEWX|357DMG|4AART|67aLWND|7aBPWR|8RCR|9aASPD
174	36343 61211	   	169.52	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	19VULN|25DUR|3DMG|46CDMG|7AART|8BASICY|aRCR
175	36342 33521	   	169.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8RCVC|9CGEN
176	23621 61161	 * 	169.41	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	147DUR|2ASPD|3aVULN|5CGEN|6RCR|8AART|9DMG
177	33421 61161	   	169.41	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	1aVULN|2ASPD|347DUR|5CGEN|6RCR|8AART|9DMG
178	32323 22166	   	169.32	DCR|3VULN|1AART|1DMG|1DUR	178VULN|2FEWX|3DMG|4DUR|5ERES|6RCR|9RCVC|aAART
179	23622 61161	   	169.31	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	147DUR|2ASPD|3aVULN|5ERES|6RCR|8AART|9DMG
180	33422 61161	   	169.31	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	1aVULN|2ASPD|347DUR|5ERES|6RCR|8AART|9DMG
181	22334 11151	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2FEWX|3DMG|4CDMG|5RMIN|68VULN|7RCR|9AART
182	36342 33161	   	169.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8CGEN|9RCVC
183	35116 62223	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2SNIHEL|3BEXP|4AART|5CDMG|6RCR|7ERES|8DMG|9DUR
184	35216 62223	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2SNIHEL|3FEWX|4AART|5CDMG|6RCR|7ERES|8DMG|9DUR
185	35316 62223	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2SNIHEL|3LWND|4AART|5CDMG|6RCR|7ERES|8DMG|9DUR
186	32322 15336	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2FEWX|38DMG|4aDUR|5CDMG|6DUST|7RCR|9AART
187	32322 15436	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|2FEWX|3DMG|4aDUR|5CDMG|6DUST|7RCR|9AART
188	32323 22531	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	17aVULN|2FEWX|3DMG|4DUR|5ERES|6RCR|8CDMG|9ZMB
189	36613 22531	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	17aVULN|2DUR|3FEWX|4DMG|5ERES|6RCR|8CDMG|9ZMB
190	32116 41351	 * 	169.04	ACR|3VULN|3DMG	16aVULN|2aFEWX|3MLV|4RCR|5RPLT|7DUST|89aDMG|aBPWR
191	33515 51113	   	169.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	13VULN|2ASPD|4ZMB|5CDMG|6CGEN|7AART|8DMG|9MLV|aRCR
192	65332 36132	   	168.95	DCR|4VULN|2ASPD|1CDMG|2DUR	19ASPD|24RPLT|3CDMG|59DUR|689aVULN|7RCR|9BPWR
193	32216 41351	   	168.94	ACR|3VULN|3DMG	16aVULN|2aFEWX|3TLV|4RCR|5RPLT|7DUST|89aDMG|aBPWR
194	33511 64212	   	168.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7AART|8DMG|9aBELT
195	33511 64213	   	168.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7AART|8DMG|9BELT|aFEWX
196	33511 64221	   	168.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7AART|8DMG|9MLV|aBEXP
197	33511 64223	   	168.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7AART|8DMG|9MLV|aLIT
198	33214 64324	   	168.81	DCR|2VULN|2DMG|2ASPD|1CDMG	1aVULN|2aASPD|3MLV|4CDMG|5aDMG|6RCR|7RPLT|8RCVC|9MBVNT|aBPWR
199	32333 24515	   	168.81	DCR|3VULN|2DMG|1CDMG	17aVULN|2FEWX|39DMG|4BEXP|5ERES|6RCR|8CDMG
200	63413 15131	   	168.75	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|28aVULN|3DUR|4RMIN|5CGEN|6aDMG|7RPLT|9RCR|aBPWR
201	33413 15131	   	168.75	DCR|3VULN|2DMG|2ASPD|1DUR	18aVULN|2aASPD|3DUR|4RMIN|5CGEN|6aDMG|7RPLT|9RCR|aBPWR
202	33511 64211	   	168.72	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7AART|8DMG|9BELT|aLSRREG
203	35531 26313	   	168.68	DCR|3VULN|1AART|1DMG|1ZMB	134VULN|23SNIHEL|3BPWR|5AIRHEA|6BEXP|7AART|8RCR|9ZMB|aDMG
204	63411 15131	   	168.65	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|28aVULN|3DUR|4RMIN|5ERES|6aDMG|7RPLT|9RCR|aBPWR
205	33411 15131	   	168.65	DCR|3VULN|2DMG|2ASPD|1DUR	18aVULN|2aASPD|3DUR|4RMIN|5ERES|6aDMG|7RPLT|9RCR|aBPWR
206	36342 36131	   	168.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7RCVC|8CGEN|9AART
207	33532 31321	   	168.55	DCR|3VULN|2DMG|2ASPD|1DUR	136VULN|28ASPD|4aDMG|5DUR|7DMSP|9RCR
208	63532 31321	   	168.55	DCR|3VULN|2DMG|2ASPD|1DUR	18ASPD|236VULN|4aDMG|5DUR|7DMSP|9RCR
209	33532 51321	 * 	168.55	DCR|3DMG|2VULN|2ASPD|1DUR	13VULN|28ASPD|46aDMG|5DUR|7DMSP|9RCR
210	63532 51321	   	168.55	DCR|3DMG|2VULN|2ASPD|1DUR	18ASPD|23VULN|46aDMG|5DUR|7DMSP|9RCR
211	33213 11555	 * 	168.37	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|7DMG|8DUR|9LIT|aAART
212	33511 63522	 * 	168.32	DCR|2VULN|1AART|2ZMB|2ASPD|1CDMG	13VULN|2aASPD|45ZMB|6RCR|7CDMG|8AART|9DUST
213	26224 16113	   	168.31	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3MLV|4ASPD|5FEWX|6aDMG|7RCR|8VULN|9AART
214	33313 11355	   	168.27	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2ASPD|3ERES|4CDMG|5RCR|7DMG|8DUR|9LIT|aAART
215	63313 11355	   	168.27	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|26VULN|3ERES|4CDMG|5RCR|7DMG|8DUR|9LIT|aAART
216	23313 15215	   	168.27	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3ERES|4CDMG|5RCR|68VULN|7LIT|9DMG|aAART
217	36143 16131	   	168.21	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	16aVULN|2DUR|3MLV|4CDMG|5ZMB|7BELT|8RCR|9AART
218	26226 16113	   	168.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3MLV|4ASPD|5DUST|6aDMG|7RCR|8VULN|9AART
219	26324 16113	   	168.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3ERES|4ASPD|5FEWX|6aDMG|7RCR|8VULN|9AART
220	23631 66213	   	168.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3VULN|4aDMG|5ERES|6ZMB|7RCR|8DUST|9AART
221	26326 16113	   	168.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3ERES|4ASPD|5DUST|6aDMG|7RCR|8VULN|9AART
222	26631 16213	   	168.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3VULN|4aDMG|5ERES|6ASPD|7RCR|8DUST|9AART
223	33431 66213	   	168.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2ASPD|3DUR|4aDMG|5ERES|6ZMB|7RCR|8DUST|9AART
224	22324 23125	   	168.02	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LWND|aRCVC
225	51233 63724	 * 	167.98	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1CGEN|2ZMB|3MBVNT|4LWND|58VULN|6DMG|7RCR|9AART|aFLTHEA
226	23642 33215	   	167.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3VULN|4CDMG|5BELT|6RCR|7AART|8LHND|9ZMB|aDMG
227	33442 33215	   	167.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2ASPD|3DUR|4CDMG|5BELT|6RCR|7AART|8LHND|9ZMB|aDMG
228	36342 33215	   	167.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8LHND|9ZMB|aASPD
229	23142 33415	   	167.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3LHND|4CDMG|5BELT|6RCR|7AART|8VULN|9ZMB|aDMG
230	23621 66232	   	167.85	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	14DUR|2ASPD|38aVULN|5CGEN|6RCR|7ZMB|9DMG
231	33421 66232	   	167.85	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	18aVULN|2ASPD|34DUR|5CGEN|6RCR|7ZMB|9DMG
232	33522 66221	   	167.85	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	138VULN|2ASPD|4MLV|59DUR|6RCR|7ZMB|aDMG
233	36116 21351	   	167.82	ACR|3DMG|2VULN|2DUR	1aVULN|2aDUR|3MLV|4RCR|5RPLT|6DUST|7RCVC|89aDMG|aBPWR
234	36314 22141	   	167.82	DCR|3VULN|1AART|1DMG|1DUR	178VULN|2DUR|3DMG|4RMIN|5FEWX|6RCR|9LIT|aAART
235	64253 22311	 * 	167.76	DCR|3VULN|1AART|1FLTHEA|1CDMG|1ASPD	1ASPD|2ERES|3FLTHEA|4RMIN|5CDMG|6AART|789VULN|aRCR
236	23622 66232	   	167.75	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	14DUR|2ASPD|38aVULN|5ERES|6RCR|7ZMB|9DMG
237	33422 66232	   	167.75	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	18aVULN|2ASPD|34DUR|5ERES|6RCR|7ZMB|9DMG
238	36216 21351	   	167.72	ACR|3DMG|2VULN|2DUR	1aVULN|2aDUR|3TLV|4RCR|5RPLT|6DUST|7RCVC|89aDMG|aBPWR
239	32324 43226	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	178VULN|2FEWX|3DMG|4DUR|5BEXP|6RCR|9DUST|aAART
240	36312 22141	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	178VULN|2DUR|3DMG|4RMIN|5DUST|6RCR|9LIT|aAART
241	36342 33113	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8CGEN|aFEWX
242	36342 33116	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8CGEN|aLWND
243	36342 33133	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8CGEN|aFEWX
244	36342 33136	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8CGEN|aLWND
245	36342 33221	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8LHND|aFEWX
246	36342 33222	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8LHND|aCGEN
247	36342 33224	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8LHND|aDMSP
248	36342 33225	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8LHND|aLWND
249	36342 33312	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8RPLT|9LIT
250	36342 33352	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8RPLT|aLWND
251	36342 33353	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8RPLT|aFEWX
252	36342 33423	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|9CGEN|aFEWX
253	36342 33112	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|8CGEN|aERES
254	36342 33132	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8CGEN|aERES
255	36342 33223	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8LHND|aDLOT
256	36342 33226	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|39DMG|4CDMG|5BELT|6RCR|7AART|8LHND|aERES
257	36342 33422	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|9CGEN|aERES
258	36342 33431	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|9DUST|aFEWX
259	36342 33432	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|9DUST|aCGEN
260	33532 33542	 * 	167.51	DCR|3VULN|1DMG|2ASPD|1FLTHEA|2DUR	136VULN|27ASPD|4DMG|59DUR|8FLTHEA|aRCR
261	26633 15131	   	167.46	DCR|3VULN|1DMG|2ASPD|2DUR|1ZMB	1aDUR|2ZMB|38aVULN|4DMG|5CGEN|6aASPD|7RPLT|9RCR|aBPWR
262	33213 21541	 * 	167.43	ACR|3DMG|1VULN|2ASPD|1CDMG|1DUR	1VULN|26ASPD|3MLV|4CDMG|5RCR|79aDMG|8DUR
263	63213 21541	   	167.43	ACR|3DMG|1VULN|2ASPD|1CDMG|1DUR	16ASPD|2VULN|3MLV|4CDMG|5RCR|79aDMG|8DUR
264	36342 33433	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7AART|9DUST|aDLOT
265	33532 41326	   	167.36	DCR|3VULN|1DMG|2ASPD|2DUR|1ZMB	136VULN|28ASPD|4DMG|56DUR|6BPWR|7DMSP|9RCR|aZMB
266	26631 15131	   	167.36	DCR|3VULN|1DMG|2ASPD|2DUR|1ZMB	1aDUR|2ZMB|38aVULN|4DMG|5ERES|6aASPD|7RPLT|9RCR|aBPWR
267	36342 33214	   	167.34	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1VULN|2DUR|3DMG|4aCDMG|5BELT|6RCR|7AART|8LHND|9ZMB
268	33313 21341	   	167.33	ACR|3DMG|1VULN|2ASPD|1CDMG|1DUR	1VULN|26ASPD|3ERES|4CDMG|5RCR|79aDMG|8DUR
269	63313 21341	   	167.33	ACR|3DMG|1VULN|2ASPD|1CDMG|1DUR	16ASPD|2VULN|3ERES|4CDMG|5RCR|79aDMG|8DUR
270	22324 12151	 * 	167.31	DCR|3DMG|2AART|3DUR	17aDUR|2FEWX|357DMG|49AART|67LWND|7BPWR|8RCR
271	36115 25111	 * 	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3MLV|4RCR|5CDMG|6LHND|7ZMB|9DMG
272	32342 41153	   	167.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|26FEWX|38DMG|4CDMG|5RCVC|7AART|9RCR|aZMB
273	22324 26113	   	167.24	DCR|3DMG|1AART|1CDMG|1DUR|1ASPD	1DUR|26FEWX|356DMG|4AART|6BPWR|7LWND|8RCR|9ASPD|aCDMG
274	22324 23514	   	167.21	DCR|3DMG|1AART|1VULN|2DUR	18DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|9CGEN|aRCR
275	36115 15111	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3MLV|4RCR|5CDMG|6DUST|7ZMB|9DMG
276	36215 25111	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3TLV|4RCR|5CDMG|6LHND|7ZMB|9DMG
277	36331 67143	   	167.15	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|34DMG|5CGEN|6MBVNT|7RCR|9NUKE|aAART
278	22324 23524	   	167.11	DCR|3DMG|1AART|1VULN|2DUR	18DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|9ERES|aRCR
279	36215 15111	   	167.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3TLV|4RCR|5CDMG|6DUST|7ZMB|9DMG
280	36332 67143	   	167.05	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|34DMG|5ERES|6MBVNT|7RCR|9NUKE|aAART
281	36342 31612	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7RPLT|8AART|9LIT
282	35116 63322	   	166.97	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	18VULN|2SNIHEL|39BEXP|4AART|5CDMG|6RCR|7ZMB|aFLTHEA
283	35311 13113	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2SNIHEL|3LWND|4AART|6RPLT|7RCR|8DUR|9CDMG|aDMG
284	15443 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2MLV|3DUR|4CDMG|5ZMB|68aVULN|7RCR|9DMG
285	16441 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|3DUR|4CDMG|5MLV|68aVULN|7RCR|9DMG
286	22243 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3MLV|4CDMG|5ZMB|68aVULN|7RCR|9DMG
287	22331 11131	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3DMG|4CDMG|5MLV|68aVULN|7RCR|9ZMB
288	22333 11131	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3DMG|4CDMG|5CGEN|68aVULN|7RCR|9ZMB
289	22334 11131	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3DMG|4CDMG|5RMIN|68aVULN|7RCR|9ZMB
290	25143 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MLV|3LHND|4CDMG|5ZMB|68aVULN|7RCR|9DMG
291	25343 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MLV|3FEWX|4CDMG|5ZMB|68aVULN|7RCR|9DMG
292	25543 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MLV|3BEXP|4CDMG|5ZMB|68aVULN|7RCR|9DMG
293	26141 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3LHND|4CDMG|5MLV|68aVULN|7RCR|9DMG
294	26144 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3LHND|4CDMG|5RMIN|68aVULN|7RCR|9DMG
295	26531 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3BEXP|4CDMG|5MLV|68aVULN|7RCR|9DMG
296	26533 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3BEXP|4CDMG|5CGEN|68aVULN|7RCR|9DMG
297	26534 11111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3BEXP|4CDMG|5RMIN|68aVULN|7RCR|9DMG
298	36143 41111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3MLV|4CDMG|5ZMB|6BEXP|7RCR|9DMG
299	36143 51111	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3MLV|4CDMG|5ZMB|6LHND|7RCR|9DMG
300	36341 41131	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3DMG|4CDMG|5MLV|6BEXP|7RCR|9ZMB
301	36341 51131	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3DMG|4CDMG|5MLV|6LHND|7RCR|9ZMB
302	36344 31131	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3DMG|4CDMG|5RMIN|6LHND|7RCR|9ZMB
303	32323 26123	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2FEWX|3DMG|4DUR|5ERES|6RCR|7BASICY|8AART|9CDMG
304	32323 26134	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2FEWX|3DMG|4DUR|5ERES|6RCR|7BASICY|8AART|aCDMG
305	36613 26123	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3FEWX|4DMG|5ERES|6RCR|7BASICY|8AART|9CDMG
306	25643 31111	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MLV|38aVULN|4CDMG|5ZMB|6LEGI|7RCR|9DMG
307	26641 31111	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|38aVULN|4CDMG|5MLV|6LEGI|7RCR|9DMG
308	36143 31111	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3MLV|4CDMG|5ZMB|6LEGI|7RCR|9DMG
309	36341 31131	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3DMG|4CDMG|5MLV|6LEGI|7RCR|9ZMB
310	36346 31131	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2DUR|3DMG|4CDMG|5DUST|6CGEN|7RCR|9ZMB
311	61326 11111	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4BEXP|5DUST|68aVULN|7RCR|9DMG
312	22324 23121	   	166.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LWND|aLHND
313	22324 23124	   	166.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9aLWND
314	22324 23153	   	166.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LIT|aBEXP
315	22324 23154	   	166.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LIT|aLHND
316	22324 23156	   	166.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LIT|aLSRICY
317	22324 23162	   	166.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26aFEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9MLV
318	22324 23166	   	166.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9MLV|aLWND
319	22324 26124	   	166.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|79LWND|8RCR|aVULN
320	61316 11111	   	166.67	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4LEGI|5DUST|68aVULN|7RCR|9DMG
