0	Index      	 *	Score 	Summary	Detail	
1	22323 61435	 * 	211.69	ACR|4VULN|1AART|3ZMB|3ASPD	1AART|2RCR|38aZMB|48aASPD|5LHND|6ERES|789aVULN|8aBPWR
165	22353 23536	   	186.87	ACR|2AART|2VULN|3ZMB|1CDMG	14AART|2RCR|358ZMB|69VULN|7LIT|aCDMG
166	22353 33636	   	186.87	ACR|2AART|2VULN|3ZMB|1CDMG	14AART|2RCR|356ZMB|79VULN|8LIT|aCDMG
167	22251 23424	 * 	186.79	ACR|3DMG|2VULN|1AART	1AART|2RCR|389DUST|4aVULN|5RMIN|68aCGEN|78aDMG|8aBPWR
168	22626 32531	   	186.79	ACR|3VULN|2DMG|1AART	1AART|2RCR|36aVULN|4DUST|5RPLT|7BELT|8aBEXP|9aDMG|aBPWR
169	22353 31222	 * 	186.77	ACR|2AART|2DMG|3ZMB|1CDMG	14AART|2RCR|356ZMB|7NUKE|8CDMG|9aDMG
170	22353 33352	   	186.77	ACR|2AART|2VULN|3ZMB|1CDMG	14AART|2RCR|356ZMB|7aVULN|8MBVNT|9CDMG
171	22353 33387	   	186.77	ACR|2AART|2VULN|3ZMB|1CDMG	14AART|2RCR|356ZMB|79VULN|8MBVNT|aCDMG
172	24432 11322	   	186.75	ACR|3VULN|2AART|1DMG|1ZMB	15AART|2ZMB|379VULN|4RCR|6FEWX|8RPLT|aDMG
173	22353 23433	   	186.69	ACR|2AART|2DMG|1VULN|2ZMB|1ASPD	14AART|2RCR|35ZMB|6VULN|7LIT|89DMG|aASPD
174	22632 36622	   	186.69	ACR|3VULN|2DMG|1AART	1AART|2RCR|368VULN|4RPLT|5LWND|7RCVC|9aDMG
175	24432 21322	   	186.65	ACR|3VULN|2AART|1DMG|1ZMB	15AART|2ZMB|379VULN|4RCR|6LEGI|8RPLT|aDMG
176	24432 31322	   	186.65	ACR|3VULN|2AART|1DMG|1ZMB	15AART|2ZMB|379VULN|4RCR|6DUST|8RPLT|aDMG
177	22242 36622	   	186.59	ACR|3VULN|2DMG|1AART	1AART|2RCR|3DUST|4RPLT|568VULN|7RCVC|9aDMG
178	22654 11223	   	186.37	ACR|4VULN|1AART|2DUR|1ZMB	1AART|2RCR|3468VULN|5RCVC|7ZMB|9aDUR
179	23612 31352	   	186.18	ACR|3VULN|2DMG|1AART|1DUR|1SELL	1AART|2SELL|369VULN|4FEWX|5RCR|7aDMG|8DUR
180	23612 31413	   	186.18	ACR|3VULN|2DMG|1AART|1ASPD|1SELL	1AART|2SELL|36aVULN|4FEWX|5RCR|78DMG|9ASPD
181	23612 31452	   	186.18	ACR|3DMG|2VULN|1AART|1DUR|1SELL	1AART|2SELL|36VULN|4FEWX|5RCR|78aDMG|9DUR
182	23612 31453	   	186.18	ACR|3VULN|2DMG|1AART|1DUR|1SELL	1AART|2SELL|36aVULN|4FEWX|5RCR|78DMG|9DUR
183	23612 65113	   	186.18	ACR|3VULN|2DMG|1AART|1ASPD|1SELL	1AART|2SELL|38aVULN|4FEWX|5RCR|67DMG|9ASPD
184	23612 31152	   	186.18	ACR|3VULN|2DMG|1AART|1DUR|1SELL	1AART|2SELL|368VULN|4FEWX|5RCR|7aDMG|9DUR
185	22356 24434	   	185.51	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	14AART|2RCR|3ZMB|5CDMG|6VULN|7MBVNT|8DMG|9MLV|aFLTHEA
186	22356 33321	   	185.51	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	14AART|2RCR|3ZMB|5CDMG|6BASICY|7DMG|8VULN|9FLTHEA|aLIT
187	22356 33323	   	185.51	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	14AART|2RCR|3ZMB|5CDMG|6BASICY|7DMG|8VULN|9FLTHEA|aRPLT
188	22356 24224	   	185.41	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	14AART|2RCR|3ZMB|5CDMG|6VULN|7MBVNT|8TLV|9DMG|aFLTHEA
189	22663 32532	   	185.38	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	14AART|2RCR|36VULN|5LHND|7ERES|8CDMG|9DUR|aDMG
190	22356 25133	   	185.14	ACR|3VULN|2AART|1CDMG|1ZMB	14AART|2RCR|3ZMB|5CDMG|68aVULN|7FEWX|9CGEN
191	22322 52352	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2RCR|3ZMB|4ASPD|5FEWX|6BEXP|7CDMG|8VULN|9aDMG
192	22322 52353	   	185.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2RCR|3ZMB|4ASPD|5FEWX|6BEXP|7CDMG|8aVULN|9DMG
193	22323 52422	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2RCR|3ZMB|4ASPD|56LHND|7CDMG|8VULN|9aDMG
194	22323 52423	   	185.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2RCR|3ZMB|4ASPD|56LHND|7CDMG|8aVULN|9DMG
195	22325 22352	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2RCR|3ZMB|4ASPD|5BEXP|6LWND|7CDMG|8VULN|9aDMG
196	22325 22353	   	185.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2RCR|3ZMB|4ASPD|5BEXP|6LWND|7CDMG|8aVULN|9DMG
197	22325 52422	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2RCR|3ZMB|4ASPD|56BEXP|7CDMG|8VULN|9aDMG
198	22325 52423	   	185.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2RCR|3ZMB|4ASPD|56BEXP|7CDMG|8aVULN|9DMG
199	22334 62352	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2RCR|3ZMB|4RMIN|5DUR|6BEXP|7CDMG|8VULN|9aDMG
200	22334 62353	   	185.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCR|3ZMB|4RMIN|5DUR|6BEXP|7CDMG|8aVULN|9DMG
201	22335 62352	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2RCR|3ZMB|4RMIN|5BEXP|6DUR|7CDMG|8VULN|9aDMG
202	22335 62353	   	185.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCR|3ZMB|4RMIN|5BEXP|6DUR|7CDMG|8aVULN|9DMG
203	22533 62352	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2RCR|3BEXP|4ZMB|5RMIN|6DUR|7CDMG|8VULN|9aDMG
204	22533 62353	   	185.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCR|3BEXP|4ZMB|5RMIN|6DUR|7CDMG|8aVULN|9DMG
205	22613 36532	   	185.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCR|36VULN|4DMSP|5LHND|7ZMB|8CDMG|9DUR|aDMG
206	22356 24124	   	185.04	ACR|3VULN|2AART|1CDMG|1ZMB	14AART|2RCR|3ZMB|5CDMG|68aVULN|7MBVNT|9LHND
207	22356 24144	   	185.04	ACR|3VULN|2AART|1CDMG|1ZMB	14AART|2RCR|3ZMB|5CDMG|68aVULN|7MBVNT|9FEWX
208	22254 23342	   	184.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCR|3DUST|46VULN|5BEXP|7DUR|8ZMB|9CDMG|aDMG
209	22553 23342	   	184.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCR|3BEXP|46VULN|5DUST|7DUR|8ZMB|9CDMG|aDMG
210	22624 23342	   	184.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCR|36VULN|4DUST|5BEXP|7DUR|8ZMB|9CDMG|aDMG
211	22366 33325	   	184.85	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1FLTHEA|1ASPD	1AART|2RCR|34ZMB|5CDMG|6BASICY|7DMG|8VULN|9FLTHEA|aASPD
212	22366 21211	   	184.83	ACR|1AART|3ZMB|1DMG|1VULN|1CDMG|1DUR	1AART|2RCR|348ZMB|5CDMG|6VULN|7DMG|9DUR|aLHND
213	22366 21212	   	184.83	ACR|1AART|3ZMB|1VULN|1DMG|1CDMG|1DUR	1AART|2RCR|348ZMB|5CDMG|6VULN|7DMG|9DUR|aFEWX
214	22366 21216	   	184.83	ACR|1AART|3ZMB|1VULN|1DMG|1CDMG|1DUR	1AART|2RCR|348ZMB|5CDMG|6VULN|7DMG|9DUR|aCGEN
215	22621 23416	   	184.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|38VULN|4DUST|5RMIN|68CGEN|78DMG|8BPWR|9FEWX|aCDMG
216	24432 11522	   	184.75	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	15AART|2ZMB|37VULN|4RCR|6FEWX|8CDMG|9LHND|aDMG
217	22362 22252	   	184.73	ACR|1AART|3ZMB|1VULN|1DMG|1CDMG|1DUR	1AART|2RCR|348ZMB|5TLV|6DUR|7CDMG|9DMG|aVULN
218	22366 13252	   	184.73	ACR|1AART|3ZMB|1VULN|1DMG|1CDMG|1DUR	1AART|2RCR|348ZMB|5CDMG|6TLV|7DUR|9DMG|aVULN
219	22366 21213	   	184.73	ACR|1AART|3ZMB|1VULN|1DMG|1CDMG|1DUR	1AART|2RCR|348ZMB|5CDMG|6VULN|7DMG|9DUR|aDUST
220	22366 33163	   	184.73	ACR|1AART|3ZMB|1VULN|1DMG|1CDMG|1ASPD	1AART|2RCR|348ZMB|5CDMG|6BASICY|7DMG|9VULN|aASPD
221	22652 23142	   	184.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|34VULN|5FEWX|6LHND|7aDMG|8BEXP|9CDMG
222	22551 42322	   	184.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|3BEXP|48VULN|5RMIN|6CGEN|7CDMG|9aDMG
223	22552 23242	   	184.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|3BEXP|46VULN|5LWND|7aDMG|8FEWX|9CDMG
224	24432 21522	   	184.65	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	15AART|2ZMB|37VULN|4RCR|6LEGI|8CDMG|9LHND|aDMG
225	24432 31522	   	184.65	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	15AART|2ZMB|37VULN|4RCR|6DUST|8CDMG|9LHND|aDMG
226	26232 32422	   	184.65	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	15AART|2FEWX|3ERES|4RCR|6ZMB|7CDMG|8VULN|9aDMG
227	26232 32423	   	184.65	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	15AART|2FEWX|3ERES|4RCR|6ZMB|7CDMG|8aVULN|9DMG
228	22232 26342	   	184.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|3DUST|4LHND|5LWND|6aVULN|78DMG|9CDMG
229	22252 23142	   	184.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|3DUST|46VULN|5LWND|7aDMG|8BEXP|9CDMG
230	22254 12322	   	184.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|3DUST|48VULN|5BEXP|6RCVC|7CDMG|9aDMG
231	22553 12322	   	184.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|3BEXP|48VULN|5DUST|6RCVC|7CDMG|9aDMG
232	22622 23142	   	184.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|36VULN|4DUST|5LWND|7aDMG|8BEXP|9CDMG
233	22624 12322	   	184.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|38VULN|4DUST|5BEXP|6RCVC|7CDMG|9aDMG
234	22212 26342	   	184.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|3DUST|4LEGI|5LWND|6aVULN|78DMG|9CDMG
235	22253 62322	   	184.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|35DUST|48VULN|6BEXP|7CDMG|9aDMG
236	22254 22422	   	184.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|38DUST|46VULN|5BEXP|7CDMG|9aDMG
237	22553 22422	   	184.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|3BEXP|46VULN|58DUST|7CDMG|9aDMG
238	22623 62322	   	184.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|38VULN|45DUST|6BEXP|7CDMG|9aDMG
239	22624 22422	   	184.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2RCR|36VULN|48DUST|5BEXP|7CDMG|9aDMG
240	22366 25113	   	184.48	ACR|3VULN|1AART|2ZMB|1CDMG|1ASPD	1AART|2RCR|34ZMB|5CDMG|68aVULN|7FEWX|9ASPD
241	22366 24324	   	184.38	ACR|3VULN|1AART|2ZMB|1CDMG|1DUR	1AART|2RCR|34ZMB|5CDMG|69aVULN|7MBVNT|8DUR
242	24136 11422	 * 	184.23	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	13AART|2ZMB|4LHND|5CDMG|6TLV|7RCR|8VULN|9aDMG
243	24136 11423	 * 	184.23	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	13AART|2ZMB|4LHND|5CDMG|6TLV|7RCR|8aVULN|9DMG
244	22366 33322	   	184.23	ACR|1AART|1VULN|2CDMG|1DMG|2ZMB|1FLTHEA	1AART|2RCR|34ZMB|5aCDMG|6BASICY|7DMG|8VULN|9FLTHEA
245	23612 31416	   	184.18	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1SELL	1AART|2SELL|36VULN|4FEWX|5RCR|78DMG|9ASPD|aCDMG
246	24432 51323	   	184.17	ACR|3VULN|2AART|3ZMB	15AART|26aZMB|369VULN|4RCR|6BPWR|7BEXP|8RPLT
247	22615 51322	   	184.05	ACR|3VULN|1AART|1DMG|2ZMB	1AART|2RCR|369VULN|4DMSP|56ZMB|6BPWR|7BEXP|8RPLT|aDMG
248	22366 21236	 * 	183.96	ACR|1AART|3ZMB|1VULN|1DMG|2CDMG|1SELL	1AART|2RCR|348ZMB|5aCDMG|6VULN|7DMG|9SELL
249	22653 36312	   	183.95	ACR|3VULN|1AART|1DMG|2ZMB	1AART|2RCR|346VULN|5LHND|79ZMB|8RPLT|aDMG
250	22655 11312	   	183.95	ACR|3VULN|1AART|1DMG|2ZMB	1AART|2RCR|347VULN|59ZMB|6FEWX|8RPLT|aDMG
251	24124 33134	 * 	183.93	DCR|3VULN|3AART|1CDMG|1ZMB|1DUR	134AART|2ZMB|5CDMG|689VULN|7DUR|aRCR
252	24125 33134	   	183.93	DCR|3VULN|3AART|1CDMG|1ZMB|1DUR	134AART|2ZMB|589VULN|6CDMG|7DUR|aRCR
253	22655 21312	   	183.85	ACR|3VULN|1AART|1DMG|2ZMB	1AART|2RCR|347VULN|59ZMB|6LEGI|8RPLT|aDMG
254	22655 31312	   	183.85	ACR|3VULN|1AART|1DMG|2ZMB	1AART|2RCR|347VULN|59ZMB|6DUST|8RPLT|aDMG
255	22653 31123	   	183.73	ACR|4VULN|1AART|1CDMG|1DUR	1AART|2RCR|3467VULN|59LHND|8CDMG|aDUR
256	22631 33624	   	183.73	ACR|4VULN|1AART|1CDMG|1DUR	1AART|2RCR|3689VULN|4RPLT|5FEWX|7DUR|aCDMG
257	22664 11223	   	183.72	ACR|3VULN|2AART|2DUR|1ZMB	14AART|2RCR|368VULN|5RCVC|7ZMB|9aDUR
258	22242 33624	   	183.63	ACR|4VULN|1AART|1CDMG|1DUR	1AART|2RCR|3DUST|4RPLT|5689VULN|7DUR|aCDMG
259	22324 13624	   	183.36	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD|1DUR	17AART|2RCR|3ZMB|4ASPD|5DUR|6RPLT|89VULN|aCDMG
260	22542 33252	   	183.27	ACR|2VULN|2DMG|1AART|2DUR	1AART|2RCR|3BEXP|4RPLT|56VULN|78DUR|9aDMG
261	22356 24344	   	183.26	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD|1DUR	14AART|2RCR|3ZMB|5CDMG|6aVULN|7MBVNT|8DUR|9ASPD
262	22653 31336	   	183.20	ACR|4VULN|1AART|1DMG	1AART|2RCR|3467VULN|5LHND|8BEXP|9RPLT|aDMG
263	22632 36623	   	183.20	ACR|4VULN|1AART|1DMG	1AART|2RCR|368aVULN|4RPLT|5LWND|7RCVC|9DMG
264	22653 31351	   	183.10	ACR|5VULN|1AART|1ASPD	1AART|2RCR|34679VULN|59LHND|89BEXP|9BPWR|aASPD
265	22242 36623	   	183.10	ACR|4VULN|1AART|1DMG	1AART|2RCR|3DUST|4RPLT|568aVULN|7RCVC|9DMG
266	22251 61352	   	183.10	ACR|4VULN|1AART|1DMG	1AART|2RCR|36DUST|4679VULN|5RMIN|6BPWR|8RPLT|aDMG
267	22621 61352	   	183.10	ACR|4VULN|1AART|1DMG	1AART|2RCR|3679VULN|46DUST|5RMIN|6BPWR|8RPLT|aDMG
268	22653 31121	 * 	183.10	ACR|4VULN|1AART|2CDMG	1AART|2RCR|3467VULN|59LHND|8aCDMG
269	22653 31236	   	183.10	ACR|4VULN|1AART|1DMG	1AART|2RCR|3467VULN|5LHND|8LEGI|9RPLT|aDMG
270	22653 31251	   	182.90	ACR|5VULN|1AART|1ASPD	1AART|2RCR|34679VULN|59LHND|8LEGI|9BPWR|aASPD
271	22653 31411	   	182.90	ACR|5VULN|1AART|1DUR	1AART|2RCR|34678VULN|5LHND|9CGEN|aDUR
272	22334 13626	   	182.83	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	17AART|2RCR|3ZMB|4RMIN|5DUR|6RPLT|89VULN|aDMG
273	22334 13652	   	182.83	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	17AART|2RCR|3ZMB|4RMIN|5DUR|6RPLT|8aVULN|9DMG
274	22653 31433	   	182.80	ACR|5VULN|1AART|1DUR	1AART|2RCR|34678VULN|5LHND|9SNIHEL|aDUR
275	22353 21552	   	182.75	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	14AART|2RCR|35ZMB|6VULN|7BEXP|8CDMG|9DUR|aDMG
276	22353 23424	   	182.75	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	14AART|2RCR|35ZMB|6VULN|7LIT|8DMG|9CDMG|aDUR
277	22353 23443	   	182.75	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	14AART|2RCR|35ZMB|6VULN|7LIT|8DMG|9ASPD|aCDMG
278	22652 23143	   	182.75	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|34aVULN|5FEWX|6LHND|7DMG|8BEXP|9CDMG
279	22653 21114	   	182.75	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|347VULN|56LHND|8CDMG|9CGEN|aDMG
280	22551 42323	   	182.75	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|48aVULN|5RMIN|6CGEN|7CDMG|9DMG
281	22552 23136	   	182.75	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|38BEXP|469VULN|5LWND|7DMG|aCDMG
282	22552 23243	   	182.75	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|46aVULN|5LWND|7DMG|8FEWX|9CDMG
283	22552 23633	   	182.75	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|469VULN|5LWND|7DMG|8LIT|aCDMG
284	22613 31114	   	182.75	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|367VULN|4DMSP|5LHND|8CDMG|9CGEN|aDMG
285	23612 31353	   	182.70	ACR|4VULN|1AART|1DMG|1DUR|1SELL	1AART|2SELL|369aVULN|4FEWX|5RCR|7DMG|8DUR
286	23612 31113	   	182.70	ACR|4VULN|1AART|1DMG|1ASPD|1SELL	1AART|2SELL|368aVULN|4FEWX|5RCR|7DMG|9ASPD
287	23612 31153	   	182.70	ACR|4VULN|1AART|1DMG|1DUR|1SELL	1AART|2SELL|368aVULN|4FEWX|5RCR|7DMG|9DUR
288	22662 12531	   	182.68	ACR|2AART|2VULN|2DMG	14AART|2RCR|3aVULN|5FEWX|6RPLT|7BELT|8aBEXP|9aDMG|aBPWR
289	22356 24312	   	182.65	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	14AART|2RCR|39ZMB|5CDMG|6VULN|7MBVNT|8DUR|aDMG
290	22251 61522	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|36DUST|467VULN|5RMIN|6BPWR|8CDMG|9LHND|aDMG
291	22252 23143	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|46aVULN|5LWND|7DMG|8BEXP|9CDMG
292	22252 23633	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|469VULN|5LWND|7DMG|8LIT|aCDMG
293	22254 22325	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|468VULN|5BEXP|7CDMG|9DMG|aLWND
294	22254 22326	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|468VULN|5BEXP|7CDMG|9DMG|aLIT
295	22254 22362	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|468VULN|5BEXP|7CDMG|9CGEN|aDMG
296	22553 22325	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|468VULN|5DUST|7CDMG|9DMG|aLWND
297	22553 22326	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|468VULN|5DUST|7CDMG|9DMG|aLIT
298	22553 22362	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|468VULN|5DUST|7CDMG|9CGEN|aDMG
299	22621 61522	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|367VULN|46DUST|5RMIN|6BPWR|8CDMG|9LHND|aDMG
300	22622 23143	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|36aVULN|4DUST|5LWND|7DMG|8BEXP|9CDMG
301	22622 23633	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|369VULN|4DUST|5LWND|7DMG|8LIT|aCDMG
302	22624 22325	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|368VULN|4DUST|5BEXP|7CDMG|9DMG|aLWND
303	22624 22326	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|368VULN|4DUST|5BEXP|7CDMG|9DMG|aLIT
304	22624 22362	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|368VULN|4DUST|5BEXP|7CDMG|9CGEN|aDMG
305	22653 21154	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|347VULN|56LHND|8CDMG|9MBVNT|aDMG
306	22654 23313	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|348VULN|5RCVC|6BELT|7DMG|9DUST|aCDMG
307	22654 23323	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|348VULN|5RCVC|6BELT|7DMG|9CANSTR|aCDMG
308	22254 12323	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|48aVULN|5BEXP|6RCVC|7CDMG|9DMG
309	22553 12323	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|48aVULN|5DUST|6RCVC|7CDMG|9DMG
310	22613 31154	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|367VULN|4DMSP|5LHND|8CDMG|9MBVNT|aDMG
311	22624 12323	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|38aVULN|4DUST|5BEXP|6RCVC|7CDMG|9DMG
312	22353 23541	   	182.63	ACR|2AART|3ZMB|1VULN|1DMG|1ASPD	14AART|2RCR|358ZMB|6VULN|7LIT|9ASPD|aDMG
313	22353 33641	   	182.63	ACR|2AART|3ZMB|1VULN|1DMG|1ASPD	14AART|2RCR|356ZMB|7VULN|8LIT|9ASPD|aDMG
314	22254 22152	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|469VULN|5BEXP|7CDMG|8TLV|aDMG
315	22254 22332	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|468VULN|5BEXP|7CDMG|9ERES|aDMG
316	22254 22352	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3DUST|468VULN|5BEXP|7CDMG|9TLV|aDMG
317	22254 22423	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|38DUST|46aVULN|5BEXP|7CDMG|9DMG
318	22553 22152	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|469VULN|5DUST|7CDMG|8TLV|aDMG
319	22553 22332	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|468VULN|5DUST|7CDMG|9ERES|aDMG
320	22553 22352	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|468VULN|5DUST|7CDMG|9TLV|aDMG
321	22553 22423	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3BEXP|46aVULN|58DUST|7CDMG|9DMG
322	22624 22152	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|369VULN|4DUST|5BEXP|7CDMG|8TLV|aDMG
323	22624 22332	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|368VULN|4DUST|5BEXP|7CDMG|9ERES|aDMG
324	22624 22352	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|368VULN|4DUST|5BEXP|7CDMG|9TLV|aDMG
325	22624 22423	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|36aVULN|48DUST|5BEXP|7CDMG|9DMG
326	22253 62323	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|35DUST|48aVULN|6BEXP|7CDMG|9DMG
327	22623 62323	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|38aVULN|45DUST|6BEXP|7CDMG|9DMG
328	22543 21152	   	182.48	ACR|2AART|2VULN|2DMG	15AART|2RCR|3BEXP|4RPLT|6RCVC|7aDMG|89VULN
329	23315 23631	   	182.42	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD|1SELL	17AART|2SELL|3CDMG|4LIT|59DMG|6RCR|8ASPD|aVULN
330	22232 26324	   	182.38	ACR|2AART|2DMG|2VULN	1aAART|2RCR|3DUST|4LHND|5LWND|69VULN|78DMG
331	22243 21152	   	182.38	ACR|2AART|2VULN|2DMG	15AART|2RCR|3DUST|4RPLT|6RCVC|7aDMG|89VULN
332	22212 26324	   	182.28	ACR|2AART|2DMG|2VULN	1aAART|2RCR|3DUST|4LEGI|5LWND|69VULN|78DMG
333	22242 34464	   	182.28	ACR|2AART|2VULN|2DMG	18AART|2RCR|3DUST|4RPLT|56VULN|7MBVNT|9aDMG
