0	Index      	 *	Score 	Summary	Detail	
1	61621 33222	 * 	184.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ERES|36aVULN|4RCR|5ZMB|7LIT|8DMG|9AART
160	33423 31166	   	161.61	DCR|2VULN|2DMG|1AART	19BEXP|26DUST|3DMSP|49DMG|59VULN|7RCR|8AART|9BPWR|aLIT
161	61621 33322	   	161.61	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2ERES|36VULN|4RCR|5ZMB|7LIT|8DUR|9ASPD|aAART
162	61623 43133	 * 	161.60	ACR|3VULN|3CDMG|1DMG	15aCDMG|2ERES|36aVULN|4RCR|7DMG|8LWND|9aLSRREG|aBPWR
163	23623 31164	   	161.51	DCR|2VULN|2DMG|1AART	19LHND|26DUST|3DMSP|49DMG|59VULN|7RCR|8AART|9BPWR|aLEGI
164	31332 33432	   	161.44	ACR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4CDMG|5RCR|6VULN|7ZMB|8AART|9LWND|aDMG
165	31132 33432	   	161.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1BEXP|23DUR|4CDMG|5RCR|6VULN|7ZMB|8AART|9LWND|aDMG
166	31332 33452	   	161.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4CDMG|5RCR|6VULN|7ZMB|8AART|9DUST|aDMG
167	31332 43462	   	161.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4CDMG|5RCR|6DUST|7ZMB|8AART|9VULN|aDMG
168	26623 41112	   	161.31	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1aLHND|25VULN|3RCVC|4DMG|6DUR|7RCR|8AART|9ASPD
169	26623 41113	   	161.31	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|25VULN|3RCVC|4DMG|6DUR|7RCR|8AART|9ASPD|aLIT
170	64225 13212	 * 	161.29	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	19CDMG|2ZMB|39LHND|4RCR|5RMIN|6LIT|7DUR|89DMG|9BPWR|aAART
171	31132 33452	   	161.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1BEXP|23DUR|4CDMG|5RCR|6VULN|7ZMB|8AART|9DUST|aDMG
172	31132 43462	   	161.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1BEXP|23DUR|4CDMG|5RCR|6DUST|7ZMB|8AART|9VULN|aDMG
173	26623 41111	   	161.21	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|25VULN|3RCVC|4DMG|6DUR|7RCR|8AART|9ASPD|aERES
174	21414 31533	 * 	161.10	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1LHND|2DUR|3AART|49ASPD|5CDMG|6RMIN|7RCR|8aVULN
175	25234 11533	   	161.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LHND|2CGEN|3AART|4DMG|5CDMG|6BEXP|7RCR|8VULN|9ASPD|aZMB
176	25234 31533	   	161.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LHND|2CGEN|3AART|4DMG|5CDMG|6FEWX|7RCR|8VULN|9ASPD|aZMB
177	23123 35153	   	160.98	ACR|4VULN|1AART|1DUR	1LHND|2DUST|3DUR|4RCR|567aVULN|8AART|9LIT
178	33422 34163	   	160.94	ACR|2VULN|2DMG|1AART	19BEXP|26DUST|3DMSP|49DMG|5RCR|79VULN|8AART|9BPWR|aRCVC
179	22234 11533	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2TLV|3AART|4DMG|5CDMG|6BEXP|7RCR|8VULN|9ASPD|aZMB
180	22234 31533	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2TLV|3AART|4DMG|5CDMG|6FEWX|7RCR|8VULN|9ASPD|aZMB
181	23414 31512	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2DUST|3AART|4ASPD|5CDMG|6RMIN|7RCR|8VULN|9ZMB|aDMG
182	33423 31352	   	160.91	DCR|2VULN|2DMG|1AART	1aBEXP|26DUST|3DMSP|4aDMG|5aVULN|7RCR|8LEGI|9AART|aBPWR
183	34123 25112	   	160.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1BEXP|2LHND|38DUR|4RCR|5VULN|6AART|7ASPD|9CDMG|aDMG
184	26414 31333	   	160.80	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1LHND|2aVULN|3AART|4ASPD|58CDMG|6RMIN|7RCR|9DUR
185	23123 25112	   	160.78	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LHND|2DUST|38DUR|4RCR|5VULN|6AART|7ASPD|9CDMG|aDMG
186	21321 51422	   	160.75	DCR|2VULN|2DMG|2DUR|1ZMB	13aLHND|23DUR|3aBPWR|4aDMG|5RMIN|6MLV|7RCR|8ZMB|9aVULN
187	61211 53223	 * 	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2aERES|3MGNSTR|4LHND|5aVULN|69DUR|7aDMG|8RCR|aBPWR
188	61621 31313	   	160.68	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|36VULN|4RCR|5ZMB|7RCVC|8ASPD|9DMG|aDUR
189	25234 11213	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|28CGEN|3AART|49DMG|5CDMG|6BEXP|7RCR|aVULN
190	21121 51422	   	160.65	DCR|2VULN|2DMG|2DUR|1ZMB	1aLHND|23DUR|4aDMG|5RMIN|6MLV|7RCR|8ZMB|9aVULN|aBPWR
191	21321 21422	   	160.65	DCR|2VULN|2DMG|2DUR|1ZMB	13aLHND|23DUR|3aBPWR|4aDMG|5RMIN|6ERES|7RCR|8ZMB|9aVULN
192	61111 53223	   	160.59	DCR|2VULN|2DMG|1CDMG|2DUR	1CDMG|2aERES|3BASICY|4LHND|5aVULN|69DUR|7aDMG|8RCR|aBPWR
193	22234 11543	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2TLV|3AART|4DMG|5CDMG|69BEXP|7RCR|8aVULN
194	22234 11562	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2TLV|3AART|4aDMG|5CDMG|6BEXP|7RCR|8VULN|9RMIN
195	22234 31526	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2TLV|3AART|4DMG|5CDMG|6FEWX|7RCR|8aVULN|9RPLT
196	22234 31542	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2TLV|3AART|4DMG|5CDMG|6FEWX|7RCR|8aVULN|9BEXP
197	14621 21422	   	160.55	DCR|2VULN|2DMG|2DUR|1ZMB	1aDUR|2LHND|3DMSP|4aDMG|5RMIN|6ERES|7RCR|8ZMB|9aVULN|aBPWR
198	21121 21422	   	160.55	DCR|2VULN|2DMG|2DUR|1ZMB	1aLHND|23DUR|4aDMG|5RMIN|6ERES|7RCR|8ZMB|9aVULN|aBPWR
199	64121 61232	   	160.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3MLV|4AART|5VULN|6DUR|7RCR|8CGEN|9LWND|aDMG
200	11341 33523	 * 	160.42	DCR|4VULN|3DUR|2ZMB	128DUR|3RMIN|4RPLT|58ZMB|689aVULN|7RCR|8BPWR
201	15341 33523	   	160.42	DCR|4VULN|3DUR|2ZMB	128DUR|28BPWR|3RMIN|4RPLT|58ZMB|689aVULN|7RCR
202	64361 13222	   	160.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3LIT|4RCR|5LHND|6RCVC|7ASPD|8DMG|9AART|aVULN
203	64121 61132	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3MLV|4AART|5VULN|6DUR|7RCR|8ERES|9LWND|aDMG
204	61321 11214	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5VULN|6BEXP|7RCR|8DMSP|9DMG|aDUR
205	61321 21314	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5VULN|68LHND|7RCR|9DMG|aDUR
206	64121 21532	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3MLV|4AART|5VULN|6LHND|7RCR|8DUR|9ERES|aDMG
207	64122 33124	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|39MLV|4AART|5DMG|6DUR|7RCVC|8RCR|aVULN
208	61321 31214	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5VULN|6DUST|7RCR|8DMSP|9DMG|aDUR
209	61321 31352	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3ZMB|4AART|5VULN|6DUST|7RCR|8LWND|9ASPD|aDMG
210	61321 31652	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3ZMB|4AART|5VULN|6DUST|7RCR|8LHND|9ASPD|aDMG
211	61323 21552	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3ZMB|4AART|5LEGI|6LHND|7RCR|8VULN|9ASPD|aDMG
212	61321 11114	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|28ERES|3ZMB|4AART|5VULN|6BEXP|7RCR|9DMG|aDUR
213	61321 21114	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|28ERES|3ZMB|4AART|5VULN|6LHND|7RCR|9DMG|aDUR
214	36533 21122	 * 	160.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1BEXP|2CGEN|359VULN|4DMSP|6DUR|7RCR|8AART|aFLTHEA
215	61322 33156	   	160.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5DMG|6DUR|7RCVC|8RCR|9BELT|aVULN
216	61321 31114	   	160.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|28ERES|3ZMB|4AART|5VULN|6DUST|7RCR|9DMG|aDUR
217	61323 31552	   	160.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3ZMB|4AART|5LEGI|6DUST|7RCR|8VULN|9ASPD|aDMG
218	13363 51122	   	160.11	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2TLV|34FEWX|569VULN|7RCR|8AART|aFLTHEA
219	32213 51122	   	160.11	DCR|3VULN|1AART|1FLTHEA|1DUR	1BEXP|2TLV|3DMSP|4DUR|569VULN|7RCR|8AART|aFLTHEA
220	32533 41122	   	160.11	DCR|3VULN|1AART|1FLTHEA|1DUR	1BEXP|2TLV|359VULN|4DMSP|6DUR|7RCR|8AART|aFLTHEA
221	32613 51122	   	160.11	DCR|3VULN|1AART|1FLTHEA|1DUR	13BEXP|2TLV|4DUR|569VULN|7RCR|8AART|aFLTHEA
222	26431 53222	 * 	160.08	DCR|2AART|2VULN|1DMG	1LHND|28VULN|3aAART|4BEXP|5DMG|6BELT|7RCR|9RCVC
223	61621 31343	   	160.05	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	19CDMG|2ERES|36VULN|4RCR|5ZMB|7RCVC|8ASPD|aDMG
224	23123 22612	   	159.99	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUST|3DUR|4RCR|5VULN|68AART|7MLV|9CDMG|aDMG
225	23123 23612	   	159.89	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUST|3DUR|4RCR|5VULN|68AART|7TLV|9CDMG|aDMG
226	64322 33222	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LIT|4DUR|5ERES|6RCVC|7RCR|8DMG|9AART|aVULN
227	61332 33355	   	159.81	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3ZMB|4DUR|5RCR|67VULN|8FEWX|9AART|aASPD
228	61332 33521	   	159.81	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3ZMB|4DUR|5RCR|67VULN|8ASPD|9AART|aLHND
229	23116 33622	   	159.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DUST|3DUR|46VULN|5RCR|7ZMB|8AART|9CANSTR|aDMG
230	26126 33622	   	159.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|26VULN|3DUR|4DUST|5RCR|7ZMB|8AART|9CANSTR|aDMG
231	31332 35523	 * 	159.73	ACR|4VULN|2CDMG|2DUR	138BEXP|23DUR|38BPWR|48CDMG|5RCR|689aVULN|7LEGI
232	61332 33522	   	159.71	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3ZMB|4DUR|5RCR|67VULN|8ASPD|9AART|aDUST
233	23622 34162	   	159.63	ACR|2VULN|2DMG|1AART	19LHND|26DUST|3DMSP|49DMG|5RCR|79VULN|8AART|9BPWR|aLWND
234	23622 34163	   	159.63	ACR|2VULN|2DMG|1AART	19LHND|26DUST|3DMSP|49DMG|5RCR|79VULN|8AART|9BPWR|aBELT
235	33422 34162	   	159.63	ACR|2VULN|2DMG|1AART	19BEXP|26DUST|3DMSP|49DMG|5RCR|79VULN|8AART|9BPWR|aLWND
236	64223 34322	   	159.62	ACR|1AART|1DMG|2CDMG|1VULN|1ZMB	19CDMG|2ZMB|3LHND|4RCR|5AART|6LWND|7VULN|8BEXP|aDMG
237	61321 11452	 * 	159.60	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1aCDMG|2ERES|3ZMB|4AART|5VULN|6BEXP|7RCR|8SNIHEL|9DMG
238	34123 24622	   	159.42	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2LHND|3DUR|4RCR|57VULN|6AART|8ASPD|9CANSTR|aDMG
239	21414 31513	   	159.35	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2DUR|3aAART|4ASPD|5CDMG|6RMIN|7RCR|8VULN|9ZMB
240	23123 24622	   	159.32	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|2DUST|3DUR|4RCR|57VULN|6AART|8ASPD|9CANSTR|aDMG
241	62432 33341	 * 	159.30	ACR|2VULN|1DMG|2CDMG|2ZMB|1DUR	19CDMG|238DUST|4DUR|5RCR|69VULN|79ZMB|9BPWR|aDMG
242	31322 53243	 * 	159.24	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4DMG|5RCR|6LIT|7ZMB|89AART|aVULN
243	31322 53261	   	159.24	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4DMG|5RCR|6LIT|7ZMB|8aAART|9VULN
244	61332 33122	   	159.21	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2ERES|3ZMB|4DUR|5RCR|67VULN|8LIT|9ASPD|aAART
245	61623 41222	 * 	159.20	ACR|3VULN|1AART|2CDMG	15CDMG|2ERES|36aVULN|4RCR|7LIT|8DUST|9AART
246	61621 31632	   	159.15	ACR|2VULN|3CDMG|1DMG|1ZMB	189CDMG|2ERES|36VULN|4RCR|5ZMB|7RCVC|aDMG
247	31122 53243	   	159.14	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1BEXP|23DUR|4DMG|5RCR|6LIT|7ZMB|89AART|aVULN
248	31122 53261	   	159.14	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1BEXP|23DUR|4DMG|5RCR|6LIT|7ZMB|8aAART|9VULN
249	61332 31525	   	159.10	ACR|1AART|1VULN|2CDMG|2ZMB|2ASPD|1DUR	1aCDMG|27ERES|3aZMB|4DUR|5RCR|6VULN|8aASPD|9AART|aBPWR
250	26622 25113	   	159.10	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2aVULN|3RCVC|4DMG|5RCR|6FEWX|7RMIN|8AART|9CDMG
251	26622 35113	   	159.00	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2aVULN|3RCVC|4DMG|5RCR|6DUST|7RMIN|8AART|9CDMG
252	31332 33423	   	158.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4CDMG|5RCR|6aVULN|7ZMB|8AART|9RMIN
253	31332 33435	   	158.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4CDMG|5RCR|6aVULN|7ZMB|8AART|9LWND
254	33422 34352	   	158.93	ACR|2VULN|2DMG|1AART	1aBEXP|26DUST|3DMSP|4aDMG|5RCR|7aVULN|8LEGI|9AART|aBPWR
255	26622 12113	   	158.90	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2aVULN|3RCVC|4DMG|5RCR|6TLV|7DUST|8AART|9CDMG
256	31132 33423	   	158.87	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|23DUR|4CDMG|5RCR|6aVULN|7ZMB|8AART|9RMIN
257	31132 33435	   	158.87	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|23DUR|4CDMG|5RCR|6aVULN|7ZMB|8AART|9LWND
258	31332 33455	   	158.87	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4CDMG|5RCR|6aVULN|7ZMB|8AART|9DUST
259	61621 13116	   	158.83	ACR|3VULN|2CDMG|2DUR|1ZMB	19CDMG|2ERES|39aVULN|4RCR|5ZMB|6LIT|7LEGI|89DUR|9BPWR
260	14322 13314	 * 	158.79	ACR|2DMG|1AART|1VULN|3DUR	138DUR|239LHND|38BPWR|48DMG|5RCR|68TLV|7AART|aVULN
261	31132 33455	   	158.77	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|23DUR|4CDMG|5RCR|6aVULN|7ZMB|8AART|9DUST
262	31322 23425	   	158.76	ACR|2VULN|2DMG|2DUR|1ZMB	13aBEXP|23DUR|3aBPWR|4aDMG|5RCR|67FEWX|8ZMB|9aVULN
263	14122 13314	   	158.69	ACR|2DMG|1AART|1VULN|3DUR	138DUR|29LHND|48DMG|5RCR|68TLV|7AART|8BPWR|aVULN
264	14322 13352	   	158.69	ACR|2DMG|1AART|1VULN|3DUR	138DUR|23LHND|38BPWR|48DMG|5RCR|689TLV|7AART|aVULN
265	21322 13566	 * 	158.69	ACR|2VULN|1AART|1DMG|3DUR	13LHND|239DUR|3BPWR|4DMG|5RCR|6TLV|7AART|8aVULN
266	31122 23425	   	158.66	ACR|2VULN|2DMG|2DUR|1ZMB	1aBEXP|23DUR|4aDMG|5RCR|67FEWX|8ZMB|9aVULN|aBPWR
267	61321 11535	   	158.65	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3ZMB|48AART|5VULN|6BEXP|7RCR|9DUR|aASPD
268	61321 21235	   	158.65	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3ZMB|48AART|5VULN|6LHND|7RCR|9DUR|aASPD
269	61321 21244	   	158.65	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3ZMB|48AART|5VULN|6LHND|7RCR|9ASPD|aDUR
270	61321 21553	   	158.65	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3ZMB|4aAART|5VULN|6LHND|7RCR|8DUR|9ASPD
271	14122 13352	   	158.59	ACR|2DMG|1AART|1VULN|3DUR	138DUR|2LHND|48DMG|5RCR|689TLV|7AART|8BPWR|aVULN
272	21122 13566	   	158.59	ACR|2VULN|1AART|1DMG|3DUR	1LHND|239DUR|4DMG|5RCR|6TLV|7AART|8aVULN
273	23116 35153	   	158.58	ACR|4VULN|1AART|1DUR	1LHND|2DUST|3DUR|467aVULN|5RCR|8AART|9LIT
274	31216 41261	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2aDUR|3LIT|4RMIN|5CDMG|6aVULN|7CGEN|8aDMG|9RCR|aBPWR
275	31325 14633	 * 	158.49	DCR|2VULN|2DMG|2ASPD|2DUR	138BEXP|23DUR|38BPWR|48DMG|5CGEN|6aASPD|78VULN|9RCR
276	26431 53212	   	158.47	DCR|2AART|2VULN|1DMG	1LHND|28VULN|3aAART|4BEXP|5DMG|69BELT|7RCR
277	34123 25115	   	158.40	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1BEXP|2LHND|38DUR|4RCR|5aVULN|6AART|7ASPD|9CDMG
278	23116 25112	   	158.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LHND|2DUST|38DUR|4VULN|5RCR|6AART|7ASPD|9CDMG|aDMG
279	26126 25112	   	158.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LHND|2VULN|38DUR|4DUST|5RCR|6AART|7ASPD|9CDMG|aDMG
280	31332 33153	   	158.37	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|4CDMG|5RCR|6aVULN|7ZMB|8CGEN|9AART
281	61225 13621	 * 	158.31	DCR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ERES|3MGNSTR|4RPLT|56aVULN|7AART|8RCR|9ASPD
282	23123 25115	   	158.30	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LHND|2DUST|38DUR|4RCR|5aVULN|6AART|7ASPD|9CDMG
283	22234 11316	 * 	158.27	DCR|2AART|2DMG|2CDMG	1LHND|2TLV|3aAART|49DMG|58CDMG|6BEXP|7RCR
284	22234 31313	   	158.27	DCR|2AART|2DMG|2CDMG	1LHND|2TLV|3aAART|49DMG|58CDMG|6FEWX|7RCR
285	11123 14632	 * 	158.27	DCR|2VULN|1DMG|3DUR|2ASPD|1FLTHEA	128DUR|3MLV|48ASPD|5LWND|6DMG|78VULN|8BPWR|9RCR|aFLTHEA
286	15123 14632	   	158.27	DCR|2VULN|1DMG|3DUR|2ASPD|1FLTHEA	128DUR|28BPWR|3MLV|48ASPD|5LWND|6DMG|78VULN|9RCR|aFLTHEA
287	31132 33153	   	158.27	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|23DUR|4CDMG|5RCR|6aVULN|7ZMB|8CGEN|9AART
288	31432 33625	   	158.26	ACR|3ZMB|1AART|1VULN|1CDMG|2DUR	1aBEXP|2aDUR|3DMSP|4CDMG|5RCR|6VULN|78aZMB|9AART|aBPWR
289	61125 13621	   	158.21	DCR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ERES|3BASICY|4RPLT|56aVULN|7AART|8RCR|9ASPD
290	64361 33211	   	158.10	ACR|2VULN|1AART|2CDMG|2ZMB	18CDMG|28ZMB|3LIT|4RCR|5LHND|6RPLT|78VULN|8BPWR|9ERES|aAART
291	62333 63521	   	157.96	DCR|2VULN|1AART|2CDMG|2DUR	18CDMG|2DUST|3RPLT|4LEGI|58VULN|6RCR|78DUR|8BPWR|9AART|aFEWX
292	64521 11233	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|38CGEN|4AART|5aVULN|6BEXP|7RCR|9DUR
293	64521 21233	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|38CGEN|4AART|5aVULN|6LHND|7RCR|9DUR
294	14322 13515	   	157.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	13DUR|23LHND|3BPWR|4DMG|5RCR|6TLV|7AART|8VULN|9CDMG|aASPD
295	21322 13515	   	157.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	13LHND|23DUR|3BPWR|4DMG|5RCR|6TLV|7AART|8VULN|9CDMG|aASPD
296	23123 24215	 * 	157.88	ACR|2VULN|1AART|2CDMG|2DUR	1aLHND|2DUST|3aDUR|4RCR|57VULN|6AART|8BEXP|9aCDMG|aBPWR
297	61321 21516	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5aVULN|6LHND|7RCR|8DUR|9RPLT
298	61321 21542	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5aVULN|6LHND|7RCR|8DUR|9BEXP
299	64521 31233	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|38CGEN|4AART|5aVULN|6DUST|7RCR|9DUR
300	13363 51116	   	157.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2TLV|34FEWX|56VULN|7RCR|8AART|9ASPD|aDMG
301	14122 13515	   	157.78	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	13DUR|2LHND|4DMG|5RCR|6TLV|7AART|8VULN|9CDMG|aASPD
302	21122 13515	   	157.78	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LHND|23DUR|4DMG|5RCR|6TLV|7AART|8VULN|9CDMG|aASPD
303	64223 43221	   	157.77	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3LHND|4RCR|5AART|6BELT|7LWND|8aDMG|9ASPD
304	64363 11113	   	157.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LIT|4RCR|5AART|6BEXP|7LWND|89VULN|aDUR
305	61321 31355	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3ZMB|4AART|5aVULN|6DUST|7RCR|8LWND|9ASPD
306	61321 11423	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5aVULN|6BEXP|7RCR|8SNIHEL|9DUR
307	61321 21423	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5aVULN|6LHND|7RCR|8SNIHEL|9DUR
308	61321 21563	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5aVULN|6LHND|7RCR|8DUR|9LSRREG
309	64521 31333	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3CGEN|4AART|5aVULN|68DUST|7RCR|9DUR
310	26622 13131	   	157.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2VULN|3RCVC|4DMG|5RCR|6TLV|78AART|9ZMB|aDUR
311	61623 33316	   	157.75	ACR|2DMG|1VULN|2CDMG|1ZMB|1ASPD	15CDMG|26ERES|3VULN|4RCR|79DMG|8ASPD|aZMB
312	64223 42221	   	157.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3LHND|4RCR|5AART|6BELT|7DUST|8aDMG|9ASPD
313	64363 31113	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LIT|4RCR|5AART|6DUST|7LWND|89VULN|aDUR
