0	Index      	 *	Score 	Summary	Detail	
1	12521 12324	 * 	225.23	DCR|3DMG|2VULN|2ASPD|1ZMB|1DUR	19ASPD|2DUST|389DMG|4RCVC|5DUR|6ZMB|79VULN|9BPWR|aRCR
155	36212 13314	   	199.13	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7LIT|8BEXP|9AART|aVULN
156	36212 15714	   	199.13	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7FEWX|8LIT|9AART|aVULN
157	36212 18318	   	199.13	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8LWND|9LIT|aAART
158	36212 18454	   	199.13	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8AME|9LWND|aAART
159	36212 14714	   	199.03	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7DUST|8LIT|9AART|aVULN
160	36212 18324	   	199.03	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8LWND|9ERES|aAART
161	36212 18354	   	199.03	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8LWND|9TLV|aAART
162	21266 61111	   	198.96	DCR|3VULN|2DMG|1AART	1CGEN|2AART|35DMG|45aVULN|5BPWR|6ERES|7TLV|8RCR|9RPLT
163	21266 61122	   	198.96	DCR|3VULN|2DMG|1AART	19CGEN|2AART|35DMG|45aVULN|5BPWR|6ERES|7TLV|8RCR
164	36212 34264	   	198.03	DCR|3DMG|3ASPD|1AART	1RPLT|246DMG|348ASPD|48BPWR|5MBVNT|78FEWX|9RCR|aAART
165	11154 36235	   	198.00	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	19ASPD|2AART|3MBVNT|49DMG|5DUR|6AELBLL|7RCR|89LHND|9BPWR|aCDMG
166	11154 36435	   	198.00	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	19ASPD|2AART|3MBVNT|49DMG|5DUR|6AELBLL|7RCR|89LWND|9BPWR|aCDMG
167	36212 31264	   	197.93	DCR|3DMG|3ASPD|1AART	1RPLT|246DMG|347ASPD|4BPWR|5MBVNT|8BEXP|9RCR|aAART
168	36212 31764	 * 	197.93	DCR|3DMG|3ASPD|1VULN	1RPLT|246DMG|347ASPD|4BPWR|5MBVNT|8LHND|9RCR|aVULN
169	11157 33221	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|3MBVNT|4DMG|5SPLJET|6aVULN|7CDMG|8RPLT|9RCR
170	36212 31464	   	197.83	DCR|3DMG|3ASPD|1AART	1RPLT|246DMG|347ASPD|4BPWR|5MBVNT|8DUST|9RCR|aAART
171	11151 33221	   	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ASPD|2AART|3MBVNT|4DMG|5MSLREG|6aVULN|7CDMG|8RPLT|9RCR
172	11625 23222	   	197.61	DCR|2AART|2ASPD|1VULN|1DMG	18ASPD|24AART|3RPLT|5DMG|6RCR|7LIT|9RMIN|aVULN
173	11625 23233	   	197.61	DCR|2AART|2ASPD|1VULN|1DMG	18ASPD|24AART|3RPLT|5DMG|6RCR|7LIT|9LHND|aVULN
174	11114 44474	   	197.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|25AART|3MBVNT|4FEWX|6RMIN|7RCR|8DMG|9CDMG|aVULN
175	11625 23243	   	197.51	DCR|2AART|2ASPD|1VULN|1DMG	18ASPD|24AART|3RPLT|5DMG|6RCR|7LIT|9DUST|aVULN
176	36211 31132	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|8FEWX|9VULN
177	36211 31332	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|8LWND|9VULN
178	36211 31514	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|8VULN|9LIT
179	36211 31552	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|8VULN|9LWND
180	36211 61132	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5DUR|6LWND|7RCR|8FEWX|9VULN
181	36211 61632	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5DUR|6LWND|7RCR|8LHND|9VULN
182	36214 21114	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5VULN|6DUR|7RCR|8FEWX|9LIT
183	36214 21152	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5VULN|6DUR|7RCR|8FEWX|9LWND
184	36214 21162	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5VULN|6DUR|7RCR|8FEWX|9LHND
185	36214 21314	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5VULN|6DUR|7RCR|8LWND|9LIT
186	36214 21352	   	197.41	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5VULN|6DUR|7RCR|8LWND|9LHND
187	35131 42431	   	197.33	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1RPLT|2MBVNT|349VULN|5AART|6DMG|7AAC|8ASPD|aRCR
188	11156 34337	   	197.23	DCR|2DMG|2ASPD|1AART|1VULN	19ASPD|2AART|3MBVNT|49DMG|5LWND|6AELBLL|7RCR|89FEWX|9BPWR|aVULN
189	11156 34437	   	197.23	DCR|2DMG|2ASPD|1AART|1VULN	19ASPD|2AART|3MBVNT|49DMG|5LWND|6AELBLL|7RCR|89LHND|9BPWR|aVULN
190	36214 31214	   	197.23	DCR|2DMG|2ASPD|1VULN|1AART	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6LWND|7RCR|8RMIN|9FEWX|aAART
191	36214 31322	   	197.23	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5VULN|68LWND|7RCR|9LIT|aAART
192	36214 31333	   	197.23	DCR|2DMG|2ASPD|1VULN|1AART	1RPLT|24DMG|34ASPD|4BPWR|5VULN|689LWND|7RCR|aAART
193	13523 23524	   	197.13	DCR|3ASPD|2DMG|1VULN|2ZMB	189ASPD|2FEWX|39DMG|4RCVC|5VULN|6LHND|79ZMB|9BPWR|aRCR
194	13523 33524	   	197.13	DCR|3ASPD|2DMG|1VULN|2ZMB	189ASPD|2FEWX|39DMG|4RCVC|5VULN|6BEXP|79ZMB|9BPWR|aRCR
195	36214 31124	   	197.13	DCR|2DMG|2ASPD|1AART|1VULN	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6LWND|7RCR|8FEWX|9ERES|aAART
196	21625 22252	   	197.07	DCR|2AART|2DMG|1VULN|1CDMG	1CGEN|24AART|3RPLT|58DMG|6RCR|7ERES|9CDMG|aVULN
197	36211 23516	 * 	197.05	DCR|3DMG|3ASPD|3DUR	1RPLT|249DMG|34aASPD|4aBPWR|56aDUR|7RCR|8aMLV
198	36211 23526	   	197.05	DCR|3DMG|3ASPD|3DUR	1RPLT|24aDMG|349ASPD|4aBPWR|56aDUR|7RCR|8aMLV
199	11625 23143	   	196.95	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1ASPD|24AART|3RPLT|5DMG|6RCR|7LIT|89DUR|aVULN
200	11625 23261	   	196.86	DCR|2AART|2ASPD|1DMG|1CDMG|1AAC	18ASPD|24AART|3RPLT|5DMG|6RCR|7LIT|9CDMG|aAAC
201	21152 32364	 * 	196.49	DCR|2VULN|1AART|1ASPD|3DUR|1CDMG	1CGEN|2AART|3CDMG|4ASPD|56VULN|78aDUR|9RCR
202	21162 32364	 * 	196.49	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	1CGEN|2AART|3CDMG|4DMG|56VULN|78aDUR|9RCR
203	13523 16324	   	196.44	DCR|3DMG|2ASPD|1VULN|1ZMB	19ASPD|2FEWX|389DMG|4RCVC|5VULN|6ZMB|79DUST|9BPWR|aRCR
204	11158 31435	   	196.26	DCR|2VULN|2DMG|2ASPD|1AART|1AAC|1SELL	18ASPD|2AART|3MBVNT|48DMG|5SELL|6BELT|78VULN|8BPWR|9RCR|aAAC
205	11624 15112	   	196.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|24AART|3RPLT|5CDMG|6BEXP|7RCR|8DUR|9VULN|aZMB
206	36214 22531	   	196.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|79LWND|aRCR
207	11625 22222	   	195.84	DCR|2AART|2DMG|1ASPD|1ZMB|1DUR	1ASPD|24AART|3RPLT|58DMG|6RCR|7CGEN|9DUR|aZMB
208	11126 63443	 * 	195.76	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|29AART|3MBVNT|4LIT|5ERES|6CDMG|7aVULN|8RCR
209	11126 86443	   	195.76	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|29AART|3MBVNT|4LIT|5ERES|6aVULN|7CDMG|8RCR
210	36232 41135	   	195.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1RPLT|26DMG|3ASPD|49VULN|5LHND|7RCR|8FEWX|aCDMG
211	36232 41335	   	195.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1RPLT|26DMG|3ASPD|49VULN|5LHND|7RCR|8LWND|aCDMG
212	36212 13455	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7LIT|8BELT|9aVULN
213	36212 18133	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8aFEWX
214	36212 18135	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8FEWX|aLHND
215	36212 18136	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8FEWX|aCGEN
216	36212 18238	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7aVULN|89RMIN
217	36212 18331	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LWND|aDMSP
218	36212 18332	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LWND|aBEXP
219	36212 18333	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LWND|aLIT
220	36212 18335	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LWND|aLHND
221	36212 18336	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LWND|aCGEN
222	36212 18631	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LHND|aDMSP
223	36212 18632	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LHND|aBEXP
224	36212 18633	   	195.73	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LHND|aLIT
225	21152 31561	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1CGEN|2AART|3CDMG|4ASPD|568VULN|7BEXP|9RCR|aMLV
226	21152 31562	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1CGEN|2AART|3CDMG|4ASPD|568VULN|7BEXP|9RCR|aLHND
227	21152 31563	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1CGEN|2AART|3CDMG|4ASPD|568VULN|7BEXP|9RCR|aLIT
228	21152 33561	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1CGEN|2AART|3CDMG|4ASPD|568VULN|7FEWX|9RCR|aMLV
229	21152 33562	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1CGEN|2AART|3CDMG|4ASPD|568VULN|7FEWX|9RCR|aLHND
230	21152 33563	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1CGEN|2AART|3CDMG|4ASPD|568VULN|7FEWX|9RCR|aLIT
231	21162 31561	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2AART|3CDMG|4DMG|568VULN|7BEXP|9RCR|aMLV
232	21162 31562	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2AART|3CDMG|4DMG|568VULN|7BEXP|9RCR|aLHND
233	21162 31563	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2AART|3CDMG|4DMG|568VULN|7BEXP|9RCR|aLIT
234	21162 33561	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2AART|3CDMG|4DMG|568VULN|7FEWX|9RCR|aMLV
235	21162 33562	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2AART|3CDMG|4DMG|568VULN|7FEWX|9RCR|aLHND
236	21162 33563	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2AART|3CDMG|4DMG|568VULN|7FEWX|9RCR|aLIT
237	36212 18131	   	195.63	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8FEWX|aLEGI
238	36212 18132	   	195.63	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8FEWX|aTLV
239	36212 18334	   	195.63	DCR|2VULN|2DMG|2ASPD|1MSE	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LWND|aMSE
240	36212 18338	   	195.63	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LWND|aTLV
241	36212 18624	   	195.63	DCR|2VULN|2DMG|2ASPD	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7aVULN|8LHND|9ERES
242	36212 18634	   	195.63	DCR|2VULN|2DMG|2ASPD|1MSE	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8LHND|aMSE
243	54232 14823	 * 	195.49	DCR|3VULN|1MDPS|2ASPD|1AART	1MDPS|2BELT|39DUST|4MBVNT|5AART|69ASPD|79aVULN|8RCR|9BPWR
244	36212 13238	   	195.49	DCR|2VULN|2DMG|2ASPD|1SELL	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7LIT|8aVULN|9SELL
245	21162 35211	   	195.48	DCR|2VULN|2DMG|1AART|1CDMG	17CGEN|2AART|3CDMG|48DMG|56VULN|9RCR|aFEWX
246	21162 35216	   	195.48	DCR|2VULN|2DMG|1AART|1CDMG	17CGEN|2AART|3CDMG|48DMG|56VULN|9RCR|aAME
247	21162 35212	   	195.38	DCR|2VULN|2DMG|1AART|1CDMG	17CGEN|2AART|3CDMG|48DMG|56VULN|9RCR|aDUST
248	21162 35214	   	195.38	DCR|2VULN|2DMG|1AART|1CDMG	17CGEN|2AART|3CDMG|48DMG|56VULN|9RCR|aMBVNT
