0	Index      	 *	Score 	Summary	Detail	
1	33332 15452	 * 	200.27	DCR|3VULN|2DMG|1AART|2CDMG|1ASPD	17LHND|25DMG|3AART|457VULN|57BPWR|67CDMG|8MLV|9ASPD|aRCR
173	26211 11653	   	174.73	ACR|4VULN|1AART|1CDMG|1ASPD	123aVULN|2BPWR|4RCR|5MLV|6CGEN|7CDMG|8AART|9ASPD
174	26214 33142	   	174.70	ACR|4VULN|1AART|1DMG	1239VULN|2BPWR|4RCR|5ERES|6LIT|7AART|8DMSP|aDMG
175	26214 33242	   	174.60	ACR|4VULN|1AART|1DMG	1239VULN|2BPWR|4RCR|58ERES|6LIT|7AART|aDMG
176	33332 62321	   	174.55	DCR|2VULN|2DMG|1AART|2DUR	1LHND|25DMG|3AART|45VULN|5BPWR|6LIT|7aDUR|8RCR|9BEXP
177	21427 37334	 * 	174.53	DCR|3VULN|1AART|2CDMG|2ASPD	159VULN|235LHND|4MBVNT|59BPWR|6RCR|79ASPD|89CDMG|aAART
178	26233 13362	   	174.50	DCR|4VULN|2AART|1ASPD	1238VULN|2BPWR|46AART|5FEWX|7RCR|9LIT|aASPD
179	26212 31231	   	174.45	ACR|4VULN|1DMG|1CDMG|1ZMB	1239VULN|2BPWR|4RCR|5LHND|6ZMB|7CDMG|8DMG|aRMIN
180	26212 31233	   	174.45	ACR|4VULN|1DMG|1CDMG|1ZMB	1239VULN|2BPWR|4RCR|5LHND|6ZMB|7CDMG|8DMG|aRCVC
181	26212 31235	   	174.45	ACR|4VULN|1DMG|1CDMG|1ZMB	1239VULN|2BPWR|4RCR|5LHND|6ZMB|7CDMG|8DMG|aDMSP
182	26226 53121	 * 	174.34	DCR|5VULN|3DUR|2ASPD	12389VULN|28BPWR|4MLV|58aDUR|6RCR|78ASPD
183	26215 12511	   	174.32	ACR|4VULN|2DMG|1DUR	1238VULN|28BPWR|4RCR|5RPLT|68DMG|7MBVNT|9LHND|aDUR
184	26231 42612	   	174.31	DCR|4VULN|1AART|1CDMG|1DUR	123aVULN|2BPWR|4AART|5LIT|6FEWX|7DUR|8RCR|9CDMG
185	26233 32612	   	174.31	DCR|4VULN|1AART|1CDMG|1DUR	123aVULN|2BPWR|4AART|5FEWX|6LIT|7DUR|8RCR|9CDMG
186	26211 33223	 * 	174.25	ACR|3VULN|1AART|1DMG|1CDMG	123VULN|2BPWR|4RCR|5MLV|6LIT|7AART|8ERES|9CDMG|aDMG
187	26236 13412	   	174.24	DCR|4VULN|2AART|1ASPD|1DUR	1238VULN|2BPWR|46AART|5DUR|7ASPD|9LHND|aRCR
188	26236 13432	   	174.14	DCR|4VULN|2AART|1ASPD|1DUR	1238VULN|2BPWR|46AART|5DUR|7ASPD|9LEGI|aRCR
189	26233 13144	   	174.05	DCR|3VULN|2AART|1CDMG|1DUR	123VULN|2BPWR|46AART|5FEWX|7RCR|8BEXP|9DUR|aCDMG
190	26231 56313	   	174.02	DCR|4VULN|2AART|1FLTHEA	1239VULN|2BPWR|47AART|5LIT|6FLTHEA|8MLV|aRCR
191	26231 56133	   	173.92	DCR|4VULN|2AART|1FLTHEA	1238VULN|2BPWR|47AART|5LIT|6FLTHEA|9ERES|aRCR
192	26215 13361	   	173.87	ACR|3VULN|2DMG|1FLTHEA|1DUR	123VULN|2BPWR|4RCR|5RPLT|6aDMG|7FLTHEA|8RCVC|9DUR
193	26233 33653	   	173.68	DCR|4VULN|1AART|1DMG	1239VULN|2BPWR|4AART|5FEWX|6LIT|7DUST|8RCR|aDMG
194	26211 24253	   	173.60	ACR|4VULN|1AART|1DMG	123aVULN|2BPWR|4RCR|5MLV|6LWND|7LHND|8DMG|9AART
195	26233 13111	   	173.53	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|59FEWX|7RCR|8BEXP|aDMG
196	26233 13123	   	173.53	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8BEXP|9DMG|aLHND
197	26233 13124	   	173.53	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8BEXP|9DMG|aDMSP
198	26233 13231	   	173.53	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8RPLT|9LHND|aDMG
199	26233 13244	   	173.53	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8RPLT|9LIT|aDMG
200	26233 13261	   	173.53	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8RPLT|9BEXP|aDMG
201	26235 33161	   	173.53	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|49AART|5DMSP|6FEWX|7RCR|8BEXP|aDMG
202	26212 23331	   	173.53	ACR|4VULN|1AART|1CDMG|1DUR	1238VULN|2BPWR|4RCR|5LHND|6CDMG|7BELT|9DUR|aAART
203	26233 13122	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8BEXP|9DMG|aLEGI
204	26233 13125	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8BEXP|9DMG|aDUST
205	26233 13126	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8BEXP|9DMG|aTLV
206	26233 13221	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8RPLT|9DUST|aDMG
207	26233 13411	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|59FEWX|7RCR|8LEGI|aDMG
208	26233 13422	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8LEGI|9DMG|aDMSP
209	26233 13423	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8LEGI|9DMG|aBEXP
210	26233 13425	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8LEGI|9DMG|aLHND
211	26233 13461	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8LEGI|9RCVC|aDMG
212	26233 13511	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|59FEWX|7RCR|8DUST|aDMG
213	26233 13523	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8DUST|9DMG|aLHND
214	26233 13524	   	173.43	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8DUST|9DMG|aDMSP
215	26211 35343	   	173.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	123VULN|2BPWR|4RCR|5MLV|6LIT|7ASPD|8DUR|9AART|aDMG
216	33332 26262	   	173.37	DCR|3VULN|2DMG|1AART	1689LHND|25DMG|3AART|458VULN|58BPWR|78LWND|aRCR
217	26233 13426	   	173.33	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8LEGI|9DMG|aERES
218	26233 13522	   	173.33	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8DUST|9DMG|aLEGI
219	26233 13525	   	173.33	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8aDUST|9DMG
220	26233 13526	   	173.33	DCR|3VULN|2AART|1DMG	123VULN|2BPWR|46AART|5FEWX|7RCR|8DUST|9DMG|aERES
221	26231 42113	   	173.27	DCR|3VULN|2AART|1DMG|1DUR	123VULN|2BPWR|48AART|5LIT|6FEWX|7DUR|9DMG|aRCR
222	26233 32113	   	173.27	DCR|3VULN|2AART|1DMG|1DUR	123VULN|2BPWR|48AART|5FEWX|6LIT|7DUR|9DMG|aRCR
223	26233 33614	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	123VULN|2BPWR|4AART|5FEWX|6LIT|7DUST|8RCR|9CDMG|aDMG
224	33332 21452	   	173.17	DCR|3VULN|2DMG|1AART	167LHND|25DMG|3AART|458VULN|5BPWR|9BEXP|aRCR
225	33332 64313	   	173.17	DCR|3VULN|2DMG|1AART	19LHND|25DMG|3AART|459VULN|59BPWR|6LIT|7MLV|89ERES|aRCR
226	33332 65333	   	173.17	DCR|3VULN|2DMG|1AART	1LHND|25DMG|3AART|458VULN|5BPWR|6LIT|7CGEN|9RMIN|aRCR
227	33332 65362	   	173.17	DCR|3VULN|2DMG|1AART	1LHND|25DMG|3AART|458VULN|5BPWR|6LIT|7CGEN|9BEXP|aRCR
228	33332 64363	   	173.07	DCR|3VULN|2DMG|1AART	1LHND|25DMG|3AART|459VULN|5BPWR|6LIT|7MLV|8ERES|aRCR
229	33332 65343	   	173.07	DCR|3VULN|2DMG|1AART	1LHND|25DMG|3AART|458VULN|5BPWR|6LIT|7CGEN|9ERES|aRCR
230	33332 65352	   	173.07	DCR|3VULN|2DMG|1AART	1LHND|25DMG|3AART|458VULN|5BPWR|6LIT|7CGEN|9DUST|aRCR
231	33332 66333	   	173.07	DCR|3VULN|2DMG|1AART	1LHND|25DMG|3AART|458VULN|5BPWR|6LIT|7ERES|9RMIN|aRCR
232	26215 13261	 * 	173.05	ACR|3VULN|1AART|1DMG|1FLTHEA	123VULN|2BPWR|4RCR|5RPLT|6DMG|7FLTHEA|8ERES|9AART|aMLV
233	26215 13263	   	173.05	ACR|3VULN|1AART|1DMG|1FLTHEA	123VULN|2BPWR|4RCR|5RPLT|6DMG|7FLTHEA|8ERES|9AART|aLHND
234	26211 46331	   	173.00	ACR|4VULN|1AART|1DMG	1237VULN|2BPWR|4RCR|5MLV|6RCVC|8DMG|9CGEN|aAART
235	26211 33536	   	172.93	ACR|3VULN|1AART|1DMG|2DUR	123VULN|2BPWR|4RCR|5MLV|6LIT|7AART|8DMG|9aDUR
236	26215 12821	   	172.90	ACR|4VULN|1AART|1DMG	1238VULN|2BPWR|4RCR|5RPLT|6DMG|7MBVNT|9MLV|aAART
237	26215 12831	   	172.90	ACR|4VULN|1AART|1DMG	1238VULN|2BPWR|4RCR|5RPLT|6DMG|7MBVNT|9CGEN|aAART
238	26215 12841	   	172.90	ACR|4VULN|1AART|1DMG	1238VULN|2BPWR|4RCR|5RPLT|6DMG|7MBVNT|9RMIN|aAART
239	26215 24211	   	172.90	ACR|4VULN|1AART|1DMG	1239VULN|2BPWR|4RCR|5RPLT|6DUST|7CGEN|8DMG|aAART
240	26215 62211	   	172.90	ACR|4VULN|1AART|1DMG	1239VULN|2BPWR|4RCR|5RPLT|6BEXP|7ERES|8DMG|aAART
241	11212 15523	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3FEWX|4ZMB|5AART|6RCR|7aVULN|8CDMG|9DMG
242	26215 13262	   	172.80	ACR|3VULN|1AART|1DMG|1FLTHEA|1SELL	123VULN|2BPWR|4RCR|5RPLT|6DMG|7FLTHEA|8ERES|9AART|aSELL
243	26633 13126	 * 	172.79	ACR|4VULN|2CDMG|2DUR|1ZMB|1SELL	1289VULN|28BPWR|3ERES|4RCR|58CDMG|6SELL|78DUR|aZMB
244	26231 12642	   	172.72	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	123VULN|2BPWR|4AART|5LIT|6DUST|7DUR|8ZMB|9DMG|aRCR
245	33332 63222	   	172.37	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|25DMG|3AART|45VULN|5BPWR|6LIT|79ZMB|8LWND|aRCR
246	33332 63522	   	172.37	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|25DMG|3AART|45VULN|5BPWR|6LIT|79ZMB|8FEWX|aRCR
247	33332 63662	   	172.37	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|25DMG|3AART|45VULN|5BPWR|6LIT|78ZMB|9BEXP|aRCR
248	26226 51111	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	123VULN|2BPWR|4MLV|5DUR|6RCR|7CDMG|8ZMB|9MBVNT|aAART
249	26215 31111	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4RCR|5RPLT|6AART|7MLV|8ZMB|9FEWX|aDMG
250	26215 31161	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4RCR|5RPLT|6AART|7MLV|8ZMB|9BEXP|aDMG
251	33332 63622	   	172.27	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|25DMG|3AART|45VULN|5BPWR|6LIT|78ZMB|9LEGI|aRCR
252	33332 63643	   	172.27	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|25DMG|3AART|45VULN|5BPWR|6LIT|78ZMB|9ERES|aRCR
253	33332 63652	   	172.27	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|25DMG|3AART|45VULN|5BPWR|6LIT|78ZMB|9DUST|aRCR
254	26215 26221	   	172.20	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	123VULN|2BPWR|4RCR|5RPLT|6DUST|7CDMG|8DMG|9SELL|aAART
255	26215 32111	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4RCR|5RPLT|6AART|7ERES|8ZMB|9FEWX|aDMG
256	26215 32161	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4RCR|5RPLT|6AART|7ERES|8ZMB|9BEXP|aDMG
257	26236 26332	   	172.15	DCR|4VULN|1AART|2DUR|1ZMB	1238VULN|2BPWR|4AART|57DUR|6LWND|9ZMB|aRCR
258	26211 33622	   	172.15	ACR|3VULN|2AART|1DMG	123VULN|2BPWR|4RCR|5MLV|6LIT|78AART|9RCVC|aDMG
259	26211 33651	   	172.05	ACR|3VULN|2AART|1DMG	123VULN|2BPWR|4RCR|5MLV|6LIT|78AART|9NUKE|aDMG
260	26214 33622	   	172.05	ACR|3VULN|2AART|1DMG	123VULN|2BPWR|4RCR|5ERES|6LIT|78AART|9RCVC|aDMG
261	33331 13453	   	172.02	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2DMG|3AART|48aVULN|5LWND|6RCR|7RPLT|9ASPD
262	26233 32643	   	171.91	DCR|3VULN|1AART|1DMG|2DUR	123VULN|2BPWR|4AART|5FEWX|6LIT|79DUR|8RCR|aDMG
263	26233 13311	   	171.84	DCR|4VULN|3AART	1238VULN|2BPWR|469AART|5FEWX|7RCR|aRCVC
264	26233 13313	   	171.84	DCR|4VULN|3AART	1238VULN|2BPWR|469AART|5FEWX|7RCR|aMLV
265	26233 13316	   	171.84	DCR|4VULN|3AART	1238VULN|2BPWR|469AART|5aFEWX|7RCR
266	26233 13315	   	171.74	DCR|4VULN|3AART	1238VULN|2BPWR|469AART|5FEWX|7RCR|aERES
267	26527 31313	 * 	171.72	DCR|3VULN|1AART|3DUR|1CDMG	125VULN|25BPWR|35aDUR|4MBVNT|6RCR|7LIT|8AART|9CDMG
268	26211 11652	   	171.63	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	123VULN|2BPWR|4RCR|5MLV|6CGEN|7CDMG|8AART|9ASPD|aZMB
269	26211 33216	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4RCR|5MLV|6LIT|7AART|8ERES|9DMG|aZMB
270	26233 13314	   	171.59	DCR|4VULN|3AART|1SELL	1238VULN|2BPWR|469AART|5FEWX|7RCR|aSELL
271	26212 35531	   	171.59	ACR|4VULN|1DMG|2ZMB|1DUR	1238VULN|2BPWR|4RCR|5LHND|67ZMB|9DMG|aDUR
272	26233 13165	 * 	171.39	DCR|3VULN|3AART|1CDMG	123VULN|2BPWR|469AART|5FEWX|7RCR|8BEXP|aCDMG
273	26231 22542	   	171.38	DCR|4VULN|1AART|1DMG	1236VULN|2BPWR|4AART|5LIT|7RCVC|8MLV|9RCR|aDMG
274	26633 22621	 * 	171.35	ACR|3VULN|2AART|2CDMG	12aVULN|2BPWR|3ERES|4RCR|57CDMG|6CGEN|89AART
275	26211 56321	   	171.25	ACR|5VULN|3ZMB	1238aVULN|28aBPWR|4RCR|589MLV|68aZMB|7RPLT
276	26231 53226	 * 	171.21	DCR|3VULN|1AART|1CDMG|1FLTHEA|1DUR|1SELL	123VULN|2BPWR|4AART|5LIT|6FLTHEA|7SELL|8DUR|9RCR|aCDMG
277	26211 52125	   	171.15	ACR|5VULN|3ZMB	12389VULN|28BPWR|4RCR|5MLV|68aZMB|78BEXP
278	26212 15125	   	171.15	ACR|5VULN|3ZMB	12389VULN|28BPWR|4RCR|5LHND|68MLV|78aZMB
279	26212 36125	   	171.15	ACR|5VULN|3ZMB	12389VULN|28BPWR|4RCR|5LHND|68aZMB|78MLV
280	26426 31212	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|2BPWR|3ZMB|4LWND|5DMG|6RCR|7LIT|8AART|9CDMG|aBEXP
281	21416 31214	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|23LHND|4ZMB|5aDMG|6RCR|7LIT|8AART|9CDMG
282	31216 31214	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	12LHND|3VULN|4ZMB|5aDMG|6RCR|7LIT|8AART|9CDMG
283	13331 43344	   	171.06	DCR|3VULN|3DMG|1DUR	178BEXP|2RMIN|3DMSP|4RPLT|578DMG|678VULN|78BPWR|9RCR|aDUR
284	26212 34234	   	171.05	ACR|5VULN|3ZMB	1239aVULN|29aBPWR|4RCR|57LHND|69aZMB|89aDUST
285	26232 14331	   	171.04	DCR|4VULN|1AART|1DMG|1SELL	1238VULN|2BPWR|4AART|5SELL|6RPLT|7ERES|9RCR|aDMG
286	26633 62142	   	171.03	ACR|3VULN|1AART|2CDMG|2DUR	129VULN|29BPWR|3ERES|4RCR|59CDMG|69DUR|7MBVNT|8RPLT|aAART
287	26212 35411	   	171.02	ACR|3VULN|3ZMB|1DMG|1DUR	123VULN|2BPWR|4RCR|5LHND|678ZMB|9DMG|aDUR
288	26426 31211	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|2BPWR|3ZMB|4LWND|5DMG|6RCR|7LIT|8AART|9CDMG|aDUST
289	26234 26132	   	170.95	DCR|4VULN|1AART|2DUR	123aVULN|2aBPWR|4AART|5aMLV|6RCR|7LWND|8CGEN|9aDUR
290	26212 33125	   	170.95	ACR|5VULN|3ZMB	12389VULN|28BPWR|4RCR|5LHND|68aZMB|78TLV
291	26223 23252	   	170.95	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	123VULN|2BPWR|4MLV|5CDMG|6ZMB|7DUR|8AART|9ASPD|aRCR
292	26231 33323	   	170.83	DCR|3VULN|1AART|1DMG|1CDMG	123VULN|2BPWR|4AART|5LIT|6RMIN|7CDMG|8TLV|9RCR|aDMG
293	33331 16354	   	170.81	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LHND|2DMG|3aAART|4VULN|5LWND|6RCR|7DUR|8CDMG|9ASPD
294	53431 12252	   	170.67	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD|1DUR	17CDMG|2DUR|36DMG|4CGEN|5VULN|8AART|9ASPD|aRCR
295	26233 33625	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4AART|5FEWX|6LIT|7DUST|8RCR|9ZMB|aDMG
296	26212 32652	   	170.57	ACR|4VULN|2ZMB|1CDMG|2DUR	1238VULN|28BPWR|4RCR|5LHND|68ZMB|78DUR|9ERES|aCDMG
297	26212 32626	   	170.55	ACR|4VULN|3ZMB|2DUR	1238VULN|28BPWR|4RCR|5LHND|68aZMB|78DUR|9BEXP
298	26226 53122	   	170.53	DCR|5VULN|2ASPD|2DUR	12389VULN|28BPWR|4MLV|58DUR|6RCR|78ASPD|aBEXP
299	26226 53123	   	170.53	DCR|5VULN|2ASPD|2DUR	12389VULN|28BPWR|4MLV|58DUR|6RCR|78ASPD|aLHND
300	26527 34324	   	170.52	DCR|3VULN|1AART|3DUR|1CDMG	125VULN|25BPWR|358DUR|4MBVNT|6RCR|7RPLT|9CDMG|aAART
301	23336 24314	   	170.47	DCR|4VULN|2AART	148aVULN|25RMIN|39AART|6RCR|7ERES
302	26211 33641	 * 	170.46	ACR|4VULN|3AART	1239VULN|2BPWR|4RCR|5MLV|6LIT|78aAART
303	26211 51151	   	170.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	123VULN|2BPWR|4RCR|5MLV|6ZMB|7CDMG|8DUR|9FEWX|aAART
304	26211 51161	   	170.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	123VULN|2BPWR|4RCR|5MLV|6ZMB|7CDMG|8DUR|9BEXP|aAART
305	26226 53133	   	170.43	DCR|5VULN|2ASPD|2DUR	1238aVULN|28BPWR|4MLV|58DUR|6RCR|78ASPD|9ERES
306	26215 13362	   	170.39	ACR|4VULN|1DMG|1FLTHEA|1DUR	123aVULN|2BPWR|4RCR|5RPLT|6DMG|7FLTHEA|8RCVC|9DUR
307	26211 11553	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1238VULN|2BPWR|4RCR|5MLV|6CGEN|7CDMG|9DMG|aDUR
308	26212 23335	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1238VULN|2BPWR|4RCR|5LHND|6CDMG|7BELT|9DUR|aDMG
309	26211 51111	   	170.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	123VULN|2BPWR|4RCR|5MLV|6ZMB|7CDMG|8DUR|9MBVNT|aAART
